ID,Tablename,Object_ID,Flags,PushID
1804,CREATUREDIFFICULTY,347293,0,110014
1805,CREATUREDIFFICULTY,348199,0,110014
1806,CREATUREDIFFICULTY,357538,0,110014
1807,SPELLMISC,836222,0,110014
1808,SPELLMISC,847442,0,110014
1809,SPELLSCRIPT,126420,0,110014
1810,SPELLSCRIPT,127018,0,110014
1811,SPELLSCRIPT,129513,0,110014
1812,SPELLSCRIPT,130088,0,110014
1813,SPELLSCRIPTTEXT,28429,0,110014
1814,SPELLSCRIPTTEXT,28430,0,110014
1815,SPELLSCRIPTTEXT,28500,0,110014
1816,SPELLSCRIPTTEXT,29363,0,110014
1817,SPELLVISUALKITMODELATTACH,611617,0,110014
1818,SPELLVISUALKITMODELATTACH,611724,0,110014
1819,SPELLVISUALKITMODELATTACH,612628,0,110014
1820,SPELLVISUALKITMODELATTACH,612645,0,110014
1821,SPELLVISUALKITMODELATTACH,631169,0,110014
1822,SPELLVISUALKITMODELATTACH,632611,0,110014
1823,SPELLSCRIPT,133342,0,110056
1824,CREATURE,244309,0,110059
1825,SPELLMISC,796754,0,110070
1826,SPELLSCRIPT,114361,0,110070
1827,SPELL,267257,0,110129
1828,SPELLMISC,339900,0,110129
1829,SPELLTARGETRESTRICTIONS,355619,0,110129
1830,ACHIEVEMENT,16110,0,110057
1831,ACHIEVEMENT,16281,0,110057
1832,ACHIEVEMENT,16282,0,110057
1833,ACHIEVEMENT,16296,0,110057
1834,ACHIEVEMENT,16320,0,110057
1835,ACHIEVEMENT,16330,0,110057
1836,ACHIEVEMENT,16331,0,110057
1837,ACHIEVEMENT,16337,0,110057
1838,ACHIEVEMENT,16402,0,110057
1839,ACHIEVEMENT,16404,0,110057
1840,ACHIEVEMENT,16426,0,110057
1841,ACHIEVEMENT,16427,0,110057
1842,ACHIEVEMENT,16430,0,110057
1843,ACHIEVEMENT,16432,0,110057
1844,ACHIEVEMENT,16438,0,110057
1845,ACHIEVEMENT,16440,0,110057
1846,ACHIEVEMENT,16441,0,110057
1847,ACHIEVEMENT,16445,0,110057
1848,ACHIEVEMENT,16447,0,110057
1849,ACHIEVEMENT,16453,0,110057
1850,ACHIEVEMENT,16456,0,110057
1851,ACHIEVEMENT,16517,0,110057
1852,ACHIEVEMENT,16602,0,110057
1853,ACHIEVEMENT,16620,0,110057
1854,ACHIEVEMENT,16762,0,110057
1855,ACHIEVEMENT,18539,0,110057
1856,ACHIEVEMENT,18556,0,110057
1857,ACHIEVEMENT,18589,0,110057
1858,ACHIEVEMENT,18612,0,110057
1859,ACHIEVEMENT,18703,0,110057
1860,ACHIEVEMENT,18704,0,110057
1861,ACHIEVEMENT,18706,0,110057
1862,JOURNALENCOUNTERSECTION,35941,0,110073
1863,NAMEDPOINT,183860,0,109992
1864,NAMEDPOINT,183861,0,109992
1865,NAMEDPOINT,183862,0,109992
1866,NAMEDPOINT,183863,0,109992
1867,NAMEDPOINT,183864,0,109992
1868,NAMEDPOINT,183865,0,109992
1869,SPELLSCRIPT,131726,0,109992
1870,SPELLSCRIPT,133394,0,109992
1871,SPELLSCRIPT,133395,0,109992
1872,SPELLSCRIPTPACKAGE,81337,0,109992
1873,SPELLSCRIPTPACKAGE,81338,0,109992
1874,STRINGID,118838,0,109992
1875,STRINGID,118839,0,109992
1876,STRINGID,118840,0,109992
1877,STRINGID,118841,0,109992
1878,STRINGID,118842,0,109992
1879,STRINGID,118843,0,109992
1880,SPAWNSQUAD,5512271,0,110071
1881,SPAWNSQUAD,5512272,0,110071
1882,SPELLEFFECT,1339033,0,110071
1883,AREATRIGGERACTION,73357,0,110119
1884,AREATRIGGERACTION,74095,0,110119
1885,AREATRIGGERACTIONSET,44745,0,110119
1886,AREATRIGGERCREATEPROPERTIES,44144,0,110119
1887,SPAWNEVENT,5324755,0,110119
1888,SPAWNLOC,5220448,0,110119
1889,UNITCONDITION,9911,0,110119
1890,AI_TRIGGERACTION,223353,0,110043
1891,CREATUREDIFFICULTY,355588,0,110043
1892,SPELLCATEGORIES,186430,0,110138
1893,AREATRIGGERACTIONSET,44834,0,110143
1894,AI_TRIGGERACTION,220781,0,109990
1895,AI_TRIGGERACTION,221685,0,109990
1896,AI_TRIGGERACTION,221687,0,109990
1897,CREATURE,253843,0,110118
1898,SPAWNEVENT,5192775,0,110118
1899,SPAWNGROUP,3196203,0,110118
1900,SPAWNLOC,5063737,0,110118
1901,SPAWNOBJECT,8046007,0,110118
1902,SPAWNSQUAD,5345435,0,110118
1903,AREAXAURAS,20093,0,110132
1904,AREATRIGGERACTION,71921,0,110044
1905,AREATRIGGERACTIONSET,43933,0,110044
1906,AREATRIGGERCREATEPROPERTIES,43241,0,110044
1907,SPAWNLOC,5177816,0,110044
1908,SPELLSCRIPT,132025,0,110148
1909,AREATRIGGERACTION,74090,0,110096
1910,AREATRIGGERACTIONSET,45163,0,110096
1911,AREATRIGGERCREATEPROPERTIES,44655,0,110096
1912,EDGEGLOWEFFECT,8519,0,110096
1913,SPAWNLOC,5037387,0,110096
1914,SPAWNLOC,5240384,0,110096
1915,SPAWNOBJECT,8281758,0,110096
1916,SPELL,1314345,0,110096
1917,SPELLAURAOPTIONS,247950,0,110096
1918,SPELLEFFECT,1346151,0,110096
1919,SPELLEFFECT,1346152,0,110096
1920,SPELLEFFECT,1346157,0,110096
1921,SPELLMISC,860683,0,110096
1922,SPELLVISUAL,190443,0,110096
1923,SPELLVISUALEVENT,561865,0,110096
1924,SPELLVISUALKIT,278770,0,110096
1925,SPELLVISUALKITEFFECT,788928,0,110096
1926,SPELLXSPELLVISUAL,531557,0,110096
1927,SPELLEFFECT,1342089,0,109991
1928,SPELLTARGETFILTER,3881,0,109991
1929,DUNGEONENCOUNTERTRIGGER,2088,0,110040
1930,DUNGEONENCOUNTERXCREATURE,4129,0,110040
1931,SPELLCATEGORIES,187133,0,110124
1932,SPELLCATEGORIES,187926,0,110124
1933,SPELLMISC,855568,0,110124
1934,SPELLMISC,859356,0,110124
1935,SPELL,1300876,0,110136
1936,SPELLCASTINGREQUIREMENTS,233135,0,110136
1937,SPELLSCRIPTPACKAGE,79951,0,110136
1938,AREATRIGGERACTION,72633,0,110113
1939,AREATRIGGERACTION,74110,0,110113
1940,AREATRIGGERACTIONSET,44316,0,110113
1941,AREATRIGGERACTIONSET,45175,0,110113
1942,AREATRIGGERBOX,4079,0,110113
1943,AREATRIGGERCREATEPROPERTIES,43675,0,110113
1944,AREATRIGGERCREATEPROPERTIES,44670,0,110113
1945,AREATRIGGERCYLINDER,1691,0,110113
1946,SPAWNEVENT,5344434,0,110113
1947,SPAWNGROUP,3339286,0,110113
1948,SPAWNLOC,5200524,0,110113
1949,SPAWNLOC,5240925,0,110113
1950,SPAWNOBJECT,8282526,0,110113
1951,SPAWNSQUAD,5517153,0,110113
1952,SPELLSCRIPTTEXT,29105,0,110159
1953,SPELLSCRIPTTEXT,29106,0,110159
1954,SPELLMISC,837715,0,109973
1955,SPELLSCRIPT,129691,0,109982
1956,AI_GROUPACTIONSET,1209658,0,110048
1957,AI_TRIGGERACTION,220862,0,110048
1958,SPELL,1297943,0,110048
1959,SPELLAURARESTRICTIONS,25001,0,110048
1960,SPELLEFFECT,1321568,0,110048
1961,SPELLEFFECT,1321569,0,110048
1962,SPELLMISC,845408,0,110048
1963,SPELLSCRIPT,128657,0,110048
1964,AREATRIGGER2DPOLYGON,1040,0,110139
1965,SPELLMISC,848611,0,109956
1966,SPELLMISC,852623,0,109957
1967,AREATRIGGERACTION,74062,0,110053
1968,AREATRIGGERACTIONSET,41633,0,110053
1969,SPELL,1314439,0,110053
1970,SPELL,1314443,0,110053
1971,SPELLEFFECT,1346304,0,110053
1972,SPELLEFFECT,1346316,0,110053
1973,SPELLMISC,658962,0,110053
1974,SPELLMISC,860774,0,110053
1975,SPELLMISC,860778,0,110053
1976,SPELLTARGETFILTER,4078,0,110053
1977,SPELLTARGETFILTERRULE,8672,0,110053
1978,SPELLTARGETFILTERRULE,8673,0,110053
1979,SPELLTARGETRESTRICTIONS,355628,0,110053
1980,SPELLTARGETRESTRICTIONS,355629,0,110053
1981,PLAYERCHOICERESPONSE,6046,0,110116
1982,QUESTV2,98232,0,110116
1983,SOUNDKIT,367951,0,110120
1984,SOUNDKIT,367952,0,110120
1985,SOUNDKITADVANCED,331542,0,110120
1986,SOUNDKITADVANCED,331543,0,110120
1987,SOUNDKITCHILD,49160,0,110120
1988,SOUNDKITENTRY,1690416,0,110120
1989,SOUNDKITENTRY,1690417,0,110120
1990,SOUNDKITENTRY,1690418,0,110120
1991,SOUNDKITENTRY,1690419,0,110120
1992,SOUNDKITENTRY,1690420,0,110120
1993,SOUNDKITENTRY,1690421,0,110120
1994,SOUNDKITENTRY,1690422,0,110120
1995,SOUNDKITENTRY,1690423,0,110120
1996,SOUNDKITENTRY,1690424,0,110120
1997,SPELLVISUALKITEFFECT,789028,0,110120
1998,CREATUREDIFFICULTY,141595,0,110141
1999,SPELLEFFECT,1319079,0,110142
2000,SPELLMISC,338940,0,110142
2001,SPAWNEVENT,5344436,0,110149
2002,SPAWNGROUP,3339287,0,110149
2003,SPAWNLOC,5195715,0,110149
2004,SPAWNLOC,5240926,0,110149
2005,SPAWNOBJECT,8282527,0,110149
2006,SPAWNSQUAD,5517154,0,110149
2007,AREATRIGGERACTION,74112,0,110150
2008,AREATRIGGERACTION,74113,0,110150
2009,AREATRIGGERACTIONSET,45176,0,110150
2010,AREATRIGGERCREATEPROPERTIES,44671,0,110150
2011,SPAWNEVENT,5344443,0,110150
2012,SPAWNEVENT,5344462,0,110150
2013,SPAWNEVENT,5344463,0,110150
2014,SPAWNGROUP,3339293,0,110150
2015,SPAWNLOC,5240932,0,110150
2016,SPAWNOBJECT,8282533,0,110150
2017,SPAWNSQUAD,5517160,0,110150
2018,WORLDSAFELOCS,11649,0,110150
2019,SPELLMISC,337127,0,110154
2020,SPELLMISC,337133,0,110154
2021,SPELLSCRIPT,126295,0,110154
2022,SPELLSCRIPT,133509,0,110154
2023,SPELLSCRIPTPACKAGE,34301,0,110154
2024,WORLDSTATEACTION,109059,0,110155
2025,WORLDSTATEACTION,109060,0,110155
2026,WORLDSTATEACTIONSET,33942,0,110155
2027,AI_GROUPACTIONSET,1210020,0,110161
2028,AI_GROUPACTIONSET,1210021,0,110161
2029,AI_GROUPACTIONSET,1210022,0,110161
2030,AI_GROUPACTIONSET,1210023,0,110161
2031,AI_GROUPACTIONSET,1210024,0,110161
2032,AI_GROUPACTIONSET,1210026,0,110161
2033,DUNGEONENCOUNTERTRIGGER,2090,0,110161
2034,GAMEEVENTS,106653,0,110161
2035,SPAWNEVENT,5344508,0,110161
2036,SPAWNEVENT,5344509,0,110161
2037,SPAWNEVENT,5344510,0,110161
2038,SPAWNEVENT,5344513,0,110161
2039,SPAWNEVENT,5344514,0,110161
2040,SPAWNEVENT,5344515,0,110161
2041,WORLDSTATE,30553,0,109935
2042,CREATUREDISPLAYINFO,143518,0,110085
2043,RTPC,7598,0,110085
2044,SOUNDEMITTERPILLPOINTS,21113,0,110085
2045,SOUNDEMITTERPILLPOINTS,21114,0,110085
2046,SOUNDEMITTERPILLPOINTS,21115,0,110085
2047,SOUNDEMITTERPILLPOINTS,21116,0,110085
2048,SOUNDEMITTERPILLPOINTS,21117,0,110085
2049,SOUNDEMITTERPILLPOINTS,21118,0,110085
2050,SOUNDEMITTERPILLPOINTS,21119,0,110085
2051,SOUNDEMITTERPILLPOINTS,21120,0,110085
2052,SOUNDEMITTERPILLPOINTS,21121,0,110085
2053,SOUNDEMITTERPILLPOINTS,21122,0,110085
2054,SOUNDEMITTERPILLPOINTS,21123,0,110085
2055,SOUNDEMITTERPILLPOINTS,21124,0,110085
2056,SOUNDEMITTERPILLPOINTS,21125,0,110085
2057,SOUNDEMITTERPILLPOINTS,21126,0,110085
2058,SOUNDEMITTERPILLPOINTS,21127,0,110085
2059,SOUNDEMITTERPILLPOINTS,21128,0,110085
2060,SOUNDEMITTERPILLPOINTS,21129,0,110085
2061,SOUNDEMITTERS,34950,0,110085
2062,SOUNDEMITTERS,34951,0,110085
2063,SOUNDEMITTERS,34952,0,110085
2064,SOUNDEMITTERS,34953,0,110085
2065,SOUNDEMITTERS,34954,0,110085
2066,SOUNDEMITTERS,34955,0,110085
2067,SOUNDEMITTERS,34956,0,110085
2068,SOUNDKIT,327403,0,110085
2069,SOUNDKIT,364774,0,110085
2070,SOUNDKIT,364775,0,110085
2071,SOUNDKIT,367901,0,110085
2072,SOUNDKIT,367903,0,110085
2073,SOUNDKITADVANCED,331493,0,110085
2074,SOUNDKITADVANCED,331495,0,110085
2075,SOUNDKITENTRY,1420370,0,110085
2076,SOUNDKITENTRY,1690111,0,110085
2077,SOUNDKITENTRY,1690112,0,110085
2078,SOUNDKITENTRY,1690113,0,110085
2079,SOUNDKITENTRY,1690114,0,110085
2080,SOUNDKITENTRY,1690115,0,110085
2081,SOUNDKITENTRY,1690116,0,110085
2082,SOUNDKITENTRY,1690122,0,110085
2083,SOUNDKITENTRY,1690123,0,110085
2084,SOUNDKITENTRY,1690124,0,110085
2085,SOUNDKITENTRY,1690125,0,110085
2086,SOUNDKITENTRY,1690126,0,110085
2087,SOUNDKITENTRY,1690190,0,110085
2088,SOUNDKITENTRY,1690191,0,110085
2089,SOUNDKITENTRY,1690192,0,110085
2090,SOUNDKITENTRY,1690193,0,110085
2091,SOUNDKITENTRY,1690194,0,110085
2092,SOUNDKITENTRY,1690195,0,110085
2093,SOUNDKITENTRY,1690196,0,110085
2094,SOUNDKITENTRY,1690197,0,110085
2095,SCHEDULEDWORLDSTATEGROUP,2363,0,110145
2096,SCHEDULEDWORLDSTATEGROUP,2364,0,110145
2097,SCHEDULEDWORLDSTATEGROUP,2365,0,110145
2098,SCHEDULEDWORLDSTATEGROUP,2367,0,110145
2099,SCHEDULEDWORLDSTATEGROUP,2368,0,110145
2100,SCHEDULEDWORLDSTATEGROUP,2373,0,110145
2101,SCHEDULEDWORLDSTATEGROUP,2374,0,110145
2102,SCHEDULEDWORLDSTATEGROUP,2375,0,110145
2103,SCHEDULEDWORLDSTATEGROUP,2376,0,110145
2104,SCHEDULEDWORLDSTATEGROUP,2377,0,110145
2105,SCHEDULEDWORLDSTATEGROUP,3490,0,110145
2106,SCHEDULEDWORLDSTATEGROUP,3491,0,110145
2107,WORLDSTATEACTION,77674,0,110164
2108,WORLDSTATEACTIONSET,23748,0,110164
2109,CREATUREDISPLAYINFO,84202,0,110187
2110,SPELLMISC,844064,0,110194
2111,AREATRIGGERCREATEPROPERTIES,44689,0,110195
2112,SPELLEFFECT,1342579,0,110195
2113,SPELL,1306517,0,110205
2114,SPELLMISC,853227,0,110205
2115,SPELLTARGETRESTRICTIONS,355662,0,110205
2116,AREATRIGGER2DPOLYGON,1132,0,110212
2117,ACHIEVEMENT,42768,0,109998
2118,ACHIEVEMENT,61490,0,109998
2119,ACHIEVEMENT,61808,0,109998
2120,ACHIEVEMENT,62905,0,109998
2121,ACHIEVEMENT,62909,0,109998
2122,ACHIEVEMENT,63529,0,109998
2123,ACHIEVEMENT,63669,0,109998
2124,ADVENTUREJOURNAL,918,0,109998
2125,ADVENTUREJOURNAL,919,0,109998
2126,ADVENTUREJOURNAL,920,0,109998
2127,BROADCASTTEXT,37948,0,109998
2128,BROADCASTTEXT,170929,0,109998
2129,BROADCASTTEXT,224989,0,109998
2130,BROADCASTTEXT,254582,0,109998
2131,BROADCASTTEXT,303051,0,109998
2132,BROADCASTTEXT,303377,0,109998
2133,BROADCASTTEXT,304624,0,109998
2134,BROADCASTTEXT,304867,0,109998
2135,BROADCASTTEXT,305873,0,109998
2136,BROADCASTTEXT,307367,0,109998
2137,BROADCASTTEXT,307376,0,109998
2138,BROADCASTTEXT,307377,0,109998
2139,BROADCASTTEXT,307379,0,109998
2140,BROADCASTTEXT,307646,0,109998
2141,BROADCASTTEXT,307667,0,109998
2142,BROADCASTTEXT,307747,0,109998
2143,BROADCASTTEXT,307748,0,109998
2144,BROADCASTTEXT,307753,0,109998
2145,BROADCASTTEXT,307891,0,109998
2146,BROADCASTTEXT,308043,0,109998
2147,BROADCASTTEXT,308371,0,109998
2148,BROADCASTTEXT,309165,0,109998
2149,BROADCASTTEXT,309540,0,109998
2150,BROADCASTTEXT,309825,0,109998
2151,BROADCASTTEXT,309826,0,109998
2152,BROADCASTTEXT,310494,0,109998
2153,BROADCASTTEXT,311605,0,109998
2154,BROADCASTTEXT,311615,0,109998
2155,BROADCASTTEXT,311762,0,109998
2156,BROADCASTTEXT,311769,0,109998
2157,BROADCASTTEXT,311779,0,109998
2158,BROADCASTTEXT,311893,0,109998
2159,BROADCASTTEXT,311938,0,109998
2160,BROADCASTTEXT,311940,0,109998
2161,BROADCASTTEXT,312774,0,109998
2162,BROADCASTTEXT,312775,0,109998
2163,BROADCASTTEXT,312896,0,109998
2164,BROADCASTTEXT,312957,0,109998
2165,BROADCASTTEXT,313036,0,109998
2166,BROADCASTTEXT,313039,0,109998
2167,BROADCASTTEXT,313066,0,109998
2168,BROADCASTTEXT,313073,0,109998
2169,BROADCASTTEXT,313178,0,109998
2170,BROADCASTTEXT,313191,0,109998
2171,BROADCASTTEXT,313265,0,109998
2172,BROADCASTTEXT,313623,0,109998
2173,BROADCASTTEXT,313745,0,109998
2174,BROADCASTTEXT,314352,0,109998
2175,BROADCASTTEXT,314356,0,109998
2176,BROADCASTTEXT,314872,0,109998
2177,BROADCASTTEXT,315002,0,109998
2178,BROADCASTTEXT,315085,0,109998
2179,BROADCASTTEXT,315214,0,109998
2180,BROADCASTTEXT,315706,0,109998
2181,BROADCASTTEXT,315951,0,109998
2182,BROADCASTTEXT,315953,0,109998
2183,BROADCASTTEXT,315955,0,109998
2184,BROADCASTTEXT,315957,0,109998
2185,BROADCASTTEXT,315958,0,109998
2186,BROADCASTTEXT,316473,0,109998
2187,BROADCASTTEXT,316837,0,109998
2188,BROADCASTTEXT,316933,0,109998
2189,BROADCASTTEXT,316943,0,109998
2190,BROADCASTTEXT,317350,0,109998
2191,BROADCASTTEXT,317371,0,109998
2192,BROADCASTTEXT,317685,0,109998
2193,BROADCASTTEXT,317686,0,109998
2194,BROADCASTTEXT,317687,0,109998
2195,BROADCASTTEXT,317689,0,109998
2196,BROADCASTTEXT,317690,0,109998
2197,BROADCASTTEXT,317957,0,109998
2198,BROADCASTTEXT,317991,0,109998
2199,BROADCASTTEXT,318238,0,109998
2200,BROADCASTTEXT,318297,0,109998
2201,BROADCASTTEXT,318352,0,109998
2202,BROADCASTTEXT,318353,0,109998
2203,BROADCASTTEXT,318356,0,109998
2204,BROADCASTTEXT,318403,0,109998
2205,BROADCASTTEXT,320494,0,109998
2206,BROADCASTTEXT,321061,0,109998
2207,BROADCASTTEXT,321873,0,109998
2208,BROADCASTTEXT,322449,0,109998
2209,BROADCASTTEXT,324160,0,109998
2210,BROADCASTTEXT,324161,0,109998
2211,BROADCASTTEXT,324281,0,109998
2212,BROADCASTTEXT,324310,0,109998
2213,BROADCASTTEXT,324312,0,109998
2214,BROADCASTTEXT,324313,0,109998
2215,BROADCASTTEXT,324314,0,109998
2216,BROADCASTTEXT,324315,0,109998
2217,CREATURE,142941,0,109998
2218,CREATURE,168268,0,109998
2219,CREATURE,168497,0,109998
2220,CREATURE,168624,0,109998
2221,CREATURE,169263,0,109998
2222,CREATURE,170244,0,109998
2223,CREATURE,170331,0,109998
2224,CREATURE,170395,0,109998
2225,CREATURE,170397,0,109998
2226,CREATURE,244730,0,109998
2227,CREATURE,244942,0,109998
2228,CREATURE,247451,0,109998
2229,CREATURE,253756,0,109998
2230,CREATURE,253757,0,109998
2231,CREATURE,253760,0,109998
2232,CREATURE,257295,0,109998
2233,CREATURE,257303,0,109998
2234,CREATURE,257321,0,109998
2235,CREATURE,260474,0,109998
2236,CREATURE,261915,0,109998
2237,CREATURE,263942,0,109998
2238,CREATURE,265209,0,109998
2239,CREATURE,273791,0,109998
2240,CRITERIATREE,211149,0,109998
2241,CRITERIATREE,232506,0,109998
2242,GAMEOBJECTS,543139,0,109998
2243,GAMEOBJECTS,668044,0,109998
2244,GAMEOBJECTS,676281,0,109998
2245,GROUPFINDERACTIVITY,2031,0,109998
2246,HOLIDAYDESCRIPTIONS,516,0,109998
2247,HOLIDAYDESCRIPTIONS,517,0,109998
2248,HOLIDAYDESCRIPTIONS,518,0,109998
2249,HOUSEDECOR,19197,0,109998
2250,HOUSEDECOR,19198,0,109998
2251,HOUSEDECOR,19252,0,109998
2252,HOUSEDECOR,25765,0,109998
2253,HOUSEDECOR,25895,0,109998
2254,HOUSEDECOR,25896,0,109998
2255,HOUSEDECOR,26703,0,109998
2256,HOUSEDECOR,26704,0,109998
2257,HOUSEDECOR,26705,0,109998
2258,HOUSEDECOR,26706,0,109998
2259,HOUSEDECOR,26707,0,109998
2260,HOUSEDECOR,26708,0,109998
2261,HOUSEDECOR,26875,0,109998
2262,HOUSEDECOR,26876,0,109998
2263,HOUSEDECOR,26877,0,109998
2264,HOUSEDECOR,26940,0,109998
2265,HOUSEDECOR,27045,0,109998
2266,HOUSEDECOR,27973,0,109998
2267,HOUSEEXTERIORWMODATA,250,0,109998
2268,HOUSEEXTERIORWMODATA,251,0,109998
2269,INITIATIVETASK,84,0,109998
2270,ITEM,242639,0,109998
2271,ITEM,267645,0,109998
2272,ITEM,267646,0,109998
2273,ITEM,268049,0,109998
2274,ITEM,274685,0,109998
2275,ITEM,275551,0,109998
2276,ITEM,279149,0,109998
2277,ITEM,279150,0,109998
2278,ITEM,279151,0,109998
2279,ITEM,279155,0,109998
2280,ITEM,279156,0,109998
2281,ITEM,279158,0,109998
2282,ITEM,279159,0,109998
2283,ITEM,279161,0,109998
2284,ITEM,279162,0,109998
2285,ITEM,279163,0,109998
2286,ITEM,279164,0,109998
2287,ITEM,279165,0,109998
2288,ITEM,280625,0,109998
2289,ITEM,280627,0,109998
2290,ITEM,280629,0,109998
2291,ITEM,280631,0,109998
2292,ITEM,280633,0,109998
2293,ITEM,280635,0,109998
2294,ITEM,280637,0,109998
2295,ITEM,280639,0,109998
2296,ITEM,280642,0,109998
2297,ITEM,280644,0,109998
2298,ITEM,280646,0,109998
2299,ITEM,280650,0,109998
2300,ITEM,280652,0,109998
2301,ITEM,280654,0,109998
2302,ITEM,282340,0,109998
2303,ITEM,282343,0,109998
2304,ITEM,282347,0,109998
2305,JOURNALENCOUNTERCREATURE,6187,0,109998
2306,JOURNALENCOUNTERCREATURE,6239,0,109998
2307,JOURNALENCOUNTERSECTION,34109,0,109998
2308,JOURNALENCOUNTERSECTION,34110,0,109998
2309,JOURNALENCOUNTERSECTION,35026,0,109998
2310,JOURNALENCOUNTERSECTION,35097,0,109998
2311,JOURNALENCOUNTERSECTION,35098,0,109998
2312,JOURNALENCOUNTERSECTION,35099,0,109998
2313,JOURNALENCOUNTERSECTION,35253,0,109998
2314,JOURNALENCOUNTERSECTION,35550,0,109998
2315,JOURNALENCOUNTERSECTION,35636,0,109998
2316,JOURNALENCOUNTERSECTION,35757,0,109998
2317,JOURNALENCOUNTERSECTION,36374,0,109998
2318,JOURNALENCOUNTERSECTION,36593,0,109998
2319,JOURNALENCOUNTERSECTION,36631,0,109998
2320,JOURNALENCOUNTERSECTION,36636,0,109998
2321,JOURNALENCOUNTERSECTION,36875,0,109998
2322,JOURNALENCOUNTERSECTION,36890,0,109998
2323,JOURNALENCOUNTERSECTION,36892,0,109998
2324,JOURNALENCOUNTERSECTION,36894,0,109998
2325,JOURNALENCOUNTERSECTION,36910,0,109998
2326,JOURNALENCOUNTERSECTION,37001,0,109998
2327,JOURNALENCOUNTERSECTION,37004,0,109998
2328,JOURNALENCOUNTERSECTION,37021,0,109998
2329,JOURNALENCOUNTERSECTION,37023,0,109998
2330,JOURNALENCOUNTERSECTION,37025,0,109998
2331,JOURNALENCOUNTERSECTION,37042,0,109998
2332,JOURNALENCOUNTERSECTION,37060,0,109998
2333,JOURNALENCOUNTERSECTION,37062,0,109998
2334,JOURNALENCOUNTERSECTION,37248,0,109998
2335,JOURNALENCOUNTERSECTION,37249,0,109998
2336,JOURNALENCOUNTERSECTION,37250,0,109998
2337,JOURNALENCOUNTERSECTION,37251,0,109998
2338,JOURNALENCOUNTERSECTION,37252,0,109998
2339,JOURNALENCOUNTERSECTION,37253,0,109998
2340,JOURNALENCOUNTERSECTION,37254,0,109998
2341,JOURNALENCOUNTERSECTION,37255,0,109998
2342,JOURNALENCOUNTERSECTION,37256,0,109998
2343,JOURNALENCOUNTERSECTION,37257,0,109998
2344,JOURNALENCOUNTERSECTION,37258,0,109998
2345,JOURNALENCOUNTERSECTION,37259,0,109998
2346,JOURNALENCOUNTERSECTION,37260,0,109998
2347,JOURNALENCOUNTERSECTION,37261,0,109998
2348,JOURNALENCOUNTERSECTION,37263,0,109998
2349,JOURNALENCOUNTERSECTION,37264,0,109998
2350,JOURNALENCOUNTERSECTION,37265,0,109998
2351,JOURNALENCOUNTERSECTION,37266,0,109998
2352,JOURNALENCOUNTERSECTION,37267,0,109998
2353,JOURNALENCOUNTERSECTION,37268,0,109998
2354,JOURNALENCOUNTERSECTION,37269,0,109998
2355,JOURNALENCOUNTERSECTION,37270,0,109998
2356,JOURNALENCOUNTERSECTION,37271,0,109998
2357,JOURNALENCOUNTERSECTION,37272,0,109998
2358,JOURNALENCOUNTERSECTION,37273,0,109998
2359,JOURNALENCOUNTERSECTION,37274,0,109998
2360,JOURNALENCOUNTERSECTION,37275,0,109998
2361,LFGDUNGEONS,3317,0,109998
2362,LFGDUNGEONS,3318,0,109998
2363,LFGDUNGEONS,3319,0,109998
2364,LFGDUNGEONS,3320,0,109998
2365,QUESTOBJECTIVE,473540,0,109998
2366,QUESTOBJECTIVE,476216,0,109998
2367,QUESTV2,90847,0,109998
2368,QUESTV2,93023,0,109998
2369,QUESTV2,93233,0,109998
2370,QUESTV2,94447,0,109998
2371,QUESTV2,94520,0,109998
2372,QUESTV2,94521,0,109998
2373,QUESTV2,94529,0,109998
2374,QUESTV2,94530,0,109998
2375,QUESTV2,95521,0,109998
2376,QUESTV2,96098,0,109998
2377,QUESTV2,96541,0,109998
2378,QUESTV2,96545,0,109998
2379,QUESTV2,96546,0,109998
2380,QUESTV2,97535,0,109998
2381,QUESTV2,97559,0,109998
2382,QUESTV2,97565,0,109998
2383,QUESTV2,97622,0,109998
2384,SCENARIOSTEP,17327,0,109998
2385,SCENARIOSTEP,17328,0,109998
2386,SCENARIOSTEP,17329,0,109998
2387,SCENARIOSTEP,17336,0,109998
2388,SOURCEINFO,26827,0,109998
2389,SOURCEINFO,26828,0,109998
2390,SOURCEINFO,26829,0,109998
2391,SOURCEINFO,26830,0,109998
2392,SOURCEINFO,26831,0,109998
2393,SOURCEINFO,26832,0,109998
2394,SOURCEINFO,26833,0,109998
2395,SOURCEINFO,26834,0,109998
2396,SOURCEINFO,26873,0,109998
2397,SOURCEINFO,26874,0,109998
2398,SOURCEINFO,26875,0,109998
2399,SOURCEINFO,26876,0,109998
2400,SOURCEINFO,26877,0,109998
2401,SOURCEINFO,26878,0,109998
2402,SOURCEINFO,26879,0,109998
2403,SOURCEINFO,26880,0,109998
2404,SOURCEINFO,26881,0,109998
2405,SOURCEINFO,26882,0,109998
2406,SOURCEINFO,26883,0,109998
2407,SOURCEINFO,26884,0,109998
2408,SOURCEINFO,26885,0,109998
2409,SOURCEINFO,26886,0,109998
2410,SOURCEINFO,27415,0,109998
2411,SPELL,772,0,109998
2412,SPELL,7620,0,109998
2413,SPELL,42650,0,109998
2414,SPELL,131474,0,109998
2415,SPELL,249045,0,109998
2416,SPELL,1264802,0,109998
2417,SPELL,1265574,0,109998
2418,SPELL,1277027,0,109998
