Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
磷光石幼龙,|cFFFFD200掉落：|r奥伊纳克斯|n|cFFFFD200地区：|r深岩之洲,石母对反叛的奥伊纳克斯表现得漠不关心，甚至任由他的子嗣被带出她的国度。,393,424,128,0,88718,0,0,4,0,0
西风幼龙,|cFFFFD200商人出售：|r军需官布雷泽|n|cFFFFD200地区：|r托尔巴拉德半岛|n|cFFFFD200阵营：|r巴拉丁典狱官 - 崇拜,这些威严的野兽掌握着风暴的元素之力。它们会像闪电一样劈啪作响，还能发出雷鸣般的吼声。,394,424,128,2,88741,0,0,4,0,0
北风幼龙,|cFFFFD200掉落：|r阿尔泰鲁斯|n|cFFFFD200地区：|r旋云之巅,它们酷爱风暴，厌恶宁静。,395,424,128,0,88742,0,0,4,0,0
南风幼龙,|cFFFFD200掉落：|r奥拉基尔|n|cFFFFD200地区：|r风神王座,像夏季的微风一样温和，但这种说法显然没有考虑过它是从哪里来的。——伊特什,396,424,128,0,88744,0,0,4,0,0
琉璃石幼龙,|cFFFFD200掉落：|r岩皮|n|cFFFFD200地区：|r巨石之核,它很适合做成吊坠，也可以制作精美的戒指。如果这家伙有蜕皮、掉屑或者其他情况，请通知我。——卡琳达,397,424,128,0,88746,0,0,4,0,0
棕色骑乘骆驼,|cFFFFD200商人出售：|r铁匠阿巴西|n|cFFFFD200地区：|r奥丹姆|n|cFFFFD200阵营：|r拉穆卡恒 - 崇拜|n|cFFFFD200价格：|r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,梵尼莫·奎格利被认为是第一个给骆驼挤奶的人，他还打破了“最长时间非自主飞行”的记录。这两件事都发生在同一个下午。,398,230,0,2,88748,0,0,4,0,0
褐色骑乘骆驼,|cFFFFD200商人出售：|r铁匠阿巴西|n|cFFFFD200地区：|r奥丹姆|n|cFFFFD200阵营：|r拉穆卡恒 - 崇拜|n|cFFFFD200价格：|r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,梵尼莫·奎格利被认为是第一个给骆驼挤奶的人，他还打破了“最长时间非自主飞行”的记录。这两件事都发生在同一个下午。,399,230,0,2,88749,0,0,4,0,0
灰色骑乘骆驼,|cFFFFD200掉落：|r骆驼驭手多尔穆斯|n|cFFFFD200地区：|r菲拉斯,梵尼莫·奎格利被认为是第一个给骆驼挤奶的人，他还打破了“最长时间非自主飞行”的记录。这两件事都发生在同一个下午。,400,230,0,0,88750,0,0,4,0,0
暗色凤凰,|cFFFFD200商人出售：|r公会商人|n|cFFFFD200价格：|r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,虽然有个阴暗的名字，但暗色凤凰的性情却是出了名的热情欢快。,401,248,128,2,88990,0,0,4,0,0
黄金狮王,|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,别让那个鞍具骗了，它很狂野，可不是温顺的狮子。,403,230,4,2,90621,0,0,4,0,0
深蓝其拉作战坦克,|cFFFFD200专业技能：|r考古学,据说托维尔巫师阿兹亚基有一根节杖，能让他在希利苏斯沙漠之外的地方控制其拉作战坦克。,404,230,0,3,92155,0,0,44,0,0
鬼灵战马,|cFFFFD200商人出售：|r军需官布雷泽|n|cFFFFD200地区：|r托尔巴拉德半岛|n|cFFFFD200阵营：|r巴拉丁典狱官 - 崇拜|n|cFFFFD200价格：|r165|Hcurrency:391|h|Tinterface\icons\achievement_zone_tolbarad.blp:0|t|h,逃避光明的黑暗之魂。,405,230,4,2,92231,0,0,4,0,0
鬼灵座狼,|cFFFFD200商人出售：|r普格|n|cFFFFD200地区：|r托尔巴拉德半岛|n|cFFFFD200阵营：|r地狱咆哮近卫军 - 崇拜|n|cFFFFD200价格：|r165|Hcurrency:391|h|TInterface\ICONS\Achievement_Zone_TolBarad.blp:0|t|h,火是它唯一的弱点。,406,230,4,2,92232,0,0,4,0,0
沙石幼龙,|cFFFFD200专业技能：|r炼金,许多年前，著名的炼金师沃莱·喷箭就仔细研究过沙石幼龙。据说沃莱还发明了一种模仿其生理机能的药水。,407,424,5250,3,93326,0,0,4,0,0
斑纹幼龙,|cFFFFD200商人出售：|r兰德鲁·郎绍特|n|cFFFFD200地区：|r藏宝海湾|n,我本以为这个小家伙病了，直到它一飞冲天。它的飞行技巧和我本人一样好。——阿莱克丝塔萨,408,424,192,8,93623,0,0,4,0,0
库卡隆横扫者,|cFFFFD200商人出售：|r古拉姆|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,这种战蝎在战斗时极其狡诈却格外忠诚，只会臣服于那些为强大的公会付出满腔热情的人。,409,230,4,2,93644,0,0,4,0,0
装甲拉扎什迅猛龙,|cFFFFD200掉落：|r血领主曼多基尔|n|cFFFFD200地区：|r祖尔格拉布,作为祖尔格拉布的纯种皇家迅猛龙，这些坐骑在荆棘谷已经很少见到了。如果让古拉巴什巨魔看到有非巨魔的骑手骑着他们的宝贝坐骑，他们一定会勃然大怒。,410,230,0,0,96491,0,0,4,0,0
迅捷祖利安黑豹,|cFFFFD200掉落：|r高阶祭司基尔娜拉|n|cFFFFD200地区：|r祖尔格拉布,猎豹的獠牙是丛林巨魔梦寐以求的宝物。他们会用这些獠牙来举行仪式或作为魔精的材料。,411,230,0,0,96499,0,0,4,0,0
阿曼尼龙鹰,|cFFFFD200商人出售：|r兰德鲁·郎绍特|n|cFFFFD200地区：|r藏宝海湾,从巨魔的奴役中被解救出来的龙鹰被认为是龙鹰中最忠诚的品种。,412,248,192,8,96503,0,0,4,0,0
浴火角鹰兽,|cFFFFD200成就：|r熔火前线的攻势|n|cFFFFD200分类：|r大地的裂变,击败炎魔之王，拉格纳罗斯后，浴火角鹰兽就出现了。,413,248,128,5,97359,0,0,4,0,0
纯血火鹰,|cFFFFD200掉落：|r拉格纳罗斯|n|cFFFFD200地区：|r火焰之地,传说纯血火鹰的谱系能一直追溯到火焰之地诞生之时。,415,424,128,0,97493,0,5,4,0,0
魔能火鹰,|cFFFFD200成就：|r坐骑狂人|n|n,魔能火焰对接触者是致命的。幸运的是，火鹰可以压制烈焰，选择不将它的骑手烧成翠绿色的雕像。,416,424,128,5,97501,0,5,4,0,0
堕落火鹰,|cFFFFD200成就：|r火焰之地团队的荣耀|n|cFFFFD200分类：|r地下城与团队副本,米拉盖佐尔是一只忠于拉格纳罗斯的火鹰。不知道这次有多少米拉盖佐尔的卵被腐蚀了。,417,424,128,5,97560,0,5,4,0,0
野蛮迅猛龙,|cFFFFD200商人出售：|r兰德鲁·郎绍特|n|cFFFFD200地区：|r藏宝海湾|n,陨落的巨魔英雄，原生者康戈曾经的伙伴。这头迅猛龙的名字无人知晓，因为康戈只在熊形态下跟它说话。,418,230,64,8,97581,0,0,4,0,0
阿曼尼斗熊,|cFFFFD200掉落：|r卡莎的包裹,阿曼尼巨魔用魔法护符和仪式面具装饰这些凶猛的坐骑，以此向熊神纳洛拉克表达崇敬之情。,419,230,0,0,98204,0,0,4,0,0
驯服的海马,|cFFFFD200掉落：|r波塞冬斯|n|cFFFFD200地区：|r瓦丝琪尔,“只有当一个人骑着雄壮的海马，感受过洋流拂过发丝的感觉，你才算不虚此生。”——无名氏,420,254,2064,0,98718,0,0,45,0,0
飞翼守护者,|cFFFFD200游戏商城|r,这种强大的有翼狮子最近刚从一座古代陵墓中被发掘出来，曾为一位古代托维尔亲王效力。,421,248,128,9,98727,0,1.75,4,0,0
勇猛的战驹,|cFFFFD200成就：|r联盟精兵II|n|cFFFFD200分类：|r评级战场,披着装甲，可抵御战斗中的冲撞。,422,230,4,5,100332,0,0,45,0,0
勇猛的战狼,|cFFFFD200成就：|r部落精兵II|n|cFFFFD200分类：|r评级战场,根据地狱咆哮酋长的命令，部落训练师们开始驯养能够适应残酷的长期战斗的座狼。,423,230,4,5,100333,0,0,4,0,0
残忍角斗士的暮光幼龙,|cFFFFD200绝版|r,只有在大灾变期间的角斗场中证明过自己力量的英雄们才能获得这种极其稀有的暮光幼龙。,424,424,192,5,101282,0,0,4,0,0
奥利瑟拉佐尔的烈焰之爪,|cFFFFD200掉落：|r奥利瑟拉佐尔|n|cFFFFD200地区：|r火焰之地,和它们的主母奥利瑟拉佐尔一样，这些元素猛禽的怒火和高温是永不熄灭的。,425,230,0,0,101542,0,0,4,0,0
迅捷海滨陆行鸟,|cFFFFD200商人出售：|r兰德鲁·郎绍特|n|cFFFFD200地区：|r藏宝海湾,在卡利姆多的陆行鸟种群中非常罕见，但可以通过它身上浓烈的枯萎海草味道分辨出来。,426,230,64,8,101573,0,0,4,0,0
冷酷角斗士的暮光幼龙,|cFFFFD200绝版|r,只有在大灾变期间的角斗场中证明过自己力量的英雄们才能获得这种极其稀有的暮光幼龙。,428,424,192,5,101821,0,0,4,0,0
迅捷森林陆行鸟,|cFFFFD200商人出售：|r兰拉|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格： |r180 |Hcurrency:515|h|Tinterface\icons\inv_misc_ticket_darkmoon_01.blp:0|t|h|n,这个充满活力的品种只能在暗月岛的森林里找到。,429,230,0,2,102346,0,0,4,0,0
迅捷春日陆行鸟,|cFFFFD200商人出售：|r复活节商人|n|cFFFFD200地区：|r杜隆塔尔、永歌森林、莫高雷、提瑞斯法林地、秘蓝岛、|n丹莫罗、艾尔文森林、泰达希尔|n|cFFFFD200价格：|r500|Hitem:44791|h|TINTERFACE\ICONS\ACHIEVEMENT_NOBLEGARDEN_CHOCOLATE_EGG.BLP:0|t|h|n,复活节最大的乐趣就是跟这种忠诚、可爱、色彩柔和、怪模怪样的坐骑一起庆祝节日。,430,230,0,6,102349,0,0,4,0,0
迅捷爱情鸟,|cFFFFD200世界事件：|r情人节|n|n|cFFFFD200商人出售：|r可爱的商贩（联盟）|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r270|Hitem:49927|h|TINTERFACE\ICONS\INV_VALENTINESCARD01.BLP:0|t|h|n|n|cFFFFD200商人出售：|r可爱的商贩（部落）|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r270|Hitem:49927|h|TINTERFACE\ICONS\INV_VALENTINESCARD01.BLP:0|t|h,看起来像是红色的，但其实并不准确。,431,230,0,6,102350,0,0,4,0,0
白色骑乘骆驼,|cFFFFD200商人出售：|r兰德鲁·郎绍特|n|cFFFFD200地区：|r藏宝海湾|n,梵尼莫·奎格利被认为是第一个给骆驼挤奶的人，他还打破了“最长时间非自主飞行”的记录。这两件事都发生在同一个下午。,432,230,64,8,102488,0,0,4,0,0
堕落角鹰兽,|cFFFFD200商人出售：|r兰德鲁·郎绍特|n|cFFFFD200地区：|r藏宝海湾,这是个悲伤的事实，即使是睿智威严的角鹰兽也会被腐化。,433,248,192,8,102514,0,0,4,0,0
暗月跳舞熊,|cFFFFD200商人出售：|r兰拉|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r180|Hcurrency:515|h|TINTERFACE\ICONS\INV_Misc_Ticket_Darkmoon_01.blp:0|t|h|n|n,这些巨大的坐骑经常在战斗中突然翩翩起舞，让它们的骑手感到非常烦恼。,434,230,0,2,103081,0,0,4,0,0
高山马,|cFFFFD200商人出售：|r阿斯特丽德·长袜|n|cFFFFD200地区：|r达纳苏斯|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,这种生物的形象常常出现在掺水的矮人啤酒的酒桶上。,435,230,0,2,103195,0,0,4,0,0
迅捷高山马,|cFFFFD200商人出售：|r阿斯特丽德·长袜|n|cFFFFD200地区：|r达纳苏斯|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,它一直期待着重返故乡吉尔尼斯的那一天。,436,230,0,2,103196,0,0,4,0,0
泰瑞尔的天使战马,|cFFFFD200商栈|r,全世界公认的正义象征。,439,248,64,2,107203,0,0,226,0,0
幽灵狮鹫,|cFFFFD200特殊：|r复活卷轴|n,当你说有个老朋友要来时，我真没想到会是它。——布娜拉·云翼 ,440,424,196,7,107516,0,0,4,0,0
幽灵驭风者,|cFFFFD200特殊：|r复活卷轴|n,你怎么不会穿过它的身体掉下来呢？——玛奇萨,441,248,196,7,107517,0,0,4,0,0
炽炎幼龙,|cFFFFD200掉落：|r源质碎片|n|cFFFFD200地区：|r巨龙之魂,炽炎幼龙展现出了对生活的无限热情，并被许多人认为是艾泽拉斯最忠诚的坐骑之一。,442,424,128,0,107842,0,0,4,0,0
暮光先驱者,|cFFFFD200成就：|r巨龙之魂团队的荣耀|n|cFFFFD200分类：|r地下城与团队副本,曾经驱使暮光先驱者的黑暗魔法已经被打破了……真的吗？,443,424,128,5,107844,0,0,4,0,0
生命缚誓者的仆从,|cFFFFD200掉落：|r源质碎片|n|cFFFFD200地区：|r巨龙之魂|n|n,前生命守护巨龙阿莱克丝塔萨是一位以和蔼耐心著称的导师。在她的指导下，只有最专心的学生才能获得“生命缚誓者的仆从”的称号。,444,424,128,0,107845,0,0,4,0,0
实验体12-B,|cFFFFD200掉落：|r守护巨龙的小型宝箱|n|cFFFFD200地区：|r巨龙之魂|n,有些人认为实验体12-B是由军情七处首创的，其他人则认为它是某个地精科学家的实验品。无论如何，有一点是肯定的：按照它的力量、速度和敏捷水平来看，实验体12-B非常成功！,445,424,128,0,110039,0,0,4,0,0
守护巨龙之心,|cFFFFD200游戏商城|r,你是艾泽拉斯真正的守护者，这个世界的未来就在你的手中，因为凡人的纪元已经开启了。——阿莱克丝塔萨,446,424,128,9,110051,0,0,4,0,0
邪能幼龙,|cFFFFD200商人出售：|r兰德鲁·郎绍特|n|cFFFFD200地区：|r藏宝海湾,这头英勇的幼龙在数千年前曾与燃烧军团战斗过，但在被灌注了纯粹的恶魔魔力后被腐蚀了。,447,424,192,8,113120,0,0,4,0,0
翠绿云端翔龙,|cFFFFD200任务：|r展翅高飞|n|cFFFFD200地区：|r翡翠林,翠绿云端翔龙轻盈而灵巧，迅捷且致命。,448,248,128,1,113199,0,2,4,0,0
天蓝水黾,|cFFFFD200商人出售：|r纳特·帕格|n|cFFFFD200地区：|r卡桑琅丛林|n|cFFFFD200阵营：|r垂钓翁 - 崇拜|n|cFFFFD200价格：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,“虫子通常都是被当做鱼饵的，可当你看着它的眼睛，你又怎么能忍心呢？”——纳特·帕格,449,230,0,2,118089,0,0,4,0,0
熊猫人风筝,|cFFFFD200成就：|r熊猫人特使|n|cFFFFD200分类：|r潘达利亚,这头来自潘达利亚游学者的“坐骑”是奖励给他们组织中的英雄的。,450,248,1156,5,118737,0,0,4,0,0
宝石玛瑙猎豹,|cFFFFD200专业技能：|r珠宝加工|n,贸易大王加里维克斯最近订购了一大批这种珠光宝气的坐骑，并让它们在他的欢乐宫里奔跑。,451,248,0,3,120043,0,1.5,4,0,0
绿色龙龟,|cFFFFD200商人出售：|r乌龟大师吴玳|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r老白鼻|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,由于强大的负重能力和稳健的步伐，这些健壮的野兽成为了大部分本地熊猫人的首选坐骑。,452,230,0,2,120395,0,0,4,0,0
巨型红色龙龟,|cFFFFD200商人出售：|r乌龟大师吴玳|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r老白鼻|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,“配置全面升级；配备双雾灯，应急酒桶和超级舒适的太极皮革座椅。”——乌龟大师吴玳,453,230,0,2,120822,0,0,4,0,0
烬鬃战马,|cFFFFD200战友招募|r,由拉格纳罗斯亲手制造的礼物，准备送给他并不存在的女儿。,454,248,0,7,171847,0,1.25,4,0,0
黑曜夜之翼,|cFFFFD200战友招募|r,在不能奔跑时，你可以爬，如果连爬都爬不动了，你还能让坐骑驮着你。,455,248,1026,7,121820,0,0,4,0,0
蓝宝石猎豹,|cFFFFD200专业技能：|r珠宝加工,传说某位古代熊猫人皇帝在他的一个儿子病死之后，为他幸存的双胞胎兄弟打造了第一头宝石猎豹。,456,248,0,3,121836,0,1.5,4,0,0
翡翠猎豹,|cFFFFD200专业技能：|r珠宝加工|n,传说某位古代熊猫人皇帝在他的一个儿子病死之后，为他幸存的双胞胎兄弟打造了第一头宝石猎豹。,457,248,0,3,121837,0,1.5,4,0,0
红宝石猎豹,|cFFFFD200专业技能：|r珠宝加工,传说某位古代熊猫人皇帝在他的一个儿子病死之后，为他幸存的双胞胎兄弟打造了第一头宝石猎豹。,458,248,0,7,121838,0,1.5,4,0,0
日长石猎豹,|cFFFFD200专业技能：|r珠宝加工,传说某位古代熊猫人皇帝在他的一个儿子病死之后，为他幸存的双胞胎兄弟打造了第一头宝石猎豹。,459,248,0,3,121839,0,1.5,4,0,0
雄壮远足牦牛,|cFFFFD200商人出售：|r表叔大口袋|n|cFFFFD200地区：|r昆莱山|n|cFFFFD200价格：|r120000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,这些驮兽以能够驮动相当于自身重量五倍的东西，且能在没有食物和水的情况下生存数天而著称。,460,230,0,2,122708,0,0,44,0,0
咔啡牦牛,|cFFFFD200世界事件：|r《魔兽世界》幻境新生：熊猫人之谜,无人知晓土地精为这头牦牛取名时依据的是颜色还是用途。,462,230,1152,2,123182,0,0,4,0,0
琥珀巨蝎,|cFFFFD200商人出售：|r琥珀匠师齐克|n|cFFFFD200地区：|r恐惧废土|n|cFFFFD200声望：|r卡拉克西 - 崇拜|n|cFFFFD200价格：|r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,卡拉克西螳螂妖会骑着这种巨型蝎子与敌人作战。经琥珀硬化的甲壳能在战场上提供超强的防御力。,463,230,0,2,123886,0,0,4,0,0
碧蓝云端翔龙,|cFFFFD200任务：|r展翅高飞|n|cFFFFD200地区：|r翡翠林,熊猫人相信碧蓝云端翔龙是好运的使者。,464,248,128,1,123992,0,2,4,0,0
金色云端翔龙,|cFFFFD200任务：|r展翅高飞|n|cFFFFD200地区：|r翡翠林,金色云端翔龙是所有拜访过潘达利亚大陆的人珍爱的宝贝。,465,248,128,1,123993,0,2,4,0,0
雷霆翡翠云端翔龙,|cFFFFD200商人出售：|r塞伊·普雷斯勒（联盟）|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r古拉姆（部落）|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,从幼年时起，雷霆云端翔龙就非常迷恋暴风雨。它们因为会在漆黑翻滚的云层中追逐闪电，沐浴滂沱的大雨而著称。,466,248,128,2,124408,0,0,4,0,0
灾变角斗士暮光幼龙,|cFFFFD200绝版|r,只有在大灾变期间的角斗场中证明过自己力量的英雄们才能获得这种极其稀有的暮光幼龙。,467,424,192,2,124550,0,0,4,0,0
皇家魁麟,|cFFFFD200特殊：|r“熊猫人之谜”典藏版,作为古代魔古亲王最钟爱的宠物，魁麟是忠诚无畏的伙伴和坐骑。,468,248,0,7,124659,0,2,4,0,0
衰变凯帕铀火箭,|cFFFFD200专业技能：|r工程学,当凯帕铀的琥珀精华衰变时，它对火箭燃料的腐蚀性会有相当强的抵抗能力。,469,248,0,3,126507,0,0,4,0,0
对地同步世界旋转器,|cFFFFD200专业技能：|r工程学,这架火箭原本是用来加速世界旋转，使夜晚缩短的。有失眠症的侏儒也能有崇高的理想。,470,248,0,3,126508,0,0,4,0,0
玛瑙云端翔龙,|cFFFFD200任务：|r突袭！|n|cFFFFD200地区：|r螳螂高原|n,玛瑙云端翔龙以比其近亲——神圣玛瑙云端翔龙更大胆、更富有攻击性而著称。,471,248,128,1,127154,0,2,4,0,0
猩红云端翔龙,|cFFFFD200成就：|r“熊猫人之谜”英雄的荣耀|n|cFFFFD200分类：|r地下城与团队副本,猩红云端翔龙总是沉溺于飞行的快乐，经常一时兴起就漫无目的地飞出去闲逛，有时一逛就是一整天。,472,248,128,5,127156,0,2,4,0,0
神圣玛瑙云端翔龙,|cFFFFD200掉落：|r怒之煞|n|cFFFFD200地区：|r昆莱山,神圣玛瑙云端翔龙出生时，全身都覆盖着紫色的鳞片。随着时间的推移，这些鳞片会逐渐变成黑玛瑙般的颜色。,473,248,128,0,127158,0,0,4,0,0
神圣猩红云端翔龙,|cFFFFD200成就：|r潘达利亚团队的荣耀|n|cFFFFD200分类：|r地下城与团队副本,神圣猩红云端翔龙被认为是最高贵的巨龙之一。,474,248,128,5,127161,0,0,4,0,0
神圣金色云端翔龙,|cFFFFD200商人出售：|r织雾者顾严|n|cFFFFD200地区：|r永恒岛|n|cFFFFD200阵营：|r皇帝少昊 - 崇拜,这头威严的生物散发着温暖和希望，就像山巅的日出一样闪闪发光。,475,248,128,2,127164,0,0,4,0,0
玉蕾，青龙之女,"|cFFFFD200商人出售：|r织雾者夏儿|n
|cFFFFD200地区：|r永恒岛|n
|cFFFFD200价格：|r5000|Hcurrency:1166|h|TInterface\Icons\pvecurrency-justice.BLP:0|t|h",这头威严的生物散发着温暖和智慧，就像照透最精美的碧玉的月光一样闪闪发光。,476,248,128,2,127165,0,0,4,0,0
神圣碧蓝云端翔龙,|cFFFFD200成就：|r缰绳王|n|cFFFFD200分类：|r坐骑,这头威严的生物散发着温暖和宁静，就像夏日午后晴朗的天空。,477,248,0,5,127169,0,0,4,0,0
星光云端翔龙,|cFFFFD200掉落：|r纯净能量箱,据信，星光云端翔龙掌握着生命的最大秘密。可惜它们不能说话。,478,248,128,0,127170,0,0,43,0,0
天蓝骑乘仙鹤,|cFFFFD200商人出售：|r宽仁的贾鲁|n|cFFFFD200地区：|r锦绣谷|n|cFFFFD200阵营：|r金莲教 - 崇拜|n|cFFFFD200价格：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,威严的仙鹤是熊猫人的宝贵朋友。,479,230,0,2,127174,0,0,4,0,0
金黄骑乘仙鹤,|cFFFFD200商人出售：|r宽仁的贾鲁|n|cFFFFD200地区：|r锦绣谷|n|cFFFFD200阵营：|r金莲教 - 崇拜|n|cFFFFD200价格：|r2500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,仙鹤是智慧和高贵的象征，它们带着我们飞向天空的能力无异于奇迹。——宽仁的贾鲁,480,230,0,2,127176,0,0,4,0,0
帝王骑乘仙鹤,|cFFFFD200商人出售：|r宽仁的贾鲁|n|cFFFFD200地区：|r锦绣谷|n|cFFFFD200阵营：|r金莲教 - 崇拜|n|cFFFFD200价格：|r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,仙鹤是智慧和高贵的象征，它们带着我们飞向天空的能力无异于奇迹。——宽仁的贾鲁,481,230,0,2,127177,0,0,4,0,0
丛林骑乘仙鹤,|cFFFFD200世界事件：|r《魔兽世界》幻境新生：熊猫人之谜,丛林仙鹤是潘达利亚南方深受喜爱的坐骑，终其一生都在躲避卡桑利猛虎，因此练就了非凡的速度和敏捷。,482,230,1152,2,127178,0,0,4,0,0
黑色骑乘牦牛,|cFFFFD200世界事件：|r《魔兽世界》幻境新生：熊猫人之谜,在夜间穿行于昆莱山的土地精们喜欢骑着这种黑色牦牛以防被发现，但他们最好先把它鞍辔上的铃铛摘下来。,484,230,1152,2,127209,0,0,4,0,0
谦逊远足牦牛,|cFFFFD200世界事件：|r《魔兽世界》幻境新生：熊猫人之谜,和能承其重的同胞不同，这头牦牛喜欢轻装前进，并且一次走不过一里地。,485,230,1152,2,127213,0,0,4,0,0
灰色骑乘牦牛,|cFFFFD200商人出售：|r表叔大口袋|n|cFFFFD200地区：|r昆莱山|n|cFFFFD200价格：|r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,经过驯养，骑乘牦牛比它们的同类更加苗条和敏捷。,486,230,0,2,127216,0,0,4,0,0
金色骑乘牦牛,|cFFFFD200商人出售：|r表叔大口袋|n|cFFFFD200地区：|r昆莱山|n|cFFFFD200价格：|r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,经过驯养，骑乘牦牛比它们的同类更加苗条和敏捷。,487,230,0,2,127220,0,0,4,0,0
猩红水黾,|cFFFFD200商人出售：|r纳特·帕格|n|cFFFFD200地区：|r要塞：渔夫小屋|n|cFFFFD200阵营： |r纳特·帕格 - 尊敬|n|cFFFFD200价格：|r100|Hitem:117397|h|TINTERFACE\ICONS\INV_Misc_Coin_19.blp:0|t|h,“虫子通常都是被当做鱼饵的，可当你看着它的眼睛，你又怎么能忍心呢？”——纳特·帕格,488,230,0,2,127271,0,0,4,0,0
黑色龙龟,|cFFFFD200商人出售：|r乌龟大师吴玳|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r老白鼻|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,由于强大的负重能力和稳健的步伐，这些健壮的野兽成为了大部分本地熊猫人的首选坐骑。,492,230,0,2,127286,0,0,4,0,0
蓝色龙龟,|cFFFFD200商人出售：|r乌龟大师吴玳|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r老白鼻|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,由于强大的负重能力和稳健的步伐，这些健壮的野兽成为了大部分本地熊猫人的首选坐骑。,493,230,0,2,127287,0,0,4,0,0
棕色龙龟,|cFFFFD200商人出售：|r乌龟大师吴玳|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r老白鼻|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,由于强大的负重能力和稳健的步伐，这些健壮的野兽成为了大部分本地熊猫人的首选坐骑。,494,230,0,2,127288,0,0,4,0,0
紫色龙龟,|cFFFFD200商人出售：|r乌龟大师吴玳|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r老白鼻|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,由于强大的负重能力和稳健的步伐，这些健壮的野兽成为了大部分本地熊猫人的首选坐骑。,495,230,0,2,127289,0,0,4,0,0
