ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
83437,,,,,0,7,0,0,56301,0,0,0,1,0,0,0,113056,0,0
83438,穆拉格什,,,,0,1,68,0,56108,0,0,0,1,1,1,1,0,0,0
83457,Ravager Wasp (Yellow),,,,0,1,0,0,56047,0,0,0,1,0,0,0,0,0,0
83460,Orc (Burning Blade) 1,,,,0,1,0,0,53631,0,0,0,1,0,0,0,0,0,0
83461,Orc (Burning Blade) 2,,,,0,1,0,0,56369,0,0,0,1,0,0,0,0,0,0
83462,Orc (Burning Blade) 3,,,,0,1,0,0,53613,0,0,0,1,0,0,0,0,0,0
83472,阿祖卡·刃怒,,火刃氏族督军,,1,7,0,0,55713,0,0,0,1,0,0,0,73892,0,0
83473,黑手,,黑石氏族督军,,1,7,0,0,57729,0,0,0,1,0,0,0,113126,0,109185
83474,基尔罗格·死眼,,血环氏族督军,,1,7,0,0,57730,0,0,0,1,0,0,0,110405,0,0
83475,卡加斯·刃拳,,碎手氏族督军,,1,7,0,0,57732,0,0,0,1,0,0,0,0,0,0
83487,信徒巨像,,,,1,7,0,0,56656,0,0,0,1,0,0,0,0,0,0
83518,卡拉波平民,卡拉波平民,,,0,7,0,0,57765,57766,57767,57768,1,1,1,1,0,0,0
83527,卡拉波平民,卡拉波平民,,,0,7,0,0,57773,57776,0,0,1,1,1,1,0,0,0
83537,战歌恶狼,,,,0,1,0,0,61531,0,0,0,1,0,0,0,0,0,0
83538,战歌指挥官,,,,0,7,0,0,57780,57781,0,0,1,1,0,0,112388,107159,109245
83539,碎手争斗者,,,,0,7,0,0,58207,58208,58209,58210,1,1,1,1,108433,0,0
83562,僵尸龙虾人,,,,0,12,0,0,57803,0,0,0,1,1,1,1,0,0,0
83566,守卫者库拉丁,,,,0,7,0,0,57683,0,0,0,1,1,1,1,94665,110157,0
83572,卡拉波平民,卡拉波平民,,,0,7,0,0,57808,57809,57811,57812,1,1,1,1,0,0,0
83583,森林幼苗,,,,0,12,0,0,57822,0,0,0,1,1,1,1,0,0,0
83584,暮秋幼苗,,,,0,12,0,0,57823,0,0,0,1,1,1,1,0,0,0
83588,阳光幼苗,,,,0,12,0,0,57825,0,0,0,1,1,1,1,0,0,0
83589,蓝灰幼苗,,,,0,12,0,0,57821,0,0,0,1,1,1,1,0,0,0
83592,热情幼苗,,,,0,12,0,0,57820,0,0,0,1,1,1,1,0,0,0
83594,夜影幼苗,,,,0,12,0,0,57824,0,0,0,1,1,1,1,0,0,0
83604,受伤的沙塔尔平民,受伤的沙塔尔平民,,,0,7,0,0,57834,58096,58097,58098,1,1,1,1,0,0,0
83610,残缺的戈隆,,,,0,5,0,0,55152,55839,0,0,0,1,0,0,0,0,0
83623,血槌典狱官,,,,1,7,0,0,52891,0,0,0,1,0,0,0,107406,0,0
83624,血槌执法者,血槌执法者,,,1,7,0,0,52888,0,0,0,1,0,0,0,107409,0,0
83642,泥浆跳跃者,,,,0,14,0,0,47992,0,0,0,1,0,0,0,0,0,0
83648,General Purpose Stalker,,,,0,10,0,0,47399,11686,0,0,0,1,0,0,0,0,0
83651,疲惫的霜狼俘虏,疲惫的霜狼俘虏,,,0,7,0,0,57853,57854,0,0,1,1,0,0,0,0,0
83652,疲惫的德莱尼俘虏,疲惫的德莱尼俘虏,,,0,7,0,0,57867,57868,57869,57870,1,1,1,1,0,0,0
83657,格罗姆卡步兵,,,,0,7,0,0,51767,0,0,0,1,0,0,0,41980,0,0
83661,威严的派克斯,,,,0,1,0,0,59539,0,0,0,1,0,0,0,0,0,0
83684,守卫者安达加,,,,0,7,0,0,57887,0,0,0,1,1,1,1,0,0,0
83702,守卫者费拉多,,,,0,7,0,0,57683,0,0,0,1,1,1,1,94665,110157,0
83707,守卫者英达丽,,,,0,7,0,0,57908,0,0,0,1,1,1,1,94665,110157,0
83708,威严的派克斯,,,,0,1,0,0,59539,0,0,0,1,0,0,0,0,0,0
83713,提塔鲁斯,,,,2,1,0,0,60821,0,0,0,1,0,0,0,0,0,0
83714,震地之怒,,,,1,4,0,0,57494,0,0,0,1,0,0,0,0,0,0
83738,刃拳目标,,,,0,9,0,0,61066,0,0,0,1,0,0,0,0,0,0
83748,守卫者艾丽妮,,,,0,7,0,0,57908,0,0,0,1,1,1,1,94665,110157,0
83759,卡拉波学徒,卡拉波学徒,,,0,7,0,0,57937,57938,57939,57940,1,1,1,1,87275,111737,0
83779,战斗训练师穆拉克,,,,0,7,0,0,57945,0,0,0,1,1,1,1,112580,0,0
83780,冒险者黛茜,,,,0,7,0,0,59526,0,0,0,1,1,1,1,0,0,0
83785,武器锻造师考尔,,修理商,,0,7,0,0,57949,0,0,0,1,1,1,1,5956,0,0
83790,灰槌火语者,灰槌火语者,,,0,7,0,0,58249,58250,0,0,1,1,0,0,107424,0,0
83802,纳普高什,,,,1,7,0,0,57960,0,0,0,1,0,0,0,0,0,0
83812,灰槌执行者,灰槌执行者,,,0,7,0,0,58248,0,0,0,1,1,1,0,107411,0,0
83817,阴森的基德,,,,0,12,0,0,57970,0,0,0,1,0,0,0,0,0,0
83819,布里豪斯,,强者,,2,7,0,0,57974,0,0,0,1,0,0,0,113621,113622,0
83823,大法师卡德加,,洛萨之子,,1,7,0,0,56765,0,0,0,1,0,0,0,28067,0,0
83825,米拉森,,,,0,7,0,0,57977,0,0,0,1,1,1,1,0,0,0
83833,维克纳鲁斯之手,,,,0,12,0,0,45630,0,0,0,1,1,1,1,0,0,0
83836,许愿灯,,,,0,12,0,3,36902,0,0,0,1,0,0,0,0,0,0
83837,凯米尔·辉刃,,驯宠宗师,,0,7,0,0,57982,0,0,0,1,0,0,0,107254,0,0
83839,凋零人偶,,,,0,12,0,0,38232,0,0,0,1,0,0,0,0,0,0
83844,莉吉特,,,,1,7,0,0,26243,0,0,0,1,0,0,0,0,0,0
83863,大法师卡德加,,洛萨之子,,1,7,0,0,56765,0,0,0,1,0,0,0,28067,0,0
83865,格罗姆卡俘虏,,,,0,7,0,0,57993,57994,0,0,1,1,0,0,0,0,0
83868,格罗姆卡俘虏,格罗姆卡俘虏,,,0,7,0,0,57995,57996,0,0,1,1,0,0,0,0,0
83870,旅行的卡拉波平民,旅行的卡拉波平民,,,0,7,0,0,52465,52466,52467,52468,1,1,1,1,0,0,0
83881,威严雷象,,,,1,1,300,0,58015,0,0,0,1,1,1,1,0,0,0
83885,草药师克尔汀,,,,0,7,0,0,58012,0,0,0,1,1,1,1,0,0,0
83891,零件工厂螃蟹,,,,0,8,0,0,45880,32789,0,0,1,1,1,1,0,0,0
83905,阿祖卡·刃怒,,火刃氏族督军,,1,7,0,0,55713,0,0,0,1,0,0,0,73892,0,0
83929,科达娜·邪歌,,守望者,,1,7,0,0,50650,0,0,0,1,0,0,0,32425,0,0
83947,基姆兹·宾奇维斯,,,,0,7,0,0,56213,0,0,0,1,0,0,0,31824,0,0
83948,传送法师,传送法师,,,0,7,0,0,56683,0,0,0,1,0,0,0,873,0,0
83949,黑手,,,,1,7,0,0,25204,0,0,0,0,0,0,0,0,0,0
83951,Interactive Super Thrall,,,,1,7,0,0,4527,0,0,0,1,1,1,1,21679,0,0
84014,守卫者巴拉诺,,,,0,7,0,0,57683,0,0,0,1,1,1,1,94665,110157,0
84018,守卫者德诺斯,,,,0,7,0,0,57683,0,0,0,1,1,1,1,94665,110157,0
84053,卡加斯·刃拳,,碎手氏族督军,,1,7,0,0,55867,0,0,0,1,0,0,0,0,0,0
84056,驯服的追猎者,,,,0,8,0,0,45998,0,0,0,1,1,1,1,0,0,0
84057,守卫者伊萨拉,,,,0,7,0,0,57908,0,0,0,1,1,1,1,94665,110157,0
84059,守卫者班达斯,,,,0,7,0,0,57683,0,0,0,1,1,1,1,0,0,0
84061,港口防御者,港口防御者,,,0,7,0,0,58109,58110,58111,58112,1,1,1,1,106264,29642,0
84080,守卫者艾卡尔,,,,0,7,0,0,57908,0,0,0,1,1,1,1,94665,110157,0
84090,卡拉波码头工人,,,,0,7,0,0,58116,58117,58118,58119,1,1,1,1,0,0,0
84098,指挥官加尔,,,,0,7,0,0,58123,0,0,0,1,0,0,0,0,0,0
84123,塔帕·迅掌,,,,0,7,0,0,58138,0,0,0,1,0,0,0,29171,0,0
84124,卡格·萨苏克,,,,0,7,0,0,58139,0,0,0,1,0,0,0,29171,0,0
84126,赞奇里,,,,0,7,0,0,58140,0,0,0,1,0,0,0,28658,0,0
84127,血叶,,,,0,7,0,0,58141,0,0,0,1,0,0,0,28658,0,0
84128,赞塔奇,,,,0,7,0,0,58142,0,0,0,1,0,0,0,28325,0,0
84130,布兰恩·斯考恩,,,,0,7,0,0,58143,0,0,0,1,0,0,0,28325,0,0
84131,雷克萨,,,,1,7,0,0,60766,0,0,0,100,0,0,0,10612,10612,0
84139,卡拉波平民,卡拉波平民,,,0,7,0,0,58116,58117,58118,58119,1,1,1,1,12801,0,0
84140,卡拉波平民,卡拉波平民,,,0,7,0,0,58116,58117,58118,58119,1,1,1,1,12801,13604,0
84151,贪吃的双头飞龙,,,,0,1,38,0,53862,0,0,0,0,1,1,1,0,0,0
84153,杜尔格,,,,0,5,0,0,58158,0,0,0,1,1,1,1,0,0,0
84154,上古小戈隆,,,,0,7,0,0,58168,0,0,0,1,0,0,0,0,0,0
84159,德兰妮·语风,,守望者,,1,7,0,0,38088,0,0,0,1,0,0,0,14888,0,0
84160,玛拉丝·夜影,,守望者,,1,7,0,0,38088,0,0,0,1,0,0,0,14889,0,0
84161,麦琳·刀翼,,守望者,,1,7,0,0,38088,0,0,0,1,0,0,0,14885,0,0
84162,米拉娜·星光,,守望者,,1,7,0,0,38088,0,0,0,1,0,0,0,14889,0,0
84163,萨莉斯·黑暗猎手,,守望者,,1,7,0,0,38088,0,0,0,1,0,0,0,14887,0,0
84164,赛拉·月卫,,守望者,,1,7,0,0,38088,0,0,0,1,0,0,0,14884,0,0
84167,上古戈隆,,,,0,5,0,0,55152,0,0,0,1,0,0,0,0,0,0
84169,上古独眼魔,,,,0,5,0,0,55805,0,0,0,1,0,0,0,0,0,0
84176,裂拳,,,,0,7,0,0,58178,0,0,0,1,0,0,0,107735,0,0
84177,高格里克,,,,0,5,0,0,58455,0,0,0,1,0,0,0,0,0,0
84198,雷象管理员丽达,,,,0,7,0,0,58185,0,0,0,1,1,1,1,0,0,0
84204,守卫者阿拉贡,,,,0,7,0,0,57683,0,0,0,1,1,1,1,94665,110157,0
84205,毛绒雷象,,,,0,12,0,0,58170,0,0,0,1,1,1,1,0,0,0
84208,鸦语者助祭,,,,0,7,0,3,61115,0,0,0,1,0,0,0,106225,0,0
84258,尖啸者卡兹,,,,0,7,0,0,52195,0,0,0,1,0,0,0,0,0,0
84271,莫克西·议价,,,,0,7,0,0,58239,0,0,0,1,0,0,0,40455,0,0
84273,丽娜,,,,0,7,0,0,58241,0,0,0,1,0,0,0,40455,0,0
84274,蕾娜·水仪,,,,0,7,0,0,58242,0,0,0,1,0,0,0,0,0,0
84276,瑞沙德,,藏卷人,,0,7,0,0,57143,0,0,0,1,0,0,0,0,0,0
84280,琪玛,,,,0,7,0,0,58246,0,0,0,1,0,0,0,0,0,0
84284,嬉笑掠食者,,,,0,1,0,0,56912,0,0,0,1,0,0,0,0,0,0
84295,乌特娜·狼眼,,,,0,7,0,0,58259,0,0,0,1,0,0,0,47509,39716,0
84296,净化者娜维娅,,,,0,7,0,0,58261,0,0,0,1,0,0,0,47509,39716,0
84297,赫利克斯·牌暴,,,,0,7,0,0,58262,0,0,0,1,0,0,0,55046,4822,0
84299,兹安,,,,0,7,0,0,58264,0,0,0,1,0,0,0,55046,4822,0
84300,拉卡哈,,,,0,7,0,0,58265,0,0,0,1,0,0,0,13204,63746,0
84302,贝洛兰,,,,0,7,0,0,58266,0,0,0,1,0,0,0,13204,63746,0
84304,法兹拉,,,,0,7,0,0,58268,0,0,0,1,0,0,0,57305,53419,0
84305,鞭风者哈兰奈,,,,0,7,0,0,58269,0,0,0,1,0,0,0,57305,53419,0
84308,暴怒掠食者,,,,0,1,0,0,56044,0,0,0,1,0,0,0,0,0,0
84309,剧毒妖花,,,,0,4,0,0,55927,0,0,0,1,0,0,0,0,0,0
84310,棘刺鞭笞者,,,,0,1,0,0,28623,0,0,0,1,0,0,0,0,0,0
84312,多瘤古树,,,,1,4,0,0,55425,0,0,0,1,0,0,0,0,0,0
84313,木精缚命者,,,,0,7,0,0,58429,0,0,0,1,0,0,0,0,0,0
84314,老年古树,,,,0,4,0,0,56950,0,0,0,1,0,0,0,0,0,0
84317,埃辛·猎日,,,,0,7,0,0,58274,0,0,0,1,0,0,0,0,0,21478
84318,艾罗汉,,,,0,7,0,0,58275,0,0,0,1,0,0,0,0,0,21616
84319,幼年古树,,,,0,4,0,0,54680,0,0,0,1,0,0,0,0,0,0
84323,哈拉伦,,,,0,7,0,0,58280,0,0,0,1,0,0,0,0,0,35075
84324,维达尔·金靶,,,,0,7,0,0,58281,0,0,0,1,0,0,0,0,0,35075
84325,莫库佳,,,,0,7,0,0,58282,0,0,0,1,0,0,0,0,0,42498
84326,达娜·克罗克特,,,,0,7,0,0,58283,0,0,0,1,0,0,0,0,0,42498
84330,草地践踏者幼崽,,,,0,12,0,0,39130,0,0,0,1,0,0,0,0,0,0
84336,雅努,,,,1,5,0,0,57231,0,0,0,1,0,0,0,118057,0,0
84380,芳妮,,,,0,7,0,0,58322,0,0,0,1,0,0,0,0,0,59367
84381,诺林·真燧,,,,0,7,0,0,58325,0,0,0,1,0,0,0,0,0,59367
84414,格罗姆卡俘虏,,,,0,7,0,0,57993,57994,0,0,1,1,0,0,0,0,0
84415,格罗姆卡俘虏,格罗姆卡俘虏,,,0,7,0,0,57995,57996,0,0,1,1,0,0,0,0,0
84436,Generic Bunny,,,,0,10,0,0,20570,16946,0,0,0,1,0,0,0,0,0
84437,隆戈尔,,,,0,7,0,0,58337,0,0,0,1,0,0,0,40264,84097,0
84438,康奈尔·雨歌,,,,0,7,0,0,58338,0,0,0,1,0,0,0,40264,84097,0
84439,雅帕,,,,0,7,0,0,58339,0,0,0,1,0,0,0,12773,49689,0
84440,芬妮·绿足,,,,0,7,0,0,58340,0,0,0,1,0,0,0,12773,49689,0
84441,海牛,,,,0,12,0,0,49259,0,0,0,1,1,1,1,0,0,0
84443,杜隆坦,,霜狼氏族酋长,,1,7,0,0,51837,0,0,0,1,0,0,0,94647,0,0
84444,阿格娜,,,,1,7,0,0,48082,0,0,0,1,0,0,0,58137,110159,0
84464,爆燃,,,,0,10,0,0,23767,0,0,0,0,0,0,0,0,0,0
84476,法尔,,,,0,7,0,0,58360,0,0,0,1,0,0,0,13348,0,0
84477,贝萨德兰·碎怒,,,,0,7,0,0,58362,0,0,0,1,0,0,0,13348,0,0
84478,茜维兰迪·杉影,,,,0,7,0,0,58363,0,0,0,1,0,0,0,20580,12867,0
84479,麦托克劳,,,,0,7,0,0,31626,0,0,0,1,0,0,0,20580,12867,0
84480,艾林顿·穆恩哈特,,,,0,7,0,0,58364,0,0,0,1,0,0,0,40244,33334,0
84481,塔玛·天蹄,,,,0,7,0,0,58365,0,0,0,1,1,1,1,40244,33334,0
84482,高兰迪尔·野歌,,,,0,7,0,0,58366,0,0,0,1,0,0,0,2177,0,0
84484,高恩,,,,0,7,0,0,58368,0,0,0,1,0,0,0,2177,0,0
84486,莫加卡,,,,0,7,0,0,58369,0,0,0,1,0,0,0,25625,0,0
84487,鲁凡·霍恩斯比,,,,0,7,0,0,58372,0,0,0,1,0,0,0,25625,0,0
84491,艾洛多尔雷象牧者,艾洛多尔雷象牧者,,,0,7,0,0,58374,58375,58376,58377,1,1,1,1,0,0,0
84521,死眼幼崽,,,,0,12,0,0,58395,0,0,0,1,1,1,1,0,0,0
84542,伊瑞尔,,,,0,7,0,0,52921,0,0,0,1,0,0,0,111523,0,0
84631,术士传送门,,,,0,10,0,0,58402,0,0,0,1,0,0,0,0,0,0
84636,术士传送门,,,,0,10,0,0,58405,0,0,0,1,0,0,0,0,0,0
84646,伊雅·灾心,,传送门守卫,,1,7,0,0,58412,0,0,0,1,0,0,0,30910,48032,0
84651,戴克·瓦特,,传送门守卫,,1,7,0,0,58416,0,0,0,1,1,1,1,45214,49490,0
84658,Cerulean Fog Bunny,,,,0,10,0,0,20570,16946,0,0,0,1,0,0,0,0,0
84663,阵亡的游侠,阵亡的游侠,,,0,7,0,0,58418,58419,0,0,1,1,1,1,108493,0,108491
84665,艾克瑟兰塔斯,,,,0,7,0,0,58420,0,0,0,1,0,0,0,36705,0,0
84667,摩哈·石皮,,,,0,7,0,0,58421,0,0,0,1,0,0,0,36705,0,0
84668,索罗·白蹄,,,,0,7,0,0,31777,0,0,0,1,0,0,0,34198,0,0
84669,戴文·克斯勒,,,,0,7,0,0,58423,0,0,0,1,0,0,0,39744,0,0
84671,库玛·雷鬃,,,,0,7,0,0,58424,0,0,0,1,0,0,0,40233,0,0
84672,守护者安托希,,,,0,7,0,0,58425,0,0,0,1,0,0,0,47525,0,0
84673,齐兰多斯·风心,,,,0,7,0,0,58427,0,0,0,1,0,0,0,47525,0,0
84674,霍米佳,,,,0,7,0,0,58428,0,0,0,1,0,0,0,70227,0,0
84676,乌瑟拉·胡德森,,,,0,7,0,0,58430,0,0,0,1,0,0,0,70227,0,0
84678,艾伊,,,,0,7,0,0,58432,0,0,0,1,0,0,0,51798,86829,0
84679,萨尔科斯·雷歌,,,,0,7,0,0,58434,0,0,0,1,0,0,0,51798,86829,0
84685,入侵的棘花,,,,0,10,0,0,29998,23767,0,0,0,1,0,0,0,0,0
84699,伊斯佩斯·霍兰德,,,,0,7,0,0,58453,0,0,0,1,0,0,0,67098,0,0
84701,尼贾拉,,,,0,7,0,0,58456,0,0,0,1,0,0,0,67098,0,0
84702,大法师卡德加,,洛萨之子,,1,7,0,0,56765,0,0,0,1,0,0,0,28067,0,0
84703,琪拉,,,,0,7,0,0,58457,0,0,0,1,0,0,0,45214,47309,0
84704,卡鲁阿卡,,,,0,7,0,0,58458,0,0,0,1,0,0,0,45214,47309,0
84707,贾卡玛,,,,0,7,0,0,58459,0,0,0,1,0,0,0,24461,0,0
84710,希兰妮·凯尔,,,,0,7,0,0,58461,0,0,0,1,0,0,0,24461,0,0
84711,苏拉卡,,,,0,7,0,0,58462,0,0,0,1,0,0,0,31186,0,0
84715,兰蒂·威利斯,,,,0,7,0,0,58464,0,0,0,1,0,0,0,31186,0,0
84721,新兵胡玛克,,,,0,7,0,0,58466,0,0,0,1,0,0,0,28771,30911,0
84722,凯诺兹,,,,1,2,0,0,51342,0,0,0,0,0,0,0,0,0,0
84723,拉摩尔·实橡,,,,0,7,0,0,58467,0,0,0,1,0,0,0,28771,30911,0
84729,杜隆坦,,霜狼氏族酋长,,1,7,0,0,51837,0,0,0,1,0,0,0,94647,0,0
84731,杜隆坦,,霜狼氏族酋长,,1,7,0,0,51837,0,0,0,1,0,0,0,94647,0,0
84732,阿格娜,,,,1,7,0,0,48082,0,0,0,1,0,0,0,58137,110159,0
84733,攻击藤蔓,,,,0,1,0,0,30512,0,0,0,1,0,0,0,0,0,0
84736,迷失的流亡者,,,,0,7,0,0,59371,59446,59447,0,1,1,1,0,0,0,0
84747,托拉格·石怒,,,,0,7,0,0,58477,0,0,0,1,0,0,0,0,0,0
84761,猎犬鬼魂,,,,0,6,0,0,30213,0,0,0,1,1,1,1,0,0,0
84762,阴森的守卫,阴森的守卫,,,0,6,0,0,53835,53840,53909,53910,1,0,0,0,1899,143,0
84763,阴森的守夜人,阴森的守夜人,,,0,6,0,0,53835,53840,53909,53910,1,0,0,0,1899,143,0
84772,莫西恩·落日,,,,0,7,0,0,58488,0,0,0,1,0,0,0,41824,28754,0
84786,不忠的露西娅,,,,0,7,0,0,58498,0,0,0,1,0,0,0,70226,0,0
84788,金妮·亮槽,,,,0,7,0,0,58500,0,0,0,1,0,0,0,70226,0,0
84789,阿提克·怀特麦斯,,,,0,7,0,0,58502,0,0,0,1,0,0,0,56424,0,0
84790,菲德拉·哈特班德,,,,0,7,0,0,58503,0,0,0,1,0,0,0,56424,0,0
84844,火刃烈焰先知,火刃烈焰先知,火刃氏族,,0,7,0,0,55556,55558,55557,55559,1,1,1,1,111919,0,0
84847,库尔克罗什将军,,铁拳港指挥官,,0,7,0,0,55277,0,0,0,1,1,1,1,30090,0,0
84848,红色箭头,,,,0,10,0,0,23767,0,0,0,0,0,0,0,0,0,0
84849,钢铁劲弩手,钢铁劲弩手,,,0,7,0,0,54670,54672,54649,54669,1,1,1,1,53109,0,76351
84850,钢铁卫士,钢铁卫士,,,0,7,0,0,54304,54313,54312,54316,1,1,1,1,11042,0,0
84853,熔炉之魂,,,,0,12,0,0,58534,0,0,0,1,1,1,1,0,0,0
84858,雪地潜伏者,,,,0,1,42,0,54371,0,0,0,1,1,1,1,0,0,0
84878,灰槌炎术士,,,,1,7,0,0,52889,0,0,0,1,0,0,0,102102,0,0
84885,德莱尼微型防御者,,,,0,12,0,0,58547,0,0,0,1,1,1,1,114920,114921,0
84889,长青的菲拉克,,永茂领主,,0,7,0,0,58429,0,0,0,1,0,0,0,0,0,0
84906,灰槌熔火法师,,,,1,7,0,0,53234,0,0,0,1,0,0,0,102102,0,0
84915,熔火幼犬,,,,0,12,0,0,58570,0,0,0,1,1,1,1,0,0,0
84928,萨尔,,,,1,7,0,0,61727,0,0,0,1,1,1,1,109674,0,0
84929,守备官玛尔拉德,,,,1,7,0,0,58494,0,0,0,1,1,1,1,30802,0,0
84953,萨尔,,,,1,7,0,0,61727,0,0,0,1,1,1,1,109674,0,0
84956,守备官玛尔拉德,,,,1,7,0,0,58494,0,0,0,1,1,1,1,30802,0,0
84958,食人魔蛮兵,,,,6,7,0,0,58585,0,0,0,1,1,1,1,0,0,0
84963,蒂玛,,,,0,7,0,0,58594,0,0,0,1,0,0,0,0,0,0
84973,大主教阿卡玛,,高阶守备官,,0,7,0,0,55504,0,0,0,1,0,0,0,30699,30699,0
84974,大主教玛拉达尔,,死者代言人,,0,7,0,0,52435,0,0,0,1,0,0,0,107249,106108,0
84975,大主教奈丽,,首席游侠,,0,7,0,0,55506,0,0,0,1,0,0,0,109236,0,109236
84976,守备官伊瑞尔,,,,0,7,0,0,52921,0,0,0,1,0,0,0,111523,0,0
84978,血槌执法者,血槌执法者,,,1,7,0,0,52888,0,0,0,1,0,0,0,107409,0,0
84991,宠物训练桩,,,,0,1,3,0,28047,0,0,0,1,1,1,1,0,0,0
85003,冰脊幼崽,,,,0,14,0,0,58610,58611,0,0,9,1,1,1,0,0,0
85004,雪色掠夺者幼崽,,,,0,12,0,0,58611,0,0,0,1,1,1,1,0,0,0
85005,食苔掠行者,,,,0,14,0,0,58612,0,0,0,1,1,1,1,0,0,0
85006,红色掠食者幼崽,,,,0,12,0,0,58613,0,0,0,1,1,1,1,0,0,0
85007,林地掠行者,,,,0,14,0,0,58614,58615,0,0,9,1,1,1,0,0,0
85008,金色掠食者幼崽,,,,0,12,0,0,58615,0,0,0,1,1,1,1,0,0,0
85009,鱼蛋,,,,0,12,0,0,64589,0,0,0,1,1,1,1,0,0,0
85014,白骨蜂,,,,0,12,0,3,58617,0,0,0,1,1,1,1,0,0,0
85053,伯德里克·格雷,,军情七处,,0,7,0,0,56418,0,0,0,0,0,0,0,0,0,0
85058,守备官伊瑞尔,,,,1,7,0,0,52921,0,0,0,1,0,0,0,111523,0,0
85059,守备官伊瑞尔,,,,1,7,0,0,52921,0,0,0,1,0,0,0,111523,0,0
85061,游侠达坎,,,,1,7,0,0,52536,0,0,0,1,0,0,0,108493,0,108491
85063,游侠达坎,,,,1,7,0,0,52536,0,0,0,1,0,0,0,108493,0,108491
85074,灭绝者莱米,,,,0,7,0,0,58631,0,0,0,1,1,1,1,0,0,46383
85081,海军上将泰勒,,,,0,7,0,0,60858,0,0,0,1,0,0,0,54825,0,0
85134,半兽人迦罗娜,,,,1,7,0,0,60059,0,0,0,1,0,0,0,61297,61297,0
85135,伯德里克·格雷,,军情七处,,0,7,0,0,56418,0,0,0,0,0,0,0,0,0,0
85142,卡拉波奴隶,卡拉波奴隶,,,0,7,0,0,58670,58671,58672,58673,1,1,1,1,0,0,0
85145,获释的霜狼俘虏,获释的霜狼俘虏,,,0,7,0,0,58666,58667,58668,58669,1,1,1,1,0,0,0
85146,获释的卡拉波俘虏,获释的卡拉波俘虏,,,0,7,0,0,58670,58671,58672,58673,1,1,1,1,0,0,0
85147,佩妮·殴底,,,,1,7,0,0,58501,0,0,0,0,0,0,0,0,0,50150
85151,赞吉吉,,,,0,7,0,0,33878,0,0,0,1,0,0,0,43219,0,0
85153,德克兰·斯塔基,,,,0,7,0,0,58676,0,0,0,1,0,0,0,45128,0,0
85154,贾卡拉,,,,0,7,0,0,58677,0,0,0,1,0,0,0,50429,0,0
85159,帕米莉亚,,,,0,7,0,0,59266,0,0,0,1,0,0,0,50429,0,0
85160,佩琪·里佐,,,,0,7,0,0,58680,0,0,0,1,0,0,0,42274,42277,0
85161,扎拉娜·碎月,,,,0,7,0,0,58682,0,0,0,1,0,0,0,42274,42277,0
85163,斯卡利兹·切颅,,,,0,7,0,0,58683,0,0,0,1,0,0,0,47255,51846,0
85166,杰菲特·奈特霍勒,,,,0,7,0,0,58685,0,0,0,1,0,0,0,47255,51846,0
85167,艾丽安·布莱克,,,,0,7,0,0,58687,0,0,0,1,0,0,0,50428,40350,0
85171,席亚拉·奈尔,,,,0,7,0,0,58690,0,0,0,1,0,0,0,50428,40350,0
85175,魔导师索布莱兹,,,,0,7,0,0,58692,0,0,0,1,0,0,0,21275,0,0
85178,钻探机,,,,0,10,0,0,47399,11686,0,0,0,1,0,0,0,0,0
85179,艾米·钱伯斯,,,,0,7,0,0,58694,0,0,0,1,0,0,0,21275,0,0
85192,绿色林喙鸟,,,,0,14,0,3,58823,0,0,0,1,1,1,1,0,0,0
85217,吉安娜·普罗德摩尔,,肯瑞托的领袖,,1,7,0,0,51443,0,0,0,1,0,0,0,153575,0,0
85231,磨石,,,,0,12,0,0,58736,0,0,0,1,1,1,1,0,0,0
85234,要塞士兵,要塞士兵,,,0,7,0,0,53840,53909,53835,53910,1,1,1,1,1899,143,0
85236,要塞魔导师,,,,0,7,0,0,56185,56186,0,0,1,1,0,0,0,0,0
85237,要塞火枪手,要塞火枪手,,,0,7,0,0,53107,53108,55344,55345,1,1,1,1,110314,0,110314
85242,宠物模板,,,,0,12,0,0,58736,0,0,0,1,1,1,1,0,0,0
85247,洛坎,,,,1,7,0,0,24079,0,0,0,1,0,0,0,29433,0,0
85251,希萨莉·黑鸦,,猛禽德鲁伊,,0,7,0,0,58743,0,0,0,1,0,0,0,0,0,0
85252,希萨莉·黑鸦,,猛禽德鲁伊,,0,7,0,0,58743,0,0,0,0,0,0,0,0,0,0
85253,暮光蜂,,,,0,14,0,3,58744,0,0,0,1,1,1,1,0,0,0
85254,林地蜂,,,,0,14,0,3,58745,58747,0,0,99,1,1,1,0,0,0
85255,血刺蜂,,,,0,14,0,3,58746,0,0,0,1,1,1,1,0,0,0
85256,暗影掠食黄蜂,,,,0,12,0,0,58747,0,0,0,1,1,1,1,0,0,0
85257,珀钩黄蜂,,,,0,14,0,3,58748,0,0,0,1,1,1,1,0,0,0
85281,白色淡水兽幼崽,,,,0,14,0,0,58768,0,0,0,1,1,1,1,0,0,0
85282,日鬃幼兽,,,,0,14,0,0,58767,0,0,0,1,1,1,1,0,0,0
85283,亮爪,,,,0,12,0,0,64621,0,0,0,1,1,1,1,0,0,0
