ID,SourceText_lang,PvpFaction,SourceTypeEnum,SpellID
4674,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53871
4675,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53872
4676,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53873
4677,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53874
4678,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53875
4679,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53876
4680,|cFFFFD200商人出售：|r女公爵麦恩克丝|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200阵营：|r黑锋骑士团 - 友善|n|cFFFFD200价格：|r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,53877
4681,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53879
4682,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53880
4683,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53882
4684,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53883
4685,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53884
4686,|cFFFFD200商人出售：|r塔纳克|n|cFFFFD200地区：|r索拉查盆地|n|cFFFFD200阵营：|r狂心氏族 - 友善|n|cFFFFD200价格：|r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,53885
4687,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53891
4688,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53892
4689,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53893
4690,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53894
4691,|cFFFFD200商人出售：|r吉恩|n|cFFFFD200地区：|r索拉查盆地|n|cFFFFD200阵营：|r神谕者 - 友善|n|cFFFFD200价格：|r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,53917
4692,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53918
4693,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53919
4694,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53920
4695,|cFFFFD200商人出售：|r塞鲁克|n|cFFFFD200地区：|r龙骨荒野|n|cFFFFD200阵营：|r卡鲁亚克 - 友善|n|cFFFFD200价格：|r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人出售：|r塔奈卡|n|cFFFFD200地区：|r嚎风峡湾|n|cFFFFD200阵营：|r卡鲁亚克 - 友善|n|cFFFFD200价格：|r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,53921
4696,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53922
4697,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53923
4698,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53924
4699,|cFFFFD200专业技能训练师：|r诺森德珠宝加工（1）|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,53925
4700,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53932
4701,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r1|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53933
4702,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53830
4703,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53945
4704,|cFFFFD200商人出售：|r大法师奥瓦利斯|n|cFFFFD200地区：|r达拉然|n|cFFFFD200阵营：|r肯瑞托 - 崇拜|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,53946
4705,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53948
4706,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53949
4707,|cFFFFD200掉落：|r传令官沃拉兹|n|cFFFFD200地区：|r安卡赫特：古代王国,-1,0,53951
4708,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53952
4709,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53954
4710,|cFFFFD200商人出售：|r勇士罗斯莱|n|cFFFFD200地区：|r冬拥湖|n|cFFFFD200价格：|r1|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,0,2,53955
4711,|cFFFFD200商人出售：|r李奥霍夫|n|cFFFFD200地区：|r风暴峭壁|n|cFFFFD200阵营：|r霍迪尔之子 - 崇拜|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,53957
4712,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53958
4713,|cFFFFD200商人出售：|r勇士罗斯莱|n|cFFFFD200地区：|r冬拥湖|n|cFFFFD200价格：|r1|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,0,2,53960
4714,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53961
4715,|cFFFFD200掉落：|r世界生物|n|n|cFFFFD200宝藏：|r世界掉落,-1,0,53962
4716,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53963
4717,|cFFFFD200商人出售：|r女公爵麦恩克丝|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200阵营：|r黑锋骑士团 - 崇拜|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,53965
4718,|cFFFFD200掉落：|r世界生物|n|n|cFFFFD200宝藏：|r世界掉落,-1,0,53966
4719,|cFFFFD200商人出售：|r勇士罗斯莱|n|cFFFFD200地区：|r冬拥湖|n|cFFFFD200价格：|r1|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,0,2,53968
4720,|cFFFFD200掉落：|r诺森德,-1,0,53972
4721,|cFFFFD200商人出售：|r精锐北伐军战士奥利卡·塞加德|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200阵营：|r银色北伐军 - 崇敬|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,53974
4722,|cFFFFD200掉落：|r世界生物|n|n|cFFFFD200宝藏：|r世界掉落,-1,0,53975
4723,|cFFFFD200掉落：|r世界生物|n|n|cFFFFD200宝藏：|r世界掉落,-1,0,53976
4724,|cFFFFD200掉落：|r世界生物|n|n|cFFFFD200宝藏：|r世界掉落,-1,0,53977
4725,|cFFFFD200商人出售：|r勇士罗斯莱|n|cFFFFD200地区：|r冬拥湖|n|cFFFFD200价格：|r1|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,0,2,53978
4726,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53980
4727,|cFFFFD200商人出售：|r勇士罗斯莱|n|cFFFFD200地区：|r冬拥湖|n|cFFFFD200价格：|r1|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,0,2,53981
4728,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53984
4729,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53985
4730,|cFFFFD200商人出售：|r勇士罗斯莱|n|cFFFFD200地区：|r冬拥湖|n|cFFFFD200价格：|r1|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,0,2,53986
4731,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53987
4732,|cFFFFD200商人出售：|r女公爵麦恩克丝|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200阵营：|r黑锋骑士团 - 崇敬|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,53988
4733,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53991
4734,|cFFFFD200商人出售：|r希尔丝塔萨|n|cFFFFD200地区：|r龙骨荒野|n|cFFFFD200阵营：|r龙眠联军 - 崇拜|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,53993
4735,|cFFFFD200掉落：|r诺森德,-1,0,53994
4737,|cFFFFD200掉落：|r掠夺者因格瓦尔|n|cFFFFD200地区：|r乌特加德城堡,-1,0,54019
4738,|cFFFFD200掉落：|r世界生物|n|n|cFFFFD200宝藏：|r世界掉落,-1,0,54023
4739,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,54011
4740,|cFFFFD200掉落：|r诺森德,-1,0,54012
4741,|cFFFFD200商人出售：|r勇士罗斯莱|n|cFFFFD200地区：|r冬拥湖|n|cFFFFD200价格：|r1|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,0,2,54014
4742,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53996
4743,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53997
4744,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,53998
4745,|cFFFFD200商人出售：|r勇士罗斯莱|n|cFFFFD200地区：|r冬拥湖|n|cFFFFD200价格：|r1|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,0,2,54000
4746,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,54001
4747,|cFFFFD200商人出售：|r吉恩|n|cFFFFD200地区：|r索拉查盆地|n|cFFFFD200阵营：|r神谕者 - 崇敬|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,2,54003
4748,|cFFFFD200商人出售：|r勇士罗斯莱|n|cFFFFD200地区：|r冬拥湖|n|cFFFFD200价格：|r1|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,0,2,54005
4749,|cFFFFD200商人出售：|r安努尔|n|cFFFFD200地区：|r冰冠冰川|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h|n|n|cFFFFD200商人出售：|r蒂凡妮·卡蒂亚|n|cFFFFD200地区：|r达拉然|n|cFFFFD200价格：|r3|Hcurrency:61|h|TInterface\ICONS\INV_Misc_Gem_Variety_01.blp:0|t|h,-1,2,54009
4750,|cFFFFD200专业技能训练师：|r诺森德炼金（60）|n|cFFFFD200价格：|r15|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54213
4751,|cFFFFD200专业技能训练师：|r诺森德炼金（10）|n|cFFFFD200价格：|r12|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54218
4752,|cFFFFD200专业技能：|r诺森德炼金|n|cFFFFD200发现：|r诺森德炼金研究,-1,10,54220
4753,|cFFFFD200专业技能：|r诺森德炼金|n|cFFFFD200发现：|r诺森德炼金研究,-1,10,54221
4754,|cFFFFD200专业技能：|r诺森德炼金|n|cFFFFD200发现：|r诺森德炼金研究,-1,10,54222
4755,|cFFFFD200专业技能训练师：|r诺森德工程学（25）|n|cFFFFD200价格：|r12|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,-1,3,54353
4756,|cFFFFD200专业技能训练师：|r诺森德锻造（1）|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54550
4757,|cFFFFD200专业技能训练师：|r诺森德锻造（20）|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54551
4758,|cFFFFD200专业技能训练师：|r诺森德锻造（25）|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54552
4759,|cFFFFD200专业技能训练师：|r诺森德锻造（25）|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54553
4760,|cFFFFD200专业技能训练师：|r诺森德锻造（20）|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54554
4761,|cFFFFD200专业技能训练师：|r诺森德锻造（30）|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54555
4762,|cFFFFD200专业技能训练师：|r诺森德锻造（30）|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54556
4763,|cFFFFD200专业技能训练师：|r诺森德锻造（15）|n|cFFFFD200价格：|r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54557
4764,|cFFFFD200专业技能训练师：|r诺森德锻造（1）|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54917
4765,|cFFFFD200专业技能训练师：|r诺森德锻造（5）|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54918
4766,|cFFFFD200专业技能训练师：|r诺森德锻造（10）|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54941
4767,|cFFFFD200专业技能训练师：|r诺森德锻造（10）|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54944
4768,|cFFFFD200专业技能训练师：|r诺森德锻造（15）|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,-1,3,54945
4769,|cFFFFD200专业技能训练师：|r诺森德锻造（20）|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54946
4770,|cFFFFD200专业技能训练师：|r诺森德锻造（20）|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,-1,3,54947
4771,|cFFFFD200专业技能训练师：|r诺森德锻造（25）|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54948
4772,|cFFFFD200专业技能训练师：|r诺森德锻造（25）|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,-1,3,54949
4773,|cFFFFD200掉落：|r先锋军石工|n|cFFFFD200地区：|r龙骨荒野,-1,0,54978
4774,|cFFFFD200掉落：|r铁符文塑造者|n|cFFFFD200地区：|r灰熊丘陵,-1,0,54979
