ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
437,玛瑙之咬,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用玛瑙利齿猛咬敌人，造成[StandardDamage(1, 1)]点[School()]伤害。",237149,5,0,0,0
438,玛瑙壁垒,格挡2次攻击。,134455,-1,0,514,2
439,玛瑙壁垒,生成一道坚石壁垒，使你的队伍无法攻击，但却能保护你的队伍躲避2次攻击。,134455,5,5,0,2
440,隐没,"遁入一团迷雾之中，使你的躲闪几率提高100%。

持续[duration(1,1)]轮。",236222,5,4,0,2
441,撕裂,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

鞭笞敌人1-2次，每一击造成[StandardDamage(1,1)]点[School()]伤害。

如果使用者率先攻击，则可额外攻击1次。",132141,7,0,0,0
442,幽灵打击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用幽灵兽的力量打击敌人，造成[StandardDamage(1,1)]点[School()]伤害。

如果目标被|cff9933FF致盲|r，则总能命中。",132294,5,3,0,0
443,棱光护体,格挡2次攻击。,132881,-1,0,510,2
444,棱光护体,生成一道水晶壁垒，阻挡2次攻击。同伴与敌人的攻击都计算在内。,132881,5,5,0,2
445,软泥之触,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

使敌人沾上软泥，造成[StandardDamage(1,1)]点[School()]伤害。",136157,5,0,0,0
446,腐蚀,"每轮造成[StandardDamage(1,1)]点[School()]伤害。
受到的伤害最多提高[abs(abilityStateMod(71,446))*AttackBonus()]点。",132108,5,0,386,1
447,腐蚀,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

将腐蚀酸液泼在目标身上，立即造成[StandardDamage(1,1)]点[School()]伤害，并于每轮造成[StandardDamage(1,1,446)]点[School()]伤害，且使受到的伤害最多提高[abs(abilityStateMod(71,446))*AttackBonus()]点，持续[duration(1,2)]轮。",132108,5,0,0,0
448,蠕行软泥,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用|cFF1EFF00剧毒|r软泥覆盖目标，造成[StandardDamage(1,1)]点[School()]伤害，外加每轮[StandardDamage(1,1,781)]点额外伤害，持续[duration(1,2)]轮。",132107,8,0,0,0
449,吸收,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。

为使用者恢复相当于所造成伤害[points(1,2)]%的生命值。",132100,3,0,0,0
450,净除,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

对目标造成[StandardDamage(1, 1)]点[School()]伤害。",132099,5,3,0,0
451,分裂,"消耗你的一半生命值，生成一个与你完全相同的克隆体帮助你战斗，持续[duration(1,4)]轮。

一支队伍只能有一个克隆体。",610610,5,8,0,2
452,扫击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

重击敌人，造成[StandardDamage(1,1)]点[petTypeName(abilityPetType())]伤害。",655994,0,0,0,0
453,沙尘暴,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，并将天气转为沙尘暴，持续[duration(1,2)]轮。

在沙尘暴期间，所有宠物受到的伤害最多降低[AttackBonus()*5]点，且精准降低10%。",463521,2,5,0,0
454,沙尘暴,"使所有宠物受到的伤害降低最多[AttackBonus()*5]点。

精准降低10%。",463521,4,0,175,2
455,猛击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

拍击敌人1-2下，每一击造成[StandardDamage(1,1)]点[School()]伤害。

如果使用者率先攻击，则可额外攻击一次。",133477,9,0,0,0
456,清扫,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1, 1)]点[School()]伤害，并移除战场上的所有物体。",132146,5,3,0,0
457,横扫,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害并迫使对手将生命值最高的宠物换入战斗。",136010,5,5,0,0
458,旋紧发条,"伤害提高10%。
准备发起猛烈攻击。",132996,9,0,0,2
459,旋紧发条,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

首次使用：使你造成的伤害提高10%。

再次使用：发起一连串攻击，造成[StandardDamage(1,1)]点[School()]伤害。",132996,9,0,0,0
460,照亮,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，并将天气变为晴天，持续[duration(1,2)]轮。

在晴天，所有宠物的最大生命值都会提高[abs(abilityStateMod(99,403))]%，且造成的治疗效果提高[abs(abilityStateMod(65,403))]%。",571554,5,5,0,0
461,朗照,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用强光笼罩敌人，造成[StandardDamage(1,1)]点[School()]伤害。

如果目标被|cff9933FF致盲|r，则造成双倍伤害。",461859,5,3,0,0
462,半盲,"你的命中几率降低[abs(abilityStateMod( 41 , 462 ))]%。

被|cff9933FF致盲。|r",132284,-1,0,384,3
463,闪光,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

一道眩目闪光，造成[StandardDamage(1,1)]点[School()]伤害，并|cff9933FF致盲|r目标，使其命中几率降低[abs(abilityStateMod( 41 , 462 ))]%，持续[duration(1,2)]轮。",612968,5,3,0,0
464,幻象屏障,格挡2次攻击。,237510,-1,0,508,2
465,幻象屏障,生成幻象，阻挡2次攻击。同伴与敌人的攻击都计算在内。,237510,5,5,0,2
466,虚空之门,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，并迫使对手的一只宠物出战。",607512,5,5,0,0
467,魔法克隆,"制造与你对手一模一样的克隆体攻击敌人，持续[duration(1,3)]轮。",575586,5,5,0,2
468,痛苦,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

使目标遭受痛苦，每轮造成越来越高的[School()]伤害，持续[duration(1,1)]轮。",136139,3,0,0,0
469,痛苦,每轮造成更高的伤害。,136139,3,0,0,0
470,虚弱,"造成的伤害降低[abs(abilityStateMod(23,470))]%。
速度降低[abs(abilityStateMod(25,470))]%。",653219,-1,0,0,3
471,虚弱,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，并使目标的速度降低[abs(abilityStateMod(25,470))]%，造成的伤害降低[abs(abilityStateMod(23,470))]%，持续[duration(1,2)]轮。",136138,5,1,0,0
472,憎恨冲击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。

如果你在这轮中先受到攻击，则可造成额外[StandardDamage(1,2)]点伤害。",136088,5,0,0,0
473,汇聚射线,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用奥术能量射线冲击敌人，造成[StandardDamage(1,1)]点[School()]伤害。

每使用1次，伤害即可提高[FormatDamage(pointsincreaseperuse(1,1)*AttackBonus())]点。最多可造成[FormatDamage(pointsmax(1,1)*AttackBonus())]点[School()]伤害。",135730,5,0,0,0
474,打断凝视,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。

如果使用者率先发起攻击，则可使对手的攻击轮中断。",294482,5,3,0,0
475,爆目,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，并使目标速度降低[abs(abilityStateMod(25,154))]%，持续[duration(1,2)]轮。",236407,5,4,0,0
476,腐烂,"[StandardAccuracy(1,2)] |cffffffff命中几率|r

使目标的血肉腐烂，造成[StandardDamage(1,2)]点[School()]伤害，并将其变为[School()]，持续[duration(1,3)]轮。",136134,3,3,0,0
477,雪球,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用一发雪球攻击敌人，造成[StandardDamage(1,1)]点[School()]伤害。",132387,6,0,0,0
478,魔法帽子,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

朝敌人掷出他的帽子，造成[StandardDamage(1,1)]点[petTypeName(abilityPetType())]伤害。",133102,5,0,0,0
479,寒冰壁垒,生成一道寒冰屏障，阻挡2次攻击。同伴与敌人的攻击都计算在内。,458718,6,5,0,2
480,寒冰壁垒,格挡2次攻击。,458718,6,0,505,2
481,深度冻结,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1, 1)]点[School()]伤害，并有[accuracy(1,3)]%的几率使目标昏迷[duration(1,3)]轮。

如果目标|cFF0070DD被冰冻|r，则昏迷概率变成100%。",236214,6,4,0,0
482,激光,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用奥术能量激光冲击敌人，造成[StandardDamage(1,1)]点[School()]伤害。",463282,5,0,0,0
483,心灵冲击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

控制目标的心智，造成[StandardDamage(1,1)]点[School()]伤害。

如果是奥术之风天气，则可造成[StandardDamage(1,2)]点额外伤害。",457655,5,1,0,0
484,回馈,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

朝敌人发起法力激涌，造成[StandardDamage(1,1)]点[School()]伤害。",135728,5,0,0,0
485,强化攻击,"你的伤害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 485 ))]%。",648206,-1,0,320,2
486,吸取能量,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，使目标的伤害降低[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 153 ))]%，持续[duration(1,2)]轮；使用者的伤害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 485 ))]%，持续[duration(1,3)]轮。",135738,5,4,0,0
487,魔法增效,"使造成的伤害提高[abs(abilityStateMod( 23, 487 ))]%。",648206,-1,0,320,2
488,魔法增效,"使你当前激活宠物造成的伤害提高[abs(abilityStateMod( 23, 487 ))]%，持续[duration(1,1)]轮。",136006,5,3,0,2
489,法力澎湃,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1, 1)]点[School()]伤害。在奥术之风天气期间造成额外[StandardDamage(1,3)]点伤害。

法力澎湃持续[numTurns()]轮。",135734,5,3,0,0
490,偏斜,"在使用该技能时，可避开敌人在本轮发起的攻击。

该技能总能取得先手。",458412,0,3,0,2
491,流血,"每轮造成[StandardDamage(1,1)]点[School()]伤害。

|cFF970000流血|r",132155,7,0,557,1
492,斜掠,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，并使目标下一次攻击造成的伤害降低50%。",132140,7,2,0,0
493,重蹄,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

重踩敌人，造成[StandardDamage(1, 1)]点[School()]伤害。",132368,4,0,0,0
494,攻击减免,"造成的伤害降低[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 494 ))]%。",653219,-1,0,334,3
496,困倦,感觉困倦……下一轮将进入睡眠状态，除非受到伤害。,575587,-1,0,89,3
497,安抚,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

对着目标歌唱，使其变得昏昏欲睡。

困倦的目标会在下一轮结束时进入睡眠状态，除非被击中。",136090,4,4,0,2
498,昏睡,"无法对这只宠物下达命令。
伤害可中断此效果。",132156,-1,0,78,3
499,疾病之咬,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

感染敌人，造成[StandardDamage(1, 1)]点[School()]伤害。",132101,3,0,0,0
500,烈焰吐息,"每轮造成[StandardDamage(1,1)]点[School()]伤害。

|cFFFF2020燃烧|r",135807,1,0,28,1
501,烈焰吐息,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

立即造成[StandardDamage(1,1)]点[petTypeName(abilityPetType())]伤害。敌人持续|cFFFF2020燃烧|r，每轮额外受到[StandardDamage(1,1,500)]点[petTypeName(abilityPetType())]伤害，持续[duration(1,2)]轮。",135807,1,0,0,0
502,烈焰喷射,"每轮对当前宠物造成[StandardDamage(1,1)]点[School()]伤害。

 |cFFFF2020燃烧|r。",236216,6,0,426,0
503,烈焰喷射,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

把战场变为熊熊燃烧的炼狱，造成[StandardDamage(1,1)]点[School()]伤害。

火焰在敌人身上持续|cFFFF2020燃烧|r，每轮造成[StandardDamage(1,1, 502)]点[School()]伤害，持续[duration(1,2)]轮。",236216,6,0,0,0
504,空袭,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

勇猛出击，造成[StandardDamage(1,1)]点[School()]伤害，如果使用者率先攻击，则可造成额外[StandardDamage(1,3)]点[School()]伤害。",132172,2,0,0,0
505,丝茧,"你将格挡住下一次对你发起的攻击。
速度降低[abs(abilityStateMod(25,505))]%。",132907,-1,0,111,2
506,茧缚之击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，并使你的格挡几率提高100%。

持续[duration(1,2)]轮。",132907,2,3,0,0
507,恶臭之球,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

把一连串恶臭信息素投向目标，每一发最多造成[StandardDamage(1,1)]点[School()]伤害，并有[accuracy(1,5)]%的几率使目标的速度降低[abs(abilityStateMod(25,154))]%，持续[duration(1,5)]轮。",132891,2,1,0,0
508,飞蛾之尘,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1, 1)]点[School()]伤害，并有[accuracy(1,3)]%的几率使目标昏睡[duration(1,3)]轮。",237286,2,3,0,0
509,汹涌,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

驾驭水流冲向敌人，造成[StandardDamage(1,1)]点[School()]伤害。

这个招式总能取得先手。",237006,8,0,0,0
510,复苏之雾,"每轮回复[StandardHealing(1,1,510)]点生命值。",627487,-1,0,142,0
511,复苏之雾,"使区域内充满治疗之雾，每轮为你的前排宠物恢复[StandardHealing(1,1,510)]点生命值。

持续[duration(1,1)]轮。更换宠物后效果仍然存在。",627487,8,0,0,2
512,湍流旋涡,"[StandardAccuracy(3,1)] |cffffffff命中几率|r

当这个效果结束时，你的当前宠物会受到[StandardDamage(3,1)]点[School()]伤害，并在[duration(3,2)]轮内无法逃跑。",571588,8,0,135,0
513,湍流旋涡,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

在敌人的宠物下方生成湍流旋涡。

在2轮后，对手的宠物会受到[StandardDamage(3,1,512)]点[School()]伤害，并被定身[duration(3,2,512)]轮。",571588,8,3,0,0
514,狂风,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

一阵凛冽的狂风，立即造成[StandardDamage(1,1)]点[School()]伤害，且每轮造成[StandardDamage(1,1,677)]点[School()]伤害，持续[duration(1,2)]轮。更换宠物后效果仍然存在。",132845,2,0,0,0
515,飞越,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，并使目标受到的伤害提高[abs(abilityStateMod( 24,516))]%，持续[duration(1,2)]轮。",648840,2,0,0,0
516,防御削弱,"你受到的伤害提高了[abs(abilityStateMod( 24,516))]%。",464973,-1,0,530,3
517,夜袭,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。

如果目标被|cff9933FF致盲|r，则将必定命中目标。",458226,2,3,0,0
518,掠食之击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。

如果目标的生命值低于25%，则伤害加倍。",132138,2,4,0,0
519,天启,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

召唤一颗陨星，从现在起持续坠落[duration(1,1)]轮，立即杀死所有激活宠物。

蟑螂和甲虫总是能避开此类攻击。",535592,4,20,0,2
520,鹰眼,"你的爆击几率提高了[abs(abilityStateMod(40,520))]%。",132177,-1,0,320,0
521,鹰眼,"使你的爆击几率提高[abs(abilityStateMod(40,520))]%，持续[duration(1,1)]轮。",132177,2,0,0,2
522,到此为止,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

使对手的下一个技能变得无法使用，持续[points(1,1,738)]轮。",132372,2,10,0,2
524,尖鸣,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

发出一声洪亮的尖鸣，造成[StandardDamage(1,1)]点[School()]伤害，并使目标造成的伤害降低25%，持续[duration(1,2)]轮。",132200,2,0,0,0
525,翡翠之咬,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用翡翠利齿猛咬敌人，造成[StandardDamage(1, 1)]点[School()]伤害。",237150,5,0,0,0
526,恶臭,命中几率降低25%。,236549,-1,0,645,3
527,恶臭,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

使敌人队伍的命中几率降低[abs(abilityStateMod(41,526))]%，持续[duration(1,1)]轮。",236549,4,0,0,2
528,冰霜喷吐,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

朝目标喷吐寒冰，造成[StandardDamage(1,1)]点[School()]伤害。",135846,6,0,0,0
529,腹部滑行,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。

如果是暴风雪天气，该攻击会取得先手。",327502,6,0,0,0
532,抱摔,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

猛撞敌人，造成[StandardDamage(1,1)]点[School()]伤害，并对自身造成[SimpleDamage(1,3)]点[School()]伤害。",458974,0,1,0,0
533,重建,"重建自己和任何机械同伴，为自己回复[StandardDamage(1,1)]点生命值，其他机械同伴回复相当于该值一半的生命值。",465878,9,3,0,2
535,突袭,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

突袭敌人，造成[StandardDamage(1,1)]点[School()]伤害，如果使用者率先攻击，则额外造成[StandardDamage(1,3)]点[School()]伤害。",132142,7,0,0,0
536,潜行,"使你的速度降低30%，并使你在[duration(1,1)]轮内发起的下一次攻击的伤害提高150%。",514640,7,5,0,2
537,攻击降低,"在下一次攻击中造成的伤害降低[abs(abilityStateMod( 23, 537 ))]%。",653219,-1,0,334,3
538,吞食,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。

如果使用者用吞食杀死敌人，则可回复[StandardHealing(1,2)]点生命值。

吞食可持续[numTurns()]轮。",132131,7,1,0,0
539,引吭,"唱出一首振奋人心的歌曲，为所有同伴回复[StandardHealing(1,1)]点生命值。",575588,4,4,0,2
540,咀嚼,"咀嚼青草。结束后将造成[StandardDamage(2,2)]点[School()]伤害。",136071,4,0,0,0
541,咀嚼,"耐心地咀嚼青草。在下一轮中，你的下一次攻击将额外造成[StandardDamage(2,2,540)]点[School()]伤害。

咀嚼可以从后排造成伤害。",136071,4,1,0,0
542,破碎防御,"使你所受到的伤害提高[abs(abilityStateMod( 24, 542 ))]%。",132358,-1,0,530,3
543,潜行,"速度降低30%。
伤害提高150%。",514640,-1,0,320,2
544,加速,"速度提高[abs(abilityStateMod( 25, 544 ))]%。",648208,-1,0,113,2
546,冰霜新星,"该宠物无法被切换。

|cFF0070DD被冰冻|r。",135848,-1,0,95,0
549,GM Trap,,638662,0,0,0,4
562,GM杀死,杀死目标。作弊者。,236363,1,0,0,0
563,迅捷出击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。

该技能总能取得先手。",132301,4,0,0,0
564,潜水,"[StandardAccuracy(2,1)] |cffffffff命中几率|r

下潜，在1轮内无法攻击。

在下一轮中，你发动攻击，造成[StandardDamage(2, 1)]点[School()]伤害。",133151,8,4,0,0
565,遁地,"下潜。
无法攻击。",451165,-1,0,60,0
566,强力球,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

滚向敌人，造成[StandardDamage(1,1)]点[School()]伤害，并使你的速度提高[statechange(1,2)]%。

你每使用一次强力球，你的速度即可持续得到提高。",133836,4,0,0,0
567,突进,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

冲向敌人，造成[StandardDamage(1,1)]点[School()]伤害，并令使用者在下一轮中率先攻击。",132337,7,0,0,0
568,假死,使用者假死，躲避对手的攻击。然后使用者会自动切换至生命值最高的宠物。,132293,7,8,0,2
569,水晶牢笼,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

把目标封印在水晶里，使其昏迷[duration(1,1)]轮。",348537,7,5,0,2
570,魔帚之击,"跳到一把魔法扫帚上，飞向敌人，造成[StandardDamage(1,1)]点[School()]伤害，并有[accuracy(1,3)]%的几率迫使对手转向另一只宠物。",236547,5,0,0,0
571,角击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。

如果使用者比目标快，则目标有[accuracy(1,3)]%的几率被践踏，并失去自己的回合。",135705,7,1,0,0
572,泥石流,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

召唤泥石流，造成[StandardDamage(1,1)]点[School()]伤害，并引发污浊天气，持续[duration(1,2)]轮。

污浊天气会阻止战场上的任何宠物被切换出阵，持续3轮，而且使造成的所有爆击伤害提高[abs(abilityStateMod(314,718))]%。",463566,4,4,0,0
573,自然之触,"为使用者回复[StandardDamage(1,1)]点生命值。",136043,4,3,0,2
574,自然守护,"每轮回复[StandardHealing(1,1,820)]点生命值，持续[duration(1,2)]轮。

在治疗时，你的类型被转换为[School()]。",136094,6,0,0,2
575,光滑冰面,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

射出一道速冻寒冰，造成[StandardDamage(1,1)]点[School()]伤害，并令敌人附近的地面被寒冰覆盖。

冰冻地面会使敌人|cFF0070DD被冰冻|r并使其命中几率下降20%。持续[duration(1,2)]轮。更换宠物后效果仍然存在。",612394,6,0,0,0
576,振作精神,"回复[StandardHealing(1,5)]点生命值，并且每个等级使你的激活宠物的最大生命值提高[points(1,1,577)]点，持续[duration(1,1)]轮。",413589,4,3,0,2
577,身强体健,使你每1级的最大生命值提高5点。,648207,-1,0,376,2
578,宝藏,"挖出一根骨头，最多治疗相当于你自身生命值的[percentage(1,1)]%。",133718,4,3,0,2
579,急攫猛击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，并使你的速度提高50%，持续[duration(1,2)]轮。",250626,4,0,0,0
580,进食昏迷,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

使目标昏睡[duration(1,1)]轮。",309187,4,5,0,2
581,群殴,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

群殴目标，在第一轮造成[FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))]点[School()]伤害，在第二轮造成[FormatDamage(SimpleDamage(2,1)+SimpleDamage(2,2)+SimpleDamage(2,3))]点[School()]伤害，在第三轮造成[FormatDamage(SimpleDamage(3,1)+SimpleDamage(3,2)+SimpleDamage(3,3))]点[School()]伤害。持续[numTurns()] |4轮:轮;。

被群殴击中的对手在[duration(1,4)]轮内受到的伤害提高[abs(abilityStateMod( 24, 542 ))]%。",135996,2,0,0,0
583,强烈,"下一次攻击可享有伤害加成。

每当你造成伤害，该加成即会降低。",648206,-1,0,0,2
584,冬日之魂,"发起寒气冲击，造成[StandardDamage(1,1)]点[School()]伤害。",135833,6,0,0,0
585,节日祝酒,"造成[StandardDamage(1,1)]点[School()]伤害，并使你的速度提高[abs(abilityStateMod(25,161))]%，持续4轮。",574615,0,0,0,0
586,冬幕节的礼物,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

对敌人造成[StandardDamage(1,1)]点[School()]伤害。",133202,5,5,0,0
588,毁灭打击,"向上高飞，在1个回合内无法攻击。

在下一回合，你发动攻击，造成[StandardDamage(2, 1)]点[School()]伤害。",574571,1,4,0,0
589,奥术风暴,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，由所有敌人分摊，并将天气转变为奥术之风，持续[duration(1,2)]轮。如果奥术之风已经激活，则造成额外伤害。

在奥术之风期间，宠物不会陷入昏迷或被定身。",135739,5,3,0,0
590,奥术之风,宠物不会陷入昏迷或被定身。,135739,-1,0,595,2
591,狂野魔法,"对目标的每次攻击造成的伤害最多提高[abs(abilityStateMod(71,591))*AttackBonus()]点。",252267,-1,0,0,3
592,狂野魔法,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

对目标的每次攻击造成的伤害提高[abs(abilityStateMod(71,591))*AttackBonus()]点。

持续[duration(1,1)]轮。",252267,5,0,0,2
593,能量涌动,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

立即造成[StandardDamage(1,1)]点[School()]伤害。随后，使用者必须重新充能2轮。

在充能过程中，你无法做出任何其它动作。",429383,5,5,0,0
594,困倦毒气,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，且有[accuracy(1,3)]%的几率使目标昏睡[duration(1,3)]轮。

每使用1次，伤害即可提高[FormatDamage(10*AttackBonus())]点。最多可造成[FormatDamage(30 *AttackBonus())]点[School()]伤害。",463877,1,1,0,0
595,月火术,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，并将天气变为月光，持续[duration(1,2)]轮。

在月光期间，所有宠物可获得额外25%的治疗效果，魔法技能可造成额外10%的伤害。",136096,5,3,0,0
596,月光,"受到的治疗效果提高25%。

魔法技能额外造成10%伤害。",136057,5,0,181,2
597,翡翠灵气,"使你从每次攻击中受到的伤害降低，最多降低[abs(abilityStateMod(71,823))*AttackBonus()]点伤害。

持续[duration(1,1)]轮。",134104,1,0,0,2
598,翡翠梦境,"进入睡眠状态，首轮回复[StandardHealing(1,1,246)]点生命值，第二轮回复[StandardHealing(2,1,246)]点生命值，第三轮回复[StandardHealing(3,1, 246)]点生命值。

处于翡翠梦境中时，你不能切换宠物。",135745,1,5,0,2
599,翡翠梦境,"正在做梦。
每轮回复越来越多的生命值。",135745,-1,0,78,0
600,时间停止,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

使目标昏迷[duration(1,1)]轮。",136106,5,5,0,2
601,定时炸弹,"在3轮后爆炸，造成[StandardDamage(1,1)]点魔法伤害，并使目标昏迷1轮。",237538,5,0,0,1
602,定时炸弹,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

在敌人的队伍下方布下短时裂隙。

在[duration(1,1)]轮之后，裂隙爆炸，使当前敌方宠物受到[StandardDamage(getProcIndex(PROC_ON_AURA_REMOVED, 601),1,601)]点[School()]伤害，并昏迷[duration(1,2,601)]轮。",237538,5,5,0,0
603,短时增效,"你队伍的攻击力加倍，持续[duration(1,1)]轮。",609811,1,20,0,2
604,极端力量,"你队伍的攻击可造成额外[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 604 ))]%的伤害。",648206,-1,0,0,2
605,源质箭,"在[numTurns()-1]轮后爆炸，对当前敌方宠物造成[StandardDamage(1,1,2372)]点[School()]伤害并使目标昏迷[duration(3,2)]轮。

[StandardAccuracy(3,1)] |cffffffff命中几率|r",575536,1,0,0,0
606,源质箭,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

朝敌人的队伍发射源质箭。

在[duration(1,1)]轮过后，箭会攻击当前敌方宠物，使其受到[StandardDamage(1,1,2372)]点[School()]伤害，并昏迷[duration(3,2,605)]轮。",575536,1,5,0,0
607,大灾变,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

摧毁目标，造成[StandardDamage(1,1)]点[School()]伤害。",409545,1,1,0,0
608,虚空冲击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用喷薄而出的奥术力量冲击敌人，造成[StandardDamage(1,1)]点[School()]伤害。

每次使用都会令伤害提高[FormatDamage(pointsincreaseperuse(1,1)*AttackBonus())]点。最多可造成[FormatDamage(pointsmax(1,1)*AttackBonus())]点[School()]伤害。",237016,5,0,0,0
609,动荡,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。",575534,1,1,0,0
610,上古赐福,"使你每级的最大生命值提高[abs(abilityStateMod(2,610))/100]点。",648207,-1,0,376,2
611,上古赐福,"为使用者治疗[StandardHealing(1,5)]点生命值，并使你当前激活宠物的最大生命值每级提高[points(1,1,610)]点，持续[duration(1,1)]轮。",642418,1,3,0,2
