DisplayName_lang,AlternateVerb_lang,Description_lang,HordeDisplayName_lang,NeutralDisplayName,ID,CategoryID,SpellIconFileID,CanLink,ParentSkillLineID,ParentTierIndex,Flags,SpellBookSpellID,ExpansionNameSharedStringID,HordeExpansionNameSharedStringID
暗影界草药学,,,,,2760,11,4620675,0,182,12,0,0,961,0
暗影界采矿,,,,,2761,11,4620679,0,186,12,0,0,961,0
暗影界剥皮,,,,,2762,11,4620680,0,393,12,0,0,961,0
种族特长 - 黑铁矮人,,种族特长 - 黑铁矮人,,,2773,9,136243,0,0,0,33938,0,0,0
种族特长 - 机械侏儒,,种族特长 - 机械侏儒,,,2774,9,0,0,0,0,33938,0,0,0
种族特长 - 狐人,,种族特长 - 狐人,,,2775,9,0,0,0,0,33938,0,0,0
语言：狐人语,,,,,2776,10,136243,0,0,0,128,0,0,0
灵魂密文,灌魔,噬渊里可以找到新的灵魂密文。,,,2777,11,895888,1,0,0,0,0,0,0
憎恶缝合,缝合者,部件可以从暗影界的怪物身上发现，也可以通过任务获得。,,,2787,11,3675492,0,0,0,0,0,0,0
晋升工艺,制造,可以通过晋升之路获得图纸。,,,2791,11,3054888,0,0,0,0,0,0,0
宠物 - 猛犸象,,,,,2805,7,136243,0,0,0,0,0,0,0
宠物 - 骏马,,,,,2806,7,132248,0,0,0,0,0,0,0
宠物 - 骆驼,,,,,2807,7,132248,0,0,0,0,0,0,0
Racial - Dracthyr,,Racial - Dracthyr,,,2808,9,0,0,0,0,33810,0,0,0
唤魔师,,唤魔师技能。,,,2810,7,4574311,0,0,0,1048,0,0,0
冥殇制作,制作,必须持有铸魂者的工具。,,,2811,11,2578727,0,0,0,0,0,0,0
冒险者,,冒险者基础技能。,,,2816,7,1714097,0,0,0,1050,0,0,0
语言：密文,,,,,2817,12,136243,0,0,0,144,0,0,0
原生体合成,合成,通过在扎雷殁提斯各处发现的图纸来把材料组合起来，从而生成新宠物和坐骑的实例，并添加到你的收藏。,,,2819,11,4287471,1,0,0,0,0,0,0
奥能操控,奥术师,描述,,,2821,11,1041232,1,0,0,0,0,0,0
巨龙群岛锻造,,,,,2822,11,4620670,0,164,13,0,0,962,0
巨龙群岛炼金,,,,,2823,11,4620669,0,171,13,0,0,962,0
巨龙群岛烹饪,,,,,2824,9,4620671,0,185,13,0,0,962,0
巨龙群岛附魔,,,,,2825,11,4620672,0,333,13,0,0,962,0
巨龙群岛钓鱼,,,,,2826,9,4620674,0,356,13,16384,0,962,0
巨龙群岛工程学,,,,,2827,11,4620673,0,202,13,0,0,962,0
巨龙群岛铭文,,,,,2828,11,4620676,0,773,13,0,0,962,0
巨龙群岛珠宝加工,,,,,2829,11,4620677,0,755,13,0,0,962,0
巨龙群岛制皮,,,,,2830,11,4620678,0,165,13,0,0,962,0
巨龙群岛裁缝,,,,,2831,11,4620681,0,197,13,0,0,962,0
巨龙群岛草药学,,,,,2832,11,4620675,0,182,13,0,0,962,0
巨龙群岛采矿,,,,,2833,11,4620679,0,186,13,0,0,962,0
巨龙群岛剥皮,,,,,2834,11,4620680,0,393,13,0,0,962,0
制造,,,,,2846,11,643416,0,98,0,0,0,0,0
海象人渔具,制造,获取和改进伊斯卡拉渔具，可以使用巨龙群岛各地的新鱼点，进行新活动。,,,2847,11,4638460,0,0,0,0,0,0,0
宠物 - 次级龙类,,次级龙类,,,2850,7,797547,0,0,0,0,0,0,0
语言：熊怪语,,,,,2855,10,136243,0,0,0,128,0,0,0
货物原型,货物,发货！,,,2870,11,2915722,1,0,0,0,0,0,0
卡兹阿加炼金,,,,,2871,11,4620669,0,171,14,0,0,989,0
卡兹阿加锻造,,,,,2872,11,4620670,0,164,14,0,0,989,0
卡兹阿加烹饪,,,,,2873,9,4620671,0,185,14,0,0,989,0
卡兹阿加附魔,,,,,2874,11,4620672,0,333,14,0,0,989,0
卡兹阿加工程学,,,,,2875,11,4620673,0,202,14,0,0,989,0
卡兹阿加钓鱼,,,,,2876,9,4620674,0,356,14,16384,0,989,0
卡兹阿加草药学,,,,,2877,11,4620675,0,182,14,0,0,989,0
卡兹阿加铭文,,,,,2878,11,4620676,0,773,14,0,0,989,0
卡兹阿加珠宝加工,,,,,2879,11,4620677,0,755,14,0,0,989,0
卡兹阿加制皮,,,,,2880,11,4620678,0,165,14,0,0,989,0
卡兹阿加采矿,,,,,2881,11,4620679,0,186,14,0,0,989,0
卡兹阿加剥皮,,,,,2882,11,4620680,0,393,14,0,0,989,0
卡兹阿加裁缝,,,,,2883,11,4620681,0,197,14,0,0,989,0
语言：土灵语,,,,,2884,10,136243,0,0,0,128,0,0,0
补给货物,打包,各种物资随时都会有需求，请尽力供货。,,,2886,11,1394946,0,0,0,0,0,0,0
种族特长 - 土灵,,种族特长 - 土灵,,,2895,9,136243,0,0,0,33938,0,0,0
全部 - 战团,,,,,2902,9,0,0,0,0,0,0,0,0
