Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,TempVisibilityPlayerConditionID,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID
寇魔古寺,417,390,0,0,6,0,0,0,0,0,0,0,0
卡桑琅丛林,418,424,6,0,3,0,0,0,0,0,0,0,59
敖骨打废墟,419,418,0,0,5,0,0,0,0,0,0,0,0
敖骨打废墟,420,418,0,0,5,0,0,0,0,0,0,0,0
敖骨打废墟,421,418,0,0,5,0,0,0,0,0,0,0,0
恐惧废土,422,424,6,0,3,0,0,0,0,0,0,0,62
碎银矿脉,423,224,0,0,4,0,0,0,0,0,0,0,0
潘达利亚,424,947,0,0,2,0,0,0,0,0,0,0,657
北郡,425,37,0,0,3,0,0,0,0,0,0,0,0
回音山矿洞,426,37,0,0,5,0,0,0,0,0,0,0,0
寒脊山谷,427,27,0,0,6,0,0,0,0,0,0,0,0
霜鬃洞穴,428,27,0,0,5,0,0,0,0,0,0,0,0
青龙寺,429,371,0,0,4,0,0,0,0,0,0,0,0
青龙寺,430,371,0,0,4,0,0,0,0,0,0,0,0
血色大厅,431,18,0,0,4,0,0,0,0,0,0,0,0
血色大厅,432,18,0,0,4,0,0,0,0,0,0,0,0
雾纱栈道,433,424,6,0,3,0,0,0,0,0,0,0,975
远古之路,434,379,0,0,5,0,0,0,0,0,0,0,0
血色修道院,435,18,0,0,4,0,0,0,0,0,0,0,0
血色修道院,436,18,0,0,4,0,0,0,0,0,0,0,0
残阳关,437,390,0,0,4,0,0,0,0,0,0,0,0
残阳关,438,390,0,0,4,0,0,0,0,0,0,0,0
风暴烈酒酿造厂,439,376,0,0,4,0,0,0,0,0,0,0,0
风暴烈酒酿造厂,440,376,0,0,4,0,0,0,0,0,0,0,0
风暴烈酒酿造厂,441,376,0,0,4,0,0,0,0,0,0,0,0
风暴烈酒酿造厂,442,376,0,0,4,0,0,0,0,0,0,0,0
影踪禅院,443,379,0,0,4,0,0,0,0,0,0,0,0
影踪禅院,444,443,0,0,4,0,0,0,0,0,0,0,0
影踪禅院,445,443,0,0,4,0,0,0,0,0,0,0,0
影踪禅院,446,443,0,0,4,0,0,0,0,0,0,0,0
酝酿风暴,447,371,0,0,6,0,0,0,0,0,0,0,0
翡翠林,448,371,0,0,6,0,0,0,0,0,0,0,0
寇魔古寺,449,390,0,0,6,0,0,0,0,0,0,0,0
盎迦猴岛,450,418,0,0,6,0,0,0,0,0,0,0,0
突袭扎尼维斯,451,422,0,0,6,0,0,0,0,0,0,0,0
酿月祭,452,379,0,0,6,0,0,0,0,0,0,0,0
魔古山宫殿,453,390,0,0,4,0,0,0,0,0,0,0,0
魔古山宫殿,454,390,0,0,4,0,0,0,0,0,0,0,0
魔古山宫殿,455,390,0,0,4,0,0,0,0,0,0,0,0
永春台,456,433,0,0,6,0,0,0,0,0,0,0,0
围攻砮皂寺,457,388,0,0,4,0,0,0,0,0,0,0,0
围攻砮皂寺,458,457,0,0,4,0,0,0,0,0,0,0,0
围攻砮皂寺,459,457,0,0,4,0,0,0,0,0,0,0,0
幽影谷,460,57,6,0,3,0,0,0,0,0,0,0,0
试炼谷,461,1,6,0,3,0,0,0,0,0,0,0,0
纳拉其营地,462,7,6,0,3,0,0,0,0,0,0,0,0
回音群岛,463,1,6,0,3,0,0,0,0,0,0,0,0
恶鳞洞穴,464,1,0,0,5,0,0,0,0,0,0,0,0
丧钟镇,465,18,6,0,3,0,0,0,0,0,0,0,0
夜行蜘蛛洞穴,466,18,0,0,5,0,0,0,0,0,0,0,0
逐日岛,467,94,6,0,3,0,0,0,0,0,0,0,0
埃门谷,468,97,6,0,3,0,0,0,0,0,0,0,0
新工匠镇,469,27,6,0,3,0,0,0,0,0,0,0,0
霜鬃巨魔要塞,470,27,0,0,5,0,0,0,0,0,0,0,0
魔古山宝库,471,390,0,0,4,0,0,0,0,0,0,0,0
魔古山宝库,472,390,0,0,4,0,0,0,0,0,0,0,0
魔古山宝库,473,390,0,0,4,0,0,0,0,0,0,0,0
恐惧之心,474,422,0,0,4,0,0,0,0,0,0,0,0
恐惧之心,475,422,0,0,4,0,0,0,0,0,0,0,0
通灵学院,476,22,0,0,4,0,0,0,0,0,0,0,0
通灵学院,477,22,0,0,4,0,0,0,0,0,0,0,0
通灵学院,478,22,0,0,4,0,0,0,0,0,0,0,0
通灵学院,479,22,0,0,4,0,0,0,0,0,0,0,0
试炼场,480,379,0,0,4,0,0,0,0,0,0,0,0
遗忘之王古墓,481,379,0,0,4,0,0,0,0,0,0,0,0
遗忘之王古墓,482,379,0,0,4,0,0,0,0,0,0,0,0
尘泥沼泽,483,70,0,0,6,0,0,0,0,0,0,0,0
卡桑琅丛林,486,418,0,0,6,0,0,0,0,0,0,0,0
王者的耐心,487,418,0,0,6,0,0,0,0,0,0,0,0
黑暗中的匕首,488,433,0,0,6,0,0,0,0,0,0,0,0
黑暗中的匕首,489,379,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,490,104,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,491,490,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,492,490,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,493,490,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,494,490,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,495,490,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,496,490,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,497,490,0,0,4,0,0,0,0,0,0,0,0
卡桑琅丛林,498,418,0,0,6,0,0,0,0,0,0,0,0
矿道地铁,499,84,0,0,4,0,0,0,0,0,0,0,0
矿道地铁,500,84,0,0,4,0,0,0,0,0,0,0,0
达拉然,501,13,0,0,4,0,0,0,0,0,0,0,0
达拉然,502,13,0,0,4,0,0,0,0,0,0,0,0
搏击竞技场,503,85,0,0,4,0,0,0,0,0,0,0,0
雷神岛,504,424,6,0,3,0,0,0,0,0,0,0,167
闪电矿脉,505,504,0,0,5,0,0,0,0,0,0,0,0
浮华宝库,506,504,0,0,5,0,0,0,0,0,0,0,0
巨兽岛,507,424,6,0,3,0,0,0,0,0,0,0,168
雷电王座,508,504,0,0,4,0,0,0,0,0,0,0,0
雷电王座,509,504,0,0,4,0,0,0,0,0,0,0,0
雷电王座,510,504,0,0,4,0,0,0,0,0,0,0,0
雷电王座,511,504,0,0,4,0,0,0,0,0,0,0,0
雷电王座,512,504,0,0,4,0,0,0,0,0,0,0,0
雷电王座,513,504,0,0,4,0,0,0,0,0,0,0,0
雷电王座,514,504,0,0,4,0,0,0,0,0,0,0,0
雷电王座,515,504,0,0,4,0,0,0,0,0,0,0,0
雷神岛,516,424,2,0,6,0,0,0,0,0,0,0,0
闪电矿脉,517,516,0,0,5,0,0,0,0,0,0,0,0
雷电堡,518,504,0,0,4,0,0,0,0,0,0,0,0
深风峡谷,519,376,0,0,6,0,0,0,0,0,0,0,0
锦绣谷,520,390,0,0,6,0,0,0,0,0,0,0,0
锦绣谷,521,390,0,0,4,0,0,0,0,0,0,0,0
怒焰之谜,522,85,0,0,4,0,0,0,0,0,0,0,0
丹莫罗,523,27,0,0,6,0,0,0,0,0,0,0,0
公海激战,524,12,0,0,6,0,0,0,0,0,0,0,0
霜火岭,525,572,6,0,3,0,0,0,0,0,0,0,64
图格尔的巢穴,526,525,0,0,5,0,0,0,0,0,0,0,0
图格尔的巢穴,527,525,0,0,5,0,0,0,0,0,0,0,0
图格尔的巢穴,528,525,0,0,5,0,0,0,0,0,0,0,0
图格尔的巢穴,529,525,0,0,5,0,0,0,0,0,0,0,0
格罗姆加尔,530,525,0,0,5,0,0,0,0,0,0,0,0
格鲁洛克岩洞,531,525,0,0,5,0,0,0,0,0,0,0,0
格鲁洛克岩洞,532,525,0,0,5,0,0,0,0,0,0,0,0
飘雪秘境,533,525,0,0,5,0,0,0,0,0,0,0,0
塔纳安丛林,534,572,6,0,3,0,0,0,0,0,0,0,176
塔拉多,535,572,6,0,3,0,0,0,0,0,0,0,66
圣光之墓,536,535,0,0,5,0,0,0,0,0,0,0,0
幽魂陵墓,537,535,0,0,5,0,0,0,0,0,0,0,0
被破坏的埋骨地,538,535,0,0,5,0,0,0,0,0,0,0,0
影月谷,539,572,6,0,3,0,0,0,0,0,0,0,63
血棘洞穴,540,539,0,0,5,0,0,0,0,0,0,0,0
秘密巢穴,541,539,0,0,5,0,0,0,0,0,0,0,0
阿兰卡峰林,542,572,6,0,3,0,0,0,0,0,0,0,67
戈尔隆德,543,572,6,0,3,0,0,0,0,0,0,0,65
茉艾拉堡垒,544,543,0,0,5,0,0,0,0,0,0,0,0
茉艾拉堡垒,545,543,0,0,5,0,0,0,0,0,0,0,0
狂怒裂隙,546,543,0,0,5,0,0,0,0,0,0,0,0
狂怒裂隙,547,543,0,0,5,0,0,0,0,0,0,0,0
羽颈之釜,548,543,0,0,5,0,0,0,0,0,0,0,0
羽颈之釜,549,543,0,0,5,0,0,0,0,0,0,0,0
纳格兰,550,572,6,0,3,0,0,0,0,0,0,0,68
剑圣洞穴,551,550,0,0,5,0,0,0,0,0,0,0,0
岩壁峡谷,552,550,0,0,5,0,0,0,0,0,0,0,0
沃舒古,553,550,0,0,5,0,0,0,0,0,0,0,0
永恒岛,554,424,6,0,3,0,0,0,0,0,0,0,169
孤魂岩洞,555,554,0,0,5,0,0,0,0,0,0,0,0
决战奥格瑞玛,556,390,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,557,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,558,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,559,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,560,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,561,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,562,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,563,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,564,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,565,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,566,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,567,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,568,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,569,556,0,0,4,0,0,0,0,0,0,0,0
决战奥格瑞玛,570,556,0,0,4,0,0,0,0,0,0,0,0
天神比武大会,571,554,0,0,6,0,0,0,0,0,0,0,0
德拉诺,572,946,0,0,2,0,0,0,0,0,0,0,828
血槌炉渣矿井,573,525,0,0,4,0,0,0,0,0,0,0,0
影月墓地,574,539,0,0,4,0,0,0,0,0,0,0,0
影月墓地,575,539,0,0,4,0,0,0,0,0,0,0,0
影月墓地,576,539,0,0,4,0,0,0,0,0,0,0,0
塔纳安丛林,577,572,0,0,6,0,0,0,0,0,0,0,0
幽影大厅,578,577,0,0,5,0,0,0,0,0,0,0,0
坠月挖掘场,579,582,0,0,5,0,0,0,0,0,0,0,0
坠月挖掘场,580,582,0,0,5,0,0,0,0,0,0,0,0
坠月挖掘场,581,582,0,0,5,0,0,0,0,0,0,0,0
坠落之月,582,539,13,0,6,0,0,0,64895,0,0,0,0
霜壁矿井,585,590,0,0,5,0,0,0,0,0,0,0,0
霜壁矿井,586,590,0,0,5,0,0,0,0,0,0,0,0
霜壁矿井,587,590,0,0,5,0,0,0,0,0,0,0,0
阿什兰,588,572,0,0,3,0,0,0,0,0,0,0,0
阿什兰矿洞,589,588,0,0,5,0,0,0,0,0,0,0,0
霜寒晶壁,590,525,13,0,6,0,0,0,64896,0,0,0,0
奥金顿,593,535,0,0,4,0,0,0,0,0,0,0,0
沙塔斯城,594,572,4096,0,6,0,0,0,0,0,0,0,0
钢铁码头,595,543,0,0,4,0,0,0,0,0,0,0,0
黑石铸造厂,596,543,0,0,4,0,0,0,0,0,0,0,0
黑石铸造厂,597,543,0,0,4,0,0,0,0,0,0,0,0
黑石铸造厂,598,543,0,0,4,0,0,0,0,0,0,0,0
黑石铸造厂,599,543,0,0,4,0,0,0,0,0,0,0,0
黑石铸造厂,600,543,0,0,4,0,0,0,0,0,0,0,0
通天峰,601,542,0,0,4,0,0,0,0,0,0,0,0
通天峰,602,542,0,0,4,0,0,0,0,0,0,0,0
恐轨车站,606,543,0,0,4,0,0,0,0,0,0,0,0
恐轨车站,607,543,0,0,4,0,0,0,0,0,0,0,0
恐轨车站,608,543,0,0,4,0,0,0,0,0,0,0,0
恐轨车站,609,543,0,0,4,0,0,0,0,0,0,0,0
悬槌堡,610,550,0,0,4,0,0,0,0,0,0,0,0
悬槌堡,611,610,0,0,4,0,0,0,0,0,0,0,0
悬槌堡,612,610,0,0,4,0,0,0,0,0,0,0,0
悬槌堡,613,610,0,0,4,0,0,0,0,0,0,0,0
悬槌堡,614,610,0,0,4,0,0,0,0,0,0,0,0
悬槌堡,615,610,0,0,4,0,0,0,0,0,0,0,0
黑石塔上层,616,36,0,0,4,0,0,0,0,0,0,0,0
黑石塔上层,617,36,0,0,4,0,0,0,0,0,0,0,0
黑石塔上层,618,36,0,0,4,0,0,0,0,0,0,0,0
破碎群岛,619,947,0,0,2,0,1,0,0,0,0,0,829
永茂林地,620,543,0,0,4,0,0,0,0,0,0,0,0
永茂林地,621,620,0,0,4,0,0,0,0,0,0,0,0
风暴之盾,622,588,0,0,6,0,0,0,0,0,0,0,0
希尔斯布莱德丘陵（南海镇VS塔伦米尔）,623,25,0,0,6,0,0,0,0,0,0,0,0
战争之矛,624,588,0,0,6,0,0,0,0,0,0,0,0
达拉然,626,619,0,0,4,0,0,0,0,0,0,0,0
达拉然,627,619,32768,0,4,4,0,0,0,0,0,0,0
达拉然,628,619,0,0,4,0,0,0,0,0,0,0,0
达拉然,629,619,0,0,4,0,0,0,0,0,0,0,0
阿苏纳,630,619,6,0,3,4,1,0,0,0,0,0,331
纳萨拉斯学院,631,630,0,0,5,0,0,0,0,0,0,0,0
欧逊努斯海窟,632,630,0,0,5,0,0,0,0,0,0,0,0
千光神殿,633,630,0,0,5,0,0,0,0,0,0,0,0
风暴峡湾,634,619,6,0,3,4,1,0,0,0,0,0,334
盾憩岛,635,634,0,0,5,0,0,0,0,0,0,0,0
风鳞洞穴,636,634,0,0,5,0,0,0,0,0,0,0,0
托林尼尔避难所,637,634,0,0,5,0,0,0,0,0,0,0,0
托林尼尔避难所,638,634,0,0,5,0,0,0,0,0,0,0,0
阿格拉玛的宝库,639,634,0,0,5,0,0,0,0,0,0,0,0
艾尔的宝库,640,634,0,0,5,0,0,0,0,0,0,0,0
瓦尔莎拉,641,619,6,0,3,4,1,0,0,0,0,0,332
黑暗围栏,642,641,0,0,5,0,0,0,0,0,0,0,0
沉眠者地穴,643,641,0,0,5,0,0,0,0,0,0,0,0
沉眠者地穴,644,641,0,0,5,0,0,0,0,0,0,0,0
扭曲虚空,645,619,0,0,6,0,5,0,0,0,0,0,0
破碎海滩,646,619,6,0,3,4,1,0,0,0,0,0,336
阿彻鲁斯：黑锋要塞,647,619,0,0,5,0,0,0,0,0,0,0,0
阿彻鲁斯：黑锋要塞,648,619,0,0,5,0,0,0,0,0,0,0,0
冥狱深渊,649,634,0,0,6,0,0,0,0,0,0,0,0
至高岭,650,619,6,0,3,4,1,0,0,0,0,0,333
啮岩孤地,651,650,0,0,5,0,0,0,0,0,0,0,0
雷霆图腾,652,650,0,0,5,0,0,0,0,0,0,0,0
血炼洞穴,653,650,0,0,5,0,0,0,0,0,0,0,0
泥吻巢穴,654,650,0,0,5,0,0,0,0,0,0,0,0
生命之泉洞穴,655,650,0,0,5,0,0,0,0,0,0,0,0
生命之泉洞穴,656,650,0,0,5,0,0,0,0,0,0,0,0
胡恩之路,657,650,0,0,5,0,0,0,0,0,0,0,0
胡恩之路,658,650,0,0,5,0,0,0,0,0,0,0,0
黯石岩洞,659,650,0,0,5,0,0,0,0,0,0,0,0
邪能图腾洞穴,660,650,0,0,5,0,0,0,0,0,0,0,0
地狱火堡垒,661,534,0,0,4,0,0,0,0,0,0,0,0
地狱火堡垒,662,661,0,0,4,0,0,0,0,0,0,0,0
地狱火堡垒,663,661,0,0,4,0,0,0,0,0,0,0,0
地狱火堡垒,664,661,0,0,4,0,0,0,0,0,0,0,0
地狱火堡垒,665,661,0,0,4,0,0,0,0,0,0,0,0
地狱火堡垒,666,661,0,0,4,0,0,0,0,0,0,0,0
地狱火堡垒,667,661,0,0,4,0,0,0,0,0,0,0,0
地狱火堡垒,668,661,0,0,4,0,0,0,0,0,0,0,0
地狱火堡垒,669,661,0,0,4,0,0,0,0,0,0,0,0
地狱火堡垒,670,661,0,0,4,0,0,0,0,0,0,0,0
纳沙尔海湾,671,619,0,0,6,0,0,0,0,0,0,0,0
破碎深渊马顿,672,619,0,0,6,0,0,0,0,0,0,0,699
神秘之洞,673,672,0,0,5,0,0,0,0,0,0,0,0
灵魂引擎,674,672,0,0,5,0,0,0,0,0,0,0,0
灵魂引擎,675,672,0,0,5,0,0,0,0,0,0,0,0
破碎海滩,676,619,2,0,6,0,0,0,0,0,0,0,0
守望者地窟,677,630,64,0,4,0,0,0,0,0,0,0,0
守望者地窟,678,630,64,0,4,0,0,0,0,0,0,0,0
守望者地窟,679,630,64,0,4,0,0,0,0,0,0,0,0
苏拉玛,680,619,6,0,3,4,3,0,0,0,0,0,335
魔法回廊地窟,681,680,0,0,5,0,0,0,0,0,0,0,0
邪魂堡垒,682,680,0,0,5,0,0,0,0,0,0,0,0
魔法回廊地窟,683,680,0,0,5,0,0,0,0,0,0,0,0
破碎轨迹,684,680,0,0,5,0,0,0,0,0,0,0,0
破碎轨迹,685,680,0,0,5,0,0,0,0,0,0,0,0
艾洛珊,686,680,0,0,5,0,0,0,0,0,0,0,0
凯尔巴洛,687,680,0,0,5,0,0,0,0,0,0,0,0
安诺拉魔网节点,688,680,0,0,5,0,0,0,0,0,0,0,0
月落魔网节点,689,680,0,0,5,0,0,0,0,0,0,0,0
安瑟纳尔魔网节点,690,680,0,0,5,0,0,0,0,0,0,0,0
奈耶尔的工作室,691,680,0,0,5,0,0,0,0,0,0,0,0
法兰纳尔回廊,692,680,0,0,5,0,0,0,0,0,0,0,0
法兰纳尔回廊,693,680,0,0,5,0,0,0,0,0,0,0,0
冥口浅湾,694,619,4130,0,6,0,0,0,0,0,0,0,0
苍穹要塞,695,619,64,0,4,0,0,0,0,0,0,0,0
风暴峡湾,696,619,0,0,6,0,0,0,0,0,0,0,334
艾萨拉,697,76,0,0,6,0,0,0,0,0,0,0,0
冰冠堡垒,698,118,64,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,699,118,64,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,700,118,64,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,701,118,64,0,4,0,0,0,0,0,0,0,0
虚空之光神殿,702,619,64,0,4,0,0,0,0,0,0,0,0
英灵殿,703,634,64,0,4,0,5,0,0,0,0,0,0
英灵殿,704,703,64,0,4,0,0,0,0,0,0,0,0
英灵殿,705,703,64,0,4,0,0,0,0,0,0,0,0
冥口峭壁,706,634,64,0,4,0,5,0,0,0,0,0,0
冥口峭壁,707,706,64,0,4,0,0,0,0,0,0,0,0
冥口峭壁,708,706,64,0,4,0,0,0,0,0,0,0,0
迷踪岛,709,619,0,0,6,0,0,0,0,0,0,0,80
守望者地窟,710,630,64,0,4,0,0,0,0,0,0,0,0
守望者地窟,711,630,64,0,4,0,0,0,0,0,0,0,0
守望者地窟,712,630,64,0,4,0,0,0,0,0,0,0,0
艾萨拉之眼,713,630,64,0,6,0,5,0,0,0,0,0,0
尼斯卡拉,714,619,0,0,6,0,0,0,0,0,0,0,0
翡翠梦境之路,715,747,0,0,6,0,0,0,0,0,0,0,0
天空之墙,716,249,64,0,4,0,0,0,0,0,0,0,0
恐痕裂隙,717,619,0,0,6,0,0,0,0,0,0,0,0
恐痕裂隙,718,619,0,0,6,0,0,0,0,0,0,0,0
破碎深渊马顿,719,619,64,0,4,0,0,0,0,0,0,0,0
破碎深渊马顿,720,719,64,0,4,0,0,0,0,0,0,0,0
破碎深渊马顿,721,719,64,0,4,0,0,0,0,0,0,0,0
紫罗兰监狱,723,627,64,0,4,0,0,0,0,0,0,0,0
大漩涡,725,948,0,0,6,0,0,0,0,0,0,0,0
大漩涡,726,619,0,0,6,0,0,0,0,0,0,0,54
永春台,728,433,0,0,6,0,0,0,0,0,0,0,0
碎岩之渊,729,207,0,0,5,0,0,0,0,0,0,0,0
奈萨里奥的巢穴,731,650,64,0,6,0,5,0,0,0,0,0,0
紫罗兰监狱,732,627,64,0,4,0,0,0,0,0,0,0,0
黑心林地,733,641,64,0,6,0,5,0,0,0,0,0,0
守护者圣殿,734,627,64,0,4,0,0,0,0,0,0,0,0
守护者圣殿,735,627,64,0,4,0,0,0,0,0,0,0,0
彼岸,736,114,64,0,4,0,0,0,0,0,0,0,0
旋云之巅,737,249,64,0,4,0,0,0,0,0,0,0,0
火焰之地,738,198,0,0,6,0,0,0,0,0,0,0,0
神射手营地,739,650,0,0,3,4,0,0,42890,0,0,0,0
影血堡垒,740,619,64,0,4,0,0,0,0,0,0,0,0
影血堡垒,741,619,64,0,4,0,0,0,0,0,0,0,0
深渊之喉,742,204,64,0,4,0,0,0,0,0,0,0,0
深渊之喉,743,204,64,0,4,0,0,0,0,0,0,0,0
奥杜尔,744,120,64,0,4,0,0,0,0,0,0,0,0
奥杜尔,745,120,64,0,4,0,0,0,0,0,0,0,0
奥杜尔,746,120,64,0,4,0,0,0,0,0,0,0,0
梦境林地,747,641,0,0,6,0,0,0,35351,0,0,0,0
尼斯卡拉,748,619,0,0,6,0,0,0,0,0,0,0,0
魔法回廊,749,680,64,0,4,0,0,0,0,0,0,0,0
雷霆图腾,750,650,0,0,6,0,0,0,0,0,0,0,0
黑鸦堡垒,751,641,64,0,4,0,0,0,0,0,0,0,0
黑鸦堡垒,752,641,64,0,4,0,0,0,0,0,0,0,0
黑鸦堡垒,753,641,64,0,4,0,0,0,0,0,0,0,0
黑鸦堡垒,754,641,64,0,4,0,0,0,0,0,0,0,0
黑鸦堡垒,755,641,64,0,4,0,0,0,0,0,0,0,0
黑鸦堡垒,756,641,64,0,4,0,0,0,0,0,0,0,0
乌索克之巢,757,116,0,0,6,0,0,0,0,0,0,0,0
薄暮岛礁,758,641,0,0,6,0,0,0,0,0,0,0,0
黑暗神殿,759,104,64,0,4,0,0,0,0,0,0,0,0
玛洛恩的梦魇,760,198,0,0,6,0,0,0,0,0,0,0,0
群星庭院,761,680,64,0,4,0,5,0,0,0,0,0,0
群星庭院,762,761,64,0,4,0,0,0,0,0,0,0,0
群星庭院,763,761,64,0,4,0,0,0,0,0,0,0,0
暗夜要塞,764,680,64,0,4,0,0,0,0,0,0,0,0
暗夜要塞,765,680,64,0,4,0,0,0,0,0,0,0,0
暗夜要塞,766,680,64,0,4,0,0,0,0,0,0,0,0
暗夜要塞,767,680,64,0,4,0,0,0,0,0,0,0,0
暗夜要塞,768,680,64,0,4,0,0,0,0,0,0,0,0
暗夜要塞,769,680,64,0,4,0,0,0,0,0,0,0,0
暗夜要塞,770,680,64,0,4,0,0,0,0,0,0,0,0
暗夜要塞,771,680,64,0,4,0,0,0,0,0,0,0,0
暗夜要塞,772,680,64,0,4,0,0,0,0,0,0,0,0
托尔巴拉德,773,13,0,0,6,0,0,0,0,0,0,0,0
托尔巴拉德,774,244,64,0,4,0,0,0,0,0,0,0,0
埃索达,775,12,0,0,6,0,0,0,0,0,0,0,0
秘蓝岛,776,12,2,0,6,0,0,0,0,0,0,0,0
翡翠梦魇,777,641,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,778,641,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,779,641,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,780,641,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,781,641,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,782,12,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,783,13,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,784,13,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,785,12,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,786,641,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,787,641,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,788,641,64,0,4,0,0,0,0,0,0,0,0
翡翠梦魇,789,641,64,0,4,0,0,0,0,0,0,0,0
艾萨拉之眼,790,619,6,0,3,4,1,0,0,0,0,0,484
青龙寺,791,371,64,0,4,0,0,0,0,0,0,0,0
青龙寺,792,371,64,0,4,0,0,0,0,0,0,0,0
黑鸦堡垒,793,641,0,0,6,0,0,0,0,0,0,0,0
卡拉赞,794,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,795,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,796,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,797,42,64,0,4,0,0,0,0,0,0,0,0
魔法回廊,798,680,64,0,4,0,0,0,0,0,0,0,0
魔环,799,114,0,0,6,0,0,0,0,0,0,0,0
魔环,800,114,64,0,4,0,0,0,0,0,0,0,0
魔环,801,114,64,0,4,0,0,0,0,0,0,0,0
魔环,802,114,64,0,4,0,0,0,0,0,0,0,0
魔环,803,114,64,0,4,0,0,0,0,0,0,0,0
血色修道院,804,18,64,0,4,0,0,0,0,0,0,0,0
血色修道院,805,18,64,0,4,0,0,0,0,0,0,0,0
勇气试炼,806,634,64,0,4,0,0,0,0,0,0,0,0
勇气试炼,807,806,64,0,4,0,0,0,0,0,0,0,0
勇气试炼,808,806,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,809,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,810,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,811,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,812,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,813,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,814,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,815,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,816,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,817,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,818,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,819,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,820,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,821,42,64,0,4,0,0,0,0,0,0,0,0
卡拉赞,822,42,64,0,4,0,0,0,0,0,0,0,0
萨隆矿坑,823,118,0,0,6,0,0,0,0,0,0,0,0
岛屿,824,947,0,0,6,0,0,0,0,0,0,0,0
哀嚎洞穴,825,10,64,0,4,0,0,0,0,0,0,0,0
鲜血图腾洞穴,826,650,64,0,4,0,0,0,0,0,0,0,0
斯坦索姆,827,22,64,0,4,0,0,0,0,0,0,0,0
永恒之眼,828,114,64,0,4,0,0,0,0,0,0,0,0
英灵殿,829,634,64,0,4,0,0,0,0,0,0,0,0
克罗库恩,830,905,6,0,3,4,1,0,0,0,0,0,337
维迪卡尔,831,830,0,0,5,0,0,0,0,0,0,0,0
维迪卡尔,832,830,0,0,5,0,0,0,0,0,0,0,0
纳斯拉克斯之塔,833,830,0,0,5,0,0,0,0,0,0,0,0
寒脊山谷,834,27,0,0,6,0,0,0,0,0,0,0,0
死亡矿井,835,52,64,0,4,0,0,0,0,0,0,0,0
死亡矿井,836,52,64,0,4,0,0,0,0,0,0,0,0
