ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
368,每$t@effectindex秒对施法者周围$A@effectindex码内的所有敌人造成$s@effectindex点冰霜伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点冰霜伤害。,6,3,1,7,16,50,50
369,每$t@effectindex秒对施法者周围$A@effectindex码内的所有敌人造成$s@effectindex点奥术伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点奥术伤害。,6,3,1,7,64,50,50
370,每$t@effectindex秒对施法者周围$A@effectindex码内的所有敌人造成$s@effectindex点混乱伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点混乱伤害。,6,3,1,7,127,50,50
371,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点混乱伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点混乱伤害。,6,3,1,5,127,50,50
372,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点奥术伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点奥术伤害。,6,3,1,5,64,50,50
373,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点冰霜伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点冰霜伤害。,6,3,1,5,16,50,50
374,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点自然伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点自然伤害。,6,3,1,5,8,50,50
375,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点火焰伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点火焰伤害。,6,3,1,5,4,50,50
376,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点神圣伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点神圣伤害。,6,3,1,5,2,50,50
377,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点物理伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点物理伤害。,6,3,1,5,1,50,50
378,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点暗影伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影伤害。,6,3,1,5,32,50,50
379,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点暗影伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影伤害。,6,3,1,9,32,50,50
380,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点物理伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点物理伤害。,6,3,1,9,1,50,50
381,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点神圣伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点神圣伤害。,6,3,1,9,2,50,50
382,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点火焰伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点火焰伤害。,6,3,1,9,4,50,50
383,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点自然伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点自然伤害。,6,3,1,9,8,50,50
384,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点冰霜伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点冰霜伤害。,6,3,1,9,16,50,50
385,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点奥术伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点奥术伤害。,6,3,1,9,64,50,50
386,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点混乱伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点混乱伤害。,6,3,1,9,127,50,50
387,使施法者周围$A@effectindex码内的敌人迷惑$d。,被迷惑。,6,5,0,7,0,0,0
388,每$t@effectindex秒对$A@effectindex码范围内的所有敌人造成一次物理伤害。持续$d。,每$t@effectindex秒受到一次物理伤害。,6,70,1,7,1,50,50
389,每$t@effectindex秒对$A@effectindex码范围内的所有敌人造成一次神圣伤害。持续$d。,每$t@effectindex秒受到一次神圣伤害。,6,70,1,7,2,50,50
390,每$t@effectindex秒对$A@effectindex码范围内的所有敌人造成一次火焰伤害。持续$d。,每$t@effectindex秒受到一次火焰伤害。,6,70,1,7,4,50,50
395,每$t@effectindex秒对$A@effectindex码范围内的所有敌人造成一次冰霜伤害。持续$d。,每$t@effectindex秒受到一次冰霜伤害。,6,70,1,7,16,50,50
396,每$t@effectindex秒对$A@effectindex码范围内的所有敌人造成一次奥术伤害。持续$d。,每$t@effectindex秒受到一次奥术伤害。,6,70,1,7,64,50,50
397,击退施法者前方的所有敌人。,,144,0,1,9,0,0,0
398,击退施法者周围$A@effectindex码内的所有敌人。,,144,0,1,7,0,0,0
399,击退冲击点周围$A@effectindex码内的所有敌人。,,144,0,1,5,0,0,0
400,击退一名敌人。,,144,0,1,3,0,0,0
401,击退一名敌人。,,144,0,1,1,0,0,0
402,击退施法者前方的所有敌人。,,138,0,1,9,0,0,0
403,击退施法者周围$A@effectindex码内的所有敌人。,,138,0,1,7,0,0,0
404,击退冲击点周围$A@effectindex码内的所有敌人。,,138,0,1,5,0,0,0
405,击退一名敌人。,,138,0,1,3,0,0,0
406,击退一名敌人。,,138,0,1,1,0,0,0
407,恐惧目标，持续$d。,被恐惧。,6,7,0,3,0,0,0
408,使冲击点周围$A@effectindex码的敌人陷入恐惧，持续$d。,被恐惧。,6,7,0,5,0,0,0
409,使施法者周围$A@effectindex码的敌人陷入恐惧，持续$d。,被恐惧。,6,7,0,7,0,0,0
410,使施法者前方所有敌人陷入恐惧，持续$d。,被恐惧。,6,7,0,9,0,0,0
411,使一名敌人受到的火焰伤害提高$s@effectindex%，持续$d。,受到的火焰伤害提高$s@effectindex%。,6,87,1,1,4,0,0
412,使一名敌人受到的物理伤害提高$s@effectindex%，持续$d。,受到的物理伤害提高$s@effectindex%。,6,87,1,1,1,0,0
413,使一名敌人受到的神圣伤害提高$s@effectindex%，持续$d。,受到的神圣伤害提高$s@effectindex%。,6,87,1,1,2,0,0
414,使一名敌人受到的冰霜伤害提高$s@effectindex%，持续$d。,受到的冰霜伤害提高$s@effectindex%。,6,87,1,1,16,0,0
415,使一名敌人受到的暗影伤害提高$s@effectindex%，持续$d。,受到的暗影伤害提高$s@effectindex%。,6,87,1,1,32,0,0
416,使一名敌人受到的奥术伤害提高$s@effectindex%，持续$d。,受到的奥术伤害提高$s@effectindex%。,6,87,1,1,64,0,0
417,使一名敌人受到的自然伤害提高$s@effectindex%，持续$d。,受到的自然伤害提高$s@effectindex%。,6,87,1,1,8,0,0
418,使一名敌人受到的伤害提高$s@effectindex%，持续$d。,受到的伤害提高$s@effectindex%。,6,87,1,1,127,0,0
419,使目标的最大生命值降低$s@effectindex%，持续$d。,最大生命值降低$s@effectindex%。,6,133,2,3,0,0,0
420,使施法者前方所有敌人的最大生命值降低$s@effectindex%，持续$d。,最大生命值降低$s@effectindex%。,6,133,2,9,0,0,0
421,使施法者周围$A@effectindex码内所有敌人的最大生命值降低$s@effectindex%，持续$d。,最大生命值降低$s@effectindex%。,6,133,2,7,0,0,0
422,使冲击点周围$A@effectindex码内所有敌人的最大生命值降低$s@effectindex%，持续$d。,最大生命值降低$s@effectindex%。,6,133,2,5,0,0,0
423,使冲击点周围$A@effectindex码内所有敌人的攻击速度降低$s@effectindex%，持续$d。,攻击速度降低$s@effectindex%。,6,138,2,5,0,0,0
424,使施法者周围$A@effectindex码内所有敌人的攻击速度降低$s@effectindex%，持续$d。,攻击速度降低$s@effectindex%。,6,138,2,7,0,0,0
425,使施法者前方所有敌人的攻击速度降低$s@effectindex%，持续$d。,攻击速度降低$s@effectindex%。,6,138,2,9,0,0,0
426,使目标的攻击速度降低$s@effectindex%，持续$d。,攻击速度降低$s@effectindex%。,6,138,2,3,0,0,0
427,对施法者前方锥形区域内的所有敌人造成奥术伤害。,,165,0,1,9,64,50,50
428,对施法者前方锥形区域中的所有敌人造成冰霜伤害。,,165,0,1,9,16,50,50
429,对施法者前方锥形区域内的所有敌人造成自然伤害。,,165,0,1,9,8,50,50
430,对施法者前方锥形区域中的所有敌人造成火焰伤害。,,165,0,1,9,4,50,50
431,对施法者前方锥形范围内的所有敌人造成神圣伤害。,,165,0,1,9,2,50,50
432,对施法者前方锥形区域内的所有敌人造成物理伤害。,,165,0,1,9,1,50,50
435,对$A@effectindex码内的敌人造成$s@effectindex点暗影烈焰伤害。,,2,0,1,7,36,50,50
436,对冲击点周围$A@effectindex码内的敌人造成$s@effectindex点暗影烈焰伤害。,,2,0,1,5,36,50,50
437,对一名敌人造成$s@effectindex点暗影烈焰伤害。,,2,0,1,3,36,50,50
438,每$t@effectindex秒对一名敌人造成$s@effectindex点暗影烈焰伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影烈焰伤害。,6,3,1,3,36,50,50
439,每$t@effectindex秒对一名敌人造成$s@effectindex点暗影烈焰伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影烈焰伤害。,6,3,1,1,36,50,50
440,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点暗影烈焰伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影烈焰伤害。,6,3,1,5,36,50,50
441,每$t@effectindex秒对施法者周围$A@effectindex码内的所有敌人造成$s@effectindex点暗影烈焰伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影烈焰伤害。,6,3,1,7,36,50,50
442,对施法者前方的所有敌人造成$s@effectindex点暗影烈焰伤害。,,2,0,1,9,36,50,50
443,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点暗影烈焰伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影烈焰伤害。,6,3,1,9,36,50,50
444,用护盾围绕目标，持续$d，吸收最多$s@effectindex点暗影伤害。,吸收$s@effectindex点暗影伤害。,6,69,1,3,32,0,0
445,用护盾围绕目标，持续$d，吸收最多$s@effectindex点物理伤害。,吸收$s@effectindex点物理伤害。,6,69,1,3,1,0,0
446,用护盾围绕目标，持续$d，吸收最多$s@effectindex点任何伤害。,吸收$s@effectindex点伤害。,6,69,1,3,127,0,0
447,用护盾围绕目标，持续$d，吸收最多$s@effectindex点自然伤害。,吸收$s@effectindex点自然伤害。,6,69,1,3,8,0,0
448,用护盾围绕目标，持续$d，吸收最多$s@effectindex点神圣伤害。,吸收$s@effectindex点神圣伤害。,6,69,1,3,2,0,0
449,用护盾围绕目标，持续$d，吸收最多$s@effectindex点冰霜伤害。,吸收$s@effectindex点冰霜伤害。,6,69,1,3,16,0,0
450,用护盾围绕目标，持续$d，吸收最多$s@effectindex点火焰伤害。,吸收$s@effectindex点火焰伤害。,6,69,1,3,4,0,0
451,用护盾围绕目标，持续$d，吸收最多$s@effectindex点奥术伤害。,吸收$s@effectindex点奥术伤害。,6,69,1,3,64,0,0
452,使施法者的攻击速度提高$s@effectindex%，持续$d。,攻击速度提高$s@effectindex%。,6,138,1,1,0,10,0
460,使施法者及其周围$A@effectindex码内的所有盟友恢复$s@effectindex%的最大生命值。,,136,0,1,6,0,0,0
461,使施法者及其周围$A@effectindex码内的所有盟友恢复$s@effectindex%的最大生命值。,,136,0,1,4,0,0,0
462,每$t@effectindex秒将施法者的生命值转移给目标。,每$t@effectindex秒转移一次生命值。,6,62,1,2,0,0,0
464,使施法者造成的火焰伤害提高$s@effectindex%。,造成的火焰伤害提高$s@effectindex%。,6,79,1,1,4,30,30
465,使施法者造成的神圣伤害提高$s@effectindex%。,造成的神圣伤害提高$s@effectindex%。,6,79,1,1,2,30,30
466,使施法者造成的自然伤害提高$s@effectindex%。,造成的自然伤害提高$s@effectindex%。,6,79,1,1,8,30,30
467,使施法者造成的冰霜伤害提高$s@effectindex%。,造成的冰霜伤害提高$s@effectindex%。,6,79,1,1,16,30,30
468,使施法者造成的暗影伤害提高$s@effectindex%。,造成的暗影伤害提高$s@effectindex%。,6,79,1,1,32,30,30
469,使施法者造成的奥术伤害提高$s@effectindex%。,造成的奥术伤害提高$s@effectindex%。,6,79,1,1,64,30,30
470,使一名敌人受到的治疗降低$s@effectindex%，持续$d。,受到的治疗降低$s@effectindex%。,6,118,2,3,127,0,0
471,使一名敌人造成的奥术伤害降低$s@effectindex%。,造成的奥术伤害降低$s@effectindex%。,6,79,2,3,64,20,20
472,使一名敌人造成的暗影伤害降低$s@effectindex%。,造成的暗影伤害降低$s@effectindex%。,6,79,2,3,32,20,20
473,使一名敌人造成的冰霜伤害降低$s@effectindex%。,造成的冰霜伤害降低$s@effectindex%。,6,79,2,3,16,20,20
474,使一名敌人造成的自然伤害降低$s@effectindex%。,造成的自然伤害降低$s@effectindex%。,6,79,2,3,8,20,20
475,使一名敌人造成的火焰伤害降低$s@effectindex%。,造成的火焰伤害降低$s@effectindex%。,6,79,2,3,4,20,20
476,使一名敌人造成的神圣伤害降低$s@effectindex%。,造成的神圣伤害降低$s@effectindex%。,6,79,2,3,2,20,20
477,使一名敌人造成的物理伤害降低$s@effectindex%。,造成的物理伤害降低$s@effectindex%。,6,79,2,3,1,20,20
478,使施法者造成的物理伤害提高$s@effectindex%。,造成的物理伤害提高$s@effectindex%。,6,79,1,1,1,30,30
479,使施法者昏迷，无法移动或攻击，持续$d。,昏迷。,6,12,0,1,0,0,0
480,使施法者前方锥形范围内的所有敌人受到的治疗降低$s@effectindex%，持续$d。,受到的治疗降低$s@effectindex%。,6,118,2,9,32,0,0
481,使目标的移动速度降低$s@effectindex%，持续$d。,移动速度降低$s@effectindex%。,6,33,2,1,0,0,0
482,躲闪攻击的几率提高$s@effectindex%，持续$d。,躲闪几率提高$s@effectindex%。,6,49,1,1,0,0,0
483,抵抗有害法术的几率提高$s@effectindex%，持续$d。,抵抗有害法术的几率提高$s@effectindex%。,6,287,1,1,0,0,0
484,使冲击点周围$A@effectindex码内所有敌人造成的伤害降低$s@effectindex%，持续$d。,造成的伤害降低$s@effectindex%。,6,79,2,5,127,20,20
485,使你周围$A@effectindex码内所有敌人造成的伤害降低$s@effectindex%，持续$d。,造成的伤害降低$s@effectindex%。,6,79,2,7,127,20,20
486,使冲击点周围$A@effectindex码内所有盟友的最大生命值提高$s@effectindex%，持续$d。,最大生命值提高$s@effectindex%。,6,133,1,4,0,0,0
487,使施法者周围$A@effectindex码内所有盟友的最大生命值提高$s@effectindex%，持续$d。,最大生命值提高$s@effectindex%。,6,133,1,6,0,0,0
488,使施法者前方所有盟友的最大生命值提高$s@effectindex%，持续$d。,最大生命值提高$s@effectindex%。,6,133,1,8,0,0,0
489,使目标的最大生命值提高$s@effectindex%，持续$d。,最大生命值提高$s@effectindex%。,6,133,2,2,0,0,0
490,使目标的攻击速度提高$s@effectindex%，持续$d。,攻击速度提高$s@effectindex%。,6,9,1,2,0,0,0
491,使施法者前方所有盟友的攻击速度提高$s@effectindex%，持续$d。,攻击速度提高$s@effectindex%。,6,9,1,8,0,0,0
492,使施法者周围$A@effectindex码内所有盟友的攻击速度提高$s@effectindex%，持续$d。,攻击速度提高$s@effectindex%。,6,9,1,6,0,0,0
493,使冲击点周围$A@effectindex码内所有盟友的攻击速度提高$s@effectindex%，持续$d。,攻击速度提高$s@effectindex%。,6,9,1,4,0,0,0
494,使施法者的攻击速度提高$s@effectindex%，持续$d。,攻击速度提高$s@effectindex%。,6,9,1,1,0,10,0
495,使攻击速度降低$s@effectindex%，持续$d。,攻击速度降低$s@effectindex%。,6,9,2,1,0,0,0
498,使攻击速度降低$s@effectindex%，持续$d。,攻击速度降低$s@effectindex%。,6,9,2,3,0,0,0
499,使施法者前方所有敌人的攻击速度降低$s@effectindex%，持续$d。,攻击速度降低$s@effectindex%。,6,9,2,9,0,0,0
500,使施法者周围$A@effectindex码内所有敌人的攻击速度降低$s@effectindex%，持续$d。,攻击速度降低$s@effectindex%。,6,9,2,7,0,0,0
501,使冲击点周围$A@effectindex码内所有敌人的攻击速度降低$s@effectindex%，持续$d。,攻击速度降低$s@effectindex%。,6,9,2,5,0,0,0
502,使冲击点周围$A@effectindex码内所有敌人的施法速度降低$s@effectindex%，持续$d。,施法速度降低$s@effectindex%。,6,65,2,5,0,0,0
503,使施法者周围$A@effectindex码内所有敌人的施法速度降低$s@effectindex%，持续$d。,施法速度降低$s@effectindex%。,6,65,2,7,0,0,0
504,使施法者前方所有敌人的施法速度降低$s@effectindex%，持续$d。,施法速度降低$s@effectindex%。,6,65,2,9,0,0,0
505,使施法速度降低$s@effectindex%，持续$d。,施法速度降低$s@effectindex%。,6,65,2,3,0,0,0
506,使施法速度降低$s@effectindex%，持续$d。,施法速度降低$s@effectindex%。,6,65,2,1,0,0,0
507,使施法者前方所有盟友的施法速度提高$s@effectindex%，持续$d。,施法速度提高$s@effectindex%。,6,65,1,8,0,0,0
508,使施法者周围$A@effectindex码内所有盟友的施法速度提高$s@effectindex%，持续$d。,施法速度提高$s@effectindex%。,6,65,1,6,0,0,0
509,使冲击点周围$A@effectindex码内所有盟友的施法速度提高$s@effectindex%，持续$d。,施法速度提高$s@effectindex%。,6,65,1,4,0,0,0
510,使目标的施法速度提高$s@effectindex%，持续$d。,施法速度提高$s@effectindex%。,6,65,1,2,0,0,0
511,使施法者的施法速度提高$s@effectindex%，持续$d。,施法速度提高$s@effectindex%。,6,65,1,1,0,10,0
512,受到的奥术伤害提高$s@effectindex%，持续$d。,受到的奥术伤害提高$s@effectindex%。,6,101,2,3,64,1,1
513,使$A@effectindex码内所有敌人攻击的命中率降低$s@effectindex%，持续$d。,命中率降低$s@effectindex%。,6,54,2,7,0,0,0
514,使$A@effectindex码内所有敌人法术的命中率降低$s@effectindex%，持续$d。,法术命中率降低$s@effectindex%。,6,55,2,7,0,0,0
515,每$T@effectindex秒为一位盟友恢复其最大生命值的$s@effectindex%，持续$D。,每$T@effectindex秒恢复$s@effectindex%的最大生命值。,6,20,1,2,0,0,0
516,使施法者受到的物理伤害降低$s@effectindex%，持续$d。,受到的物理伤害降低$s@effectindex%。,6,87,2,1,1,0,0
517,使施法者前方的所有敌人昏迷，无法移动或攻击，持续$d。,昏迷。,6,298,0,9,0,0,0
518,使敌人昏迷，无法移动或攻击，持续$d。,昏迷。,6,298,0,3,0,0,0
519,使施法者昏迷，无法移动或攻击，持续$d。,昏迷。,6,298,0,1,0,0,0
520,令$A@effectindex码内的所有敌人昏迷，使其无法移动或攻击，持续$d。,昏迷。,6,298,0,7,0,0,0
521,令冲击点周围$A@effectindex码内的所有敌人昏迷，使其无法移动或攻击，持续$d。,昏迷。,6,298,0,5,0,0,0
522,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点烈焰打击伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点烈焰打击伤害。,6,3,1,9,5,50,50
523,每$t@effectindex秒对施法者周围$A@effectindex码内的所有敌人造成$s@effectindex点烈焰打击伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点烈焰打击伤害。,6,3,1,7,5,50,50
524,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点烈焰打击伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点烈焰打击伤害。,6,3,1,5,5,50,50
525,每$t@effectindex秒对一名敌人造成$s@effectindex点烈焰打击伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点烈焰打击伤害。,6,3,1,3,5,50,50
526,每$t@effectindex秒对一名敌人造成$s@effectindex点烈焰打击伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点烈焰打击伤害。,6,3,1,1,5,50,50
527,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点暗影打击伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影打击伤害。,6,3,1,9,33,50,50
528,每$t@effectindex秒对施法者周围$A@effectindex码内的所有敌人造成$s@effectindex点暗影打击伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影打击伤害。,6,3,1,7,33,50,50
529,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点暗影打击伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影打击伤害。,6,3,1,5,33,50,50
530,每$t@effectindex秒对一名敌人造成$s@effectindex点暗影打击伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影打击伤害。,6,3,1,3,33,50,50
531,每$t@effectindex秒对一名敌人造成$s@effectindex点暗影打击伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点暗影打击伤害。,6,3,1,1,33,50,50
532,使一名敌人无法移动，持续最多$d。,无法移动。,6,455,0,1,0,20,0
533,使施法者周围$A@effectindex码内的所有敌人都无法移动，持续$d。,无法移动。,6,455,0,7,0,20,0
534,使冲击点周围$A@effectindex码内的所有敌人都无法移动，持续$d。,无法移动。,6,455,0,5,0,20,0
535,使施法者前方的所有敌人都无法移动，持续$d。,无法移动。,6,455,0,9,0,20,0
536,使一名敌人无法移动，持续最多$d。,无法移动。,6,455,0,3,0,20,0
537,使施法者的移动速度提高$s@effectindex%，持续$d。,移动速度提高$s@effectindex%。,6,129,1,1,0,10,0
538,使施法者每$t@effectindex秒回复$s@effectindex点生命值，持续$d。,每$t@effectindex秒回复$s@effectindex点生命值。,6,8,0,1,1,0,0
539,使施法者每$t@effectindex秒回复$s@effectindex点生命值，持续$d。,每$t@effectindex秒回复$s@effectindex点生命值。,6,8,0,1,2,0,0
540,使施法者每$t@effectindex秒回复$s@effectindex点生命值，持续$d。,每$t@effectindex秒回复$s@effectindex点生命值。,6,8,0,1,4,0,0
541,使施法者每$t@effectindex秒回复$s@effectindex点生命值，持续$d。,每$t@effectindex秒回复$s@effectindex点生命值。,6,8,0,1,8,0,0
542,使施法者每$t@effectindex秒回复$s@effectindex点生命值，持续$d。,每$t@effectindex秒回复$s@effectindex点生命值。,6,8,0,1,16,0,0
543,使施法者每$t@effectindex秒回复$s@effectindex点生命值，持续$d。,每$t@effectindex秒回复$s@effectindex点生命值。,6,8,0,1,32,0,0
544,使施法者每$t@effectindex秒回复$s@effectindex点生命值，持续$d。,每$t@effectindex秒回复$s@effectindex点生命值。,6,8,0,1,64,0,0
545,每$t@effectindex秒对施法者周围$A@effectindex码内的所有敌人造成$s@effectindex点宇宙伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点宇宙伤害。,6,3,1,7,106,50,50
546,每$t@effectindex秒对施法者前方的所有敌人造成$s@effectindex点宇宙伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点宇宙伤害。,6,3,1,9,106,50,50
547,每$t@effectindex秒对冲击点周围$A@effectindex码内的所有敌人造成$s@effectindex点宇宙伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点宇宙伤害。,6,3,1,5,106,50,50
548,每$t@effectindex秒对一名敌人造成$s@effectindex点宇宙伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点宇宙伤害。,6,3,1,3,106,50,50
549,每$t@effectindex秒对一名敌人造成$s@effectindex点宇宙伤害，持续$d。,每$t@effectindex秒受到$s@effectindex点宇宙伤害。,6,3,1,1,106,50,50
550,使一名敌人平静，令其在$d内不能攻击。,不能进行攻击。,6,25,0,3,0,30,0
551,使$A@effectindex码内的所有敌人平静，令其在$d内不能攻击。,不能进行攻击。,6,25,0,7,0,0,0
552,使一名敌人沉默和平静，使其在$d内不能攻击和施法。,无法攻击或施法。,6,60,0,3,0,30,0
553,使$A@effectindex码内的所有敌人沉默和平静，使其在$d内不能攻击和施法。,无法攻击或施法。,6,60,0,7,0,0,0
554,沉默一名敌人，使其在$d内不能施法。,无法施放法术。,6,27,0,1,0,30,0
555,使一名敌人平静，令其在$d内不能攻击。,不能进行攻击。,6,25,0,1,0,30,0
556,使一名敌人沉默和平静，使其在$d内不能攻击和施法。,无法攻击或施法。,6,60,0,1,0,30,0
557,对一名敌人造成$s@effectindex点暗影烈焰伤害。,,2,0,1,1,36,50,50
558,对施法者前方锥形范围的所有敌人造成暗影烈焰伤害。,,165,0,1,9,36,50,50
559,对冲击点周围$A@effectindex码内的敌人造成暗影烈焰伤害。,,165,0,1,5,36,50,50
560,对施法者前方的所有敌人造成暗影烈焰伤害。,,31,0,1,9,36,50,50
561,对$A@effectindex码内的所有敌人造成暗影烈焰伤害。,,31,0,1,7,36,50,50
562,对冲击点周围$A@effectindex码内的所有敌人造成暗影烈焰伤害。,,31,0,1,5,36,50,50
563,对一名敌人造成暗影烈焰伤害。,,31,0,1,3,36,50,50
564,每$t@effectindex秒对一名敌人造成相当于其最大生命值$s@effectindex%的暗影烈焰伤害，持续$d。,每$t@effectindex秒受到相当于最大生命值的$s@effectindex%的暗影烈焰伤害。,6,89,1,1,36,20,20
565,使$A@effectindex码内所有敌人受到的暗影烈焰伤害提高$s@effectindex%，持续$d。,受到的暗影烈焰伤害提高$s@effectindex%。,6,87,1,7,36,0,0
566,使冲击点周围$A@effectindex码内所有敌人受到的暗影烈焰伤害提高$s@effectindex%，持续$d。,受到的暗影烈焰伤害提高$s@effectindex%。,6,87,1,5,36,10,10
567,使一名敌人受到的暗影烈焰伤害提高$s@effectindex%，持续$d。,受到的暗影烈焰伤害提高$s@effectindex%。,6,87,1,3,36,0,0
568,使一名敌人受到的暗影烈焰伤害提高$s@effectindex%，持续$d。,受到的暗影烈焰伤害提高$s@effectindex%。,6,87,1,1,36,0,0
569,使一名敌人造成的暗影烈焰伤害降低$s@effectindex%。,造成的暗影烈焰伤害降低$s@effectindex%。,6,79,2,3,36,20,20
570,使施法者造成的暗影烈焰伤害提高$s@effectindex%。,造成的暗影烈焰伤害提高$s@effectindex%。,6,79,1,1,36,30,30
571,每$t@effectindex秒对施法者前方的所有敌人造成一次暗影烈焰伤害，持续$d。,每$t@effectindex秒受到一次暗影烈焰伤害。,6,70,1,9,36,50,50
572,每$t@effectindex秒对$A@effectindex码内的所有敌人造成一次暗影烈焰伤害，持续$d。,每$t@effectindex秒受到一次暗影烈焰伤害。,6,70,1,7,36,50,50
573,每$t@effectindex秒使冲击点周围$A@effectindex码内的所有敌人受到一次暗影烈焰伤害，持续$d。,每$t@effectindex秒受到一次暗影烈焰伤害。,6,70,1,5,36,50,50
574,每$t@effectindex秒对一名敌人造成一次暗影烈焰伤害，持续$d。,每$t@effectindex秒受到一次暗影烈焰伤害。,6,70,1,3,36,50,50
575,每$t@effectindex秒对一名敌人造成一次暗影烈焰伤害，持续$d。,每$t@effectindex秒受到一次暗影烈焰伤害。,6,70,1,1,36,50,50
576,用护盾围绕目标，持续$d，吸收最多$s@effectindex点暗影烈焰伤害。,吸收$s@effectindex点暗影烈焰伤害。,6,69,1,3,36,0,0
577,用护盾围绕施法者，持续$d，吸收最多$s@effectindex点暗影烈焰伤害。,吸收$s@effectindex点暗影烈焰伤害。,6,69,1,1,36,0,0
578,对冲击点周围$A@effectindex码内的敌人造成冰霜伤害。,,165,0,1,5,16,50,50
579,对施法者前方的所有敌人造成$s@effectindex点宇宙伤害。,,2,0,1,9,106,50,50
580,对$A@effectindex码内的敌人造成$s@effectindex点宇宙伤害。,,2,0,1,7,106,50,50
581,对冲击点周围$A@effectindex码内的敌人造成$s@effectindex点宇宙伤害。,,2,0,1,5,106,50,50
582,对一名敌人造成$s@effectindex点宇宙伤害。,,2,0,1,3,106,50,50
583,对一名敌人造成$s@effectindex点宇宙伤害。,,2,0,1,1,106,50,50
584,对施法者前方锥形范围的所有敌人造成宇宙伤害。,,165,0,1,9,106,50,50
585,对冲击点周围$A@effectindex码内的敌人造成宇宙伤害。,,165,0,1,5,106,50,50
586,对施法者前方的所有敌人造成宇宙伤害。,,31,0,1,9,106,50,50
587,对$A@effectindex码内的所有敌人造成一次宇宙伤害。,,31,0,1,7,106,50,50
588,对冲击点周围$A@effectindex码内的所有敌人造成一次宇宙伤害。,,31,0,1,5,106,50,50
