ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
26063,地精芥末蘸蚌肉,25909,0,0,6694,153,2
26064,安德麦蚌肉杂烩,25909,0,0,7098,154,2
26065,安戈洛灵果,25909,0,0,7099,155,2
26066,炖鲑鱼,25909,0,0,7044,156,2
26067,香辣虫肉汉堡,25909,0,0,7029,157,2
26068,苔原浆果,25909,0,0,7100,158,2
26069,孢子小吃,25909,0,0,7039,159,2
26070,追踪快餐,25909,0,0,7101,160,2
26071,蜘蛛肉肠,25909,0,0,7035,161,2
26072,硬肉干,25909,0,0,7102,162,2
26073,香嫩铲齿鹿排,25909,0,0,7103,163,2
26074,长嘴泥鳅,25909,0,0,6868,164,2
26075,赞加鲑鱼,25909,0,0,7104,165,2
26076,被偷走的排骨,25909,0,0,7045,166,2
26077,赞加蘑菇,25909,0,0,7105,167,2
26078,魔泉美味,25909,0,0,7040,168,2
26079,香辣牛肉干,25909,0,0,7030,169,2
26080,虫肉美食,25909,0,0,7106,170,2
26081,刺脊比目鱼,25909,0,0,7036,171,2
26082,冬幕节烤肉,25909,0,0,7107,172,2
26083,香辣蓝色水母,25909,0,0,7031,173,2
26084,冬幕节面包,25909,0,0,7108,174,2
26085,肉包子,25909,0,0,7041,175,2
26086,冬幕节点心,25909,0,0,7109,176,2
26087,可爱的蛋糕块,25909,0,0,6869,177,2
26088,冬幕节糖果,25909,0,0,7110,178,2
26089,风暴牛排,25909,0,0,7046,179,2
26090,冬鱿鱼,25909,0,0,7111,180,2
26091,冬季酸菜,25909,0,0,7112,181,2
26092,奥特兰克魔法点心,25909,0,0,6448,182,2
26093,金色鱼柳,25909,0,0,6695,183,2
26094,粗米糕,25909,0,0,7113,184,2
26095,山猫肉排,25909,0,0,6870,185,2
26096,野猪火腿,25909,0,0,7114,186,2
26097,金皮苹果,25909,0,0,6696,187,2
26098,条纹黄尾鱼,25909,0,0,7115,188,2
26099,肉松面包,25909,0,0,6871,189,2
26100,鞭根块茎,25909,0,0,7116,190,2
26101,玛格汉面包,25909,0,0,6872,191,2
26102,西部荒野杂味炖肉,25909,0,0,7117,192,2
26103,迁跃兽汉堡,25909,0,0,7118,193,2
26104,北伐军的干粮,25909,0,0,6555,194,2
26105,塔拉葡萄,25909,0,0,7119,195,2
26106,美味巧克力蛋糕,25909,0,0,6572,196,2
26107,玛格汉奶酪,25909,0,0,6873,197,2
26108,泰拉比姆香蕉,25909,0,0,7120,198,2
26109,蜘蛛蛋糕,25909,0,0,6697,199,2
26110,香烤狮肉,25909,0,0,7121,200,2
26111,日泉鲤鱼,25909,0,0,7122,201,2
26112,猛犸肉餐,25909,0,0,6874,202,2
26113,猪肝馅饼,25909,0,0,6698,203,2
26114,炖陆行鸟,25909,0,0,7123,204,2
26115,沼泽苔藓,25909,0,0,6875,205,2
26116,提古勒和弗洛尔的草莓冰激凌,25909,0,0,7124,206,2
26117,蜜饯鹿肉,25909,0,0,6876,207,2
26118,大块的硬面包,25909,0,0,7125,208,2
26119,硬面包片,25909,0,0,6556,209,2
26120,格拉库的自制肉饼,25909,0,0,6699,210,2
26121,猛犸肉大餐,25909,0,0,6877,211,2
26122,大鱼片,25909,0,0,6878,212,2
26123,烤鳐鱼,25909,0,0,6451,213,2
26124,变异鱼,25909,0,0,6573,214,2
26125,巨型犀牛热狗,25909,0,0,6879,215,2
26126,格拉库的肉松蛋糕,25909,0,0,6700,216,2
26127,米葛的塔罗牌美餐,25909,0,0,6880,217,2
26128,大型筵席,25909,0,0,6701,218,2
26129,银头鲑鱼,25909,0,0,6881,219,2
26130,浆果汁,25909,0,0,6882,220,2
26131,熏肉,25909,0,0,6557,221,2
26132,烧烤骨鳞鱼,25909,0,0,6702,222,2
26133,玉米面包,25909,0,0,6883,223,2
26134,莫克纳萨肋排,25909,0,0,6884,224,2
26135,美味翅根,25909,0,0,6454,225,2
26136,钻石草莓,25909,0,0,6574,226,2
26137,超级煎蛋卷,25909,0,0,6885,227,2
26138,烤帝王蟹腿,25909,0,0,6703,228,2
26139,饱满的南瓜,25909,0,0,6886,229,2
26140,烤泥鱼,25909,0,0,6704,230,2
26141,月溪节日糖,25909,0,0,6887,231,2
26142,穆瑟尔的美味松饼,25909,0,0,6888,232,2
26143,美味煎蛋卷,25909,0,0,6558,233,2
26144,烤蚌背鱼,25909,0,0,6705,234,2
26145,莫高雷香料面包,25909,0,0,6889,235,2
26146,鱼人鳍汤,25909,0,0,6890,236,2
26147,啤酒烤猪排,25909,0,0,6456,237,2
26148,掘地鼠炖肉,25909,0,0,6575,238,2
26149,羊排,25909,0,0,6891,239,2
26150,影月烤地薯,25909,0,0,6706,240,2
26151,神秘杂烩,25909,0,0,6892,241,2
26152,烤鱿鱼,25909,0,0,6707,242,2
26153,纳鲁军粮,25909,0,0,6893,243,2
26154,夜鳞鱼汤,25909,0,0,6894,244,2
26155,墨鱼片,25909,0,0,6559,245,2
26156,野猪肉,25909,0,0,6708,246,2
26157,诺森德炖肉,25909,0,0,6895,247,2
26158,奥格瑞拉鸡翅,25909,0,0,6896,248,2
26159,腐肉大餐,25909,0,0,6484,249,2
26160,迪尔格的超美味奇美拉肉片,25909,0,0,6576,250,2
26161,欧鲁诺克的敏捷薯块,25909,0,0,6897,251,2
26162,灰莓果,25909,0,0,6709,252,2
26163,欧鲁诺克的敏捷薯块,25909,0,0,6898,253,2
26164,收获节猪肉,25909,0,0,6710,254,2
26165,欧鲁诺克的法术能量薯块,25909,0,0,6899,255,2
26166,欧鲁诺克的力量薯块,25909,0,0,6900,256,2
26167,达拉然杏仁巧克力饼,25909,0,0,6560,257,2
26168,收获节面包,25909,0,0,6711,258,2
26169,咸鸭蛋,25909,0,0,6901,259,2
26170,腌制利齿青鱼,25909,0,0,6902,260,2
26171,糖棒,25909,0,0,6483,261,2
26172,达拉然蚌肉杂烩,25909,0,0,6561,262,2
26173,科多兽蹄膀,25909,0,0,6903,263,2
26174,收获节鱼肉,25909,0,0,6712,264,2
26175,水煮蓝鱼,25909,0,0,6904,265,2
26176,龙息红椒,25909,0,0,6577,266,2
26177,水煮帝王鲑鱼,25909,0,0,6905,267,2
26178,煮水母,25909,0,0,6906,268,2
26179,收获节水果,25909,0,0,6713,269,2
26180,肉排,25909,0,0,6714,270,2
26181,水煮北地蚌背鱼,25909,0,0,6907,271,2
26182,水煮阳鳞鲑鱼,25909,0,0,6908,272,2
26183,糖块,25909,0,0,6482,273,2
26184,达拉然油炸面圈,25909,0,0,6562,274,2
26185,萝卜泡菜饼,25909,0,0,6909,275,2
26186,肉排,25909,0,0,6715,276,2
26187,彩鳍鱼,25909,0,0,6910,277,2
26188,止血草,25909,0,0,6716,278,2
26189,掠食者热狗,25909,0,0,6911,279,2
26190,掠食者煎蛋卷,25909,0,0,6912,280,2
26191,清凉果,25909,0,0,6481,281,2
26192,龙鳞鱼片,25909,0,0,6578,282,2
26193,新鲜的黑蘑菇,25909,0,0,6913,283,2
26194,犀牛大餐,25909,0,0,6717,284,2
26195,耸角鹿的生肉,25909,0,0,6914,285,2
26196,达拉然奶酪,25909,0,0,6563,286,2
26197,热辣烤翅,25909,0,0,6915,287,2
26198,天堂桃,25909,0,0,6718,288,2
26199,红色松软蛋糕,25909,0,0,6916,289,2
26200,鳄鱼炖肉,25909,0,0,6719,290,2
26201,红斑蘑菇,25909,0,0,6917,291,2
26202,赤脊山炖肉,25909,0,0,6918,292,2
26203,卷心菜饼,25909,0,0,6480,293,2
26204,干果脯,25909,0,0,6579,294,2
26205,香甜的红苹果,25909,0,0,6919,295,2
26206,科多肉杂烩,25909,0,0,6720,296,2
26207,犀牛热狗,25909,0,0,6920,297,2
26208,黑海岸石斑鱼,25909,0,0,6564,298,2
26209,虫犀肉排,25909,0,0,6921,299,2
26210,地狱野猪熏肉,25909,0,0,6721,300,2
26211,熟透的西瓜,25909,0,0,6922,301,2
26212,地狱火刺叶,25909,0,0,6722,302,2
26213,烤迅猛龙肉,25909,0,0,6923,303,2
26214,烤野猪肉,25909,0,0,6924,304,2
26215,美味秃鹫,25909,0,0,6479,305,2
26216,晒干的牛肝菌,25909,0,0,6580,306,2
26217,烧烤裂蹄牛,25909,0,0,6925,307,2
26218,草药烘蛋,25909,0,0,6723,308,2
26219,烤科多肉,25909,0,0,6926,309,2
26220,达纳苏斯奶酪,25909,0,0,6565,310,2
26221,月痕鹿腰肉,25909,0,0,6927,311,2
26222,节日奶酪圈,25909,0,0,6724,312,2
26223,烤鹌鹑,25909,0,0,6928,313,2
26224,自制樱桃馅饼,25909,0,0,6725,314,2
26225,暴风城奶酪,25909,0,0,7047,315,2
26226,烘烤座狼,25909,0,0,6929,316,2
26227,石盐椒饼,25909,0,0,6930,317,2
26228,烤血鳞鱼,25909,0,0,6478,318,2
26229,蘑菇干粮,25909,0,0,6581,319,2
26230,石鳞鳕鱼,25909,0,0,6931,320,2
26231,蜂蜜面包,25909,0,0,6726,321,2
26232,洛恩塔姆地薯,25909,0,0,6932,322,2
26233,达纳苏斯酸菜饼,25909,0,0,6566,323,2
26234,洛恩塔姆薯块,25909,0,0,6933,324,2
26235,蜜饯苔藓,25909,0,0,6727,325,2
26236,美味鼠尾鱼,25909,0,0,6934,326,2
26237,黄油鲑鱼,25909,0,0,6728,327,2
26238,刚硬的刺须鲶鱼,25909,0,0,6477,328,2
26239,猪肉干,25909,0,0,6582,329,2
26240,烤狮排,25909,0,0,6729,330,2
26241,干蜜饯,25909,0,0,6567,331,2
26242,烟熏鲈鱼,25909,0,0,6730,332,2
26243,辣味狼排,25909,0,0,6731,333,2
26244,咸奶酪,25909,0,0,6476,334,2
26245,可口的魔法点心,25909,0,0,6583,335,2
26246,帝王鳐鱼片,25909,0,0,6732,336,2
26247,油炸大蕉,25909,0,0,6568,337,2
26248,杰森的特制杂烩,25909,0,0,6733,338,2
26249,多汁熊肉汉堡,25909,0,0,6734,339,2
26250,熏烤座狼肉排,25909,0,0,6466,340,2
26251,美味芒果,25909,0,0,6584,341,2
26252,丛林大杂烩,25909,0,0,6735,342,2
26253,矿道鼠肉串,25909,0,0,6569,343,2
26254,卡多雷蜘蛛烤肉,25909,0,0,6736,344,2
26255,多脂蓝鱼,25909,0,0,6585,345,2
26256,金布勒宠物食品,25909,0,0,6737,346,2
26257,上周的猛犸肉,25909,0,0,6738,347,2
26258,烟熏鲑鱼,25909,0,0,6465,348,2
26259,美味的烤火腿,25909,0,0,6570,349,2
26260,瘦鹿肉,25909,0,0,6739,350,2
26261,美味魔尾鱼,25909,0,0,6586,351,2
26262,瘦狼排,25909,0,0,6740,352,2
26263,鸟腿肉,25909,0,0,6741,353,2
26264,烟熏孢子鱼,25909,0,0,6464,354,2
26265,炖龙虾,25909,0,0,6742,355,2
26266,熏烤龙鳞鱼,25909,0,0,6463,356,2
26267,洛克湖狂鱼,25909,0,0,6743,357,2
26268,黑色石化蜥蜴,25909,0,0,6462,358,2
26269,黑色蘑菇,25909,0,0,6460,359,2
26270,大块的熊排,25909,0,0,6459,360,2
26271,草莓馅饼片,25909,0,0,6458,361,2
26272,蓓拉的夹心巧克力,25909,0,0,6457,362,2
26273,美味小鱼,25909,0,0,6475,363,2
26274,动物杂碎,25909,0,0,6474,364,2
26275,烧烤啄骨秃鹰翅膀,25909,0,0,6473,365,2
26276,水煮蚌肉,25909,0,0,6472,366,2
26277,光滑的苹果,25909,0,0,6471,367,2
26278,血肚鱼,25909,0,0,6470,368,2
26279,血肠,25909,0,0,6469,369,2
26280,神圣太阳果,25909,0,0,6468,370,2
26281,刀塔面圈,25909,0,0,6467,371,2
26282,豆汤,25909,0,0,6455,372,2
26283,烧烤秃鹰翅膀,25909,0,0,6453,373,2
26284,坏掉的蚌肉,25909,0,0,6450,374,2
26285,胡萝卜蛋糕,25909,0,0,6519,375,2
26286,新鲜的达拉然苹果,25909,0,0,6546,376,2
26287,蟹肉蛋糕,25909,0,0,6545,377,2
26288,山狗肉排,25909,0,0,6544,378,2
26289,曲奇的大餐,25909,0,0,6543,379,2
26290,Cooked Northrend Fish 12 PH,25909,0,0,6542,380,2
26291,煮熟的光滑大鱼,25909,0,0,6541,381,2
26292,煮蟹爪,25909,0,0,6540,382,2
26293,魔法甜面包,25909,0,0,6539,383,2
26294,魔法酵母,25909,0,0,6538,384,2
26295,松脆蜘蛛,25909,0,0,6554,385,2
26296,香脆蛇,25909,0,0,6553,386,2
26297,脆青蛙肉,25909,0,0,6552,387,2
26298,鳄鱼肉排,25909,0,0,6551,388,2
26299,鳄鱼浓汤,25909,0,0,6550,389,2
26300,小动物的零食,25909,0,0,6549,390,2
26301,脆炸蜥蜴尾,25909,0,0,6548,391,2
26302,香脆翅根,25909,0,0,6547,392,2
26303,魔法黑面包,25909,0,0,6537,393,2
26304,魔法粗面包,25909,0,0,6536,394,2
26305,魔法松饼,25909,0,0,6535,395,2
26306,魔法酪饼,25909,0,0,6534,396,2
26307,魔法馅饼,25909,0,0,6533,397,2
26308,魔法点心,25909,0,0,6532,398,2
26309,魔法羊角面包,25909,0,0,6531,399,2
26310,魔法肉桂面包,25909,0,0,6530,400,2
26311,魔法面包,25909,0,0,6529,401,2
26312,裂蹄肋排,25909,0,0,6528,402,2
26313,蚌肉大餐,25909,0,0,6527,403,2
26314,蚌肉大餐,25909,0,0,6526,404,2
26315,杂烩蚌肉,25909,0,0,6525,405,2
26316,油炸红鳃鱼,25909,0,0,6676,406,2
26317,奥特兰克冷酪,25909,0,0,6449,407,2
26318,炖青蛙腿,25909,0,0,6688,408,2
26319,渔夫的美味,25909,0,0,6682,409,2
26320,狂鱼肉片,25909,0,0,6677,410,2
26321,冰莓果,25909,0,0,6689,411,2
26322,熊肉串烧,25909,0,0,6520,412,2
26323,裂开的植物,25909,0,0,6683,413,2
26324,冰鳞鱼片,25909,0,0,6678,414,2
26325,加拉达尔奶酪,25909,0,0,6690,415,2
26326,烧烤狼肉,25909,0,0,6521,416,2
26327,森林蘑菇,25909,0,0,6684,417,2
26328,陈年干酪,25909,0,0,6679,418,2
26329,巧克力饼切片,25909,0,0,6522,419,2
26330,烧烤巨蚌,25909,0,0,6691,420,2
26331,新鲜的鹰肉,25909,0,0,6685,421,2
26332,爆炒鲑鱼,25909,0,0,6680,422,2
26333,刚出炉的面包,25909,0,0,6686,423,2
26334,丰盛筵席,25909,0,0,6692,424,2
26335,蚌柳,25909,0,0,6524,425,2
26336,腌鹿肉,25909,0,0,6969,426,2
26337,鱼肉筵席,25909,0,0,6681,427,2
26338,沙梨馅饼,25909,0,0,6970,428,2
26339,友情面包,25909,0,0,6687,429,2
26340,熏烤石鳞鲶鱼,25909,0,0,7005,430,2
26341,美味雪梅,25909,0,0,6985,431,2
26342,温热的灰熊肉,25909,0,0,6995,432,2
26343,嫩煎虾虎鱼,25909,0,0,6971,433,2
26344,小型筵席,25909,0,0,7000,434,2
26345,杂烩饭,25909,0,0,6990,435,2
26346,特殊的鸡饲料,25909,0,0,7015,436,2
26347,多汁的西瓜,25909,0,0,7010,437,2
26348,小姜饼,25909,0,0,6693,438,2
26349,软香蕉面包,25909,0,0,7011,439,2
26350,烤鼠尾鱼,25909,0,0,7006,440,2
26351,小南瓜,25909,0,0,7001,441,2
26352,鸦羽山草莓,25909,0,0,6996,442,2
26353,新鲜的红苹果,25909,0,0,6991,443,2
26354,宠物食品,25909,0,0,6986,444,2
26355,香料面包,25909,0,0,7016,445,2
26356,熏烤鲑鱼,25909,0,0,7007,446,2
26357,熏熊肉,25909,0,0,7002,447,2
26358,爆炒太阳鱼,25909,0,0,6972,448,2
26359,骨鱼汤,25909,0,0,6997,449,2
26360,铲齿鹿汤,25909,0,0,6992,450,2
26361,蝎肉大餐,25909,0,0,6987,451,2
26362,辣牛肉干,25909,0,0,7017,452,2
26363,海龟汤,25909,0,0,7012,453,2
26364,巧克力,25909,0,0,6523,454,2
26365,辣椒蟹肉,25909,0,0,7018,455,2
26366,熏烤黑熊肉,25909,0,0,7003,456,2
26367,天空卫队军粮,25909,0,0,6998,457,2
26368,铲齿鹿排,25909,0,0,6993,458,2
26369,干烤狼肉串,25909,0,0,6988,459,2
26370,羊奶酸酪,25909,0,0,7013,460,2
26371,熏烤塔布羊排,25909,0,0,7008,461,2
26372,沙漠肉丸子,25909,0,0,7004,462,2
26373,美味风蛇,25909,0,0,6973,463,2
26374,病怏怏的鱼,25909,0,0,6994,464,2
26375,滑皮鲭鱼,25909,0,0,6999,465,2
26376,塞金之根,25909,0,0,6989,466,2
26377,烤鲑鱼,25909,0,0,7312,467,2
26378,香辣猛犸小吃,25909,0,0,7019,468,2
26379,光芒霜顶菇,25909,0,0,7014,469,2
26380,暗月热狗,25909,0,0,7313,470,2
26381,钳鱼大餐,25909,0,0,7009,471,2
26382,矮人奶酪,25909,0,0,7314,472,2
26383,下水道鲤鱼,25909,0,0,9518,473,2
26384,黑肉冻,25909,0,0,10658,474,2
26385,暗月油炸面圈,25909,0,0,18595,475,2
26386,咸湿老水手套餐,25909,0,0,18596,476,2
26387,泰达希尔里脊肉,25909,0,0,18597,477,2
26388,暴风惊爽酒,25909,0,0,18598,478,2
26389,啤酒烤小排,25909,0,0,18599,479,2
26390,诺莫乐鸡块,25909,0,0,18600,480,2
26391,德拉诺饺子,25909,0,0,18601,481,2
26392,莫高雷肉馅饼,25909,0,0,18602,482,2
26393,绿色火腿蛋,25909,0,0,18603,483,2
26394,被遗忘者鹅肝酱,25909,0,0,18604,484,2
26395,巨魔生肉,25909,0,0,18605,485,2
26396,银月牛排,25909,0,0,18606,486,2
26397,晒干的香肠,25909,0,0,18619,487,2
26398,多汁香肠,25909,0,0,18620,488,2
26399,洋葱奶酪,25909,0,0,18621,489,2
26400,咸香肠,25909,0,0,18622,490,2
26401,烟熏辣肠,25909,0,0,18623,491,2
26402,金链火腿肠,25909,0,0,18624,492,2
26403,魔法饼干,25909,0,0,18625,493,2
26404,魔法布朗尼蛋糕,25909,0,0,18626,494,2
26405,魔法奶油小蛋糕,25909,0,0,18627,495,2
26406,魔法多彩棒棒糖,25909,0,0,18628,496,2
26407,魔法蛋糕,25909,0,0,18629,497,2
26408,黑椒马勃菌,25909,0,0,19450,498,2
26409,巨型蘑菇,25909,0,0,20869,499,2
26410,烩羊肉,25909,0,0,20870,500,2
26411,腌制猪脸肉,25909,0,0,20871,501,2
26412,红树莓,25909,0,0,20872,502,2
26413,饱满的无花果,25909,0,0,20873,503,2
26414,希尔顿干酪,25909,0,0,20874,504,2
26415,赤脊干酪,25909,0,0,20875,505,2
26416,烟熏鱿鱼,25909,0,0,20876,506,2
26417,藤壶浓汤,25909,0,0,20877,507,2
26418,燕麦饼干,25909,0,0,20878,508,2
26419,油炸面包,25909,0,0,20879,509,2
26420,乌龟肉干,25909,0,0,20880,510,2
26421,精心烹制的速食面,25909,0,0,20590,511,2
26422,半熟的鸡蛋,25909,0,0,20589,512,2
26423,Statistic: Food eaten most,0,1,6,0,0,0
26424,香辣小龙虾,26423,0,0,7032,0,2
26425,尤西乌斯的肋排,26423,1,0,17402,1,2
26426,地狱尖啸烧烤大餐,26423,1,0,17403,2,2
26427,希洛塔姆肉排,26423,1,0,17404,3,2
26428,冰风煎蛋卷,26423,1,0,17405,4,2
26429,烤岩鱼,26423,1,0,17001,5,2
26430,自制炸鱼,26423,0,0,15473,6,2
26431,蜥蜴肠卷,26423,1,0,16954,7,2
26432,高地标准军粮,26423,0,0,8699,8,2
26433,啤酒烤鳄鱼,26423,1,0,16955,9,2
26434,高地野战军粮,26423,0,0,8698,10,2
26435,黑腹鱼寿司,26423,1,0,16956,11,2
26436,高地浓缩军粮,26423,0,0,8697,12,2
26437,烟熏大餐,26423,1,0,16957,13,2
26438,污染者标准军粮,26423,0,0,8696,14,2
26439,烤高山鲑鱼,26423,1,0,16958,15,2
26440,污染者野战军粮,26423,0,0,8695,16,2
26441,黄油面包卷,26423,1,0,16959,17,2
26442,污染者的浓缩军粮,26423,0,0,8694,18,2
26443,巧克力曲奇饼,26423,1,0,16960,19,2
26444,阿拉希盆地标准军粮,26423,0,0,8693,20,2
26445,芝士焗鳄鱼,26423,1,0,16961,21,2
26446,阿拉希盆地浓缩军粮,26423,0,0,8692,22,2
26447,美味的鼠尾鱼尾巴,26423,1,0,16962,23,2
26448,阿拉希盆地野战军粮,26423,0,0,8691,24,2
26449,炸鱼,26423,1,0,16963,25,2
26450,水果芬芳,26423,0,0,8707,26,2
26451,幸运饼干,26423,1,0,16964,27,2
26452,黑色欲望,26423,0,0,8706,28,2
26453,吉尔尼斯白奶酪,26423,1,0,16965,29,2
26454,快乐奶油,26423,0,0,8705,30,2
26455,烧烤龙肉,26423,1,0,16966,31,2
26456,春节饺子,26423,0,0,8704,32,2
26457,烤鲨鱼肉,26423,1,0,16967,33,2
26458,万圣节南瓜糖,26423,0,0,8703,34,2
26459,压缩饼干,26423,1,0,16968,35,2
26460,糖块,26423,0,0,8702,36,2
26461,丰盛的海鲜汤,26423,1,0,16969,37,2
26462,糖棒,26423,0,0,8701,38,2
26463,高地红石榴,26423,1,0,16970,39,2
26464,棒棒糖,26423,0,0,8700,40,2
26465,高地羊奶酪,26423,1,0,16971,41,2
26466,战歌峡谷野战军粮,26423,0,0,8690,42,2
26467,熔鳞鱼片,26423,1,0,16972,43,2
26468,战歌峡谷标准军粮,26423,0,0,8689,44,2
26469,清蒸熔鳞鱼,26423,1,0,16973,45,2
26470,战歌峡谷浓缩军粮,26423,0,0,8688,46,2
26471,干煸潜伏者,26423,1,0,16974,47,2
26472,百合根,26423,0,0,8687,48,2
26473,潜伏者午餐肉,26423,1,0,16975,49,2
26474,一包花生米,26423,0,0,8724,50,2
26475,大块火鸡腿,26423,1,0,16976,51,2
26476,一包爆米花,26423,0,0,8723,52,2
26477,蘑菇烩泥鱼,26423,1,0,16977,53,2
26478,魔能奶糖,26423,0,0,8722,54,2
26479,油乎乎的内脏,26423,1,0,16978,55,2
26480,欢乐薄荷糖,26423,0,0,8721,56,2
26481,腌孔雀鱼,26423,1,0,16979,57,2
26482,侏儒美味营养糖,26423,0,0,8720,58,2
26483,松仁面包,26423,1,0,16980,59,2
26484,炎爆肉桂球,26423,0,0,8719,60,2
26485,烤牛肉,26423,1,0,16981,61,2
26486,奶糖,26423,0,0,8718,62,2
26487,崩牙饼干,26423,1,0,16982,63,2
26488,地精杂烩,26423,0,0,8717,64,2
26489,盐水眼球,26423,1,0,16983,65,2
26490,可食用的蕨叶,26423,0,0,8716,66,2
26491,白灼赤鼻鱼,26423,1,0,16984,67,2
26492,纳格兰樱桃,26423,0,0,8715,68,2
26493,多孔红菇,26423,1,0,16985,69,2
26494,可以食用的茎杆,26423,0,0,8714,70,2
26495,秘制蟹肉,26423,1,0,16986,71,2
26496,蜜饯馅饼,26423,0,0,8713,72,2
26497,切下的鼠尾鱼头,26423,1,0,16987,73,2
26498,火烤甜面包,26423,0,0,8712,74,2
26499,文火炖鱿鱼,26423,1,0,16988,75,2
26500,仲夏腊肠,26423,0,0,8711,76,2
26501,串烧白鳝,26423,1,0,16989,77,2
26502,牛皮糖,26423,0,0,8710,78,2
26503,长嘴鱼肉片,26423,1,0,16990,79,2
26504,夏季美食,26423,0,0,8709,80,2
26505,熏烤奶酪条,26423,1,0,16991,81,2
26506,甜蜜惊喜,26423,0,0,8708,82,2
26507,酸酸的青苹果,26423,1,0,16992,83,2
26508,新鲜的鼠尾鱼,26423,1,0,7976,84,2
26509,炖兔肉,26423,1,0,16993,85,2
26510,新鲜的石鳞鳕鱼,26423,1,0,7975,86,2
26511,美味的马勃菌,26423,1,0,16994,87,2
26512,新鲜的红鳃鱼,26423,1,0,7974,88,2
26513,慢烤龟肉,26423,1,0,16995,89,2
26514,新鲜的彩鳍鱼,26423,1,0,7973,90,2
26515,热带太阳果,26423,1,0,16996,91,2
26516,新鲜的夜鳞鲷鱼,26423,1,0,7972,92,2
26517,无法辨认的肉类,26423,1,0,16997,93,2
26518,新鲜的银头鲑鱼,26423,1,0,7971,94,2
26519,不洁的紫菇,26423,1,0,16998,95,2
26520,新鲜的长嘴泥鳅,26423,1,0,7970,96,2
26521,紫色羊肚菌,26423,1,0,16999,97,2
26522,新鲜的洛克湖狂鱼,26423,1,0,7969,98,2
26523,白灼秋葵浓汤,26423,1,0,17000,99,2
26524,新鲜的大鼠尾鱼,26423,1,0,7968,100,2
26525,亮鳞鲤鱼,26423,1,0,7984,101,2
26526,烧烤神秘兽肉,26423,1,0,7983,102,2
26527,新鲜的白鳞鲑鱼,26423,1,0,7982,103,2
26528,慢火烘烤的鳗鱼,26423,1,0,8004,104,2
26529,新鲜的阳鳞鲑鱼,26423,1,0,7981,105,2
26530,新鲜的夏日鲈鱼,26423,1,0,7980,106,2
26531,新鲜的斑点黄尾鱼,26423,1,0,7979,107,2
26532,新鲜的刺脊比目鱼,26423,1,0,7978,108,2
26533,新鲜的滑皮鲭鱼,26423,1,0,7977,109,2
26534,新鲜的光滑大鱼,26423,1,0,7967,110,2
26535,新鲜的刺须鲶鱼,26423,1,0,7966,111,2
26536,新鲜的美味小鱼,26423,1,0,7965,112,2
26537,滑腻的鱼,26423,1,0,7964,113,2
26538,夜龙之息,26423,1,0,7963,114,2
26539,噬魔鱼,26423,1,0,7962,115,2
26540,发光的蓝尾鱼,26423,1,0,7961,116,2
26541,新鲜的大鱼,26423,1,0,7960,117,2
26542,尖角蛋糕,26423,1,0,7957,118,2
26543,蜜烤节日火腿,26423,1,0,7959,119,2
26544,巨型太阳鱼,26423,1,0,7958,120,2
26545,新鲜的帝王鲑鱼,26423,1,0,7956,121,2
26546,浓缩泰罗果汁,26423,1,0,4683,122,2
26547,冬幕节蛋奶酒,26423,1,0,4681,123,2
26548,黑爪龙虾,26423,1,0,7953,124,2
26549,达拉然苹果盘,26423,1,0,7952,125,2
26550,风花果,26423,1,0,7989,126,2
26551,水底蘑菇,26423,1,0,7988,127,2
26552,美酒节饼干,26423,1,0,7987,128,2
26553,斑点黄尾鱼,26423,1,0,7986,129,2
26554,阿弗雷兹森林陆行鸟腿,26423,1,0,8030,130,2
26555,坏掉的蛋奶酒,26423,1,0,6452,131,2
26556,激流堡干酪,26423,0,0,7087,132,2
26557,斯泰林的乳酸棒棒糖,26423,0,0,7088,133,2
26558,热鸡汤,26423,0,0,7042,134,2
26559,香辣狼肉,26423,0,0,7027,135,2
26560,美味炖鲸肉,26423,0,0,7089,136,2
26561,美味的洞穴菇,26423,0,0,6571,137,2
26562,多汁猪排,26423,0,0,7090,138,2
26563,多孔蘑菇,26423,0,0,7037,139,2
26564,甜薯面包,26423,0,0,7091,140,2
26565,香辣油炸青鱼,26423,0,0,7033,141,2
26566,塔布肉排,26423,0,0,7092,142,2
26567,香辣狼排,26423,0,0,7028,143,2
26568,美味蛋糕,26423,0,0,7093,144,2
26569,嫩狼肉排,26423,0,0,7094,145,2
26570,炖龙肉,26423,0,0,7043,146,2
26571,焦烤座狼,26423,0,0,7095,147,2
26572,棒棒糖,26423,0,0,6867,148,2
26573,孢子村蘑菇,26423,0,0,7038,149,2
26574,彩虹糖,26423,0,0,7096,150,2
26575,热辣塔布羊排,26423,0,0,7034,151,2
26576,幽暗孢子壳,26423,0,0,7097,152,2
26577,地精芥末蘸蚌肉,26423,0,0,6694,153,2
26578,安德麦蚌肉杂烩,26423,0,0,7098,154,2
26579,安戈洛灵果,26423,0,0,7099,155,2
26580,炖鲑鱼,26423,0,0,7044,156,2
26581,香辣虫肉汉堡,26423,0,0,7029,157,2
26582,苔原浆果,26423,0,0,7100,158,2
26583,孢子小吃,26423,0,0,7039,159,2
26584,追踪快餐,26423,0,0,7101,160,2
26585,蜘蛛肉肠,26423,0,0,7035,161,2
26586,硬肉干,26423,0,0,7102,162,2
