Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
巫医祖穆拉恩,强大的守护者邦桑迪照看着暗矛巨魔的灵魂，可许多沙怒部族亡故成员的灵魂却没能得到这样的庇佑。这些饱受折磨的灵魂服从于祖穆拉恩，这是一位残忍的巫医，用黑暗魔法迫使城中的亡者无止无休地为自己效命。,0.442623,0.17623,486,241,597,5,5011,219,0,0,-1
耐克鲁姆和塞瑟斯,耐克鲁姆在寿命终结后，继续以不可思议的方式存活着，他日渐腐烂的身体仍能对塞瑟斯提供帮助。这两位巨魔共同为沉睡在城市中心的神秘巨兽加兹瑞拉搜罗祭品。许多巨魔追随者都迫不及待地等待着这只可怖怪物的苏醒，为了亲眼观看仪式不惜付出任何代价。,0.296448,0.17418,487,241,598,6,5019,219,0,0,-1
乌克兹·沙顶,乌克兹·沙顶沉迷于为自己的部族寻获往日的荣光。在他的成长过程中，早已对那些辉煌时代的传奇故事耳熟能详。那时，巨魔们在其古老的土地上称王称霸，完全没有地精、侏儒、海盗、食人魔以及其它外来入侵者的滋扰。沙顶邀请他的挚友卢兹鲁帮他一同书写沙顶历史的新篇章，用自己部族仅有的方式——追风掣电且目空一切的暴力，重振雄风。,0.422131,0.329918,489,241,600,8,5025,219,0,0,-1
死亡观察者希尔拉克,大主教玛拉达尔塑造了希尔拉克，让其负责看管在奥金尼地穴中游荡的德莱尼鬼魂。这只长有腐目利齿和触手的亡灵怪物饥肠辘辘地汲取着奥术能量，决不容忍活人从他身边经过。,0.463115,0.680327,523,247,1890,1,5038,257,0,0,-1
大主教玛拉达尔,作为曾经雄霸奥金尼殿堂的唯一幸存遗老，当他所挚爱的一切人和物都在眼前消失殆尽时，玛拉达尔陷入了疯狂。他不遗余力的想要将过往的记忆留存住，这使他变成了精通黑暗艺术的大师。,0.739071,0.508196,524,247,1889,2,5042,257,0,0,-1
巡视者加戈玛,加戈玛是外域住民心中的毒瘤，众所周知，他总是把出现在地狱火堡垒附近的倒霉蛋抓起来，吃他们的心，不管他们是不是有进入堡垒的打算。巡视者加戈玛奉卡加斯·刃拳本人的命令守卫城墙，他总是坚定不移地忠于自己的职守。,0.729508,0.313525,527,248,1893,1,5049,347,0,0,-1
无疤者奥摩尔,无疤者奥摩尔是驯犬者哈卡的门徒，当他的主人在上古之战中落败后，他便接管了这位传奇战士剩余的地狱犬。从那时起，奥摩尔屡战屡胜，从没在哪一场对决中被打败过。这位古老的恶魔是伊利丹派往地狱火堡垒面对那些邪兽人的使者。,0.39071,0.204918,528,248,1891,2,5057,347,0,0,-1
传令官瓦兹德,瓦兹德守卫着连接地狱火堡垒和黑暗神殿之间的补给运输、信息传递以及军队通行要道。瓦兹德的坐骑名叫纳杉，是条威风的虚空龙，他总是骑在纳杉背上，从空中用烈火、利爪和令人胆寒的尖叫声，对敌人发起势不可挡的攻势。,0.355191,0.827869,529,248,1892,3,5064,347,0,0,-1
塞林·火心,塞林·火心曾经有着尊贵的身份，他是凯尔萨斯·逐日者私人卫队的队长，但由于对主人太过忠心，他变得理智全无。绕室的水晶里蕴藏着恶魔能量，塞林被这股能量蛊惑，沉湎在那邪恶力量之中不能自拔。他会杀死任何胆敢接近魔导师平台的人，并从他们的尸体里汲取法力、生命和鲜血。,0.424864,0.223361,530,249,1897,1,5078,349,0,0,-1
维萨鲁斯,维萨鲁斯是具有超强力量的奥术元素，被三个血精灵召唤到了魔导师平台，当他抵达时便杀死了他们。周围水晶中的魔法能量与维萨鲁斯体内的力量产生了共鸣，他的身体则时刻处在向外爆发混乱洪流的状态。,0.8347,0.264344,531,249,1898,2,5082,349,0,0,-1
女祭司德莉希亚,德莉希亚是效命于魔王基尔加丹的希瓦尔拉祭祀。当凯尔萨斯·逐日者在对风暴要塞的攻击中身负重伤时，正是德莉希亚救了他，从此她便跟在这位血精灵领主身边。这位女祭司手下有一批好战又忠实的侍从为其效命，并会不惜一切代价保护她。,0.397541,0.557377,532,249,1895,3,5090,348,0,0,-1
凯尔萨斯·逐日者,凯尔萨斯·逐日者曾经是血精灵一族的真正勇士，也是血精灵古老遗产的守卫者，但却在恶魔基尔加丹留居外域时，沦为了他黑暗力量的牺牲品。在新主人的命令下，这位任性的王子回到艾泽拉斯夺取了太阳井，希望利用那魔力之泉为恶魔打开一道传送门，将他们送至这个全新未开化的世界上来。凯尔萨斯是一位卓越的战略家，一位强大的战士，在他的血脉中燃烧着无尽的邪恶魔法。,0.0860656,0.502049,533,249,1894,4,5166,348,0,0,-1
潘德莫努斯,这位臭名昭著的虚空领主又以混乱公爵、噬国者和灭世者的名号为人们所熟知。当虚灵的故乡卡雷什遭遇毁灭时，潘德莫努斯是迪门修斯麾下的一名指挥官。他后来受制于节点亲王沙法尔，为了继续满足他无休无止的欲望，不得不为虚灵效力。,0.479508,0.297131,534,250,1900,1,5188,272,0,0,-1
塔瓦洛克,在凯尔萨斯·逐日者的命令下，计算者帕萨雷恩召唤出了一个强大的巨像，把流动在法力陵墓下方的奥术能量收集起来。特殊的放射物意外地将塔瓦洛克变了形，使他摆脱了帕萨雷恩的红色腐化影响。这个白色的奥术巨像获得了自由意志，并用这意志贪婪地吞噬着任何对他构成阻碍的人。,0.609289,0.741804,535,250,1901,2,5191,272,0,0,-1
尤尔,这是伊利丹·怒风送出的“礼物”，以陪伴节点亲王沙法尔。尤尔是具有无限野性和力量的虚空猎犬。亲王的谏臣们提醒他，这份伊利丹送来的恶魔大礼很有可能暗藏着什么阴谋诡计，一旦达成目标就会背叛沙法尔。但亲王却把那些谏臣喂到了尤尔的肚子里……不过为了以防万一，他在那之后也把这只猎犬关进了一个静止的房间内。,0.356557,0.608607,536,250,250,3,5194,272,0,2,2
节点亲王沙法尔,由于笃信在法力陵墓的地下深处埋藏着大量财富，节点亲王沙法尔花费了难以计数的个人钱财，将一支军队调遣到了这片破碎遗迹的暗影殿堂内，并将那些不安分的虚灵隔绝在外。亲王的贪欲无边无际，而且他发誓要揭开法力陵墓的秘密，不达目的誓不罢休。,0.32377,0.491803,537,250,1899,4,5196,272,0,0,-1
德拉克中尉,德拉克中尉是一位颇有野心的军人，在第二次战争期间专注于挥斥方遒的无上荣耀。他的野心之大，只有他对绿皮肤兽人的仇恨才能与之相较，这些兽人杀死了他麾下的众多勇士，他将这份深仇大恨化作了残酷的刑罚，狠狠地加诸在敦霍尔德城堡集中营囚犯的身上。,0.754098,0.661885,538,251,1905,1,5205,274,0,0,-1
斯卡洛克上尉,斯卡洛克上尉是埃德拉斯·布莱克摩尔的死忠，与至交好友奥里登·匹瑞诺德一同在敦霍尔德的军队中提升军衔。当奥里登决定对奥特兰克山脉采取行动时，斯卡洛克却选择留在他的领主兼良师身边。他后来成为了埃德拉斯最为信任的同伴和顾问，赢得了“布莱克摩尔之矛”的头衔。,0.691257,0.696721,539,251,1907,2,5210,274,0,0,-1
时空猎手,这位名字神秘的时空猎手是永恒之龙军团派出的刺客，要赶在萨尔逃离敦霍尔德之前将他杀死，进而改变历史的进程。这条暗影龙在完成使命的过程中杀死过无数生灵，但这次却是他最为重要的一次暗杀。他将使出全部力量、能力、阴谋与诡计，来为这条时间线画上句号。,0.508197,0.319672,540,251,1906,3,5225,274,0,0,-1
黑暗编织者塞斯,黑暗编织者塞斯奉利爪之王艾吉斯之命，在那些鸦人叛徒们寻找他们神秘的神灵时守卫塞泰克大厅。这位身形消瘦的诡计大师精通暗影魔法，深知如何让元素对他唯命是从。,0.487705,0.680328,541,252,1903,1,5230,258,0,0,-1
安苏,安苏是位神秘的鸟神，深受鸦人的崇拜，哪怕他们比他更加凶残。安苏的起源和力量与其它任何外域的陨落之神相比都大相径庭。纳鲁也对这一邪恶生物保持沉默，因为就算对于他们来说，安苏也可称得上是神秘莫测。,0.326503,0.545082,542,252,1904,2,5248,259,0,2,2
利爪之王艾吉斯,利爪之王艾吉斯是一群勇敢鸦人极富魅力的精神领袖，他们离开了位于泰罗卡森林的家园，前去寻找某位“预示之神”。他在睡梦中见到了这位神灵，领悟了深藏在奥金顿破碎殿堂中的启示。梦中的景象使艾吉斯陷入了疯狂，他现在自称是泰罗克转世，一位鸦人神话中的神圣英雄。,0.326503,0.276639,543,252,1902,3,5256,259,0,0,-1
赫尔默大使,赫尔默大使是一位强大的恶魔仆从和苦痛侍僧，专注于研究死亡艺术。没有什么能比凡人那混杂着恐惧与绝望的鲜血更令他着迷了。暗影迷宫中的邪兽人束缚着赫尔默，源源不断地向他喂食囚犯，支撑着这位恶魔为其主人的黑暗意志效力。,0.218579,0.395492,544,253,1908,1,5261,260,0,0,-1
煽动者布莱卡特,当兽人部落第一次通过黑暗之门入侵艾泽拉斯时，两位暗影议会的成员却把他们的注意力投到了奥金顿这座古老的德莱尼坟场上。那些游荡在这片土地上的不安怨灵，恰好是术士布莱卡特用来完善他精神控制能力的绝佳试验品。,0.26776,0.704918,545,253,1909,2,5263,260,0,0,-1
沃匹尔大师,在部落发展的早期，沃匹尔大师说服兽人术士古尔丹允许他调查奥金顿的秘密，然而他暗中却渴望驾驭遍布奥金顿各处强大到骇人的宇宙精华能量。,0.531421,0.540983,546,253,1911,3,5266,260,0,0,-1
摩摩尔,“混沌初开时”、“很久很久以前”……这些辞藻都不足以说明这一元素的起源有多么久远。它的存在预示着纯粹的毁灭。只要它动一动念头，世界便会分崩离析，支离破碎。只有真正的疯子才会想要召唤它。也许现在还来得及赶在摩摩尔彻底进入外域前将它放逐。,0.808743,0.391393,547,253,1910,4,5272,260,0,0,-1
自由的瑟雷凯斯,来自扭曲虚空的大部分生物都需要主人不断地给予指示，但少数杰出的虚空幽灵却不用主人下达这种命令。瑟雷凯斯屹立在禁魔监狱的入口处，时刻准备消灭那些胆敢挑战他的不速之客。,0.592896,0.243853,548,254,1916,1,5279,269,0,0,-1
末日预言者达尔莉安,在被纳鲁囚禁之前，达尔莉安是燃烧军团中最为邪恶好战的战士之一。和天怒预言者苏克拉底做了那么长时间的狱友，也没让她改掉自己的坏脾气。,0.363388,0.782787,549,254,1913,2,5283,270,0,0,-1
天怒预言者苏克拉底,数千年前，苏克拉底在愤怒卫士当中享有尊贵的地位，站在燃烧军团的最高指挥官身边。监禁关不住他超强的自我意识。他的狱友也无能为力。,0.199454,0.786885,550,254,1915,3,5291,270,0,0,-1
预言者斯克瑞斯,纳鲁相信，只要将预言者斯克瑞斯关起来，并迫使他进入漫长而无梦的睡眠状态，就能让他那极具说服力的声音安静下来。然而禁魔监狱中的不幸典狱官却发现纳鲁的想法是错的。斯克瑞斯的精力太过旺盛，可以用微弱的低语轻声与监护者梅里卡尔交谈。时间会解决剩下的一切问题。,0.61612,0.307377,551,254,1914,4,5298,271,0,0,-1
时空领主德亚,永恒之龙军团用力量做承诺，引诱了许多龙人，但大多数龙人却只得到了奴役和绝望。时空领主德亚是少数几个例外之一，他凭借自身的原始力量和狡诈，在军团中确立了属于自己的一席之地。,0.45082,0.620901,552,255,1920,1,5336,273,0,0,-1
坦普卢斯,尽管相对年轻，坦普卢斯却在制定永恒之龙军团攻击计划的过程中发挥着重要作用。作为奖励，他被赋予了一项重要职责——将任何妄图干扰军团计划的宵小赶尽杀绝。,0.54918,0.618853,553,255,1921,2,5340,273,0,0,-1
埃欧努斯,埃欧努斯强大凶蛮，永恒之龙军团领主命他亲自监督针对真实时间流关键时刻所采取的破坏行动。,0.480874,0.745902,554,255,1919,3,5344,273,0,0,-1
制造者,所有利用邪恶魔法的生物，不论自愿与否，都会渐渐变成恶魔的样子。至于那些试图抵抗的人，制造者加速了他们腐化的进程，并在他们身上进行了残忍的实验。,0.386612,0.418033,555,256,1922,1,5356,261,0,0,-1
布洛戈克,某些生物偶尔会重新考虑是否应该忠于他们堕落的新主人。布洛戈克要确保任何存在于邪兽人之间的谋逆念头都会被永久根除。,0.43306,0.219262,556,256,1924,2,5367,261,0,0,-1
击碎者克里丹,当伊利丹推翻深渊领主玛瑟里顿的统治并夺取外域时，他将那位恶魔领袖囚禁在了地狱火堡垒的下方。只有伊利丹麾下最坚定的勇士才会希望担当看守之职，唯一有可能的人选就是凶残的兽人克里丹了。,0.583333,0.411885,557,256,1923,3,5382,261,0,0,-1
指挥官萨拉妮丝,当堕落的血精灵领袖凯尔萨斯夺取风暴要塞的控制权后，他立刻命令指挥官萨拉妮丝部署防御力量，以抵御纳鲁有可能派来夺取要塞的任何兵力。,0.442623,0.233607,558,257,1925,1,5401,266,0,0,-1
高级植物学家弗雷温,进入生态船不过短短几分钟，弗雷温便不顾后果地开始了他的实验，以解开潜藏在外域原生植物生命当中的神秘力量。,0.241803,0.227459,559,257,1926,2,5418,266,0,0,-1
看管者索恩格林,资源对于实验来说是必不可少的。看管者索恩格林要确保凯尔萨斯的植物学家有他们所需要的力量和精华，来揭开纳鲁的秘密，哪怕这意味着必须牺牲无数活体生物来达到这一目的。,0.0737704,0.481557,560,257,1928,3,5460,266,0,0,-1
拉伊,纳鲁从外域各地搜集不同寻常的野生生物样本。当生态船遭到入侵时，他们的防御瓦解了，一些危险系数最高的标本获得了自由，到处游荡。,0.340164,0.862706,561,257,1927,4,5463,266,0,0,-1
迁跃扭木,达纳苏斯的暗夜精灵们请求外界帮忙复原一棵奥术古树，它被困在了风暴要塞之中。凯尔萨斯·逐日者的军队近来发动的攻击令迁跃扭木恐惧不已，它已经失去了分辨敌友的能力，会攻击任何打扰它的人。,0.342896,0.368853,562,257,1929,5,5476,266,0,0,-1
机械领主卡帕西图斯,必须具备极为强大的技能和精准度，才能收集纳鲁魔法晶格的力量。这些天赋可以轻易被用来对付任何入侵者。,0.513661,0.315574,563,258,1932,1,5479,267,0,0,-1
灵术师塞比瑟蕾,塞比瑟蕾擅长快速召唤生物来摧毁任何敌人，因此她被掌管能源舰的血精灵——计算者帕萨雷恩选作了学徒。,0.478142,0.202869,564,258,1930,2,5484,268,0,0,-1
计算者帕萨雷恩,在太阳井沦陷后，自负的秘术师帕萨雷恩看到了一个可以令自己声名远播的好机会，他决定帮助凯尔萨斯寻找让他的族人摆脱魔法依赖的良方。这一单纯的任务使他加入了身在外域的血精灵王子，并负责监管他灾难性的实验。就在不久前，帕萨雷恩开始驾驭风暴要塞的异世技术，以期让自己名利双收。,0.271858,0.610656,565,258,1931,3,5489,268,0,0,-1
高阶术士奈瑟库斯,奈瑟库斯曾是影月氏族的萨满祭司，他放弃了对元素的崇敬，转而研习运用邪恶魔法的艺术。他所控制的恶魔能量使他仅剩下一副躯壳，唯有在折磨年轻的邪兽人时才能获得乐趣，以检验他们精神和肉体力量的极限。,0.333333,0.620902,566,259,1936,1,5497,246,0,0,-1
战争使者沃姆罗格,凶残而狡诈的食人魔沃姆罗格被视作是邪部落最致命的成员之一。但这一人人惧怕的暴徒却也有自己的麻烦。这位食人魔颈上的双颅总会在哪怕是最简单的事情上争论不休。两年前，沃姆罗格开始了一个由十二个步骤组成的计划，从而让他好战的双重性格取得同步。但他的双颅至今还没决定好先从哪一个步骤开始实行。,0.54235,0.342213,568,259,1937,3,5893,246,0,0,-1
酋长卡加斯·刃拳,身为碎手氏族的首领和邪部落的酋长，卡加斯是近代最伟大的兽人英雄之一。多年来，他已经割断了双手，用战争武器取而代之，这是他氏族中特有的血腥仪式。他通过对别人和自己施加痛苦而获得快感，成为了兽人中的传奇人物。作为邪部落的残暴统治者，他用自己的残暴和凶猛打造出了一支势不可挡的作战大军，就驻扎在地狱火堡垒的钢铁城墙之内。,0.673497,0.545082,569,259,1938,4,5898,246,0,0,-1
背叛者门努,门努原本是一位破碎者，是被兽人释放出的能量扭曲变形的德莱尼。当纳迦入侵赞加沼泽时，这些不幸的生物有许多都试图逃离这一地区。门努却另辟了一条通往幸福的蹊径。为了活命，他背叛了自己的破碎者同伴，转而为这些蛇形入侵者效命，同意以奴隶监工的身份看管自己的族人。,0.490437,0.270492,570,260,1939,1,5902,265,0,0,-1
巨钳鲁克玛尔,在德拉诺覆灭后，鲁克玛尔逃进了赞加沼泽深处。撕裂世界的能量席卷了这只巨兽，它的力量和体型都变得更大，但却要付出忍受无尽痛苦的代价。当纳迦初次来到这片区域时，他们为鲁克玛尔的凶猛而感到震惊不已。纳迦没有杀死这只野兽，而是奴役了它，用这只生物来管制赞加沼泽众多的本土生物。,0.580601,0.405738,571,260,1941,2,5907,265,0,0,-1
夸格米拉,夸格米拉曾是赞加沼泽众多真菌巨人的统治者。他在赞加沼泽蜿蜒洞穴中游荡时被纳迦擒获，并遭受了难以忍受的折磨。现在这一饱受摧残的生物心无旁骛地效忠于自己的领主，让所有胆敢违抗瓦丝琪女士意志的人收声。,0.821038,0.768442,572,260,1940,3,5977,265,0,0,-1
水术师瑟丝比娅,在暗夜精灵帝国的鼎盛时期，上层精灵瑟斯比娅热衷于艺术与音乐。然而她对这些事物的喜爱在大分裂期间全都消失了，她和众多族人一起被吸进了艾泽拉斯的深渊之中，变成了充满仇恨的纳迦。在那之后的数千年里，瑟斯比娅始终是她儿时玩伴瓦丝琪女士的知己密友。她毫不犹豫地与同伴前往赞加沼泽，立誓监督纳迦对该地水源补给的汲取任务。,0.54235,0.137295,573,261,1942,1,5982,263,0,0,-1
机械师斯蒂里格,诺莫瑞根的辐射物把这座城市中的许多幸存者变成了麻风侏儒。杰出的机械师斯蒂里格就是这些受害者当中的一员。尽管他逃出了诺莫瑞根，并保留住了自己的聪明才智，但他曾经拥有的伦理观和同情心却已尽皆泯灭。他在艾泽拉斯四处游荡，将自己的知识出卖给一些厚颜无耻的组织，如血帆海盗。最近，纳迦雇用了斯蒂里格，让他负责操作赞加沼泽蒸汽地窟里的复杂机械装置。,0.34153,0.819672,574,261,1943,2,5996,263,0,0,-1
督军卡利瑟里斯,在蒸汽地窟深处，纳迦开始用一种神秘物质进行实验，以强化他们的战士，荡除他们心中的恐惧。卡利瑟里斯是瓦丝琪的仆从之一，自愿充当这一黑暗药剂的试验品。作为奖赏，他被赋予守卫广阔蒸汽地窟的使命，确保这片区域的奥术机械设备能不受干扰的正常运行。,0.759563,0.436475,575,261,1944,3,6001,263,0,0,-1
霍加尔芬,霍加尔芬与同伴夸格米拉不同，这一伟大的真菌巨人目前还没有沦为纳迦的奴隶。然而他始终对所有闯入赞加沼泽至深洞穴的外来者保持着极强的攻击性。霍加尔芬对纳迦在赞加沼泽其它地区实行的阴谋诡计一无所知，花费大量时间照料幽暗孢子，那是一种古老的植物，据说是他最为珍视的宝物。,0.693989,0.89959,576,262,1946,1,6006,262,0,0,-1
加兹安,历史学家长久以来都对艾泽拉斯与外域的巨型多头蛇是否同出一源争论不休。但有一点可以确定的是，这些凶残的生物从上古时期开始就在这两块区域存在了。加兹安是外域最为恶名昭彰、可怕骇人的多头蛇。在瓦丝琪的控制下，这只贪婪的恶魔对赞加沼泽的下层发起了猛攻，以威胁当地的住民。,0.786885,0.288935,577,262,1945,2,6009,262,0,0,-1
沼地领主穆塞雷克,身为破碎者就要接受被放逐的命运。这一真理是沼地领主穆塞雷克的心头大石。虽然他是暗血破碎者的成员，他更愿意独自在赞加沼泽下方的洞穴中游荡。在他最近一次游荡的时候，他利用自己对野兽的驾驭力迷住了唤风者克劳恩，那是一位德鲁伊，当时正以凶猛的熊形态探索那片区域。穆塞雷克强迫克劳恩充当他的忠实同伴，不会因为他被扭曲成了怪物就对他心存偏见。,0.4153,0.241803,578,262,1947,3,6013,262,0,0,-1
黑色阔步者,外域的泥沼游荡者是徘徊在野外的高个子生物，以遇到的任何小型生物为食。在赞加沼泽的孢子人当中流传着与其中一位掠食者有关的传说，它的名字叫黑色阔步者，是个极为凶残的野兽。作为所有沼泽游荡者的巢母，据说她从幽暗沼泽深处的老巢中出来，就是为了满足自己想吃美味孢子人的口腹之欲。,0.247268,0.456967,579,262,1948,4,6036,262,0,0,-1
纳多克斯长老,纳多克斯原本是一位倍受尊敬的蛛魔领袖，将他种族的古老传统转授给后世子嗣。当蜘蛛之战席卷艾卓-尼鲁布时，他被亡灵军团击败了。巫妖王复活了纳多克斯的尸体，将他体内一切睿智高尚的品质悉数荡除，迫使他杀死了自己的学生、好友和所有其它对抗天灾之力的蛛魔。,0.696721,0.270492,580,271,1969,1,6041,132,0,0,-1
塔达拉姆王子,在凯尔萨斯攻击巫妖王落败后，他麾下一些最为精锐的血精灵追随者惨遭杀戮，被复活成了名为黑暗堕落者的不死怪物。塔拉达姆王子就是这些狡诈嗜杀的吸血鬼生物中的一员。为了尽心竭力地取悦巫妖王，他进入了饱受战争摧残的安卡赫特深处寻找失落的蛛魔圣物，用以强化那些凶暴的亡灵蛛魔。,0.631147,0.495901,581,271,1966,2,6050,132,0,0,-1
耶戈达·觅影者,耶戈达梦到了天启。她相传是暮光之锤最为狂热的追随者之一。在凶残食人魔法师古加尔的指引下，她学会了扭曲自己的萨满之力以效忠上古之神。不久以前，耶戈达进入了安卡赫特深处，准备迎接光荣日的到来——届时尤格-萨隆将再次崛起，用暗影吞噬艾泽拉斯的所有土地。,0.48224,0.72541,582,271,1967,3,6055,132,0,0,-1
埃曼尼塔,长久以来，在安卡赫特潮湿而不见天日的洞穴中，繁密地生长着各类真菌和其它温和的生物形态。然而就在不久前，尤格-萨隆将它的压迫意志散播进了这个原本独立的生态系统。上古之神用它强大的腐化之力将安卡赫特一只土著野兽扭曲成了畸形的生物，它就是埃曼尼塔，这是个毫无思想的恐怖怪兽，周身充满了从其主人身上取得的破坏能量。,0.672131,0.786885,583,271,1989,4,6060,132,0,2,2
传令官沃拉兹,在天灾军团入侵艾卓-尼鲁布期间，这个王国内的许多住民都逃进了地下隧道以躲避巫妖王的爪牙。但有一些人却挖得太深，使尤格-萨隆的卷须暴露在外。尤格-萨隆被这一骚乱吵醒了，于是派出了一名最为古老的战士——传令官沃拉兹，前去屠杀陷入围困的蛛魔，并将任何威胁到上古之神的蠢货全部歼灭。,0.236339,0.504098,584,271,1968,5,6067,132,0,0,-1
看门者克里克希尔,在巫妖王抵达前，艾卓-尼鲁布的大门牢不可破地矗立了好几个世纪。这位名叫克里克希尔的蛛魔被变成了亡灵，被迫守护着他在生前没能成功守住的这道大门，仿佛是在嘲笑他连自己的家园都保护不了。,0.501366,0.45082,585,272,1971,1,6073,159,0,0,-1
哈多诺克斯,在艾卓-尼鲁布即将陷落之际，蛛魔大臣们放出了一只蜘蛛，这只蜘蛛能在一天之内就成长到足以挑战巫妖王的不死军团。哈多诺克斯心中充满了为死去族人复仇的渴望，要从任何胆敢威胁其家园的人手中夺回失地。,0.431694,0.594262,586,272,1972,2,6351,158,0,0,-1
阿努巴拉克,艾卓-尼鲁布和阿努巴拉克的命运从很久以前就交织在一起了。在世时，他是帝国的国王；往生后，他成了帝国的征服者。这位叛徒国王奉巫妖王之命再次保护他的古老帝国，警惕着任何威胁他王国的人。,0.621585,0.487705,587,272,1973,3,6355,157,0,0,-1
托尔戈,达卡莱是最为凶残的巨魔部族之一，而托尔戈又是最能够代表该部族野蛮程度的典范。但这个大块头怪物却发现与巫妖王相比，自己大肆吹嘘的暴行根本算不了什么，他现在尽心维护阿尔萨斯的统治，向任何胆敢挑战其权威的人发出可怕警告。,0.565574,0.182377,588,273,1974,1,6370,160,0,0,-1
召唤者诺沃斯,诺沃斯向来都是投机主义者，想方设法超越他的平庸同伴。这位邪教徒将自己的心从身体里挖了出来，在死前几秒将这个仍在跳动的器官献给了自己的主人。他的进取心令主人大受感染，于是将他重塑成了巫妖。,0.702186,0.479508,589,273,1976,2,6375,160,0,0,-1
暴龙之王爵德,暴龙之王爵德是达卡莱巨魔中的传奇角色。相传，有个巨魔狩猎小队在天灾瘟疫肆虐的居住区里发现了一只强大的野兽。巨魔们驯服了这头魔暴龙，相信它自身就是一剂解毒药，能治愈在其族人中肆虐的可怕疫病。,0.612022,0.862705,590,273,1977,3,6390,160,0,0,-1
先知萨隆亚,天灾军团势如破竹地挺近达克萨隆要塞，就算是盗取神灵之力也无力回天。眼看巨魔军团成群结队地在巫妖王身前倒下，萨隆亚现在只为自己的新主人预言胜利的捷报。,0.476776,0.133197,591,273,1975,4,6396,161,0,0,-1
斯拉德兰,斯拉德兰毕生都在为神灵效忠，牺牲神灵让他感觉不到半点儿愉悦。当神灵的力量涌入他的身体时，这位高阶先知发誓，一定要让天灾军团也同样品尝到达卡莱巨魔被迫忍受的暴行。,0.539617,0.485656,592,274,1978,1,6411,154,0,0,-1
达卡莱巨像,巨魔们在施放巫毒法术时使用魔精的传统由来已久，但将那些法术融合在一起并注入魔像，却是极具革命性的突破。他们所取得的初步成功催生出了原始造物——巨像，并继而生成了无数哨兵。,0.465847,0.655737,593,274,1983,2,6418,154,0,0,-1
莫拉比,达卡莱巨魔想要牺牲犸托斯来获得力量，结果这位神灵却选择了自我毁灭。尽管如此，人们却不能否定莫拉比身上堪比神灵的力量。这位高阶先知饮下了神灵的鲜血，现在会不惜一切代价确保祖达克牢牢掌握在巨魔手中。,0.393442,0.489754,594,274,1980,3,6980,154,0,0,-1
凶残的伊克,在对其进行多次武装未果后，达卡莱巨魔将他们失败的鳄鱼人实验封印了起来。当冰巨魔奋力抵抗入侵其挚爱家园的天灾军团时，伊克和他的仆从们则在等待着重获自由的时刻。,0.251366,0.704918,595,274,1988,4,6664,154,0,2,2
迦尔达拉,当天灾军团侵入祖达克时，达卡莱巨魔只得求助自己的神灵。冰巨魔并没有选择对神灵俯首乞怜，而是拿起了利刃。眼看遇害的神灵阿卡里血流成河，高阶先知迦尔达拉和他那些背弃信仰的追随者们将神灵的力量据为己有。,0.465847,0.270492,596,274,1981,5,6989,154,0,0,-1
比亚格里将军,洛肯的钢铁大军浩浩荡荡，而比亚格里将军则是他们当中最为骁勇善战的大将。作为洛肯闪电大厅的先锋尖兵，这位铁血指挥官要确保对任何擅闯主人领地的不速之客施以极端惩罚。,0.435792,0.372951,597,275,1987,1,7724,138,0,0,-1
沃尔坎,洛肯的强大军团是他的铁匠沃尔坎精湛技艺的绝佳证明。他的工作永无止息，不眠不休地塑造士兵为堕落的守护者作战。只有当铁匠的创造物踩在敌人破碎的尸体上时，他的工作才算告一段落。,0.377049,0.209017,598,275,1985,2,7042,139,0,0,-1
艾欧纳尔,洛肯从不依赖他的钢铁仆从来充当他的个人卫兵。这位堕落的守护者靠的是闪电本身的力量。艾欧纳尔和它的同伴得以在闪电大厅中避难栖身，作为交换，它们必须献出绝对的忠诚和意愿，消灭任何妄图对抗自己新主人的闯入者。,0.614754,0.77459,599,275,1984,3,7252,139,0,0,-1
洛肯,他是艾泽拉斯首席管理官，负责看管尤格-萨隆，确保将它安妥地关押在囚牢里。没人能预见到，从上古之神的手中救下这个世界的守护者，却是想要毁灭世界的罪魁祸首。,0.189891,0.522541,600,275,1986,4,7258,139,0,0,-1
法瑞克,这位天灾军团的勇士是阿尔萨斯夺取霜之哀伤后创造的首批死亡骑士之一。明知那会是一场注定失败的战役，但法瑞克还是忠诚地追随自己的王子去了诺森德，结果他穷尽毕生精力为其效命的王子却背叛了他。,0.352459,0.75,601,276,1992,1,7265,185,0,0,-1
玛维恩,玛维恩自小就认识阿尔萨斯，他不仅将他视作王子，还把他当成自己真正的朋友。当阿尔萨斯向着诺森德起航时，这位骑士毫不犹豫地跟他一起上路。尽管他的朋友后来将一把被诅咒的符文之刃插进了他的心脏，但眼见王子变成了这副模样，玛维恩还是体会到了心碎的感觉。,0.434426,0.627049,602,276,1993,2,7269,185,0,0,-1
逃离阿尔萨斯,两位领袖想要在一场对决中击败巫妖王，但她们很快便发现，自己根本不是这位真正王者的对手。为了活命，她们试图逃离他的圣所。她们每一刻徒劳的挣扎都令阿尔萨斯感到乐在其中。有些事情是无论如何都躲不掉的。,0.105191,0.27459,603,276,1990,3,7273,185,0,0,-1
