Name_lang,ID,MapID,DifficultyID,OrderIndex,CompleteWorldStateID,Bit,Flags,SpellIconFileID,Faction
黑暗意志,1576,1098,0,-62,7582,8,6,0,-1
击碎者金罗克,1577,1098,0,-3000,7575,9,6,0,-1
墨格瑞拉,1578,1098,0,-750,7577,10,6,0,-1
雷神,1579,1098,0,2000,7603,11,6,0,-1
莱登,1580,1098,5,3000,7605,12,38,0,-1
莱登,1581,1098,6,3000,7605,12,38,0,-1
乌达斯塔,1587,870,0,3000,0,3,8,0,-1
卡拉克西英杰,1593,1136,0,3500,8109,0,6,897697,-1
潘达利亚战利品,1594,1136,0,1500,8202,1,6,897406,-1
马尔考罗克,1595,1136,0,1000,8225,2,6,897029,-1
堕落的守护者,1598,1136,0,-2000,8253,3,6,897027,-1
嗜血的索克,1599,1136,0,2000,8258,4,6,896625,-1
钢铁战蝎,1600,1136,0,-1500,8260,5,6,896624,-1
攻城匠师黑索,1601,1136,0,3000,8236,6,6,897633,-1
伊墨苏斯,1602,1136,0,-3000,8268,7,6,896623,-1
纳兹戈林将军,1603,1136,0,-1250,8272,8,6,897144,-1
傲之煞,1604,1136,0,-1750,8276,9,6,651086,-1
Omar's Test Encounter (Cosmetic only) DNT,1605,1136,0,4000,6215,10,16,0,-1
库卡隆黑暗萨满,1606,1136,0,-1375,8285,11,6,897028,-1
迦拉卡斯,1622,1136,0,-1625,8415,12,6,896665,-1
加尔鲁什·地狱咆哮,1623,1136,0,3750,8356,13,6,896622,-1
诺鲁什,1624,1136,0,-1875,8299,14,6,897064,-1
罗托尔,1652,1175,0,0,8565,0,4,0,-1
守奴人库鲁斯托,1653,1175,0,-1000,8563,1,4,0,-1
戈洛克,1654,1175,0,1000,8566,2,4,0,-1
玛格莫拉图斯,1655,1175,0,-2000,8586,3,4,0,-1
猎手布塔斯克,1656,47,1,250,8592,6,0,0,-1
督军拉姆塔斯,1659,47,1,500,8595,7,0,0,-1
盲眼猎手格罗亚特,1660,47,1,625,8620,8,0,0,-1
卡尔加·刺肋,1661,47,1,687,8597,9,0,0,-1
阿鲁克斯,1662,129,1,4000,8622,4,0,0,-1
火眼莫德雷斯,1663,129,1,5000,8623,5,0,0,-1
麦什伦,1664,129,1,6000,8624,6,0,0,-1
亡语者布莱克松,1665,129,1,7000,8625,7,0,0,-1
寒冰之王亚门纳尔,1666,129,1,8000,8626,8,0,0,-1
加摩拉,1667,48,1,-500,4617,4,4,0,-1
多米尼娜,1668,48,1,500,8615,8,4,0,-1
征服者克鲁尔,1669,48,1,750,8614,9,4,0,-1
刽子手戈尔,1670,48,1,875,4623,10,4,0,-1
暮光领主巴赛尔,1671,48,1,937,4623,11,4,0,-1
阿库麦尔,1672,48,1,968,4624,12,4,0,-1
苏克,1675,48,1,812,8653,0,4,0,-1
深渊守护者,1676,48,1,843,8655,1,4,0,-1
莎达娜·血怒,1677,1176,0,0,8661,0,4,0,-1
阿扎凯尔，燃烧军团先锋,1678,1182,0,0,8665,0,4,0,-1
骨喉,1679,1176,0,1000,8678,1,4,0,-1
耐奥祖,1682,1176,0,2000,8691,2,4,0,-1
缚魂者尼娅米,1685,1182,0,-1000,8667,1,4,0,-1
警戒者凯萨尔,1686,1182,0,-2000,8669,2,4,0,-1
纳利什,1688,1176,0,500,8705,3,4,0,-1
缚火者卡格拉兹,1689,1205,0,3250,8720,0,6,0,-1
爆裂熔炉,1690,1205,0,3812,8724,1,6,0,-1
格鲁尔,1691,1205,0,-1000,8731,2,6,236412,-1
主管索戈尔,1692,1205,0,3750,8733,3,6,0,-1
汉斯加尔与弗兰佐克,1693,1205,0,3000,8738,4,6,0,-1
兽王达玛克,1694,1205,0,3125,8746,5,6,1004898,-1
钢铁女武神,1695,1205,0,4000,8755,6,6,0,-1
吞噬者奥尔高格,1696,1205,0,-2000,8761,7,6,1003743,-1
兰吉特,1698,1209,0,0,8770,0,4,0,-1
阿拉卡纳斯,1699,1209,0,1000,8771,1,4,0,-1
鲁克兰,1700,1209,0,2000,8772,2,4,0,-1
高阶贤者维里克斯,1701,1209,0,3000,8773,3,4,0,-1
黑手,1704,1205,0,5000,8874,8,7,0,-1
元首马尔高克,1705,1228,0,0,8800,0,7,1030796,-1
屠夫,1706,1228,0,-1000,8806,1,6,1006454,-1
克罗莫格，远山传奇,1713,1205,0,3875,8831,9,6,0,-1
塔隆戈尔,1714,1182,0,1000,8843,3,4,0,-1
箭火和波尔卡,1715,1208,0,0,8848,0,4,0,-1
独眼魔双子,1719,1228,0,-500,8866,2,6,1019377,-1
布兰肯斯波,1720,1228,0,-625,8884,3,6,1019378,-1
卡加斯·刃拳,1721,1228,0,-2000,8903,4,6,1005701,-1
泰克图斯，活体之山,1722,1228,0,-562,8923,5,6,1006111,-1
克拉戈,1723,1228,0,-250,8930,6,6,841221,-1
尼托格·雷塔,1732,1208,0,1000,8948,1,4,0,-1
啸天者托瓦拉,1736,1208,0,2000,9038,2,4,0,-1
阿什兰,1745,1191,0,0,0,0,16,0,-1
枯木,1746,1279,0,0,9175,0,4,0,-1
Ken's Test Encounter [DNT],1747,605,0,0,0,0,0,0,-1
恐轨押运员,1748,1195,0,0,9219,0,4,0,-1
血肉撕裂者诺格加尔,1749,1195,0,-1000,9233,1,4,0,-1
奥舍尔,1750,1195,0,1000,9235,2,4,0,-1
大法师索尔,1751,1279,0,1000,9297,1,4,0,-1
艾里塔克,1752,1279,0,2000,9298,2,4,0,-1
斯古洛克，格鲁尔之子,1754,1195,0,2000,9341,3,4,0,-1
鲁克玛，鸦人太阳神,1755,1116,0,0,0,0,8,0,-1
雅努,1756,1279,0,3000,9354,3,4,0,-1
远古的保卫者,1757,1279,0,500,9356,4,4,0,-1
奇拉克,1758,1358,0,0,9020,0,4,0,-1
指挥官萨贝克,1759,1358,0,1000,9060,1,4,0,-1
狂野的怒翼,1760,1358,0,2000,8703,2,4,0,-1
折铁者高尔山,1761,1358,0,-1000,8699,3,4,0,-1
督军扎伊拉,1762,1358,0,3000,9373,4,4,0,-1
永恒的塔尔纳,1770,1116,0,1000,0,1,8,0,-1
邪能领主扎昆,1777,1448,0,2250,10004,0,6,1113433,-1
奇袭地狱火,1778,1448,0,-1000,10010,1,6,0,-1
血魔,1783,1448,0,1000,10039,2,6,1113437,-1
暴君维哈里,1784,1448,0,4500,10041,3,6,1113430,-1
钢铁掠夺者,1785,1448,0,-500,10043,4,6,0,-1
基尔罗格·死眼,1786,1448,0,-250,10048,5,6,970886,-1
考莫克,1787,1448,0,-375,10051,6,6,1113434,-1
暗影领主艾斯卡,1788,1448,0,1500,10060,7,6,0,-1
洛克莫拉,1790,1458,0,0,10092,0,4,0,-1
乌拉罗格·塑山,1791,1458,0,500,10094,1,4,0,-1
纳拉萨斯,1792,1458,0,750,10097,2,4,0,-1
地底之王达古尔,1793,1458,0,875,10099,3,4,0,-1
永恒者索克雷萨,1794,1448,0,1875,10101,8,6,1113441,-1
玛诺洛斯,1795,1448,0,5000,10141,9,6,1113439,-1
高阶地狱火议会,1798,1448,0,-312,10177,10,6,970886,-1
阿克蒙德,1799,1448,0,6000,10179,11,7,1113431,-1
祖霍拉克,1800,1448,0,3125,10208,12,6,1113442,-1
霸主卡扎克,1801,1116,0,2000,0,2,8,0,-1
海姆达尔,1805,1477,0,0,10335,0,4,0,-1
赫娅,1806,1477,0,1000,10365,1,0,0,-1
芬雷尔,1807,1477,0,2000,10367,2,0,0,-1
神王斯科瓦尔德,1808,1477,0,3000,10369,3,0,0,-1
奥丁,1809,1477,0,4000,10371,4,4,0,-1
督军帕杰什,1810,1456,0,0,10382,0,4,0,-1
积怨夫人,1811,1456,0,1000,10384,1,4,0,-1
深须国王,1812,1456,0,2000,10388,2,4,0,-1
瑟芬崔斯克,1813,1456,0,3000,10386,3,4,0,-1
艾萨拉之怒,1814,1456,0,4000,10390,4,4,0,-1
提拉宋·萨瑟利尔,1815,1493,0,0,10392,0,4,0,-1
阿什高姆,1816,1493,0,1000,10397,1,4,0,-1
格雷泽,1817,1493,0,2000,10398,2,4,0,-1
科达娜·邪歌,1818,1493,0,3000,10401,3,4,0,-1
堕落君王伊米隆,1822,1492,0,0,10479,0,4,0,-1
哈布隆,1823,1492,0,1000,10482,1,4,0,-1
海拉,1824,1492,0,2000,10484,2,4,0,-1
科蒂拉克斯,1825,1516,0,0,10562,0,4,0,-1
纳尔提拉,1826,1516,0,1000,10566,1,4,0,-1
伊凡尔,1827,1516,0,2000,10563,2,4,0,-1
萨卡尔将军,1828,1516,0,3000,10564,3,4,0,-1
顾问凡多斯,1829,1516,0,4000,10565,4,4,0,-1
融合之魂,1832,1501,0,0,10580,0,4,0,-1
伊莉萨娜·拉文凯斯,1833,1501,0,1000,10582,1,4,0,-1
可恨的斯麦斯帕,1834,1501,0,2000,10584,2,4,0,-1
库塔洛斯·拉文凯斯,1835,1501,0,3000,10586,3,4,0,-1
大德鲁伊格兰达里斯,1836,1466,0,0,10381,0,0,0,-1
橡树之心,1837,1466,0,1000,10592,1,0,0,-1
德萨隆,1838,1466,0,2000,10593,2,0,0,-1
萨维斯之影,1839,1466,0,3000,10594,3,0,0,-1
乌索克,1841,1520,0,0,10640,0,6,1413870,-1
克洛苏斯,1842,1530,0,1875,10668,0,6,0,-1
颤栗之喉,1845,1544,0,0,10707,0,4,0,-1
夺心者卡什,1846,1544,0,1000,10713,1,4,0,-1
米尔菲丝·法力风暴,1847,1544,0,2000,10718,2,4,0,-1
溃面,1848,1544,0,3000,10721,3,4,0,-1
斯考匹隆,1849,1530,0,-1000,10728,1,6,0,-1
审判官托蒙托鲁姆,1850,1493,0,500,10730,4,4,0,-1
赛尔奥隆,1851,1544,0,4000,10737,4,4,0,-1
阿努贝斯特,1852,1544,0,5000,10742,5,4,0,-1
尼珊德拉,1853,1520,0,-1000,10758,1,6,1413869,-1
梦魇之龙,1854,1520,0,2000,10762,2,6,1413866,-1
鲜血公主萨安娜,1855,1544,0,6000,10767,6,4,0,-1
邪能领主贝图格,1856,1544,0,7000,10771,7,4,0,-1
提克迪奥斯,1862,1530,0,1000,10906,2,6,0,-1
占星师艾塔乌斯,1863,1530,0,2000,11101,3,6,0,-1
萨维斯,1864,1520,0,6000,10922,3,7,1413871,-1
时空畸体,1865,1530,0,-500,10953,4,6,0,-1
古尔丹,1866,1530,0,3000,11037,5,6,0,-1
崔利艾克斯,1867,1530,0,-250,11083,6,6,0,-1
巡逻队长加多,1868,1571,0,0,11089,0,4,0,-1
塔丽克萨·火冠,1869,1571,0,1000,11091,1,4,0,-1
顾问麦兰杜斯,1870,1571,0,2000,11093,2,4,0,-1
魔剑士奥鲁瑞尔,1871,1530,0,-125,11377,7,6,0,-1
大魔导师艾利桑德,1872,1530,0,2500,11442,8,6,0,-1
伊格诺斯，腐蚀之心,1873,1520,0,1500,11476,4,6,1413868,-1
团队副本首领假人（5分钟）,1874,1457,0,0,0,0,0,0,-1
团队副本首领假人（5分钟）,1875,1457,0,1000,0,1,0,0,-1
艾乐瑞瑟·雷弗拉尔,1876,1520,0,4000,11502,5,6,1413867,-1
塞纳留斯,1877,1520,0,5000,11498,6,6,1413865,-1
夺魂者,1879,1220,0,0,0,0,8,0,-1
尼索格,1880,1220,0,1000,0,1,8,0,-1
贝恩的残影,1881,938,0,1000,6072,0,4,0,-1
希尔瓦娜斯的残影,1882,938,0,5000,6072,3,4,0,-1
吉安娜的残影,1883,938,0,6000,6073,2,4,0,-1
泰兰德的残影,1884,938,0,7000,6073,5,4,0,-1
邮差马龙,1885,329,1,13000,4725,13,4,0,-1
高级植物学家特尔安,1886,1530,0,1750,11887,9,6,0,-1
黑曜石哨兵,1887,70,1,8000,4761,3,4,0,-1
沙索斯,1888,1220,0,2000,0,2,8,0,-1
大主教玛拉达尔,1889,558,0,0,2702,0,4,0,-1
死亡观察者希尔拉克,1890,558,0,1000,4603,1,4,0,-1
无疤者奥摩尔,1891,543,0,0,4699,0,4,0,-1
传令官瓦兹德,1892,543,0,1000,4700,1,4,0,-1
巡视者加戈玛,1893,543,0,2000,4698,2,4,0,-1
凯尔萨斯·逐日者,1894,585,0,1000,4702,0,4,0,-1
女祭司德莉希亚,1895,585,0,3000,3450,1,4,0,-1
塞林·火心,1897,585,0,4000,3448,2,4,0,-1
维萨鲁斯,1898,585,0,5000,3449,3,4,0,-1
节点亲王沙法尔,1899,557,0,0,4606,0,4,0,-1
潘德莫努斯,1900,557,0,1000,4604,1,4,0,-1
塔瓦洛克,1901,557,0,2000,4605,2,4,0,-1
利爪之王艾吉斯,1902,556,0,0,2818,0,4,0,-1
黑暗编织者塞斯,1903,556,0,1000,4608,1,4,0,-1
安苏,1904,556,0,2000,3022,2,4,0,-1
德拉克中尉,1905,560,0,0,4659,0,4,0,-1
时空猎手,1906,560,0,1000,4660,1,4,0,-1
斯卡洛克上尉,1907,560,0,2000,2711,2,4,0,-1
赫尔默大使,1908,555,0,0,4609,0,4,0,-1
煽动者布莱卡特,1909,555,0,1000,2802,1,4,0,-1
摩摩尔,1910,555,0,2000,4610,2,4,0,-1
沃匹尔大师,1911,555,0,3000,2803,3,4,0,-1
末日预言者达尔莉安,1913,552,0,0,4742,0,4,0,-1
预言者斯克瑞斯,1914,552,0,1000,4744,1,4,0,-1
天怒预言者苏克拉底,1915,552,0,2000,4743,2,4,0,-1
自由的瑟雷凯斯,1916,552,0,3000,4741,3,4,0,-1
胡墨格里斯,1917,1220,0,3000,0,3,8,0,-1
Timed Damage Dummy,1918,1148,0,0,0,0,0,0,-1
埃欧努斯,1919,269,0,0,2819,0,4,0,-1
时空领主德亚,1920,269,0,1000,2820,1,4,0,-1
坦普卢斯,1921,269,0,2000,2821,2,4,0,-1
制造者,1922,542,0,0,2400,0,4,0,-1
击碎者克里丹,1923,542,0,1000,2403,1,4,0,-1
布洛戈克,1924,542,0,2000,4854,2,4,0,-1
指挥官萨拉妮丝,1925,553,0,0,4745,0,4,0,-1
高级植物学家弗雷温,1926,553,0,1000,4746,1,4,0,-1
拉伊,1927,553,0,2000,4748,2,4,0,-1
看管者索恩格林,1928,553,0,3000,4747,3,4,0,-1
迁跃扭木,1929,553,0,4000,4749,4,4,0,-1
灵术师塞比瑟蕾,1930,554,0,0,4751,0,4,0,-1
计算者帕萨雷恩,1931,554,0,1000,4752,1,4,0,-1
机械领主卡帕西图斯,1932,554,0,2000,4750,2,4,0,-1
看守者盖罗基尔,1933,554,0,3000,12051,3,4,0,-1
看守者埃隆汉,1934,554,0,4000,12053,4,4,0,-1
血卫士伯鲁恩,1935,540,0,0,4701,0,4,0,-1
高阶术士奈瑟库斯,1936,540,0,1000,2804,1,4,0,-1
战争使者沃姆罗格,1937,540,0,2000,2844,2,4,0,-1
酋长卡加斯·刃拳,1938,540,0,3000,2907,3,4,0,-1
背叛者门努,1939,547,0,0,4661,0,4,0,-1
夸格米拉,1940,547,0,1000,2532,1,4,0,-1
巨钳鲁克玛尔,1941,547,0,2000,4662,2,4,0,-1
水术师瑟丝比娅,1942,545,0,0,4663,0,4,0,-1
机械师斯蒂里格,1943,545,0,1000,4664,1,4,0,-1
督军卡利瑟里斯,1944,545,0,2000,4665,2,4,0,-1
加兹安,1945,546,0,0,4667,0,4,0,-1
霍加尔芬,1946,546,0,1000,4666,1,4,0,-1
沼地领主穆塞雷克,1947,546,0,2000,2448,2,4,0,-1
黑色阔步者,1948,546,0,3000,4668,3,4,0,-1
冷血的杜贡,1949,1220,0,8000,0,4,8,0,-1
魔王纳扎克,1950,1220,0,4000,0,5,8,0,-1
浮骸,1951,1220,0,5000,0,6,8,0,-1
卡拉米尔,1952,1220,0,6000,0,7,8,0,-1
勒凡图斯,1953,1220,0,7000,0,8,8,0,-1
贞节圣女,1954,1651,0,-1000,12521,0,4,0,-1
歌剧院,1957,1651,0,-3000,12534,1,4,0,-1
奥丁,1958,1648,0,-2000,12546,0,6,0,-1
魔力吞噬者,1959,1651,0,7000,12548,2,4,0,-1
猎手阿图门,1960,1651,0,-250,12542,3,4,0,-1
莫罗斯,1961,1651,0,-500,12554,4,4,0,-1
高姆,1962,1648,0,-1000,12556,1,6,0,-1
馆长,1964,1651,0,0,12560,5,4,0,-1
麦迪文之影,1965,1651,0,6000,12566,8,4,0,-1
塔达拉姆王子,1966,619,0,0,3870,0,4,0,-1
耶戈达·觅影者,1967,619,0,1000,4612,1,4,0,-1
传令官沃拉兹,1968,619,0,5000,4613,2,4,0,-1
纳多克斯长老,1969,619,0,-1000,4611,3,4,0,-1
看门者克里克希尔,1971,601,0,0,3874,0,4,0,-1
哈多诺克斯,1972,601,0,1000,4615,1,4,0,-1
阿努巴拉克,1973,601,0,2000,4616,2,4,0,-1
托尔戈,1974,600,0,0,4684,0,4,0,-1
先知萨隆亚,1975,600,0,4000,4687,1,4,0,-1
召唤者诺沃斯,1976,600,0,2000,4685,2,4,0,-1
暴龙之王爵德,1977,600,0,3000,4686,3,4,0,-1
斯拉德兰,1978,604,0,0,3852,0,4,0,-1
莫拉比,1980,604,0,1000,3851,1,4,0,-1
迦尔达拉,1981,604,0,4000,3850,2,4,0,-1
达卡莱巨像,1983,604,0,500,3853,4,4,0,-1
艾欧纳尔,1984,602,0,0,3865,0,4,0,-1
沃尔坎,1985,602,0,-500,3864,1,4,0,-1
洛肯,1986,602,0,2000,3866,2,4,0,-1
比亚格里将军,1987,602,0,-1000,3863,3,4,0,-1
凶残的伊克,1988,604,2,3500,3854,5,4,0,-1
埃曼尼塔,1989,619,2,4500,4614,5,4,0,-1
逃离阿尔萨斯,1990,668,0,1000,4948,0,4,0,-1
法瑞克,1992,668,0,0,4897,1,4,0,-1
玛维恩,1993,668,0,500,4898,2,4,0,-1
克莱斯塔卢斯,1994,599,0,0,4768,0,4,0,-1
远古法庭,1995,599,0,2000,3861,1,4,0,-1
悲伤圣女,1996,599,0,1000,4769,2,4,0,-1
塑铁者斯约尼尔,1998,599,0,5000,4770,3,4,0,-1
熔炉之主加弗斯特,1999,658,0,0,4852,0,4,0,-1
天灾领主泰兰努斯,2000,658,0,1000,4861,1,4,0,-1
科瑞克,2001,658,0,500,4860,2,4,0,-1
肉钩,2002,595,0,0,4688,0,4,0,-1
时光领主埃博克,2003,595,0,1000,4690,1,4,0,-1
塑血者沙尔拉姆,2004,595,0,2000,4689,2,4,0,-1
玛尔加尼斯,2005,595,0,3000,4691,3,4,0,-1
布隆亚姆,2006,632,0,0,4859,0,4,0,-1
噬魂者,2007,632,0,1000,4424,1,4,0,-1
海拉,2008,1648,0,0,12597,2,6,0,-1
阿诺玛鲁斯,2009,576,0,0,3692,0,4,0,-1
大魔导师泰蕾丝塔,2010,576,0,1000,3691,1,4,0,-1
克莉斯塔萨,2011,576,0,2000,3694,2,4,0,-1
塑树者奥莫洛克,2012,576,0,3000,3693,3,4,0,-1
魔网守护者埃雷苟斯,2013,578,0,0,3873,0,4,0,-1
法师领主伊洛姆,2014,578,0,1000,3872,1,4,0,-1
瓦尔洛斯·云击,2015,578,0,2000,3871,2,4,0,-1
审讯者达库斯,2016,578,0,3000,3869,3,4,0,-1
监视者维兹艾德姆,2017,1651,0,8000,12613,6,4,0,-1
第二囚犯,2018,608,0,0,3833,0,4,0,-1
第一囚犯,2019,608,0,1000,3828,1,4,0,-1
塞安妮苟萨,2020,608,0,2000,3836,2,4,0,-1
黑骑士,2021,650,0,3000,4363,0,4,0,-1
总冠军,2022,650,0,-1000,4361,1,4,0,-1
银色勇士,2023,650,0,2000,4362,2,4,0,-1
斯卡瓦尔德和达尔隆,2024,574,0,0,4772,0,4,0,-1
掠夺者因格瓦尔,2025,574,0,1000,4771,1,4,0,-1
凯雷塞斯王子,2026,574,0,-1000,4773,2,4,0,-1
戈托克·苍蹄,2027,575,0,0,4775,0,4,0,-1
伊米隆国王,2028,575,0,1000,3808,1,4,0,-1
残忍的斯卡迪,2029,575,0,500,3809,2,4,0,-1
席瓦拉·索格蕾,2030,575,0,-1000,4774,3,4,0,-1
夜之魇,2031,1651,0,9000,12670,7,68,0,-1
格罗斯,2032,1676,0,0,12773,0,6,0,-1
哈亚坦,2036,1676,0,1000,12815,1,6,0,-1
主母萨丝琳,2037,1676,0,2000,12861,2,6,236422,-1
堕落的化身,2038,1676,0,3000,12863,3,6,1546417,-1
孟菲斯托斯,2039,1677,0,0,12865,0,4,0,-1
恶魔审判庭,2048,1676,0,500,12996,4,6,0,-1
原始冰霜之怒,2049,1689,0,0,13019,0,8,893779,-1
月之姐妹,2050,1676,0,1500,13026,5,6,0,-1
基尔加丹,2051,1676,0,5000,12967,6,6,0,-1
戒卫侍女,2052,1676,0,2875,13123,7,6,0,-1
多玛塔克斯,2053,1677,0,1000,13131,1,4,0,-1
绝望的聚合体,2054,1676,0,2500,13139,8,6,1546416,-1
阿格洛诺克斯,2055,1677,0,-1000,13121,2,4,0,-1
轻蔑的萨什比特,2057,1677,0,-500,13122,3,4,0,-1
神后之怒,2059,1703,0,0,0,0,64,0,-1
阿格拉玛,2063,1712,0,3000,13507,0,6,0,-1
传送门守护者哈萨贝尔,2064,1712,0,-1000,13517,1,6,0,-1
晋升者祖拉尔,2065,1753,0,0,13543,0,4,0,-1
萨普瑞什,2066,1753,0,1000,13547,1,4,0,-1
总督奈扎尔,2067,1753,0,2000,13551,2,4,0,-1
鲁拉,2068,1753,0,3000,13534,3,4,0,-1
瓦里玛萨斯,2069,1712,0,1750,13536,2,6,0,-1
安托兰统帅议会,2070,1712,0,-500,13553,3,6,0,-1
破坏魔女巫会,2073,1712,0,2000,13593,4,6,0,-1
萨格拉斯的恶犬,2074,1712,0,-2000,13560,5,6,0,-1
保卫艾欧娜尔,2075,1712,0,-250,13565,6,6,0,-1
加洛西灭世者,2076,1712,0,-3000,13571,7,6,0,-1
守护者艾迪斯,2079,1669,0,0,0,0,8,0,-1
虚空之剑泽达特,2080,1669,0,1000,0,1,8,0,-1
鬼母,2081,1669,0,2000,0,2,8,0,-1
猎魂者伊墨纳尔,2082,1712,0,375,13788,8,6,0,-1
妖女奥露拉黛儿,2083,1669,0,3000,0,3,8,0,-1
女祭司阿伦扎,2084,1763,0,0,13812,0,0,0,-1
沃卡尔,2085,1763,0,1000,13814,1,0,0,-1
莱赞,2086,1763,0,2000,13816,2,0,0,-1
亚兹玛,2087,1763,0,3000,13818,3,4,0,-1
金加洛斯,2088,1712,0,1500,13576,9,6,0,-1
寂灭者阿古斯,2092,1712,0,4000,14017,10,7,0,-1
天空上尉库拉格,2093,1754,0,0,14137,0,0,0,-1
海盗议会,2094,1754,0,1000,14139,1,4,0,-1
藏宝竞技场,2095,1754,0,2000,14141,2,4,0,-1
哈兰·斯威提勋爵,2096,1754,0,3000,14143,3,4,0,-1
拜恩比吉中士,2097,1822,0,0,14405,0,4,0,-1
“屠夫”血钩,2098,1822,0,1000,14403,1,0,0,-1
哈达尔·黑渊,2099,1822,0,2000,14406,2,0,0,-1
维克戈斯,2100,1822,0,3000,14408,3,4,0,-1
泥沙女王,2101,1771,0,0,14419,0,4,0,-1
杰斯·豪里斯,2102,1771,0,1000,14421,1,4,0,-1
骑士队长瓦莱莉,2103,1771,0,2000,14423,2,4,0,-1
科古斯狱长,2104,1771,0,3000,14425,3,4,0,-1
投币式群体打击者,2105,1594,0,0,14432,0,4,0,-1
艾泽洛克,2106,1594,0,1000,14435,1,4,0,-1
瑞克莎·流火,2107,1594,0,2000,14437,2,4,0,-1
商业大亨拉兹敦克,2108,1594,0,3000,14439,3,4,0,-1
恐怖船长洛克伍德,2109,1822,0,1500,14441,4,0,0,-1
长者莉娅克萨,2111,1841,0,0,14522,0,4,0,-1
孢子召唤师赞查,2112,1841,0,1000,14554,1,4,0,-1
毒心三姝,2113,1862,0,0,14549,0,4,0,-1
魂缚巨像,2114,1862,0,1000,14553,1,4,0,-1
贪食的拉尔,2115,1862,0,2000,14557,2,4,0,-1
维克雷斯勋爵和夫人,2116,1862,0,3000,14560,3,4,0,-1
高莱克·图尔,2117,1862,0,4000,14563,4,4,0,-1
被感染的岩喉,2118,1841,0,500,14597,2,4,0,-1
提赞,2121,1642,0,0,0,0,8,0,-1
戈霍恩,2122,1861,0,0,14696,0,6,0,-1
不羁畸变怪,2123,1841,0,2000,14694,3,4,0,-1
阿德里斯和阿斯匹克斯,2124,1877,0,0,14715,0,4,0,-1
米利克萨,2125,1877,0,1000,14718,1,4,0,-1
加瓦兹特,2126,1877,0,2000,14721,2,4,0,-1
塞塔里斯的化身,2127,1877,0,3000,14724,3,4,0,-1
腐臭吞噬者,2128,1861,0,-1000,14736,1,6,0,-1
杰翰,2129,994,0,2000,6558,0,0,0,-1
阿库希尔,2130,1864,0,0,14861,0,4,0,-1
海贤议会,2131,1864,0,1000,14862,1,4,0,-1
斯托颂勋爵,2132,1864,0,2000,14864,2,4,0,-1
低语者沃尔兹斯,2133,1864,0,3000,14866,3,4,0,-1
维克提斯,2134,1861,0,-500,14892,2,6,0,-1
米斯拉克斯,2135,1861,0,-250,14894,3,6,0,-1
泽克沃兹,2136,1861,0,-1500,14895,4,6,254116,-1
黄金风蛇,2139,1762,0,0,14931,0,4,0,-1
部族议会,2140,1762,0,1000,15039,1,4,0,-1
纯净圣母,2141,1861,0,-2000,15059,5,6,254116,-1
殓尸者姆沁巴,2142,1762,0,500,15062,2,4,0,-1
达萨大王,2143,1762,0,2000,15168,3,4,0,-1
塔罗克,2144,1861,0,-3000,15170,6,6,254116,-1
祖尔,2145,1861,0,-312,15205,7,6,0,-1
团队副本首领假人（30秒）,2146,1457,0,2000,0,2,0,0,-1
战争使者耶纳基兹,2147,1643,0,0,0,0,8,0,-1
冰雹构造体,2148,1643,0,1000,0,1,8,0,-1
基阿拉克,2149,1642,0,1000,0,1,8,0,-1
雄狮之吼,2252,529,0,0,0,0,8,0,-1
末日之嚎,2253,529,0,1000,0,1,8,0,-1
Raid Boss Dummy (5min),2254,1457,0,3000,0,3,0,0,-1
坦克大战,2257,2097,0,1750,16217,0,4,0,-1
狂犬K.U.-J.0.,2258,2097,0,1875,16219,1,4,0,-1
机械师的花园,2259,2097,0,2000,16221,2,4,0,-1
麦卡贡国王,2260,2097,0,3000,16223,3,4,0,-1
格洛恩,2263,2070,0,-1750,16563,1,6,0,0
圣光勇士,2265,2070,0,-2000,16560,3,6,0,-1
玉火大师,2266,2070,0,-1437,16562,4,6,0,0
神选者教团,2268,2070,0,-1062,16310,6,6,0,-1
无眠秘党,2269,2096,0,0,16316,0,6,0,-1
丰灵,2271,2070,0,-1125,16433,8,6,0,-1
拉斯塔哈大王,2272,2070,0,-1031,16475,9,7,0,-1
乌纳特，虚空先驱,2273,2096,0,1000,16542,1,6,0,-1
梅卡托克,2276,2070,0,-1015,16567,12,6,0,-1
风暴之墙阻击战,2280,2070,0,-1007,16568,16,6,0,-1
吉安娜·普罗德摩尔,2281,2070,0,-1003,16569,17,7,0,-1
还魂者格洛恩,2284,2070,0,-1281,16563,0,6,0,1
玉火大师,2285,2070,0,-1359,16562,2,6,0,1
黑水巨鳗,2289,2164,0,0,17142,0,4,0,-1
戈巴马克国王,2290,2097,0,-1000,17145,4,4,0,-1
HK-8型空中压制单位,2291,2097,0,1500,17161,5,4,0,-1
冈克,2292,2097,0,-500,17163,6,4,0,-1
扎库尔,2293,2164,0,1000,17182,1,6,0,-1
深渊指挥官西瓦拉,2298,2164,0,-1000,17305,2,4,0,-1
艾萨拉女王,2299,2164,0,2000,17306,3,5,0,-1
奥戈佐亚,2303,2164,0,750,17342,4,4,0,-1
艾什凡女勋爵,2304,2164,0,500,17371,5,6,0,-1
艾萨拉之辉,2305,2164,0,-250,17399,6,4,0,-1
女王法庭,2311,2164,0,875,17451,7,4,0,-1
崔克茜和耐诺,2312,2097,0,500,17680,7,4,0,-1
奥玛斯，缚魂者,2317,1718,0,0,0,0,0,0,-1
