ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse[0],Corpse[1],MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,NavigationMaxDistance,Flags[0],Flags[1],Flags[2]
721,Firelands2,火焰之地，地形2,,,,,0,0,1,1,3,0,0,720,-1,-1,0,1,-1,0,0,0,816538,0,1693,134479896,0
723,Stormwind,暴风城,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790924,0,1565,134479880,0
724,ChamberofAspectsRed,红玉圣殿,,,,,3608.1294,186.80208,1,2,2,0,254,-1,-1,-1,0,1,571,0,0,0,821024,0,34333,134479880,0
725,DeepholmeDungeon,巨石之核,,,,,1031.908,610.2969,1,1,3,0,258,-1,-1,-1,0,1,646,0,0,0,816583,0,1565,134479880,0
726,CataclysmCTF,双子峰,"双子峰位于暮光高地，也成为了联盟和部落尽全力争夺的战略要地。

作为一个10v10的夺旗战场，首先夺得三面旗帜的阵营将取得胜利。

在双方阵营为争夺这个至关重要的高地而殊死搏杀的时候，你的力量很可能会成为扭转战局的关键！","双子峰位于暮光高地，也成为了联盟和部落尽全力争夺的战略要地。

作为一个10v10的夺旗战场，首先夺得三面旗帜的阵营将取得胜利。

在双方阵营为争夺这个至关重要的高地而殊死搏杀的时候，你的力量很可能会成为扭转战局的关键！",夺取敌方旗帜,"- 保卫你方旗帜
- 夺取敌方旗帜
- 平局时最后一次夺取旗帜的队伍获胜",0,0,1,3,3,0,262,-1,-1,-1,0,1,-1,0,0,0,813068,0,1629,135004168,0
727,STV_Mine_BG,碎银矿脉,"这个战场位于荆棘谷下方的一座风险投资公司地精矿洞内。

碎银矿脉是一个10v10的护送战场，参战双方都要竭尽全力控制钻石矿车直到抵达矿洞补给站。","这个战场位于荆棘谷下方的一座风险投资公司地精矿洞内。

碎银矿脉是一个10v10的护送战场，参战双方都要竭尽全力控制钻石矿车直到抵达矿洞补给站。",占领矿车,"- 占领并守卫矿车
- 护送矿车抵达目的地",0,0,1,3,4,0,317,-1,-1,-1,0,1,-1,0,0,0,810604,0,1565,135004168,0
730,MaelstromZone,大漩涡区域,,,,,0,0,1,0,3,0,272,-1,-1,-1,0,1,-1,0,0,0,816998,0,1629,134479880,0
731,DesolaceBomb,石爪山脉炸弹,,,,,0,0,1,0,0,0,3,-1,1,-1,0,1,-1,0,0,0,780791,0,8390237,134479896,128
732,TolBarad,托尔巴拉德,,,,,0,0,1,0,3,0,265,-1,-1,-1,0,1,-1,0,0,0,815182,0,9821,134479880,0
734,AhnQirajTerrace,安其拉平台,,,,,0,0,1,1,2,0,184,-1,-1,-1,0,1,-1,0,0,0,818455,0,1565,134479880,0
736,TwilightHighlandsDragonmawPhase,暮光高地龙喉位面,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,804947,791346,0,132637,134479896,128
738,Transport200100,前往瓦丝琪尔的船只（奥格瑞玛->瓦丝琪尔）,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
739,Transport200101,瓦丝琪尔水下——部落,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
740,Transport200102,瓦丝琪尔水下——联盟,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
741,Transport200103,暮光高地部落运输工具,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
742,Transport203729,瓦丝琪尔水下——部落深渊之喉外环,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
743,Transport203730,瓦丝琪尔水下——联盟深渊之喉外环,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
746,UldumPhaseOasis,奥丹姆绿洲位面,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791398,0,8390237,134479896,128
747,Transport 203732,运输工具：深岩之洲炮舰,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479880,0
748,Transport203858,运输工具：奥尼克西亚/奈法利安电梯,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1537,134479880,0
749,Transport203859,运输工具：吉尔尼斯行进炮舰,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479884,0
750,Transport203860,运输工具：吉尔尼斯静止炮舰,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,1553,134479884,0
751,RedgridgeOrcBomb,赤脊山——兽人炸弹,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,790674,0,132701,134479896,128
752,RedridgeBridgePhaseOne,赤脊山——桥上位面一,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790697,0,1629,134479880,0
753,RedridgeBridgePhaseTwo,赤脊山——桥上位面二,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790705,0,1629,134479880,0
754,SkywallRaid,风神王座,,,,,-11360.603,72.083336,1,2,3,0,271,-1,-1,-1,0,1,1,0,0,0,817149,0,34333,134479880,0
755,UldumDungeon,托维尔失落之城,,,,,-10686.149,-1308.6233,1,1,3,0,264,-1,-1,-1,0,1,1,0,0,0,817548,0,1565,134479880,0
757,BaradinHold,巴拉丁监狱,,,,,0,0,1,2,3,0,269,-1,-1,-1,0,1,-1,0,0,0,814917,0,36413,-2013003768,0
759,UldumPhasedEntrance,奥丹姆入口位面,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791375,0,8392285,134479896,128
760,TwilightHighlandsPhasedEntrance,暮光高地位面入口,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,791359,0,134749,134479896,128
761,Gilneas_BG_2,吉尔尼斯之战,"随着格雷迈恩之墙的倒塌，被遗忘者和狼人之间不可避免的冲突也达到了一个新的巅峰。

吉尔尼斯之战是一场10人对10人的控制战场。参战双方的目标是尽可能长时间地控制这里的矿洞、灯塔和磨坊。","随着格雷迈恩之墙的倒塌，被遗忘者和狼人之间不可避免的冲突也达到了一个新的巅峰。

吉尔尼斯之战是一场10人对10人的控制战场。参战双方的目标是尽可能长时间地控制这里的矿洞、灯塔和磨坊。",占领目标,"- 占领并守卫目标
- 获得1500份资源",0,0,1,3,0,0,270,1110,-1,-1,0,1,-1,0,0,0,782690,0,3677,135004168,0
762,Transport 203861,暮光高地飞艇1,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
763,Transport 203862,暮光高地飞艇2,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
764,UldumPhaseWreckedCamp,奥丹姆——失事营地位面,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791406,0,8396381,134479896,128
765,Transport203863,卡拉兹工坊攻击艇,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,7681,134479880,0
766,Transport 2033864,运输工具：吉尔尼斯行进炮舰02,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,7681,134479884,0
767,Transport 2033865,运输工具：吉尔尼斯行进炮舰03,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,7681,134479884,0
859,Zul_Gurub5Man,祖尔格拉布,,,,,-11916.229,-1219.8385,1,1,3,0,161,720,-1,-1,0,1,0,0,0,0,815855,0,7701,134479880,0
860,NewRaceStartZone,迷踪岛,,,,,0,0,1,0,0,0,289,960,-1,-1,0,1,-1,0,0,0,789076,0,8666653,134479880,0
861,FirelandsDailies,熔火前线,,,,,0,0,1,0,3,0,274,720,-1,-1,0,1,-1,0,0,0,815281,0,2104861,134479896,0
870,HawaiiMainLand,潘达利亚,,,,,0,0,1,0,4,0,327,-1,-1,-1,0,1,-1,0,0,804938,805681,0,8404573,134479896,128
930,ScenarioAlcazIsland,阴暗之地,,,,,0,0,1,5,6,0,25,0,-1,-1,0,1,-1,0,0,0,810354,0,7765,134479872,0
938,COTDragonblight,时光之末,,,,,-8288.6045,-4454.0923,1,1,3,0,286,0,-1,-1,0,1,1,0,0,0,813090,0,15957,134479880,0
939,COTWarOfTheAncients,永恒之井,,,,,-8595.837,-3994.9358,1,1,3,0,287,-1,-1,-1,0,1,1,0,0,0,813203,0,7773,134479880,0
940,TheHourOfTwilight,暮光审判,,,,,-8291.132,-4590.4375,1,1,3,0,288,-1,-1,-1,0,1,1,0,0,0,817173,0,15957,134479880,0
951,NexusLegendary,传奇武器任务：魔枢,,,,,3899.93,6985.44,1,1,3,0,227,-1,-1,-1,0,1,571,0,0,0,817062,0,7701,134479880,0
959,ShadowpanHideout,影踪禅院,,,,,0,0,1,1,4,0,315,-1,-1,-1,0,1,-1,0,0,0,810232,0,8404509,134479880,0
960,EastTemple,青龙寺,,,,,957.706,-2473.41,1,1,4,0,311,-1,-1,-1,0,1,870,0,0,0,806233,0,8404573,134479880,0
961,StormstoutBrewery,风暴烈酒酿造厂,,,,,-688.7051,1267.4537,1,1,4,0,318,-1,-1,-1,0,1,870,0,0,0,810358,0,8404501,134479880,0
962,TheGreatWall,残阳关,,,,,970.81085,2253.664,1,1,4,0,309,0,-1,-1,0,1,870,0,0,0,810651,0,8396317,134479880,0
967,DeathwingBack,巨龙之魂,,,,,-8263.276,-4512.6875,1,2,3,0,279,1080,-1,-1,0,1,1,0,0,0,813251,0,7773,134479880,0
968,EyeoftheStorm2.0,评级风暴之眼,"这座被称作“风暴之眼”的小岛悬浮在破碎的虚空风暴地区上。

血精灵垂涎着岛上的丰富能源。

德莱尼也因为它临近纳鲁的神秘飞船——风暴要塞的而想要得到它。","这座被称作“风暴之眼”的小岛悬浮在破碎的虚空风暴地区上。
德莱尼因为它临近纳鲁的神秘飞船——风暴要塞的而想要得到它。
而血精灵也垂涎着岛上的丰富能源。",占领目标,"- 占领并守卫目标
- 占领中央旗帜
- 获得1500份资源",0,0,1,3,0,0,210,-1,-1,-1,0,1,-1,0,0,0,782100,0,7701,135004168,0
971,JadeForestAllianceHubPhase,Jade Forest Alliance Hub Phase,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811017,0,8527453,134479896,128
972,JadeForestBattlefieldPhase,Jade Forest Battlefield Phase,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811025,0,8527453,134479896,128
974,DarkmoonFaire,暗月马戏团,,,,,0,0,1,0,0,0,278,-1,-1,-1,0,1,-1,0,0,0,780357,0,8404509,134479880,0
975,TurtleShipPhase01,Turtle Ship Phase 01,,,,,0,0,1,0,0,0,289,960,860,-1,0,1,-1,0,0,0,791300,0,8535645,134479880,0
976,TurtleShipPhase02,Turtle Ship Phase 02,,,,,0,0,1,0,0,0,289,960,860,-1,0,1,-1,0,0,0,791323,0,8535581,134479880,0
977,MaelstromDeathwingFight,大漩涡死亡之翼战斗,,,,,0,0,1,1,3,0,0,-1,-1,-1,0,1,-1,0,0,0,816928,0,7709,134479880,0
980,TolVirArena,托维尔隆竞技场,,,,,0,0,1,4,3,0,319,-1,-1,-1,0,1,-1,0,0,0,817420,0,3613,135004168,0
994,MoguDungeon,魔古山宫殿,,,,,0,0,1,1,4,0,312,-1,-1,-1,0,1,-1,0,0,0,811448,0,7709,134479880,0
995,MoguInteriorRaid,The Depths [UNUSED],,,,,0,0,1,1,4,0,0,-1,-1,-1,0,1,-1,0,0,0,810384,0,7709,134479880,0
996,MoguExteriorRaid,永春台,,,,,0,0,1,2,4,0,321,0,-1,-1,0,1,-1,0,0,0,811511,0,9444957,134479880,0
998,ValleyOfPower,寇魔古寺,"为了争夺预言中蕴藏着巨大力量的远古魔古神器，部落和联盟间爆发了冲突。

寇魔古寺是一个10v10的战场，参战双方的目标是尽可能长时间地控制不同计分区域内的魔古神器。","为了争夺预言中蕴藏着巨大力量的远古魔古神器，部落和联盟间爆发了冲突。

寇魔古寺是一个10v10的战场，参战双方的目标是尽可能长时间地控制不同计分区域内的魔古神器。",持有能量宝珠,"- 击杀敌方玩家
- 持有能量宝珠以获取点数
- 地图中央可给予额外点数",0,0,1,3,4,0,320,-1,-1,-1,0,1,-1,0,0,0,812887,0,7773,135004168,0
999,BFTAllianceScenario,塞拉摩的沦陷,,,,,0,0,1,5,3,0,336,1350,-1,-1,0,1,-1,0,0,0,814960,0,15965,134479880,0
1000,BFTHordeScenario,塞拉摩的沦陷,,,,,0,0,1,5,3,0,335,360,-1,-1,0,1,-1,0,0,0,815493,0,15965,134479880,0
1001,ScarletSanctuaryArmoryAndLibrary,血色大厅,,,,,2869,-820,1,1,0,0,332,-1,-1,-1,0,1,0,0,0,0,805031,0,9444957,134479880,0
1004,ScarletMonasteryCathedralGY,血色修道院,,,,,0,0,1,1,0,0,333,-1,-1,-1,0,1,-1,0,0,0,805002,0,9444957,134479880,0
1005,BrewmasterScenario01,酝酿风暴,,,,,0,0,1,5,4,0,322,-1,-1,-1,0,1,-1,0,0,0,808160,0,8396381,134479880,0
1007,NewScholomance,通灵学院,,,,,1274.78,-2552.56,1,1,0,0,314,-1,-1,-1,0,1,0,0,0,0,804980,0,8396381,134479880,0
1008,MogushanPalace,魔古山宝库,,,,,3982.9973,1121.2906,1,2,4,0,313,-1,-1,-1,0,1,870,0,0,0,812395,0,8404573,134479880,0
1009,MantidRaid,恐惧之心,,,,,0,0,1,2,4,0,310,-1,-1,-1,0,1,-1,0,0,0,811209,0,8404573,134479880,0
1011,MantidDungeon,围攻砮皂寺,,,,,0,0,1,1,4,0,316,-1,-1,-1,0,1,-1,0,0,0,808873,0,9453149,134479880,0
1014,MonkAreaScenario,晴日峰,,,,,0,0,1,5,6,0,327,-1,-1,-1,0,1,-1,0,0,0,812460,0,680541789,134479880,0
1019,RuinsOfTheramore,塞拉摩废墟,,,,,0,0,1,0,4,0,3,-1,1,-1,0,1,-1,0,0,0,812470,0,8404573,134480152,128
1024,PandaFishingVillageScenario,绿石村,,,,,0,0,1,5,4,0,331,-1,-1,-1,0,1,-1,0,0,0,811933,0,8404573,134479880,0
1028,MoguRuinsScenario,(UNUSED) Scenario: Mogu Ruins,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,809095,0,8404573,134479880,0
1029,AncientMoguCryptScenario,(UNUSED) Scenario: Mogu Crypt,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,805433,0,8396317,134479880,0
1030,AncientMoguCyptDestroyedScenario,遗忘之王古墓,,,,,0,0,1,5,4,0,330,-1,-1,-1,0,1,-1,0,0,0,805640,0,7709,134479880,0
1031,ProvingGroundsScenario,破军比武场,,,,,0,0,1,5,4,0,348,-1,-1,-1,0,1,-1,0,0,0,812075,0,8396381,134479880,0
1032,PetBattleJadeForest,Pet Battle - Jade Forest,,,,,0,0,1,1,4,0,0,-1,-1,-1,0,1,-1,0,0,0,812041,0,8404573,134479880,0
1035,ValleyOfPowerScenario,寇魔古寺,,,,,0,0,1,5,4,0,334,-1,-1,-1,0,1,-1,0,0,0,812951,0,8396381,134479880,0
1043,RingOfValorScenario,搏击竞技场,,,,,0,0,1,0,2,0,343,-1,-1,-1,0,1,-1,0,0,0,827085,0,268443229,134480392,0
1048,BrewmasterScenario03,盎迦猴岛,,,,,0,0,1,5,4,0,323,-1,-1,-1,0,1,-1,0,0,0,805599,0,8404573,134479880,0
1049,BlackOxTempleScenario,(UNUSED) Scenario: Black Ox Temple,,,,,0,0,1,5,4,0,21,-1,-1,-1,0,1,-1,0,0,0,805658,0,8404573,134479880,0
1050,ScenarioKlaxxiIsland,突袭扎尼维斯,,,,,0,0,1,5,4,0,344,720,-1,-1,0,1,-1,0,0,0,811327,0,8404573,134479880,0
1051,ScenarioBrewmaster04,酿月祭,,,,,0,0,1,5,4,0,329,0,-1,-1,0,1,-1,0,0,0,809976,0,8404573,134479880,0
1061,HordeBeachDailyArea,部落海滩日常区域,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,808210,0,8535645,134479896,128
1062,AllianceBeachDailyArea,联盟海滩日常区域,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,805966,0,8535645,134479896,128
1064,MoguIslandDailyArea,魔古岛日常区域,,,,,0,0,1,0,4,0,346,-1,-1,-1,0,1,-1,0,0,0,846981,0,8404573,134479880,0
1066,StormwindGunshipPandariaStartArea,Stormwind Gunship Pandaria Start Area,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,791052,0,147037,134479896,128
1074,OrgrimmarGunshipPandariaStart,Orgrimmar Gunship Pandaria Start,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,789973,0,8527453,134479896,128
1075,TheramoreScenarioPhase,Theramore's Fall Phase,,,,,0,0,1,0,0,0,0,-1,1000,-1,0,1,-1,0,0,0,791277,0,147037,134479880,0
1076,JadeForestHordeStartingArea,Jade Forest Horde Starting Area,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811033,0,8535645,134479896,128
1095,HordeAmbushScenario,黑暗中的匕首,,,,,0,0,1,5,4,0,342,-1,-1,-1,0,1,-1,0,0,0,808356,0,8404573,134479880,0
1098,ThunderIslandRaid,雷电王座,,,,,0,0,1,2,4,0,347,-1,-1,-1,0,1,-1,0,0,0,848548,0,8404573,134479880,0
1099,NavalBattleScenario,海战场景,,,,,0,0,1,5,4,0,349,-1,-1,-1,0,1,-1,0,0,0,811854,0,8404573,134479880,0
1101,DefenseOfTheAleHouseBG,保卫酒坊战场,,,,,0,0,1,0,4,0,0,-1,-1,-1,0,1,-1,0,0,0,842186,0,8396381,134479880,0
1102,HordeBaseBeachScenario,统御岗哨,,,,,0,0,1,5,4,0,341,-1,-1,-1,0,1,-1,0,0,0,808508,0,8404573,134479880,0
1103,AllianceBaseBeachScenario,雄狮港,,,,,0,0,1,5,4,0,340,-1,-1,-1,0,1,-1,0,0,0,805389,0,8404573,134479880,0
1104,ALittlePatienceScenario,王者的耐心,,,,,0,0,1,5,4,0,345,-1,-1,-1,0,1,-1,0,0,0,807455,0,8404573,134479880,0
1105,GoldRushBG,深风峡谷（经典）,"该战场位于四风谷。

夺金之战是一座15V15的资源争夺战场。","该战场位于四风谷。

夺金之战是一座15V15的资源争夺战场。",占领目标,"- 占领并守卫矿井
- 占领敌方矿车
- 获得1500金币",0,0,1,3,4,0,354,-1,-1,-1,0,1,-1,0,0,0,845538,0,8396381,135004168,0
1106,JainaDalaranScenario,吉安娜达拉然场景,,,,,0,0,1,0,4,0,235,-1,-1,-1,0,1,-1,0,0,0,811612,0,15965,134479880,0
1107,WarlockArea,恐痕裂隙,,,,,0,0,1,0,6,0,401,-1,-1,-1,0,1,-1,0,0,0,848152,0,10493533,134479880,0
1112,BlackTempleScenario,追踪黑暗收割议会,,,,,0,0,1,5,4,0,215,-1,-1,-1,0,1,-1,0,0,0,806915,0,7709,134479880,0
1113,DarkmoonCarousel,传送：暗月马戏团旋转木马,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3601,134479880,0
1116,Draenor,德拉诺,,,,,0,0,1,0,5,0,360,-1,-1,-1,0,1,-1,0,0,918540,842315,0,8404573,134479896,128
1120,ThunderKingHordeHub,寻晨者海角,,,,,0,0,1,0,4,0,0,-1,1064,-1,0,1,-1,0,0,0,846613,0,8535645,134479880,0
1121,ThunderIslandAllianceHub,紫罗兰高地,,,,,0,0,1,0,4,0,0,-1,1064,-1,0,1,-1,0,0,0,848029,0,8535645,134479880,0
1122,CitySiegeMoguIslandProgressionScenario,City Siege - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,844357,0,8404573,134479880,0
1123,LightningForgeMoguIslandProgressionScenario,Lightning Forge - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,845419,0,8404573,134479880,0
1124,ShipyardMoguIslandProgressionScenario,Shipyard - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,847843,0,8404573,134479880,0
1125,AllianceHubMoguIslandProgressionScenario,Alliance Hub - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,842025,0,8404573,134479880,0
1126,HordeHubMoguIslandProgressionScenario,魔古岛进度事件,,,,,0,0,1,5,4,0,346,-1,-1,-1,0,1,-1,0,0,0,844121,0,8404573,134479880,0
1127,FinalGateMoguIslandProgressionScenario,Final Gate - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,845282,0,8404573,134479880,0
1128,MoguIslandEventsHordeBase,魔古岛事件——部落营地,,,,,0,0,1,0,4,0,0,-1,1126,-1,0,1,-1,0,0,0,847937,0,8535645,134479880,0
1129,MoguIslandEventsAllianceBase,魔古岛事件——联盟营地,,,,,0,0,1,0,4,0,0,-1,1126,-1,0,1,-1,0,0,0,847934,0,8535645,134479880,0
1130,ShimmerRidgeScenario,雪山血战,,,,,0,0,1,5,4,0,352,-1,-1,-1,0,1,-1,0,0,0,848851,0,7773,134479880,0
1131,DarkHordeScenario,怒焰之谜,,,,,0,0,1,5,4,0,350,-1,-1,-1,0,1,-1,0,0,0,846484,0,7709,134479880,0
1132,Transport218599,传送：猎天号（搏击竞技场）,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
1133,Transport218600,传送：赞达拉舰船（魔古岛）,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
1134,ShadoPanArena,虎踞峰,,,,,0,0,1,4,4,0,353,-1,-1,-1,0,1,-1,0,0,0,848418,0,8396381,135004168,0
1135,MoguIslandLootRoom,魔古岛藏宝室,,,,,0,0,1,5,4,0,347,0,-1,-1,0,1,-1,0,0,0,848741,0,15901,134479880,0
1136,OrgrimmarRaid,决战奥格瑞玛,,,,,0,0,1,2,4,0,359,-1,-1,-1,0,1,-1,0,0,0,847443,0,8396381,134479880,0
1144,HeartOfTheOldGodScenario,古神之心场景战役,,,,,0,0,1,5,4,0,351,-1,-1,-1,0,1,-1,0,0,0,844626,0,8396381,134479880,0
1148,ProvingGrounds,试炼场,,,,,0,0,1,5,4,0,348,-1,-1,-1,0,1,-1,0,0,0,849996,0,41950813,134479880,0
1152,FWHordeGarrisonLevel1,FW Horde Garrison Level 1,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876612,0,612384349,134479896,128
1153,FWHordeGarrisonLevel2,FW Horde Garrison Level 3,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876623,0,612384349,134479896,128
1154,FWHordeGarrisonLevel3,FW Horde Garrison Level 4,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876609,0,612384349,134479896,128
1155,Stormgarde Keep,激流堡,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,876745,0,7773,134479880,0
1157,HalfhillScenario,半山场景战役,,,,,0,0,1,5,4,0,327,-1,-1,-1,0,1,-1,0,0,0,879398,0,8404573,134479880,0
1158,SMVAllianceGarrisonLevel1,SMV Alliance Garrison Level 1,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879512,0,746602077,134479896,128
1159,SMVAllianceGarrisonLevel2,SMV Alliance Garrison Level 3,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879360,0,746602077,134479896,128
1160,SMVAllianceGarrisonLevel3,SMV Alliance Garrison Level 4,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879511,0,746602077,134479896,128
1161,CelestialChallenge,天神比武大会,,,,,0,0,1,5,4,0,327,1200,-1,-1,0,1,-1,0,0,0,879578,0,8404573,134479880,0
1168,ThePurgeOfGrommarScenario,The Purge Of Grommar - Scenario,,,,,0,0,1,5,5,0,0,-1,-1,1116,0,1,-1,0,0,0,902997,0,8404573,134479896,0
1170,SmallBattlegroundC,决战影踪派,,,,,0,0,1,4,6,0,353,-1,-1,-1,0,1,-1,0,0,0,904354,0,8404573,135004168,0
1172,Transport_Siege_of_Orgrimmar_Alliance,传送：决战奥格瑞玛（联盟）,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
1173,Transport_Siege_of_Orgrimmar_Horde,传送：决战奥格瑞玛（部落）,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
1175,OgreCompound,血槌炉渣矿井,,,,,0,0,1,1,5,0,369,-1,-1,-1,0,1,-1,0,0,0,918585,0,8404573,134479880,0
1176,MoonCultistHideout,影月墓地,,,,,0,0,1,1,5,0,364,-1,-1,-1,0,1,-1,0,0,0,918647,0,8404509,134479880,0
1179,WarcraftHeroes,魔兽争霸群雄,,,,,0,0,1,0,5,0,3,-1,-1,-1,0,1,-1,0,0,0,921695,0,8404573,134479880,0
1181,PattyMackTestGarrisonBldgMap,PattyMack Test Garrison Bldg Map,,,,,0,0,4,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,926423,0,3601,134479880,0
1182,DraenorAuchindoun,奥金顿,,,,,0,0,1,1,5,0,365,-1,-1,-1,0,1,-1,0,0,0,925674,0,8396381,134479880,0
1187,GORAllianceGarrisonLevel1,GOR Alliance Garrison Level 1,,,,,0,0,1,1,5,0,0,-1,-1,-1,0,1,-1,0,0,0,937665,0,142622301,134479880,0
1188,GORAllianceGarrisonLevel2,GOR Alliance Garrison Level 2,,,,,0,0,1,1,5,0,0,-1,1116,1116,0,1,-1,0,0,0,937664,0,75513437,134479896,128
1189,GORAllianceGarrisonLevel3,GOR Alliance Garrison Level 3,,,,,0,0,1,1,5,0,0,-1,1116,1116,0,1,-1,0,0,0,937703,0,75513437,134479896,128
1190,BlastedLands,诅咒之地相位,,,,,0,0,1,0,4,0,4,-1,0,0,0,1,-1,0,0,1005817,937712,0,8535645,134479896,128
1191,Ashran,阿什兰,塔纳安丛林的海岸边有座岛屿，是古代食人魔文明的家园。据说阿什兰的某处存放着古代的神器。如果有谁拿到手上，它就能变成摧枯拉朽的武器。,塔纳安丛林的海岸边有座岛屿，是古代食人魔文明的家园。据说阿什兰的某处存放着古代的神器。如果有谁拿到手上，它就能变成摧枯拉朽的武器。,击败敌方首领,"- 击败敌方首领
- 把敌方援军数量降低到0",0,0,1,3,5,0,360,-1,-1,1116,0,1,-1,0,0,0,939189,0,-1736425891,134479960,0
1192,Transport_Iron_Horde_Gorgrond_Train,Transport: Gorgrond Train,,,,,0,0,3,0,5,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,3585,134479880,0
1195,WarWharfSmackdown,钢铁码头,,,,,0,0,1,1,5,0,371,-1,-1,-1,0,1,-1,0,0,0,940438,0,8404573,134479880,0
1200,BonetownScenario,白骨镇场景战役,,,,,0,0,1,5,5,0,0,0,-1,-1,0,1,-1,0,0,0,942641,0,8404573,134479880,0
1203,FrostfireFinaleScenario,霜火岭终极场景战役,,,,,0,0,1,5,5,0,360,-1,-1,1116,0,1,-1,0,0,0,944673,0,545275485,134479896,0
