OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang,ID,SpellID,OverrideIcon,OverridesSpellID,VisibleSpellID
珠宝匠的工具套装精通,,学习珠宝加工的基本功，成为通才，可以更有效率地制作所有的图鉴。,36615,0,132595,0,0
,,学习制作和使用$@spellname391782成品材料，在制作塑像时提升技能。,36616,391782,0,0,0
,,制作塑像时，+$ev1 $en1。,36617,0,0,0,0
,,制作塑像时，+$ev1 $en1。,36618,0,0,0,0
,,学习雕刻$@spellname374508。,36619,374508,0,0,0
,,制作塑像时，+$ev1 $en1。,36620,0,0,0,0
,,制作塑像时，+$ev1 $en1。,36621,0,0,0,0
,,制作塑像时，+$ev1 $en1。,36622,0,0,0,0
石头,,进一步提高雕刻塑像的技艺，雕刻塑像时，每有一点此专精，获得+$ev1 $en1。,36623,0,4548931,0,0
,,学习制作和使用$@spellname391782成品材料，在制作饰品时提升技能。,36624,391782,0,0,0
,,制作雕像时，+$ev1 $en1。,36625,0,0,0,0
,,制作雕像时，+$ev1 $en1。,36626,0,0,0,0
,,制作雕像时，+$ev1 $en1。,36627,0,0,0,0
,,制作雕像时，+$ev1 $en1。,36628,0,0,0,0
,,制作雕像时，+$ev1 $en1。,36629,0,0,0,0
,,可以将附加材料加入你制作的雕像里来强化装备，提升其物品等级。,36630,0,0,0,0
雕像,,进一步提高雕刻雕像的技艺，雕刻雕像时，每有一点此专精，获得+$ev1 $en1。,36631,0,4548930,0,0
,,可以使用抛光布来为雕像和塑像添加画龙点睛的效果。,36632,0,0,0,0
,,制作雕像或塑像时，+$ev1 $en1。,36633,0,0,0,0
,,学习最终副专精。,36634,0,0,0,0
,,制作雕像或塑像时，+$ev1 $en1。,36635,0,0,0,0
,,学习你选择的一个副专精。,36636,0,0,0,0
,,制作雕像或塑像时，+$ev1 $en1。,36637,0,0,0,0
,,制作雕像或塑像时，+$ev1 $en1。,36638,0,0,0,0
切割,,提升雕刻精致石头的技艺，雕刻雕像或塑像时，每有一点此专精，获得+$ev1 $en1。,36639,0,134448,0,0
,,学习制作和使用$@spellname391782成品材料，在制作戒指时提升技能。,36640,391782,0,0,0
,,制作戒指时，+$ev1 $en1。,36641,0,0,0,0
,,制作戒指时，+$ev1 $en1。,36642,0,0,0,0
,,学习给特定戒指添加修饰附加材料。,36643,0,0,0,0
,,制作戒指时，+$ev1 $en1。,36644,0,0,0,0
,,制作戒指时，+$ev1 $en1。,36645,0,0,0,0
,,学习制作$@spellname374497，这是一种强力的戒指。此外，制作戒指时获得+$ev1 $en1。,36646,374497,0,0,0
戒指,,专精于制作奢华的戒指，每有一点此专精，戒指制作获得+$ev1 $en1。,36647,0,4548920,0,0
,,学习制作和使用$@spellname391782成品材料，在制作项链时提升技能。,36648,391782,0,0,0
,,制作项链时，+$ev1 $en1。,36649,0,0,0,0
,,制作项链时，+$ev1 $en1。,36650,0,0,0,0
,,学习给特定项链添加修饰附加材料。,36651,0,0,0,0
,,制作项链时，+$ev1 $en1。,36652,0,0,0,0
,,制作项链时，+$ev1 $en1。,36653,0,0,0,0
,,学习制作$@spellname394621，这是一种强力的项链。此外，制作项链时获得+$ev1 $en1。,36654,394621,0,0,0
项链,,专精于制作美丽的项链，每有一点此专精，项链制作获得+$ev1 $en1。,36655,0,4548904,0,0
,,可以使用抛光布来为珠宝添加画龙点睛的效果。,36656,0,0,0,0
,,可以将附加材料加入特定的珠宝里来强化装备，提升其物品等级。,36657,0,0,0,0
,,学习最终副专精。,36658,0,0,0,0
,,学习使用铭文制作公函来指定珠宝的副属性。,36659,0,0,0,0
,,学习你选择的一个副专精。,36660,0,0,0,0
,,打造首饰时，+$ev1 $en1。,36661,0,0,0,0
,,打造首饰时，+$ev1 $en1。,36662,0,0,0,0
珠宝,,磨炼你身为珠宝匠的技能，打造首饰时，每有一点此专精，获得+$ev1 $en1。,36663,0,4624555,0,0
,,学习制作$@spellname374472，任何人都能用它来为项链添加插槽。,36664,374472,0,0,0
,,打造首饰和雕刻石头时，+$ev1 $en1。,36665,0,0,0,0
,,学习你选择的一个副专精。,36666,0,0,0,0
,,打造首饰和雕刻石头时，+$ev1 $en1。,36667,0,0,0,0
,,学习你选择的一个副专精。,36668,0,0,0,0
,,打造首饰和雕刻石头时，+$ev1 $en1。,36669,0,0,0,0
,,学习雕刻$@spellname374502，这是一种塑像，你放置这塑像时可以暂时对你进行强化。,36670,374502,0,0,0
底座,,提升打造首饰和雕刻石头的技艺，每有一点此专精，获得+$ev1 $en。,36671,0,4624556,0,0
石头,,,36672,0,4548931,0,0
雕像,,,36673,0,4548930,0,0
切割,,,36674,0,134448,0,0
戒指,,,36675,0,4548920,0,0
项链,,,36676,0,4548904,0,0
珠宝,,,36677,0,4624555,0,0
底座,,专精于制作饰品、珠宝以及塑像。,36678,0,4624556,0,0
,,学习制作和使用$@spellname375166成品材料，在制作腐朽图样和腐朽注能材料时提升技能。,40926,375166,0,0,0
,,学习制作$@spellname375160。,40927,375160,0,0,0
,,制作腐朽图样和腐朽注能材料时，+$ev1 $en1。,40928,0,0,0,0
,,制作腐朽图样和腐朽注能材料时，+$ev1 $en1。,40929,0,0,0,0
,,制作腐朽图样和腐朽注能材料时，+$ev1 $en1。,40930,0,0,0,0
,,学习制作$@spellname375199。|n|n制作腐朽图样和腐朽注能材料时，+$ev1 $en1。,40931,375199,0,0,0
腐朽之握,,提高制作腐朽图样和腐朽注能材料的能力，每有一点此专精，获得+$ev1 $en1。,40932,0,1029009,0,0
,,学习制作和使用$@spellname375166成品材料，在制作野兽图样和暴怒注能材料时提升技能。,40933,375166,0,0,0
,,学习制作$@spellname375159。,40934,375159,0,0,0
,,制作野兽图样和暴怒注能材料时，+$ev1 $en1。,40935,0,0,0,0
,,制作野兽图样和暴怒注能材料时，+$ev1 $en1。,40936,0,0,0,0
,,制作野兽图样和暴怒注能材料时，+$ev1 $en1。,40937,0,0,0,0
,,学习制作$@spellname375125。|n|n制作野兽图样和暴怒注能材料时，+$ev1 $en1。,40938,375125,0,0,0
卓越野兽,,提高制作野兽图样和暴怒注能材料的能力，每有一点此专精，获得+$ev1 $en1。,40939,0,1029737,0,0
,,学习制作和使用$@spellname375166成品材料，在制作元素图样和元素注能材料时提升技能。,40940,375166,0,0,0
,,制作元素图样和元素注能材料时，+$ev1 $en1。,40941,0,0,0,0
,,制作元素图样和元素注能材料时，+$ev1 $en1。,40942,0,0,0,0
,,制作元素图样和元素注能材料时，+$ev1 $en1。,40943,0,0,0,0
,,制作元素图样和元素注能材料时，+$ev1 $en1。,40944,0,0,0,0
,,学习制作$@spellname375197。,40945,375197,0,0,0
元素精通,,提高制作元素图样和元素注能材料的能力，每有一点此专精，获得+$ev1 $en1。,40946,0,136028,0,0
,,学习对始源制皮图样使用固化剂和链油成品材料。|n|n制作始源制皮速度提高$ev3%。,40947,0,0,0,0
,,学习最终副专精。,40948,0,0,0,0
,,制作始源制皮图样时，+$ev1 $en1。,40949,0,0,0,0
,,学习你选择的一个副专精。,40950,0,0,0,0
,,制作始源制皮图样时，+$ev1 $en1。,40951,0,0,0,0
,,学习你选择的一个副专精。,40952,0,0,0,0
,,制作始源制皮图样时，+$ev1 $en1。,40953,0,0,0,0
,,制作始源制皮图样时，+$ev1 $en1。,40954,0,0,0,0
始源制皮,,提高始源制皮的能力，制作元素、野兽和腐朽制皮图样时，每有一点此专精，获得+$ev1 $en1。,40955,0,4635270,0,0
腐朽之握,,,40956,0,1029009,0,0
卓越野兽,,,40957,0,1029737,0,0
元素精通,,,40958,0,136028,0,0
始源制皮,,专精于使用独特材料来制作装备和附加材料。,40959,0,4635270,0,0
,,学习制作和使用$@spellname375166成品材料，在制作材料和护甲片时提升技能。,40960,375166,0,0,0
,,制作护甲片时，产能提供最多+$ev1%额外物品。,40961,0,0,0,0
,,固化和鞣制时，+$ev1 $en1。,40962,0,0,0,0
,,制作护甲片时，+$ev1 $en1。,40963,0,0,0,0
,,固化和鞣制时，+$ev1 $en1。,40964,0,0,0,0
,,制作护甲片时，+$ev1 $en1。,40965,0,0,0,0
固化和鞣制,,提升固化和鞣制的能力，制作材料和护甲片时，每有一点此专精，获得+$ev1 $en1。,40966,0,2032169,0,0
,,学习制作和使用$@spellname375166成品材料，在制作弓和专业配饰时提升技能。,40967,375166,0,0,0
,,制作鼓时，产能提供最多+$ev1%额外物品。,40968,0,0,0,0
,,制作弓和专业配饰时，+$ev1 $en1。,40969,0,0,0,0
,,制作鼓时，+$ev1 $en1。,40970,0,0,0,0
,,制作弓和专业配饰时，+$ev1 $en1。,40971,0,0,0,0
,,制作鼓时，+$ev1 $en1。,40972,0,0,0,0
绑定和缝合,,提升绑定和缝合的能力，制作弓和专业配饰时，每有一点此专精，获得+$ev1 $en1。,40973,0,348562,0,0
,,制作制皮图样时，灵感属性使技能额外提高$ev1%。,40974,0,0,0,0
,,制作制皮图样时，+$ev1 $en1。,40975,0,0,0,0
,,制作制皮图样时，灵感属性使技能额外提高$ev1%。,40976,0,0,0,0
,,制作制皮图样时，+$ev1 $en1。,40977,0,0,0,0
,,制作制皮图样时，灵感属性使技能额外提高$ev1%。,40978,0,0,0,0
,,制作制皮图样时，+$ev1 $en1。,40979,0,0,0,0
,,制作制皮图样时，灵感属性使技能额外提高$ev1%。,40980,0,0,0,0
敬畏匠工,,成为灵感更丰富的制皮匠，每有一点此专精，获得+$ev1 $en1。,40981,0,4635253,0,0
,,制作制皮图样时，充裕属性额外返还+$ev1%的材料。,40982,0,0,0,0
,,制作制皮图样时，+$ev1 $en1。,40983,0,0,0,0
,,制作制皮图样时，充裕属性额外返还+$ev1%的材料。,40984,0,0,0,0
,,制作制皮图样时，+$ev1 $en1。,40985,0,0,0,0
,,制作制皮图样时，充裕属性额外返还+$ev1%的材料。,40986,0,0,0,0
,,制作制皮图样时，+$EV1 $EN1。,40987,0,0,0,0
,,制作制皮图样时，充裕属性额外返还+$ev1%的材料。,40988,0,0,0,0
皮革剪裁精通,,提升从制作材料获得成品的能力，每有一点此专精，获得+$ev1 $en1。,40989,0,4635276,0,0
,,制皮制作速度提高$ev1%。|n|n制作制皮图样时，+$ev2 $en2 和 +$ev3 $en3。|n|n学习最终副专精。,40990,0,0,0,0
,,学习你选择的一个副专精。,40991,0,0,0,0
,,制作制皮图样时，+$ev1 $en1。,40992,0,0,0,0
,,学习你选择的一个副专精。,40993,0,0,0,0
,,制作制皮图样时，+$ev1 $en1。,40994,0,0,0,0
,,学习你选择的一个副专精。,40995,0,0,0,0
,,制作制皮图样时，+$ev1 $en1。,40996,0,0,0,0
制皮律法,,练习你的制皮基本功，每有一点此专精，获得+$ev1 $en1。,40997,0,4635266,0,0
固化和鞣制,,,40998,0,2032169,0,0
绑定和缝合,,,40999,0,348562,0,0
敬畏匠工,,,41000,0,4635253,0,0
皮革剪裁精通,,,41001,0,4635276,0,0
制皮律法,,学习制皮的基本功，成为通才，可以更有效率地制作所有的图样。,41002,0,4635266,0,0
,,对主要产出鳞片的生物进行剥皮时，+$ev1 $en1。,47307,0,0,0,0
,,对主要产出鳞片的生物进行剥皮时，+$ev1 $en1。,47308,0,0,0,0
,,对主要产出鳞片的生物进行剥皮时，+$ev1 $en1。,47309,0,0,0,0
,,对主要产出鳞片的生物进行剥皮时，+$ev1 $en1。,47310,0,0,0,0
,,学习进一步强化鳞片，对其精制，从|A:Professions-Icon-Quality-Tier2-Small:20:20|a提升到|A:Professions-Icon-Quality-Tier3-Small:20:20|a。,47311,376614,0,0,0
,,对主要产出鳞片的生物进行剥皮时，+$ev1 $en1。,47312,0,0,0,0
,,对主要产出鳞片的生物进行剥皮时，+$ev1 $en1。,47313,0,0,0,0
,,对主要产出鳞片的生物进行剥皮时，+$ev1 $en1。,47314,0,0,0,0
,,学习强化低品质的鳞片，对其精制，从|A:Professions-Icon-Quality-Tier1-Small:20:20|a 提升到|A:Professions-Icon-Quality-Tier2-Small:20:20|a。,47315,376613,0,0,0
鳞片精通,,专心研究剥鳞技巧，对主要产出鳞片的生物进行剥皮时，每有一点此专精，+$ev1 $en1。,47316,0,4559243,0,0
,,对主要产出皮革的生物进行剥皮时，+$ev1 $en1。,47317,0,0,0,0
,,对主要产出皮革的生物进行剥皮时，+$ev1 $en1。,47318,0,0,0,0
,,对主要产出皮革的生物进行剥皮时，+$ev1 $en1。,47319,0,0,0,0
,,对主要产出皮革的生物进行剥皮时，+$ev1 $en1。,47320,0,0,0,0
,,学习进一步强化革，对其精制，从|A:Professions-Icon-Quality-Tier2-Small:20:20|a提升到|A:Professions-Icon-Quality-Tier3-Small:20:20|a。,47321,376612,0,0,0
,,对主要产出皮革的生物进行剥皮时，+$ev1 $en1。,47322,0,0,0,0
,,对主要产出皮革的生物进行剥皮时，+$ev1 $en1。,47323,0,0,0,0
,,对主要产出皮革的生物进行剥皮时，+$ev1 $en1。,47324,0,0,0,0
,,学习强化低品质的革，对其精制，从|A:Professions-Icon-Quality-Tier1-Small:20:20|a提升到|A:Professions-Icon-Quality-Tier2-Small:20:20|a。,47325,376611,0,0,0
皮甲精通,,强化你的剥皮技巧，对主要产出皮革的生物进行剥皮时，每有一点此专精，+$ev1 $en1。,47326,0,4559245,0,0
,,学习进一步强化皮，对其精制，从|A:Professions-Icon-Quality-Tier2-Small:20:20|a提升到|A:Professions-Icon-Quality-Tier3-Small:20:20|a。,47327,375763,0,0,0
,,剥皮时，+$ev1 $en1。,47328,0,0,0,0
,,剥皮时，+$ev1 $en1。,47329,0,0,0,0
,,学习最终副专精。,47330,0,0,0,0
,,学习强化低品质的皮，对其精制，从|A:Professions-Icon-Quality-Tier1-Small:20:20|a提升到|A:Professions-Icon-Quality-Tier2-Small:20:20|a。,47331,375731,0,0,0
,,剥皮时，+$ev1 $en1。,47332,0,0,0,0
,,学习你选择的一个副专精。,47333,0,0,0,0
,,剥皮时，+$ev1 $en1。,47334,0,0,0,0
,,你在给巨龙群岛的生物剥皮时收集到皮的几率有小幅提升。,47335,0,0,0,0
鞣制,,提升你总体的剥皮技巧，剥皮时，每有一点此专精，获得+$ev1 $en1。,47336,0,948101,0,0
鳞片精通,,,47337,0,4559243,0,0
皮甲精通,,,47338,0,4559245,0,0
鞣制,,专精于采集普通材料，如皮、革和鳞片。,47339,0,948101,0,0
,,你是寻找稀有材料的大师，剥皮时+$ev1 $en1。,47340,0,0,0,0
,,剥皮时，+$ev1 $en1。,47341,0,0,0,0
,,剥皮时，+$ev1 $en1。,47342,0,0,0,0
,,剥皮时，+$ev1 $en1。,47343,0,0,0,0
,,剥皮时，+$ev1 $en1。,47344,0,0,0,0
,,剥皮时，+$ev1 $en1。,47345,0,0,0,0
,,剥皮时，+$ev1 $en1。,47346,0,0,0,0
,,剥皮时，+$ev1 $en1。,47347,0,0,0,0
,,从破碎群岛的生物身上收集到物种专属的材料的几率提升。,47348,0,0,0,0
战利品收集者,,学习识别稀有材料，剥皮时，每有一点此专精，获得+$ev1 $en1。,47349,0,4635273,0,0
,,你的技巧已经得到了磨炼，你对切肉技术的精通提高了对巨龙群岛某些生物剥皮时产出额外肉类的几率。,47350,0,0,0,0
,,剥皮时，+$ev1 $en1。,47351,0,0,0,0
,,对破碎群岛的某些生物剥皮时获得肉类的几率有少量提升。,47352,0,0,0,0
,,剥皮时，+$ev1 $en1。,47353,0,0,0,0
,,你的知识增加了，你学会了一项新技巧：对破碎群岛的某些生物剥皮时，有时可以产出额外的肉类。,47354,0,0,0,0
,,剥皮时，+$ev1 $en1。,47355,0,0,0,0
,,对破碎群岛的某些生物剥皮时获得肉类的几率有少量提升。,47356,0,0,0,0
,,剥皮时，+$ev1 $en1。,47357,0,0,0,0
,,对破碎群岛的某些生物剥皮时，有几率获得肉类。,47358,0,0,0,0
剥肉者,,提升你从巨龙群岛的某些生物身上收集肉类的能力，剥皮时每有一点此专精，就能略微提高发现肉类的几率。,47359,0,1059120,0,0
,,获得剥皮时采集到优异小食的能力 。|n|n学习制作$@spellname383094。,47360,383094,0,0,0
,,剥皮时，+$ev1 $en1。|n|n学习制作$@spellname383090。,47361,383090,0,0,0
,,学习制作$@spellname375787。,47362,375787,0,0,0
,,剥皮时，+$ev1 $en1。,47363,0,0,0,0
,,剥皮时，采集到一口大小的小食的几率提高。|n|n学习制作$@spellname375786。,47364,375786,0,0,0
,,剥皮时，+$ev1 $en1。,47365,0,0,0,0
,,学习制作$@spellname375782。,47366,375782,0,0,0
,,剥皮时，+$ev1 $en1。,47367,0,0,0,0
,,剥皮时，你有几率采集到一口大小的小食。|n|n学习制作$@spellname375773。,47368,375773,0,0,0
诱饵工匠,,锤炼你在巨龙群岛收集可用的小食的能力，剥皮时每有一点此专精，就能略微提高发现小食的几率。,47369,0,3535744,0,0
,,你在剥皮时有几率发现形状诡异的胃囊。里面会有什么呢？,47370,0,0,0,0
,,学习最终副专精。,47371,0,0,0,0
,,剥皮时，+$ev1 $en1。,47372,0,0,0,0
,,学习你选择的一个副专精。,47373,0,0,0,0
,,你的解剖学知识为你提供了优势，使你在巨龙群岛户外对抗野兽和龙类时，造成的伤害提高。,47374,394077,0,0,0
,,剥皮时，+$ev1 $en1。,47375,0,0,0,0
,,学习你选择的一个副专精。,47376,0,0,0,0
,,剥皮时，+$ev1 $en1。,47377,0,0,0,0
,,你的解剖学知识为你提供了优势，使你在巨龙群岛户外对抗野兽和龙类时，造成的伤害提高。,47378,394053,0,0,0
收割,,提升你的效率，剥皮时，每有一点此专精，获得+$ev1 $en1。,47379,0,4635259,0,0
战利品收集者,,,47380,0,4635273,0,0
剥肉者,,,47381,0,1059120,0,0
诱饵工匠,,,47382,0,3535744,0,0
收割,,专精于采集许多专业使用的独特材料。,47383,0,4635259,0,0
,,学习制作$@spellname385985。,47384,385985,0,0,0
,,通过剥皮返还的隐秘生物诱饵冷却时间有少量提高。,47385,0,0,0,0
,,剥皮时，+$ev1 $en1。,47386,0,0,0,0
,,通过剥皮返还的隐秘生物诱饵冷却时间有少量提高。,47387,0,0,0,0
,,剥皮时，+$ev1 $en1。|n|n学习制作$@spellname385984。,47388,385984,0,0,0
,,通过剥皮返还的隐秘生物诱饵冷却时间有少量提高。,47389,0,0,0,0
,,学习制作$@spellname385982。,47390,385982,0,0,0
,,剥皮时，+$ev1 $en1。,47391,0,0,0,0
,,学习制作$@spellname385972。,47392,385972,0,0,0
元素注能,,调和元素能量来提升你的感受力，剥皮时，每有一点此专精，获得+$ev1 $en1。,47393,0,136027,0,0
,,你使用诱饵的技巧已经达到巅峰。你的隐秘生物诱饵现在可以吸引特定地点的稀有生物，对其进行剥皮可以有几率获得最好的奖励。,47394,0,0,0,0
,,通过剥皮返还的隐秘生物诱饵冷却时间有少量提高。,47395,0,0,0,0
,,剥皮时，+$ev1 $en1。,47396,0,0,0,0
,,通过剥皮返还的隐秘生物诱饵冷却时间有少量提高。,47397,0,0,0,0
,,你的隐秘生物诱饵有时可以吸引精英生物，有可能会有更好的剥皮收益。,47398,0,0,0,0
,,通过剥皮返还的隐秘生物诱饵冷却时间有少量提高。,47399,0,0,0,0
,,剥皮时，+$ev1 $en1。,47400,0,0,0,0
,,通过剥皮返还的隐秘生物诱饵冷却时间有少量提高。,47401,0,0,0,0
,,通过剥皮返还的隐秘生物诱饵冷却时间有适量提高。,47402,0,0,0,0
精通,,提升你的协调能力，剥皮时，每有一点此专精，获得+$ev1 $en1。,47403,0,4635268,0,0
,,你对精英和稀有生物剥皮时，通过剥皮返还的隐秘生物诱饵冷却时间加倍。,47404,0,0,0,0
,,剥皮时，+$ev1 $en1。,47405,0,0,0,0
,,剥皮时，+$ev1 $en1。,47406,0,0,0,0
,,学习最终副专精。,47407,0,0,0,0
,,学习制作$@spellname383128。$@spellname383128会把附近所有空闲而且可剥皮的野兽和龙类吸引到你身边。,47408,383128,0,0,0
,,剥皮时，+$ev1 $en1。,47409,0,0,0,0
,,学习你选择的一个副专精。,47410,0,0,0,0
,,剥皮时，+$ev1 $en1。,47411,0,0,0,0
,,学习制作$@spellname383132。你可以将其放在巨龙群岛的户外来吸引隐秘的生物，可能会提供丰厚的奖励……,47412,383132,0,0,0
诱饵工匠,,研究从每个生物身上收集更多材料的技术，剥皮时，每有一点此专精，获得+$ev1 $en1。,47413,0,644271,0,0
元素注能,,,47414,0,136027,0,0
精通,,,47415,0,4635268,0,0
诱饵工匠,,专精于制作诱饵来吸引隐秘的生物，从而获得额外的材料。,47416,0,644271,0,0
,,产能提供最多$ev2%额外模式。,47460,0,0,0,0
,,制作墨水时，+$ev1 $en1。,47461,0,0,0,0
,,制作墨水时，+$ev1 $en1。,47462,0,0,0,0
,,制作墨水时，+$ev1 $en1。,47463,0,0,0,0
,,制作墨水时，+$ev1 $en1。|n|n学习使用去污沙之类的成品材料来进一步提升你的墨水。,47464,0,0,0,0
无瑕墨水,,提高制作铭文使用的各类墨水的能力，每有一点此专精，获得+$ev1 $en1。,47465,0,1500931,0,0
,,研磨速度提高$ev1%。|n|n研磨巨龙群岛草药时，+$ev2 $en2。,47466,0,0,0,0
,,研磨巨龙群岛草药时，+$ev1 $en1。,47467,0,0,0,0
,,研磨巨龙群岛草药时，+$ev1 $en1。,47468,0,0,0,0
,,研磨巨龙群岛草药时，+$ev1 $en1。,47469,0,0,0,0
,,研磨巨龙群岛草药时，+$ev1 $en1。,47470,0,0,0,0
植物理解,,提高研磨巨龙群岛各类草药的能力，每有一点此专精，获得+$ev1 $en1。,47471,0,4554357,0,0
,,制作铭文商品时，灵感属性使技能额外提高$ev1%。,47472,0,0,0,0
,,制作铭文商品时，+$ev1 $en1。,47473,0,0,0,0
,,制作铭文商品时，灵感属性使技能额外提高$ev1%。,47474,0,0,0,0
,,制作铭文商品时，+$ev1 $en1。,47475,0,0,0,0
,,制作铭文商品时，灵感属性使技能额外提高$ev1%。,47476,0,0,0,0
,,制作铭文商品时，+$ev1 $en1。,47477,0,0,0,0
,,制作铭文商品时，灵感属性使技能额外提高$ev1%。,47478,0,0,0,0
无穷探索,,成为灵感更丰富的铭文师，每有一点此专精，获得+$ev1 $en1。,47479,0,134544,0,0
,,制作铭文商品时，充裕属性额外节省$ev1%的材料。,47480,0,0,0,0
,,制作铭文商品时，+$ev1 $en1。,47481,0,0,0,0
,,制作铭文商品时，充裕属性额外节省$ev1%的材料。,47482,0,0,0,0
,,制作铭文商品时，+$ev1 $en1。,47483,0,0,0,0
,,制作铭文商品时，充裕属性额外节省$ev1%的材料。,47484,0,0,0,0
,,制作铭文商品时，+$ev1 $en1。,47485,0,0,0,0
,,制作铭文商品时，充裕属性额外节省$ev1%的材料。,47486,0,0,0,0
熟能生巧,,制作物品的效率提高，每有一点此专精，获得+$ev1 $en1。,47487,0,457654,0,0
,,学习最终副专精。|n|n制作铭文商品时，+$ev2 $en2 和 +$ev3 $en3。|n|n学习使用特殊成品材料来提升你的墨水和符文的品质。,47488,0,0,0,0
,,制作铭文商品速度提高$ev1%。|n|n制作铭文商品时，+$ev2 $en2 和 +$ev3 $en3。,47489,0,0,0,0
,,学习你选择的一个副专精。,47490,0,0,0,0
,,制作铭文商品时，+$ev1 $en1。,47491,0,0,0,0
,,学习你选择的一个副专精。,47492,0,0,0,0
,,制作铭文商品时，+$ev1 $en1。,47493,0,0,0,0
,,学习你选择的一个副专精。,47494,0,0,0,0
,,制作铭文商品时，+$ev1 $en1。,47495,0,0,0,0
,,制作铭文商品时，+$ev1 $en1。,47496,0,0,0,0
符文精通,,提升铭文的技艺和利用各种材料的能力，每有一点此专精，获得+$ev1 $en1。,47497,0,4643988,0,0
无瑕墨水,,,47498,0,1500931,0,0
植物理解,,,47499,0,4554357,0,0
无穷探索,,,47500,0,134544,0,0
熟能生巧,,,47501,0,457654,0,0
符文精通,,学习铭文的基本功，成为通才，可以更有效率地制作所有的工艺图。,47502,0,4643988,0,0
,,制作动物符文速度提高$ev1%。|n|n学习制作和使用$@spellname391781成品材料，在制作动物符文时提升技能。,47503,391781,0,0,0
,,制作动物符文速度提高$ev1%。|n|n制作动物符文时，+$ev2 $en2。,47504,0,0,0,0
,,制作动物符文时，+$ev1 $en1 和 +$ev2 $en2。,47505,0,0,0,0
,,制作动物符文时，+$ev1 $en1 和 +$ev2 $en2。,47506,0,0,0,0
,,制作动物符文时，+$ev1 $en1。,47507,0,0,0,0
动物符文,,成为高效地雕刻动物符文的专家，动物符文可以用来强化你的武器，每有一点此专精，获得+$ev1 $en1。,47508,0,590337,0,0
,,凡图斯符文制作速度提高$ev1%。|n|n学习制作和使用$@spellname391781成品材料，在制作凡图斯符文时提升技能。,47509,391781,0,0,0
,,凡图斯符文制作速度提高$ev1%。|n|n制作凡图斯符文时，+$ev2 $en2。,47510,0,0,0,0
,,制作凡图斯符文时，+$ev1 $en1 和 +$ev2 $en2。,47511,0,0,0,0
,,制作凡图斯符文时，+$ev1 $en1 和 +$ev2 $en2。,47512,0,0,0,0
,,制作凡图斯符文时，+$ev1 $en1。,47513,0,0,0,0
凡图斯符文,,成为高效地制作凡图斯符文的专家，每有一点此专精，获得+$ev1 $en1。,47514,0,4555023,0,0
,,制作法典时，+$ev1 $en1。,47515,0,0,0,0
,,学习制作和使用$@spellname391781成品材料，在制作法典时提升技能。,47516,391781,0,0,0
,,制作法典时，+$ev1 $en1。,47517,0,0,0,0
,,制作法典时，+$ev1 $en1 和 +$ev2 $en2。,47518,0,0,0,0
,,制作法典时，+$ev1 $en1。,47519,0,0,0,0
,,制作法典时，+$ev1 $en1。,47520,0,0,0,0
,,学习制作$@spellname383540。,47521,383540,0,0,0
法典,,提升把复杂的符文与各类法典绑定在一起的能力，每有一点此专精，获得+$ev1 $en1。,47522,0,4175482,0,0
,,学习最终副专精。|n|n制作符文手稿时，+$ev1 $en1。,47523,0,0,0,0
,,符文绑定货物制作速度提高$ev1%。|n|n制作符文绑定货物时，+$ev2 $en2。,47524,0,0,0,0
,,学习你选择的一个副专精。,47525,0,0,0,0
,,制作法典、凡图斯符文和动物符文时，+$ev1 $en1。,47526,0,0,0,0
,,学习你选择的一个副专精。,47527,0,0,0,0
,,制作法典、凡图斯符文和动物符文时，+$ev1 $en1。,47528,0,0,0,0
,,学习使用附加材料来指定各种法典的副属性。,47529,0,0,0,0
符文手稿,,专精于把符文徽记雕刻成法典这样的强力装备，以及凡图斯符文和动物符文。每有一点此专精，获得+$ev1 $en1。,47530,0,633005,0,0
,,制作法杖时，+$ev1 $en1。,47531,0,0,0,0
,,学习制作和使用$@spellname391781成品材料，在制作法杖时提升技能。,47532,391781,0,0,0
,,制作法杖时，+$ev1 $en1。,47533,0,0,0,0
,,制作法杖时，+$ev1 $en1 和 +$ev2 $en2。,47534,0,0,0,0
,,制作法杖时，+$ev1 $en1。,47535,0,0,0,0
,,学习制作$@spellname383541。,47536,383541,0,0,0
,,学习制作$@spellname383542。,47537,383542,0,0,0
法杖,,成为制作强力双手法杖的专家，每有一点此专精，获得+$ev1 $en1。,47538,0,4636980,0,0
,,学习制作和使用$@spellname391781成品材料，在制作专业工具时提升技能。,47539,391781,0,0,0
,,制作专业工具时，+$ev1 $en1。,47540,0,0,0,0
,,学习制作$@spellname383548。,47541,383548,0,0,0
,,制作专业工具时，+$ev1 $en1。,47542,0,0,0,0
,,制作专业工具时，+$ev1 $en1。,47543,0,0,0,0
专业工具,,成为制作许多专业工具的专家，每有一点此专精，获得+$ev1 $en1。,47544,0,643416,0,0
,,制作木雕商品时，+$ev1 $en1。,47545,0,0,0,0
,,木雕制作速度提高$ev1%。|n|n制作木雕时，+$ev2 $en2。,47546,0,0,0,0
,,学习你选择的一个副专精。,47547,0,0,0,0
,,制作木雕商品时，+$ev1 $en1。,47548,0,0,0,0
,,学习你选择的一个副专精。,47549,0,0,0,0
,,制作木雕商品时，+$ev1 $en1。,47550,0,0,0,0
