ID,Value_lang,ReqID,ParentWidgetID
3698,废墟 - 已夺取,243,2339
3699,废墟 - 已夺取,233,2339
3700,废墟 - 已夺取,246,2339
3701,集市 - 已夺取,225,2339
3702,集市 - 已夺取,242,2339
3703,集市 - 已夺取,235,2339
3704,集市 - 已夺取,247,2339
3705,农场 - 已夺取,223,2339
3706,农场 - 已夺取,241,2339
3707,农场 - 已夺取,237,2339
3708,农场 - 已夺取,248,2339
3709,采石场 - 已夺取,221,2339
3710,采石场 - 已夺取,240,2339
3711,采石场 - 已夺取,239,2339
3712,采石场 - 已夺取,249,2339
3713,剩余时间：%17336k,2,1646
3714,,4,1646
3715,食肉鞭笞者事件剩余时间。,3,1646
3716,洞穴坍塌：%17338k,2,1647
3717,,4,1647
3718,距离洞穴坍塌所剩时间,3,1647
3719,剩余：,72,1648
3720,%390014or,56,1648
3721,|Hitem:166846|h,57,1648
3722,剩余：,72,1648
3723,%390015or,59,1648
3724,|Hitem:166970|h,60,1648
3725,剩余：,72,1655
3726,%28460e,56,1655
3727,|Hitem:166846|h,57,1655
3728,剩余：,72,1656
3729,%28461e,56,1656
3730,|Hitem:166846|h,57,1656
3731,剩余：,72,1657
3732,%28462e,56,1657
3733,|Hitem:166846|h,57,1657
3734,剩余：,72,1658
3735,%28463e,56,1658
3736,|Hitem:166846|h,57,1658
3737,剩余：,72,1659
3738,%28464e,56,1659
3739,|Hitem:166846|h,57,1659
3740,剩余：,72,1660
3741,%28465e,56,1660
3742,|Hitem:166846|h,57,1660
3753,灯塔 - 争夺中,231,1670
3754,灯塔 - 已夺取,245,1670
3756,灯塔 - 争夺中,225,1670
3758,磨坊 - 争夺中,233,1670
3759,磨坊 - 已夺取,246,1670
3760,灯塔 - 已夺取,242,1670
3761,矿洞 - 争夺中,235,1670
3762,矿洞 - 已夺取,247,1670
3763,磨坊 - 争夺中,223,1670
3764,磨坊 - 已夺取,241,1670
3767,矿洞 - 争夺中,221,1670
3768,矿洞 - 已夺取,240,1670
3771,联盟夺取了血精灵塔,241,1672
3772,联盟突袭了魔能机甲废墟,225,1672
3773,联盟夺取了魔能机甲废墟,242,1672
3774,联盟夺取了旗帜,221,1672
3775,联盟突袭了德莱尼废墟,227,1672
3776,联盟夺取了德莱尼废墟,243,1672
3777,联盟突袭了法师塔,229,1672
3778,联盟夺取了法师塔,244,1672
3779,联盟突袭了血精灵塔,223,1672
3780,部落夺取了旗帜,231,1672
3781,部落突袭了血精灵塔,239,1672
3782,部落夺取了血精灵塔,249,1672
3804,联盟夺取了橙色宝珠,227,1683
3805,部落夺取了橙色宝珠,231,1683
3806,联盟夺取了蓝色宝珠,225,1683
3807,部落夺取了蓝色宝珠,233,1683
3808,联盟夺取了紫色宝珠,223,1683
3809,部落夺取了紫色宝珠,235,1683
3810,联盟夺取了绿色宝珠,221,1683
3811,部落夺取了绿色宝珠,237,1683
3812,剩余：,72,1607
3813,%28483e,59,1607
3814,|Hitem:166970|h,60,1607
3818,联盟夺取了部落运金车,221,1686
3819,部落夺取了联盟运金车,231,1686
3820,联盟突袭了熊猫人矿洞,227,1686
3821,联盟夺取了熊猫人矿洞,243,1686
3822,联盟突袭了中央矿坑,225,1686
3823,联盟夺取了中央矿坑,242,1686
3824,联盟突袭了地精矿洞,223,1686
3825,联盟夺取了地精矿洞,241,1686
3826,部落突袭了熊猫人矿洞,233,1686
3827,部落夺取了熊猫人矿洞,246,1686
3828,部落突袭了中央矿坑,235,1686
3829,部落夺取了中央矿坑,247,1686
3830,部落突袭了地精矿洞,237,1686
3831,部落夺取了地精矿洞,248,1686
3859,部落突袭了魔能机甲废墟,237,1672
3860,部落夺取了魔能机甲废墟,248,1672
3861,部落突袭了德莱尼废墟,235,1672
3862,部落夺取了德莱尼废墟,247,1672
3863,部落突袭了法师塔,233,1672
3864,部落夺取了法师塔,246,1672
3900,剩余时间：%4248k,2,1705
3901,剩余时间,3,1705
3902,,4,1705
3906,%297051n,208,1707
3907,%297051n,208,1708
3908,%297051n,208,1709
3909,%297113n,208,1710
3910,%297113n,208,1711
3911,%297113n,208,1712
3912,%297113n,208,1713
3913,%297051n,208,1714
3914,剩余：,72,1715
3915,%28707e,56,1715
3916,|Hitem:166846|h,57,1715
3917,剩余：,72,1715
3918,%28708e,59,1715
3919,|Hitem:166970|h,60,1715
3920,%297051n,208,1717
3921,%297051n,208,1718
3922,%297051n,208,1719
3942,联盟夺取了橙色宝珠,227,1726
3943,部落夺取了橙色宝珠,231,1726
3944,联盟夺取了蓝色宝珠,225,1726
3945,部落夺取了蓝色宝珠,233,1726
3946,联盟夺取了紫色宝珠,223,1726
3947,部落夺取了紫色宝珠,235,1726
3948,联盟夺取了绿色宝珠,221,1726
3949,部落夺取了绿色宝珠,237,1726
3950,剩余：,72,1728
3951,%28711e,56,1728
3952,|Hitem:166846|h,57,1728
3953,剩余：,72,1729
3954,%28725e,56,1729
3955,|Hitem:166846|h,57,1729
3956,剩余：,72,1730
3957,%28726e,56,1730
3958,|Hitem:166846|h,57,1730
3959,剩余：,72,1731
3960,%28727e,56,1731
3961,|Hitem:166846|h,57,1731
3962,剩余：,72,1732
3963,%28728e,56,1732
3964,|Hitem:166846|h,57,1732
3965,剩余：,72,1733
3966,%28729e,56,1733
3967,|Hitem:166846|h,57,1733
3968,剩余：,72,1734
3969,%28730e,56,1734
3970,|Hitem:166846|h,57,1734
3971,已控制：%17569w,2,1741
3972,Test Tooltip,3,1741
3973,Test Dynamic Tooltip,4,1741
3976,,14,1744
3977,2500,15,1745
3978,收集资源,20,1746
3979,%1541c/%1541m,21,1746
3980,%1540c/%1540m,23,1746
3981,Test Left Tooltip,22,1746
3982,Test Right Tooltip,24,1746
3983,%1541c/%1541m,25,1747
3984,|Hcurrency:1541|h,26,1747
3985,%1540c/%1540m,27,1747
3986,|Hcurrency:1540|h,28,1747
3987,%1716c,29,1747
3988,|Hcurrency:1716|h,30,1747
3989,I am widget text!,33,1748
3990,50/100,35,1748
3991,|Hcurrency:1541|h,36,1748
3992,175/200,38,1748
3993,|Hcurrency:1540|h,39,1748
3994,,41,1748
3995,,42,1748
3996,你没资格！,46,1748
4011,150,194,1752
4012,0,197,1752
4014,|Hcurrency:1541|h,195,1752
4015,|Hcurrency:1540|h,198,1752
4016,Test1,205,1753
4017,Test2,204,1753
4037,,212,1758
4038,,221,1759
4039,,223,1759
4040,Left Icon 3 State 1 Tooltip,225,1759
4041,,227,1759
4042,,229,1759
4043,,231,1759
4044,Right Icon 2 State 1 Tooltip,233,1759
4045,,235,1759
4046,,237,1759
4047,,239,1759
4048,Left Icon 1 State 2 Tooltip,240,1759
4049,,241,1759
4050,,242,1759
4051,,243,1759
4052,,244,1759
4053,,245,1759
4054,,246,1759
4055,,247,1759
4056,,248,1759
4057,Right Icon 5 State 2 Tooltip,249,1759
4059,世界状态值：%17569xa测试,52,1749
4060,%1541c/%1541m测试,56,1750
4061,|Hcurrency:1541|h,57,1750
4062,%1540c/%1540m测试,59,1750
4063,|Hcurrency:1540|h,60,1750
4064,%1716c测试,62,1750
4065,|Hcurrency:1716|h,63,1750
4066,|Hcurrency:2655|h,67,1750
4067,2 |r|cnLIGHTERGRAY_FONT_COLOR:/ 10|r,66,1750
4068,,72,1750
4069,,73,1750
4070,,74,1750
4071,,75,1750
4072,Somebody help me escape!,77,1751
4073,Is anyone there?,78,1751
4074,Seriously are you guys all going to just sit there?,79,1751
4075,Fine whatever,80,1751
4076,Left Bar Tooltip Test,250,1744
4077,Right Bar Tooltip Test,251,1744
4480,,257,1911
4481,Tooltip 1,258,1911
4482,Tooltip 2,262,1911
4483,,261,1911
4484,,264,1911
4485,Tooltip 3,265,1911
4486,,267,1911
4487,Tooltip 4,268,1911
4488,,270,1911
4489,,271,1911
4513,,240,1640
4514,,245,1640
4515,,223,1640
4516,,241,1640
4517,,225,1640
4518,,242,1640
4519,,227,1640
4520,,243,1640
4521,,229,1640
4522,,244,1640
4523,,233,1640
4524,,246,1640
4525,,235,1640
4526,,247,1640
4527,,237,1640
4528,,248,1640
4529,,239,1640
4530,,249,1640
4531,玩家数据值：%37pdc,19,1914
4532,Test Widget Tooltip,208,1914
4533,,273,1914
4534,%2389fn,273,1625
4535,%2388fn,273,1622
4536,%2390fn,273,1623
4537,,19,1919
4538,%2388fn,273,1919
4539,,19,1920
4540,%2390fn,273,1920
4541,,208,1625
4545,%17635w,257,1936
4546,,258,1936
4547,,262,1936
4548,%17636w,261,1936
4549,%17637w,264,1936
4550,,265,1936
4551,%17638w,267,1936
4552,,268,1936
4553,,270,1936
4554,,271,1936
4555,胜利点数,14,1937
4556,|cffffffff获得胜利点数方式：|r|n- 占领并守住纳沙塔尔的控制点|n- 消灭部落步兵|n- 消灭敌方玩家,250,1937
4557,|cffffffff获得胜利点数方式：|r|n- 占领并守住纳沙塔尔的控制点|n- 消灭联盟步兵|n- 消灭敌方玩家,251,1937
4559,,19,1940
4560,,19,1941
4561,%2376fn,273,1941
4562,,208,1941
4572,,19,1949
4573,%2375fn,273,1949
4574,,208,1949
4592,森林之王伊弗斯,19,1961
4593,拾取风暴水晶并交给大德鲁伊雷弗拉尔,208,1961
4594,,273,1961
4595,召唤范加尔,19,1962
4596,收集并返还给安恩加的神器碎片,208,1962
4597,,273,1962
4598,冰雪之王洛克霍拉,19,1963
4599,拾取雷矛士兵之血并交给指挥官瑟鲁加,208,1963
4600,,273,1963
4601,召唤克鲁努斯,19,1964
4602,收集并返还给阿托米克的神器碎片,208,1964
4603,,273,1964
4620,,19,1966
4621,,19,1967
4622,%2377fn,273,1967
4623,,208,1967
4630,监狱封印完整度：%3815w%,2,1973
4631,test,3,1973
4632,test,4,1973
4645,飞艇生命值,19,1977
4646,,208,1977
4647,,273,1977
4649,,212,1978
4650,,212,1979
4651,,212,1980
4652,,212,1981
4653,,212,1982
4654,,19,1983
4655,,273,1983
4656,,208,1983
4657,剩余时间：%17767k,2,1984
4658,,4,1984
4659,鳗鱼肆虐的水域事件剩余时间。,3,1984
4685,,212,1952
4686,,212,1953
4687,,212,1954
4688,,212,1955
4689,,212,1956
4691,,212,1968
4692,,212,1969
4693,,212,1970
4694,,212,1971
4695,,212,1972
4735,,14,1997
4736,剩余的联盟援军。,250,1997
4737,剩余的部落援军。,251,1997
4738,%17896w,257,1998
4739,,258,1998
4740,,262,1998
4741,%17897w,261,1998
4742,%17898w,264,1998
4743,,265,1998
4744,%17899w,267,1998
4745,,268,1998
4746,,270,1998
4747,,271,1998
4748,生命精华,19,2611
4749,,208,2611
4750,,273,2611
4763,%944c,56,2000
4764,|Hcurrency:944|h,57,2000
4765,,59,2000
4766,,60,2000
4767,,62,2000
4768,,63,2000
4769,,67,2000
4770,,66,2000
4771,神器碎片,72,2000
4772,,73,2000
4773,,74,2000
4774,,75,2000
4775,%944c,56,2001
4776,|Hcurrency:944|h,57,2001
4777,,59,2001
4778,,60,2001
4779,,62,2001
4780,,63,2001
4781,,67,2001
4782,,66,2001
4783,神器碎片,72,2001
4784,,73,2001
4785,,74,2001
4786,,75,2001
4787,%18581w,194,2319
4788,剩余死亡次数,195,2319
4789,%1728c,197,2319
4790,|Hcurrency:1728|h,198,2319
4791,,200,2319
4792,,201,2319
4794,,212,2004
4795,,212,2005
4796,腐化区域,52,2006
4797,- 帮助泽坎拯救奥格瑞玛的萨满,52,2007
4798,腐化区域,52,2008
4799,- 疏散迦罗娜和市民,52,2009
4800,,212,2010
4801,- 击败雷克萨和他的生物,52,2011
4802,失落区域,52,2012
4803,,212,2013
4804,失落区域,52,2014
4805,- 帮助盖亚拉复仇,52,2015
4806,,212,2016
4811,,277,2005
4815,,277,1758
4819,每秒流失%18207w点理智。,277,2016
4820,每秒流失%18206w点理智。,277,2004
4821,每秒流失%18207w点理智。,277,2013
4822,每秒流失%18206w点理智。,277,2010
4827,,212,2022
4828,%316557d,277,2022
4829,,212,2023
4830,%316557d,277,2023
4831,%3128w,15,2024
4832,%3127w,15,2025
4833,仪式参与者,342,2387
4834,Zone 1 State 2 Test,348,2387
4835,仪式参与者,356,2387
4836,Zone 2 State 2 Test,362,2387
4837,仪式参与者,370,2387
4838,Zone 3 State 2 Test,376,2387
4839,仪式准备,384,2387
4840,Zone 4 State 2 Test,390,2387
4841,%1582w,15,2029
4842,%1581w,15,2030
4843,%1776w,15,2031
4844,%1777w,15,2032
4845,%4227w,15,2033
4846,%4226w,15,2034
4847,%13845w,15,2035
4848,%13844w,15,2036
4849,%6303w,15,2037
4850,%6304w,15,2038
4851,%6438w,15,2039
4852,%6437w,15,2040
4853,%17634w,15,2041
4854,%17633w,15,2042
4855,力量结界,342,2043
4856,上古结界,348,2043
4857,力量结界,356,2043
4858,上古结界,362,2043
4859,力量结界,370,2043
4860,上古结界,376,2043
4861,力量结界,384,2043
4862,上古结界,390,2043
4869,%29383e,59,1728
4870,|Hitem:166970|h,60,1728
4871,,62,1728
4872,,63,1728
4873,,67,1728
4874,,66,1728
4875,剩余：,73,1728
4876,,74,1728
4877,,75,1728
4878,%29384e,59,1729
4879,|Hitem:166970|h,60,1729
4880,,62,1729
4881,,63,1729
4882,,67,1729
4883,,66,1729
4884,剩余：,73,1729
4885,,74,1729
4886,,75,1729
4887,%29385e,59,1730
4888,|Hitem:166970|h,60,1730
4889,,62,1730
4890,,63,1730
4891,,67,1730
4892,,66,1730
4893,剩余：,73,1730
4894,,74,1730
4895,,75,1730
4896,%29386e,59,1731
4897,|Hitem:166970|h,60,1731
4898,,62,1731
4899,,63,1731
4900,,67,1731
4901,,66,1731
4902,剩余：,73,1731
4903,,74,1731
4904,,75,1731
4905,%29387e,59,1732
4906,|Hitem:166970|h,60,1732
4907,,62,1732
4908,,63,1732
4909,,67,1732
4910,,66,1732
4911,剩余：,73,1732
4912,,74,1732
4913,,75,1732
4914,%29388e,59,1733
4915,|Hitem:166970|h,60,1733
4916,,62,1733
4917,,63,1733
4918,,67,1733
4919,,66,1733
4920,剩余：,73,1733
4921,,74,1733
4922,,75,1733
4923,%29389e,59,1734
4924,|Hitem:166970|h,60,1734
4925,,62,1734
4926,,63,1734
4927,,67,1734
4928,,66,1734
4929,剩余：,73,1734
4930,,74,1734
4931,,75,1734
4932,,19,1740
4933,,208,1740
4934,,273,1740
4935,,19,1739
4936,,208,1739
4937,,273,1739
4938,,19,1738
4939,,208,1738
4940,,273,1738
4941,,19,1737
4942,,208,1737
4943,,273,1737
4944,,19,1736
4945,,208,1736
4946,,273,1736
4947,,19,1735
4948,,208,1735
4949,,273,1735
4950,,19,1727
4951,,208,1727
4952,,273,1727
4965,,2,2049
4966,,3,2049
4967,,4,2049
4968,完成召唤剩余时间,19,1909
4969,艾萨拉的爪牙完成召唤所剩余的时间。,208,1909
4970,,273,1909
4982,投石车,33,2054
4983,%17974w,35,2054
4984,攻城坦克,33,2055
4985,%17975w,35,2055
4994,青睐：%304198as,2,2060
4995,赢得了青睐。,3,2060
4996,,4,2060
4997,,212,2061
4998,,212,2062
4999,,212,2063
5000,,212,2064
5001,,212,2065
5002,,212,2066
5003,萦绕,19,2067
5004,时间还剩……,273,2067
5005,,208,2067
5006,,14,1907
5007,,250,1907
5008,,251,1907
5009,,212,1624
5010,,277,1624
5011,,212,1915
5012,,277,1915
5013,,212,1630
5014,,277,1630
5015,,212,1916
5016,,277,1916
5017,,212,1917
5018,,277,1917
5019,,212,1631
5020,,277,1631
5021,,212,1918
5022,,277,1918
5023,,212,1921
5024,,277,1921
5025,,212,1922
5026,,277,1922
5027,,212,1923
5028,,277,1923
5029,,212,1924
5030,,277,1924
5031,,212,1925
5032,,277,1925
5033,,212,1926
5034,,277,1926
5035,,212,1927
5036,,277,1927
5037,,212,1928
5038,,277,1928
5039,,212,1929
5040,,277,1929
5041,,212,1930
5042,,277,1930
5043,,212,1931
5044,,277,1931
5045,,212,1934
5046,,277,1934
5047,,212,1932
5048,,277,1932
5049,,212,1933
5050,,277,1933
5054,,208,1621
5055,%2389fn,273,1621
5056,,208,1613
5057,%2375fn,273,1613
5058,,208,1940
5059,%2376fn,273,1940
5060,,208,1966
5061,%2377fn,273,1966
5062,剩余时间：%8529k,2,2069
5063,,3,2069
5064,,4,2069
5065,紫队剩余人数：%3600w,2,2070
5066,,3,2070
5067,,4,2070
5068,金队剩余人数：%3601w,2,2071
5069,,3,2071
5070,,4,2071
5071,%18010w,15,2072
5072,%18012w,15,2073
5075,Testing UI Widgets,19,2076
5076,This is a UI tool tip.,208,2076
5077,,273,2076
5083,|A:QuestDaily:0:0:0:0|a 有可用的任务,52,2080
5084,|A:QuestDaily:0:0:0:0|a 有可用的任务,52,2081
5085,|A:QuestDaily:0:0:0:0|a 有可用的任务,52,2082
5086,|A:QuestDaily:0:0:0:0|a 有可用的任务,52,2083
5087,|A:QuestDaily:0:0:0:0|a 有可用的任务,52,2084
5088,|A:QuestDaily:0:0:0:0|a 有可用的任务,52,2085
5090,Test,275,1939
5092,,204,2087
5093,琼花村,205,2087
5094,,204,2088
5095,琼花村,205,2088
5096,,204,2089
5097,琼花村,205,2089
5098,,204,2090
5099,潮落岛,205,2090
5100,,204,2091
5101,潮落岛,205,2091
5102,,204,2092
5103,潮落岛,205,2092
5104,%316557n,52,2093
5105,%316557n,52,2094
5114,招募此盟友会在你的地图上添加日常任务。,394,2080
5115,招募此盟友会在你的地图上添加日常任务。,394,2081
5116,招募此盟友会在你的地图上添加日常任务。,394,2082
5117,招募此盟友会在你的地图上添加日常任务。,394,2083
5118,招募此盟友会在你的地图上添加日常任务。,394,2084
5119,招募此盟友会在你的地图上添加日常任务。,394,2085
5122,剩余时间：%17754k,2,2098
5123,剩余时间,3,2098
5124,,4,2098
5125,%2vn,52,2099
5126,,394,2099
5128,%2vn,52,2100
5129,,394,2100
5130,%2vt,52,2101
5131,,394,2101
5133,%16629w,15,2102
5134,%16628w,15,2103
5135,%9385w,15,2104
5136,%9384w,15,2105
5176,,212,2120
5177,%311344d,277,2120
5178,- 击败萨尔以终结幻象,52,2121
5179,,394,2121
5180,%311344n,52,2122
5181,,394,2122
5184,|cffff2020 警告！此区域难度极高，|n请给你的阿什拉·卡马斯，决意之护升级。,52,2124
5185,,394,2124
5186,,394,2125
5187,|cffff2020 警告！此区域难度极高，|n请给你的阿什拉·卡马斯，决意之护升级。,52,2125
5188,,394,2126
5189,|cffff2020 警告！此区域难度极高，|n请给你的阿什拉·卡马斯，决意之护升级。,52,2126
5190,,394,2127
5191,|cffff2020 警告！此区域难度极高，|n请给你的阿什拉·卡马斯，决意之护升级。,52,2127
5193,,394,2093
5195,,394,2094
5204,典狱长之眼,407,2128
5205,典狱长之眼,413,2128
5206,,31,1747
5207,,32,1747
5212,,19,2130
5213,,208,2130
5214,,273,2130
5227,击退突袭,19,2134
5228,,273,2134
5229,,208,2134
5230,心能收集进度：,19,2135
5231,,273,2135
5232,,208,2135
5233,,208,1622
5234,破坏营地：营地已被扰乱,19,2136
5235,,273,2136
5236,扰乱营地，吸引看守伊亚克萨的注意。,208,2136
5237,- 帮助凯尔希并摆弄炸药,52,2137
5238,,394,2137
5239,腐化区域,52,2138
5240,,394,2138
5241,,212,2139
5242,每秒流失%18206w点理智。,277,2139
5249,- 击败奥蕾莉亚以终结幻象,52,2143
5250,,394,2143
5251,污染区域,52,2144
5252,,394,2144
5253,,212,2145
5254,每秒流失%18205w点理智。,277,2145
5255,- 营救俘虏,52,2146
5256,,394,2146
5257,腐化区域,52,2147
5258,,394,2147
5259,,212,2148
5260,每秒流失%18206w点理智。,277,2148
5267,- 协助瓦莉拉进行|n迪菲亚公司裁员,52,2152
5268,,394,2152
5269,失落区域,52,2153
5270,,394,2153
5271,,212,2154
5272,每秒流失%18207w点理智。,277,2154
5279,- 阻止魔导师乌布里克的攻击,52,2158
5280,,394,2158
5281,失落区域,52,2159
5282,,394,2159
5283,,212,2160
5284,每秒流失%18207w点理智。,277,2160
5294,受损的弩炮,19,2165
5295,,208,2165
5296,,273,2165
5297,,19,2166
5298,温西尔暴露在圣光中会受到极大伤害。他们会逐渐失去对自我的控制。,208,2166
5299,意志力,273,2166
5300,,19,2167
5301,,208,2167
5302,,273,2167
5303,剩余时间：%18214k,2,2168
5304,,4,2168
5305,蜜背收割者返回的倒计时。,3,2168
5306,,19,2170
5307,,273,2170
5308,,208,2170
5309,,273,1626
5310,,273,1627
5311,,273,1628
5312,,273,1629
5313,,273,1632
5330,,19,2169
5331,,273,2169
5332,,208,2169
5424,选择一个茧进行复苏,14,2212
5425,原神阿尔考恩,250,2212
5426,长者丹米拉,251,2212
5427,,212,2213
5428,剩余的理智恢复宝珠：%18209w,277,2213
5429,,212,2214
5430,,277,2214
5436,,14,2216
5437,剩余的联盟援军。,250,2216
5438,剩余的部落援军。,251,2216
5447,,19,2219
5448,,273,2219
5449,,208,2219
5453,,19,2221
5454,,273,2221
5455,,208,2221
5456,|Hspell:331380|h,275,2528
5457,%310636as%,52,2223
5458,,394,2223
5459,,394,2007
5460,,394,2006
5461,,394,2015
5462,%2vt,52,2224
5463,,394,2224
5473,污染区域,52,2227
5474,,394,2227
5475,,212,2228
5476,每秒流失%18205w点理智。,277,2228
5477,,394,2014
5478,,394,2008
5479,,394,2009
5480,,394,2011
5481,,394,2012
5482,,212,2229
5483,|n%306413d,277,2229
5484,%306413n,52,2230
5485,,394,2230
5486,,212,2231
5487,%316707d,277,2231
5488,%316707n,52,2232
5489,,394,2232
5490,,212,2233
5491,|n%306888d,277,2233
5492,%306888n,52,2234
5493,,394,2234
5494,,212,2235
5495,%306241d,277,2235
5496,%306241n,52,2236
5497,,394,2236
5498,,212,2237
5499,%306954d,277,2237
5500,%306954n,52,2238
5501,,394,2238
5502,,212,2239
5503,%311389d,277,2239
5504,%311389n,52,2240
5505,,394,2240
5506,,212,2241
5507,%306241d,277,2241
5508,%306241n,52,2242
5509,,394,2242
5510,,212,2243
5511,%306954d,277,2243
5512,%306954n,52,2244
5513,,394,2244
5514,,212,2245
5515,%311389d,277,2245
5516,%311389n,52,2246
5517,,394,2246
5518,,212,2247
5519,%306531d,277,2247
5520,%306531n,52,2248
5521,,394,2248
5522,,212,2249
5523,%306579d,277,2249
5524,%306579n,52,2250
5525,,394,2250
5526,,212,2251
5527,%306531d,277,2251
5528,%306531n,52,2252
5529,,394,2252
5530,,212,2253
5531,%306579d,277,2253
5532,%306579n,52,2254
5533,,394,2254
5534,%306888n,52,2255
5535,,394,2255
5536,%306413n,52,2256
5537,,394,2256
5538,%311344n,52,2257
5539,,394,2257
5540,%316707n,52,2258
5541,,394,2258
5542,,212,2259
5543,|n%306888d,277,2259
5544,,212,2260
5545,%306413d,277,2260
5546,,212,2261
5547,%311344d,277,2261
5548,,212,2262
5549,%316707d,277,2262
5552,%306241n,52,2264
5553,,394,2264
5554,%311389n,52,2265
5555,,394,2265
5556,%306954n,52,2266
5557,,394,2266
5558,,212,2267
5559,%306241d,277,2267
5562,,212,2269
5563,%311389d,277,2269
5564,,212,2270
5565,%306954d,277,2270
5566,,394,2271
5567,|cffff2020 警告！此区域难度极高，|n请给你的阿什拉·卡马斯，决意之护升级。,52,2271
5570,%306241n,52,2273
5571,,394,2273
5572,%311389n,52,2274
5573,,394,2274
5574,%306954n,52,2275
5575,,394,2275
5578,,212,2277
5579,%306241d,277,2277
5580,,212,2278
5581,%311389d,277,2278
5582,,212,2279
5583,%306954d,277,2279
5584,,394,2280
5585,|cffff2020 警告！此区域难度极高，|n请给你的阿什拉·卡马斯，决意之护升级。,52,2280
5586,,394,2281
5587,|cffff2020 警告！此区域难度极高，|n请给你的阿什拉·卡马斯，决意之护升级。,52,2281
5588,,212,2282
5589,%316557d,277,2282
5590,,212,2283
5591,%306531d,277,2283
5592,,212,2284
5593,%306579d,277,2284
5594,%316557n,52,2285
5595,,394,2285
5596,%306531n,52,2286
5597,,394,2286
5598,%306579n,52,2287
5599,,394,2287
5600,,394,2288
5601,|cffff2020 警告！此区域难度极高，|n请给你的阿什拉·卡马斯，决意之护升级。,52,2288
5602,,212,2289
5603,%316557d,277,2289
5604,,212,2290
5605,%306531d,277,2290
5606,,212,2291
5607,%306579d,277,2291
5608,%316557n,52,2292
5609,,394,2292
5610,%306531n,52,2293
5611,,394,2293
5612,%306579n,52,2294
5613,,394,2294
5617,我看到你了，噬渊行者。从我的塔楼滚出去！,52,2296
5618,你不能再继续前进了。,394,2296
5627,药水之池,19,2299
5628,,208,2299
5629,,273,2299
5630,,14,2074
5631,,250,2074
5632,,251,2074
5636,,19,2302
5637,,273,2302
5638,,208,2302
5639,测试：%17569x %17569w,52,2303
5640,,394,2303
5642,,212,2304
5643,,277,2304
5644,,212,2305
5645,,277,2305
5646,,212,2306
5647,,277,2306
5648,,212,2307
5649,,277,2307
5650,,212,2308
5651,,277,2308
5652,,212,2309
5653,,277,2309
5656,,212,2311
5657,,277,2311
5658,,212,2312
5659,,277,2312
5660,,212,2313
5661,,277,2313
5662,,212,2314
5663,,277,2314
5664,,212,2315
5665,,277,2315
5666,,212,2316
5667,,277,2316
5668,死亡次数：%18581w/%18582w,2,2317
5669,死亡会吸引托加斯特的防御者的注意。,3,2317
5670,,4,2317
5671,塔拉格鲁来了！抓紧时间！,2,2318
5672,前往这一层的出口，别让他拦住你！,3,2318
5673,,4,2318
5680,当前等级：%0jl,2,2320
5681,你已经攀爬了%0ji层塔楼。,3,2320
5682,,4,2320
5683,客人即将到达：,19,2515
5684,,273,2515
5685,|Hspell:336623|h,208,2515
5686,,212,2322
5687,,277,2322
5688,,212,2323
5689,,277,2323
5690,,212,2324
5691,,277,2324
5692,,212,2325
5693,,277,2325
5694,,212,2326
5695,,277,2326
5696,,212,2327
5697,,277,2327
5698,,212,2328
5699,,277,2328
5702,,212,2330
5703,,277,2330
5704,,212,2331
5705,,277,2331
5706,,212,2332
5707,,277,2332
5708,幻灭心能总量：%1728c,2,2333
5709,,3,2333
5710,,4,2333
5711,,394,1749
5712,,14,967
5713,联盟收集材料数量,250,967
5714,部落收集材料数量,251,967
5742,|cFFFFFFFF疲劳|r|n在恩佐斯出现时飞行会让你的坐骑变得疲劳。|n数值达到0后你的坐骑会|cFFFF0000筋疲力尽|r。|n处于地面时会回复。,275,2334
5743,,19,2340
5744,,208,2340
5745,%2432fn,273,2340
5746,|Hspell:317002|h,275,2341
5747,,19,2342
5748,%2427fn,273,2342
5749,,208,2342
5798,,273,1333
5802,3/5：|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2362
5803,,273,2362
5804,典狱长之眼|n3/5级|n|n你在噬渊的行为引来了典狱长之眼，使威胁增加了。|n|n当前威胁：|n|cFFFFFFFF搜魂者见到你就会攻击|n|n塔楼会轰炸你的位置，造成伤害并使你减速|n|n派出了刺客来消灭你|r|n|n接下来的威胁：|n|cFFFFFFFF精英刺客|r,208,2362
5805,0/5：|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2359
5806,,273,2359
