Name_lang,Description_lang,ID,Pos[0],Pos[1],Pos[2],PortLocID,PlayerConditionID,UiTextureAtlasMemberID,Flags,WMOGroupID,PoiDataType,PoiData,Field_9_1_0_38783_011,ContinentID,AreaID,WorldStateID,Field_10_0_0_45141_012,UiWidgetSetID,UiTextureKitID,Field_9_1_0_38783_017,Importance,Icon
[Deprecated] Lunarfall Egg,,3898,1772.1615,244.67882,69.78401,0,30115,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
卡利鸟蛋,,3899,636.46704,-1612.1041,-2.797023,0,30116,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
雕饰饮水角,,3901,891.2639,27.565973,-0.7588356,0,30118,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
罗沃的匕首,,3902,670.316,-189.09375,21.526606,0,30119,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
乌兹克的小玩意儿,,3903,834.6875,-133.05208,21.637983,0,30120,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
威玛的草药包,,3905,715.9774,-23.305555,11.427695,0,30122,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
爱人的祭品,,3906,810.38367,-194.96875,11.545362,0,30123,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
沼泽荧光虫蜂巢,,3907,-683.7552,-1435.7223,-11.176528,0,30124,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
先祖巨斧,,3908,499.6684,-1270.8055,27.026178,0,30125,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
奇异孢子,,3909,1768.5486,-1471.2517,53.97643,0,30126,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
米卡尔的箱子,,3910,1680.8646,-1675.9219,68.06206,0,30127,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
影月宝藏,,3911,907.53125,377.4861,58.826416,0,30128,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
发光的洞穴蘑菇,,3912,537.2899,-995.59204,-8.250468,0,30129,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
兽人骷髅,,3913,1164.4584,-2217.7986,0.8786892,0,30130,0,4231,0,0,0,0,1116,6719,0,0,0,0,0,0,197
样子古怪的匕首,,3986,5232.3525,735.2917,110.30181,0,30203,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
长角的颅骨,,3987,7036.0176,1584.5382,-30.954393,0,30204,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古泰坦宝箱,,3988,7039.3203,704.5018,140.31424,0,30205,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
嘲颅包裹,,3989,5541.935,1452.1632,112.72211,0,30206,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,3990,6948.7065,1054.3594,70.91316,0,30207,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
神秘的石化豆荚,,3991,6468.098,426.60416,32.667797,0,30208,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
格里米尔·灰签的遗骸,,3992,6238.682,831.19617,111.68549,0,30209,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
未知的石化之蛋,,3993,5651.58,843.88715,92.655495,0,30210,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
被遗忘的食人魔文物,,3994,5293.4185,1006.3802,113.86167,0,30211,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
被遗忘的嘲颅文物,,3995,5826.502,1222.625,119.26428,0,30212,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
探测工程师托德卡·灰灯的遗骸,,3996,4489.8135,1308.092,144.89339,0,30213,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
黑曜水晶岩,,3997,5920.5234,1718.2448,62.67829,0,30214,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
神秘的石化豆荚,,3998,5379.155,1702.5192,96.784164,0,30215,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
未知的石化之蛋,,3999,5123.1006,1361.2639,92.08721,0,30216,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
木精精华之种,,4000,5145.028,1633.6945,71.16007,0,30217,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古泰坦宝箱,,4001,6659.6094,965.6458,73.9093,0,30218,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
未知的石化之蛋,,4002,7218.8594,1558.0695,86.60017,0,30219,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4003,6604.423,1604.8212,78.830475,0,30220,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
神秘的石化豆荚,,4004,5624.428,119.86111,80.848045,0,30221,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
被遗忘的嘲颅文物,,4005,4722.0835,1321.4375,133.14595,0,30222,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
稀有腿骨,,4007,5653.2847,1792.8455,122.89706,0,30224,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
热乎乎的鬣蜥人蛋,,4008,7011.0234,1064.4045,27.884815,0,30225,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
神秘的石化豆荚,,4009,6472.645,-107.85416,76.08879,0,30226,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
波尔卡的袋子,,4010,6702.7456,1654.592,69.07108,0,30227,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
武器架,,4011,7211.8203,1036.8698,62.63895,0,30228,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
石化的双头飞龙蛋,,4012,7248.598,1285.3195,70.313614,0,30229,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
隐秘的急救背包,,4013,4500.7163,1131.7223,181.68645,0,30230,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
波迪尔·深岩的遗物,,4014,6539.0425,337.2934,62.66198,0,30231,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
日灼之矛,,4015,6880.0615,1330.691,64.464355,0,30232,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
钢铁补给箱,,4016,7274.203,1493.9358,37.753765,0,30233,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
探险家罐子,,4017,5414.9956,1766.1389,85.415085,0,30234,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
被遗弃的包裹,,4018,5043.693,1603.0938,95.46562,0,30235,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
守备官的战锤,,4019,6112.9834,218.5243,97.52146,0,30236,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
萨莎的秘密包裹,,4020,5880.9287,1874.9098,123.47099,0,30237,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
狙击手的强弩,,4021,7266.9946,1390.8247,89.51644,0,30238,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
可收获的珍贵水晶,,4022,6865.279,1296.7067,-27.891407,0,30239,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
巴里克·碎矿的遗骸,,4023,5529.6763,723.40454,78.21382,0,30240,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
永晨补给篮,,4024,5337.2446,1647.1788,92.66664,0,30241,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古泰坦宝箱,,4025,6818.8135,1025.5295,124.70664,0,30242,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
未知的石化之蛋,,4026,5280.54,732.9774,96.74009,0,30243,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
神秘的石化豆荚,,4027,5404.3115,1171.1372,100.94305,0,30244,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
神秘的石化豆荚,,4028,5824.107,835.02606,47.39409,0,30245,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
被遗忘的嘲颅文物,,4029,6523.04,1850.7448,48.63737,0,30246,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4030,7211.749,1181.9062,34.57986,0,30247,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
未知的石化之蛋,,4031,6766.718,1203.7135,68.44013,0,30248,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古泰坦宝箱,,4032,7078.941,1625.8108,-51.060474,0,30249,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
黑曜水晶岩,,4033,7062.096,1132.5625,57.616062,0,30250,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4034,6902.4253,1335.6771,33.70165,0,30251,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4035,7096.8613,1532.474,-42.78429,0,30252,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4036,7122.329,1652.0209,99.38504,0,30253,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古泰坦宝箱,,4037,6753.9976,1616.5209,78.25358,0,30254,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
黑曜水晶岩,,4038,6380.192,1644.6875,41.5019,0,30255,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
黑曜水晶岩,,4039,6085.777,1627.9288,75.35024,0,30256,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4040,6583.3228,1132.3298,37.505184,0,30257,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古泰坦宝箱,,4041,6772.521,1520.9584,14.517458,0,30258,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
黑曜水晶岩,,4042,7047.2188,1454.2743,33.622196,0,30259,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古食人魔文物,,4043,7247.283,1342.941,69.3913,0,30260,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4044,7379.3975,869.15106,123.84003,0,30261,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古泰坦宝箱,,4045,7410.8506,1147.8091,67.10632,0,30262,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4046,6153.528,1300.8802,66.18081,0,30263,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古食人魔文物,,4047,5778.4844,1381.2517,116.85055,0,30264,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古泰坦宝箱,,4048,5961.171,951.75867,52.97749,0,30265,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4049,6784.9565,314.4375,64.10856,0,30266,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古食人魔文物,,4050,6398.533,33.385418,75.4043,0,30267,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4051,5624.8447,196.42535,82.16496,0,30268,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古食人魔文物,,4052,5604.0815,630.5417,105.27722,0,30269,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古泰坦宝箱,,4053,5094.4287,1049.8767,104.05556,0,30270,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
古老的石质容器,,4054,4781.8975,1326.4601,138.69049,0,30271,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古食人魔文物,,4055,4516.721,1618.5677,205.4376,0,30272,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
上古食人魔文物,,4056,4874.0522,1671.8889,124.87601,0,30273,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
奇怪的颅骨,,4057,5940.388,772.6875,45.991657,0,30274,0,4231,0,0,0,0,1116,6721,0,0,0,0,0,0,197
一大壶陈年黑铁佳酿,,4086,3977.395,1929.9774,-1.7187744,0,30303,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
微光贝壳,,4087,3254.9368,2699.6016,0.39028898,0,30304,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
艾米瑟尔水晶,,4088,3141.9124,2131.8628,97.711586,0,30305,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
工头的午餐盒,,4089,3290.0686,2413.1736,124.68871,0,30306,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
古怪的逝网蛛卵,,4090,973.2448,1868.349,117.4271,0,30307,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
烧焦的长剑,,4091,2443.3196,1239.8334,137.99307,0,30308,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
农夫的宝贝,,4092,590.9983,3722.2708,1.1204597,0,30309,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
阿鲁纳遗物,,4093,2651.515,1315.1736,198.90305,0,30310,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
铁盒子,,4094,1280.9132,1982.5348,340.03278,0,30311,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
一桶鱼,,4095,2522.2344,2112.0017,108.35953,0,30312,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
德莱尼武器,,4096,1777.2466,2539.3352,133.67432,0,30313,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
缚魂者的圣物箱,,4097,2239.0312,3479.8838,65.27032,0,30314,0,266631,0,0,0,0,1116,6979,0,0,0,0,0,0,197
结网的囊袋,,4098,907.5,1931.4427,148.5037,0,30315,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
泰尔莫遗物,,4099,782.4965,3033.6206,141.7712,0,30316,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
安葛洛什宝藏,,4100,1070.2291,3548.034,137.17882,0,30317,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
海洋之光,,4101,3935.6614,3556.5312,4.369731,0,30318,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
噬骨遗物,,4102,1376.4879,3848.2734,179.54965,0,30319,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
阿鲁纳矿车,,4103,3040.2517,953.38544,105.50462,0,30320,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
克鲁的物品,,4104,2783.6807,1320.7656,167.39546,0,30321,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
纯净水晶尘,,4105,3844.2605,1169.9618,109.14988,0,30322,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
生锈宝箱,,4106,1045.1216,1900.3767,-29.602823,0,30323,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
凯特娅的宝箱,,4107,3328.6511,2615.092,7.0383067,0,30324,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
闪亮硬币,,4108,2387.2935,1449.8959,103.82062,0,30325,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
古树的礼物,,4109,1480.2709,4140.854,36.617603,0,30326,0,4231,0,0,0,0,1116,6662,0,0,0,0,0,0,197
鲁比的洛洛,,4163,-659.1285,2416.2864,34.054623,0,30380,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
流亡者财物,,4164,690.1285,2450.0452,226.40257,0,30381,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
遗失的卷轴,,4165,643.38544,2093.8733,131.66667,0,30382,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
流亡者圣物,,4166,722.13196,2077.4602,174.15073,0,30383,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
龟裂的太阳石,,4167,490.56424,1620.5104,70.81394,0,30384,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
失落的草药袋,,4168,222.2882,1603.9445,8.365767,0,30385,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
独眼魔战利品,,4169,-1049.9879,1123.8455,58.32692,0,30386,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
流亡者圣物,,4170,-400.30728,1896.1077,69.41938,0,30387,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
流亡者圣物,,4171,282.22223,2065.7188,26.341896,0,30388,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
流亡者圣物,,4172,-225.70139,598.1493,92.949715,0,30389,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
流亡者圣物,,4173,-794.2743,1032.257,24.137777,0,30390,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
流亡者圣物,,4174,-592.9549,1536.625,52.991848,0,30391,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
碎手保险箱,,4175,145.03299,1776.8906,25.574163,0,30392,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
碎手宝箱,,4176,219.63368,1273.3507,1.4921062,0,30393,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
碎手战利品,,4177,-93.71702,1146.6077,73.56293,0,21439,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
毒牙毒液,,4178,68.58681,1387.1094,6.866734,0,30395,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
自动喷洒机5000XT型,,4179,-1902.6198,1067.5435,23.432203,0,30396,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
水手扎祖克的高纯度朗姆酒,,4180,-2278.1807,1095.2604,6.665255,0,30397,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
战争捐赠物资,,4181,-2286.8594,1315.9132,41.099842,0,30398,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
暗影视觉药剂,,4183,775.5469,2020.0278,176.5349,0,30400,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
暗影视觉药剂,,4184,388.908,2024.7692,5.897881,0,30401,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
暗影视觉药剂,,4185,-367.41147,490.5,74.230064,0,30402,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
暗影视觉药剂,,4186,-1143.8073,1713.441,47.6988,0,30403,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
暗影视觉药剂,,4187,490.8021,1308.5243,82.36383,0,30404,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
暗影视觉药剂,,4188,-2029.9185,1460.2014,-10.054853,0,30405,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
兽人信号号角,,4189,-205.77605,2482.236,38.41095,0,30406,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
鸦母的供品,,4190,-859.2899,1450.4271,87.25455,0,30407,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
鸦母的供品,,4191,-741.86285,1750.8959,74.59108,0,30408,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
鸦母的供品,,4192,-826.4167,1717.4913,99.61991,0,30409,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
鸦母的供品,,4193,-1228.3385,1537.0104,119.78413,0,30410,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
鸦母的供品,,4194,-1196.8177,986.0139,28.330685,0,30411,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
失落的戒指,,4195,-75.62327,1786.1997,19.68722,0,30412,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
试剂袋,,4196,-42.012154,2429.1423,152.05049,0,21439,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
遗失的卷轴,,4197,-345.5295,1501.5104,193.80093,0,30414,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
厄菲阿尔的黑暗魔典,,4198,-955.90625,2464.3247,38.636116,0,30415,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
要塞补给品,,4199,-535.48267,2429.7778,20.156956,0,30416,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
烈日宝箱,,4200,271.85764,2612.0747,50.107582,0,30417,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
烈日宝箱,,4201,281.70312,2663.765,79.720314,0,30418,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
走私的埃匹希斯遗物,,4202,-446.87326,1269.6233,19.713398,0,30419,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
钢铁部落炸药,,4203,341.58853,1631.2466,61.29826,0,30420,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
刺客的长矛,,4204,-119.6059,1699.2535,18.080027,0,30421,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
流亡者袋子,,4205,7.6059027,1838.6129,29.20751,0,30422,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
流亡者财物,,4206,507.533,2125.6875,41.584812,0,30423,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
塞泰克仪式用酒,,4207,-579.58856,339.84723,40.23417,0,30424,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
要塞工匠的锤子,,4208,-653.5573,2144.6719,8.298951,0,30425,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
折币的报酬,,4209,-2211.2327,534.4705,-118.31182,0,30426,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
神秘菌菇,,4210,-1338.191,828.3143,56.413486,0,30427,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
浸水的背包,,4211,-900.2205,652.6493,-25.784845,0,30428,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
切割机零件,,4212,-2034.4166,992.79865,3.357545,0,30429,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
被遗弃的采矿锄,,4213,-837.24304,2221.2327,63.016357,0,30430,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
海军上将泰勒的保险箱,,4215,-816.69446,2488.1338,41.484707,0,30432,0,4231,0,0,0,0,1116,6722,0,0,0,0,0,0,197
库尔克罗什的宝藏,,4278,2249.9548,7168.2935,0.20375587,0,30495,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
冒险者的包裹,,4279,2938.8254,5338.54,105.71715,0,30496,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
地精包裹,,4280,2113.915,6629.7256,67.41004,0,30497,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
热砂补给品,,4281,1809.8507,6463.887,54.735554,0,30498,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
注灵水晶,,4282,2406.6511,6472.311,77.40481,0,30499,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
热砂补给品,,4283,1893.1302,6319.139,41.493824,0,30500,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
地精包裹,,4284,2572.533,5167.3213,144.56824,0,30501,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
热砂补给品,,4285,2957.6423,4891.4287,168.03842,0,30502,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
战歌战利品,,4286,2632.434,4731.5503,222.06148,0,30503,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
热砂补给品,,4287,3310.394,4299.127,219.71031,0,30504,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
藏匿物,,4288,3221.0798,4335.7485,172.88052,0,30505,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
登山者的包裹,,4289,4398.923,5305.6304,137.60243,0,30506,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
热砂补给品,,4290,4219.137,5301.935,100.92191,0,30507,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
热砂补给品,,4291,4256.3794,5642.7173,144.96822,0,30508,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
长满真菌的宝箱,,4292,4232.8994,4263.482,35.519478,0,30509,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
闪亮的梦境花瓣,,4293,3513.4922,4707.116,174.3371,0,30510,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
热砂补给品,,4294,4155.8125,4337.0415,29.255554,0,30511,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
偷来的战歌补给品,,4295,2064.8767,5162.5176,261.4038,0,30512,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
战歌保险箱,,4296,2261.1128,5163.3193,250.29276,0,30513,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
战歌长矛,,4297,2278.2656,4992.127,250.68796,0,30514,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
淡水蛤蜊,,4298,4108.2744,5162.79,43.17806,0,30515,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
金色卡利鸟蛋,,4299,2937.1182,6001.19,131.86058,0,30516,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
战歌宝箱,,4300,2642.1077,6373.4644,49.619648,0,30517,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
火刃宝箱,,4301,2899.928,4461.472,195.12828,0,30518,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
被遗弃的货箱,,4302,2663.8342,5469.4395,82.66334,0,30519,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
冒险者的包裹,,4303,2781.6008,4639.7534,190.24605,0,30520,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
一堆泥土,,4304,4514.3237,5161.796,275.38815,0,30521,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
冒险者的法杖,,4305,4428.327,4685.4766,143.46118,0,30522,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
元素祭品,,4306,4185.468,5508.5166,93.88924,0,30523,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
冒险者的袋子,,4307,4391.368,5112.8135,45.08746,0,30524,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
冒险者的包裹,,4308,2955.4524,6718.9287,26.068985,0,30525,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
战歌补给品,,4309,2430.6267,4234.758,265.13702,0,30526,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
骨质匕首,,4310,3861,4921.224,137.28038,0,30527,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
吉尼达尔残骸,,4311,2745.7864,6855.3613,18.221863,0,30528,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
吉尼达尔残骸,,4312,2648.7612,6580.6616,22.825378,0,30529,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
吉尼达尔残骸,,4313,2366.6736,6772.2256,28.615953,0,30530,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
吉尼达尔残骸,,4314,2169.2014,6551.2153,40.38825,0,30531,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
吉尼达尔残骸,,4315,2339.7327,6167.44,71.57911,0,30532,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
沃舒古碎片,,4316,2414.8108,6706.011,9.8389435,0,30533,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
波卡尔的第十三把斧子,,4317,2678.8525,6000.099,72.139305,0,30534,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
抛光的刃牙虎人颅骨,,4318,2618.1042,5182.1284,189.71657,0,30535,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
元素镣铐,,4319,4334.3267,4830.916,277.12427,0,30536,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
悬槌大锤,,4320,3066.684,5484.2856,51.427483,0,30537,0,4231,0,0,0,0,1116,6755,0,0,0,0,0,0,197
