ID,NameSubtext_lang,Description_lang,AuraDescription_lang
91774,,,
91775,,这座小小的方形城堡是用沙粒塑造的。它的方形塔楼和太阳图案表明它是一座托维尔建筑。但你在奥丹姆从没有见过这种结构的城堡。你只能确定它完全由沙子构成，而不是砂岩，只是你不知道是什么力量将这些细沙凝聚在一起。,
91776,,爪击敌人，造成$<damage>点物理伤害。,
91777,,,
91778,,使用畸形的利爪扫击敌人，对目标及附近的敌人造成$<sweepingclaw>点暗影伤害。,
91779,,这只粘土的小猫雕像栩栩如生地表现了猫的姿态和表情。在雕像的底面刻着，“纪念查莱克斯，尼特加尔皇帝钟爱的宠物。”,
91780,,“献给尼特加尔皇帝暨登基之礼。我们期待您的长治久安。”,
91781,,,
91782,,这件小艺术品由亮蓝色、绿色和沙黄色的碎陶片拼嵌而成。“我们衷心地希望，虔诚地祈祷，只愿尼特加尔皇帝结束这场饥荒，让拉穆卡恒重现荣光！”,
91783,,,
91784,,,
91785,,这把弯刀与其说是武器，到更像是一件工艺品。它的刀刃只有几寸长，而且上面看不到什么战场拼杀的痕迹。装饰性的刀柄头上雕刻着一圈圈细小的文字。“尼特加尔皇帝率领我们夺取胜利！Kadesh！Osadi！Satekh！”,
91786,,缠住一名过路人，并将其拖进去。,
91787,,把弗林特洛克的炸药放在裂天号的船腹。,
91788,,向敌人发射一颗炮弹，造成严重伤害，并使目标昏迷。,昏迷。
91790,,放有尼特加尔大帝的石化内脏。人民期待着他的盛世之治，然而却早年驾崩。,
91791,,每秒造成$s1%的伤害。,
91792,,这是一些关于建筑设计的草图。而它们所表现的肯定是一座只应在梦境中出现的宏伟宫殿。你唯一可以确认的就是，在当代奥丹姆，没有任何与此类似的建筑。可能这是一座从不曾被实际建造过的宫殿。“奉尼特加尔皇帝之命。”,
91793,,铸铁是黑铁部族著名的建筑师。正是他监督建造了巨石水坝和黑石深渊的很大一部分。据说他的灵魂至今还在黑石山中游荡。,
91794,,,
91795,,,
91797,,一次野蛮的攻击，对目标造成$s2点物理伤害，并使其昏迷$d。,昏迷。
91800,,撕咬目标的肢体，造成伤害并使其昏迷$d。,昏迷。
91801,,对目标造成$s1%的武器伤害并使其受伤，任何对其使用的治疗技能效果减弱$s2%，持续$d。,治疗效果降低$s2%。
91802,,向敌人冲锋，打断其正在施放的法术并使其不能移动，持续$91807d。,
91804,,发出幽暗的紫色残渣，造成暗影伤害。,
91807,,向敌人冲锋，打断其正在施放的法术并使其不能移动，持续$d。,无法移动。
91808,,,
91809,,跳跃到敌方目标的背后。,
91810,,力量提高$s1点，持续$d。,力量提高$s1点。
91811,,你的近战攻击可使你获得力量提高$91810s1点的效果。持续$91810d，最多可叠加$91810u次。,
91813,,力量提高$s1点，持续$d。,力量提高$s1点。
91814,,你的近战攻击有一定几率使你获得力量提高$91813s1点的效果，持续$91813d。,
91815,,熔融的钢铁保护施法者，阻挡部分魔法攻击，并对附近的所有敌人造成火焰伤害。施法者受到的魔法伤害减少50%。,"受到的魔法伤害减少50%。
对附近的敌人造成火焰伤害。"
91816,,力量提高$s1点，持续$d。,力量提高$s1点。
91817,,你的近战攻击有一定几率使你获得力量提高$91816s1点的效果，持续$91816d。,
91818,,,
91819,,对周围的敌人造成火焰伤害。,
91820,,,
91821,,急速提高$s1点，持续$d。,急速提高$s1。
91822,,你的近战攻击有一定几率使你的急速提高$91821s1点，持续$91821d。,
91823,,,
91824,,,
91825,,,
91826,,,
91827,,,
91828,,使你的力量提高$s1点，持续$d1。,力量提高$s1点。
91829,,,"注视一个目标。
免疫嘲讽。"
91830,,使施法者注视当前目标，令施法者只攻击该目标。,"被锁定。
一个熔火炉渣向你扑过来了。"
91831,,,
91832,,积攒黑翼的狂怒。,原始狂怒。
91833,,你的近战攻击有一定几率使你获得黑翼的原始狂怒。,
91834,,制造一个食尸鬼，它比僵尸更强悍。,
91835,,,你已装备了降落伞。
91836,,将$91832u层原始狂怒凝聚成黑翼龙族的形态，获得$s2点力量，持续$d。,凝聚成黑翼龙族的形态，获得$s2点力量，持续$d。
91837,,发出固守咆哮，受到的所有伤害降低$91837s1%，持续$91837d。,受到的伤害降低$s1%。
91838,,蜷缩起来进行防御，受到的所有伤害都降低$91838s1%，但不能进行任何其他行动，效果持续$91838d。,受到的伤害降低$s1%。
91839,,,
91841,,,
91842,,,
91843,,,
91844,,,
91846,,,
91847,,,
91848,,,
91849,,将附近所有敌人抓到维克多·奈法里奥斯勋爵的位置。,将附近所有敌人抓到维克多·奈法里奥斯勋爵的位置。
91850,,,
91852,,,
91853,,对一名敌人造成$s1点自然伤害。,
91854,,,
91855,,,
91856,,投掷你的武器，对目标造成$s1%的武器伤害。,
91857,,在随机的友方目标脚下召唤一个能量发生器，使$79629a1码内所有友方和敌方目标造成的伤害提高$79629s1%，持续$d。,伤害提高$79629s1%。
91858,,在随机的友方目标脚下召唤一个能量发生器，使$a1码内所有友方和敌方目标造成的伤害提高$s1%。,"伤害提高$s1%。
每$79628t1秒回复$s2点法力值。"
91860,,使体型增大$s1%。,体型增大$s1%。
91861,,,
91868,,,
91870,,,
91871,,"受到伤害提高$93959s2%。
造成伤害提高$s1%。
急速提高$s3%。急速提高效果无法与同类效果叠加。","受到伤害提高$93959s2%。
造成伤害提高$s1%。
急速提高$s3%。"
91872,,施放一股能量，对$A1码内的敌人造成$s1点自然伤害。,
91873,,,
91874,,,
91875,,,
91876,,,
91877,,,
91878,,,
91879,,超载的能量发生器导致能量反冲，对$A1码内的所有敌人造成$s1点奥术伤害。,超载的能量发生器导致能量反冲，对$A1码内的所有敌人造成$s1点奥术伤害。
91881,,超载使能量发生器过热，最终导致奥术反冲，对超载的能量发生器$91880A1码内的敌人造成$91880s1点奥术伤害。,超载使能量发生器过热，最终导致奥术反冲，对超载的能量发生器$91880A1码内的敌人造成$91880s1点奥术伤害。
91882,,,
91883,,,
91898,,,
91920,,,
91933,,向敌人发出咆哮，使其因恐惧而麻痹$d，并令附近的其它敌人因恐惧而逃跑。,被恐吓。
91934,,,
91935,,,
91938,,,
91940,,,
91941,,,
91942,,,
91943,,,
91945,,,
91946,,,
91947,,,
91948,,,
91949,,,
91950,,,
91951,,像蛮锤矮人一样享受聚会。,像蛮锤矮人一样享受聚会。
91952,,,
91953,,,
91955,,,
91956,,,
91957,,在奥丹姆神殿的信号弹指定位置发射一枚信号弹。,
91958,,,
91959,,,
91960,,,
91961,,,
91962,,,
91963,,,
91964,,,
91965,,,力量提高$s1点。
91966,,,
91967,,,
91968,,,
91969,,用恐怖的暗影能量冲击大地。,受暗影巨兽恐怖死亡的影响而昏迷。
91970,,,
91971,,,
91972,,,
91973,,,
91974,,,
91975,,,
91976,,把钟摆的炸药放到指定爆破点。,
91977,,向一个随机目标发射飞弹。当飞弹击中目标时，会对周围$75902a1码半径内的所有敌人造成暗影伤害。,
91978,,让敌人产生紧张情绪，将他们冻结在原地！,被冻结。
91979,,黑暗婚礼的钟声预示着末日的到来。附近的敌人将因为恐惧而麻痹。,因恐惧而麻痹。
91980,,,
91981,,,
91982,,,
91983,,,
91984,,,
91988,,制造一个目标NPC，如果食尸鬼碰到他，就会吃掉你的脑子。,
91991,,获得的经验值提高$s1%，持续$d。这个法术只在冬泉谷内有效。,获得的经验值提高$s1%。这个法术只在冬泉谷内有效。
91992,,你在非战斗状态下的生命值回复速度大大提高，持续$d。这个法术只在冬泉谷有效。,你在非战斗状态下的生命值回复速度大大提高。这个法术只在冬泉谷有效。
91997,,向目标射出一支黑暗魔法箭，对其造成暗影伤害。,
91998,,向一名敌人掷出一块岩石，造成物理伤害。,
92001,,祈愿者护盾可以防护多种群体控制效果。,免疫多种群体控制效果。
92002,,经常忘记他在打谁。,经常忘记他在打谁。
92007,,对施法者面前一个锥形区域内的敌人造成冰霜伤害，并降低他们的移动速度，持续$d。,移动速度降低。
92008,,对施法者面前一个锥形区域内的敌人造成冰霜伤害，并降低他们的移动速度，持续$d。,移动速度降低。
92011,,对施法者面前一个锥形区域内的敌人造成冰霜伤害，并降低他们的移动速度，持续$d。,移动速度降低。
92012,,,
92013,,从涡流蒸汽中吸取能量。冷……凝……,从涡流蒸汽中吸取能量。
92014,,与蒸汽漩涡结合。,与蒸汽漩涡结合。
92015,,,
92016,,,
92017,,从涡流蒸汽中吸取能量。冷……凝……,从涡流蒸汽中吸取能量。
92018,,与蒸汽漩涡结合。,与蒸汽漩涡结合。
92019,,,
92020,,,
92021,,从涡流蒸汽中吸取能量。冷……凝……,从涡流蒸汽中吸取能量。
92023,,奈法利安握住抓获的目标，使其无法移动。,无法移动。
92025,,使周围半径$a1码范围内所有敌人的血液沸腾，造成暗影伤害。,
92026,,等墨水干透之后把它们完全磨成粉而制成。,
92028,,,
92029,,,
92030,,,
92031,,与蒸汽漩涡结合。,与蒸汽漩涡结合。
92032,,,
92033,,,
92034,,,
92038,,蒸汽已经凝结起来，随时都有可能扩散开，对敌人造成严重伤害，并将敌人击退。,蒸汽已经凝结起来，随时都有可能扩散开，对敌人造成严重伤害，并将敌人击退。
92039,,,
92040,,,
92041,,,
92042,,对附近的敌人造成冰霜伤害，并将其击退。,
92043,,你的急速提高$s1点，持续$d1。,急速提高$s1点。
92044,,你的近战和远程攻击有一定几率使你的急速提高$92043s1点，持续$92043d。,
92045,,敏捷提高$s1点，持续$d1。,敏捷提高$s1点。
92046,,,
92047,,,
92048,,闪电导体被奈法里奥斯灌注了暗影，产生暗影灌注效果，使其对周围的盟友产生暗影伤害，伤害值取决于离开暗影灌注的距离。,造成暗影灌注。
92050,,,
92051,,对附近所有玩家造成一次暗影伤害。离开暗影导体越远，受到的伤害越高。,对附近所有玩家造成暗影伤害。离开暗影导体越远，受到的伤害越高。
92052,,爆击提高$s1，持续$d。,爆击提高$s1点。
92053,,每$t1秒对附近所有玩家造成一次暗影伤害。离开暗影导体越远，受到的伤害越高。,对附近所有玩家造成暗影伤害。离开暗影导体越远，受到的伤害越高。
92054,,你的近战和远程攻击有一定几率使你的爆击提高$92052s1点，持续$92052d。,
92055,,急速提高$s1点，持续$d。,急速提高$s1。
92056,,你的近战和远程爆击有一定几率使你获得急速提高$92055s1点的效果，持续$92055d。,
92064,,,
92067,,充能一名敌人，并使其附近的盟友通电，在$92068d内每$92068t1秒造成$92068s1点自然伤害。强大的重力场可以使该能量逐渐消散而变得无害。,向附近盟友充电。
92068,,对身边的盟友进行静电充能，使其每$t1秒承受$s1点自然伤害，持续$d。,每$t1秒承受$s1点自然伤害。
92069,,敏捷提高$s1点，持续$d。,敏捷提高$s1点。
92070,,你的近战和远程攻击有一定几率使你获得敏捷提高$92069s1点的效果，持续$92069d。,
92071,,敏捷提高$s1点，持续$d。,敏捷提高$s1点。
92072,,向你的目标掷出三叉戟，把他们向你拖过来，造成$s1点物理伤害，并对目标造成嘲讽。,
92075,,用强大的重力压垮敌人，每$t2秒造成$s2点物理伤害。当目标受此影响的时候，重力场会持续干扰其附近盟友的移动和动作。,"每$t2秒受到$s2点伤害。
减慢附近盟友的动作速度。"
92076,,重力场使附近的盟友速度减慢，移动速度减慢$s1%，攻击和施法速度减慢$s2%。,"移动速度减慢$s1%。
攻击和施法速度减慢$s2%。"
92082,,,
92084,,消灭附近的所有植物和僵尸。,
92085,,敏捷提高$s1点，持续$d。,敏捷提高$s1点。
92086,,你的近战和远程攻击可使你获得$92085s1点敏捷。持续$92085d，最多可叠加$92085u次。,
92087,,爆击提高$s1，持续$d。,爆击提高$w1。
92088,,你的近战和远程攻击有一定几率使你的爆击提高$92087s1，持续$92087d。,
92089,,敏捷提高$s1点，持续$d。,敏捷提高$s1点。
92090,,你的近战和远程攻击可使你获得$92089s1点敏捷。持续$92089d，最多可叠加$92089u次。,
92091,,$@spelldesc92093,敏捷提高$s1点。
92092,,,
92093,,你的近战和远程攻击有一定几率使你获得敏捷提高$92091s1点的效果，持续$92091d。,
92094,,敏捷提高$s1点，持续$d。,敏捷提高$s1点。
92095,,你的近战和远程爆击有一定几率使你获得敏捷提高$92094s1点的效果，持续$92094d。,
92096,,敏捷提高$s1点，持续$d。,敏捷提高$s1点。
92097,,你的近战和远程爆击有一定几率使你获得敏捷提高$92096s1点的效果，持续$92096d。,
92098,,你的精通提高$s1点，持续$d。,精通提高$s1点。
92099,,你的精通提高$s1，持续$d。,精通提高$s1。
92100,,一种强力的化合药剂，使敌人无法移动或作出反应。,昏迷。
92101,,,
92104,,敏捷提高$s1点，持续$d。,敏捷提高$s1点。
92105,,你的近战和远程攻击可使你获得$92104s1点敏捷。持续$92104d，最多可叠加$92104u次。,
92108,,使攻击强度提高$s1点。,攻击强度提高$s1点。
92109,,,
92110,,,
92111,,,
92112,,,
92113,,向一个敌人注入有多种效果的噩梦药剂。,在噩梦将你吞噬前回到梵妮莎身边！
92114,,你的近战攻击有一定几率使你的攻击强度提高$92108s1，持续$92108d。,
92115,,,
92116,,,
92117,,,
92118,,使地面四处起火。,
92119,,对受到冲击的敌人造成伤害。,
92120,,,
92121,,,
92122,,在水晶弹幕之后召唤水晶碎片。如果它在半径$80912A1码范围内侦测到任何敌人，则立即发生爆炸，对半径$92122A1码范围内的所有敌人造成$92122s1点自然伤害，并使其所承受的所有伤害提高$92122s2%，持续$92122d。,承受的伤害提高$s2%。
92123,,敏捷提高$s1点，持续$d。,敏捷提高$s1点。
92124,,急速提高$s1点，持续$d。,急速提高$s1。
92125,,你的近战和远程攻击有一定几率使你获得急速提高$92124s1点的效果，持续$92124d。,
92126,,爆击提高$s1，持续$d。,爆击提高$s1点。
92127,,你的近战和远程攻击有一定几率使你的爆击提高$92126s1点，持续$92126d。,
92128,,,
92129,,,
92130,,,
92131,,,
92132,,,
92133,,,
92134,,造成$s1点火焰伤害。,造成$s1点火焰伤害。
92136,,,
92137,,托维尔传说中提到过一个邪恶的神怪。当拉穆卡恒力图消灭他时，为了免于一死，这个神怪将自己的灵魂转入到一只猴子的身体中。转变还没有结束的时候，他就被杀死了。结果他的精华只有一小部分被转走了——仅仅占据了这只猴爪。,
92138,,,
92139,,阿穆纳伊是起源大厅的守卫者之一。如同这座大厅中的其它构造一样，创造阿穆纳伊的目的就是为了保护这个能够重置艾泽拉斯全部生命的强大装置。这里的每一名守卫者都有自己的影响领域。伊希斯特——魔法。阿穆纳伊——生命。塞特斯——混乱。拉夏——太阳。,
92140,,,
92141,,,
92142,,,
92143,,,
92144,,对一个敌方目标造成相当于$s1%普通近战伤害的火焰伤害。,
92145,,在法老泰博霍泰普统治时期，无数毒蛇如洪潮般席卷维尔纳尔河两岸。人们用尽手段，也无法驱赶这些爬虫。就在这时，第二股洪流出现了。组成这股洪流的是沙漠圣甲虫。这些圣甲虫与毒蛇展开了殊死搏斗，直到双方都死亡殆尽。和平重回大地。,
92146,,召唤出平和的圣甲虫组成的风暴。,圣甲虫跟随。
92147,,,
92148,,亚基虫族是一个崇尚扩张与暴力的虫类种族，它们的邪恶是常人无法想象的。在数千年的时间里，亚基虫族和巨魔诸帝国之间不断爆发战争。最终，强大的阿兹亚基文明分裂成北部的艾卓-尼鲁布和南部的安其拉。暗夜精灵在随后的漫长岁月中对其拉进行了成功的压制，直到它们被上古之神克苏恩再次唤醒。,
92149,,,
92150,,,
92151,,,
92152,,,
92153,,使冲击波对敌人造成伤害。,
92154,,对$A2码爆炸范围内的所有点人造成$s2点火焰伤害。,
92155,,召唤或解散一辆可供乘坐的深蓝其拉作战坦克。,$?j1g[地面移动速度提高$j1g%。][]$?j1f[飞行速度提高$j1f%。][]$?j1s[游泳速度提高$j1s%。][]
92156,,,
92157,,制造一颗南瓜炸弹，它爆炸时会摧毁附近所有僵尸。,
92158,,,
92159,,消灭附近的所有植物和僵尸。,
92160,,,
92161,,,
92162,,躲闪提高$s1点，持续$d。,躲闪提高$s1点。
92163,,这件武器属于一系列弯刀中的一把。它们由拉穆卡恒著名的青铜铸造师——伊尔马特打造。每一把刀都代表着四风之灵的一位神怪君主。这四把刀早已失落在历史的长河中，不过假如你能重铸这把，也许另外三把也能够重见天日了。,
92164,,你的近战攻击有一定几率使你的精通提高$92166s1点，持续$92166d。,
92165,,,
92166,,精通提高$s1点，持续$d。,精通提高$s1点。
92167,,,
92168,,尼特加尔皇帝留传至后世的故事非常稀少。我们只知道，他在托维尔举行的加冕礼极其盛大辉煌。祭司们预言他将为帝国带来长久而繁荣的统治。但这位皇帝在非常年轻的时候就去世了，他的伟大命运未及展开就已落幕。,
92169,,,
92170,,,
92171,,造成火焰伤害。,
92172,,生命值上限提高$s1点，持续$d。与战斗大师的饰品共享冷却时间。,生命值上限提高$s1。
92173,,对一个敌人及其$A1码内的盟友造成$s1点暗影伤害。,
92174,,$@spelldesc92175,"精通提高$s1。
闪避提高$s2。"
92175,,你的近战攻击有几率舍弃一条肢体，使精通提高$92174s1，闪避提高$92174s2，持续$92174d。,
92176,,,
92177,,单位正在自我销毁。,单位正在自我销毁。
92178,,,
92179,,护甲值提高$s1点，持续$d。,护甲值提高$s1点。
92180,,导致你的生命值低于$s1%的近战攻击将令你的护甲值提高$92179s1，持续$92179d。这个效果每30秒只能触发一次。,
92181,,,
92182,,单位喷发，造成$s2点火焰伤害。,
92183,,,
92184,,护甲值提高$s1，持续$d。,护甲值提高$s1。
92185,,导致你的生命值低于$s1%的近战攻击将令你的护甲值提高$92184s1，持续$92184d。这个效果每30秒只能触发一次。,
92186,,生命值上限提高$s1点，持续$d。与战斗大师的饰品共享冷却时间。,生命值上限提高$s1点。
92187,,生命值上限提高$s1点，持续$d。与战斗大师的饰品共享冷却时间。,生命值上限提高$s1。
92188,,你的精通提高$s1点，持续$d。,精通提高$s1点。
92189,,召唤一根冰锥。,
92199,,你的招架提高$s1点，持续$d。,招架提高$s1点。
92200,,你的招架提高$s1，持续$d。,招架提高$s1。
92201,,对附近的敌人造成伤害。,
92202,,命中时造成冰霜伤害。,
92203,,命中时造成冰霜伤害。,
92204,,,
92205,,躲闪提高$s1，持续$d。,躲闪提高$s1。
92206,,,
92207,,当你招架、躲闪或格挡一次攻击时，获得$92205s1躲闪，持续$92205d。该效果每60秒只能触发一次。,
92208,,躲闪提高$s1点，持续$d。,躲闪提高$s1点。
92209,,当你对攻击进行成功招架时，你将获得$92208s1点躲闪，持续$92208d。该效果每60秒只能触发一次。,
92210,,,
92211,,,
92212,,在一个目标敌人的附近制造火焰爆炸，造成$92215s1点火焰伤害并点燃附近地面。,
92213,,躲闪提高$s1点，持续$d。,躲闪提高$s1点。
92214,,对$A1码内的敌人造成$s1点火焰伤害。,
92215,,对$a1码范围内的敌人造成$s1点伤害。,对$a1码范围内的敌人造成$s1点伤害。
92216,,使力量提高$s1点，持续$d。,力量提高$s1点。
92217,,当你造成伤害时有一定几率获得力量提高$92216s1点的效果，持续$92216d。,
92218,,法术强度提高$s1点，持续$d。,法术强度提高$s1点。
92219,,当你造成伤害或者治疗一个目标时有一定几率获得法术强度提高$92218s1点的效果，持续$92218d。,
92220,,敏捷提高$s1点，持续$d。,敏捷提高$s1点。
92221,,当你造成伤害时有一定几率获得敏捷提高$92220s1点的效果，持续$92220d。,
92222,,使奥术、火焰、冰霜、自然和暗影抗性提高$s1点，持续$d。,使奥术、火焰、冰霜、自然和暗影抗性提高$s1点。
92223,,生命值上限提高$s1点，持续$d。与其它战斗大师的饰品共享冷却时间。,生命值上限提高$s1。
92224,,力量提高$s1点，持续$d。,力量提高提高$s1点。
92225,,法术强度提高$s1点，持续$d。,法术强度提高$s1点。
92226,,敏捷提高$s1点，持续$d。,敏捷提高$s1点.
92227,,,
92228,,制造一个畸形体，它的强悍和凶暴是不可想象的。,
92229,,,
92230,,,
92231,,召唤或解散一头可供骑乘的鬼灵战马。,$?j1g[地面移动速度提高$j1g%。][]$?j1f[飞行速度提高$j1f%。][]$?j1s[游泳速度提高$j1s%。][]
92232,,召唤或解散一头可供骑乘的鬼灵座狼。,$?j1g[地面移动速度提高$j1g%。][]$?j1f[飞行速度提高$j1f%。][]$?j1s[游泳速度提高$j1s%。][]
92233,,躲闪提高$s1点，持续$d。,躲闪提高$s1点。
92234,,当近战攻击使你的生命值低于$s1%时，你的躲闪会提高$92233s1点，持续$92233d。这个效果每30秒只能触发一次。,
92235,,精通提高$s1点，持续$d。,精通提高$s1点。
92236,,当近战攻击使你的生命值低于$s1%时，你的精通会提高$92233s1点，持续$92233d。这个效果每30秒只能触发一次。,
92237,,,
92238,,,
92239,,,
92240,,将你自己伪装成一名新加入的末日教教徒。,伪装成末日教新兵
92241,,,
92242,,,
92243,,,
92244,,,
92245,,对故障阀门使用以立即终止爆破！射程$A1码。,
92247,,,
92249,,从高地四处召唤生命的神圣能量。死亡之翼一定会注意到如此明显的破坏行为……以及谁才是始作俑者。,从高地四处召唤生命的神圣能量。死亡之翼一定会注意到如此明显的破坏行为……以及谁才是始作俑者。
92251,,,
92252,,力量提高$s1点。,
92253,,力量提高$s1点。,
92254,,+$S1 PVP韧性。,
92255,,智力提高$s1点。,
92256,,智力提高$s1点。,
92257,,敏捷提高$s1点。,
92258,,敏捷提高$s1点。,
92259,,显示进攻行动的进度。,向你显示后续还有几波僵尸会攻过来。
92260,,智力提高$s1点。,
92261,,智力提高$s1点。,
92263,,,皮普的多功能潜水头盔！
92265,,每$92301t1秒对所有敌人造成$92300s1点自然伤害。持续$92265d。该法术需要视野。,
92266,,对一名敌人造成自然伤害，并有一定几率令其受到辐射。,
92267,,,
92269,,,
92270,,,
92272,,重新获得你施放法术所消耗基础法力值的$s1%，并将其存于玩偶中，以备稍后使用。最多可储存$s2点法力值。,
92273,,,
92274,,,
92275,,,
92276,等级1,你应该放置一棵喷酸草！,我想，你应该放置一棵喷酸草！
92277,,,
92278,,一团机械火花造成自然伤害。,
92279,,,
92280,,,
92281,,,
92282,,,
92284,,,
92285,,,
92286,,,
92287,,,
92288,,,
92289,,,
92290,,,
92291,,,
92292,,,
92293,,,
92298,,,
92300,,每$92301t1秒对所有敌人造成$92300s1点自然伤害。持续$92265d。该法术需要视野。,
92301,,每$92301t1秒对所有敌人造成$92300s1点自然伤害。持续$92265d。该法术需要视野。,
92302,,,
92303,,,
92304,,,
92305,,,
92306,,,
92307,,标记目标，让冰霜宝珠追踪他。,冰霜宝珠自动指向了你……
92308,,,
92310,,,
92312,,,
92313,,,
92314,,,
92317,,掷向被困在海洋中的卡拉兹工坊劳工。可以在坐骑上使用。范围为$r码。,
92318,,法术强度提高$s1点，持续$d。,法术强度提高$s1点。
92319,,你的有害法术有一定几率使你获得$92318s1点法术强度，持续$92318d。,
92320,,精通提高$s1点，持续$d。,精通提高$s1点。
92321,,显示进攻行动的进度。,向你显示后续还有几波僵尸会攻过来。
92322,,你的有害法术有一定几率使你的精通提高$92320s1点，持续$92320d。,
92323,,,
92324,,,
92325,,法术强度提高$s1点，持续$d。,法术强度提高$s1点。
92326,,你的伤害性法术使你获得心灵启示，使法术强度提高$92325s1点，持续$92325d，最多可叠加$92325u次。,
92327,,,
92328,,消耗所有心灵启示，每一层可以使你的急速提高$s1点。持续$d。,急速提高$w1点。
92329,,全能提高$s1，持续$d。最多可叠加$u次。,全能提高$s1。
92330,,你的治疗法术使你获得慧眼效果，全能提高$92329s1，持续$92329d，最多可叠加$92329u次。,
92331,,获得$s1点法力值，但会耗尽所有慧眼的效果，并使慧眼在$d无法被触发。,无法触发慧眼。
92332,,全能提高$s1，持续$d。,全能提高$s1。
92333,,你的治疗法术有一定几率使你获得$92332s1全能，持续$92332d。,
92335,,,因应急小马泳圈而获救。
92336,,在你身旁召唤一名死灵仆从。,
92337,,在你身旁召唤一名死灵步兵。,
92338,,,
92339,,给予药剂师林度恩绞杀藤种籽。,
92340,,撒下一袋绞杀藤的种籽。,
92342,,急速提高$s1点，持续$d。,急速提高$s1。
92343,,你的近战攻击有一定几率使你的急速提高$92342s1点，持续$92342d。,
92344,,,
92345,,力量提高$s1点，持续$d。,力量提高$s1点。
92346,,你的近战攻击有一定几率使你获得力量提高$92345s1点的效果，持续$92345d。,
92347,,,
92348,,,
92349,,急速提高$s1点，持续$d。,急速提高$s1。
92350,,你的近战和远程攻击有一定几率使你的急速提高$92349s1点，持续$92349d。,
92351,,爆击提高$s1，持续$d。,爆击提高$s1点。
92352,,,
92353,,你的近战和远程攻击有一定几率使你的爆击提高$92351s1点，持续$92351d。,
92354,,,
92355,,精通提高$s1点，持续$d。,精通提高$s1点。
92356,,当近战攻击使你的生命值低于$s1%时，你的精通会提高$92355s1点，持续$92355d。这个效果每30秒只能触发一次。,
92357,,躲闪提高$s1点，持续$d。,躲闪提高$s1点。
92358,,,
92359,,,
92365,,,
92367,,阿莱克丝塔萨需要你！消灭任何妄图破坏的暮光腐蚀者，别让火焰熄灭。,阿莱克丝塔萨需要你！消灭任何妄图破坏的暮光腐蚀者，别让火焰熄灭。
92368,,,
92369,,,
92371,,,
92372,,,
92373,,,
92374,,阿莱克丝塔萨正在汲取圆环的生命能量，她能造成更高的伤害。别让火焰熄灭！,阿莱克丝塔萨正在汲取圆环的生命能量，她能造成更高的伤害。别让火焰熄灭！
92376,,,
92377,,,
92378,,,
92379,,,
92380,稀有技能,奇美拉引导一股极寒吐息攻击，每$92380T1秒对$95725a1码范围内的所有敌人造成$<damage>点冰霜风暴伤害，持续$92380d。,对$95725A1码范围内的所有目标造成冰霜风暴伤害。
92381,,砸击地面后使地面开裂，在施法者面前突起岩石之刺，对尖刺周围$A1码内的所有敌人造成$s1点伤害。该效果无视护甲。,
92383,,,
92385,,,
92386,,,
92388,,,
92393,,,
92395,,右键点击以召唤公会侍从，最多持续$d。,
92396,,右键点击以召唤公会侍从，最多持续$d。,
92397,,右键点击以召唤公会使者，最多持续$d。,
92398,,右键点击以召唤公会使者，最多持续$d。,
92399,,,
92401,,,
92402,,一股汇聚生命能量的爆破，对死亡位面的敌人具备毒性。该法术可从生命光束中汲取能量。,
92406,,,
92420,,,
92424,,,
92425,,造成火焰伤害。,
92426,,使所有敌人昏迷$92426d。如果该效果完整持续到结束，将造成$94661s1点奥术伤害。如果目标受到任何伤害，则效果将被移除。,"昏迷。
在$d后造成$94661s1点奥术伤害。
受到伤害时效果结束。"
92427,,,
92428,,,
92430,,,
92431,,,
92432,,造成$s1点伤害。,造成$s1点伤害。
92433,,"为你的盾牌装上源质盾刺，当你每次格挡时即可对敌人造成$92432s1点伤害。

为你的盾牌装上源质之刺，这样做将使该盾牌变成灵魂绑定。不能对物品等级高于$ecix的物品使用。",
92434,,给予药剂师林度恩冻结草种子。,
92435,,撒下一袋冻结草的种籽。,
92436,,造成$s1点伤害。,造成$s1点伤害。
92437,,"为你的盾牌装上燃钢盾刺，当你格挡时偶尔会对敌人造成$92436s1点伤害。

为你的盾牌装上燃钢盾刺，这样做将使该盾牌变成灵魂绑定。不能对物品等级高于$ecix的物品使用。",
92438,,,
92439,,,
92440,,制造一株冻结草，它能够向逼近的食尸鬼射击寒冰能量，降低其移动和攻击速度。,
92441,,向一名敌人喷吐寒冰，造成冰霜伤害，并使其移动速度减慢$s2%，持续$d。,移动速度减慢$s2%。
92443,,发射一枚烈性飞弹，命中空中目标后爆炸。,
92444,,,
92475,,,
92479,,,
92489,,,
92490,,一股汇聚暮光能量的爆破，对所有活体生物都具备毒性。该法术可从死亡光束中汲取能量。,
92515,,死亡之翼正在汲取圆环的邪恶能量，他能造成更高的伤害。杀死暮光腐蚀者来反逆效果！,死亡之翼正在汲取圆环的邪恶能量，他能造成更高的伤害。杀死暮光腐蚀者来反逆效果！
92519,,,
92526,,,
92530,,,
92540,,,
92548,,对身边的所有敌人造成大规模冰霜伤害。,
92549,,,
92550,,,
92551,,,
92552,,对附近敌人造成$s1点火焰伤害。,
