Name_lang,Description_lang,ID,JournalEncounterID,CreatureDisplayInfoID,FileDataID,OrderIndex,UiModelSceneID
折铁者高尔山,,3285,1226,53177,1044358,0,9
畸形龙人,,3286,1227,53010,0,1,9
奇拉克,,3287,1227,53005,1044354,0,9
指挥官萨贝克,,3288,1228,53689,1044351,0,9
铁钩碎天兽,,3289,1228,55518,0,1,9
黑铁卫士,,3290,1228,53643,0,2,9
怒翼雏龙,,3291,1229,53396,0,1,9
狂野的怒翼,,3292,1229,53646,1044361,0,9
督军扎伊拉,,3300,1234,54683,1044379,0,9
佐格什,,3324,1238,57840,0,1,9
斯古洛克,,3325,1238,57836,1044367,0,9
科拉玛尔,,3326,1238,57837,0,2,9
惧牙,,3327,1235,56363,0,1,9
血肉撕裂者诺格加尔,,3328,1235,56351,1044380,0,9
马考格·烬刃,,3329,1236,56017,0,1,9
阿里奥克·杜古,,3330,1236,56033,1044340,0,9
妮莎·诺克斯,,3331,1236,56029,0,2,9
奥舍尔,,3332,1237,55352,1044359,0,9
大法师索尔,,3333,1208,57193,1044335,0,9
鲁克玛,,3334,1262,59089,1044364,0,9
鲁克兰,,3347,967,59007,1044365,0,9
铁路主管箭火,,3348,1138,54096,1044360,0,9
野蛮的波尔卡,,3349,1138,59069,0,1,9
太阳耀斑,,3350,967,54030,0,1,9
布兰肯斯波,,3351,1196,58539,1044342,0,65
枯木,,3360,1214,56613,1044381,0,9
塑地者特鲁,,3361,1207,58016,0,1,9
生命守卫高拉,,3363,1207,57022,0,2,9
艾里塔克,,3364,1209,58398,1044382,0,9
雅努,,3365,1210,57231,1044383,0,9
永恒的塔尔纳,,3366,1211,57232,1044371,0,9
泰克图斯,,3367,1195,54793,1044372,0,9
克罗莫格,,3369,1162,56214,1044353,0,69
黑手,,3370,959,53791,1044378,0,9
杜尔胡,,3377,1207,59767,1053563,0,9
毁灭者多弗,,3390,1291,58260,1044483,0,9
狂乱奔行者,,3391,1291,60733,0,1,9
元首马尔高克,,3392,1197,54329,1044349,0,9
克拉戈,,3393,1153,54825,1044343,0,9
烬狼,,3394,1123,53450,0,2,9
艾克诺·钢铁使者,,3395,1123,53812,0,1,9
巨型鞭笞者,,3396,1211,60764,0,2,9
不羁妖花,,3397,1211,55767,0,1,9
阿鲁克斯,,3398,1142,27683,607633,0,9
麦什伦,,3399,1143,52354,1064178,0,66
亡语者布莱克松,,3400,1146,4644,607584,0,9
寒冰之王亚门纳尔,,3401,1141,32610,607537,0,9
仪式枯骨,,3402,1160,58273,0,1,9
食腐蛆虫,,3403,1140,59296,0,1,92
骨喉,,3404,1140,59273,1044341,0,92
纳利什,,3406,1168,59978,1053564,0,9
火眼莫德雷斯,,3407,433,52739,607718,0,9
考莫克,,3549,1392,61990,1134504,0,9
暴君维哈里,,3551,1394,62479,1134509,0,9
玛诺洛斯,,3552,1395,62410,1134505,0,9
基尔罗格·死眼,,3553,1396,62425,1134503,0,9
邪影守望者,,3606,1433,62227,0,2,9
腐化的泰罗克祭司,,3607,1433,63003,0,3,9
暗影领主艾斯卡,,3608,1433,61932,1134506,0,9
流亡者幻影,,3609,1433,63004,0,4,9
邪能渡鸦,,3610,1433,62494,0,1,9
古尔图格·血沸,,3611,1432,62826,1134501,0,9
剑圣朱倍尔索斯,,3612,1432,62815,0,1,9
迪亚·暗语,,3613,1432,63511,0,2,9
钢铁掠夺者,,3633,1425,61921,1134499,0,9
地狱火炮,,3634,1426,63068,0,1,9
攻城大师玛塔克,,3635,1426,63404,1134502,0,9
霸主卡扎克,,3644,1452,64119,1134508,0,9
阿克蒙德,,3645,1438,62423,1134497,0,9
邪能领主扎昆,,3646,1391,61830,1134498,0,9
血魔,,3647,1372,61913,1134500,0,9
缚魂构装体,,3648,1427,61925,1134507,0,9
祖霍拉克,,3649,1447,63415,1134510,0,9
残余能量,每当有玩家离开暗影领域时，都会生成残余能量，并释放出毁灭之环或毁灭之力。,3656,1391,64352,0,1,9
督军帕杰什,,3677,1480,65114,1410992,0,9
积怨碎壳者,,3678,1480,20772,0,1,9
积怨踏浪者,,3679,1480,60790,0,2,9
瑟芬崔斯克,,3693,1479,65110,1410978,0,91
烈焰多头蛇子嗣,,3694,1479,65145,0,1,91
奥术多头蛇子嗣,,3695,1479,65146,0,2,91
艾萨拉之怒,,3696,1492,66741,1410993,0,9
阿什高姆,,3700,1468,65155,1410937,0,9
堕落君王伊米隆,,3707,1502,65079,1410995,0,65
哈布隆,,3721,1512,67556,1410956,0,65
鲁西弗隆,,3733,1519,13031,1378993,0,9
玛格曼达,,3734,1520,10193,1378995,0,9
基赫纳斯,,3735,1521,13030,1378976,0,9
加尔,,3736,1522,12110,1378975,0,9
沙斯拉尔,,3737,1523,13032,1379013,0,9
迦顿男爵,,3738,1524,12129,1378966,0,9
火妖祭司,,3739,1525,12030,0,1,9
萨弗隆先驱者,,3740,1525,13030,1379015,0,9
焚化者古雷曼格,,3741,1526,11986,1378978,0,9
管理者埃克索图斯,,3742,1527,12029,1378998,0,9
火妖医师,,3743,1527,13029,0,1,9
火妖精英,,3744,1527,12002,0,2,9
拉格纳罗斯,,3745,1528,11121,522261,0,225
狂野的拉佐格尔,,3746,1529,10115,1379008,0,9
堕落的瓦拉斯塔兹,,3747,1530,13992,1379022,0,9
勒什雷尔,,3748,1531,14308,1378968,0,9
费尔默,,3749,1532,6377,1378973,0,9
埃博诺克,,3750,1533,6377,1378971,0,9
弗莱格尔,,3751,1534,6377,1378974,0,9
克洛玛古斯,,3752,1535,14367,1378969,0,9
奈法利安,,3753,1536,11380,1379001,0,9
库林纳克斯,,3754,1537,15742,1385749,0,9
拉贾克斯将军,,3755,1538,15376,1385734,0,9
莫阿姆,,3756,1539,15392,1385755,0,9
吞咽者布鲁,,3757,1540,15654,1385723,0,9
狩猎者阿亚米斯,,3758,1541,15431,1385718,0,9
无疤者奥斯里安,,3760,1542,15432,1385759,0,9
预言者斯克拉姆,,3761,1543,15345,1385769,0,9
沙尔图拉,,3762,1544,15583,1385720,0,9
沙尔图拉的皇家卫兵,,3765,1544,15465,0,1,9
顽强的范克瑞斯,,3766,1545,15743,1385728,0,9
哈霍兰公主,,3767,1546,15739,1385761,0,9
亚尔基公主,,3768,1547,15657,0,2,9
维姆,,3769,1547,15658,0,1,9
克里勋爵,,3770,1547,15656,1390436,0,9
维希度斯,,3771,1548,15686,1385771,0,9
维克洛尔大帝,,3772,1549,15778,1390437,0,66
维克尼拉斯大帝,,3773,1549,15761,0,1,66
奥罗,,3774,1550,15509,1385760,0,87
克苏恩,,3775,1551,15556,1385726,0,9
滑翔者沙德基斯,,3776,1552,16053,0,1,9
潜伏者希亚其斯,,3777,1552,15938,0,2,9
蹂躏者洛卡德,,3778,1552,16054,1385766,0,9
午夜,,3779,1553,19640,0,1,9
猎手阿图门,,3780,1553,16416,1378965,0,9
莫罗斯,,3781,1554,16540,1378999,0,9
贞节圣女,,3782,1555,16198,1378997,0,67
大灰狼,,3783,1556,17053,1385758,0,9
巫婆,,3784,1556,17550,0,3,9
罗密欧,,3785,1556,17067,0,1,9
朱丽叶,,3786,1556,17068,0,2,9
馆长,,3787,1557,16958,1379020,0,9
埃兰之影,,3789,1559,16621,1379012,0,9
特雷斯坦·邪蹄,,3790,1560,11343,1379017,0,9
虚空幽龙,,3791,1561,15363,1379002,0,9
麦迪文的回音,,3792,1562,18720,1385725,0,9
玛克扎尔王子,,3793,1563,19274,1379006,0,9
莫加尔大王,,3794,1564,18649,1378985,0,9
克洛什·火拳,,3795,1564,20194,0,4,9
疯狂的基戈尔,,3796,1564,12472,0,1,9
盲眼先知,,3797,1564,11585,0,2,9
召唤者沃尔姆,,3798,1564,20195,0,3,9
屠龙者格鲁尔,,3799,1565,18698,1378982,0,9
地狱火导魔者,,3800,1566,9865,0,1,9
玛瑟里顿,,3801,1566,18527,1378996,0,9
不稳定的海度斯,,3802,1567,20162,1385741,0,9
鱼斯拉,,3803,1568,20216,1385768,0,88
莱欧瑟拉斯之影,,3804,1569,20568,0,1,9
盲眼者莱欧瑟拉斯,,3805,1569,20514,1385751,0,9
深水卫士沙克基斯,,3806,1570,20671,0,1,9
深水卫士卡莉蒂丝,,3807,1570,20672,0,3,9
深水卫士泰达维斯,,3808,1570,20670,0,2,9
深水领主卡拉瑟雷斯,,3809,1570,20662,1385729,0,9
莫洛格里·踏潮者,,3810,1571,20739,1385756,0,9
瓦丝琪,,3811,1572,20748,1385750,0,9
奥,,3812,1573,18945,1385712,0,9
空灵机甲,,3813,1574,18951,1385772,0,9
大星术师索兰莉安,,3814,1575,18239,1385739,0,9
星术师卡波妮娅,,3815,1576,20237,0,3,9
萨古纳尔男爵,,3816,1576,20178,0,2,9
首席技师塔隆尼库斯,,3817,1576,20177,0,4,9
凯尔萨斯·逐日者,,3818,1576,20023,607669,0,9
亵渎者萨拉德雷,,3819,1576,20236,0,1,9
雷基·冬寒,,3820,1577,17444,1385762,0,9
安纳塞隆,,3821,1578,21069,1385714,0,9
卡兹洛加,,3822,1579,17886,1385745,0,9
阿兹加洛,,3823,1580,18526,1385719,0,9
阿克蒙德,,3824,1581,20939,1385716,0,9
高阶督军纳因图斯,,3825,1582,21174,1378986,0,9
苏普雷姆斯,,3826,1583,21145,1379016,0,9
阿卡玛之影,,3827,1584,21357,1379011,0,9
古尔图格·血沸,,3829,1586,21443,1378983,0,9
愤怒精华,,3830,1587,21484,0,2,9
欲望精华,,3831,1587,21485,0,1,9
痛苦精华,,3832,1587,21483,1385764,0,9
莎赫拉丝主母,,3833,1588,21252,1379000,0,9
击碎者加西奥斯,,3834,1589,21416,1385743,0,9
维尔莱斯·深影,,3835,1589,21418,0,3,9
高阶灵术师塞勒沃尔,,3836,1589,21417,0,1,9
女公爵玛兰德,,3837,1589,21419,0,2,9
伊利丹·怒风,,3838,1590,21135,1378987,0,9
卡雷苟斯,,3839,1591,23345,1385744,0,9
腐蚀者萨索瓦尔,,3840,1591,26628,0,1,9
布鲁塔卢斯,,3841,1592,22711,1385722,0,9
菲米丝,,3842,1593,22838,1385730,0,9
萨洛拉丝女王,,3843,1594,23177,0,1,9
高阶术士奥蕾塞丝,,3844,1594,23334,1390438,0,9
穆鲁,,3845,1595,23404,1385757,0,9
熵魔,,3846,1595,23428,0,1,9
基尔加丹,,3847,1596,23200,1385746,0,89
塔隆·血魔,,3848,1585,21262,1379018,0,9
岩石看守者阿尔卡冯,,3849,1597,26967,1385715,0,64
风暴看守者埃玛尔隆,,3850,1598,27108,1385727,0,64
火焰看守者科拉隆,,3851,1599,29524,1385748,0,64
寒冰看守者图拉旺,,3852,1600,31089,1385767,0,65
阿努布雷坎,,3853,1601,15931,1378964,0,9
黑女巫法琳娜,,3854,1602,15940,1378980,0,9
迈克斯纳,,3855,1603,15928,1378994,0,9
药剂师诺斯,,3856,1604,16590,1379004,0,9
肮脏的希尔盖,,3857,1605,16309,1378984,0,9
洛欧塞布,,3858,1606,16110,1378991,0,9
死亡骑士学员,,3859,1607,16539,0,1,9
教官拉苏维奥斯,,3860,1607,16582,1378988,0,9
收割者戈提克,,3861,1608,16279,1378979,0,9
女公爵布劳缪克丝,,3862,1609,16153,0,2,9
瑞文戴尔男爵,,3863,1609,10729,1385732,0,9
瑟里耶克爵士,,3864,1609,16154,0,3,9
库尔塔兹领主,,3865,1609,16155,0,1,9
帕奇维克,,3866,1610,16174,1379005,0,9
格罗布鲁斯,,3867,1611,16035,1378981,0,9
格拉斯,,3868,1612,16064,1378977,0,9
塔迪乌斯,,3869,1613,16137,1379019,0,64
萨菲隆,,3870,1614,113690,1379010,0,9
克尔苏加德,,3871,1615,15945,1378989,0,9
沙德隆,,3872,1616,27421,0,2,9
塔尼布隆,,3873,1616,27082,0,1,9
维斯匹隆,,3874,1616,27039,0,3,9
萨塔里奥,,3875,1616,27035,1385765,0,9
玛里苟斯,,3876,1617,26752,1385753,0,9
酸喉和恐鳞,,3877,1618,29815,0,1,9
穿刺者戈莫克,,3878,1618,29614,1390440,0,9
冰吼,,3879,1618,21601,0,2,9
威尔弗雷德·菲兹班,,3880,1619,29814,0,1,9
加拉克苏斯大王,,3881,1619,29615,1385752,0,9
索库尔,,3883,1620,29779,0,7,9
安塔尔·缮炉者,,3884,1620,29767,0,1,9
塞瑞莎·术轮,,3885,1620,29777,0,6,9
伊锐丝·影踪,,3886,1620,29776,0,3,9
泰利乌斯·达斯布雷德,,3887,1620,29765,0,8,9
努兹尔·啸钉,,3888,1620,29772,0,5,9
麦拉多·深谷游者,,3892,1620,29780,0,4,9
圣光使者巴尔诺,,3893,1620,29774,0,2,9
阿莱希娅·月行者,,3895,1620,29770,1390442,0,9
严肃的凯普斯,,3897,1621,29783,0,2,9
断钢者纳霍克,,3898,1621,29793,0,7,9
凋零者吉塞尔,,3900,1621,29787,0,3,9
玛兹迪娜,,3901,1621,29790,0,6,9
戈瑞姆·影斩,,3902,1621,29782,0,4,9
暗语者维维尼,,3905,1621,29791,0,9,9
德拉克道格,,3906,1621,29792,0,5,9
比莱纳·雷蹄,,3907,1621,29781,1390441,0,9
布罗恩·粗角,,3908,1621,29784,0,1,9
鲁姬卡,,3909,1621,29786,0,8,9
黑暗邪使艾蒂丝,,3910,1622,29267,0,1,9
光明邪使菲奥拉,,3911,1622,29240,1390443,0,9
阿努巴拉克,,3912,1623,29268,607542,0,9
玛洛加尔领主,,3913,1624,31119,1378992,0,9
亡语者女士,,3914,1625,30893,1378990,0,9
萨鲁法尔大王,,3915,1626,30416,1385737,0,9
穆拉丁·铜须,,3916,1627,30508,1385736,0,9
死亡使者萨鲁法尔,,3917,1628,30790,1378970,0,9
烂肠,,3918,1629,31006,1378972,0,66
腐面,,3919,1630,31005,1379009,0,66
普崔塞德教授,,3920,1631,30881,1379007,0,9
塔达拉姆王子,,3921,1632,30856,0,2,9
瓦拉纳王子,,3922,1632,30858,1385721,0,9
凯雷塞斯王子,,3923,1632,30857,0,1,9
鲜血女王兰娜瑟尔,,3924,1633,31165,1378967,0,9
踏梦者瓦莉瑟瑞娅,,3925,1634,30318,1379023,0,9
辛达苟萨,,3926,1635,30362,1379014,0,9
巫妖王,,3927,1636,30721,607688,0,9
烈焰巨兽,,3928,1637,28875,1385731,0,9
掌炉者伊格尼斯,,3929,1638,29185,1385742,0,64
锋鳞,,3930,1639,28787,1385763,0,9
XT-002拆解者,,3931,1640,28611,1385773,0,9
唤雷者布隆迪尔,,3932,1641,28324,0,2,9
断钢者,,3933,1641,28344,1390439,0,65
符文大师莫尔基姆,,3934,1641,28381,0,1,66
科隆加恩,,3935,1642,28638,1385747,0,90
欧尔莉亚,,3936,1643,28651,1385717,0,67
霍迪尔,,3937,1644,28743,1385740,0,65
西芙,,3938,1645,28488,0,1,67
托里姆,,3939,1645,28977,1385770,0,65
石树长老,,3940,1646,29176,0,3,9
弗蕾亚,,3941,1646,28777,1385733,0,67
明叶长老,,3942,1646,29174,0,1,9
铁枝长老,,3943,1646,29175,0,2,64
米米尔隆,,3944,1647,28578,1385754,0,9
维扎克斯将军,,3945,1648,28548,1385735,0,9
尤格-萨隆,,3946,1649,28817,1385774,0,9
观察者奥尔加隆,,3947,1650,28641,1385713,0,9
奥妮克希亚,,3948,1651,8570,1379025,0,9
海里昂,,3949,1652,31952,1385738,0,9
洛克莫拉,,3962,1662,62386,1410976,0,9
海拉,,3963,1663,65043,1410957,0,9
科达娜,,3964,1470,66480,1410942,0,9
乌拉罗格·塑山,,3965,1665,62390,1410990,0,93
乌索克,,3967,1667,66676,1410991,0,9
梦魇蛋,,3974,1656,60365,0,1,9
纳拉萨斯,,3976,1673,62391,1410971,0,9
夺心者卡什,,3991,1686,67433,1410969,0,9
达古尔,,3992,1687,62392,1410944,0,9
米尔菲丝·法力风暴,,3993,1688,67422,1410968,0,9
溃面,,4001,1693,31006,1410950,0,66
赛尔奥隆,,4003,1697,67636,1410977,0,9
相位蜘蛛,,4004,1697,65920,0,1,9
鲜血公主萨安娜,,4011,1702,67638,1410938,0,9
尼珊德拉,,4012,1703,67904,1410972,0,9
泰拉尔,,4013,1704,67745,0,3,9
艾莫莉丝,,4014,1704,67747,0,1,9
伊森德雷,,4015,1704,67748,1410945,0,9
莱索恩,,4016,1704,67749,0,2,9
邪能领主贝图格,,4025,1711,67324,1410948,0,9
萨维斯,,4044,1726,65636,1410994,0,64
腐蚀恐魔,,4045,1726,68390,0,1,9
崔利艾克斯,,4054,1731,68567,1410989,0,9
橡树之心,,4055,1655,68127,1410973,0,9
古尔丹,,4062,1737,68500,1410955,0,9
超凡恐魔,,4064,1726,69215,0,2,9
潜伏恐魔,,4065,1726,68972,0,3,9
梦魇触须,,4067,1726,69120,0,4,9
艾利桑德,,4075,1743,69082,1410954,0,9
尼索格,,4083,1749,69816,1411029,0,9
塞纳留斯,,4084,1750,68656,1410940,0,9
玛法里奥·怒风,,4085,1750,70004,0,1,9
烈焰魔灵,,4086,1751,1204,0,2,9
寒冰魔灵,,4087,1751,69885,0,1,9
奥术魔灵,,4088,1751,70177,0,3,9
魔剑士奥鲁瑞尔,,4089,1751,68819,1410983,0,9
库塔洛斯·拉文凯斯,,4102,1672,64656,1410967,0,9
可恨的斯麦斯帕,,4103,1664,65304,1410982,0,9
伊莉萨娜·拉文凯斯,,4104,1653,65951,1410961,0,9
融合之魂,,4105,1518,65837,1410986,0,9
顾问麦兰杜斯,,4106,1720,67346,1410933,0,9
塔丽克萨·火冠,,4107,1719,69267,1410985,0,9
巡逻队长加多,,4108,1718,68521,1410975,0,9
萨维斯之影,,4109,1657,68730,1410979,0,9
德萨隆,,4110,1656,69096,1410946,0,9
深须国王,,4111,1491,67254,1410964,0,9
积怨夫人,,4112,1490,66397,1410966,0,9
奥丁,,4113,1489,67230,1410974,0,66
神王斯科瓦尔德,,4114,1488,65873,1410953,0,9
芬雷尔,,4115,1487,64466,1410949,0,9
赫娅,,4116,1486,65076,1410959,0,9
海姆达尔,,4117,1485,67773,1410958,0,65
顾问凡多斯,,4118,1501,65794,1410934,0,9
纳尔提拉,,4119,1500,65793,1410970,0,9
萨卡尔将军,,4120,1499,65792,1410951,0,9
科蒂拉克斯,,4121,1498,65791,1410943,0,9
伊凡尔,,4122,1497,65741,1410963,0,9
阿努贝斯特,,4123,1696,67630,1410935,0,9
颤栗之喉,,4124,1694,27767,1410980,0,86
审判官托蒙托鲁姆,,4125,1695,64719,1410962,0,9
格雷泽,,4126,1469,66204,1410952,0,9
提拉宋·萨瑟利尔,,4127,1467,65074,1410988,0,9
艾乐瑞瑟·雷弗拉尔,,4128,1744,69474,1410947,0,9
伊格诺斯,,4129,1738,69115,1410960,0,64
时空畸体,,4130,1725,68970,1410941,0,9
克洛苏斯,,4131,1713,68323,1410965,0,69
斯考匹隆,,4132,1706,67087,1410981,0,9
占星师艾塔乌斯,,4133,1732,68378,1410984,0,9
梦魇恐魔,,4134,1738,69231,0,1,64
支配触须,,4135,1738,69882,0,4,67
死光触须,,4136,1738,69881,0,3,67
梦魇脓液,,4137,1738,69925,0,5,63
腐蚀触须,,4138,1738,69880,0,2,67
沙索斯,,4139,1763,70659,1411030,0,9
麦迪文的回音,,4140,1764,18720,1385724,0,9
卡拉米尔,,4151,1774,70975,1411024,0,65
梦魇畸兽,,4158,1654,69455,0,1,9
魔王纳扎克,,4165,1783,71534,1411028,0,64
提克迪奥斯,,4173,1762,68320,1410987,0,63
高级植物学家特尔安,,4174,1761,68963,1410939,0,9
自然学家特尔安,,4175,1761,70824,0,1,9
日心学者特尔安,,4176,1761,70822,0,2,9
怨嗣雏龙,,4183,1656,69908,0,2,9
鬼母阿娜,,4184,1790,71277,1411023,0,64
冷血的杜贡,,4185,1789,68225,1411025,0,66
掠夺者多恩,,4186,1756,62703,0,2,9
捕魂者麦芙拉,,4187,1756,69803,1411031,0,66
赫林船长,,4188,1756,69849,0,1,9
邪能魔灵,,4189,1751,69906,0,4,9
恐惧憎恶,,4190,1726,69684,0,5,9
凋零者吉姆,,4191,1796,67466,1472455,0,67
胡墨格里斯,,4198,1770,67258,1411026,0,64
勒凡图斯,,4199,1769,70946,1411027,0,65
毁灭触须,,4200,1663,66346,0,2,9
贪食触须,,4201,1663,66618,0,1,9
浮骸,,4202,1795,66811,1472454,0,64
麦迪文之影,,4227,1817,18718,1536496,0,9
奥丁,,4228,1819,67230,1410974,0,66
魔力吞噬者,,4230,1818,73157,1536492,0,9
艾尔菲拉,,4231,1820,17550,1536495,0,9
嘉琳黛尔,,4232,1820,73156,0,1,9
飞猴助手,,4234,1820,73262,0,2,9
贞节圣女,,4241,1825,16198,1378997,0,67
玛吉亚,,4242,1826,73161,0,1,9
托尼,,4243,1826,73159,1536494,0,9
考德隆夫人,,4244,1827,73301,0,2,9
库格斯顿,,4245,1827,73202,1536493,0,9
鲁米诺尔,,4246,1827,65104,0,1,9
巴布丽特,,4247,1827,73203,0,3,9
海拉,,4249,1829,65043,1410957,0,68
奥术师特尔安,,4250,1761,70823,0,3,9
高姆,,4251,1830,70104,1536491,0,9
递归元素,,4252,1743,55131,0,1,9
加速元素,,4253,1743,55143,0,2,9
破碎时间粒子,,4254,1725,55561,0,2,9
衰减时间粒子,,4255,1725,68616,0,1,9
大德鲁伊格兰达里斯,,4256,1654,69815,1410936,0,67
猎手阿图门,,4263,1835,73162,1536490,0,9
午夜,,4264,1835,73160,0,1,9
莫罗斯,,4265,1837,16540,1378999,0,9
监视者维兹艾德姆,,4273,1838,73709,1536497,0,9
哈亚坦,,4292,1856,74020,1579940,0,9
馆长,,4300,1836,16958,1379020,0,9
主母萨丝琳,,4301,1861,74287,1579939,0,9
阿提甘,,4311,1867,74282,1579936,0,70
贝拉克,,4312,1867,74283,0,1,65
递归元素,,4319,1872,55131,0,1,9
加速元素,,4320,1872,55143,0,2,9
艾利桑德,,4321,1872,69082,1410954,0,9
堕落的化身,,4322,1873,74497,1579932,0,65
勇气侍女,,4323,1873,74498,0,1,67
锋颚角斗士,,4330,1856,5306,0,2,9
暗鳞监工,,4331,1856,74438,0,3,9
锋颚波浪医师,,4332,1856,5286,0,1,9
孟菲斯托斯,,4333,1878,74426,1579938,0,9
布鲁塔卢斯,,4340,1883,66677,1385722,0,63
马利费库斯,,4341,1884,63619,1579937,0,63
丝瓦什,,4342,1885,74528,1579941,0,9
格罗斯,,4344,1862,74493,1579934,0,63
戒卫侍女,,4351,1897,74875,1579933,0,66
灵魂引擎,,4358,1896,74496,1579943,0,9
灵魂女王德雅娜,,4359,1896,74861,0,1,67
女猎手卡丝帕莲,,4360,1903,74874,1579935,0,67
女祭司月葬,,4361,1903,74775,0,2,67
亚萨·袭月上尉,,4362,1903,74748,0,1,67
阿格洛诺克斯,,4364,1905,74482,1579930,0,9
轻蔑的萨什比特,,4365,1906,78445,1579942,0,9
绝望的聚合体,,4372,1896,75045,0,2,9
阿波克隆,,4417,1956,67647,1134499,0,65
月爪,,4418,1903,75101,0,3,9
多玛塔克斯,,4445,1904,76609,1579931,0,9
基尔加丹,,4446,1898,74504,1385746,0,9
瓦里玛萨斯,,4453,1983,76327,1715223,0,9
阿格拉玛,,4454,1984,76570,1715207,0,9
奥萨拉，黑夜之母,,4455,1986,76917,0,1,66
蒂玛，幽影之母,,4456,1986,76918,0,2,9
诺拉，烈焰之母,,4457,1986,76919,1715222,0,9
加洛西灭世者,,4468,1992,76534,1715210,0,65
法尔格,,4469,1987,77004,1715209,0,71
沙图格,,4470,1987,76990,0,1,71
鲁拉,,4477,1982,76770,1715214,0,9
海军上将斯芙拉克丝,,4480,1997,78817,1715225,0,9
首席工程师伊什卡,,4481,1997,76921,0,1,9
晋升者祖拉尔,,4489,1979,77626,1715226,0,9
总督奈扎尔,,4490,1981,76614,1715224,0,9
黯牙,,4491,1980,76602,0,1,9
萨普瑞什,,4492,1980,76771,1715220,0,9
加洛西破坏者,,4499,2004,77748,0,3,65
加洛西歼灭者,,4500,2004,77295,0,1,65
加洛西屠戮者,,4501,2004,77299,0,2,65
传送门守护者哈萨贝尔,,4508,1985,78229,1715219,0,9
主母芙努娜,,4509,2010,72943,1715215,0,64
妖女奥露拉黛儿,,4510,2011,78119,1715216,0,9
审判官梅托,,4511,2012,76271,1715212,0,9
奥库拉鲁斯,,4512,2013,65156,1715217,0,64
大型裂隙守护者,,4515,1982,76471,0,1,9
消逝虚空,,4516,1982,29209,0,2,9
金加洛斯,,4517,2004,54860,1715213,0,64
影翼鳐,,4530,1980,78427,0,2,9
苏拉雅，宇宙之母,,4537,1986,78463,0,3,66
埃洛杜斯将军,,4556,1997,76922,0,2,9
索塔纳索尔,,4561,2014,62714,1715221,0,70
深渊领主维尔姆斯,,4562,2015,78146,1715218,0,63
猎魂者伊墨纳尔,,4563,2009,78031,1715211,0,70
艾欧娜尔的精华,,4564,2025,79794,1715208,0,67
黑暗畸体,,4565,1979,19634,0,1,9
寂灭者阿古斯,,4566,2031,78709,1715536,0,70
女祭司阿伦扎,,4603,2082,80293,1778348,0,9
莱赞,,4604,2083,78188,1778349,0,9
上古之骨,,4605,2083,33733,0,1,9
尤朵拉船长,,4620,2093,80346,1778346,0,9
乔里船长,,4621,2093,80532,0,1,9
哈兰·斯威提,,4623,2095,80008,1778347,0,9
沃卡尔,,4624,2036,79453,1778352,0,9
亚兹玛,,4625,2030,79568,1778353,0,9
天空上尉库拉格,,4628,2102,80382,1778351,0,9
鲨鱼饵,,4629,2102,80438,0,1,9
恶魔卫士,,4636,2025,9018,0,1,65
邪能领主,,4637,2025,77321,0,5,65
邪能干扰器,,4638,2025,62227,0,2,64
恶魔犬,,4639,2025,70435,0,4,9
注邪毁灭者,,4640,2025,79610,0,6,65
飞翔的科拉佩特隆,,4641,2025,65202,0,3,9
鲨鱼拳击手,,4642,2094,55657,1778350,0,9
泥沙女王,,4649,2097,82983,2176753,0,9
杰斯·豪里斯,,4650,2098,81739,2176733,0,9
骑士队长瓦莱莉,,4651,2099,81498,2176735,0,9
拉乌尔船长,,4653,2093,81060,0,2,9
孢子召唤师赞查,,4666,2130,81977,2176748,0,9
被感染的岩喉,,4667,2131,82072,2176719,0,9
女巫索林娜,,4669,2125,82071,0,2,64
女巫马拉迪,,4670,2125,81999,0,1,64
女巫布里亚,,4671,2125,81996,2176732,0,64
拜恩比吉中士,,4672,2133,84382,2176746,0,9
维克雷斯勋爵,,4673,2128,83349,2176736,0,64
维克雷斯夫人,,4674,2128,87188,0,1,9
魂缚巨像,,4675,2126,79398,2176747,0,64
哈达尔·黑渊,,4676,2134,67541,2176730,0,9
提赞,,4683,2139,82592,2176755,0,9
基阿拉克,,4688,2141,82392,2176734,0,9
基阿拉克幼龙,,4689,2141,76910,0,1,9
腐臭吞噬者,,4694,2146,82831,2176725,0,9
阿库希尔,,4702,2153,85628,2176712,0,9
唤风者菲伊,,4703,2154,83273,0,1,9
铁舟修士,,4704,2154,84679,2176754,0,9
斯托颂勋爵,,4706,2155,80996,2176737,0,9
低语者沃尔兹斯,,4707,2156,84370,2176759,0,9
长者莉娅克萨,,4708,2157,82394,2176724,0,9
阿德里斯,,4710,2142,80545,2176710,0,9
阿斯匹克斯,,4711,2142,80566,0,1,9
贪食的拉尔,,4714,2127,83656,2176744,0,64
大手大脚的仆从,,4715,2127,82873,0,1,9
米利克萨,,4725,2143,88585,2176739,0,9
喷毒盘蛇,,4727,2143,78250,0,1,9
加瓦兹特,,4728,2144,81654,2176727,0,9
亡触奴隶主,,4730,2129,85978,0,1,9
泽克沃兹,,4731,2169,85193,2176761,0,9
异种虫战士,,4732,2169,75705,0,1,9
蛛魔虚空编织者,,4733,2169,24130,0,2,9
腐蚀残迹,,4734,2167,69925,0,1,9
戈霍恩,,4735,2147,84102,2176728,0,9
心脏守卫,,4738,2145,84761,0,2,9
灾厄妖术师,,4739,2145,84676,0,1,9
