Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,ChrCustomizationVisReqID,OrderIndex,UiOrderIndex,Flags,AddedInPatch,SoundKitID,SwatchColor[0],SwatchColor[1]
刺牙,3037,288,141,0,1,1,0,90001,0,0,0
带环獠牙,3038,288,141,0,2,2,0,90001,0,0,0
獠牙,3039,288,141,0,3,3,0,90001,0,0,0
弯牙,3040,288,141,0,4,4,0,90001,0,0,0
上翻牙,3041,288,141,0,5,5,0,90001,0,0,0
金牙,3042,288,141,0,6,6,0,90001,0,0,0
耳环,3043,289,141,0,0,1,0,90001,0,0,0
鼻环,3044,289,141,0,1,2,0,90001,0,0,0
眉环,3045,289,141,0,2,3,0,90001,0,0,0
上耳环,3046,289,141,0,3,4,0,90001,0,0,0
左耳环,3047,289,141,0,4,5,0,90001,0,0,0
无,3048,289,141,0,5,0,0,90001,0,0,0
,3049,290,141,0,0,1,0,90001,0,7843479,0
,3050,290,141,0,1,4,0,90001,0,-10318715,0
,3051,290,141,0,2,5,0,90001,0,9279148,0
,3052,290,141,0,3,3,0,90001,0,-11632521,0
,3053,290,141,0,4,2,0,90001,0,7051621,0
,3054,290,141,0,5,6,0,90001,0,10793889,0
,3055,290,12,0,6,100,0,90001,0,0,0
,3056,290,10,0,7,101,0,90001,0,0,0
,3057,291,141,0,0,0,0,90001,0,0,0
,3058,291,141,0,1,1,0,90001,0,0,0
,3059,291,141,0,2,2,0,90001,0,0,0
,3060,291,141,0,3,3,0,90001,0,0,0
,3061,291,141,0,4,4,0,90001,0,0,0
,3062,291,141,0,5,5,0,90001,0,0,0
削边头,3063,292,141,0,0,0,0,90001,0,0,0
鞭匕,3064,292,141,0,1,1,0,90001,0,0,0
葬礼,3065,292,141,0,2,2,0,90001,0,0,0
魔术士,3066,292,141,0,3,3,0,90001,0,0,0
战争之辫,3067,292,141,0,4,4,0,90001,0,0,0
战功,3068,292,141,0,5,5,0,90001,0,0,0
拉斯塔利,3069,292,141,0,6,6,0,90001,0,0,0
暴掠龙之巢,3070,292,141,0,7,7,0,90001,0,0,0
猎头者,3071,292,141,0,8,8,0,90001,0,0,0
赞达拉万古长存,3072,292,12,0,9,9,0,90001,0,0,0
,3073,293,141,0,0,1,0,90001,0,10558271,0
,3074,293,141,0,1,9,0,90001,0,2576212,0
,3075,293,141,0,2,7,0,90001,0,4816177,0
,3076,293,141,0,3,6,0,90001,0,9470545,0
,3077,293,141,0,4,15,0,90001,0,11185871,0
,3078,293,141,0,5,11,0,90001,0,3568022,0
,3079,293,10,0,6,100,0,90001,0,0,0
无,3080,294,141,0,0,0,0,90001,0,0,0
饰领,3081,871,141,0,1,1,0,90001,0,0,0
唇环,3082,872,141,0,1,1,0,90001,0,0,0
鼻环,3083,872,141,0,2,2,0,90001,0,0,0
眉环,3084,872,141,0,3,3,0,90001,0,0,0
无,3086,401,141,0,0,0,0,90001,0,0,0
赞达拉万古长存,3087,401,141,0,1,1,0,90001,0,0,0
鎏金,3088,401,141,0,2,2,0,90001,0,0,0
光辉,3089,401,141,0,3,3,0,90001,0,0,0
长牙,3090,296,141,0,0,0,0,90001,0,0,0
刺牙,3091,296,141,0,1,1,0,90001,0,0,0
短牙,3092,296,141,0,2,2,0,90001,0,0,0
直牙,3093,296,141,0,3,3,0,90001,0,0,0
上翻牙,3094,296,141,0,4,4,0,90001,0,0,0
弯牙,3095,296,141,0,5,5,0,90001,0,0,0
獠牙,3096,296,141,0,6,6,0,90001,0,0,0
无,3097,297,141,0,0,0,0,90001,0,0,0
小,3098,294,141,0,1,1,0,90001,0,0,0
大,3099,294,141,0,2,2,0,90001,0,0,0
,3100,298,141,0,0,2,0,90001,0,-2583455,0
,3101,298,141,0,1,3,0,90001,0,-3568532,0
,3102,298,141,0,2,1,0,90001,0,-2710397,0
,3103,298,141,0,3,5,0,90001,0,-9617867,0
,3104,298,141,0,4,6,0,90001,0,-10930383,0
,3105,298,141,0,5,4,0,90001,0,-5737647,0
,3106,298,10,0,6,100,0,90001,0,0,0
,3107,299,141,0,0,0,0,90001,0,0,0
,3108,299,141,0,1,1,0,90001,0,0,0
,3109,299,141,0,2,2,0,90001,0,0,0
,3110,299,141,0,3,3,0,90001,0,0,0
,3111,299,141,0,4,4,0,90001,0,0,0
,3112,299,141,0,5,5,0,90001,0,0,0
,3113,299,141,0,6,6,0,90001,0,0,0
甲板头,3114,300,141,0,0,0,0,90001,0,0,0
岬浪,3115,300,141,0,1,1,0,90001,0,0,0
退潮,3116,300,141,0,2,2,0,90001,0,0,0
汇帆,3117,300,141,0,3,3,0,90001,0,0,0
顺风,3118,300,141,0,4,4,0,90001,0,0,0
里海,3119,300,141,0,5,5,0,90001,0,0,0
,3120,301,141,0,0,1,0,90001,0,2500145,0
,3121,301,141,0,1,12,0,90001,0,-5852489,0
,3122,301,141,0,2,5,0,90001,0,-9224143,0
,3123,301,141,0,3,6,0,90001,0,-6928872,0
,3124,301,141,0,4,9,0,90001,0,12689518,0
,3125,301,141,0,5,8,0,90001,0,-4026556,0
,3126,301,141,0,6,3,0,90001,0,-6411220,0
,3127,301,10,0,7,100,0,90001,0,0,0
无,3128,302,141,0,0,0,0,90001,0,0,0
八字大卷须,3129,706,141,0,1,1,0,90001,0,0,0
颌须,3130,302,141,0,1,1,0,90001,0,0,0
齐须,3131,706,141,0,2,2,0,90001,0,0,0
山羊胡,3132,302,141,0,2,2,0,90001,0,0,0
边须,3133,302,141,0,3,3,0,90001,0,0,0
下巴海帆,3134,302,141,0,4,4,0,90001,0,0,0
络腮胡,3135,302,141,0,5,5,0,90001,0,0,0
,3140,303,141,0,0,2,0,90001,0,-2651297,0
,3141,303,141,0,1,3,0,90001,0,-3636375,0
,3142,303,141,0,2,1,0,90001,0,-2843776,0
,3143,303,141,0,3,5,0,90001,0,-8830923,0
,3144,303,141,0,4,6,0,90001,0,-11522005,0
,3145,303,141,0,5,4,0,90001,0,-5540780,0
,3146,303,10,0,6,100,0,90001,0,0,0
,3147,304,141,0,0,0,0,90001,0,0,0
,3148,304,141,0,1,1,0,90001,0,0,0
,3149,304,141,0,2,2,0,90001,0,0,0
,3150,304,141,0,3,3,0,90001,0,0,0
,3151,304,141,0,4,4,0,90001,0,0,0
,3152,304,141,0,5,5,0,90001,0,0,0
,3153,304,141,0,6,6,0,90001,0,0,0
强健挽马,3154,305,141,0,0,0,0,90001,0,0,0
蓬松,3155,305,141,0,1,1,0,90001,0,0,0
船形,3156,305,141,0,2,2,0,90001,0,0,0
波浪,3157,305,141,0,3,3,0,90001,0,0,0
海军部,3158,305,141,0,4,4,0,90001,0,0,0
鱼尾,3159,305,141,0,5,5,0,90001,0,0,0
珍珠,3160,305,141,0,6,6,0,90001,0,0,0
漂泊,3161,305,141,0,7,7,0,90001,0,0,0
海浪沙滩,3162,305,141,0,8,8,0,90001,0,0,0
,3163,306,141,0,0,1,0,90001,0,2500145,0
,3164,306,141,0,1,12,0,90001,0,-5852489,0
,3165,306,141,0,2,5,0,90001,0,-9224143,0
,3166,306,141,0,3,6,0,90001,0,-6928872,0
,3167,306,141,0,4,9,0,90001,0,12689518,0
,3168,306,141,0,5,8,0,90001,0,-4026556,0
,3169,306,141,0,6,3,0,90001,0,-6411220,0
,3170,306,10,0,7,100,0,90001,0,0,0
无,3172,308,141,0,0,0,0,90001,0,0,0
大型耳环,3173,308,141,0,1,1,0,90001,0,0,0
珍珠,3174,308,141,0,2,2,0,90001,0,0,0
青绿石,3175,308,141,0,3,3,0,90001,0,0,0
小珍珠,3176,308,141,0,4,4,0,90001,0,0,0
挂饰,3177,308,141,0,5,5,0,90001,0,0,0
小型耳环,3178,308,141,0,6,6,0,90001,0,0,0
无,3179,309,141,0,0,0,0,90001,0,0,0
贝壳,3180,309,141,0,1,1,0,90001,0,0,0
黄金,3181,309,141,0,2,2,0,90001,0,0,0
珍珠,3182,309,141,0,3,3,0,90001,0,0,0
海贝,3183,309,141,0,4,4,0,90001,0,0,0
青绿石,3184,309,141,0,5,5,0,90001,0,0,0
珠串,3185,309,141,0,6,6,0,90001,0,0,0
,3186,310,12,0,0,0,0,90001,0,0,0
,3187,310,12,0,1,1,0,90001,0,0,0
,3188,310,12,0,2,2,0,90001,0,0,0
,3189,310,12,0,3,3,0,90001,0,0,0
,3190,311,12,0,0,0,0,90001,0,0,0
,3191,312,12,0,0,0,0,90001,0,0,0
,3192,312,12,0,1,1,0,90001,0,0,0
,3193,312,12,0,2,2,0,90001,0,0,0
,3194,312,12,0,3,3,0,90001,0,0,0
,3195,313,12,0,0,1002,0,90001,0,0,0
,3196,313,12,0,1,1003,0,90001,0,0,0
,3197,313,12,0,2,1004,0,90001,0,0,0
,3198,313,12,0,3,1005,0,90001,0,0,0
,3199,314,12,0,0,0,0,90001,0,0,0
,3200,314,12,0,1,1,0,90001,0,0,0
,3201,314,12,0,2,2,0,90001,0,0,0
,3202,314,12,0,3,3,0,90001,0,0,0
,3203,314,12,0,4,4,0,90001,0,0,0
,3204,314,12,0,5,5,0,90001,0,0,0
,3205,314,12,0,6,6,0,90001,0,0,0
,3206,315,146,0,0,0,0,90001,0,0,0
,3207,316,146,0,0,1001,0,90001,0,0,0
,3208,317,141,0,0,0,0,90001,0,0,0
,3209,318,141,0,0,1,0,90001,0,-11051917,0
,3210,318,141,0,1,6,0,90001,0,9935760,0
,3211,318,141,0,2,7,0,90001,0,10725292,0
,3212,318,141,0,3,4,0,90001,0,6844536,0
,3213,318,10,0,4,100,0,90001,0,0,0
,3214,319,141,0,0,0,0,90001,0,0,0
,3215,319,141,0,1,1,0,90001,0,0,0
,3216,319,141,0,2,2,0,90001,0,0,0
,3217,319,141,0,3,3,0,90001,0,0,0
,3218,319,141,0,4,4,0,90001,0,0,0
,3219,319,141,0,5,5,0,90001,0,0,0
,3220,319,141,0,6,6,0,90001,0,0,0
,3221,319,141,0,7,7,0,90001,0,0,0
,3222,319,141,0,8,8,0,90001,0,0,0
,3223,319,141,0,9,9,0,90001,0,0,0
熄灭,3224,320,141,0,0,0,0,90001,0,0,0
熔火激流,3225,320,141,0,1,1,0,90001,0,0,0
谢顶,3226,320,141,0,2,2,0,90001,0,0,0
阴燃,3227,320,141,0,3,3,0,90001,0,0,0
辫缕,3228,320,141,0,4,4,0,90001,0,0,0
超短引线,3229,320,141,0,5,5,0,90001,0,0,0
炽燃,3230,320,141,0,6,6,0,90001,0,0,0
烈焰旋风,3231,320,141,0,7,7,0,90001,0,0,0
,3232,321,141,0,0,1,0,90001,0,-2871795,0
,3233,321,141,0,1,5,0,90001,0,-1,0
,3234,321,141,0,2,6,0,90001,0,-13156017,0
,3235,321,141,0,3,4,0,90001,0,-7370633,0
,3236,321,141,0,4,3,0,90001,0,-6193326,0
,3237,321,141,0,5,2,0,90001,0,-9554930,0
,3238,321,10,0,6,100,0,90001,0,1842472,0
辫须,3239,322,141,0,0,0,0,90001,0,0,0
尖须,3240,322,141,0,1,1,0,90001,0,0,0
大胡子,3241,322,141,0,2,2,0,90001,0,0,0
双须,3242,322,141,0,3,3,0,90001,0,0,0
带环胡须,3243,322,141,0,4,4,0,90001,0,0,0
壮大,3244,322,141,0,5,5,0,90001,0,0,0
收紧,3245,322,141,0,6,6,0,90001,0,0,0
无,3246,403,141,0,0,0,0,90001,0,0,0
双耳环,3247,403,141,0,1,1,0,90001,0,0,0
鼻环,3248,403,141,0,2,2,0,90001,0,0,0
耳环,3249,403,141,0,3,3,0,90001,0,0,0
眉环,3250,403,141,0,4,4,0,90001,0,0,0
鼻环,3251,403,141,0,5,5,0,90001,0,0,0
无,3252,324,141,0,0,0,0,90001,0,0,0
火印,3253,324,141,0,1,1,0,90001,0,0,0
果敢,3254,324,141,0,2,2,0,90001,0,0,0
硫磺,3255,324,141,0,3,3,0,90001,0,0,0
硫火,3256,324,141,0,4,4,0,90001,0,0,0
面罩,3257,324,141,0,5,5,0,90001,0,0,0
,3258,325,141,0,0,1,0,90001,0,-8886651,0
,3259,325,141,0,1,6,0,90001,0,10657943,0
,3260,325,141,0,2,7,0,90001,0,11447732,0
,3261,325,141,0,3,4,0,90001,0,7237756,0
,3262,325,10,0,4,100,0,90001,0,0,0
,3263,326,141,0,0,0,0,90001,0,0,0
,3264,326,141,0,1,1,0,90001,0,0,0
,3265,326,141,0,2,2,0,90001,0,0,0
,3266,326,141,0,3,3,0,90001,0,0,0
,3267,326,141,0,4,4,0,90001,0,0,0
,3268,326,141,0,5,5,0,90001,0,0,0
,3269,326,141,0,6,6,0,90001,0,0,0
,3270,326,141,0,7,7,0,90001,0,0,0
,3271,326,141,0,8,8,0,90001,0,0,0
,3272,326,141,0,9,9,0,90001,0,0,0
炽燃,3273,327,141,0,0,0,0,90001,0,0,0
可怖,3274,327,141,0,1,1,0,90001,0,0,0
阴燃,3275,327,141,0,2,2,0,90001,0,0,0
双重引线,3276,327,141,0,3,3,0,90001,0,0,0
乱马尾,3277,327,141,0,4,4,0,90001,0,0,0
超长引线,3278,327,141,0,5,5,0,90001,0,0,0
熔火激流,3279,327,141,0,6,6,0,90001,0,0,0
火焰侍女,3280,327,141,0,7,7,0,90001,0,0,0
俊俏短发,3281,327,141,0,8,8,0,90001,0,0,0
时髦,3282,327,141,0,9,9,0,90001,0,0,0
熄灭,3283,327,141,0,10,10,0,90001,0,0,0
,3284,328,141,0,0,1,0,90001,0,-2871795,0
,3285,328,141,0,1,5,0,90001,0,-1,0
,3286,328,141,0,2,6,0,90001,0,-13156017,0
,3287,328,141,0,3,4,0,90001,0,-7370633,0
,3288,328,141,0,4,3,0,90001,0,-6193326,0
,3289,328,141,0,5,2,0,90001,0,-9554930,0
,3290,328,10,0,6,100,0,90001,0,1842472,0
无,3291,404,141,0,0,0,0,90001,0,0,0
大耳环,3292,404,141,0,1,1,0,90001,0,0,0
耳环,3293,404,141,0,2,2,0,90001,0,0,0
双耳环,3294,404,141,0,3,3,0,90001,0,0,0
鼻环,3295,404,141,0,4,4,0,90001,0,0,0
混搭耳环,3296,404,141,0,5,5,0,90001,0,0,0
鼻环,3297,404,141,0,6,6,0,90001,0,0,0
无,3298,405,141,0,0,0,0,90001,0,0,0
火印,3299,405,141,0,1,1,0,90001,0,0,0
果敢,3300,405,141,0,2,2,0,90001,0,0,0
硫磺,3301,405,141,0,3,3,0,90001,0,0,0
硫火,3302,405,141,0,4,4,0,90001,0,0,0
面罩,3303,405,141,0,5,5,0,90001,0,0,0
,3304,331,141,0,0,1,0,90001,0,-2384817,0
,3305,331,141,0,1,7,0,90001,0,-6249571,0
,3306,331,141,0,2,2,0,90001,0,-3181254,0
,3307,331,141,0,3,6,0,90001,0,-8682868,0
,3308,331,141,0,4,4,0,90001,0,-3197911,0
,3309,331,141,0,5,8,0,90001,0,-2434639,0
,3310,331,141,0,6,3,0,90001,0,-3703959,0
,3311,331,141,0,7,5,0,90001,0,-10459277,0
,3312,331,10,0,8,100,0,90001,0,0,0
,3313,406,141,0,0,0,0,90001,0,0,0
,3314,406,141,0,1,1,0,90001,0,0,0
,3315,406,141,0,2,2,0,90001,0,0,0
,3316,406,141,0,3,3,0,90001,0,0,0
,3317,406,141,0,4,4,0,90001,0,0,0
,3318,406,141,0,5,5,0,90001,0,0,0
,3319,407,141,0,0,0,0,90001,0,0,0
漫步者,3321,336,141,0,0,0,0,90001,0,0,0
紧凑,3323,336,141,0,1,1,0,90001,0,0,0
敏锐,3325,336,141,0,2,2,0,90001,0,0,0
潇洒,3327,336,141,0,3,3,0,90001,0,0,0
邋遢,3329,336,141,0,4,4,0,90001,0,0,0
高耸,3331,336,141,0,5,5,0,90001,0,0,0
沙漠,3332,408,141,0,0,0,0,90001,0,0,0
森林,3333,408,141,0,1,1,0,90001,0,0,0
平原,3334,408,141,0,2,2,0,90001,0,0,0
长,3335,338,141,0,0,0,0,90001,0,0,0
钝,3336,338,141,0,1,1,0,90001,0,0,0
平,3337,338,141,0,2,2,0,90001,0,0,0
短,3338,338,141,0,3,3,0,90001,0,0,0
壮,3339,338,141,0,4,4,0,90001,0,0,0
尖,3340,338,141,0,5,5,0,90001,0,0,0
,3341,339,141,0,0,1,0,90001,0,-2384817,0
,3342,339,141,0,1,7,0,90001,0,-6249571,0
,3343,339,141,0,2,2,0,90001,0,-3181254,0
,3344,339,141,0,3,6,0,90001,0,-8682868,0
,3345,339,141,0,4,4,0,90001,0,-3197911,0
,3346,339,141,0,5,8,0,90001,0,-2434639,0
,3347,339,141,0,6,3,0,90001,0,-3703959,0
,3348,339,141,0,7,5,0,90001,0,-10459277,0
,3349,339,10,0,8,100,0,90001,0,0,0
,3350,409,141,0,0,0,0,90001,0,0,0
,3351,409,141,0,1,1,0,90001,0,0,0
,3352,409,141,0,2,2,0,90001,0,0,0
,3353,409,141,0,3,3,0,90001,0,0,0
,3354,409,141,0,4,4,0,90001,0,0,0
,3355,409,141,0,5,5,0,90001,0,0,0
,3356,410,141,0,0,0,0,90001,0,0,0
沙漠,3358,344,141,0,0,0,0,90001,0,0,0
敏锐,3360,344,141,0,1,1,0,90001,0,0,0
警惕,3362,344,141,0,2,2,0,90001,0,0,0
悠闲,3364,344,141,0,3,3,0,90001,0,0,0
弧耳,3366,344,141,0,4,4,0,90001,0,0,0
邋遢,3368,344,141,0,5,5,0,90001,0,0,0
战痕,3370,344,141,0,6,6,0,90001,0,0,0
冷静,3372,344,141,0,7,7,0,90001,0,0,0
沙漠,3373,411,141,0,0,0,0,90001,0,0,0
森林,3374,411,141,0,1,1,0,90001,0,0,0
平原,3375,411,141,0,2,2,0,90001,0,0,0
长,3376,346,141,0,0,0,0,90001,0,0,0
平,3377,346,141,0,1,1,0,90001,0,0,0
钝,3378,346,141,0,2,2,0,90001,0,0,0
圆,3379,346,141,0,3,3,0,90001,0,0,0
尖,3380,346,141,0,4,4,0,90001,0,0,0
短,3381,346,141,0,5,5,0,90001,0,0,0
,3382,347,141,0,0,0,0,90001,0,5853004,0
,3383,347,141,0,1,1,0,90001,0,-7243158,0
,3384,347,141,0,2,2,0,90001,0,-7243158,0
,3385,347,141,0,3,3,0,90001,0,-7243158,0
,3386,347,141,0,4,4,0,90001,0,-3906005,0
,3387,347,141,0,5,5,0,90001,0,-3906005,0
,3388,347,141,0,6,6,0,90001,0,-3906005,0
,3389,347,141,0,7,7,0,90001,0,-8104642,0
,3390,347,141,0,8,8,0,90001,0,-8104642,0
,3391,347,141,0,9,9,0,90001,0,-8104642,0
,3392,347,10,0,10,100,0,90001,0,0,0
,3393,412,141,0,0,0,0,90001,0,0,0
,3394,412,141,0,1,1,0,90001,0,0,0
,3395,412,141,0,2,2,0,90001,0,0,0
,3396,412,141,0,3,3,0,90001,0,0,0
,3397,412,141,0,4,4,0,90001,0,0,0
,3398,412,141,0,5,5,0,90001,0,0,0
,3399,412,141,0,6,6,0,90001,0,0,0
,3400,412,141,0,7,7,0,90001,0,0,0
,3401,412,141,0,8,8,0,90001,0,0,0
光头,3402,350,141,0,0,0,0,90001,0,0,0
威严,3403,350,141,0,1,1,0,90001,0,0,0
超脱,3404,350,141,0,2,2,0,90001,0,0,0
身经百战,3405,350,141,0,3,3,0,90001,0,0,0
悍勇无畏,3406,350,141,0,4,4,0,90001,0,0,0
仿莫西干,3407,350,141,0,5,5,0,90001,0,0,0
野性,3408,350,141,0,6,6,0,90001,0,0,0
粗制,3409,350,141,0,7,7,0,90001,0,0,0
,3410,351,141,0,0,1,0,90001,0,-12498325,0
,3411,351,141,0,1,4,0,90001,0,-10266543,0
,3412,351,141,0,2,6,0,90001,0,-9409736,0
,3413,351,141,0,3,5,0,90001,0,-8230579,0
,3414,351,141,0,4,7,0,90001,0,-10594722,0
,3415,351,141,0,5,3,0,90001,0,-8571109,0
,3416,351,141,0,6,8,0,90001,0,-6446424,0
,3417,351,141,0,7,2,0,90001,0,-6735083,0
,3418,351,10,0,8,100,0,90001,0,1842472,0
无,3419,352,141,0,0,0,0,90001,0,0,0
大胡子,3420,352,141,0,1,1,0,90001,0,0,0
铁环,3421,352,141,0,2,2,0,90001,0,0,0
铁刺,3422,352,141,0,3,3,0,90001,0,0,0
辫胡,3423,352,141,0,4,4,0,90001,0,0,0
山羊胡,3425,352,141,0,5,5,0,90001,0,0,0
驼背,3426,353,141,0,0,1,0,90001,0,0,0
直立,3427,353,141,0,1,0,0,90001,0,0,0
,3428,354,141,0,0,0,0,90001,0,-10924212,0
,3429,354,141,0,1,1,0,90001,0,-7243158,0
,3430,354,141,0,2,2,0,90001,0,-7243158,0
,3431,354,141,0,3,3,0,90001,0,-7243158,0
,3432,354,141,0,4,4,0,90001,0,-3906005,0
,3433,354,141,0,5,5,0,90001,0,-3906005,0
,3434,354,141,0,6,6,0,90001,0,-3906005,0
,3435,354,141,0,7,7,0,90001,0,-8104642,0
,3436,354,141,0,8,8,0,90001,0,-8104642,0
,3437,354,141,0,9,9,0,90001,0,-8104642,0
,3438,354,10,0,10,100,0,90001,0,0,0
,3439,354,12,0,11,101,0,90001,0,0,0
,3440,413,141,0,0,0,0,90001,0,0,0
,3441,413,141,0,1,1,0,90001,0,0,0
,3442,413,141,0,2,2,0,90001,0,0,0
,3443,413,141,0,3,3,0,90001,0,0,0
,3444,413,141,0,4,4,0,90001,0,0,0
,3445,413,141,0,5,5,0,90001,0,0,0
,3446,413,141,0,6,6,0,90001,0,0,0
,3447,413,141,0,7,7,0,90001,0,0,0
,3448,413,141,0,8,8,0,90001,0,0,0
野性,3449,357,141,0,0,0,0,90001,0,0,0
松鼠尾,3450,357,141,0,1,1,0,90001,0,0,0
威严,3451,357,141,0,2,2,0,90001,0,0,0
不羁,3452,357,141,0,3,3,0,90001,0,0,0
坚强,3453,357,141,0,4,4,0,90001,0,0,0
戈隆杀手,3454,357,141,0,5,5,0,90001,0,0,0
柔顺,3455,357,141,0,6,6,0,90001,0,0,0
悍勇,3456,357,141,0,7,7,0,90001,0,0,0
,3457,358,141,0,0,1,0,90001,0,-12498325,0
,3458,358,141,0,1,4,0,90001,0,-10266543,0
,3459,358,141,0,2,6,0,90001,0,-9409736,0
,3460,358,141,0,3,5,0,90001,0,-8230579,0
,3461,358,141,0,4,7,0,90001,0,-10594722,0
,3462,358,141,0,5,3,0,90001,0,-8571109,0
,3463,358,141,0,6,8,0,90001,0,-6446424,0
,3464,358,141,0,7,2,0,90001,0,-6735083,0
,3465,358,10,0,8,100,0,90001,0,1842472,0
无,3466,414,141,0,0,0,0,90001,0,0,0
铁悬环,3467,414,141,0,5,5,0,90001,0,0,0
铁耳刺,3468,414,141,0,6,6,0,90001,0,0,0
尖牙,3469,414,141,0,7,7,0,90001,0,0,0
铁环,3470,886,141,0,2,2,0,90001,0,0,0
项链,3471,887,141,0,3,3,0,90001,0,0,0
光头,3493,362,141,0,0,0,0,90001,0,0,0
汽缸垫,3494,362,141,0,1,1,0,90001,0,0,0
小鬼,3495,362,141,0,2,2,0,90001,0,0,0
永恒经典,3496,362,141,0,3,3,0,90001,0,0,0
疾驰,3497,362,141,0,4,4,0,90001,0,0,0
发明家,3498,362,141,0,5,5,0,90001,0,0,0
流线型,3499,362,141,0,6,6,0,90001,0,0,0
,3500,363,141,0,0,1,0,90001,0,3356221,0
,3501,363,141,0,1,6,0,90001,0,-9407657,0
,3502,363,141,0,2,4,0,90001,0,-10405337,0
,3503,363,141,0,3,7,0,90001,0,11516055,0
,3504,363,141,0,4,3,0,90001,0,-4036288,0
,3505,363,141,0,5,2,0,90001,0,-5749715,0
,3506,363,141,0,6,5,0,90001,0,-1531820,0
,3507,363,10,0,7,100,0,90001,0,0,0
无,3508,364,141,0,0,0,0,90001,0,0,0
螺旋桨,3509,364,141,0,1,1,0,90001,0,0,0
八字大卷须,3510,364,141,0,2,2,0,90001,0,0,0
探索者,3511,364,141,0,3,3,0,90001,0,0,0
戏剧,3512,364,141,0,4,4,0,90001,0,0,0
海象人,3513,364,141,0,5,5,0,90001,0,0,0
无,3514,415,141,0,0,0,0,90001,0,0,0
耳朵,3515,415,141,0,1,1,0,90001,0,0,0
天线,3516,415,141,0,2,2,0,90001,0,0,0
变换器,3517,415,141,0,3,3,0,90001,0,0,0
红外侦测,3518,415,141,0,4,4,0,90001,0,0,0
装甲耳朵,3519,415,141,0,5,5,0,90001,0,0,0
接收器,3520,415,141,0,6,6,0,90001,0,0,0
导体,3521,415,141,0,7,7,0,90001,0,0,0
光学目镜,3522,415,141,0,8,8,0,90001,0,0,0
赛博耳,3523,415,141,0,9,9,0,90001,0,0,0
线缆,3524,415,141,0,10,10,0,90001,0,0,0
耳机,3525,415,141,0,11,11,0,90001,0,0,0
战术目镜,3526,415,141,0,12,12,0,90001,0,0,0
机械耳,3527,415,141,0,13,13,0,90001,0,0,0
传感器,3528,415,141,0,14,14,0,90001,0,0,0
收发器,3529,415,141,0,15,15,0,90001,0,0,0
生化眼镜,3530,415,141,0,16,16,0,90001,0,0,0
生化耳朵,3531,415,141,0,17,17,0,90001,0,0,0
感知器,3532,415,141,0,18,18,0,90001,0,0,0
音速扩音器,3533,415,141,0,19,19,0,90001,0,0,0
标准,3534,366,141,0,0,0,0,90001,0,0,0
钢铁装甲,3535,366,141,0,1,1,0,90001,0,0,0
钢铁握爪,3536,366,141,0,2,2,0,90001,0,0,0
瑟银握爪,3537,366,141,0,3,3,0,90001,0,0,0
,3538,367,141,0,0,0,0,90001,0,0,0
,3539,367,141,0,1,1,0,90001,0,0,0
双马尾,3562,370,141,0,0,0,0,90001,0,0,0
凯旋卷发,3563,370,141,0,1,1,0,90001,0,0,0
蓬松,3564,370,141,0,2,2,0,90001,0,0,0
活塞,3565,370,141,0,3,3,0,90001,0,0,0
摇轴,3566,370,141,0,4,4,0,90001,0,0,0
机轴,3567,370,141,0,5,5,0,90001,0,0,0
疯狂精灵,3568,370,141,0,6,6,0,90001,0,0,0
轻柔海波,3569,370,141,0,7,7,0,90001,0,0,0
,3570,371,141,0,0,1,0,90001,0,3356221,0
,3571,371,141,0,1,6,0,90001,0,-9407657,0
,3572,371,141,0,2,4,0,90001,0,-10405337,0
,3573,371,141,0,3,7,0,90001,0,11516055,0
,3574,371,141,0,4,3,0,90001,0,-4036288,0
,3575,371,141,0,5,2,0,90001,0,-5749715,0
,3576,371,141,0,6,5,0,90001,0,-1531820,0
,3577,371,10,0,7,100,0,90001,0,0,0
无,3578,416,141,0,0,0,0,90001,0,0,0
耳朵,3579,416,141,0,1,1,0,90001,0,0,0
天线,3580,416,141,0,2,2,0,90001,0,0,0
传感器,3581,416,141,0,3,3,0,90001,0,0,0
红外侦测,3582,416,141,0,4,4,0,90001,0,0,0
装甲耳朵,3583,416,141,0,5,5,0,90001,0,0,0
接收器,3584,416,141,0,6,6,0,90001,0,0,0
导体,3585,416,141,0,7,7,0,90001,0,0,0
光学目镜,3586,416,141,0,8,8,0,90001,0,0,0
赛博耳,3587,416,141,0,9,9,0,90001,0,0,0
线缆,3588,416,141,0,10,10,0,90001,0,0,0
耳机,3589,416,141,0,11,11,0,90001,0,0,0
战术目镜,3590,416,141,0,12,12,0,90001,0,0,0
机械耳,3591,416,141,0,13,13,0,90001,0,0,0
传感器,3592,416,141,0,14,14,0,90001,0,0,0
收发器,3593,416,141,0,15,15,0,90001,0,0,0
生化眼镜,3594,416,141,0,16,16,0,90001,0,0,0
生化耳朵,3595,416,141,0,17,17,0,90001,0,0,0
感知器,3596,416,141,0,18,18,0,90001,0,0,0
音速扩音器,3597,416,141,0,19,19,0,90001,0,0,0
标准,3598,374,141,0,0,0,0,90001,0,0,0
钢铁装甲,3599,374,141,0,1,1,0,90001,0,0,0
钢铁握爪,3600,374,141,0,2,2,0,90001,0,0,0
瑟银握爪,3601,374,141,0,3,3,0,90001,0,0,0
,3602,375,141,0,0,0,0,90001,0,0,0
,3603,375,141,0,1,1,0,90001,0,0,0
