Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID
获取“燃烧的远征”竞技场第三赛季的复仇角斗士的虚空幼龙。,复仇角斗士的虚空幼龙,,888,-1,-1,0,15269,1,0,133120,20,132249,0,3997,0,0
学习中级骑术。,迅如闪电,,889,-1,-1,891,92,0,10,2097152,24,132225,0,1130,0,0
学习高级骑术。,向远方奔跑,,890,-1,-1,889,92,0,10,2097152,25,132239,0,1133,0,0
学习初级骑术。,驾！,,891,-1,-1,0,92,1,10,2097152,23,132261,0,2816,0,0
学习专家级骑术。,这就对了,,892,-1,-1,0,15446,0,0,2099200,32,132268,0,1136,0,0
从赞加沼泽的塞纳里奥远征队那里购买一头塞纳里奥作战角鹰兽。,塞纳里奥作战角鹰兽,,893,-1,-1,0,14865,1,10,131072,3,132265,0,5192,0,0
在沙塔尔天空卫队阵营中达到崇拜声望。,翱翔在斯克提斯,,894,-1,-1,0,14865,0,10,0,4,132191,0,9118,0,0
在奥格瑞拉阵营中达到崇拜声望。,每日一任务，食人魔全无忧,,896,-1,-1,0,14865,0,10,0,5,133594,0,2820,0,0
在破碎残阳阵营中达到崇拜声望。,残阳勇士,,897,-1,-1,0,14865,0,10,0,6,134993,0,1139,0,0
在灵翼之龙阵营中达到崇拜声望。,灵翼之翼,,898,-1,-1,0,14865,0,10,0,7,132250,0,1757,0,0
在库雷尼阵营中达到崇拜声望。,库雷尼,,899,-1,1,0,14865,0,15,0,8,134060,0,7005,0,0
在孢子村阵营中达到崇拜声望。,孢子村之友,,900,-1,-1,0,14865,0,15,0,11,134532,0,4659,0,0
在玛格汉阵营中达到崇拜声望。,德拉诺的玛格汉,,901,-1,0,0,14865,0,15,0,9,134060,0,1142,0,0
在星界财团阵营中达到崇拜声望。,首席崇拜官,,902,-1,-1,0,14865,0,10,0,10,132881,0,8375,0,0
在占星者阵营或奥尔多阵营中达到崇拜声望。,分裂的沙塔斯,,903,-1,-1,0,14865,1,10,0,12,135745,0,1810,0,0
完成下列5个老渔夫巴尔洛的钓鱼日常任务。,老渔夫巴尔洛,,905,-1,-1,0,171,0,10,0,25,236575,0,6324,0,0
完成下列4个巨石洛克洛的烹饪日常任务。,香味弥漫,,906,-1,-1,0,170,0,10,0,23,133778,0,4837,0,0
在战歌峡谷、阿拉希盆地和奥特兰克山谷中达到崇拜声望。,审判者,头衔奖励：审判者,907,-1,1,0,95,0,20,0,32,134474,0,10705,0,0
在满级时完成100次战场战斗。,战斗的召唤！,,908,-1,1,0,95,0,10,128,33,236309,0,6308,0,0
在满级时完成100次战场战斗。,战斗的召唤！,,909,-1,0,0,95,0,10,128,34,236309,0,3839,0,0
祭拜地下城中的长者。,地下城中的长者,,910,-1,-1,0,160,0,10,0,15,135982,0,1292,0,0
祭拜卡利姆多的长者。,卡利姆多的长者,,911,-1,-1,0,160,0,10,0,12,135982,0,4636,0,0
祭拜东部王国的长者。,东部王国的长者,,912,-1,-1,0,160,0,10,0,11,135982,0,5707,0,0
完成下列春节成就。,尊敬长者,头衔奖励：长者,913,-1,-1,0,155,0,30,131072,1,236704,0,4941,0,0
祭拜部落主城中的长者。,部落的长者,,914,-1,-1,0,160,0,10,0,17,135982,0,8370,0,0
祭拜联盟主城中的长者。,联盟的长者,,915,-1,-1,0,160,0,10,0,16,135982,0,2550,0,0
通过拍卖行所得金币,通过拍卖行所得金币,,919,-1,-1,0,140,0,0,1,5,136243,0,9121,0,0
向商人出售物品所得金币,向商人出售物品所得金币,,921,-1,-1,0,140,0,0,1,10,136243,0,10416,0,0
饮用法力药水,饮用法力药水,,922,-1,-1,0,145,0,0,1,7,136243,0,3886,0,0
饮用药剂,饮用药剂,,923,-1,-1,0,145,0,0,1,10,136243,0,285,0,0
进入5人地下城副本的次数,进入5人地下城副本的次数,,932,-1,-1,0,14807,0,0,1,1,136243,0,6213,0,0
进入10人团队副本的次数,进入10人团队副本的次数,,933,-1,-1,0,14807,0,0,1,2,136243,0,2141,0,0
进入25人团队副本的次数,进入25人团队副本的次数,,934,-1,-1,0,14807,0,0,1,3,136243,0,884,0,0
击败年兽并完成“艾露恩的祝福”任务。,艾露恩的祝福,,937,-1,-1,0,160,0,10,0,9,237537,0,6643,0,0
在诺森德完成包括“母龙之怒”在内的所有赫米特·奈辛瓦里任务。,诺森德的雪,,938,-1,-1,0,14863,0,10,0,17,132187,0,6928,0,0
在纳格兰完成包括“终极挑战”在内的所有赫米特·奈辛瓦里任务。,白色雷象一般的山丘,,939,-1,-1,0,14862,0,10,0,1,132254,0,4721,0,0
在荆棘谷完成包括“王牌猎人”在内的所有赫米特·奈辛瓦里任务。,荆棘谷的青山,,940,-1,-1,0,14861,0,10,0,22,132267,0,5704,0,0
完成“荆棘谷的青山”、“白色雷象一般的山丘”和“诺森德的雪”成就。,赫米特·奈辛瓦里：收集任务,,941,-1,-1,0,96,0,10,131072,28,135614,0,2257,0,0
将你在木喉要塞、孢子村和库雷尼势力中的声望从冷淡提升到崇拜。,外交家,头衔奖励：外交家,942,-1,1,0,201,0,25,0,22,133146,0,431,0,0
将你在木喉要塞、孢子村和玛格汉势力中的声望从冷淡提升到崇拜。,外交家,头衔奖励：外交家,943,-1,0,0,201,0,25,0,23,133146,0,4298,0,0
在木喉要塞阵营中达到崇拜声望。,熊怪之友,,944,-1,-1,0,14864,0,15,0,2,236696,0,4662,0,0
在银色黎明和银色北伐军阵营中达到崇拜声望。,银色勇士,头衔奖励：银色勇士,945,-1,-1,0,201,0,25,0,24,135921,0,4010,0,0
在银色黎明阵营中达到崇拜声望。,银色黎明,,946,-1,-1,0,14864,0,15,0,1,133440,0,9124,0,0
在银色北伐军阵营中达到崇拜声望。,银色北伐军,,947,-1,-1,0,14866,0,15,0,1,133441,0,4303,0,0
在全部6座联盟主城中都达到崇拜声望。,联盟的大使,头衔奖励：大使,948,-1,1,0,201,0,10,0,21,236592,0,4867,0,0
在卡鲁亚克阵营中达到崇拜声望。,海象人的偶像,,949,-1,-1,0,14866,0,15,0,2,236697,0,3558,0,0
在狂心氏族阵营中达到崇拜声望。,狂心氏族,,950,-1,-1,0,14866,0,10,0,3,132266,0,6216,0,0
在神谕者阵营中达到崇拜声望。,神谕者,,951,-1,-1,0,14866,0,10,0,4,134169,0,4306,0,0
在神谕者和狂心氏族阵营中达到崇拜声望。,索拉查雇佣兵,,952,-1,-1,0,14866,0,10,131072,5,136056,0,7353,0,0
在塞纳里奥议会和塞纳里奥远征队阵营中达到崇拜声望。,塞纳留斯的卫士,头衔奖励：塞纳留斯的卫士,953,-1,-1,0,201,0,25,0,25,132280,0,5138,0,0
在海达希亚水元素阵营中达到崇拜声望。,海达希亚水元素,,955,-1,-1,0,14864,0,10,0,3,135862,0,2677,0,0
在诺兹多姆的子嗣阵营中达到崇拜声望。,诺兹多姆的子嗣,,956,-1,-1,0,14864,0,10,0,4,134156,0,3747,0,0
在赞达拉部族阵营中达到崇拜声望。,赞达拉部族的英雄,,957,-1,-1,0,15234,0,0,2048,8,132529,0,2507,0,0
在灰舌死誓者阵营中达到崇拜声望。,死誓者的誓言,,958,-1,-1,0,14865,0,10,0,13,236691,0,1319,0,0
在流沙之鳞阵营中达到崇拜声望。,流沙之鳞,,959,-1,-1,0,14865,0,10,0,14,132856,0,3750,0,0
在紫罗兰之眼阵营中达到崇拜声望。,紫罗兰之眼,,960,-1,-1,0,14865,0,10,0,15,135933,0,5545,0,0
为狂心氏族阵营完成下列8个日常任务。,狂心的荣誉,,961,-1,-1,0,14863,0,10,0,15,236824,0,1195,0,0
为神谕者阵营完成下列8个日常任务。,神谕者的救星,,962,-1,-1,0,14863,0,10,0,16,236827,0,4050,0,0
找到卡利姆多的糖罐。,卡利姆多的糖果,,963,-1,1,0,158,0,10,0,16,236546,0,6219,0,0
从65码的高度掉落下来，但是不摔死。,失足坠落？,,964,-1,-1,0,97,0,10,0,11,237570,0,5142,0,0
找到卡利姆多的糖罐。,卡利姆多的糖果,,965,-1,0,0,158,0,10,0,22,236546,0,6585,0,0
找到东部王国的糖罐。,东部王国的糖果,,966,-1,1,0,158,0,10,0,17,133983,0,3778,0,0
找到东部王国的糖罐。,东部王国的糖果,,967,-1,0,0,158,0,10,0,23,133983,0,6677,0,0
找到外域的糖罐。,外域的糖果,,968,-1,0,0,158,0,10,0,24,133985,0,3683,0,0
找到外域的糖罐。,外域的糖果,,969,-1,1,0,158,0,10,0,18,133985,0,1561,0,0
完成卡利姆多、东部王国和外域的糖果成就。,艾泽拉斯的糖果,,971,-1,-1,0,158,0,20,131072,28,133984,0,1087,0,0
从任意一座旅店的糖罐里获取一把糖果。,不给糖果就捣乱！,,972,-1,-1,0,158,0,10,0,1,133986,0,1092,0,0
完成5个日常任务。,完成5个日常任务,,973,-1,-1,0,96,0,10,0,10,236672,0,6251,0,0
完成50个日常任务。,完成50个日常任务,,974,-1,-1,973,96,0,10,0,11,236673,0,3065,0,0
完成200个日常任务。,完成200个日常任务,,975,-1,-1,974,96,0,10,0,12,236674,0,3806,0,0
完成500个日常任务。,完成500个日常任务,,976,-1,-1,975,96,0,10,0,13,236675,0,4718,0,0
完成1000个日常任务。,完成1000个日常任务,,977,-1,-1,976,96,0,10,0,14,236676,0,2074,0,0
完成3000个任务。,完成3000个任务,头衔奖励：搜寻者,978,-1,-1,32,96,0,50,0,9,236671,0,6963,0,0
在万圣节期间获得一副面具。,面具怪杰,,979,-1,-1,0,158,1,10,0,7,133569,0,1896,0,0
在万圣节期间，从血色修道院的无头骑士那里获取无头骑士的缰绳。,无头骑士的缰绳,,980,-1,-1,0,15269,1,0,133120,3,132501,0,436,0,0
使用牙签，展现你的闪亮笑容。,闪亮的微笑,,981,-1,-1,0,158,0,10,0,9,236550,0,1609,0,0
对所有联盟种族分别进行一次荣誉消灭。,知己知彼,,1005,-1,0,0,95,0,10,0,14,132155,0,1612,0,0
在你所属阵营的任意主城中消灭50个敌对阵营的玩家。,城市卫兵,,1006,-1,0,0,95,0,10,128,19,236629,0,1024,0,0
在龙眠联军阵营中达到崇拜声望。,龙眠联军,,1007,-1,-1,0,14866,0,10,0,6,236699,0,8378,0,0
在肯瑞托阵营中达到崇拜声望。,肯瑞托,,1008,-1,-1,0,14866,0,10,0,7,236693,0,663,0,0
在黑锋骑士团阵营中达到崇拜声望。,黑锋骑士团,,1009,-1,-1,0,14866,0,10,0,8,236694,0,6674,0,0
在银色北伐军、龙眠联军、肯瑞托和黑锋骑士团阵营中达到崇拜声望。,诺森德先锋,,1010,-1,-1,0,14866,0,20,0,9,136001,0,7008,0,0
在部落先遣军中达到崇拜声望。,北地之风,,1011,-1,0,0,14866,0,20,0,10,136003,0,4730,0,0
在联盟先遣军阵营中达到崇拜声望。,北地之风,,1012,-1,1,0,14866,0,20,0,11,136002,0,8071,0,0
在35个势力中达到崇拜声望。,35个声望崇拜,,1014,-1,-1,518,201,0,10,131200,8,236687,0,76914,0,0
在40个势力中达到崇拜声望。,40个声望崇拜,头衔奖励：崇高者,1015,-1,-1,1014,201,0,10,131200,9,236688,0,76742,0,0
收集一个宠物。,我可以养它吗？,,1017,-1,-1,0,15118,0,10,131072,1,132599,0,22150,0,0
收集10种战袍外观。,十件战袍,,1020,-1,-1,621,15246,0,10,131072,2,135026,0,60636,621,0
收集25种战袍外观。,二十五件战袍,奖励：成就战袍,1021,-1,-1,1020,15246,0,10,131072,3,132671,0,60638,621,0
祭拜东部王国的火焰。,东部王国护焰者,,1022,-1,1,0,161,0,10,0,5,135265,0,3948,0,0
祭拜卡利姆多的火焰。,卡利姆多护焰者,,1023,-1,1,0,161,0,10,0,6,135265,0,103,0,0
祭拜外域的火焰。,外域护焰者,,1024,530,1,0,161,0,10,0,8,135265,0,1821,0,0
祭拜东部王国的火焰。,东部王国护火者,,1025,-1,0,0,161,0,10,0,26,135265,0,7316,0,0
祭拜卡利姆多的火焰。,卡利姆多护火者,,1026,-1,0,0,161,0,10,0,27,135265,0,12374,0,0
祭拜外域的火焰。,外域护火者,,1027,530,0,0,161,0,10,0,29,135265,0,1830,0,0
亵渎部落在东部王国的篝火。,东部王国灭火,,1028,-1,1,0,161,0,10,0,16,135820,0,1242,0,0
亵渎部落在卡利姆多的篝火。,卡利姆多灭火,,1029,-1,1,0,161,0,10,0,17,135820,0,7330,0,0
亵渎部落在外域的篝火。,外域灭火,,1030,-1,1,0,161,0,10,0,19,135820,0,3925,0,0
亵渎联盟在东部王国的篝火。,东部王国灭火,,1031,-1,0,0,161,0,10,0,36,135820,0,1256,0,0
亵渎联盟在卡利姆多的篝火。,卡利姆多灭火,,1032,-1,0,0,161,0,10,0,37,135820,0,1435,0,0
亵渎联盟在外域的篝火。,外域灭火,,1033,-1,0,0,161,0,10,0,39,135820,0,2029,0,0
完成所有的护焰者成就。,艾泽拉斯的火焰,,1034,-1,1,0,161,0,10,131072,12,135807,0,4549,0,0
完成所有的灭火成就。,亵渎部落,,1035,-1,1,0,161,0,10,131072,23,135820,0,2484,0,0
完成所有的护火者成就。,艾泽拉斯的火焰,,1036,-1,0,0,161,0,10,131072,34,135807,0,515,0,0
完成所有的灭火成就。,亵渎联盟,,1037,-1,0,0,161,0,10,131072,44,135820,0,5300,0,0
完成下列仲夏火焰节成就。,护焰者,头衔奖励：护焰者,1038,-1,1,0,155,0,20,131072,5,135268,0,6199,0,0
完成下列仲夏火焰节成就。,护火者,头衔奖励：护火者,1039,-1,0,0,155,0,20,131072,6,135269,0,1623,0,0
通过完成下列任务来搞砸部落的万圣节庆典，并挫败他们破坏联盟庆典的企图。,糟糕的万圣节,,1040,-1,1,0,158,0,10,0,10,236549,0,5735,0,0
通过完成下列任务来搞砸联盟的万圣节庆典，并挫败他们破坏部落庆典的企图。,糟糕的万圣节,,1041,-1,0,0,158,0,10,0,11,236549,0,7977,0,0
拥抱的次数,拥抱的次数,,1042,-1,-1,0,131,0,0,1,1,136243,0,2491,0,0
欢呼的总次数,欢呼的总次数,,1045,-1,-1,0,131,0,0,1,5,136243,0,3865,0,0
捂脸的总次数,捂脸的总次数,,1047,-1,-1,0,131,0,0,1,2,136243,0,14995,0,0
招手的总次数,招手的总次数,,1065,-1,-1,0,131,0,0,1,6,136243,0,1722,0,0
大笑的总次数,大笑的总次数,,1066,-1,-1,0,131,0,0,9,4,136243,0,398,0,0
哭泣的总次数,哭泣的总次数,,1067,-1,-1,0,131,0,0,1,3,136243,0,8349,0,0
消灭击碎者克里丹（鲜血熔炉）,消灭击碎者克里丹（鲜血熔炉）,,1068,542,-1,0,14822,0,5,1,2,136124,0,210,0,0
消灭节点亲王沙法尔（法力陵墓）,消灭节点亲王沙法尔（法力陵墓）,,1069,557,-1,0,14822,0,5,1,3,136039,0,2756,0,0
消灭时空猎手（逃离敦霍尔德）,消灭时空猎手（逃离敦霍尔德）,,1070,560,-1,0,14822,0,5,1,4,134156,0,2144,0,0
消灭夸格米拉（奴隶围栏）,消灭夸格米拉（奴隶围栏）,,1071,547,-1,0,14822,0,5,1,5,134186,0,13773,0,0
消灭黑色阔步者（幽暗沼泽）,消灭黑色阔步者（幽暗沼泽）,,1072,546,-1,0,14822,0,5,1,6,136029,0,10413,0,0
消灭大主教玛拉达尔（奥金尼地穴）,消灭大主教玛拉达尔（奥金尼地穴）,,1073,558,-1,0,14822,0,5,1,7,135188,0,10142,0,0
消灭利爪之王艾吉斯（塞泰克大厅）,消灭利爪之王艾吉斯（塞泰克大厅）,,1074,556,-1,0,14822,0,5,1,8,132926,0,10405,0,0
消灭摩摩尔（暗影迷宫）,消灭摩摩尔（暗影迷宫）,,1075,555,-1,0,14822,0,5,1,9,133534,0,3564,0,0
消灭埃欧努斯（开启黑暗之门）,消灭埃欧努斯（开启黑暗之门）,,1076,269,-1,0,14822,0,5,1,10,134154,0,261,0,0
消灭督军卡利瑟里斯（蒸汽地窟）,消灭督军卡利瑟里斯（蒸汽地窟）,,1077,545,-1,0,14822,0,5,1,11,135127,0,8155,0,0
消灭酋长卡加斯·刃拳（破碎大厅）,消灭酋长卡加斯·刃拳（破碎大厅）,,1078,540,-1,0,14822,0,5,1,12,132344,0,5829,0,0
消灭计算者帕萨雷恩（能源舰）,消灭计算者帕萨雷恩（能源舰）,,1079,554,-1,0,14822,0,5,1,13,135480,0,2939,0,0
消灭迁跃扭木（生态船）,消灭迁跃扭木（生态船）,,1080,553,-1,0,14822,0,5,1,14,135692,0,10145,0,0
消灭预言者斯克瑞斯（禁魔监狱）,消灭预言者斯克瑞斯（禁魔监狱）,,1081,552,-1,0,14822,0,5,1,15,132776,0,3400,0,0
消灭凯尔萨斯·逐日者（魔导师平台）,消灭凯尔萨斯·逐日者（魔导师平台）,,1082,585,-1,0,14822,0,5,1,16,134373,0,8288,0,0
消灭玛克扎尔王子（卡拉赞）,消灭玛克扎尔王子（卡拉赞）,,1083,532,-1,0,14822,0,5,1,17,135735,0,273,0,0
消灭祖尔金（祖阿曼）,消灭祖尔金（祖阿曼）,,1084,568,-1,0,14822,0,5,1,18,133095,0,2942,0,0
消灭格鲁尔（格鲁尔的巢穴）,消灭格鲁尔（格鲁尔的巢穴）,,1085,565,-1,0,14822,0,5,1,19,135084,0,7021,0,0
消灭玛瑟里顿（玛瑟里顿的巢穴）,消灭玛瑟里顿（玛瑟里顿的巢穴）,,1086,544,-1,0,14822,0,5,1,20,135564,0,4519,0,0
消灭瓦丝琪（毒蛇神殿）,消灭瓦丝琪（毒蛇神殿）,,1087,548,-1,0,14822,0,5,1,21,132852,0,5652,0,0
消灭凯尔萨斯·逐日者（风暴要塞）,消灭凯尔萨斯·逐日者（风暴要塞）,,1088,550,-1,0,14822,0,5,1,22,135208,0,2945,0,0
消灭伊利丹·怒风（黑暗神殿）,消灭伊利丹·怒风（黑暗神殿）,,1089,564,-1,0,14822,0,5,1,24,135561,0,8898,0,0
消灭基尔加丹（太阳之井高地）,消灭基尔加丹（太阳之井高地）,,1090,580,-1,0,14822,0,5,1,25,134993,0,12347,0,0
,消灭“船长”曲奇（死亡矿井）,,1091,36,-1,0,14821,0,5,1,2,133694,0,8901,0,0
,消灭高弗雷勋爵（影牙城堡）,,1092,33,-1,0,14821,0,5,1,4,135752,0,6547,0,0
,消灭大检察官怀特迈恩（血色修道院）,,1093,1004,-1,0,14821,0,0,1,11,133154,0,2948,0,0
消灭乌克兹·沙顶（祖尔法拉克）,消灭乌克兹·沙顶（祖尔法拉克）,,1094,209,-1,0,14821,0,5,1,13,132482,0,276,0,0
消灭达格兰·索瑞森大帝（黑石深渊）,消灭达格兰·索瑞森大帝（黑石深渊）,,1095,230,-1,0,14821,0,5,1,16,132839,0,14324,0,0
消灭达基萨斯将军（黑石塔）,消灭达基萨斯将军（黑石塔上层）,,1096,229,-1,0,14821,0,5,1,20,134966,0,9942,0,0
消灭瑞文戴尔（斯坦索姆）,消灭瑞文戴尔（斯坦索姆）,,1097,329,-1,0,14821,0,5,1,17,237511,0,3415,0,0
消灭奥妮克希亚（奥妮克希亚的巢穴）,消灭奥妮克希亚（奥妮克希亚的巢穴）,,1098,249,-1,0,14821,0,5,1,22,134153,0,3820,0,0
消灭拉格纳罗斯（熔火之心）,消灭拉格纳罗斯（熔火之心）,,1099,409,-1,0,14821,0,5,1,23,135790,0,1716,0,0
消灭奈法利安（黑翼之巢）,消灭奈法利安（黑翼之巢）,,1100,469,-1,0,14821,0,5,1,24,134154,0,3403,0,0
消灭克苏恩（安其拉神殿）,消灭克苏恩（安其拉神殿）,,1101,531,-1,0,14821,0,5,1,25,133575,0,6183,0,0
消灭哈卡（祖尔格拉布）,消灭哈卡（祖尔格拉布）,,1102,309,-1,0,15176,0,5,524289,7,133798,0,3419,0,0
“巫妖王之怒”5人副本完成次数（消灭最终首领）,巫妖王 -5人副本完成次数（消灭最终首领）,,1103,-1,-1,0,14807,0,0,1,4,136243,0,6738,0,0
“巫妖王之怒”10人团队副本完成次数（消灭最终首领）,巫妖王 -10人团队副本完成次数（消灭最终首领）,,1104,-1,-1,0,14807,0,0,9,5,136243,0,12356,0,0
5v5竞技场荣誉消灭,5v5竞技场荣誉消灭,,1109,-1,-1,0,136,0,0,524289,7,136243,0,4236,0,0
3v3竞技场荣誉消灭,3v3竞技场荣誉消灭,,1110,-1,-1,0,136,0,0,1,6,136243,0,9677,0,0
2v2竞技场荣誉消灭,2v2竞技场荣誉消灭,,1111,-1,-1,0,136,0,0,1,5,136243,0,5873,0,0
风暴之眼荣誉消灭,风暴之眼荣誉消灭,,1112,-1,-1,0,136,0,0,1,11,136243,0,5876,0,0
奥特兰克山谷荣誉消灭,奥特兰克山谷荣誉消灭,,1113,-1,-1,0,136,0,0,1,8,136243,0,5879,0,0
阿拉希盆地荣誉消灭,阿拉希盆地荣誉消灭,,1114,-1,-1,0,136,0,0,1,9,136243,0,10112,0,0
战歌峡谷荣誉消灭,战歌峡谷荣誉消灭,,1115,-1,-1,0,136,0,0,1,10,136243,0,6946,0,0
最常使用的绷带,最常使用的绷带,,1125,-1,-1,0,145,0,0,17,2,136243,0,24789,344,0
从敌对阵营的主城中窃取烈焰，并完成“盗贼的奖励”任务。,火焰节之王,,1145,-1,-1,0,161,1,10,0,3,133076,0,2523,0,0
花费在旅行上的金币,花费在旅行上的金币,,1146,-1,-1,0,140,0,0,1,11,136243,0,10623,0,0
花费在理发店中的金币,花费在理发店中的金币,,1147,-1,-1,0,140,0,0,1,12,136243,0,5106,0,0
花费在邮寄信件上的金币,花费在邮寄信件上的金币,,1148,-1,-1,0,140,0,0,1,13,136243,0,893,0,0
在奥特兰克山谷的雷矛大厅中消灭50名敌对玩家。,忠诚的卫士,,1151,30,1,0,14801,0,10,0,8,236368,0,4239,0,0
在一场阿拉希盆地的战斗中防守3座基地。,固若金汤,,1153,-1,-1,0,14802,0,10,0,6,236346,0,1153,0,0
在与其他玩家的决斗中获胜。,决斗赢家,,1157,-1,-1,0,95,0,10,0,11,132148,0,1192,0,0
在2v2竞技场比赛中达到2200个人等级。,两人世界：2200,,1159,-1,-1,401,165,0,10,12288,9,236329,0,645,0,0
在3v3竞技场比赛中达到2200个人等级。,三人行：2200,,1160,-1,-1,405,165,0,10,12288,13,236336,0,3133,0,0
在5v5竞技场比赛中达到2200个人等级。,五子登科：2200,,1161,-1,-1,404,15270,0,0,2048,111,236343,0,508,0,0
获得连续10场排位赛的胜利，且保持个人等级在1800以上。,再接再厉,,1162,-1,-1,0,165,0,10,0,17,135805,0,4698,0,0
在本阵营占领两座矿洞的情况下获得奥特兰克山谷的胜利。,毫不浪费,,1164,30,0,0,14801,0,10,0,10,236389,0,511,0,0
装备哈莉丝·西尔顿的“巨无霸”背包。,我的背包是“巨无霸”,,1165,-1,-1,0,15246,0,10,0,5,133660,0,6949,0,0
在奥特兰克山谷中拾取提古勒的签名照。,曝光的照片,,1166,30,-1,0,14801,0,10,0,20,134946,0,8526,0,0
完成下列奥特兰克山谷成就。,奥特兰克山谷主宰,,1167,-1,-1,0,14801,0,25,135168,21,133308,0,6662,0,0
完成下列阿拉希盆地成就。,阿拉希盆地主宰,,1169,-1,-1,0,14802,0,25,135168,16,133282,0,4409,0,0
完成下列风暴之眼成就。,风暴之眼主宰,,1171,-1,-1,0,14803,0,25,135168,13,136032,0,5639,0,0
完成下列战歌峡谷成就。,战歌峡谷主宰,,1172,-1,-1,0,14804,0,25,135168,19,134420,0,1411,0,0
完成下列竞技场成就。,竞技场大师,头衔奖励：竞技场大师,1174,-1,-1,0,15279,0,0,133120,53,236541,0,1047,0,0
完成下列战场成就。,战斗大师,头衔奖励：战斗大师,1175,-1,0,0,95,0,50,143360,40,236626,0,1057,0,0
拾取100金币。,积少成多,,1176,-1,-1,0,92,0,10,0,15,133789,0,2254,0,0
拾取1000金币。,积少成多,,1177,-1,-1,1176,92,0,10,0,16,133787,0,8440,0,0
拾取5000金币。,积少成多,,1178,-1,-1,1177,92,0,10,0,17,133786,0,3817,0,0
拾取10000金币。,积少成多,,1180,-1,-1,1178,92,0,10,0,18,133785,0,2520,0,0
拾取25000金币。,积少成多,,1181,-1,-1,1180,92,0,10,0,19,133784,0,6472,0,0
通过任务奖励获得10000金币。,养家糊口,,1182,-1,-1,0,96,0,10,0,31,133799,0,2189,0,0
品尝本月美酒俱乐部提供的12种啤酒。,年度美酒,,1183,-1,-1,0,162,0,10,0,6,133201,0,2192,0,0
获得下列美酒节啤酒。别一次全喝光了！,奇怪的美酒,,1184,-1,1,0,162,0,10,0,1,132795,0,2206,0,0
品尝下列8种美酒节食品。,美酒节的佳肴,,1185,-1,-1,0,162,0,10,0,4,133196,0,4955,0,0
在黑铁矮人进攻时保卫美酒节营地，并完成任务“那次，我喝醉了之后……”。,干掉黑铁矮人,,1186,-1,-1,0,15416,1,0,2048,1,134575,0,4843,0,0
使用银色箭头射中10个玩家。,被射中了！,,1188,-1,-1,0,187,0,10,0,15,132382,0,2090,0,0
完成下列地狱火半岛故事线。,来往地狱火半岛,,1189,-1,1,0,14862,0,10,0,2,236778,0,62951,0,0
完成下列赞加沼泽故事线。,沼泽的秘密,,1190,-1,-1,0,14862,0,10,0,4,236855,0,62987,0,0
完成下列泰罗卡森林故事线。,泰罗卡的恐惧,,1191,-1,1,0,14862,0,10,0,5,236847,0,63080,0,0
完成下列纳格兰故事线。,纳格兰大满贯,,1192,-1,1,0,14862,0,10,0,7,236810,0,63190,0,0
完成下列刀锋山故事线。,刀锋之山,,1193,-1,-1,0,14862,0,10,0,9,236719,0,63157,0,0
完成下列虚空风暴故事线。,进入虚空,,1194,-1,-1,0,14862,0,10,0,10,236811,0,63236,0,0
完成下列影月谷故事线。,背叛者之影,,1195,-1,-1,0,14862,0,10,0,11,236816,0,63255,0,0
击败总数,击败总数,,1197,-1,-1,0,128,0,0,9,1,136243,0,1159,0,0
击败并获得经验/荣誉的总数,击败并获得经验/荣誉的总数,,1198,-1,-1,0,128,0,0,9,2,136243,0,2513,0,0
学习专业,学习专业,,1199,-1,-1,0,132,0,0,1,1,136243,0,1163,0,0
辅助技能达到上限,辅助技能达到上限,,1200,-1,-1,0,132,0,0,1,3,136243,0,7766,0,0
专业技能达到上限,专业技能达到上限,,1201,-1,-1,0,132,0,0,1,2,136243,0,1176,0,0
获得下列美酒节啤酒。别一次全喝光了！,奇怪的美酒,,1203,-1,0,0,162,0,10,0,2,132795,0,4701,0,0
在占星者和奥尔多阵营中达到崇拜声望。,沙塔斯的英雄,,1205,-1,-1,0,15273,0,0,2048,1,135760,0,1814,0,0
向艾泽拉斯的小动物展示你的爱心（使用/love命令）。,我亲爱的小松鼠们,,1206,-1,-1,0,14777,0,10,0,26,237182,0,1631,0,0
在下列渔点中各钓到一条鱼。,外域渔夫,,1225,530,-1,0,171,0,10,0,26,236576,0,213,0,0
被德鲁伊复活,被德鲁伊复活,,1229,-1,-1,0,122,0,0,9,12,136243,0,195,0,0
消灭克莉斯塔萨（魔枢）,消灭克莉斯塔萨（魔枢）,,1231,576,-1,0,14823,0,5,1,3,135840,0,7983,0,0
消灭阿努巴拉克（艾卓-尼鲁布）,消灭阿努巴拉克（艾卓-尼鲁布）,,1232,601,-1,0,14823,0,5,1,5,135442,0,965,0,0
消灭传令官沃拉兹（安卡赫特：古代王国）,消灭传令官沃拉兹（安卡赫特：古代王国）,,1233,619,-1,0,14823,0,5,1,7,134321,0,5046,0,0
消灭先知萨隆亚（达克萨隆要塞）,消灭先知萨隆亚（达克萨隆要塞）,,1234,600,-1,0,14823,0,5,1,9,135198,0,968,0,0
消灭塞安妮苟萨（紫罗兰监狱）,消灭塞安妮苟萨（紫罗兰监狱）,,1235,608,-1,0,14823,0,5,1,11,135440,0,8895,0,0
