ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
461,疾跑,提高你的移动速度，应对|C00b3ffff危害|R。,0,4,132307,0,16
462,邪能冲撞,冲向目标，应对|C00b3ffff危害|R。,0,4,1247261,0,16
463,投掷利刃,向你的敌人投掷一把恶魔利刃，应对|C00b3ffff爪牙|R。,0,4,1305159,0,16
464,吞噬魔法,打断敌人施法，应对|C00b3ffff法术|R。,0,4,1305153,0,16
465,闪现术,向前方传送一小段距离，应对|C00b3ffff危害|R。,0,4,135736,0,16
466,法术反制,打断敌人施放的法术，应对|C00b3ffff法术|R。,0,4,135856,0,16
467,暴风雪,破碎的冰块从天而降击中目标区域，应对|C00b3ffff爪牙|R。,0,4,135857,0,16
468,迎头痛击,你对目标迎头痛击，应对|C00b3ffff法术|R。,0,4,236946,0,16
469,星辰坠落,召唤星光之雨，应对|C00b3ffff爪牙|R。,0,4,135753,0,16
470,急奔,激活猎豹形态并快速冲刺，应对|C00b3ffff危害|R。,0,4,132120,0,16
471,诅咒,没有额外战利品。,0,4,1380306,0,0
472,扰乱,任务消耗提高。,0,4,1383683,0,0
473,头部损伤,执行这个任务的勇士会失去经验值。,0,4,1380307,0,0
474,装备红了,执行这个任务的勇士会降低物品等级。,0,4,1380306,0,0
475,英雄,成功率降低50%。,0,4,1380305,0,0
476,史诗,成功率降低75%。,0,4,1380305,0,0
482,强大,降低成功率。,0,4,1390116,0,0
485,邪焰火雨,有|C00b3ffff爪牙|R的任务成功率提高${$a578}%。,0,4,840196,0,18
486,魔能之箭,任务成功率提高${$a579}%。,0,4,135797,0,18
487,狂热者,任务成功率提高${$a580}%。,0,4,1380866,0,18
488,黑暗收割先锋,与黑暗收割助祭或黑暗收割祈祷者一起执行任务的成功率提高${$a581}%。,0,4,537517,0,18
489,灵魂链接,执行任务的部队每有1点活力，就会使任务的成功率提高${$a582}%。,0,4,607854,0,18
490,制造灵魂之井,执行任务时有几率带回治疗石，用于为部队回复1点活力。,0,4,136194,0,18
491,痛楚,时长超过${$h584}小时的任务成功率提高${$a584}%。,0,4,136139,0,18
492,恐惧战马,任务时长缩短${100-$a585*100}%。,0,4,132238,0,18
493,恶魔增效,与结群小鬼或野生小鬼一起执行任务的成功率提高${$a586}%。,0,4,236292,0,18
494,小鬼主母,成功完成任务有几率带回一件物品，可以召唤结群小鬼或野生小鬼。,0,4,136218,0,18
496,恶魔力量,任务成功率提高${$a612}%。,0,4,236293,0,18
497,恶魔契约,与其他小鬼一起执行任务的成功率提高${$a613}%。,0,4,136121,0,18
498,训练场,你的助祭招募上限提高$a614。,0,4,538444,0,18
499,召唤仪式,所有任务的时长缩短${100-$a615*100}%。,0,4,136194,0,18
500,召唤末日守卫,每天第一个任务的成功率提高${$a616}%。,0,4,615103,0,274
501,绿色 - 任务消耗,任务消耗降低10%,0,4,646671,0,2
502,泰坦之怒,单人执行任务时的成功率提高${$a641}%。,0,4,237046,0,18
503,命令怒吼,执行任务的部队每有1点活力，就会使任务的成功率提高${$a619}%。,0,4,132351,0,18
504,亡者嚎叫,成功完成任务有几率带回一件物品，可以召唤一队瓦拉加尔候选者或瓦拉加尔雷铸者。,0,4,136184,0,18
505,皇室血统,与不同类型的部队一起执行任务的成功率提高${$a621}%。,0,4,132346,0,18
506,激怒,与只有${$m622}点活力的部队一起执行任务的成功率提高${$a622}%。,0,4,132345,0,18
507,守门人,时长超过${$h623}小时的任务成功率提高${$a623}%。,0,4,515033,0,18
508,冰冻重击,有|C00b3ffff爪牙|R的任务成功率提高${$a624}%。,0,4,237523,0,18
509,狂野扑击,有|C00b3ffff危害|R的任务成功率提高${$a625}%。,0,4,1027879,0,18
510,潮汐之力,时长超过${$h626}小时的任务成功率提高${$a626}%。,0,4,971078,0,18
511,风暴比克突袭,任务时长缩短${100-$a627*100}%。,0,4,132239,0,18
512,治疗之泉图腾,执行任务时有几率带回治疗之泉图腾，用于为部队回复1点活力。,0,4,135127,0,18
513,闪电之盾,有|C00b3ffff爪牙|R的任务成功率提高${$a629}%。,0,4,136051,0,18
514,大地之道,与唤地者萨满或大地之环地卜师一起执行任务的成功率提高${$a630}%。,0,4,1016245,0,18
515,元素领袖,与小型元素或巨型元素一起执行任务的成功率提高${$a631}%。,0,4,651081,0,18
516,猎人印记,与弓箭手小队或隐秘神射手一起执行任务的成功率提高${$a632}%。,0,4,236188,0,18
517,稳定瞄准,任务成功率提高${$a633}%。,0,4,1033497,0,18
518,穿刺射击,任务成功率提高${$a634}%。,0,4,236198,0,18
519,生存本能,任务成功率提高${$a635}%。,0,4,236808,0,18
520,爆炸陷阱,有|C00b3ffff爪牙|R的任务成功率提高${$a636}%。,0,4,135826,0,18
521,元素守护者,任务成功率提高${$a637}%。,0,4,136029,0,18
522,元素之怒,任务成功率提高${$a638}%。,0,4,651244,0,18
524,兽行成群,与其他野兽控制专精的勇士一起执行任务的成功率提高${$a640}%。,0,4,236172,0,18
525,莫克纳萨之力,单人执行任务时的成功率提高${$a641}%。,0,4,463283,0,18
526,呼叫男爵,与追踪者或探路者一起执行任务的成功率提高${$a642}%。,0,4,930453,0,18
528,乱射,有|C00b3ffff爪牙|R的任务成功率提高${$a644}%。,0,4,132222,0,18
529,王牌猎人,|C00b3ffff首领|R任务的成功率提高${$a645}%。,0,4,461115,0,18
530,远行者,任务的持续时间缩短${100-$a646*100}%。,0,4,236190,0,18
531,升腾者之怒,任务成功率提高${$a647}%。,0,4,132148,0,18
532,净化之潮,有|C00b3ffff法术|R的任务成功率提高${$a648}%。,0,4,136213,0,18
533,熔岩射线,有|C00b3ffff爪牙|R的任务成功率提高${$a649}%。,0,4,136110,0,18
534,强风,有|C00b3ffff危害|R的任务成功率提高${$a650}%。,0,4,135863,0,18
535,漩涡武器,任务成功率提高${$a651}%。,0,4,237584,0,18
537,夺魂咆哮,有|C00b3ffff爪牙|R的任务成功率提高${$a656}%。,0,4,132121,0,18
538,重生,成功完成任务有${$a657}%几率使一支消耗殆尽的部队恢复${$m657}点活力。,0,4,136080,0,18
539,狂暴,开始一个任务的消耗降低${100-$a658*100}%。,0,4,236149,0,18
540,百花齐放,执行任务时有几率带回野性蘑菇，用于为部队回复1点活力。,0,4,134222,0,18
541,自然平衡,与梦境林地树人或者塞纳留斯的女儿一起执行任务的成功率提高${$a660}%。,0,4,132113,0,18
542,狂奔怒吼,有|C00b3ffff危害|R的任务成功率提高${$a661}%。,0,4,464343,0,18
543,艾露恩之怒,与利爪德鲁伊或林地守护者一起执行任务的成功率提高${$a662}%。,0,4,132123,0,18
544,飞毯,任务时长缩短${100-$a663*100}%。,0,4,370404,0,18
545,元素协调,与水元素或奥术傀儡一起执行任务的成功率提高${$a664}%。,0,4,651085,0,18
546,好事多磨,有|C00b3ffff首领|R的任务成功率提高${$a889}%，但任务时长翻倍。,0,4,800996,0,18
547,充能之核,时长超过${$h666}小时的任务成功率提高${$a666}%。,0,4,429383,0,18
548,燃烬风暴,有|C00b3ffff爪牙|R的任务成功率提高${$a669}%。,0,4,135815,0,18
549,法师之主,与提瑞斯秘法会学徒或肯瑞托召唤师一起执行任务的成功率提高${$a672}%。,0,4,975740,0,18
550,造餐术,执行任务时有几率带回魔法制造的点心，用于为部队回复1点活力。,0,4,609813,0,18
551,奥术强化,任务成功率提高${$a674}%。,0,4,136048,0,18
552,气定神闲,有|C00b3ffff法术|R的任务成功率提高${$a675}%。,0,4,136031,0,18
553,霜甲术,任务成功率提高${$a676}%。,0,4,135843,0,18
554,加速,任务成功率提高${$a677}%。,0,4,1033914,0,18
555,自然之力,任务成功率提高${$a678}%。,0,4,136085,0,18
556,塞纳留斯的祝福,任务成功率提高${$a679}%。,0,4,236692,0,18
557,乌索尔的决心,任务成功率提高${$a680}%。,0,4,1378703,0,18
558,野性成长,有|C00b3ffff爪牙|R的任务成功率提高${$a681}%。,0,4,236153,0,18
559,王者祝福,任务成功率提高${$a682}%。,0,4,135993,0,18
560,神圣壁垒,任务成功率提高${$a683}%。,0,4,135923,0,18
561,圣光之剑,任务成功率提高${$a684}%。,0,4,1360757,0,18
562,列王守卫,与新晋侍从或持盾方阵兵一起执行任务的成功率提高${$a685}%。,0,4,135919,0,18
563,神圣马驹,任务时长缩短${100-$a686*100}%。,0,4,1360759,0,18
564,勇气之光,任务中的一支随机部队将回复${$a687}点活力。,0,4,461859,0,18
565,狂热,有|C00b3ffff爪牙|R的任务成功率提高${$a688}%。,0,4,135961,0,18
566,救赎,成功完成任务有${$a689}%几率使一支消耗殆尽的部队恢复${$m689}点活力。,0,4,1030102,0,18
567,莉亚德琳的祝福,有|C00b3ffff危害|R的任务成功率提高${$a690}%。,0,4,135968,0,18
568,大十字军,与白银之手骑士或白银之手圣殿骑士一起执行任务的成功率提高${$a691}%。,0,4,461857,0,18
569,力量祝福,执行任务的部队每有1点活力，就会使任务的成功率提高${$a692}%。,0,4,135908,0,18
570,红包,每天第一个任务的成功率提高${$a693}%。,0,4,134268,0,274
571,院舍,你的雪怒的弟子招募上限提高$a694。,0,4,538444,0,18
572,磐牛式,任务成功率提高${$a695}%。,0,4,611419,0,18
573,酒醒入定,有|C00b3ffff危害|R的任务成功率提高${$a696}%。,0,4,642416,0,18
574,无敌斗士,任务成功率提高${$a697}%。,0,4,620830,0,18
575,猛虎式,任务成功率提高${$a698}%。,0,4,611420,0,18
576,神鹤引项踢,有|C00b3ffff爪牙|R的任务成功率提高${$a699}%。,0,4,606543,0,18
577,致伤打击,任务成功率提高${$a700}%。,0,4,606552,0,18
578,嗜血,每天第一个任务的成功率提高${$a701}%。,0,4,136012,0,274
579,元素坚韧,你的小型和巨型元素、唤地者和地卜师的招募上限提高${$a702}。,0,4,135776,0,18
580,风语者之力,所有任务的时长缩短${100-$a703*100}%。,0,4,511726,0,18
581,大师猛虎式,任务成功率提高${$a704}%。,0,4,620832,0,18
582,大师磐牛式,任务成功率提高${$a705}%。,0,4,627607,0,18
583,熔岩风暴,有|C00b3ffff爪牙|R的任务成功率提高${$a706}%。,0,4,524795,0,18
584,百步穿杨,每天第一个任务的成功率提高${$a707}%。,0,4,1392555,0,274
585,牢固营帐,你的弓箭手、神射手、追踪者和探路者招募上限提高${$a708}。,0,4,236200,0,18
586,艾露恩印记,有|C00b3ffff法术|R的任务成功率提高${$a709}%。,0,4,135967,0,18
587,冰霜新星,有|C00b3ffff爪牙|R的任务成功率提高${$a710}%。,0,4,135848,0,274
588,奥术图书馆,你的学徒和咒术师招募上限提高$a711。,0,4,354435,0,18
589,闪现术,所有任务的时长缩短${100-$a712*100}%。,0,4,135736,0,18
591,根须,有|C00b3ffff爪牙|R的任务成功率提高${$a714}%。,0,4,134412,0,274
592,旅行形态,所有任务的时长缩短${100-$a715*100}%。,0,4,132144,0,18
593,公正祝福,有|C00b3ffff爪牙|R的任务成功率提高${$a716}%。,0,4,1030099,0,18
594,银色召唤,你的白银之手骑士和勇士招募上限提高$a717。,0,4,236690,0,18
595,王者祝福,每天第一个任务的成功率提高${$a718}%。,0,4,135993,0,274
596,集结呐喊,执行每天第一个任务的部队每有一点活力，就会使该任务的成功率提高${$a719}%。,0,4,236317,0,274
597,急行军,所有任务的时长缩短${100-$a720*100}%。,0,4,132277,0,18
598,英勇四溢,你的女武神和瓦格里招募上限提高$a721。,0,4,132351,0,18
599,愤怒打击,任务成功率提高${$a722}%。,0,4,132350,0,18
600,致死劈砍,任务成功率提高${$a723}%。,0,4,659264,0,18
601,瓦尔基拉的飞翔,有|C00b3ffff危害|R的任务成功率提高${$a724}%。,0,4,1360764,0,18
602,雷霆打击,任务成功率提高${$a725}%。,0,4,839983,0,18
603,死誓之约,任务成功率提高${$a726}%。,0,4,1354410,0,18
604,去死吧，燃烧军团！,任务成功率提高${$a727}%。,0,4,1380367,0,18
605,刺脊之鳞,任务成功率提高${$a728}%。,0,4,1394891,0,18
606,恶魔形态,有|C00b3ffff爪牙|R或|C00b3ffff危害|R的任务成功率提高${$a729}%。,0,4,607865,0,18
607,滑翔,有|C00b3ffff危害|R的任务成功率提高${$a730}%。,0,4,1305157,0,18
608,外域战术家,与灰舌战士或纳迦忠仆一起执行任务的成功率提高${$a731}%。,0,4,236691,0,18
609,破碎灵魂,执行任务时有几率带回灵魂残片，用于为部队回复1点活力。,0,4,1305158,0,18
610,献祭光环,有|C00b3ffff爪牙|R的任务成功率提高${$a733}%。,0,4,1344649,0,18
611,恶魔传送门,任务时长缩短${100-$a734*100}%。,0,4,607513,0,18
612,恶魔变形,有|C00b3ffff爪牙|R或|C00b3ffff危害|R的任务成功率提高${$a735}%。,0,4,1247263,0,18
613,伊利达雷指挥官,与伊利达雷精锐或变身的伊利达雷精锐一起执行任务的成功率提高${$a737}%。,0,4,1266395,0,18
614,猎杀行动,每天第一个任务的成功率提高${$a738}%。,0,4,1344654,0,274
615,训练场,你的灰舌战士、纳迦忠仆、伊利达雷精锐和变身的伊利达雷精锐招募上限提高${$a739}。,0,4,1380677,0,18
616,复仇回避,有|C00b3ffff爪牙|R的任务成功率提高${$a740}%。,0,4,1348401,0,18
617,感染撕咬,任务成功率提高${$a741}%。,0,4,1390947,0,18
618,无尽部落,任务成功率提高${$a742}%。,0,4,1392565,0,18
619,黑锋降临,任务成功率提高${$a743}%。,0,4,460686,0,18
620,黑锋勇士,Random spec [nyi],0,4,135775,0,18
621,诅咒大军,与结群食尸鬼或结群恶鬼一起执行任务的成功率提高${$a745}%。,0,4,237561,0,18
622,冰霜之路,有|C00b3ffff危害|R的任务成功率提高${$a746}%。,0,4,237528,0,18
623,奉献,有|C00b3ffff爪牙|R的任务成功率提高${$a747}%。,0,4,135926,0,18
624,复活吧，我的勇士,成功完成任务有${$a748}%几率使一支消耗殆尽的部队恢复${$m748}点活力。,0,4,1029009,0,18
625,鲜血喷溅,有|C00b3ffff爪牙|R的任务的成功率提高${$a749}%。,0,4,1392546,0,18
626,冰冻之魂,单人执行任务时的成功率提高${$a750}%。,0,4,429385,0,18
627,大领主之军,与黑锋骑士或黑锋掠夺者一起执行任务的成功率提高${$a751}%。,0,4,1390946,0,18
628,黑锋之门,任务时长缩短${100-$a752*100}%。,0,4,135766,0,18
629,墓穴的召唤,你的食尸鬼、恶鬼、骑士和掠夺者招募上限提高${$a753}。,0,4,1065381,0,18
630,死神脚步,有|C00b3ffff危害|R的任务成功率提高${$a754}%。,0,4,237561,0,18
631,亡灵群攻,食尸鬼或恶鬼参与任务时的成功率提高${$a755}%。,0,4,237511,0,274
632,夜刃,任务成功率提高${$a756}%。,0,4,1022950,0,18
633,遵命！,任务成功率提高${$a757}%。,0,4,1126431,0,18
634,搜索,"任务成功率提高${$a896}%。

成功完成任务有几率带回一件珍贵物品。",0,4,133644,0,18
635,备战就绪,有|C00b3ffff爪牙|R的任务成功率提高${$a759}%。,0,4,132269,0,18
636,暗影步,有|C00b3ffff危害|R的任务成功率提高${$a760}%。,0,4,132303,0,18
637,刺客大师,有|C00b3ffff首领|R的任务成功率提高${$a761}%。,0,4,458726,0,18
638,登船突击队,与格斗家或海盗一起执行任务的成功率提高${$a764}%。,0,4,1140279,0,18
639,顺手牵羊,成功完成任务有几率带回一件随机物品。,0,4,1269443,0,18
640,吸血药膏,任务中的一支随机部队将回复${$a766}点活力。,0,4,538440,0,18
641,伺机待发,时长超过${$h767}小时的任务成功率提高${$a767}%。,0,4,460693,0,18
642,间谍网络,成功完成任务有几率带回总体规划。可以将总体规划给予勇士，增加成功几率。,0,4,458737,0,18
643,奇袭攻击,每天第一个任务的成功率提高${$a769}%。,0,4,1373907,0,274
644,奇袭,有|C00b3ffff爪牙|R的任务的成功率提高${$a770}%。,0,4,236173,0,18
645,赏金格斗,你的格斗家和海盗招募上限提高$a771。,0,4,1379239,0,18
646,复生,成功完成任务有${$a772}%几率使一支消耗殆尽的部队恢复$m772点活力。,0,4,451167,0,18
647,圣光的祝福,任务成功率提高${$a773}%。,0,4,237537,0,18
648,神圣之星,任务成功率提高${$a774}%。,0,4,537026,0,18
649,惩击,任务成功率提高${$a775}%。,0,4,135924,0,18
650,灵魂收割者,与暗影专精的勇士一起执行任务的成功率提高${$a776}%。,0,4,460857,0,18
651,以阿达尔之光为名,执行任务时有几率带回治疗之井，用于为部队回复1点活力。,0,4,1100172,0,18
652,暗影洞察,有|C00b3ffff危害|R的任务成功率提高${$a778}%。,0,4,136183,0,18
653,复生,成功完成任务有${$a779}%几率使一支消耗殆尽的部队恢复${$m779}点活力。,0,4,135955,0,18
654,圣光守护者,与助祭或虚空之光圣贤一起执行任务的成功率提高${$a780}%。,0,4,237550,0,18
655,专注意志,时长超过${$h781}小时的任务成功率提高${$a781}%。,0,4,458227,0,18
656,疯狂之触,与狂热者或黑暗狂热者一起执行任务的成功率提高${$a782}%。,0,4,254090,0,18
657,愈合祷言,执行任务的部队每有1点活力，就会使任务的成功率提高${$a783}%。,0,4,135944,0,18
658,公共生活,你的狂热者或黑暗狂热者招募上限提高$a784。,0,4,135946,0,18
659,日常祷告,每天第一个任务的成功率提高${$a785}%。,0,4,237539,0,274
660,痛苦压制,有几率使一支随机部队不会降低${$a786}点活力。,0,4,135936,0,18
661,逃脱,有|C00b3ffff危害|R的任务成功率提高${$a787}%。,0,4,132294,0,18
662,金色香蕉,使单个任务的成功率提高${$a788$}%。一次性使用。,0,4,133980,0,64
663,总体规划,使单个任务的成功率提高${$a789}%。一次性使用。,0,4,132319,0,64
664,7.0 - Test - Troop 200%,7.0 - Test - Troop 200%,0,4,463852,0,0
665,7.0 - Test - Troop Reduced Duration,7.0 - Test - Troop Reduced Duration,0,4,1391676,0,0
668,唯我独尊,单人执行任务时的成功率提高${$a794}%。,0,4,236293,0,18
674,丰饶饰品,作为战友完成世界任务时获得${$a955}点职业大厅资源。,0,4,133570,0,3
675,富足珍玩,作为战友完成世界任务时获得${$a954}点职业大厅资源。,0,4,634015,0,3
676,丰饶药剂,作为战友完成世界任务时获得${$a956}点职业大厅资源。,0,4,645890,0,3
677,勇气饮剂,作为战友完成世界任务时获得${$a952}金币。,0,4,645354,0,3
678,无尽回忆项链,作为战友完成世界任务时获得${$a951}金币。,0,4,645288,0,3
679,海王子药水,作为战友完成世界任务时获得${$a953}金币。,0,4,1028994,0,3
680,迅捷之靴,任务时长缩短${100-$a807*100}%。,0,4,132542,0,3
681,棍子上的胡萝卜,任务时长缩短${100-$a808*100}%。,0,4,134010,0,3
682,探路者马鞍,任务时长缩短${100-$a809*100}%。,0,4,1379171,0,3
683,磨光的石块,任务成功率提高${$a810}%。,0,4,646988,0,3
684,幸运装饰品,任务成功率提高${$a811}%。,0,4,1509625,0,3
685,吉运雕像,任务成功率提高${$a812}%。,0,4,896908,0,3
686,火焰之地余烬,"作为战友完成世界任务时获得${$a956}点职业大厅资源。

作为战友完成世界任务时获得${$a952}金币。",0,4,512478,0,3
687,冰川之牙,"作为战友完成世界任务时获得${$a956}点职业大厅资源。

任务时长缩短${100-$a881*100}%。",0,4,339822,0,3
688,征兆之邀,"作为战友完成世界任务时获得${$a956}点职业大厅资源。

任务成功率提高${$a880}%。",0,4,133432,0,3
689,艾泽拉斯之尘,"作为战友完成世界任务时获得${$a953}金币。

作为战友完成世界任务时获得${$a955}点职业大厅资源。",0,4,443375,0,3
690,梦魇之末,"作为战友完成世界任务时获得${$a953}金币。
任务时长缩短${100-$a875*100}%。",0,4,443381,0,3
691,圣光庇佑,"作为战友完成世界任务时获得${$a953}金币。

任务成功率提高${$a873}%。",0,4,237468,0,3
692,隐秘之书,"任务时长缩短${100-$a819*100}%。

作为战友完成世界任务时获得${$a955}点职业大厅资源。",0,4,646781,0,3
693,艾尔提格之赐,"任务时长缩短${100-$a820*100}%。

作为战友完成世界任务时获得 ${$a952}金币。",0,4,512610,0,3
694,无穷梦境胸针,"任务时长缩短${100-$a821*100}%。

任务的成功率提高${$a883}%。",0,4,646494,0,3
695,女王之羽,"任务的成功率提高${$a822}%。

作为战友完成世界任务时获得${$a955}点职业大厅资源。",0,4,443372,0,3
696,献祭药水,"任务的成功率提高${$a823}%。

作为战友完成世界任务时获得 ${$a952}金币。",0,4,443371,0,3
697,盒中恶魔,"任务的成功率提高${$a824}%。

任务时长缩短${100-$a878*100}%。",0,4,443374,0,3
698,烟雾手雷,与盗匪或迪菲亚盗贼一起执行任务的成功率提高${$a825}%。,0,4,458733,0,3
699,催眠药水,与盗匪或迪菲亚盗贼一起执行任务的成功率提高${$a826}%。,0,4,538441,0,3
700,吸血酒,与海盗或无冕者格斗家一起执行任务的成功率提高${$a827}%。,0,4,538440,0,3
701,消失粉,与海盗或无冕者格斗家一起执行任务的成功率提高${$a828}%。,0,4,1120349,0,3
702,掠夺者残迹,与灰舌战士或纳迦忠仆一起执行任务的成功率提高${$a829}%。,0,4,973918,0,3
703,暗影圣物,与灰舌战士或纳迦忠仆一起执行任务的成功率提高${$a830}%。,0,4,973912,0,3
704,恶魔印记,与伊利达雷精锐或变身的伊利达雷精锐一起执行任务的成功率提高${$a831}%。,0,4,135440,0,3
705,怨念精华,与伊利达雷精锐或变身的伊利达雷精锐一起执行任务的成功率提高${$a832}%。,0,4,1120350,0,3
706,巫毒之柱,与小型元素或巨型元素一起执行任务的成功率提高${$a833}%。,0,4,801002,0,3
707,大地之钳,与小型元素或巨型元素一起执行任务的成功率提高${$a834}%。,0,4,879078,0,3
708,大地图腾,与唤地者萨满或大地之环地卜师一起执行任务的成功率提高${$a835}%。,0,4,971076,0,3
709,狂怒冲锋,与唤地者萨满或大地之环地卜师一起执行任务的成功率提高${$a836}%。,0,4,897028,0,3
710,咒术师饰品,与提瑞斯秘法会学徒或肯瑞托召唤师一起执行任务的成功率提高${$a837}%。,0,4,646674,0,3
711,奥术师的藏品,与提瑞斯秘法会学徒或肯瑞托召唤师一起执行任务的成功率提高${$a838}%。,0,4,531974,0,3
712,原始之力指环,与水元素或奥术傀儡一起执行任务的成功率提高${$a839}%。,0,4,629689,0,3
713,上层精灵饰品,与水元素或奥术傀儡一起执行任务的成功率提高${$a840}%。,0,4,458246,0,3
714,远古列王之弓,与弓箭手小队或隐秘神射手一起执行任务的成功率提高${$a841}%。,0,4,800998,0,3
715,寻觅者的札记,与弓箭手小队或隐秘神射手一起执行任务的成功率提高${$a842}%。,0,4,303622,0,3
716,风行者之赐,与追踪者或探路者一起执行任务的成功率提高${$a843}%。,0,4,660748,0,3
717,欺诈斗篷,与追踪者或探路者一起执行任务的成功率提高${$a844}%。,0,4,1029754,0,3
718,瓦拉加尔之力,与瓦拉加尔候选者或瓦拉加尔雷铸者一起执行任务的成功率提高${$a845}%。,0,4,1377132,0,3
719,战旗,与瓦拉加尔候选者或瓦拉加尔雷铸者一起执行任务的成功率提高${$a846}%。,0,4,136005,0,3
720,瓦尔基拉战斧,与女武神或瓦尔基拉女武神一起执行任务的成功率提高${$a847}%。,0,4,800997,0,3
721,败将之颅,与女武神或瓦尔基拉女武神一起执行任务的成功率提高${$a848}%。,0,4,307568,0,3
722,拥抱之颅,与结群小鬼或野生小鬼一起执行任务的成功率提高${$a849}%。,0,4,237272,0,3
723,恶魔酒,与结群小鬼或野生小鬼一起执行任务的成功率提高${$a850}%。,0,4,463489,0,3
724,命令头盔,与黑暗收割助祭或黑暗收割祈祷者一起执行任务的成功率提高${$a851}%。,0,4,353520,0,3
725,黑暗收割议会珍藏,与黑暗收割助祭或黑暗收割祈祷者一起执行任务的成功率提高${$a852}%。,0,4,971279,0,3
726,真气强化珠宝,与玄牛弟子、玄牛高手或玄牛大师一起执行任务的成功率提高${$a853}%。,0,4,839611,0,3
727,祝福之茶,与玄牛弟子、玄牛高手或玄牛大师一起执行任务的成功率提高${$a854}%。,0,4,611418,0,3
728,魔古疯石,与白虎弟子、白虎高手或白虎大师一起执行任务的成功率提高${$a855}%。,0,4,1381296,0,3
729,愤怒之钟,与白虎弟子、白虎高手或白虎大师一起执行任务的成功率提高${$a856}%。,0,4,656322,0,3
730,艾露恩之眼,与梦境林地树人或塞纳留斯的女儿一起执行任务的成功率提高${$a857}%。,0,4,801013,0,3
731,苏生卷轴,与梦境林地树人或塞纳留斯的女儿一起执行任务的成功率提高${$a858}%。,0,4,461848,0,3
732,闪光徽记,与利爪德鲁伊或林地守护者一起执行任务的成功率提高${$a859}%。,0,4,1128042,0,3
733,森林余烬,与利爪德鲁伊或林地守护者一起执行任务的成功率提高${$a860}%。,0,4,1045414,0,3
734,正义之锤,与新晋侍从或持盾方阵兵一起执行任务的成功率提高${$a861}%。,0,4,613955,0,3
735,圣光之盾,与新晋侍从或持盾方阵兵一起执行任务的成功率提高${$a862}%。,0,4,134978,0,3
736,启蒙圣契,与白银之手骑士或白银之手圣殿骑士一起执行任务的成功率提高${$a863}%。,0,4,134917,0,3
737,白银之手装饰品,与白银之手骑士或白银之手圣殿骑士一起执行任务的成功率提高${$a864}%。,0,4,979587,0,3
738,神圣雕像,与助祭或虚空之光圣贤一起执行任务的成功率提高${$a865}%。,0,4,458241,0,3
739,圣光之令,与助祭或虚空之光圣贤一起执行任务的成功率提高${$a866}%。,0,4,466087,0,3
740,瓶装理智,与狂热者或黑暗狂热者一起执行任务的成功率提高${$a867}%。,0,4,629485,0,3
741,理智界限,与狂热者或黑暗狂热者一起执行任务的成功率提高${$a868}%。,0,4,1386548,0,3
742,亡灵徽记,与结群食尸鬼或结群恶鬼一起执行任务的成功率提高${$a869}%。,0,4,973917,0,3
743,清算符文,与结群食尸鬼或结群恶鬼一起执行任务的成功率提高${$a870}%。,0,4,897031,0,3
744,死亡之触,与黑锋骑士或黑锋掠夺者一起执行任务的成功率提高${$a871}%。,0,4,979585,0,3
745,黑锋圣物,与黑锋骑士或黑锋掠夺者一起执行任务的成功率提高${$a872}%。,0,4,897035,0,3
746,恐怖收割,当你拥有激活的战友时，任务会奖励额外资源。,0,4,537517,0,18
747,战争横财,当你拥有激活的战友时，任务会奖励额外资源。,0,4,236307,0,18
748,团体的祝福,使单个任务的成功率提高${$a887}%。一次性使用。,0,4,135987,0,64
749,群星回响,任务成功率提高${$a888}%。,0,4,656166,0,18
750,磐牛式,任务成功率提高${$a897}%。,0,4,628134,0,18
751,7.0 提示假人 - 技能树 - 传奇升级提示假人,${$a898},0,4,132148,0,18
752,7.0 提示假人 - 技能树 - 部队消耗降低假人,${$a899}%,0,4,132148,0,18
753,休眠,你的梦境林地树人、塞纳留斯的女儿、利爪德鲁伊和林地守护者招募上限提高${$a900}。,0,4,132136,0,18
754,加速怀表,时长低于$h901小时的任务成功率提高${$a901}%。,0,4,134377,0,3
755,全神贯注药剂,时长低于${$h902}小时的任务成功率提高${$a902}%。,0,4,236868,0,3
756,能量药水,时长低于$h903小时的任务成功率提高${$a903}%。,0,4,967546,0,3
757,结实的旅行靴,时长超过${$h904}小时的任务成功率提高${$a904}%。,0,4,457752,0,3
758,无尽合剂,时长超过$h905小时的任务成功率提高${$a905}%。,0,4,135446,0,3
759,一瓶永恒之息,时长超过$h906小时的任务成功率提高${$a906}%。,0,4,132377,0,3
760,精英,成功率降低${$a907}%。,0,4,311238,0,0
761,占位符,成功率降低${$a908}%。,0,4,311238,0,0
762,地下城,成功率降低${$a909}%。,0,4,1488824,0,0
763,团队副本,成功率降低${$a910}%。,0,4,1488825,0,0
764,寒冬号角,成功完成任务有几率带回寒冬号角。可以将寒冬号角给予勇士，增加成功几率。,0,4,134228,0,18
765,寒冬号角,使单个任务的成功率提高${$a923$}%。一次性使用。,0,4,134228,0,64
766,邪恶计谋,有|C00b3ffff法术|R的任务成功率提高${$a924}%。,0,4,460691,0,18
767,释放力量,有|C00b3ffff法术|R的任务成功率提高${$a925}%。,0,4,1305151,0,18
768,闪电奔涌,有|C00b3ffff法术|R的任务成功率提高${$a926}%。,0,4,971078,0,18
