ID,Title_lang,BodyText_lang,JournalEncounterID,OrderIndex,ParentSectionID,FirstChildSectionID,NextSiblingSectionID,Type,IconCreatureDisplayInfoID,UiModelSceneID,SpellID,IconFileDataID,Flags,IconFlags,DifficultyMask
2439,锤拳,胡辛姆将军发动一次迅猛的四连击，每$83654t1秒打出一拳，持续$83654d，每次锤拳都会造成他普通近战伤害的$83655s1%。,117,3,0,0,2440,2,0,0,0,132154,0,0,-1
2440,秘法陷阱,"胡辛姆将军会周期性地向三名玩家投掷秘法陷阱。2秒后陷阱才会生效，任何位于陷阱$83112A1码内的玩家都会将其引爆。秘法陷阱爆炸后会对所有$83171A1码内的玩家造成$83171s1点伤害，并将其击退。

陷阱的有效时间为20秒，随后进入5秒的冷却时间。5秒结束后，陷阱将自行爆炸。",117,4,0,0,2441,2,0,0,0,236220,0,0,-1
2441,爆炸陷阱,胡辛姆将军会提前开始所有陷阱的5秒倒计时。倒计时结束后，所有陷阱将爆炸。,117,5,0,0,0,2,0,0,0,136173,2,8,14
2442,锁喉,,118,1,0,2443,2449,0,0,0,0,0,1,0,-1
2443,粘性毒液,锁喉会随机向一名玩家脚下喷吐毒水，对$81630A1码范围内的每名玩家造成$81630s1点自然伤害，并使其移动速度降低$81630s2%，并每$81630t3秒造成$81630s3点额外自然伤害，持续$81630d。,118,2,2442,0,2444,2,0,0,0,132103,0,512,-1
2444,尘土抽击,锁喉开始上下摆动它的尾巴，持续$81643d。对在它后面的玩家造成每秒$81644s1点自然伤害，并使其的命中率降低$81673s1%，持续$81673d。尘土抽击所造成的伤害每秒提高$81644s3%。,118,3,2442,0,2445,2,0,0,0,132846,0,0,-1
2445,剧毒狂怒,当锁喉的剩余生命值低于30%，他会进入剧毒狂怒，伤害提高$81706s1%。,118,4,2442,0,2446,2,0,0,0,136224,0,2048,-1
2446,血之气息,锁喉随机使一名玩家流血，每$81690t1秒造成$81690s1点物理伤害，持续$81690d。鲜血的味道会使狂乱的鳄鱼来攻击流血的玩家。,118,5,2442,0,2447,2,0,0,0,237515,0,0,-1
2447,狂乱的鳄鱼,这些邪恶的鳄鱼会周期性地从附近的河床里加入战斗。它们会攻击带有血之气息的玩家。,118,6,2442,2448,0,1,33451,0,0,0,0,0,-1
2448,恶毒撕咬,狂乱的鳄鱼会撕咬它们的目标，造成等同于一次普通近战攻击$81677s1%的物理伤害，还会每$81677t2秒造成$81677s2点额外物理伤害，持续$81677d。恶毒撕咬最多可叠加三层。,118,7,2447,0,0,2,0,0,0,132141,0,0,-1
2449,奥弗,"当锁喉活着时，奥弗免疫任何伤害，并会周期性地潜行进入战斗，然后使用麻木飞镖、旋风斩或是烟雾弹技能，然后撤退。$[!2,4

在英雄难度下，当锁喉死后，奥弗会偷走锁喉的掉落，干掉这个黑装备的！$]",118,8,0,2450,0,0,0,0,0,0,1,0,-1
2450,麻木飞镖,奥弗随机向一名玩家投掷一枚麻木飞镖，立即造成$84799s1点自然伤害，使近战、远程和施法速度降低$84799s3%，并在$84799d内每$84799t2秒额外造成$84799s2点自然伤害。,118,9,2449,0,2451,2,0,0,0,132273,0,512,-1
2451,旋风斩,奥弗会疯狂地随机向一名玩家转去，持续$84784d，对周围$84785A1码内的敌人每秒造成$84785s1点物理伤害。,118,10,2449,0,2452,2,0,0,0,132369,0,0,-1
2452,烟雾弹,奥弗在脚下引爆一颗烟雾弹，使所有$84768A1码内的玩家昏迷$84768d。,118,11,2449,0,2453,2,0,0,0,132156,0,0,-1
2453,狂乱,奥弗进入狂暴状态，攻击速度提高$91415s1%，伤害提高$91415s3%。,118,12,2449,0,2454,2,0,0,0,136224,2,8,14
2454,龙息术,奥弗向前方60度的锥形区域喷吐一股$83776a1码长的火焰，对范围内的玩家造成$83776s1点火焰伤害，并使其混乱$83776d。,118,13,2449,0,0,2,0,0,0,134153,2,136,14
2455,第一阶段：异教徒退散！,,119,1,0,2456,2462,0,0,0,0,0,1,0,-1
2456,反复鞭笞,高阶预言者巴林姆以反复鞭笞惩罚他的当前敌对目标。巴林姆的下10次近战攻击会附带额外的$82522s1点物理伤害。,119,2,2455,0,2457,2,0,0,0,132297,0,0,-1
2457,衰老疫病,高阶预言者巴林姆随机向一名玩家射出痛苦诅咒之箭，并且会额外攻击两个其他玩家。这支箭造成$82622s1点自然伤害，并且在接下来的$82622d内造成每$82622t2秒$82622s2点额外的自然伤害。,119,3,2455,0,2458,2,0,0,0,136157,0,1024,-1
2458,天堂之怒,高阶预言者巴林姆随机在一个玩家的位置开启天堂之门。从上方射下来的光芒对该位置周围半径$81942A2码内的所有玩家造成每$81941t1秒$81942s2点神圣伤害，持续9秒。,119,4,2455,0,2459,2,0,0,0,135897,0,0,-1
2459,天堂炽焰,高阶预言者巴林姆召唤一只火凤凰参战。如果天堂炽焰的生命值降到1%，它会变成一枚凤凰蛋，开始自愈。在大约20秒后，蛋中会孵化出一只新的天堂炽焰。,119,5,2455,2460,2461,1,17784,0,0,0,2,8,14
2460,天堂炽焰,"凤凰每$95248t1秒对周围半径$95249A1码范围内的所有玩家造成$95249s1点火焰伤害。凤凰会缓慢地燃烧自己，每$95248t1秒损失$95249s2%的生命值。

凤凰还会每$91185t1秒在自己下方的地面上制造一堆半径$91196A1码的火焰，站在这堆火焰中的玩家会受到$91196s1点火焰伤害。",119,6,2459,0,0,2,0,0,0,135826,2,0,14
2461,忏悔,"当高阶预言者巴林姆的生命值低于50%时，他会把所有玩家拉到自己身边，强迫他们跪下并昏迷$81947d。然后他会撕裂你们的灵魂，将其放逐到黑暗中，战斗进入第二阶段。

高阶预言者巴林姆头顶会出现一片神圣之地，对站在圣地中心周围半径$88814A1码范围内的所有玩家每$82320t1秒造成$88814s1点神圣伤害。",119,7,2455,0,0,2,0,0,0,135897,0,0,-1
2462,第二阶段：跪地忏悔,高阶预言者巴林姆施放忏悔之后，将会免疫所有伤害，并将玩家送入一片黑暗领域。玩家必须击败黑暗先驱才能结束第二阶段，回到自己的身体中，并继续与高阶预言者巴林姆作战。,119,8,0,2473,0,0,0,0,0,0,1,0,-1
2463,黑暗哀嚎,黑暗先驱周期性地对每个玩家造成$82533s2点暗影伤害。,119,10,2473,0,2464,2,0,0,0,132291,0,0,-1
2464,灵魂撕裂,黑暗先驱随机切割一个玩家的灵魂，创造出一块灵魂碎块。灵魂碎块会向黑暗先驱移动。如果灵魂碎块抵达黑暗先驱身边，就会施放灵魂融噬。,119,11,2473,2465,2466,2,0,0,0,237557,0,0,-1
2465,灵魂碎块,这些敌人的生命值很低，且移动缓慢。,119,12,2464,0,0,1,20594,0,0,0,0,0,-1
2466,灵魂融噬,如果一块灵魂碎块抵达黑暗先驱身边，就会会为黑暗先驱恢复$82263s1点生命值，并使其体型和伤害增加$82263s3%。在施放这个法术后，灵魂碎块就会消失。,119,13,2473,0,0,2,0,0,0,237557,0,0,-1
2473,黑暗先驱,击败这只黑暗凤凰就可以结束第二阶段。,119,9,2462,2463,0,1,33570,0,0,0,1,32,-1
2474,第一阶段：南风起！,战斗开始时，希亚玛特漂浮在平台上，几乎不会受到任何伤害。,122,1,0,2475,2485,0,0,0,0,0,1,0,-1
2475,暴风箭,希亚玛特随机向一个玩家发射风暴充能的魔法箭，造成$73564s1点自然伤害。,122,2,2474,0,2476,2,0,0,0,135753,0,0,-1
2476,黑云压境,希亚玛特随机选择一个玩家所在的位置，召唤一道半径为$83051A1码的云环。3秒之后，云环爆开，每秒对站在云中的所有玩家造成$83051s1点自然伤害，并将他们击飞，持续3秒。,122,3,2474,0,2477,2,0,0,0,135833,0,0,-1
2477,希亚玛特的仆从,在第一阶段中，希亚玛特召唤三个大型气元素作战。希亚玛特的仆从的入场间隔为45秒，或者在上一个希亚玛特的仆从死亡后立即入场。三个希亚玛特的仆从都死亡之后，战斗进入第二阶段。,122,4,2474,2478,2481,1,35773,0,0,0,0,0,-1
2478,闪电新星,希亚玛特的仆从放出一种环形能量脉冲，对$84544A1码内的所有敌人造成$84544s1点自然伤害。,122,5,2477,0,2479,2,0,0,0,136050,0,0,-1
2479,落雷,希亚玛特的仆从聚集大量电能，然后将它释放到自己的当前目标身上，造成$84522s1点自然伤害。,122,6,2477,0,2480,2,0,0,0,136050,0,0,-1
2480,闪电充能,当一个希亚玛特的仆从的生命值低于4%时，它会释放闪电充能，对周围半径$91872A1码范围内的所有玩家造成$91872s1点自然伤害，使他们受到的伤害提高$93959s2%、造成的伤害提高$91871s1%，急速提高$91871s3%。,122,7,2477,0,0,2,0,0,0,136050,2,8,14
2481,希亚玛特的爪牙,在两个阶段中，希亚玛特大约每30秒召唤一次气元素入场。,122,8,2474,2482,0,1,35172,0,0,0,0,0,-1
2482,闪电链,希亚玛特的爪牙以闪电箭随机攻击一个玩家，然后闪电箭会弹射到10码之内的其他玩家身上，总共弹射四次。闪电箭对第一个目标造成$83455s1点自然伤害，每一个新目标受到的伤害都降低70%。,122,9,2481,0,2483,2,0,0,0,136015,0,0,-1
2483,暴风雨,当希亚玛特的爪牙的生命值低于5%时，它会在头顶释放一道半径为$83446A1码的风暴，在平台上缓慢移动。所有站在风暴下方的玩家都会受到每秒$83446s1点自然伤害。,122,10,2481,0,2484,2,0,0,0,237589,0,0,-1
2484,消散,希亚玛特的爪牙缓慢地失去能量，每$84550t2秒损失$84550s1%的生命值。,122,11,2481,0,0,2,0,0,0,132171,0,0,-1
2485,第二阶段：畏缩于风暴的来临吧！,在玩家杀死三个希亚玛特的仆从之后，战斗进入第二阶段，希亚玛特降落在平台上，玩家可以对其造成伤害。,122,12,0,2486,0,0,0,0,0,0,1,0,-1
2486,哀嚎之风,第二阶段开始时，希亚玛特每秒对所有玩家造成$83094s1点自然伤害，持续$83066d。在此法术生效期间，玩家会被猛烈地击飞到平台的各个角落。,122,13,2485,0,2487,2,0,0,0,236154,0,0,-1
2487,暴风箭,在第二阶段，暴风箭造成$91853s1点自然伤害。,122,14,2485,0,2488,2,0,0,0,135753,0,0,-1
2488,聚集风暴,"希亚玛特吸收一道由希亚玛特的爪牙制造的暴风雨，然后冲击两个玩家，每秒造成$84987s1点自然伤害，持续$84982d。$[!2,4

在英雄难度下，希亚玛特会冲击所有玩家，而不仅仅是两个。$]",122,15,2485,0,0,2,0,0,0,236154,0,0,-1
2489,燃烧之光,一道神圣能量射线从一面装饰华丽的墙上射出，在安努尔的平台上制造出一片半径为$75117A2码的燃烧之光区域，持续$75114d。燃烧之光每秒会对置身其中的玩家造成$75117s1点神圣伤害。,124,1,0,0,2490,2,0,0,0,132847,0,0,-1
2490,神圣清算,神殿守护者安努尔会随机向一名玩家使用神圣清算。在$75592t2秒后，目标和他周围$75591A1码内的其他玩家受到$75592s1点神圣伤害，该伤害会治疗神殿守护者安努尔，为其恢复伤害量四倍的生命值。,124,2,0,0,2491,2,0,0,0,135950,0,128,-1
2491,光明之盾,"当神殿守护者安努尔剩余生命值到达66%和33%时，他会从旁边的两个道标上引导能量，随后一道光明之盾会出现，使他免疫伤害和打断法术的技能。可以通过激活安努尔的平台下方深坑中的两个圣光道标来干扰支撑护盾的能量。$[!2,4

在英雄模式下，激活一个圣光道标需要10秒。$]",124,3,0,0,2492,2,0,0,0,237541,0,32,-1
2492,圣歌回响,在安努尔施放光明之盾后，他会立即吟唱一首回响的圣歌。圣歌回响会对所有玩家每$75323t1秒造成$75323s1点神圣伤害。该效果会在安努尔开始吟唱圣歌回响后每4秒叠加一次。,124,4,0,0,2493,2,0,0,0,135872,0,64,-1
2493,地穴毒蛇,这些蛇生活在安努尔的平台下方的深坑中。,124,5,0,2494,0,1,30081,0,0,0,0,0,-1
2494,剧毒尖牙,蛇毒每$74538t1秒造成$74538s1点自然伤害，持续$74538d。,124,6,2493,0,0,2,0,0,0,136067,0,0,-1
2495,大地震击,哈扎拉尔对当前目标造成$96650s1点自然伤害，并打断该单位在$96650d内施放的任何法术。,178,2,0,0,2496,2,0,0,0,136026,2,0,-2
2496,昏睡,当哈扎拉尔的生命值降低至66%及33%时，会使除一名随机玩家外的所有敌人沉睡，持续$96654d。之后，哈扎拉尔将唤醒所有沉睡玩家心中的梦魇，制造出一只梦魇幻象，并驱使其走向目标。,178,3,0,2497,3340,2,0,0,0,136090,3,32,-2
2497,梦魇幻象,梦魇幻象的生命值很低，但是如果它走到目标身边，就会吞噬掉目标的灵魂。当一个玩家的梦魇被杀死后，该玩家就会醒来。,178,4,2496,3509,0,1,35678,0,0,132123,2,16,-2
2498,落雷之云,乌苏雷在随机一名玩家上空召唤出一团半径达$96710A1码的落雷之云，对云团下的玩家立即造成$96710s1点自然伤害。云团还将在接下来的$96710d内每$96710t2秒造成$96710s2点额外的自然伤害。,180,1,0,0,2499,2,0,0,0,136014,2,0,-2
2499,叉状闪电,乌苏雷对面前一个距离$96712a1码的90度角内的所有敌人造成$96712s1点自然伤害。,180,2,0,0,2500,2,0,0,0,136015,2,0,-2
2500,闪电充能,乌苏雷变成一道闪电，随机冲向一个玩家。当他抵达目的地后，将开始施放闪电魔棒。,180,3,0,3512,3342,2,0,0,0,136050,2,16,-2
2501,夺命药膏,雷纳塔基使他的当前目标中毒，每$96648t1秒造成$96648s1点自然伤害。这个效果最多可以叠加20次。,179,1,0,0,2502,2,0,0,0,132290,2,512,-2
2502,消失,雷纳塔基消失在阴影中。当他重新出现时，会随机伏击一个玩家。,179,2,0,3510,2503,2,0,0,0,132331,2,0,-2
2503,千刃,雷纳塔基开始旋转，疯狂地扔出飞刀，并向随机一名玩家发起冲锋。在旋转时，他向四面八方扔出飞刀，每秒最多造成$96644s1点伤害，持续6秒。玩家距离雷纳塔基越远，受到的伤害越低。,179,4,0,0,3511,2,0,0,0,132155,2,32,-2
2504,天神下凡,格里雷克的体型明显增大，造成物理伤害提高$96618s1%，但是移动速度降低$96618s2%，持续$96618d。,177,1,0,0,2505,2,0,0,0,132097,2,1,-2
2505,追杀,格里雷克盯着某个玩家，对嘲讽效果免疫，持续追击他的目标$96631d。,177,2,0,0,2506,2,0,0,0,237297,2,0,-2
2506,纠缠根须,格里雷克使他正在追击的玩家定身，无法移动，每秒造成$96633s2点自然伤害，持续$96633d。,177,3,0,0,2507,2,0,0,0,136100,2,128,-2
2507,裂痕,格里雷克随机使某一位置的地面发生震颤。2秒后，会有尖刺从震点刺出，对周围$96621A1码范围内的所有玩家造成$96621s1点物理伤害，并将他们击飞。,177,4,0,0,3339,2,0,0,0,451165,2,0,-2
2508,赞吉利之火,赞吉尔向他面对的方向释放一道火线。如果一名玩家碰触到这道神秘的火焰，就会受到$96916s1点奥术伤害，并在随后的每$96916t2秒受到额外的$96916s2点奥术伤害。持续$96916d。,184,1,0,0,2509,2,0,0,0,425954,3,1,-2
2509,可怕的药水,赞吉尔随机向一个玩家投掷一瓶可怕的药水，对其造成$96348s1点自然伤害。,184,2,0,0,2510,2,0,0,0,134799,2,0,-2
2510,巫毒箭,赞吉尔对当前目标射出一道巫毒能量，造成$96346s1点暗影伤害。,184,3,0,0,2511,2,0,0,0,425953,66,64,-2
2511,赞吉尔的秘密手段,赞吉尔会周期性的使用他的三种秘密巫毒手段，而且不会连续两次使用同一手段。,184,4,0,2512,2517,0,0,0,0,0,3,0,-2
2512,赞吉尔的红色复活药剂,赞吉尔召唤出一大群赞吉利僵尸。,184,5,2511,2513,2514,2,0,0,0,237074,2,0,-2
2513,赞吉利僵尸,一群赞吉利僵尸攻击玩家。,184,6,2512,0,0,1,6417,0,0,0,2,0,-2
2514,赞吉尔的蓝色复活药剂,赞吉尔复活一个赞吉利狂暴者。,184,7,2511,2515,2516,2,0,0,0,132814,2,0,-2
2515,赞吉利狂暴者,赞吉利狂暴者会随机选择一个玩家，只对其发动攻击。,184,8,2514,3515,0,1,25491,0,0,0,2,0,-2
2516,赞吉尔的腐烂气息,赞吉尔以剧毒的赞吉尔的腐烂气息笼罩整个区域，对全部玩家造成自然伤害，伤害值相当于每个玩家最大生命值的$96335s1%。,184,11,2511,0,0,2,0,0,0,136006,2,0,-2
2517,大锅,赞吉尔在自己的巢穴周围摆了三口实验用的大锅。每一口锅都有独特的药水，喝下锅中的药水可以获得特殊的效果。,184,12,0,2518,3344,0,0,0,0,0,3,0,-2
2518,赞吉尔的霜灼药方坩埚,喝下这口锅中的药水后，玩家的下一次攻击会造成相当于目标最大生命值$96331s2%的伤害，并使目标昏迷$96331d。赞吉尔、金度和他们的那些最强大的盟友不受此效果影响。,184,13,2517,0,2519,2,0,0,0,133780,2,0,-2
2519,赞吉尔的燃烧之血坩埚,喝下这口锅中的药水后，玩家会对周围半径$96330A1码范围内的所有敌人造成$96330s1点火焰伤害，对自身造成$96330s2点火焰伤害。,184,14,2517,0,2520,2,0,0,0,133779,2,0,-2
2520,赞吉尔的剧毒折磨坩埚,喝下这口锅中的药水后，玩家受到的自然伤害降低$96328s3%，持续$96328d。,184,15,2517,0,0,2,0,0,0,133781,2,0,-2
2521,静电瓦解,埃基尔松使某个玩家周围的空气充满能量，对半径$44008A1码范围内的敌人造成$44008s1点自然伤害，并使其受到的自然伤害提高$44008s2%，持续$44008d。这个效果最多可以叠加10次。,186,1,0,0,2522,2,0,0,0,136050,2,0,-2
2522,召唤闪电,埃基尔松向当前目标释放电能冲击，造成$43661s1点自然伤害。,186,2,0,0,3517,2,0,0,0,135759,2,0,-2
2523,勒紧,在空中时，阿曼尼劫持者每秒对玩家造成伤害，数值相当于其最大生命值的$97318s2%。玩家可以继续使用法术、物品和技能。杀死阿曼尼劫持者即可释放被抓住的玩家。,186,4,3517,0,0,2,0,0,0,132172,2,0,-2
2524,翱翔的雄鹰,埃基尔松召唤一组翱翔的雄鹰。它们的生命值非常低。,186,5,0,3518,2525,1,22255,0,0,0,2,0,-2
2525,电能风暴,埃基尔松将一个随机玩家定身在半空，并制造大型电能风暴，持续$43648d。距离定身目标半径20码范围内的玩家不受伤害。对安全距离外的玩家，风暴每秒造成$43657s1点自然伤害，且受到的自然伤害提高$43657s2%，持续$43657d。,186,7,0,0,3346,2,0,0,0,135990,2,0,-2
2526,第一阶段：麻烦，真麻烦！,当雷奥利斯领主的盔甲完好无损时，他无视玩家的存在，但是玩家可以攻击他的腿部，控制其行动。,193,5,0,2527,2537,0,0,0,0,0,1,0,-1
2527,黑曜石护甲,"雷奥利斯领主浑身包裹着厚厚的黑曜石盔甲，使他所承受的伤害降低80%。每当雷奥利斯领主踩中一座活动火山时，他的黑曜石盔甲就会剥落10%。$[!5,6,15

在英雄模式下，每当雷奥利斯领主踩中一座活动火山时，他的身边将会刷新5个液态黑曜石生物。$]",193,6,2526,2549,2528,2,0,0,0,510756,0,0,-1
2528,震荡践踏,雷奥利斯领主重击地面，对所有玩家造成$102306s1点火焰伤害。每次践踏都会产生二到三座火山。,193,9,2526,0,2534,2,0,0,0,132847,0,0,-1
2529,热点火,雷奥利斯领主喷出一道灰烬，对$98136A3码内的玩家造成$98136s3点火焰伤害，并创造5只雷奥利斯领主的碎片，或是一只雷奥利斯的火花。,193,12,2526,2531,2530,2,0,0,0,252172,0,0,-1
2530,痛饮岩浆,当雷奥利斯领主抵达平台边缘的时候，他将会喝下液体岩浆，随后在每秒内对所有玩家造成$98032s1点伤害，持续$98043d。,193,16,2526,0,0,2,0,0,0,237582,0,16,-1
2531,雷奥利斯的碎片,雷奥利斯的碎片的生命值很低，但如果玩家没有在$98646t1秒内将其杀死的话，它们会对随机一名玩家造成相当于自身当前生命值的伤害。,193,13,2529,0,2532,1,35201,0,0,0,0,16,-1
2532,雷奥利斯的火花,雷奥利斯的火花对$98598A1码内的所有玩家造成$98598s1点火焰伤害。,193,14,2529,2533,0,1,38225,0,0,0,0,0,-1
2533,地狱火之怒,每五秒雷奥利斯的火花造成的伤害提高$98596s1%，受到的伤害增加$98596s2%。该效果最多叠加20层。,193,15,2532,0,0,2,0,0,0,135790,0,16,-1
2534,火山,雷奥利斯领主会点燃一座火山，每$98264t1秒对随机玩家造成$98492s1点火焰伤害。当受到攻击时，玩家额外受到$98492s2%的火焰伤害，持续$98492d。该效果可叠加20次。,193,10,2526,0,2535,1,38054,0,0,0,0,32,-1
2535,火山口,"踩中一座活火山时，雷奥利斯领主会制造出一个火山口。他偶尔会使火山口里淌出岩浆。岩浆会对任何站在上面的玩家造成$97234s1点火焰伤害。

在$97225d后。熔岩洪流会开始喷发，对任何站在其中的玩家造成${$97234m1*2}点火焰伤害。",193,11,2526,0,2529,1,38063,0,0,0,0,0,-1
2537,第二阶段：你们将燃烧殆尽！,当雷奥利斯领主的剩余生命值处于25%时，他的黑曜石盔甲破碎。他将不再无视玩家，玩家也可以对其进行攻击。,193,17,0,2538,0,0,0,0,0,0,1,0,-1
2538,献祭,雷奥利斯领主的烈焰对所有玩家造成每秒$99845s1点火焰伤害。,193,18,2537,0,2539,2,0,0,0,524793,0,0,-1
2539,不受束缚的烈焰,雷奥利斯领主释放一道火焰，随机追逐一名玩家，对火焰射线周围$100974A1码范围内的所有玩家造成$100974s1点火焰伤害。,193,19,2537,0,0,2,0,0,0,236216,2,8,12
2540,火焰箭,"地怒者塔赫开始引导并朝空中发射火焰箭，持续$77370d，随机对两名玩家造成每秒$75540s1点火焰伤害。$[!2,4

火焰箭每秒随机对三名玩家造成伤害。$]",125,1,0,0,2541,2,0,0,0,136022,0,0,-1
2541,大地之刺,地怒者塔赫随机选择一名玩家，令他脚下的大地开始颤抖，4秒后一道大地之刺从地面破土而出。尖刺对$75339A1码内的每个玩家造成$75339s1点自然伤害，并将他们击向空中。,125,2,0,0,2542,2,0,0,0,136026,0,0,-1
2542,狂怒碎击,地怒者塔赫对当前目标造成$83650s1%的普通近战伤害，并对近战范围内的额外两个敌人造成同样的伤害。,125,3,0,0,2543,2,0,0,0,132338,0,0,-1
2543,混乱大地风暴,"当地怒者塔赫的剩余生命值处于50%时，他会产生一次剧烈的地震，地震波向外传播。沙子中会出现尘骨恐魔和宝石甲虫，并且地上会形成流沙。当所有的尘骨恐魔和宝石甲虫死亡时，大地风暴就会结束。这时塔赫才会再次从沙子中浮现，同玩家继续战斗。$[!2,4

在英雄模式下会出现一道流沙漩涡，在沙地上移动。$]",125,4,0,2544,0,2,0,0,0,237589,0,32,-1
2544,尘骨恐魔,沙子中出现两名尘骨恐魔攻击玩家。,125,5,2543,2545,2546,1,32951,0,0,0,0,0,-1
2545,重击,尘骨恐魔对当前目标造成$75453s1%的普通近战伤害。,125,6,2544,0,0,2,0,0,0,237499,0,0,-1
2546,宝石甲虫,沙子中出现八只宝石甲虫攻击玩家。甲虫的生命值不高。,125,7,2543,0,2547,1,35109,0,0,0,0,0,-1
2547,流沙,在混乱大地风暴发生期间，玩家附近会随机出现半径$75547A1码的流沙。流沙每$75546t1秒对所有站在上面的玩家造成$75547s1点自然伤害，并使他们的移动速度降低$75548s1%。,125,8,2543,0,2548,2,0,0,0,133849,0,0,-1
2548,沙尘旋涡,一道巨大的龙卷风会在混乱大地风暴发生期间产生，缓缓地绕着沙子移动。任何靠近的玩家都会被沙尘旋涡所吸住，每$75369t1秒受到$75369s1点物理伤害，持续$75369d。随后沙尘旋涡会把玩家甩出去。被沙尘旋涡困住时，玩家将无法攻击或施放法术。,125,9,2543,0,0,2,0,0,0,132119,2,8,14
2549,液态黑曜石,液态黑曜石会试图靠近雷奥利斯领主，然后使用熔合。,193,7,2527,2550,0,1,33006,0,0,0,2,8,12
2550,熔合,液态黑曜石同雷奥利斯领主熔为一体，为他额外提供1%的伤害减免。,193,8,2549,0,0,2,0,0,0,133598,0,8,-1
2551,复仇打击,安拉斐特对当前目标造成等同于其普通近战攻击$75604s1%的暗影伤害，并且每$75603t1秒额外造成$75603s1点暗影伤害，持续$75603d。,126,1,0,0,2552,2,0,0,0,236316,0,128,-1
2552,阿尔法光束,"安拉斐特随机选择一名玩家作为目标，开始引导阿尔法光束，每$76912t1秒对目标位置$76956A1码内的玩家造成$76956s1点暗影伤害，持续$76912d。$[!2,4

在英雄难度下，阿尔法光束的暗影区域在战斗结束之前都不会消散，会不断造成伤害。$]",126,2,0,0,2553,2,0,0,0,237563,0,0,-1
2553,欧米加姿态,安拉斐特进入欧米加姿态，每$75622t1秒对所有敌对目标造成$75623s1点暗影伤害，持续$75622d。同时，欧米加姿态降低目标的移动速度$75623s2%，持续$75623d。,126,3,0,0,2554,2,0,0,0,236310,0,0,-1
2554,破碎遗迹,使用阿尔法光束或欧米加姿态之后，安拉斐特将会施放破碎遗迹。该技能将所有敌人的最大生命值降低$75609s1%，最多叠加10次。,126,4,0,0,0,2,0,0,0,136025,0,0,-1
2555,超级新星,伊希斯特施放一颗超级新星，造成$76670s1点奥术伤害，使所有面对她的玩家迷惑$74137d。,127,1,0,0,2556,2,0,0,0,135728,0,0,-1
2556,镜像,"当伊希斯特的生命值处于66%时，她将分裂成三个生物。每个生物都代表着她的一个主要技能。杀死其中一个的话，她在战斗中接下来的时间就无法使用该技能，但其余两种技能则会加强。

当伊希斯特的生命值降到33%时，她会再次分裂成两个生物。这两个生物对应她剩下来的两个技能。杀死其中一个的话，她在战斗中接下来的时间就无法使用该技能，但最后一项技能则会进一步加强。",127,2,0,2557,2560,2,0,0,0,237568,0,32,-1
2557,星界之雨,杀死该镜像，伊希斯特将无法使用星界之雨。,127,3,2556,0,2558,1,33466,0,0,0,0,0,-1
2558,星界之声,杀死该镜像，伊希斯特将无法使用星界之声。,127,4,2556,0,2559,1,33466,0,0,0,0,0,-1
2559,星空之纱,杀死该镜像，伊希斯特将无法使用星空之纱。,127,5,2556,0,0,1,33466,0,0,0,0,0,-1
2560,星界之雨,"伊希斯特召唤星雨，每$74134t1秒都会对$74135A2码内的所有玩家造成奥术伤害，持续$74134d。伤害的数值取决于玩家之前摧毁了多少只镜像。

没有镜像被摧毁：$74135s1点奥术伤害
摧毁一只镜像：$74366s1点奥术伤害
摧毁两只镜像：$74370s1点奥术伤害",127,6,0,0,2561,2,0,0,0,135753,0,0,-1
2561,星界之声,"伊希斯特召唤为数不等的苍穹魔仆来协助她。苍穹魔仆的数量取决于玩家之前摧毁了多少只镜像。

没有镜像被摧毁：一名苍穹魔仆
摧毁一只镜像：两名苍穹魔仆
摧毁两只镜像：三名苍穹魔仆",127,7,0,2562,2564,2,0,0,0,237568,0,0,-1
2562,苍穹魔仆,这些漂浮的恒星碎片会随机选择玩家施放奥术弹幕。,127,8,2561,2563,0,0,0,0,0,0,0,0,-1
2563,奥术弹幕,苍穹魔仆随机对一名玩家施放星界能量弹幕，造成$74374s1点奥术伤害。,127,9,2562,0,0,2,0,0,0,135731,0,64,-1
2564,星空之纱,"伊希斯特放下一道保护盾，使用法力替代生命值吸收伤害，并且以一定的百分比反射对她施放的法术。伤害的吸收数量及反射法术的百分比取决于玩家之前摧毁了多少只镜像。

没有镜像被摧毁：吸收$74133s1点伤害，并有$74133s2%的几率反射法术
摧毁一只镜像：吸收$74372s1点伤害，并有$74372s2%的几率反射法术
摧毁两只镜像：吸收$74373s1点伤害，并有$74373s2%的几率反射法术",127,10,0,0,0,2,0,0,0,132123,0,0,-1
2565,枯萎,阿穆纳伊随机选择一名玩家，令其枯萎，在$76043d内降低目标的攻击和施法速度$76043s1%，并降低移动速度$76043s2%。,128,1,0,0,2566,2,0,0,0,136064,0,192,-1
2566,吞噬生命能量,"阿穆纳伊随机选择一名玩家，从他身上汲取生命和力量转为己用。“吞噬生命能量”每$79766t2秒会对玩家造成$79766s2点的自然伤害，持续$79766d。根据玩家的职业不同，该法术同时还会抽取一小部分法力、符文能量、怒气、集中值，或者是能量。

“吞噬生命能量”每秒内可以使阿穆纳伊获得12点能量，持续$75665d。",128,2,0,0,2567,2,0,0,0,136212,0,0,-1
2567,新生豆荚,阿穆纳伊周期性地随机选择14码外的一处地点召唤新生豆荚。新生豆荚生命值不高。,128,3,0,2568,2570,1,24477,0,0,0,0,34,-1
