ID,Name_lang,SafeLocID,PlayerConditionID,Flags,Type,Field_8_2_0_30080_006,WaypointMapVolumeID
438,使用奥格瑞玛的传送门前往达拉然,10249,0,0,2,0,0
439,通往喧鸣深窟的出口,10255,0,50,0,0,4
440,跨越涓流深渊，前往艾基-卡赫特,10261,0,50,1,0,4
441,通往艾基-卡赫特的出口,10262,0,50,2,0,2
442,跨越涓流深渊，前往喧鸣深窟,10264,0,50,1,0,2
443,通往喧鸣深窟的出口,10263,0,50,2,0,4
444,穿越地穴前往艾基-卡赫特,10265,118328,18,1,0,1
445,通往艾基-卡赫特的出口,10266,118328,18,2,0,2
446,穿越心核隧途,10268,118328,18,2,0,1
447,穿越地穴前往多恩诺嘉尔,10267,118328,18,1,0,2
448,穿越心核隧途,10285,0,50,0,0,1
449,与达拉然的卡德加交谈，前往卡兹阿加。,10291,0,0,1,0,0
450,与达拉然的卡德加交谈，前往卡兹阿加。,10292,0,0,2,0,0
451,使用滨海钻机离开安德麦,10318,0,0,1,0,0
452,前往祖达萨的火箭钻机,10319,0,0,2,0,0
453,使用时光之穴的传送门前往奥格瑞玛,10393,130567,16,1,0,0
454,使用时光之穴的传送门前往暴风城,10394,130568,0,1,0,0
455,乘坐海妖岛的飞艇前往多恩诺嘉尔,10397,0,0,1,0,0
456,前往多恩诺嘉尔的飞艇,10398,128915,0,2,0,0
457,与船长交谈，前往海妖岛,10399,0,0,1,0,0
458,前往海妖岛的飞艇,10400,0,0,2,0,0
459,乘坐海妖岛的钻探机前往冈达加兹,10402,0,0,1,0,0
460,前往冈达加兹的钻探机,10403,128915,0,1,0,0
461,乘坐冈达加兹的钻探机前往海妖岛,10404,0,0,1,0,0
462,前往海妖岛的钻探机,10405,0,0,2,0,0
463,骑乘米师前往风暴熔炉,10423,131411,0,1,0,0
464,使用卡雷什的界门前往噬渊,10424,131391,0,1,0,0
465,骑乘米师前往风暴熔炉,10425,131411,0,2,0,0
466,通往噬渊的出口,10426,131391,0,2,0,0
467,使用噬渊的界门前往卡雷什,10428,131391,0,1,0,0
468,通往卡雷什的出口,10429,131391,0,2,0,0
469,使用传送门前往多恩诺嘉尔,10433,0,0,1,0,0
470,通往多恩诺嘉尔的出口,10434,0,0,2,0,0
471,使用空间裂隙前往卡雷什,10432,0,0,1,0,0
472,通往卡雷什的出口,10435,0,0,2,0,0
473,使用传送器前往安德麦,10447,132220,0,1,0,0
474,前往安德麦的传送器,10448,132220,0,2,0,0
475,使用传送器前往多恩诺嘉尔,10449,132220,0,1,0,0
476,前往多恩诺嘉尔的传送器,10450,132220,0,2,0,0
477,使用传送门前往姆玛尔,10536,0,0,1,0,0
478,使用传送门前往卡雷什,10506,135641,0,0,0,0
479,使用传送门前往斯托颂谷地,10507,0,0,1,0,0
480,使用传送门前往玛卓克萨斯,10538,0,0,1,0,0
481,使用传送门前往碧蓝林海,10534,0,0,1,0,0
482,使用传送门前往外域纳格兰,10527,0,0,1,0,0
483,通往纳格兰的出口,10528,0,0,2,0,0
484,使用传送门前往卡雷什的中庭,10529,0,0,1,0,0
485,通往卡雷什的出口,10530,0,0,2,0,0
486,使用传送门前往卡雷什的绿洲,10531,0,0,1,0,0
487,通往卡雷什的出口,10532,0,0,2,0,0
488,通往斯托颂谷地的出口,10533,0,0,2,0,0
489,通往碧蓝林海的出口,10535,0,0,2,0,0
490,通往姆玛尔的出口,10537,0,0,2,0,0
491,通往玛卓克萨斯的出口,10539,0,0,2,0,0
492,使用传送门前往卡雷什,10573,0,0,1,0,0
493,通往斯托颂谷地的出口,10507,0,0,2,0,0
494,从银月城的传送门前往虚影风暴,10608,138662,0,1,0,0
495,通往虚影风暴的出口,10609,152700,0,2,0,0
496,使用银月城的传送门前往奥格瑞玛,10661,147610,0,1,0,0
497,使用银月城的传送门前往暴风城,10662,147614,0,1,0,0
498,骑乘米师前往沃顿,10680,140637,0,1,0,0
499,骑乘米师前往沃顿,10423,140637,0,1,0,0
500,骑乘米师前往德鲁斯瓦,10681,140637,0,1,0,0
501,骑乘米师前往德鲁斯瓦,10682,140637,0,2,0,0
502,使用达拉然的传送门前往卡拉赞,10696,141299,0,1,0,0
503,使用达拉然的传送门前往卡拉赞,10697,141299,0,2,0,0
504,达拉然通往虚空之光神殿的传送门,10839,143666,16,1,0,0
505,通往虚空之光神殿的传送门,10840,143666,16,2,0,0
506,虚空之光神殿通往达拉然的传送门,10840,143666,0,1,0,0
507,通往达拉然的传送门,10839,143666,0,2,0,0
508,达拉然通往圣光秘殿的传送门,10841,143667,16,1,0,0
509,通往圣光秘殿的传送门,10840,143667,16,2,0,0
510,圣光秘殿通往达拉然的传送门,10840,143667,0,1,0,0
511,通往达拉然的传送门,10841,143667,0,2,0,0
514,在达拉然的克拉苏斯平台使用光铸道标，传送到维迪卡尔,10937,48904,0,1,0,0
515,维迪卡尔,10938,48904,0,2,0,0
516,使用导航控制台穿越阿古斯,10939,51650,0,0,0,0
517,使用导航控制台穿越阿古斯,10940,51650,0,0,0,0
518,使用导航控制台穿越阿古斯,10941,51650,0,0,0,0
519,克罗库营地,10942,51680,0,2,0,0
520,在克罗库营地使用光铸道标,10942,51680,0,1,0,0
521,使用艾泽拉斯之心的传送门前往深岩之洲,10971,40074,16,1,0,0
522,深岩之洲,10972,40074,16,2,0,0
523,使用达拉然的传送门前往艾泽拉斯之心,10973,40923,16,1,0,0
524,使用艾泽拉斯之心的传送门前往达拉然,10974,40074,16,1,0,0
525,使用奥格瑞玛的传送门前往银月城,10976,147610,0,1,0,0
526,通往银月城的传送门,10977,147610,0,2,0,0
527,通往奥格瑞玛的传送门,10978,147610,0,2,0,0
528,使用巫师圣殿的传送门前往银月城,10979,147614,86,1,0,8
529,通往银月城的传送门,10980,147614,20,2,0,9
530,通往暴风城的传送门,10981,147614,0,2,0,0
531,使用传送门前往达拉然,10984,40847,0,1,0,0
532,达拉然,10985,40847,0,2,0,0
535,使用巫师圣殿的传送门前往创始者之角,10997,34450,68,1,10,8
536,巫师圣殿通往创始者之角的传送门,10998,34450,0,2,0,0
537,通往烈风海岸的传送门,11000,34450,0,2,0,0
538,使用奥格瑞玛的传送门前往烈风海岸,11001,34450,0,1,0,0
539,达拉然通往邪能之槌号的传送门,11002,40917,16,1,0,0
540,通往邪能之槌号的传送门,11003,40917,16,2,0,0
541,通往艾泽拉斯之心的传送门,10974,40923,16,2,0,0
542,通往达拉然的传送门,10974,40923,16,2,0,0
543,从克拉苏斯平台跃往苍穹要塞,11007,40922,16,1,0,0
544,苍穹要塞,11008,40922,16,2,0,0
545,与艾瑞莉娅交谈，从苍穹要塞跃往达拉然,11009,37177,16,1,0,0
546,达拉然,11010,37177,16,2,0,0
547,使用银月城的传送门前往哈籁恩达尔,11011,148339,0,1,0,0
548,通往哈籁恩达尔的出口,11012,148339,0,2,0,0
549,使用哈籁恩达尔的传送门前往银月城,11038,148339,0,1,0,0
550,通往银月城的传送门,11039,148339,0,2,0,0
551,使用虚影风暴的传送门前往银月城,11040,152700,0,1,0,0
552,通往银月城的传送门,11041,138662,0,2,0,0
554,使用萨拉斯小径传送门前往幽魂之地,11097,0,0,1,0,0
555,通往幽魂之地的出口,11098,0,0,2,0,0
556,使用萨拉斯小径传送门前往东瘟疫之地,11099,0,0,1,0,0
557,通往东瘟疫之地的出口,11100,0,0,2,0,0
558,使用虚影风暴的传送门前往哈籁恩达尔,11211,152501,0,1,0,0
559,通往哈籁恩达尔的出口,11212,152501,0,2,0,0
560,通往虚影风暴的出口,11214,152501,0,2,0,0
561,使用哈籁恩达尔的传送门前往虚影风暴,11213,152501,0,1,0,0
562,使用虚影风暴的传送门前往银月城,11229,152701,0,1,0,0
563,通往虚影风暴的出口,11230,152701,0,2,0,0
566,传送到你在创始者之角的地块,0,147493,8,1,0,0
567,创始者之角,10998,147493,0,2,0,0
568,传送到你在烈风海岸的地块,0,147497,8,1,0,0
569,烈风海岸,11000,147497,0,2,0,0
578,通往哈籁恩达尔的神秘林根之路,11411,137505,0,1,0,0
579,通往哈籁恩达尔的出口,11412,137505,0,2,0,0
580,通往永歌森林的出口,11414,137505,0,2,0,0
581,通往永歌森林的永歌林根之路,11413,137505,0,1,0,0
582,穿过东牙侧门进入阿塔乌特克地窟,11434,49081,0,1,0,10
583,通往阿塔乌特克地窟的出口,11435,49081,0,2,0,10
584,穿行离开阿塔乌特克地窟,11435,49081,0,1,0,11
585,通往盘卷蛇岛的出口,11434,49081,0,2,0,11
586,穿过蛇眼之门进入阿塔乌特克地窟,11438,49081,0,1,0,10
587,通往阿塔乌特克地窟的出口,11436,49081,0,2,0,10
588,穿过西牙侧门进入阿塔乌特克地窟,11439,0,0,1,0,10
589,通往阿塔乌特克地窟的出口,11437,49081,0,2,0,10
590,穿行离开阿塔乌特克地窟,11436,49081,0,1,0,11
591,通往盘卷蛇岛的出口,11438,49081,0,2,0,11
592,穿行离开阿塔乌特克地窟,11437,49081,0,1,0,11
593,通往盘卷蛇岛的出口,11439,49081,0,2,0,11
594,通往瓦尔的传送门,11461,155260,0,1,0,0
595,虚影风暴至瓦尔,11462,0,0,2,0,0
596,通往虚影风暴的传送门,11462,0,0,1,0,0
597,瓦尔至虚影风暴,11461,0,0,2,0,0
598,通往奈格塔尔的传送门,11461,155293,0,1,0,0
599,虚影风暴至奈格塔尔,11464,0,0,2,0,0
600,通往虚影风暴的传送门,11464,0,0,1,0,0
601,奈格塔尔至虚影风暴,11461,0,0,2,0,0
602,通往瓦尔的传送门,11465,158779,0,1,0,0
603,通往奈格塔尔的传送门,11465,158780,0,1,0,0
604,通往遗忘密室的传送门,11467,0,0,1,0,0
605,离开遗忘密室的传送门,11468,0,0,2,0,0
610,通往银月城的传送门,11464,158780,0,1,0,0
611,奈格塔尔至银月城,11465,158780,0,2,0,0
612,通往银月城的传送门,11462,158779,0,1,0,0
613,瓦尔至银月城,11465,158779,0,2,0,0
