ID,Text_lang,RelationshipFlags,EmotesTextID
679,%s靠着你，冷得不断颤抖。,1,128
680,你靠着%s冷得不断颤抖。,2,128
681,%s站着冷得不断颤抖。,4,128
682,你冷得不断颤抖。,6,128
683,%s冷得不断颤抖。,12,128
684,%s发出嘘声驱赶%s。走开，讨厌的家伙！,0,129
685,%s发出嘘声驱赶你。走开，讨厌的家伙！,1,129
686,你嘘走了%s。走开，讨厌的家伙！,2,129
687,%s发出嘘声让那些讨厌的家伙走开。,4,129
688,你发出嘘声让那些讨厌的家伙走开。,6,129
689,%s扇了%s一耳光，啊！,0,130
690,%s扇了你一耳光，啊！,1,130
691,你扇了%s一耳光，啊！,2,130
692,%s扇了自己一个耳光，啊！,4,130
693,你扇了自己一个耳光，啊！,6,130
694,%s扇了她自己一个耳光，啊！,12,130
695,%s顽皮地对着%s傻笑。,0,131
696,%s顽皮地对着你傻笑。,1,131
697,你顽皮地对着%s傻笑。,2,131
698,%s的脸上渐渐露出了顽皮的傻笑。,4,131
699,你的脸上渐渐露出了顽皮的傻笑。,6,131
700,%s仔细的嗅了嗅%s。,0,132
701,%s仔细地嗅了嗅你。,1,132
702,你仔细的嗅了嗅%s。,2,132
703,%s嗅了嗅周围的空气。,4,132
704,你嗅了嗅周围的空气。,6,132
705,%s嗅了嗅周围的空气。,12,132
706,%s唾弃了%s。,0,133
707,%s唾弃了你。,1,133
708,你唾弃了%s。,2,133
709,%s唾弃着周围卑贱的苦工。,4,133
710,你唾弃着周围卑贱的苦工。,6,133
711,%s唾弃着周围卑贱的苦工。,12,133
712,%s安抚着%s。一切……一切都会好的。,0,134
713,%s安抚着你。一切……一切都会好的。,1,134
714,你安抚着%s。一切……一切都会好的。,2,134
715,%s需要安慰。,4,134
716,你需要安慰。,6,134
717,,0,135
718,,1,135
719,,2,135
720,,4,135
721,,6,135
722,,12,135
723,%s对%s做了个嘲弄的姿势。记住了！,0,136
724,%s对你做了个嘲弄的姿势。记住了！,1,136
725,你对%s做了个嘲弄的姿势。记住了！,2,136
726,%s对周围的人做了个嘲弄的姿势。记住了！笨蛋！,4,136
727,你对周围的人做了个嘲弄的姿势。记住了！笨蛋！,6,136
728,%s对周围的人做了个嘲弄的姿势。记住了！笨蛋！,12,136
729,%s嘲弄了%s一番。,0,137
730,%s嘲弄了你一番。,1,137
731,你嘲弄了%s一番。,2,137
732,%s真是个喜欢嘲弄别人的家伙。,4,137
733,你真是个喜欢嘲弄别人的家伙。,6,137
734,%s告诉%s他很渴。朋友，有没有喝的？,0,138
735,%s告诉你他很渴。朋友，有没有可以喝的？,1,138
736,你告诉%s你很渴。朋友，有没有可以喝的？,2,138
737,%s感到非常的口渴。有没有人能给点喝的？,4,138
738,你感到非常的口渴。有没有人能给点喝的？,6,138
739,%s告诉%s她很渴。朋友，有没有喝的？,8,138
740,%s告诉你她很渴。朋友，有没有喝的？,9,138
741,%s反对%s这样做。,0,139
742,%s反对你这样做。,1,139
743,你反对%s这样做。,2,139
744,%s极力反对这样的行为。,4,139
745,你极力反对这样的行为。,6,139
746,%s对着%s窃笑。,0,140
747,%s对着你窃笑。,1,140
748,你对着%s窃笑。,2,140
749,%s暗自偷笑。,4,140
750,你暗自偷笑。,6,140
751,%s暗自偷笑。,12,140
752,%s在挠%s的胳肢窝。嘿嘿！,0,142
753,%s在挠你的胳肢窝。嘿嘿！,1,142
754,你在挠%s的胳肢窝。嘿嘿！,2,142
755,%s想要被挠挠胳肢窝。嘿嘿！,4,142
756,你想要被挠挠胳肢窝。嘿嘿！,6,142
757,%s在%s面前小声地哭了起来。,0,143
758,%s在你面前小声地哭了起来。,1,143
759,你在%s面前小声地哭了起来。,2,143
760,%s小声地哭了起来。,4,143
761,你小声地哭了起来。,6,143
762,%s对%s露出了微笑。,0,163
763,%s对你露出了微笑。,1,163
764,你对%s露出了微笑。,2,163
765,%s露出了微笑。,4,163
766,你露出了微笑。,6,163
777,%s告诉%s她已经准备好了。,8,126
778,%s对%s做了个粗鲁的手势。,0,183
779,%s对你做了个粗鲁的手势。,1,183
780,你对%s做了个粗鲁的手势。,2,183
781,%s做了个粗鲁的手势。,4,183
782,你做了个粗鲁的手势。,6,183
797,%s轻蔑地看着%s这个可怜的家伙。,0,203
798,%s轻蔑地看着你这个可怜的家伙。,1,203
799,你轻蔑地看着%s这个可怜的家伙。,2,203
800,%s对他周围的人表示同情。,4,203
801,%s对她周围的人表示同情。,12,203
802,你对你周围的人表示同情。,6,203
803,%s对着%s高声怒吼。,0,204
804,%s对着你高声怒吼。,1,204
805,你对着%s高声怒吼。,2,204
806,%s在高声怒吼。,4,204
807,你在高声怒吼。,6,204
808,%s对着%s咆哮。,0,205
809,%s对着你咆哮。,1,205
810,你对着%s咆哮。,2,205
811,%s仰天长啸。呜~~~,4,205
812,你仰天长啸。呜……！,6,205
817,%s非常害怕%s。,0,223
818,%s非常害怕你。,1,223
819,你非常害怕%s。,2,223
820,%s看上去十分惊恐不安。,4,223
821,你看上去十分惊恐不安。,6,223
822,%s无助地在%s旁边走来走去。,0,224
823,%s无助地在你旁边走来走去。,1,224
824,你无助地在%s旁边走来走去。,2,224
825,%s无助地走来走去。,4,224
826,你无助地走来走去。,6,224
827,%s爱%s。,0,225
828,%s爱你。,1,225
829,你爱%s。,2,225
830,%s感受到了爱。,4,225
831,你感受到了深深的爱意。,6,225
832,%s对%s发出牛叫声。哞~~~,0,226
833,%s对你发出牛叫声。哞~~~,1,226
834,你对%s发出牛叫声。哞~~~,2,226
835,%s发出牛叫声。哞~~~,4,226
836,哞~~~,6,226
837,%s赞扬%s的工作完成得很出色。,0,243
838,%s赞扬你的工作完成得很出色。,1,243
839,你赞扬%s的工作完成得很出色。,2,243
840,%s赞扬大家的工作完成得很出色。,4,243
841,你赞扬大家的工作完成得很出色。,6,243
862,,0,303
863,,1,303
864,,2,303
865,%s大声呼救！,4,303
866,你大声呼救！,6,303
867,%s指了指%s这个来犯之敌！,0,304
868,%s指了指你这个来犯之敌！,1,304
869,你指了指%s这个来犯之敌！,2,304
870,%s大叫敌人来了！,4,304
871,你大叫敌人来了！,6,304
872,,0,305
873,,1,305
874,,2,305
875,%s开始冲锋。,4,305
876,你开始冲锋。,6,305
877,%s高声喊叫，让%s赶快逃跑！,0,306
878,%s高声喊叫，让你赶快逃跑！,1,306
879,你高声喊叫，让%s赶快逃跑！,2,306
880,%s高声喊叫，让所有人都赶快逃跑！,4,306
881,你叫所有人快跑！,6,306
882,%s要你进攻%s。,0,307
883,%s要所有人攻击你。,1,307
884,你要所有人进攻%s。,2,307
885,%s要你攻击某样东西。,4,307
886,你告诉所有人进攻某物。,6,307
887,%s的法力不足。,4,323
888,你宣布你的法力不足！,6,323
889,%s示意%s跟着。,0,324
890,%s示意你跟着。,1,324
891,你示意%s跟着。,2,324
892,%s示意你跟着。,4,324
893,你示意所有人跟着。,6,324
894,%s要%s等着。,0,325
895,%s要你等着。,1,325
896,你要%s等着。,2,325
897,%s要你等着。,4,325
898,你要所有人等着。,6,325
899,%s大声请求治疗！,4,326
900,你大声请求治疗！,6,326
901,%s命令你开火。,4,327
902,你命令开火。,6,327
903,%s向%s示好。,0,328
904,%s向你示好。,1,328
905,你向%s示好。,2,328
906,%s向周围的人示好。,4,328
907,你向周围的人示好。,6,328
908,%s对%s讲了个笑话。,0,329
909,%s给你讲了一个笑话。,1,329
910,你给%s讲了一个笑话。,2,329
911,%s讲了一个笑话。,4,329
912,你讲了一个笑话。,6,329
913,%s为%s鼓掌，但很明显不太在意。,0,343
914,%s为你鼓掌，但很明显不太在意。,1,343
915,你为%s鼓掌，但很明显不太在意。,2,343
916,%s心不在焉地鼓掌，很明显不太在意。,4,343
917,你心不在焉地鼓掌，很明显不太在意。,6,343
918,%s神秘地朝%s眨了眨眼。,0,363
919,%s神秘地朝你眨了眨眼。,1,363
920,你神秘地朝%s眨了眨眼。,2,363
921,%s神秘地眨了眨眼。,4,363
922,你神秘地眨了眨眼。,6,363
923,%s轻轻地拍了拍%s。,0,364
924,%s轻轻拍了拍你。,1,364
925,你轻轻拍了拍%s。,2,364
926,%s需要一些安慰。,4,364
927,你需要一些安慰。,6,364
928,%s认为%s是认真的。,0,365
929,%s认为你是认真的。,1,365
930,你认为%s是认真的。,2,365
931,%s认为这件事情非常严肃。,4,365
932,你认为这件事情非常严肃。,6,365
933,%s祝%s好运。,0,367
934,%s祝你好运。,1,367
935,你祝%s好运。,2,367
936,%s希望自己走运。,4,367
937,你希望自己走运。,6,367
938,%s责怪%s把一切都搞砸了。,0,368
939,%s责怪你把一切都搞砸了。,1,368
940,你责怪%s把一切都搞砸了。,2,368
941,%s责怪自己把一切都搞砸了。,4,368
942,你责怪自己把一切都搞砸了。,6,368
943,%s责怪自己把一切都搞砸了。,12,368
944,%s双目无神地看着%s。,0,369
945,%s双目无神地看着你。,1,369
946,你双目无神地看着%s。,2,369
947,%s双目无神地看着他的周围。,4,369
948,你双目无神地看着你的周围。,6,369
949,%s双目无神地看着她的周围。,12,369
950,%s对%s凶神恶煞地挥舞着手中的武器。,0,370
951,%s对你凶神恶煞地挥舞着手中的武器。,1,370
952,你对%s凶神恶煞地挥舞着手中的武器。,2,370
953,%s凶神恶煞地挥舞着手中的武器。,4,370
954,你凶神恶煞地挥舞着手中的武器。,6,370
955,%s对%s凶神恶煞地挥舞着手中的武器。,8,370
956,%s对你凶神恶煞地挥舞着手中的武器。,9,370
957,%s凶神恶煞地挥舞着手中的武器。,12,370
958,%s让%s进行一次深呼吸。,0,371
959,%s让你进行一次深呼吸。,1,371
960,你让%s进行一次深呼吸。,2,371
961,%s进行了一次深呼吸。,4,371
962,你进行了一次深呼吸。,6,371
963,%s不同意%s的看法。,0,372
964,%s不同意你的看法。,1,372
965,你不同意%s的看法。,2,372
966,%s表示不同意。,4,372
967,你表示不同意。,6,372
968,%s怀疑%s。,0,373
969,%s怀疑你。,1,373
970,你怀疑%s。,2,373
971,%s对事情是否能顺利发展感到怀疑。,4,373
972,你对事情是否能顺利发展感到怀疑。,6,373
973,%s对事情是否能顺利发展感到怀疑。,12,373
974,%s被%s搞得很尴尬。,0,374
975,%s被你搞得很尴尬。,1,374
976,你被%s搞得很尴尬。,2,374
977,%s羞得满脸通红。,4,374
978,你羞得满脸通红。,6,374
979,%s给%s打气。说你行你就行不行也行！,0,375
980,%s给你打气。说你行你就行不行也行！,1,375
981,你给%s打气。说你行你就行不行也行！,2,375
982,%s给周围的人打气。说你行你就行不行也行！,4,375
983,你给周围的人打气。说你行你就行不行也行！,6,375
984,%s给周围的人打气。说你行你就行不行也行！,12,375
985,%s让%s提高警惕，敌人就在附近。,0,376
986,%s让你提高警惕，敌人就在附近。,1,376
987,你让%s提高警惕，敌人就在附近。,2,376
988,%s让大家提高警惕，敌人就在附近。,4,376
989,你让大家提高警惕，敌人就在附近。,6,376
990,%s对%s紧锁双眉，露出了质疑的表情。,0,377
991,%s对你紧锁双眉，露出了质疑的表情。,1,377
992,你对%s紧锁双眉，露出了质疑的表情。,2,377
993,%s紧锁双眉，露出了质疑的表情。,4,377
994,你紧锁双眉，露出了质疑的表情。,6,377
995,%s对%s紧锁双眉，露出了质疑的表情。,8,377
996,%s对你紧锁双眉，露出了质疑的表情。,9,377
997,%s紧锁双眉，露出了质疑的表情。,12,377
998,%s为%s举起了酒杯。干杯！,0,378
999,%s为你举起了酒杯。干杯！,1,378
1000,你为%s举起了酒杯。干杯！,2,378
1001,%s高高举起了酒杯，然后一饮而尽。干杯！,4,378
1002,你高高举起了酒杯，然后一饮而尽。干杯！,6,378
1003,%s认为%s失败了。,0,379
1004,%s认为你失败了。,1,379
1005,,8,379
1006,,9,379
1007,你认为%s失败了。,2,379
1008,%s失败了。,4,379
1009,你失败了。,6,379
1010,%s要跟%s击掌庆祝！,0,380
1011,%s要跟你击掌庆祝！,1,380
1012,你要跟%s击掌庆祝！,2,380
1013,%s抬起手来想要跟大家击掌庆祝。,4,380
1014,你抬起手来想要跟大家击掌庆祝。,6,380
1015,%s抬起手来想要跟大家击掌庆祝。,12,380
1016,%s心不在焉地看着%s。,0,381
1017,%s心不在焉地看着你。,1,381
1018,你心不在焉地看着%s。,2,381
1019,%s看起来心不在焉。,4,381
1020,你看起来心不在焉。,6,381
1021,%s把胳膊搭在%s的肩膀上。,0,382
1022,%s把胳膊搭在你的肩膀上。,1,382
1023,你把胳膊搭在%s的肩膀上。,2,382
1024,%s把胳膊搭在%s的肩膀上。,8,382
1025,%s把胳膊搭在你的肩膀上。,9,382
1026,%s充满敬畏地看着%s。,0,383
1027,%s充满敬畏地看着你。,1,383
1028,你充满敬畏地看着%s。,2,383
1029,%s充满敬畏地看着周围。,4,383
1030,你充满敬畏地看着周围。,6,383
1031,%s把自己的背包翻了个底朝天。,4,384
1032,你把自己的背包翻了个底朝天。,6,384
1033,%s把自己的背包翻了个底朝天。,12,384
1034,%s对此感觉非常不好……,4,385
1035,你对此感觉非常不好……,6,385
1036,%s对%s发出了决斗挑战。,0,386
1037,%s对你发出了决斗挑战。,1,386
1038,你对%s发出了决斗挑战。,2,386
1039,%s对所有人发出了决斗挑战。放马过来啊！,4,386
1040,你对所有人发出了决斗挑战。放马过来啊！,6,386
1041,%s鼓励%s把酒一饮而尽。快喝啊！,0,387
1042,%s鼓励你把酒一饮而尽。快喝啊！,1,387
1043,你鼓励%s把酒一饮而尽。快喝啊！,2,387
1044,%s把他的饮料一饮而尽。,4,387
1045,你把自己的饮料一饮而尽。,6,387
1046,%s把她的饮料一饮而尽。,12,387
1053,%s升级了。叮！,4,389
1054,你升级了。叮！,6,389
1055,,12,389
1056,%s看着%s，然后用手捂住了脸。,0,390
1057,%s看着你，然后用手捂住了脸。,1,390
1058,你看着%s，然后用手捂住了脸。,2,390
1059,%s用手捂住了脸。,4,390
1060,你用手捂住了脸。,6,390
1061,%s看着%s，然后用手捂住了脸。,8,390
1062,%s看着你，然后用手捂住了脸。,9,390
1063,%s用手捂住了脸。,12,390
1064,%s一看到%s就昏倒了。,0,391
1065,%s一看到你就昏倒了。,1,391
1066,你一看到%s就昏倒了。,2,391
1067,%s昏倒了。,4,391
1068,你昏倒了。,6,391
1069,%s让%s动身。,0,392
1070,%s让你动身。,1,392
1071,你让%s动身。,2,392
1072,%s让大家动身。,4,392
1073,你让大家动身。,6,392
1074,%s告诉%s说自己必须走了。,0,393
1075,%s告诉你说自己必须走了。,1,393
1076,你告诉%s说自己必须走了。,2,393
1077,%s必须走了。,4,393
1078,你必须走了。,6,393
1079,%s告诉%s说自己必须走了。,8,393
1080,%s告诉你说自己必须走了。,9,393
1081,%s对%s怒目而视。,0,394
1082,%s对你怒目而视。,1,394
1083,你对%s怒目而视。,2,394
1084,%s对周围的所有人怒目而视。,4,394
1085,你对周围的所有人怒目而视。,6,394
1086,%s对周围的所有人怒目而视。,12,394
1087,%s的古怪行为让%s感到头疼。,0,395
1088,你的古怪行为让%s感到头疼。,1,395
1089,%s的古怪行为让你感到头疼。,2,395
1090,%s感到头疼。,4,395
1091,你感到头疼。,6,395
1092,%s大声打嗝。,4,396
1093,你大声打嗝。,6,396
1100,%s对%s表示鄙视。,0,398
1101,%s对你表示鄙视。,1,398
1102,你对%s表示鄙视。,2,398
1103,%s对周围的所有人表示鄙视。,4,398
1104,你对周围的所有人表示鄙视。,6,398
1105,%s对周围的所有人表示鄙视。,12,398
1106,%s握住了%s的手。,0,399
1107,%s握住了你的手。,1,399
1108,你握住了%s的手。,2,399
1114,%s让%s快一点。,0,401
1115,%s让你快一点。,1,401
1116,你让%s快一点。,2,401
1117,%s试图跟上节奏。,4,401
1118,你试图跟上节奏。,6,401
1119,%s想到了一个点子！,4,402
1120,你想到了一个点子！,6,402
1121,%s对%s表示嫉妒。,0,403
1122,%s对你表示嫉妒。,1,403
1123,你对%s表示嫉妒。,2,403
1124,%s对周围的人表示嫉妒。,4,403
1125,你对周围的人表示嫉妒。,6,403
1126,%s对周围的人表示嫉妒。,12,403
1127,%s真诚地祝%s好运。,0,404
1128,%s真诚地祝你好运。,1,404
1129,你真诚地祝%s好运。,2,404
1130,%s真诚地祝大家好运。,4,404
1131,你真诚地祝大家好运。,6,404
1132,%s拿出了地图。,4,405
1133,你拿出了地图。,6,405
1134,%s拿出了地图。,12,405
1135,%s恳求%s大发慈悲。,0,406
1136,%s恳求你大发慈悲。,1,406
1137,你恳求%s大发慈悲。,2,406
1138,%s恳求大家大发慈悲。,4,406
1139,你恳求大家大发慈悲。,6,406
1140,%s愤怒地向%s抱怨。哼！,0,407
1141,%s愤怒地向你抱怨。哼！,1,407
1142,你愤怒地向%s抱怨。哼！,2,407
1143,%s愤怒地向自己抱怨。哼！,4,407
1144,你愤怒地向自己抱怨。哼！,6,407
1145,%s愤怒地向自己抱怨。哼！,12,407
1146,%s惴惴不安地看着%s。,0,408
1147,%s惴惴不安地看着你。,1,408
1148,你惴惴不安地看着%s。,2,408
1149,%s惴惴不安地看着周围。,4,408
1150,你惴惴不安地看着周围。,6,408
1151,%s试图向%s开出一个无法拒绝的诱人条件。,0,409
1152,%s试图向你开出一个无法拒绝的诱人条件。,1,409
1153,你试图向%s开出一个无法拒绝的诱人条件。,2,409
1154,%s对%s作出亲昵的表示。,0,410
1155,%s对你作出亲昵的表示。,1,410
1156,你对%s作出亲昵的表示。,2,410
1157,%s掐了%s一下。,0,411
1158,%s掐了你一下。,1,411
1159,你掐了%s一下。,2,411
1160,%s掐了自己一下。,4,411
1161,你掐了自己一下。,6,411
1162,%s掐了自己一下。,12,411
1168,%s为%s感到骄傲。,0,413
1169,%s为你感到骄傲。,1,413
1170,你为%s感到骄傲。,2,413
1171,%s为自己感到骄傲。,4,413
1172,你为自己感到骄傲。,6,413
1173,%s为自己感到骄傲。,12,413
1174,%s对%s做出了一个承诺。,0,414
1175,%s对你做出了一个承诺。,1,414
1176,你对%s做出了一个承诺。,2,414
1177,%s给%s把了把脉。糟糕！,0,415
1178,%s给你把了把脉。,1,415
1179,你给%s把了把脉。糟糕！,2,415
1180,%s给自己把了把脉。,4,415
1181,你给自己把了把脉。,6,415
1182,%s照着%s的肩膀打了一拳。,0,416
1183,%s照着你的肩膀打了一拳。,1,416
1184,你照着%s的肩膀打了一拳。,2,416
1185,%s对着%s绷起脸。,0,417
1186,%s对着你绷起脸。,1,417
1187,你对着%s绷起脸。,2,417
1188,%s对着周围的人绷起脸。,4,417
1189,你对着周围的人绷起脸。,6,417
1190,%s对着周围的人绷起脸。,12,417
1191,%s的肠子都悔青了。,4,418
1192,你的肠子都悔青了。,6,418
1193,,12,418
1199,%s发誓要找%s报仇。,0,420
1200,%s发誓要找你报仇。,1,420
1201,你发誓要找%s报仇。,2,420
1202,%s发誓要报仇。,4,420
1203,你发誓要报仇。,6,420
1204,%s发誓要报仇。,12,420
1205,%s对%s翻了翻白眼。,0,421
1206,%s对你翻了翻白眼。,1,421
1207,你对%s翻了翻白眼。,2,421
1208,%s翻了翻白眼。,4,421
1209,你翻了翻白眼。,6,421
1210,%s对%s翻了翻白眼。,8,421
1211,%s对你翻了翻白眼。,9,421
1212,%s翻了翻白眼。,12,421
1213,%s抚弄着%s的头发。,0,422
1214,%s抚弄着你的头发。,1,422
1215,你抚弄着%s的头发。,2,422
1216,%s抚弄着自己的头发。,4,422
1217,你抚弄着自己的头发。,6,422
1218,%s抚弄着自己的头发。,12,422
1219,%s沮丧地垂下了头。,4,423
1220,你沮丧地垂下了头。,6,423
1221,%s沮丧地垂下了头。,12,423
1222,%s对%s做出轻蔑的表情。,0,424
1223,%s对你做出轻蔑的表情。,1,424
1224,你对%s做出轻蔑的表情。,2,424
1225,%s做出轻蔑的表情。,4,424
1226,你做出轻蔑的表情。,6,424
1227,%s责备%s。,0,425
1228,%s责备你。,1,425
1229,你责备%s。,2,425
1230,%s责备自己。,4,425
1231,你责备自己。,6,425
1232,%s责备自己。,12,425
1233,%s对%s表示不悦。,0,426
1234,%s对你表示不悦。,1,426
1235,你对%s表示不悦。,2,426
1236,%s表示不悦。,4,426
1237,你表示不悦。,6,426
1238,%s表示不悦。,12,426
1239,%s在找东西。,4,427
1240,你在找东西。,6,427
1241,%s对%s晃了晃拳头。,0,428
1242,%s对你晃了晃拳头。,1,428
1243,你对%s晃了晃拳头。,2,428
1244,%s晃了晃拳头。,4,428
1245,你晃了晃拳头。,6,428
1246,%s对%s晃了晃拳头。,8,428
1247,%s对你晃了晃拳头。,9,428
1248,%s晃了晃拳头。,12,428
1249,%s充满怀疑地左顾右盼。,4,429
1250,你充满怀疑地左顾右盼。,6,429
1251,%s看到%s之后颤颤发抖。,0,430
1252,%s看到你之后颤颤发抖。,1,430
1253,你看到%s之后颤颤发抖。,2,430
1254,%s颤颤发抖。,4,430
1255,你颤颤发抖。,6,430
1256,%s向%s发出了信号。,0,431
1257,%s向你发出了信号。,1,431
1258,你向%s发出了信号。,2,431
1259,%s发出了信号。,4,431
1260,你发出了信号。,6,431
1261,,12,431
1262,%s告诉%s安静一点。嘘！,0,432
1263,%s告诉你安静一点。嘘！,1,432
1264,你告诉%s安静一点。嘘！,2,432
1265,%s告诉大家安静一点。嘘！,4,432
1266,你告诉大家安静一点。嘘！,6,432
1267,%s对%s唱起了歌。,0,433
1268,%s对你唱起了歌。,1,433
1269,你对%s唱起了歌。,2,433
1270,%s开始放声歌唱。,4,433
1271,你开始放声歌唱。,6,433
1272,%s拍了拍%s的额头。,0,434
1273,%s拍了拍你的额头。,1,434
1274,你拍了拍%s的额头。,2,434
1275,%s想要从%s面前溜走。,0,435
1276,%s想要从你面前溜走。,1,435
1277,你想要从%s面前溜走。,2,435
1278,%s想要溜走。,4,435
1279,你想要溜走。,6,435
1280,%s对着%s打喷嚏。啊嚏！,0,436
1281,%s对着你打喷嚏。啊嚏！,1,436
1282,你对着%s打喷嚏。啊嚏！,2,436
1283,%s打了个喷嚏。啊嚏！,4,436
1284,你打了个喷嚏。啊嚏！,6,436
1285,%s轻蔑地对%s哼了一声。,0,437
1286,%s轻蔑地对你哼了一声。,1,437
1287,你轻蔑地对%s哼了一声。,2,437
1288,%s哼了一声。,4,437
1289,你哼了一声。,6,437
1290,%s向%s发出了尖叫。,0,438
1291,%s向你发出了尖叫。,1,438
1292,你向%s发出了尖叫。,2,438
1293,%s发出了杀猪一般的尖叫。,4,438
1294,你发出了杀猪一般的尖叫。,6,438
1295,%s让%s停止攻击。,0,439
1296,%s让你停止攻击。,1,439
1297,你让%s停止攻击。,2,439
1298,%s让大家停止攻击。,4,439
1299,你让大家停止攻击。,6,439
1300,%s对%s表示怀疑。,0,440
1301,%s对你表示怀疑。,1,440
1302,你对%s表示怀疑。,2,440
1303,%s怀疑地眯起了眼睛。,4,440
1304,你怀疑地眯起了眼睛。,6,440
1305,%s在想%s。,0,441
1306,%s在想你。,1,441
1307,你在想%s。,2,441
1308,%s陷入了沉思。,4,441
1309,你陷入了沉思。,6,441
1310,%s向%s建议停战。,0,442
1311,%s向你建议停战。,1,442
1312,你向%s建议停战。,2,442
1313,%s摇了摇大拇指。,4,443
1314,你摇了摇大拇指。,6,443
1315,%s摇了摇大拇指。,12,443
1316,%s警告%s。,0,444
1317,%s警告你。,1,444
1318,你警告%s。,2,444
1319,%s警告大家。,4,444
1320,你警告大家。,6,444
1321,%s对%s打着响指。,0,445
1322,%s对你打着响指。,1,445
1323,你对%s打着响指。,2,445
1324,%s打着响指。,4,445
1325,你打着响指。,6,445
1326,%s对%s打着响指。,8,445
1327,%s对你打着响指。,9,445
1328,%s打着响指。,12,445
1329,%s怀疑地眯起了眼睛。,12,440
1330,%s伸出了双臂。,4,382
1331,你伸出了双臂。,6,382
1332,%s伸出了双臂。,12,382
1333,%s对%s有一种不好的感觉。,0,385
1334,%s对你有一种不好的感觉。,1,385
1335,你对%s有一种不好的感觉。,2,385
1336,%s觉得%s很迷人。,0,446
1337,%s觉得你很迷人。,1,446
1338,你觉得%s很迷人。,2,446
1339,%s开始展现自己迷人的一面。,4,446
1340,你开始展现自己迷人的一面。,6,446
1341,%s捂住了%s的耳朵。,0,447
1342,%s捂住了你的耳朵。,1,447
1343,你捂住了%s的耳朵。,2,447
1344,%s捂住了自己的耳朵。,4,447
1345,你捂住了自己的耳朵。,6,447
1346,%s捂住了自己的耳朵。,12,447
1347,%s对着%s叉起了胳膊。哼！,0,448
1348,%s对着你叉起了胳膊。哼！,1,448
1349,你对着%s叉起了胳膊。哼！,2,448
1350,%s叉起了胳膊。,4,448
1351,你叉起了胳膊。,6,448
1352,%s对着%s叉起了胳膊。哼！,8,448
1353,%s对着你叉起了胳膊。哼！,9,448
1354,%s叉起了胳膊。,12,448
1355,%s祝贺%s升级了。叮！,0,389
1356,%s祝贺你升级了。叮！,1,389
1357,你祝贺%s升级了。叮！,2,389
1358,%s看着%s。,0,449
1359,%s看着你。,1,449
1360,你看着%s。,2,449
1361,%s看着周围。,4,449
1362,你看着周围。,6,449
1363,%s希望有人能握住他的手。,4,399
1364,你希望有人能握住你的手。,6,399
1365,%s希望有人能握住她的手。,12,399
1366,%s想要开出一个条件。,4,409
1367,你想要开出一个条件。,6,409
1368,%s需要得到关爱。,4,410
1369,你需要得到关爱。,6,410
1370,%s打了自己一拳。,4,416
1371,你打了自己一拳。,6,416
1372,%s打了自己一拳。,12,416
1373,%s认为%s会为此后悔。,0,418
1374,%s认为你会为此后悔。,1,418
1375,你认为%s会为此后悔。,2,418
1376,%s在%s的身上搜东西。,0,427
1377,%s在你的身上搜东西。,1,427
1378,你在%s的身上搜东西。,2,427
1379,%s对%s表示反对。,0,450
1380,%s对你表示反对。,1,450
1381,你对%s表示反对。,2,450
1382,%s表示反对！,4,450
1383,你表示反对！,6,450
1384,%s狡猾地看了%s一眼。,0,429
1385,%s狡猾地看了你一眼。,1,429
1386,你狡猾地看了%s一眼。,2,429
1387,%s拍了拍自己的额头。,4,434
1388,你拍了拍自己的额头。,6,434
1389,%s拍了拍自己的额头。,12,434
1390,%s建议停战。,4,442
1391,你建议停战。,6,442
1392,%s看到%s之后汗如雨下。,0,451
1393,%s看到你之后汗如雨下。,1,451
1394,你看到%s之后汗如雨下。,2,451
1395,%s汗如雨下。,4,451
1396,你汗如雨下。,6,451
1397,%s给自己把了把脉。,12,415
1398,%s很高兴能帮上%s的忙。,0,453
1399,%s很高兴能帮上你的忙。,1,453
1400,你很高兴能帮上%s的忙。,2,453
1401,%s很高兴能帮上忙。,4,453
1402,你很高兴能帮上忙。,6,453
1660,,0,506
1661,,1,506
1662,,2,506
1663,,4,506
1664,,6,506
1665,,12,506
1666,%s开始为联盟欢呼！,0,507
1667,%s开始为联盟欢呼！,1,507
1668,你开始为联盟欢呼！,2,507
1669,%s开始为部落欢呼！,0,508
1670,%s开始为部落欢呼！,1,508
1671,你开始为部落欢呼！,2,508
1729,%s被%s惊呆了。,0,517
1730,%s被你惊呆了。,1,517
1731,你被%s惊呆了。,2,517
1732,%s惊呆了。,4,517
1733,你惊呆了。,6,517
1734,%s惊呆了。,12,517
1735,%s犯了一个错误。,0,518
1736,%s犯了一个错误。,1,518
1737,你犯了一个错误。,2,518
1738,%s犯了一个错误。,4,518
1739,你犯了一个错误。,6,518
1740,%s犯了一个错误。,12,518
1741,%s开始为联盟欢呼！,0,519
1742,%s开始为联盟欢呼！,1,519
1743,你开始为联盟欢呼！,2,519
1744,%s开始为部落欢呼！,0,520
1745,%s开始为部落欢呼！,1,520
1746,你开始为部落欢呼！,2,520
1747,%s开始为联盟欢呼！,4,507
1748,你开始为联盟欢呼！,6,507
1749,%s开始为部落欢呼！,4,508
1750,你开始为部落欢呼！,6,508
1751,%s朝%s喵喵叫。,0,521
1752,%s朝你喵喵叫。,1,521
1753,你朝%s喵喵叫。,2,521
1754,%s在喵喵叫。,4,521
