ID,Name_lang,Description_lang,Cooldown,Duration,Flags,SchoolMask,IconFileDataID
241,痛苦之刺,一股噬渊心能翻涌向随机一名敌人，造成$s1点暗影伤害，并使他们的伤害降低50%，持续两轮。,4,2,0,32,3528298
242,黑暗治疗,使最近的一名盟友回复$s1点生命值，使其受到的伤害降低$s2%，持续两轮。,4,2,0,32,3528300
243,怨毒凝视,凝视深渊，嘲讽所有的敌人，并使其受到的伤害降低50%，持续两轮。,5,2,0,32,3528299
244,肉弹狂乱！,肉弹使自己造成的伤害增加$s1点，自己受到的伤害增加$s2点，持续2轮。对距离最近的敌人造成$s3点物理伤害。此技能不会立即激活。肉弹狂乱！,2,2,1,1,136224
245,十字军打击,考尔曼对距离最近的敌人造成$s1点神圣伤害。,3,0,0,2,135891
246,咆哮之咬,攻击距离最近的敌人，造成$s1点物理伤害。,2,0,0,1,132127
247,天鬃打击,用角打击一名敌人，造成$s1点神圣伤害，并为自己恢复$s2点生命值。,4,1,1,2,237397
248,感染魂噬,噬咬距离最近的敌人，造成$s1点暗影伤害以及每轮额外$s2点暗影伤害，持续4轮。,5,4,0,32,1029737
249,盾击,用盾发出近战攻击，猛击最近处的敌人，造成$s1点伤害，并使其伤害降低50%，持续一轮。,3,1,0,1,132360
250,荆棘弹弓,向最远的敌人发射一个荆棘投射物，命中后造成$s1点自然伤害。,4,0,1,8,840197
251,德鲁斯特的厄运,卢吉尔使用奇怪的德鲁斯特魔法来削弱敌人，使其造成的伤害降低20%，持续两轮。,5,2,0,32,348276
252,恶毒扫击,用德鲁斯特之刃发出狂野的扫击，对所有邻近的敌人造成$s1点暗影伤害，并使其受到的伤害提高$s2%，持续两轮。,4,2,0,32,456578
253,德鲁斯特利爪,爪击前排敌人，造成$s1点暗影伤害。,3,0,0,32,132141
254,德鲁斯特荆棘,战斗开始时处于冷却状态。德鲁斯特魔法在所有盟友周围形成了尖锐的屏障，对所有攻击他们的人造成$s1点自然伤害，持续三轮。,3,3,1,8,415052
255,德鲁斯特之护,守护一名邻近的友方目标，使其受到的伤害降低50%，持续一轮。,3,1,0,32,463829
256,德鲁斯特冲击,发射锥形的德鲁斯特魔法，对最近处的敌人及其身后的锥形区域造成$s1点暗影伤害。,2,0,0,32,3180367
257,恐怖咆哮,蛮兵发出恐怖的咆哮，使敌人受到惊吓，不敢攻击这名蛮兵，持续两轮。,4,2,0,32,236169
258,黑暗凿击,啃咬最近处的敌人，造成$s1点暗影伤害，并使目标流血，造成额外的$s2点伤害，持续三轮。,5,3,0,32,132133
259,心能火焰,此攻击对最近处的敌人造成$s1点奥术伤害，持续两轮。,2,3,0,64,3528278
260,心能爆发,失窃心能凝聚爆发，对最远的敌人造成$s1点奥术伤害。,3,0,0,64,3528280
261,手术强化,为一名邻近的盟友灌注力量，使其伤害提升$s1%，持续两轮。,4,2,0,32,3528291
262,腐臭践踏,构造体践踏地面，释放出酸液波，攻击所有近战范围内的敌人，造成$s1点自然伤害。,3,0,0,8,840405
263,酸性呕吐,喷出一股酸液，对最近处的敌人及其身后的锥形区域造成$s1点暗影伤害。,4,0,0,8,840199
264,肉钩,哈利斯男爵用他的钩子发泄怒气，对远程范围内最远的敌人发出强力的冲击，造成$s1点伤害。,4,0,0,1,132109
265,剧毒之爪,剧毒之爪撕扯最近处的敌人及其身后的一条线上的敌人，造成$s1点自然伤害。,4,0,0,8,136022
266,凶暴打击,成吉斯用双手的利刃发出攻击，伤害一名邻近的敌人，造成可观的$s1点伤害。,3,0,0,1,132338
267,酸液箭雨,向最远处的敌人发射酸液箭，造成$s1点自然伤害。,3,0,0,8,840199
268,酸液喷洒,对近战范围的所有敌人喷洒强酸，使其造成的伤害降低30%，持续三轮。,4,3,0,8,132104
269,酸液践踏,飨宴者跃向天空，然后着地并激起一股酸液波，攻击所有近战范围内的敌人，造成$s1点自然伤害。,4,0,0,8,840405
270,蛛歌结网,发射一串蜘蛛丝，网结最近处的敌人，使其造成的伤害降低50%，持续两轮。,4,2,0,1,237430
271,伏击,伏击远程范围内最远处的敌人，对其造成$s1点自然伤害，持续三轮。,4,3,0,8,132105
272,魂霜碎片,向最远处的敌人发射坚冰箭，造成$s1点自然伤害。,3,0,0,8,236209
273,祭仪诅咒,诅咒一名邻近的敌人，使其伤害降低50%，持续一轮。,2,1,0,32,3528291
274,血肉践踏,德卡迪欧斯发动猛击，向四面八方扔出肉块，攻击近战范围内的所有敌人，造成$s1点自然伤害。,4,0,0,8,840405
275,死灵灌注,为一名邻近的盟友灌注力量，使其伤害提升$s1%，持续两轮。,4,2,0,32,3528291
276,腐化箭雨,朝最远的敌人发射一枚死灵箭，立即造成$s1点暗影伤害，并在三轮内造成额外的$s2点暗影伤害。,3,3,0,32,840199
277,沸腾怒气,缝合先锋发怒，自己的伤害提高$s1%，持续两轮。,4,2,0,8,132277
278,记忆置换,使一名远处的敌人心中产生怀疑，使其受到的伤害提高$s1%，持续两轮。,3,2,0,64,3528284
279,痛苦回想,产生精神痛苦的光环，对远程范围内的所有敌人造成$s1点奥术伤害。,4,0,0,64,3528281
280,飞羽,发射大量的锐利羽毛，对近战范围内的所有敌人造成$s1点伤害。,6,0,0,1,657490
281,心能喷吐,费尔姆喷吐凝聚的心能之球，对最远的敌人造成$s1点奥术伤害。,3,0,0,64,3528278
282,充能标枪,战斗开始时处于冷却状态。阿伊拉为她的神圣标枪充能，对一名邻近的敌人造成可观的$s1点伤害。,5,0,1,1,136013
283,心能利爪,沾满心能的利爪撕扯最近处的敌人及其身后的一条线上的敌人，造成$s1点奥术伤害。,4,0,0,64,3528274
284,天域反射,释放一道心能光环，对盟友们灌注力量，使其反射神经变快，从而使其受到的伤害降低50%，持续一轮。,4,1,0,64,3528285
285,弃誓者之怒,战斗开始时处于冷却状态。诅咒所有敌人，使其受到的伤害提高$s1%，持续两轮。,4,2,1,32,3528284
286,努力！,命令一名邻近的盟友更加努力，使其伤害提升$s1%，持续两轮。,3,2,0,1,132337
287,飘忽的决斗家,此步兵进入防守姿态，受到的伤害降低50%，持续一轮。,3,1,0,1,132331
288,顽石扫击,刀翼横扫攻击，对远程范围内的所有敌人挥动顽石利爪，造成$s1点自然伤害。,4,0,0,1,136025
289,毒性箭,向远处的一名敌人发射沾染了毒素的箭，造成持续伤害效果，三轮内造成$s1点暗影伤害。,2,3,0,32,132272
290,灰烬箭矢,发射元素灰烬之箭，对最远的敌人造成$s1点奥术伤害。,3,0,0,64,3528302
291,灰烬冲击,发射元素灰烬的洪流，对近战范围的所有敌人造成$s1点奥术伤害。,3,0,0,64,3528304
292,大师的惊喜,决斗大师罗文使用古老的击剑技巧，攻击最近处的敌人的心脏，造成$s2点伤害，并使其受到的伤害提高$s1%，持续两轮。,2,2,0,1,132090
293,罪碑碎击,罪碑投掷一颗巨大的岩石，命中近战范围内的所有敌人，造成$s1点伤害。,3,0,0,1,136025
294,岩石猛击,痛击距离最近的敌人，造成$s1点伤害。,3,0,0,1,136024
295,恐怖倾泻,最近处的敌人被释放出的罪孽洪流裹挟，使其受到的伤害提高$s1%，持续两轮。,2,2,0,32,3528313
296,湮灭之箭,冲击远程范围内的所有敌人，造成$s1点暗影伤害。,3,0,1,32,3528311
297,心能饥渴,从最远处的敌人身上吸取心能，对其造成$s1点暗影伤害并为自己恢复$s2点生命值。,4,0,0,32,3528308
298,心能吸取,噬咬随机的一个敌人，造成$s1点暗影伤害并治疗自己，治疗量与伤害量相等。,4,0,0,32,3528312
299,灾祸冲击,对最远处的敌人造成$s1点暗影伤害。,2,0,0,32,136182
300,永亡波,强大的死亡魔法在折磨平原滚动，对你的全体队员造成随时间越来越高的伤害。,1,3,0,32,136160
301,恐惧轰炸,典狱长用飞弹轰炸白垩之地，每轮对随机一名敌人造成暗影伤害，数值相当于其生命值的$s1%。,1,0,0,32,3528302
302,荆棘陷阱,盘曲的触须诱捕所有敌人，造成$s1点自然伤害并在这一轮使敌人造成的伤害降低20%。,1,1,0,8,1535071
303,魔药之歌,对远处敌人发出尖嚎，每轮造成$s1点自然伤害。,0,0,0,8,136147
305,服从之根,根须攻击远处所有敌人，造成$s1点自然伤害。,1,0,0,8,134187
306,奥术增效,使最近的盟友的伤害提高，提高量为$s1点奥术伤害，并使其最大生命值提高$s2点，持续3轮。,3,3,0,64,1033914
307,自然之拳,击碎地面，对最近处的敌人及其身后的锥形区域造成$s1点自然伤害。,3,0,0,8,135602
308,末日孢子,每3轮，对最远的敌人造成$s1点自然伤害。此技能不会立即激活。,3,0,1,8,132371
309,命运丝线,治疗所有盟友，造成$s1点自然治疗，并使其伤害提高30%，持续1轮。,4,1,0,8,237428
310,决断之斧,对最近处的敌人造成$s1点神圣伤害，并使他的伤害提高20%，持续1轮。,2,2,0,2,132431
311,愈合之翼,使最近处的一名盟友回复$s1点生命值，并使其最大生命值提高$s2点，持续两轮。,2,2,0,2,2103870
312,全景射线,对最近处的敌人及其身后的锥形区域造成$s1点神圣伤害。,3,0,0,2,135972
313,灵魂指引,每轮使所有盟友回复$s1点生命值。,0,0,0,2,135977
314,净化光芒,使最近处的一名盟友回复$s1点生命值，并使攻击额外造成$s2点神圣伤害，持续两轮。,3,2,0,2,571554
315,回响讯息,冲击最近处的敌人，造成$s1点火焰伤害，使其伤害降低30%，持续两轮。,3,2,0,4,237247
316,自我复制,对最近处的敌人造成$s1点暗影伤害，并为自身恢复$s2点生命值。,1,0,0,32,1391773
317,震击之拳,对近战范围内的所有敌人造成$s1点自然伤害并使其本轮受到的伤害提高$s2点。,3,1,0,32,135599
318,激励嚎叫,使所有盟友造成的伤害提高，数值为$s1点物理伤害，持续3轮。,3,3,0,1,2011120
319,碎裂打击,击碎近战范围内的敌人的护甲，造成$s1点暗影伤害以及每轮额外$s2点暗影伤害，持续3轮。,4,3,0,32,311430
320,冰雹,冲击远程范围内的所有敌人，造成$s1点冰霜伤害。,0,0,0,16,135857
321,修整,为距离最近的盟友恢复$s1点生命值。,1,0,0,16,3386335
322,万物平衡,造成$s1点暗影伤害，使他自己回复$s2点生命值，并使他的最大生命值提高$s3点，持续1轮。,2,1,0,16,132950
323,心能碎裂,对远处所有敌人造成$s1点暗影伤害，并使其造成的伤害降低10%，持续2轮。,3,2,0,0,3528311
324,防护阳伞,使所有邻近盟友恢复$s1点生命值。,1,0,0,32,644385
325,美丽愿景,所有邻近的盟友造成的伤害提高60%，持续2轮。,3,2,0,32,1021866
326,划水砸击,对相邻的所有敌人造成$s1点冰霜伤害。,4,0,0,16,446910
327,激励讲义,使所有其他盟友造成的伤害提高，数值为$s1点暗影伤害，持续3轮。,5,3,0,32,136224
328,实用课程,对最近处的敌人造成$s1点暗影伤害。,2,0,0,33,306487
329,刚健肌肉,使受到的所有伤害降低50%，持续3轮。,5,3,0,4,136101
330,监督,造成的伤害提高，数值为$s1点火焰伤害，持续2轮。,5,2,0,4,511044
331,支援火力,盟友们造成额外的$s1点火焰伤害。,3,3,0,4,236639
332,喝空的酒杯,砰！对最远处的敌人造成$s1点暗影伤害。,2,0,0,32,463489
333,过载,造成的伤害提高$s1点，持续3轮。,5,3,0,64,132860
334,沉重包裹,对最近处的敌人造成$s1点暗影伤害。哎呦，这么沉的包裹肯定很邪恶。,2,0,0,32,1506462
335,错误包裹,对远处的所有敌人造成$s1点奥术伤害。,2,0,0,64,1506463
336,犯罪证据,使一名邻近盟友恢复$s1点生命值。,3,0,0,4,237109
337,驱浪者之潮,对最远处的敌人造成$s1点冰霜伤害，并且每轮造成额外的$s2点冰霜伤害，持续3轮。,4,3,0,16,237590
338,无赖斩击,对距离最近的敌人造成$s1点物理伤害。,2,0,0,1,135343
339,火炮弹幕,对所有敌人造成$s1点火焰伤害。不会立刻施放。,3,0,1,4,1373903
340,污染之咬,造成$s1点火焰伤害。,3,0,0,4,840199
341,污染之咬,对最远处的敌人造成$s1点暗影伤害，并且使其受到的伤害提高$s2点，持续3轮。,5,3,0,32,133726
342,反刍大餐,每轮对最近处的敌人造成$s1点自然伤害，并在下一轮使其造成的伤害降低$s2点。,1,1,0,8,136007
343,利牙狂吠,对近战范围内的敌人造成$s1点奥术伤害并使其造成的所有伤害提高20%，持续1轮。,3,1,0,64,132214
344,刀翼翅击,用冰块砸击所有敌人，造成$s1点冰霜伤害。,1,0,0,4,574790
345,护体之翼,使所有盟友受到的伤害改变$s1点，持续3轮。,4,3,0,64,2103868
346,啮踵,对最近处的敌人造成$s1点自然伤害，并使其伤害降低$s2点，持续2轮。,4,2,0,8,236167
347,暗从天降,对最近处的敌人及其身后的锥形区域的所有敌人造成$s1点暗影伤害。,2,0,0,32,457655
348,污染之咬,对最远处的敌人造成$s1点暗影伤害，并且使其受到的伤害提高$s2点，持续3轮。,5,3,0,32,133726
349,心能汹涌,对所有敌人造成$s1点奥术伤害。,4,0,0,64,3528285
350,攻击波,对相邻的所有敌人造成$s1点奥术伤害。,4,0,0,64,446910
351,攻击脉冲,对一名远处的敌人进行强力的爆裂攻击，造成$s1点奥术伤害。此技能开始时处于冷却状态。,4,0,1,64,613397
352,激活护盾,激活一道护盾，吸收$s1%的伤害，持续两轮。,4,0,0,64,132315
353,干扰力场,投射干扰力场，使远处一名敌人的伤害降低$s1%，持续两轮。,4,0,0,64,636332
354,能量冲击,对近战范围内所有敌人进行强力的爆裂攻击，造成$s1点奥术伤害。此技能开始时处于冷却状态。,5,0,1,64,613397
355,减伤光环,自动体投射一道光环，干扰其对手，使最远处的敌人造成的伤害降低25%。,0,0,0,64,132315
356,白骨偷袭,隐蔽的盟友向远处的所有敌人发射白骨碎片，造成$s1点物理伤害。,2,0,0,1,135537
357,减伤光环,噬界者投射一道光环，干扰其对手，使最近处的敌人造成的伤害降低50%。,0,0,0,64,132315
358,解构猛击,噬界者猛击地面，发出一道强力的地震波。对近战范围内所有敌人造成$s1点伤害。此技能开始时处于冷却状态。,5,0,1,1,613397
359,痛苦投影,精神痛苦的投影，造成$s1%的暗影伤害，持续三轮。,5,3,0,32,136184
360,心能吸取,试图从敌人身上猛烈地直接抽取心能，对近战范围的所有敌人造成$s1点奥术伤害。,3,0,0,64,3528281
361,地质风暴,掀起一阵恶毒的沙尘暴，对近战范围内所有敌人造成$s1点伤害。,4,0,0,1,606549
362,心能钉刺,用钉刺攻击，对最远处的敌人造成$s1点奥术伤害。,4,0,0,64,3528281
363,兽群本能,发出嚎叫，激励兽群同伴，使其造成的伤害提高$s1%，持续两轮。,5,2,0,8,132214
364,威慑气息,碎珠者赫然耸现，迫使所有敌人以其为目标，持续两轮。,6,2,0,1,841383
365,渊誓力量,威慑距离最近的一名敌人，使其受到的伤害提高$s1%，持续一轮。,3,1,0,32,3528299
366,统御猛击,用统御魔法猛击近战范围内的所有敌人，造成$s1点暗影伤害。,4,0,0,32,3528301
367,统御劲刺,用长矛发泄怒意，对最近处的敌人及其身后的锥形区域造成$s1点暗影伤害。,4,0,0,32,3528302
368,统御轰炸,以远处的敌人为目标，召唤统御魔法的风暴，造成$s1点暗影伤害。,3,0,0,32,3528302
369,统御之力,践踏地面，形成毁灭之力的波浪向前散开，在两轮内对所有敌人造成$s1点伤害。,4,2,0,1,3528299
370,统御气息,把恐惧植入其对手，使其造成的伤害降低50%，持续两轮。,5,2,0,1,3528299
371,加速力场,释放一道心能光环，对盟友们灌注力量，使其反射神经变快，从而使其受到的伤害降低25%，持续两轮。,5,2,0,8,3528285
372,锤击,用大锤发出强力挥击，对近战范围内的所有敌人造成$s1点伤害。,4,0,0,1,132310
373,心能折流,从最远处的敌人身上吸取心能，对其造成$s1点奥术伤害并为自己恢复$s2点生命值。,5,0,0,64,3528275
374,心能饥渴,从最远处的敌人身上吸取心能，对其造成$s1点暗影伤害并为自己恢复$s2点生命值。,5,0,0,32,3528294
375,缠结根须,植物妨碍了所有敌人，使其造成的伤害降低20%，持续两轮。,4,2,0,8,463521
