ID,BaseTag,TagText_lang,Flags
12790,SLASH_DUEL_CANCEL6,/forfeit,1
12791,SLASH_LOOT_FFA2,/ffa,1
12792,SLASH_RANDOM6,/rnd,1
12793,SLASH_GUILD_WHO4,/glist,1
12794,EMOTE148_CMD2,/bark,1
12795,EMOTE150_CMD2,/scared,1
12796,EMOTE152_CMD2,/love,1
12797,SLASH_TARGET3,/target,1
12798,SLASH_TARGET4,/tar,1
12799,SLASH_CONSOLE2,/控制台,1
12800,EMOTE26_CMD6,/cong,1
12801,SEND_MONEY_CONFIRMATION,确定要将下列金额发送给%s吗？,1
12802,ENCLOSED_MONEY,附加的金额,1
12803,TIME_PLAYED_LEVEL,你在这个等级的游戏时间：%s,1
12806,ERR_MAIL_TARGET_NOT_FOUND,找不到收件人。,1
12807,FX_VOLUME,效果,3
12809,HELP_TEXT_LINE3,- 组队/观察/交易：点击目标玩家，然后右键点击其头像,1
12810,CLEARED_DND,你不再处于忙碌状态。,1
12811,MACRO_HELP_TEXT_LINE3,- 使用宏UI可以编制聊天文字，表情和动作命令,1
12812,ERR_QUEST_FAILED_MISSING_ITEMS,你没有所需要的物品。请查看自己的物品栏。,1
12813,ARMOR_TEMPLATE,%s点护甲,1
12814,ERR_QUEST_FAILED_MAX_COUNT_S,"上交任务""%s""失败。你的物品栏中已有此任务的独特奖励。从物品栏中移除此奖励才能完成此任务。",1
12815,ERR_MUST_EQUIP_ITEM,你必须先装备这件物品才能使用它。,1
12817,ERR_TAXIPLAYERBUSY,你太忙了，无法使用空中运输服务。,1
12818,ERR_MOUNT_ALREADYMOUNTED,你已经处于骑乘状态。,1
12819,ERR_TOO_FAR_TO_ATTACK,你离你的攻击目标太远了！,1
12820,BINDING_NAME_BONUSACTIONBUTTON9,宠物快捷键 9,1
12821,ERR_CANT_WRAP_BAGS,背包无法打包。,1
12822,ERR_EMBLEMERROR_NOTABARDGEOSET,先要恢复到正常状态！,1
12823,COMBATLOG_XPGAIN_FIRSTPERSON_UNNAMED,你获得了%d点经验值。,1
12824,MACRO_HELP_TEXT_LINE5,- 在已打开宏UI的情况下按住Shift点击法术书中的法术可将此法术添加到你的宏里,1
12825,CALIBRATION_TEXT,你应该可以区分以下的21个灰格。否则的话请调整伽马值，直到你能够区分这些灰格。如果单单调整伽马值仍然效果不佳的话，请调节您的显示器亮度和对比度来达到最满意的效果。,1
12826,VOICEMACRO_0_Gn_1_FEMALE,请帮助我！,1
12827,ERR_GUILDEMBLEM_NOTGUILDMASTER,只有公会领袖可以创建徽章,1
12828,AUCTION_WON_MAIL_SUBJECT,竞拍获胜：%s,1
12829,TOGGLESTICKYCAMERA,切换视角,1
12830,ERR_AUCTION_BID_INCREMENT,你的提价幅度太小了。,1
12831,ERR_AUCTION_DATABASE_ERROR,内部拍卖错误,1
12832,ERR_AUCTION_OUTBID_S,你对%s的出价被人超过了。,1
12833,ERR_AUCTION_MIN_BID,你的出价必须不低于最低竞标价格。,1
12834,AUCTION_TITLE,%s的拍卖,1
12835,BIDS,竞标,1
12836,BROWSE,浏览,1
12837,AUCTIONS,拍卖,1
12838,BUYOUT_PRICE,一口价,1
12839,CLOSES_IN,剩余时间,1
12840,CURRENT_BID,当前价格,1
12841,HOURS,|4小时:小时;,1
12842,ERR_AUCTION_WON_S,你赢得了对%s的竞标,1
12843,MINUTES_ABBR,%d|4分钟:分钟;,3
12844,LOGOUT,返回角色选择,3
12845,OBJECT_ALPHA,物体半透明效果,1
12846,PET_RENAME_LABEL,输入你想要给宠物起的名字：,1
12847,DELETE_ITEM,你确定要摧毁%s？,1
12848,EQUIP_NO_DROP,装备之后，该物品将与你绑定。,1
12849,LEVEL_UP,祝贺你，你升到了|cffFF4E00|Hlevelup:%d:LEVEL_UP_TYPE_CHARACTER|h[%d级]|h|r！,1
12850,LOOT_ITEM,%s获得了战利品：%s。,1
12851,TOO_FAR_TO_LOOT,你离尸体太远，无法拾取！,1
12852,AVAILABLE_QUESTS,可以取得的任务,1
12853,REWARD_ITEMS_ONLY,你将得到：,1
12854,TRAINER_CAST_TIME_MIN,施放时间：|cffffffff%d分|r,1
12855,TRAINER_RANGE,射程：|cffffffff%s (%d)|r,1
12856,TRAINER_COST_SP,技能点数 |cffffffff%d|r,1
12857,SPELL_FAILED_ONLY_MOUNTED,在坐骑上才能使用,1
12858,SPELL_FAILED_EQUIPPED_ITEM_CLASS,必须装备一个%s。,1
12859,SPELL_FAILED_PACIFIED,不能在平静状态使用这个能力,1
12860,SPELL_FAILED_UNIT_NOT_INFRONT,你必须面对目标。,1
12863,SPELL_PASSIVE_EFFECT,被动,1
12864,NAME_CHAT_WINDOW,输入对话窗口名称,1
12865,ERR_EXHAUSTION_WELLRESTED,你进入了精力充沛状态。,1
12866,ERR_EXHAUSTION_NORMAL,你进入了正常休息状态。,1
12867,COMBATLOG_XPGAIN_EXHAUSTION1,%s死亡，你获得了%d点经验值。（%s点经验值的%s奖励）,1
12868,EXHAUST_TOOLTIP2,\n|cffff0000你应该找一家旅店休息。|r,1
12869,SPELL_FAILED_NO_ITEMS_WHILE_SHAPESHIFTED,不能在变形状态下使用物品,1
12870,SLASH_GUILD_HELP3,/公会帮助,1
12871,STOP_IGNORE,删除玩家,1
12872,ERR_IGNORE_SELF,你不能屏蔽自己,1
12875,ERR_MAIL_CONJURED_ITEM,你不能邮寄魔法制造的物品,1
12876,CLICK_TO_MOVE,点击移动,1
12877,SPELL_FAILED_CANT_CAST_ON_TAPPED,目标已被其他玩家接触,1
12878,LEVEL_UP_STAT,你的%s提高了%d点。,1
12879,SHOW_PET_SPELL_DAMAGE,显示宠物法术伤害,1
12885,STAMINA_TOOLTIP,提高生命值,1
12888,SPELL_MESSAGES,法术信息,1
12900,SPELL_FAILED_WRONG_PET_FOOD,你的宠物不喜欢这种食物。,1
12901,ERR_QUEST_PUSH_DECLINED_S,%s拒绝了你的任务。,1
12902,VOICEMACRO_LABEL_HELLO1,hello,1
12903,VOICEMACRO_LABEL_CONGRATULATIONS1,grats,1
12904,VOICEMACRO_LABEL_FLIRT1,flirt,1
12905,VOICEMACRO_LABEL_CONGRATULATIONS3,congratulations,1
12906,VOICEMACRO_LABEL_JOKE1,silly,1
12907,VOICEMACRO_LABEL_NO1,no,1
12908,VOICEMACRO_LABEL_YES1,yes,1
12978,RECOVER_CORPSE_TIMER,%d%s后复活,1
12979,DELETE_MONEY_CONFIRMATION,删除这封邮件会摧毁：,1
12980,UIOPTIONS_MENU,界面,1
12981,ERR_AUCTION_WRAPPED_ITEM,你不能拍卖一件打包的物品,1
12982,AMMOSLOT,弹药,1
12983,ERR_AUCTION_LOOT_ITEM,你不能拍卖一件可拾取的物品,1
12984,CHAT_MSG_WHISPER,收到悄悄话,1
12985,CHAT_MSG_PARTY,小队,1
12986,SPELL_FAILED_FLEEING,无法在逃跑状态下那样做,1
12987,SPELL_FAILED_CONFUSED,无法在混乱状态下那样做,1
12988,ERR_ATTACK_FLEEING,无法在逃跑状态下攻击。,1
12989,TUTORIAL31,炉石可以将你从现在的位置传送回你最后登记的那个旅店里。,1
12990,AUCTION_OUTBID_MAIL_SUBJECT,竞标%s失败,1
12996,SINGLE_DAMAGE_TEMPLATE,%s点伤害,1
13002,NEW_LEADER,新的领袖,1
13003,NUM_RAID_MEMBERS,%d团队成员,1
13004,RAID_GROUPS,团队,1
13005,EMPTY,空,1
13006,ERR_RAID_GROUP_ONLY,你必须在一个团队中才能进入此地点。,1
13007,PVP_RANK_3_0_FEMALE,流亡者,1
13008,PVP_RANK_5_0_FEMALE,侦察兵,1
13009,PVP_RANK_5_1,列兵,1
13010,PVP_RANK_5_1_FEMALE,列兵,1
13011,PVP_RANK_6_0,步兵,1
13012,PVP_RANK_6_0_FEMALE,步兵,1
13013,PVP_RANK_6_1,下士,1
13014,PVP_RANK_6_1_FEMALE,下士,1
13015,PVP_RANK_7_0,中士,1
13016,PVP_RANK_7_0_FEMALE,中士,1
13017,PVP_RANK_7_1,中士,1
13018,PVP_RANK_7_1_FEMALE,中士,1
13019,PVP_RANK_8_0,高阶军士,1
13020,PVP_RANK_8_1_FEMALE,军士长,1
13021,PVP_RANK_9_0,一等军士长,1
13022,PVP_RANK_9_0_FEMALE,一等军士长,1
13023,PVP_RANK_9_1,士官长,1
13024,PVP_RANK_10_0,石头守卫,1
13025,PVP_RANK_10_1,骑士,1
13026,PVP_RANK_10_1_FEMALE,骑士,1
13027,PVP_RANK_11_0,血卫士,1
13028,PVP_RANK_11_0_FEMALE,血卫士,1
13029,PVP_RANK_11_1_FEMALE,骑士中尉,1
13030,PVP_RANK_12_0,军团士兵,1
13031,PVP_RANK_12_0_FEMALE,军团士兵,1
13032,PVP_RANK_12_1_FEMALE,骑士队长,1
13033,PVP_RANK_13_0_FEMALE,百夫长,1
13034,PVP_RANK_13_1,护卫骑士,1
13035,PVP_RANK_13_1_FEMALE,护卫骑士,1
13036,PVP_RANK_14_0,勇士,1
13037,PVP_RANK_14_1,少校,1
13038,PVP_RANK_15_0,中将,1
13039,PVP_RANK_15_0_FEMALE,中将,1
13040,PVP_RANK_15_1_FEMALE,司令,1
13041,PVP_RANK_16_0,将军,1
13042,PVP_RANK_16_0_FEMALE,将军,1
13043,PVP_RANK_16_1_FEMALE,统帅,1
13044,PVP_RANK_17_0,督军,1
13045,PVP_RANK_18_0,高阶督军,1
13046,PVP_RANK_18_1,大元帅,1
13047,PVP_RANK_18_1_FEMALE,大元帅,1
13048,UNIT_PVP_NAME,%s %s%s,1
13049,PVP_MEDAL1,暴风城守卫者,1
13050,PVP_MEDAL4,达纳苏斯高阶哨兵,1
13051,PVP_MEDAL5,幽暗城的死亡领主,1
13052,PVP_MEDAL7,诺莫瑞根复仇者,1
13054,VOICEMACRO_12_Hu_1,好消息,1
13055,VOICEMACRO_12_Hu_2,欢呼。,1
13056,VOICEMACRO_13_Hu_1,愿我们能再次相见。,1
13057,VOICEMACRO_14_Hu_0,当然。,1
13058,VOICEMACRO_14_Hu_1,听上去不错。,1
13059,VOICEMACRO_14_Hu_2,噢噢。,1
13060,VOICEMACRO_15_Hu_1,不。,1
13061,VOICEMACRO_15_Hu_3,不。,1
13062,VOICEMACRO_16_Hu_0,谢谢你。,1
13063,VOICEMACRO_17_Hu_1,没有你办不成的事情。,1
13064,VOICEMACRO_18_Hu_1,太棒了。,1
13065,VOICEMACRO_18_Hu_2,太好了。,1
13066,BUYOUT_AUCTION_CONFIRMATION,以一口价购买：,1
13068,TRADEFRAME_ENCHANT_SLOT_LABEL,不会被交易,1
13069,TRADEFRAME_NOT_MODIFIED_TEXT,物品未被改变,1
13071,VOICEMACRO_19_Hu_3,你是哪个团队的？,1
13072,VOICEMACRO_19_Hu_5,搞笑语音,1
13073,VOICEMACRO_20_Hu_0,搞笑语音,1
13074,VOICEMACRO_20_Hu_2,搞笑语音,1
13075,DURABILITY_TEMPLATE,耐久度 %d / %d,1
13076,ERR_AUCTION_REMOVED_S,你竞标的%s被卖家取消。,1
13077,VOICEMACRO_19_Hu_2,嘿，甜心。,1
13078,VOICEMACRO_12_Hu_0_FEMALE,你好。,1
13079,VOICEMACRO_12_Hu_1_FEMALE,你好。,1
13080,VOICEMACRO_12_Hu_2_FEMALE,你好。,1
13081,PLAYER_OFFLINE,离线,1
13082,VOICEMACRO_13_Hu_0_FEMALE,再见。,1
13083,VOICEMACRO_13_Hu_1_FEMALE,愿我们能再次相见。,1
13084,VOICEMACRO_13_Hu_2_FEMALE,那很有趣。,1
13085,VOICEMACRO_14_Hu_0_FEMALE,是的。,1
13086,VOICEMACRO_14_Hu_1_FEMALE,当然。,1
13087,VOICEMACRO_14_Hu_2_FEMALE,为什么不。,1
13088,VOICEMACRO_15_Hu_0_FEMALE,不。,1
13089,VOICEMACRO_15_Hu_1_FEMALE,不可能。,1
13090,VOICEMACRO_15_Hu_2_FEMALE,我不这么认为。,1
13091,VOICEMACRO_16_Hu_0_FEMALE,谢谢你。,1
13092,VOICEMACRO_16_Hu_1_FEMALE,你真慷慨。,1
13093,VOICEMACRO_16_Hu_2_FEMALE,非常感谢。,1
13094,VOICEMACRO_17_Hu_0_FEMALE,没问题。,1
13095,VOICEMACRO_17_Hu_1_FEMALE,随时效劳。,1
13096,VOICEMACRO_18_Hu_2_FEMALE,哈哈。,1
13097,VOICEMACRO_19_Hu_2_FEMALE,我需要一个英雄。,1
13098,VOICEMACRO_20_Hu_1_FEMALE,搞笑语音,1
13099,VOICEMACRO_20_Hu_3_FEMALE,搞笑语音,1
13100,VOICEMACRO_12_Or_0,你好。,1
13101,VOICEMACRO_12_Or_1,嘿。,1
13102,VOICEMACRO_13_Or_0,愿我们能够再次见面。,1
13103,VOICEMACRO_13_Or_1,保持强大。,1
13104,VOICEMACRO_14_Or_0,你好。,1
13105,VOICEMACRO_14_Or_1,Zug zug.,1
13106,VOICEMACRO_14_Or_2,（兽人步兵）,1
13107,VOICEMACRO_15_Or_0,不。,1
13108,VOICEMACRO_15_Or_1,你一定是在开玩笑。,1
13109,VOICEMACRO_16_Or_0,我会还你这个人情的。,1
13110,VOICEMACRO_16_Or_1,我不会忘记这个的。,1
13111,VOICEMACRO_17_Or_0,我预期的一样。,1
13112,VOICEMACRO_17_Or_1,为了荣耀。,1
13113,VOICEMACRO_18_Or_2,你是有价值的人。,1
13114,VOICEMACRO_19_Or_3,搞笑语音,1
13115,VOICEMACRO_19_Or_4,女士，当我看到你的时候我……我没有想到我会走得那么远。,1
13116,RESISTANCE6_NAME,奥术抗性,1
13117,CHAT_SUSPENDED_NOTICE,退出频道： |Hchannel:%d|h[%s]|h,1
13118,SERVER_CHANNELS,服务器频道,1
13119,CREATURE,怪物,1
13120,SKILL,技能,1
13121,CHAT_MSG_LOOT,战利品,1
13122,CHAT_MSG_EMOTE,表情,1
13123,CHAT_MSG_TEXT_EMOTE,文字表情,1
13124,CHAT_MSG_OFFICER,公会官员,1
13125,CHAT_MSG_WHISPER_INFORM,悄悄话,1
13126,CHAT_MSG_MONSTER_SAY,怪物说,1
13127,CHAT_MSG_MONSTER_YELL,怪物大喊,1
13128,CHAT_MSG_MONSTER_WHISPER,怪物悄悄话,1
13129,SYSTEM_MESSAGES,系统信息,1
13130,CHAT_MSG_AFK,离开,1
13131,DND,忙碌,1
13132,CHAT_MSG_GUILD,公会,1
13133,SAY,说,1
13134,WHISPER,悄悄话,1
13136,CHAT_COMBAT_MISC_INFO_GET,,1
13138,PET_DAMAGE_PERCENTAGE,造成%d%%的普通伤害,1
13140,PLAYER_LOGOUT_FAILED,登出失败,1
13141,ERR_LOGOUT_FAILED,你不能在无法坐下的情况下登出,1
13142,GUILD_MOTD,公会今日信息,1
13143,ERR_ATTACK_CONFUSED,无法在混乱状态下攻击。,1
13147,CHAT_LOCKED_TEXT,锁定聊天设置,1
13148,BINDING_NAME_TOGGLECHARACTER3,打开/关闭宠物面板,1
13149,GUILD_NOTE_EDITLABEL,点击这里设置公共信息。,1
13150,GUILDCONTROL_OPTION10,编辑公共信息,1
13151,TUTORIAL32,你进入了PvP模式，在这种状态下你的头像旁会显示你所属阵营的标志，敌对阵营的玩家可以自由攻击你。,1
13152,ERR_AUCTION_HIGHER_BID,已经有更高的出价了。,1
13153,ERR_AUCTION_SOLD_S,你拍卖的%s已经售出。,1
13154,RAID,团队,1
13155,RAID_CONTROL,团队管理,1
13156,RAID_LEADER_TOKEN,L,1
13157,RAID_ASSISTANT_TOKEN,A,1
13158,PVP_RANK_4_0,耻辱者,1
13159,PVP_RANK_4_0_FEMALE,耻辱者,1
13160,PVP_RANK_1_0,无赖,1
13161,PVP_RANK_1_0_FEMALE,无赖,1
13162,PVP_RANK_1_1,无赖,1
13163,PVP_RANK_1_1_FEMALE,无赖,1
13164,PVP_RANK_2_0,逃犯,1
13165,PVP_RANK_2_0_FEMALE,逃犯,1
13166,PVP_RANK_2_1,逃犯,1
13167,PVP_RANK_2_1_FEMALE,逃犯,1
13168,PVP_RANK_3_0,流亡者,1
13169,PVP_RANK_3_1,流亡者,1
13170,PVP_RANK_3_1_FEMALE,流亡者,1
13171,PVP_RANK_4_1,耻辱者,1
13172,PVP_RANK_4_1_FEMALE,耻辱者,1
13173,PVP_RANK_5_0,侦察兵,1
13174,AUCTION_DURATION_ERROR,（拍卖时间将被设置为5分钟）,1
13175,AUCTION_BUYOUT_ERROR,一口价必须高于或等于竞标价格。,1
13176,TUTORIAL15,你可以点击屏幕中央下部的|cffffd200法术书和技能按钮|r，将法术或者技能的图标拖到动作条中。|n|n你也可以在技能页面中点击图标来使用相应的法术或者技能。,1
13177,COMBAT_ENEMY,作战敌人,1
13178,COMBAT_MISC,作战其它,1
13179,IGNORED,已屏蔽,1
13180,CHAT_MSG_CHANNEL_LIST,频道列表,1
13181,TIME_PLAYED_MSG,已玩本游戏的时间,1
13182,CHAT_MSG_SKILL,技能,1
13183,PLAYER_LEVEL_UP,升级,1
13184,BROWSE_NO_RESULTS,未发现物品,1
13185,RARITY,稀有程度,1
13186,AUCTION_TIME_LEFT1,短,1
13187,AUCTION_TIME_LEFT2,中,1
13188,AUCTION_TIME_LEFT3,长,1
13189,AUCTION_TIME_LEFT4,非常长,1
13190,AUCTION_TIME_LEFT1_DETAIL,少于30分钟,1
13191,AUCTION_TIME_LEFT3_DETAIL,2小时到12小时,1
13192,AUCTION_TIME_LEFT4_DETAIL,大于12小时,1
13193,STABLE_SLOT_TEXT,你想要再购买一个宠物存放栏位吗？,1
13194,CURRENT_PET,当前宠物：,1
13195,LOOKING,正在寻找,1
13196,TUTORIAL30,你的头像周围的黄色闪光表示你正在休息中。在休息状态下度过一段时间或者退出游戏之后，你下次登录游戏时可以获得暂时性的奖励，通过杀死怪物所获得的经验值提高。|n|n你可以使用炉石快速返回旅店进行休息。,1
13197,TAKE_ATTACHMENTS,拿取附件：,1
13198,ERR_AUCTION_BID_OWN,你不能对自己拍卖的物品竞标,1
13199,AUCTION_ITEM_TEXT,将物品放在这里以供拍卖,1
13201,BINDING_NAME_TOGGLEFRIENDSTAB,打开/关闭好友面板,1
13202,BINDING_NAME_TOGGLEIGNORETAB,切换忽略面板,1
13203,BINDING_NAME_TOGGLEWHOTAB,打开/关闭查询面板,1
13204,REQUIRED_MONEY,需要金钱：,1
13206,PERIODIC_MESSAGES,周期效果,1
13211,ERR_TAXINOTSTANDING,你必须先站起来。,1
13212,CHAT_NOT_MODERATED_NOTICE,%s未修改,1
13213,CHAT_MSG_SAY,说,1
13214,MASTERY_POINTS_SPENT,%1$s天赋：%2$s,1
13215,ERR_ALREADY_TRADING,你已经在交易了,1
13216,STABLES,宠物存放处,1
13217,SPELL_SCHOOL6_CAP,奥术,1
13218,SPELL_SCHOOL6_NAME,奥术,1
13219,STABLED_PETS,已存放的宠物：,1
13220,ERR_QUEST_PUSH_SUCCESS_S,已与%s共享任务,1
13221,ERR_QUEST_PUSH_INVALID_S,无法与%s共享任务。,1
13223,PETTAME_DEAD,你的宠物已经死亡。请使用复活宠物。,1
13224,VOICEMACRO_LABEL_THANKYOU3,thank,1
13225,VOICEMACRO_LABEL_THANKYOU1,thankyou,1
13226,VOICEMACRO_LABEL_THANKYOU2,thanks,1
13227,PET_HAPPINESS2,满足,1
13228,VOICEMACRO_LABEL_YOUREWELCOME1,welcome,1
13229,VOICEMACRO_LABEL_YOUREWELCOME2,welc,1
13230,ERR_GUILD_RANK_TOO_HIGH_S,%s的级别太高了,1
13231,VOICEMACRO_LABEL_CONGRATULATIONS2,congrats,1
13232,VOICEMACRO_15_Dw_1,噢噢。,1
13233,VOICEMACRO_15_Dw_2,不可能。,1
13234,VOICEMACRO_16_Dw_0,谢谢你。,1
13235,VOICEMACRO_16_Dw_1,非常感谢。,1
13236,VOICEMACRO_17_Dw_0,没问题。,1
13237,VOICEMACRO_17_Dw_1,愿意为您效劳。,1
13238,VOICEMACRO_17_Dw_2,别提了。,1
13239,VOICEMACRO_18_Dw_0,祝贺你。,1
13240,VOICEMACRO_18_Dw_3,干得好。,1
13241,VOICEMACRO_19_Dw_3,你很漂亮。我喜欢你的头发。这是你的饮料。你现在准备好了没有？,1
13242,VOICEMACRO_19_Dw_5,搞笑语音,1
13243,VOICEMACRO_12_Dw_0_FEMALE,你好。,1
13244,VOICEMACRO_12_Dw_1_FEMALE,你好啊。,1
13245,VOICEMACRO_12_Dw_2_FEMALE,你好啊。,1
13246,VOICEMACRO_13_Dw_0_FEMALE,好长啊。,1
13247,VOICEMACRO_13_Dw_1_FEMALE,再见。,1
13248,VOICEMACRO_14_Dw_2_FEMALE,当然。,1
13249,VOICEMACRO_15_Dw_0_FEMALE,不。,1
13250,VOICEMACRO_15_Dw_2_FEMALE,门都没有,1
13251,VOICEMACRO_16_Dw_0_FEMALE,谢谢你。,1
13252,VOICEMACRO_16_Dw_3_FEMALE,愿你再次表现的如此慷慨而且其程度可以是现在的一百倍。,1
13253,VOICEMACRO_17_Dw_0_FEMALE,没问题。,1
13254,VOICEMACRO_17_Dw_1_FEMALE,愿意为您效劳。,1
13255,VOICEMACRO_18_Dw_0_FEMALE,祝贺你。,1
13256,VOICEMACRO_18_Dw_2_FEMALE,哦，那真不错。,1
13257,VOICEMACRO_19_Dw_0_FEMALE,搞笑语音,1
13258,VOICEMACRO_20_Dw_2_FEMALE,搞笑语音,1
13259,VOICEMACRO_20_Dw_3_FEMALE,搞笑语音,1
13260,VOICEMACRO_12_Ni_0,你好。,1
13261,VOICEMACRO_12_Ni_1,幸会。,1
13262,VOICEMACRO_12_Or_0_FEMALE,你好。,1
13263,VOICEMACRO_12_Or_1_FEMALE,嘿。,1
13264,VOICEMACRO_14_Or_3_FEMALE,噢噢。,1
13265,VOICEMACRO_15_Or_1_FEMALE,决不。,1
13266,VOICEMACRO_16_Or_1_FEMALE,谢谢你。,1
13267,VOICEMACRO_13_Dw_1,愿我们能再次相见。,1
13268,VOICEMACRO_20_Dw_0,搞笑语音,1
13269,VOICEMACRO_13_Ni_0,祝你一路顺风。,1
13270,VOICEMACRO_13_Ni_1,再见。,1
13271,VOICEMACRO_13_Ni_2,我祝你一切安好。,1
13272,VOICEMACRO_14_Ni_0,是的。,1
13273,VOICEMACRO_15_Ni_0,不。,1
13274,VOICEMACRO_15_Ni_1,我不这么认为。,1
13275,VOICEMACRO_15_Ni_2,完全不是。,1
13276,VOICEMACRO_16_Ni_0,谢谢你。,1
13277,VOICEMACRO_16_Ni_1,太棒了。,1
13278,VOICEMACRO_16_Ni_2,非常感谢。,1
13279,VOICEMACRO_17_Ni_0,不客气。,1
13280,VOICEMACRO_17_Ni_2,我很荣幸。,1
13281,VOICEMACRO_18_Ni_0,祝贺你。,1
13282,VOICEMACRO_18_Ni_1,你是有价值的人。,1
13283,VOICEMACRO_19_Ni_1,搞笑语音,1
13284,VOICEMACRO_19_Ni_4,想要我这里的动物吗？,1
13285,VOICEMACRO_17_Gn_0,没问题。,1
13286,VOICEMACRO_17_Gn_1,随时效劳。,1
13287,VOICEMACRO_18_Gn_2,干得好。,1
13288,VOICEMACRO_19_Gn_2,搞笑语音,1
13289,VOICEMACRO_19_Gn_3,嘿，样子不错。,1
13290,VOICEMACRO_20_Gn_1,搞笑语音,1
13291,VOICEMACRO_12_Gn_0_FEMALE,你好。,1
13292,VOICEMACRO_12_Gn_1_FEMALE,你好。,1
13293,VOICEMACRO_12_Gn_2_FEMALE,你好啊。,1
13294,VOICEMACRO_13_Gn_0_FEMALE,保重。,1
13295,VOICEMACRO_13_Gn_1_FEMALE,再见。,1
13296,VOICEMACRO_13_Gn_2_FEMALE,这可是个教训。,1
13297,VOICEMACRO_13_Gn_3_FEMALE,我会一直珍稀我们在一起的时光的。,1
13298,VOICEMACRO_14_Gn_1_FEMALE,当然。,1
13299,VOICEMACRO_14_Gn_2_FEMALE,确实如此。,1
13300,VOICEMACRO_15_Gn_0_FEMALE,不可能。,1
13301,VOICEMACRO_15_Gn_2_FEMALE,我不这么认为。,1
13302,VOICEMACRO_16_Gn_1_FEMALE,你真好。,1
13303,VOICEMACRO_17_Gn_0_FEMALE,随时效劳。,1
13304,VOICEMACRO_18_Gn_0_FEMALE,祝贺你。,1
13305,VOICEMACRO_18_Gn_1_FEMALE,出发了。,1
13306,VOICEMACRO_18_Gn_3_FEMALE,太好了。,1
13307,VOICEMACRO_19_Gn_0_FEMALE,你很可爱。,1
13308,VOICEMACRO_20_Gn_0_FEMALE,搞笑语音,1
13309,VOICEMACRO_20_Gn_1_FEMALE,搞笑语音,1
13310,VOICEMACRO_12_Tr_0,嘿，叫你呢。,1
13311,VOICEMACRO_12_Tr_1,嘿，伙计。,1
13312,VOICEMACRO_12_Tr_2,发生了什么？,1
13313,VOICEMACRO_13_Tr_0,再见。,1
13314,VOICEMACRO_13_Tr_2,回头见。,1
13315,VOICEMACRO_14_Tr_0,当然可以，伙计。,1
13316,VOICEMACRO_14_Tr_2,我一直感觉得到你。,1
13317,VOICEMACRO_14_Tr_3,搞笑语音,1
13318,VOICEMACRO_15_Tr_1,不可能。,1
13319,VOICEMACRO_15_Tr_2,决不。,1
13320,VOICEMACRO_16_Tr_0,谢谢。,1
13321,VOICEMACRO_17_Tr_0,没问题。,1
13322,VOICEMACRO_17_Tr_2,你帮我抓背，我帮你抓背。,1
13323,VOICEMACRO_19_Tr_0,想要一些我做的丛林之爱吗？,1
13324,VOICEMACRO_20_Tr_3,新兵巨魔报道。,1
13325,VOICEMACRO_12_Tr_1_FEMALE,嘿，叫你呢。,1
13326,VOICEMACRO_12_Tr_2_FEMALE,你好。,1
13327,VOICEMACRO_13_Tr_0_FEMALE,再见。,1
13328,VOICEMACRO_13_Tr_2_FEMALE,再见。,1
13329,VOICEMACRO_14_Tr_0_FEMALE,当然。,1
13330,VOICEMACRO_14_Tr_2_FEMALE,是的，伙计。,1
13331,VOICEMACRO_15_Tr_0_FEMALE,不可能。,1
13332,VOICEMACRO_15_Tr_1_FEMALE,不可能。,1
13333,VOICEMACRO_16_Tr_0_FEMALE,谢谢。,1
13334,VOICEMACRO_16_Tr_1_FEMALE,非常感谢。,1
13335,VOICEMACRO_16_Tr_2_FEMALE,我欠你一个人情。,1
13336,VOICEMACRO_17_Tr_1_FEMALE,愿意为您效劳。,1
13337,VOICEMACRO_17_Tr_2_FEMALE,随时效劳，伙计。,1
13338,VOICEMACRO_18_Tr_1_FEMALE,出发了。,1
13339,VOICEMACRO_18_Tr_2_FEMALE,太好了。,1
13340,VOICEMACRO_19_Tr_0_FEMALE,搞笑语音,1
13341,VOICEMACRO_20_Tr_0_FEMALE,搞笑语音。,1
13342,VOICEMACRO_20_Tr_2_FEMALE,搞笑语音,1
13343,VOICEMACRO_20_Tr_4_FEMALE,如果食尸是错误的话，那我宁愿一错再错。,1
13344,ERR_SPELL_FAILED_ALREADY_AT_FULL_POWER_S,你的%s已满,1
13345,RAGE,怒气,1
13346,FOCUS,集中值,1
13347,ENERGY,能量,1
13348,HAPPINESS,快乐,1
13349,SPELL_FAILED_IMMUNE,免疫,1
13351,VOICEMACRO_LABEL_SILLY1,silly,1
13352,PLUS_AMMO_DAMAGE_TEMPLATE,每秒伤害+%s,1
13353,PLUS_SINGLE_DAMAGE_TEMPLATE_WITH_SCHOOL,+%s %s伤害,1
13354,PLUS_SINGLE_DAMAGE_TEMPLATE,+ %s伤害,1
13355,PLUS_DAMAGE_TEMPLATE,+ %s - %s伤害,1
13356,ERR_TRADE_BLOCKED_S,%s要求进行交易，你拒绝了。,1
13357,ERR_GENERIC_STUNNED,你处于昏迷状态,1
13358,TEXTURE_DETAIL,材质分辨率,3
13359,PVP_MEDAL8,森金巫毒领袖,1
13360,PETTAME_NOTDEAD,你的宠物还未死亡,1
13361,CREATED_ITEM,%s制造了：%s。,1
