Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
機電師蒸汽操控者,諾姆瑞根的輻射將許多城裡的倖存者變成了麻瘋地精。優秀的機電師蒸汽操控者也是受害者之一。雖然他逃出了諾姆瑞根而且沒有損及智力，但他過往擁有的道德與憐憫如今蕩然無存。他在艾澤拉斯漫遊，將自己的知識出賣給血帆海盜等等的無良團體。最近，納迦雇用蒸汽操控者來操作贊格沼澤蒸汽洞窟裡的精密機器。,0.34153,0.819672,574,261,1943,2,5996,263,0,0,-1
督軍卡利斯瑞,在蒸汽洞窟的深處，納迦開始實驗一種神秘的物質，來強化他們的戰士並除去他們的恐懼。卡利斯瑞就是瓦許女士手下頭一批自願接受這種黑色靈藥實驗的僕人。做為獎勵，他負責保衛廣大的蒸汽洞窟，並且確保這裡的秘法機器能毫不間斷地運作。,0.759563,0.436475,575,261,1944,3,6001,263,0,0,-1
飢餓之牙,雄壯的真菌巨人飢餓之牙和盟友奎克米瑞不同，他到現在都躲過了納迦的奴役。然而，他對所有踏入贊格沼澤洞穴最深層的所有外來者都抱持敵意。飢餓之牙對納迦在這塊區域其他地方的計謀毫不知情，他將大部分的時間都用來照料地孢。根據傳言，地孢這種古老的植物是他最珍貴的寶物。,0.693989,0.89959,576,262,1946,1,6006,262,0,0,-1
高薩安,艾澤拉斯與外域的巨大多頭蛇是否源自相同的祖先，歷史學者長期以來一直意見分歧。然而可以確定的是，這些兇猛的生物自從遠古以來就存在於兩個國度。高薩安是外域最惡名昭彰、最可怕的多頭蛇之一。在瓦許女士的控制下，這頭饑渴的魔獸肆虐贊格沼澤的底層，威脅那裡的居民。,0.786885,0.288935,577,262,1945,2,6009,262,0,0,-1
沼澤之王莫斯萊克,身為破碎者，就意味著流亡的生涯。這個事實對沼澤之王莫斯萊克是個沉重的負擔。雖然他是黑暗之血破碎者的成員，但他選擇獨自在贊格沼澤底下的洞穴裡遊蕩。在最近一次的漫遊中，他利用自己對動物的控制力奴役了喚風者裂爪，裂爪當時正化身成猛熊的型態探索這個區域。莫斯萊克迫使裂爪表現得像個忠誠的友伴，而不會評判自己如今成了何等扭曲的存在。,0.4153,0.241803,578,262,1947,3,6013,262,0,0,-1
黑色潛獵者,外域的沼澤行者是巨大高聳的生物，他們在野外獵食，吞噬所有遭遇到的弱小生物。這些獵食者中最兇殘的一名野獸名為黑色潛獵者，她的故事在贊格沼澤的孢子人之間廣為流傳。身為所有沼澤行者的育母，據說她之所以從深幽泥沼深處的巢穴現身，只是為了滿足自己對美味孢子人的口腹之慾。,0.247268,0.456967,579,262,1948,4,6036,262,0,0,-1
那杜斯長老,那杜斯曾經是奈幽蟲族中備受尊敬的一名領袖，將蟲族的古老文化教導給世世代代的後進。蜘蛛之戰摧殘阿茲歐-奈幽之際，他喪命於不死大軍的攻勢。巫妖王復活了那杜斯的屍身、將他的睿智與高尚消滅殆盡，並強迫他屠殺自己的學生與友人，還有任何與天譴軍團對抗的奈幽蟲族。,0.696721,0.270492,580,271,1969,1,6041,132,0,0,-1
泰爾達朗親王,在凱爾薩斯對巫妖王的攻勢敗北後，他麾下的強大血精靈中有些人遭到屠殺，並且被復活為暗殞不死者。泰爾達朗親王就是這群刁鑽嗜血之吸血生物的一員。總是想討好巫妖王的他，進入安卡罕特戰後殘破的深處尋找失落的奈幽蟲族文物，好讓天譴軍團的殺戮勢力得以茁壯。,0.631147,0.495901,581,271,1966,2,6050,132,0,0,-1
潔杜佳‧尋影者,潔杜佳夢想著末日的到來。傳言說她是暮光之錘最狂熱的擁護者。在兇殘的巨魔法師丘加利指導下，她學會了扭曲自己的薩滿之力，為上古之神效命。不久前，潔杜佳前往安卡罕特的深處，準備迎接尤格薩倫崛起、將艾澤拉斯的大地籠罩在黑影之中的光榮之日。,0.48224,0.72541,582,271,1967,3,6055,132,0,0,-1
毒蕈魔,世代以來，菌菇和其他良善的生物在安卡罕特潮濕而缺乏日照的洞穴裡欣欣向榮。直到最近尤格薩倫才將他暴虐的意志擴張至這個獨立的生態系統中。這個上古之神用他無盡的腐化之力扭曲了安卡罕特的一頭原生野獸，將他變成名為毒蕈魔、渾身散發源自主人之破壞能量的駭人魔物。,0.672131,0.786885,583,271,1989,4,6060,132,0,2,2
信使沃菈齊,天譴軍團入侵阿茲歐-奈幽之際，王國裡的許多居民鑽入地底以逃離巫妖王部下的魔掌。然而其中有些人掘得太深，挖到了尤格薩倫的觸手。被擾醒的尤格薩倫派出麾下最古老的戰士之一，信使沃菈齊，來消滅走投無路的奈幽蟲族，並摧毀任何膽敢威脅上古之神的愚人。,0.236339,0.504098,584,271,1968,5,6067,132,0,0,-1
『守門者』齊力克西爾,阿茲歐-奈幽的大門數百年來無人敢撼動，直到巫妖王的到來。為了嘲弄齊力克西爾無力保衛自己的家園，巫妖王將這名奈幽蟲族復活為不死生物，並逼迫他保衛生前無法守住的那些門扉。,0.501366,0.45082,585,272,1971,1,6073,159,0,0,-1
哈卓諾克斯,阿茲歐-奈幽淪陷之時，奈幽蟲族的大臣放出了一隻蜘蛛，待他有朝一日成長茁壯，來挑戰巫妖王不屈的部隊。哈卓諾克斯胸中充滿了為死者復仇、以及從任何膽敢威脅他家園的人手中奪回故鄉的慾望。,0.431694,0.594262,586,272,1972,2,6351,158,0,0,-1
阿努巴拉克,阿茲歐-奈幽與阿努巴拉克的命運一直都交織在一起。生前的他是帝國的國王，死後的他是帝國的征服者。在巫妖王的命令下，這名背叛的國王再度守護起了自己的老帝國，對任何威脅都保持警惕。,0.621585,0.487705,587,272,1973,3,6355,157,0,0,-1
血角食人妖,德拉克瑞是食人妖部族中最兇殘的一支，其中以血角食人妖最能代表這族的野蠻。這個巨大的怪物發現引以自豪的威猛之力在巫妖王的面前相形見絀，如今他成為對任何膽敢挑戰阿薩斯之人的可怖見證。,0.565574,0.182377,588,273,1974,1,6370,160,0,0,-1
『召喚者』諾沃司,諾沃司一向是投機主義者，不斷想辦法超越自己平庸的同僚。這個教徒挖出自己的心臟，臨死前將還在跳動的心臟獻給了主人。主人對他的積極表現印象深刻，因此將他變成一名巫妖。,0.702186,0.479508,589,273,1976,2,6375,160,0,0,-1
崔德王,崔德王是德拉克瑞中的傳奇。傳說中，有一支食人妖狩獵隊找到了一頭強大的野獸，他在充滿天譴瘟疫的環境中活躍無比。食人妖馴服了這頭魔暴龍，認為他的身體裡藏著解藥，能治癒摧殘他們族人的惡毒疾病。,0.612022,0.862705,590,273,1977,3,6390,160,0,0,-1
預言者薩隆杰,天譴軍團揮軍進入德拉克薩隆要塞的時候，就連竊來的羅亞之力也無法阻止死亡降臨。薩隆杰如今預言的只有他新任主人的勝利，而食人妖則在巫妖王的面前遭到大舉屠殺。,0.476776,0.133197,591,273,1975,4,6396,161,0,0,-1
史拉德銳,史拉德銳並不樂意犧牲他服侍了一輩子的羅亞之靈。當神祇的力量在他體內奔騰時，這名高階預言者誓言讓天譴軍團為了德拉克瑞食人妖被迫犯下的這些慘劇而付出代價。,0.539617,0.485656,592,274,1978,1,6411,154,0,0,-1
德拉克瑞巨像,食人妖在他們的巫毒魔法中使用魔精已有悠久的歷史，但是將這些魔法融合成魔像卻是革命性的突破。他們初期成功所衍生出的許多哨兵，全部都來自他們最初的創造物:德拉克瑞巨像。,0.465847,0.655737,593,274,1983,2,6418,154,0,0,-1
慕拉比,德拉克瑞試圖犧牲瑪姆托司以取得他的力量，但這個羅亞卻自滅了。然而，慕拉比仍不願對擁有神祇般的力量死心。這名高階預言者飲下了羅亞的血液，為了讓食人妖保有祖爾德拉克，他將不惜一切代價。,0.393442,0.489754,594,274,1980,3,6980,154,0,0,-1
『兇猛』埃克,德拉克瑞多次試圖將戈洛克作為武器利用，最後將失敗的實驗體封印了起來。在寒冰食人妖與入侵他們摯愛家鄉的天譴軍團大戰之後，埃克和他的部下就等待著他們自由之刻的到來。,0.251366,0.704918,595,274,1988,4,6664,154,0,2,2
蓋爾達拉,天譴軍團入侵祖爾德拉克時，德拉克瑞找上了羅亞。這些寒冰食人妖並不是向羅亞求助，而是以武力相逼。當鮮血從阿卡利被弒的神體流湧而出，高階預言者蓋爾達拉和他的同謀將羅亞的力量收歸己有。,0.465847,0.270492,596,274,1981,5,6989,154,0,0,-1
畢亞格林將軍,洛肯的鐵矮人部隊聲勢浩大，而領銜的則是他們的將軍，畢亞格林。做為洛肯雷光大廳的先鋒，這名鐵司令保證讓任何入侵他主人領域的人都不得好死。,0.435792,0.372951,597,275,1987,1,7724,138,0,0,-1
渥克瀚,洛肯強大的部隊，就是他的鐵匠渥克瀚精湛技藝的最佳證明。他的工作永無止境，從不休止地為墮落的守望者創造出士兵。唯有當鐵匠的作品矗立於敵人殘破屍首之上時，他的工作才會完結。,0.377049,0.209017,598,275,1985,2,7042,139,0,0,-1
埃歐納,洛肯並未倚賴自己的鐵爪牙作為私人衛兵。這個墮落的守望者靠的是閃電。埃歐納和它的同夥可以待在雷光大廳中，代價是保持絕對的忠誠，而且願意殺死任何意圖對抗他們新主人的人。,0.614754,0.77459,599,275,1984,3,7252,139,0,0,-1
洛肯,艾澤拉斯的至高管理者必須負責將尤格薩倫牢牢地囚禁起來。誰也沒料想到，應當保護這個世界不受上古諸神侵害的守衛者，竟然淪為了世界的破壞者。,0.189891,0.522541,600,275,1986,4,7258,139,0,0,-1
法勒瑞克,這名天譴軍團的勇士是在阿薩斯取得霜之哀傷後創造出的首批死亡騎士之一。法勒瑞克忠心耿耿地追隨他的王子前往北裂境展開一段註定失敗的戰役，然而他所得到的獎勵卻是遭到自己奉獻畢生忠誠的王子背叛。,0.352459,0.75,601,276,1992,1,7265,185,0,0,-1
麥爾溫,麥爾溫自小就認識阿薩斯，他不只把阿薩斯當成王子，還當成真正的朋友看待。當阿薩斯航向北裂境之時，這名騎士毫不猶疑地跟隨了他。雖然他的朋友之後以詛咒的符文刃一劍刺穿他的心臟，麥爾溫在看到王子的轉變時仍然感到心碎。,0.434426,0.627049,602,276,1993,2,7269,185,0,0,-1
逃離阿薩斯,兩名領袖試圖在單挑中擊敗巫妖王，卻很快就發現他們無法抵抗這名真正王者的力量。為了免遭厄運，他們試圖逃出他的領域。阿薩斯會細細品味他們徒勞努力的每分每秒。他們是逃不過註定的結局的。,0.105191,0.27459,603,276,1990,3,7273,185,0,0,-1
克利斯托魯斯,戰爭的勝利並非靠一人之力，而是仰賴部隊。這個亙古不變的道理讓洛肯下令創造忠心的石巨人，來強化自己的部隊。克利斯托魯斯被選來監督這個作業，並且消滅任何威脅它任務的干擾者。,0.401639,0.604508,604,277,1994,1,7285,140,0,0,-1
悲嘆少女,洛肯號令著奧杜亞的部隊，但並非每個人都自願服從他。悲嘆少女獲令消滅所有試圖奪回石之大廳的人。她因為背叛了過往的盟友而悲悼，但仍然以殘暴的手段完成她的任務。就連她的哀傷都被鑄成了兵器。,0.502732,0.862705,605,277,1996,2,7290,140,0,0,-1
歲月議庭,阿貝德努姆、卡德拉克與瑪納克掌管蘊含艾澤拉斯古歷史的泰坦碟片，歲月議庭即由他們所組成。這些紋風不動的傀儡不會輕易棄守泰坦的秘密，但是像布萊恩‧銅鬚這種無畏的冒險者相信值得冒險取得這個寶藏。,0.845629,0.760246,606,277,1995,3,7294,140,0,0,-1
『塑鐵者』斯雍尼爾,有些人抵抗了洛肯的腐化，但『塑鐵者』斯雍尼爾急著想將意志熔爐轉用於黑暗的目的。他認為自己新的作品遠比大地的材質優越，而且會讓它們對付任何違抗洛肯意志的人。,0.497268,0.137295,607,277,1998,4,7313,140,0,0,-1
鍛造大師加弗羅斯,加弗羅斯曾為天譴軍團打造出對抗生者最致命的武器。他可以將薩鋼迅速鍛造成可怕的苦痛兵器，或者直接將它們朝敵人擲去。,0.680328,0.553278,608,278,1999,1,7327,184,0,0,-1
艾克與克瑞克,矮小的死靈法師克瑞克負責監督薩倫之淵裡的工人。從可怕的艾克背上，他可以安全地朝敵人發出猛毒、爆破與黑暗的魔法。從這個制高點，他也發現了冰冠城塞裡足以推翻巫妖王的黑暗秘密。,0.47541,0.397541,609,278,2001,2,7334,184,0,0,-1
天譴領主提朗紐斯,殺死巨人加弗羅斯後，死亡騎士提朗紐斯被拔擢至天譴領主的身分。他的力量與兇殘，再加上冰霜巨龍霜牙，讓他成為薩倫之淵與倒影大廳入口最佳的守護者。,0.441257,0.266394,610,278,2000,3,7340,184,0,0,-1
肉鉤,自從阿薩斯王子首度遭遇天譴軍團的憎惡體以來，他們已變得更為兇惡。肉鉤變得比其他憎惡體更壯、更毒、而且更快。讓肉鉤變聰明從來就不是創造他的死靈法師的目標，但是只要一點基本的刁鑽就足以讓他發揮所長。,0.56694,0.592213,611,279,2002,1,7361,131,0,0,-1
『血肉工匠』塞歐朗姆,『血肉工匠』塞歐朗姆是在通靈學院底下受訓的首批死靈法師之一。他把實驗對象只當成是自己工作用的有趣零件，有時甚至以同樣的態度看待自己的同學。現在他有斯坦索姆的所有人口可以拿來做實驗...還有任何想妨礙他的人。,0.59153,0.401638,612,279,2004,2,7365,131,0,0,-1
紀元時間領主,恆龍軍團經常以伎倆試圖暗中干預時間之道，但是如果失敗的話，他們會派出刺客來直接對付阿薩斯。關於這名恆龍軍團使者的情報不多，但紀元時間領主操控時間的技藝精湛，讓他對阿薩斯的未來造成致命的阻礙。,0.65847,0.258197,613,279,2003,3,7371,131,0,0,-1
瑪爾加尼斯,瑪爾加尼斯的命運已定。阿薩斯對這名驚懼領主的恨意將使得這名王子前往北裂境，拿起霜之哀傷。但是只有瑪爾加尼斯認為他有資格，這一切才有可能發生。要證明自己的價值並踏上成為巫妖王之路，阿薩斯必須經得住瑪爾加尼斯的猛襲。,0.325136,0.459016,614,279,2005,4,7375,131,0,0,-1
布朗吉姆,布朗吉姆以前曾經為詛咒神教效力。科爾蘇加德親自教導布朗吉姆靈魂的價值，以及如何將它們磨化成驅動天譴軍團運作的燃料。他可以腐化敵人的靈魂，然後將它們一片片撕碎，使得他成為巫妖王眾魂熔爐理想的守護者。,0.435793,0.495902,615,280,2006,1,7380,183,0,0,-1
眾魂吞噬者,布朗吉姆在眾魂熔爐所從事的黑暗事業，產生出破碎而受盡折磨的靈魂。為了避免它們逃跑並且將這些受詛咒者物盡其用，巫妖王創出了靈魂吞噬者。靈魂吞噬者獵殺並吞噬離群的靈魂，並且在它可怖的形體中緩緩分解它們。遭到吞噬的靈魂在痛苦與折磨中步入瘋狂，但靈魂吞噬者的飢渴永無飽足之日。,0.434426,0.120902,616,280,2007,2,7387,183,0,0,-1
指揮官厚鬚,指揮官厚鬚曾率領麾下的部隊迎戰過聯盟最危險的敵人。靜止大廳或許拖慢了他的速度，但部落冒險者的出現會讓他重新燃起動力。,0.187159,0.506146,617,281,3017,1,6665,129,0,8,-1
大魔導師特雷斯翠,據說大魔導師特雷斯翠曾經指導過凱爾薩斯王子。雖然她認為王子與納迦的同盟是不智之舉，她仍無法贊同達拉然囚禁她的同胞。瑪里苟斯只要提醒她這場背叛，就成功說服特雷斯翠成為他旗下狩法獵人的導師。,0.275956,0.39959,618,281,2010,2,7392,129,0,0,-1
艾諾瑪路斯,將艾澤拉斯中如此大量的秘法能量導入奧核之心，已經在現實的空間撕出了裂隙。在瑪里苟斯的部隊試圖逐回入侵生物的同時，這股混沌的秘法力量形成了艾諾瑪路斯。如果不阻止這個生物，它會將接觸到的一切事物消解於無形。,0.620218,0.221312,619,281,2009,3,7405,129,0,0,-1
『塑樹者』歐爾莫洛克,奧核之心驚人的秘法能量轉變了歌唱林地以及那裡的守護者，讓歐爾莫洛克單純的心靈變得著迷於轉變了他的那些能量。對於那些打斷他思緒的人，他沒有太多的話語，只有排山倒海的粗暴回應。,0.562842,0.727459,620,281,2012,4,7416,129,0,0,-1
凱瑞史卓莎,對凱瑞史卓莎施加的折磨究竟是對薩拉苟莎之死的報復、還是意圖將她變成盟友的錯誤嘗試，只有瑪里苟斯知道。無論他的目的為何，她的盟友都聽見了她痛苦的哀號，以及她心衰力竭的不安低語。,0.362022,0.67418,621,281,2011,5,7422,129,0,0,-1
『審問者』德拉高斯,違背瑪里苟斯律法的人，可能會發現自己落入德拉高斯的利爪之下。在奧核之心拿下凱瑞史卓莎後，德拉高斯回到奧核之眼領出自己的新囚犯，也就是其他違抗瑪里苟斯的飛龍。他對犯人不講改過自新、也毫不隱諱自己的意圖。他的犯人是來接受處罰的，而且他們無處可逃。,0.491803,0.762295,622,282,528,1,7437,143,0,0,-1
瓦羅斯‧雲行者,奧核戰爭肇始以來，瓦羅斯‧雲行者就對龍眠協調者發動過數起猛烈的攻擊。他被召回保衛奧核之眼，而且已經備妥了麾下的部將與飛龍。瓦羅斯也汲取了流動於奧核之眼的能量，來強化自身的防禦力。,0.461749,0.192623,623,282,530,2,7440,144,0,0,-1
法師領主厄隆,厄隆背棄了祈倫托而向瑪里苟斯效忠，瑪里苟斯也很樂意地接受了他。這個判徒法師對藍龍來說是個珍貴無比的資產。他知道祈倫托的優勢與弱點所在。他知道他們的思考方式。而且他會利用那些知識來消滅祈倫托。,0.70765,0.27459,624,282,533,3,7445,145,0,0,-1
地脈守護者伊瑞茍斯,就連英雄都會在伊瑞茍斯面前戰慄不已，他是奧核之眼的保衛者、地脈的守護者、也是入侵者的行刑人。他會秉持對預言的信念來完成這些任務，捍衛織法者對所有秘法之物的全面統治。,0.469945,0.209016,625,282,534,4,7448,146,0,0,-1
伊銳坎,紫羅蘭堡裡的囚犯包括外域最窮兇惡極的罪犯，伊銳坎就是其中之一。祈倫托推翻了他刺殺六法議會的陰謀，但如今藍龍招募了這個惡名昭彰的阿拉卡來達成一個更具野心的事蹟:消滅達拉然的所有法師。,0.275956,0.622951,626,283,0,1,7457,168,0,0,-1
摩拉革,霞妮苟莎徵召了摩拉革來為她消滅達拉然的叛逆法師。這個夢魘般的惡魔曾經為燃燒軍團效力，以他七隻眼睛的邪惡凝視殲滅了薩格拉斯的敵人。如今他會讓艾澤拉斯的英雄知道，紫羅蘭堡不是可以輕易走進的地方...,0.678962,0.528688,627,283,0,2,7470,168,0,0,-1
艾克膿,有個愚蠢的學徒從元素界域召喚了這個亡魄，卻發現這個脾氣不佳的上古之神士兵不適合當成寵物。艾克膿殺死了原本要成為她主人的那名學徒後，就被關在紫羅蘭堡裡任其腐朽，她急切地想對囚禁她的人展開復仇。,0.556011,0.403688,628,283,0,3,7475,168,0,0,-1
基沃滋,基沃滋是個秘法武器商...直到祈倫托發現他為燃燒軍團提供武器。現在這個精明現實的以太族正在進行一個三段式的商業計畫:消滅他的敵人，逃出監禁，然後回去為他最大的客戶服務。,0.330601,0.452869,629,283,0,4,7482,168,0,0,-1
拉方索,冷酷刁鑽的霞妮苟莎讓熔核犬以烈焰肆虐四方。原本達拉然的法師們囚禁了拉方索，以此遏制這個雙頭魔獸對鮮血的渴望，然而經年的與世隔絕並沒有改善牠的脾氣。,0.618852,0.75,630,283,0,5,7488,168,0,0,-1
『消滅者』舒拉邁特,達拉然花了百名精英才制服了舒拉邁特，清理殺戮戰場留下的血腥殘骸則花了兩倍的人力。消滅者的兇殘就連瘋狂的瑪里苟斯都止步三分，他認為這個虛無領主對魔力的貪欲令人不悅。不過，大屠殺是不講究夥伴的。,0.271858,0.336066,631,283,0,6,7492,168,0,0,-1
霞妮苟莎,由於她忠誠無比，瑪里苟斯選擇霞妮苟莎來執行他的陰謀。當她的主人陷入瘋狂時，她並未卻步;當他強行奪取艾澤拉斯的地脈能量時，她沒有畏縮;而且她一定會殲滅所有違抗他的人。,0.45082,0.551229,632,283,2020,7,7497,168,0,0,-1
大勇士,巫妖王永不止息，他的不死軍團勢如潮湧，淹沒他的敵人。大領主提里奧‧弗丁為了讓未來的勇士能做好對抗巫妖王的準備，提出了一個勇氣、耐力與團隊合作的考驗。他身經百戰的部下會排除那些缺乏膽識來面對不死軍團貪婪屍群的人。,0.512295,0.526639,634,284,2022,2,7502,171,0,4,-1
『純淨者』埃卓克,在英雄能挑戰黑暗勢力之前，他們必須打敗聖光的使者。大領主提里奧‧弗丁從銀白十字軍裡挑選了一名英勇的聖騎士來測試戰士的本領。埃卓克會盡一切努力阻擋那些缺乏道德信念的人進入冰冠城塞。,0.513661,0.52459,635,284,2022,3,7570,171,0,0,-1
銀白告解者帕爾璀絲,在英雄能挑戰黑暗勢力之前，他們必須打敗聖光的使者。大領主提里奧‧弗丁從銀白十字軍裡挑選了一名英勇的牧師來測試戰士的本領。帕爾璀絲會盡全力確保只有擁有強大信念的人才能挑戰天譴軍團。,0.512295,0.528688,636,284,2022,4,7574,171,0,0,-1
黑騎士,巫妖王詭計多端，而且不惜使用奸計來打垮敵人。為了這個目的，他派出了黑騎士來消滅大領主提里奧‧弗丁的部隊裡最有潛力的勇士們。這個不死族的存在本身就褻瀆了十字軍的大競技場，戰勝他的人將能證明自己的價值。,0.513661,0.526639,637,284,2021,5,7582,171,0,0,-1
凱雷希斯親王,巫妖王將凱雷希斯派至俄特加德要塞，希望能運用維酷人的破壞潛能。這名大使抵達時，發現這群人迫不及待地想協助天譴軍團。這座要塞的確是威脅凜風峽灣的極佳布署點，而且凱雷希斯不打算把這裡輸給傲慢的入侵者。,0.289618,0.627049,638,285,2026,1,7601,133,0,0,-1
史卡沃&達隆恩,讓不搭調的兩人結夥工作，是維酷人的傳統。有人說這是讓不同的技能可以彼此互補;有人說這是為了娛樂依米倫王。不管如何，史卡沃和達隆恩是這個習俗最好的例子。結合了維酷人的身軀與人類的死靈法術，他們會懲罰任何敢干預天譴軍團的人。,0.587431,0.620901,639,285,2024,2,7609,134,0,0,-1
『盜掠者』因格瓦,因格瓦的蠻力即使在維酷人之中也是出了名的。傳聞他曾經在肉搏中戰勝依米倫王。事實如何並不明朗，但散布這個傳聞的人通常沒辦法活著說第二次。因格瓦向巫妖王保證，他會用盡一切兇蠻手段來守住要塞，這個承諾他沒有膽子打破。,0.724043,0.381148,640,285,2025,3,7619,135,0,0,-1
絲瓦拉‧悲傷亡墓,絲瓦拉是『盜掠者』因格瓦的副官，她以領導許多深入部落與聯盟哨站的危險偵察任務而聞名。就是她發現了敵人入侵俄特加德的計畫而給了巫妖王準備的時間。為了獎勵她，巫妖王將她變成天譴軍團中倍受尊崇的女戰士:華爾琪。,0.363388,0.706967,641,286,2030,1,7660,136,0,0,-1
戈托克‧白蹄,維酷人在俄特加德要塞保存了許多戰利品，戈托克就是其中最令人印象深刻的一個。依米倫王把這頭凍結的猛瑪象人兇殘的外表展示起來，提醒著即使是最野蠻的野獸，也不過是維酷人廳堂裡的擺飾。這個活體雕像一旦解放出來將會大肆破壞，不分對象發洩他的狂怒。,0.606558,0.688525,642,286,2027,2,7669,137,0,0,-1
無情的斯卡迪,維酷人依成就來指定稱號。消滅一條德拉克瑞的血脈或是砍下坦卡族的首級可能會得到「盡忠職守」的稱號，但是只有殘忍至極才會被稱為「無情」。斯卡迪在許久以前就得到了這個稱號，靠的是毫不留情地獵殺那些因庇護畸形幼兒(即人類祖先)而被依米倫王判罪的維酷人。,0.684426,0.362705,643,286,2029,3,7691,137,0,0,-1
依米倫王,自豪的依米倫曾統治北方的荒原，直到維酷人的長眠讓他被歷史遺忘。待他從長眠中恢復意識，才發現自己的妻子遭人殺害，領土被敵人圍攻。他捨棄了自己的凡俗之身並矢言復仇，急切想展現身為復甦巨人的可怖決心。,0.415301,0.534836,644,286,2028,4,7708,137,0,0,-1
雷剛,這隻巨大的螳螂是襲擊城門的矛頭先鋒。雷剛是一個活生生的攻城槌，牠殘忍地摧殘熊貓人的防禦工事，牠要摧毀任何阻擋螳螂無情入侵潘達利亞的所有障礙。,0.441137,0.606901,649,303,1419,4,5034,437,0,0,-1
武器大師哈倫,血色十字軍擁有許多武器，而新加入的成員必須接受使用劍刃、錘子、弓箭與盾牌等種種對抗不死生物利器的訓練。武器大師哈倫將其一生投入在運用這些武器的技巧之上，他也樂於向對十字軍不敬的敵人進行示範。,0.618823,0.447748,654,311,1421,2,6575,432,0,0,-1
『破壞者』奇普提拉克,螳螂人熟稔戰爭，他們會運用科技來扭轉戰鬥的情勢。熊貓人要對抗像奇普提拉克這樣的火雷專家的勝率是微乎其微。奇普提拉克會向敵人大後方進行攻擊，並從內部摧毀已經被弱化的防禦工事。,0.461435,0.878891,655,303,1397,1,5390,437,0,0,-1
織焰者喀格勒,織焰者喀格勒負責訓練血色十字軍中比較有魔法天賦的學員，他教導他們秘法的精微用法。他專精火焰，而他也用他的技巧燒毀十字軍的歷史書籍，以抹除其過去的失敗。除了書本之外，喀格勒的火焰曾經將許多不死生物、學生和擅闖者燒成一堆冒煙的焦灰。,0.393775,0.156292,656,311,1420,2,5395,432,0,0,-1
雪迅大師,雪迅大師體認到部落與聯盟之間的戰鬥造成僧院現在這種悲慘的狀況。想要得到這謹慎熊貓人忠誠的英雄們必須先擊敗他的學生們。只有贏得勝利之人能面對雪迅大師，這個投入一生心血達到身體與心智完美境界的武術翹楚。,0.295275,0.730071,657,312,1304,2,5435,443,0,0,-1
劉‧焰心,女司祭劉‧焰心從還小時就開始研究玉蛟，也就是玉龍重生的週期。當疑惑之煞發動攻擊時，劉是率先抵抗的人，但她同時也是首先屈服於腐敗之下的人。如今她心中充滿了不確定，深怕她沒有力量能確保玉龍重生。,0.480379,0.5318,658,313,1416,3,5501,429,0,0,-1
講師冷心,"課程:黑暗藝術入門

講師冷心從北裂境前來這裡教導有抱負的死靈法師們紀律，她會嚴懲任何讓她失望的學生。她能操控北方的寒冰，並能利用通靈學院的圖書館來達到致命的效果。",0.652879,0.604144,659,246,1426,1,5524,476,0,0,-1
馴犬者布勞恩,最能快速且確實偵測到不死生物的方法就是利用他們身上腐敗的氣味，就算是經驗最豐富的老兵也比不上嗅覺靈敏的獵犬。馴犬者布勞恩培育訓練了一批兇猛的獵犬來協助十字軍獵殺敵人，無論是活人或不死生物都一樣。,0.548038,0.288227,660,311,1422,1,5606,431,0,0,-1
詹迪斯‧巴羅夫,"課程:進階幻象

巴羅夫的靈魂潛伏在通靈學院幽暗處已有多年，如今她在教育下一代法師扮演著更積極的角色。她關於幻象的龐大知識讓她不只是一名重要的導師，也是一個任何笨到敢激怒她之人的危險對手。",0.599743,0.1831,663,246,1427,2,5532,477,0,0,-1
博學行者石步,疑惑之煞的爪牙們歡欣地侵入玉蛟寺的圖書館中，製造出了許多形象被扭曲、喜好破壞的過去熊貓人英雄與其他角色。儘管博學行者石步已盡了他最大的努力，仍無法將這些具現體恢復到其過去未被腐化時的形態。,0.261164,0.751015,664,313,1417,2,5536,429,0,0,-1
血骨傀儡,"課程:死者復活101

一般人都以為血骨傀儡早在安多哈爾就被摧毀了，但加丁立即就開始準備將這會發出噹啷聲響的恐怖怪物復活，並利用他來抵禦入侵者。黑暗院長想要讓血骨傀儡變得比以往更加兇猛，於是在他身上灌輸了想要從敵人身上收割血肉，且難以滿足的渴望。",0.484438,0.26184,665,246,1428,3,5552,477,0,0,-1
莉莉安‧佛斯,"課程:再教育

不死生物莉莉安‧佛斯將她背叛的父親，一名血色十字軍的高階牧師勒死，接著便一路橫行無阻，直到她終於來到通靈學院的幽暗迴廊。黑暗院長加丁不但沒有消滅這入侵者，反而還決定教導佛斯如何接受她悲慘的命運。她一度指向學院的怒氣與符文劍如今轉而指向加丁的敵人。",0.518268,0.470907,666,246,1429,4,5558,477,0,0,-1
歐克‧歐克,就算以猴人來說，歐克‧歐克的粗魯與吵鬧也是鼎鼎有名。這個可怕的生物和他的狐群狗黨們最近闖入了風暴烈酒酒坊，並撬開其最珍貴的啤酒桶來舉辦史上最盛大的派對:歐克盛宴!,0.55751,0.491204,668,302,1412,1,5586,440,0,2,3
