Name_lang,EntryOffset[0],EntryOffset[1],EntryOffset[2],ID,Size,ParentComponentID,ModelFileDataID,Flags,Field_12_0_0_63534_007,Type,Field_12_0_0_63534_009,GameObjectID,Field_11_2_7_64044_011,ItemID,HouseExteriorWmoDataID
通風屋頂,0,0,0,2507,3,3841,7460527,2,2,10,0,0,9,0,87
通風屋頂,0,0,0,2508,3,3841,7460517,2,2,10,0,0,32,0,87
通風屋頂,0,0,0,2509,3,3841,7460508,2,2,10,0,0,8,0,87
通風屋頂,0,0,0,2510,3,3841,7460499,2,2,10,0,0,44,0,87
通風屋頂,0,0,0,2511,3,3841,7460490,2,2,10,0,0,21,0,87
通風屋頂,0,0,0,2513,4,3847,7460523,2,2,10,0,0,9,0,87
通風屋頂,0,0,0,2514,4,3847,7460514,2,2,10,0,0,32,0,87
通風屋頂,0,0,0,2515,4,3847,7460505,2,2,10,0,0,8,0,87
通風屋頂,0,0,0,2516,4,3847,7460496,2,2,10,0,0,44,0,87
通風屋頂,0,0,0,2517,4,3847,7460487,2,2,10,0,0,21,0,87
獸皮屋頂,0,0,0,2519,4,3853,7460524,2,2,10,0,0,9,0,87
獸皮屋頂,0,0,0,2520,4,3853,7460515,2,2,10,0,0,32,0,87
獸皮屋頂,0,0,0,2521,4,3853,7460506,2,2,10,0,0,8,0,87
獸皮屋頂,0,0,0,2522,4,3853,7460497,2,2,10,0,0,44,0,87
獸皮屋頂,0,0,0,2523,4,3853,7460488,2,2,10,0,0,21,0,87
通風防禦結構 - 赤紅,0,0,0,2525,1,0,7118926,3,2,15,0,0,37,0,87
木製窗防禦結構 - 赤紅,0,0,0,2526,1,0,7118930,2,2,15,0,0,37,0,87
石製窗防禦結構 - 赤紅,0,0,0,2527,1,0,7118929,2,2,15,0,0,37,0,87
遮頂防禦結構 - 赤紅,0,0,0,2528,1,0,7118928,2,2,15,0,0,37,0,87
艙門防禦結構 - 赤紅,0,0,0,2529,1,0,7118927,2,2,15,0,0,37,0,87
拱形窗 - 赤紅,0,0,0,2530,1,0,7118920,3,2,14,0,0,37,0,87
斜面窗 - 赤紅,0,0,0,2531,1,0,7118921,2,2,14,0,0,37,0,87
石製品,0,0,0,3793,4,0,6648724,2,1,9,0,0,0,0,9
石製品,0,0,0,3795,3,0,6648725,2,1,9,0,0,0,0,9
小屋,0,0,0,3797,2,0,7118931,2,1,9,0,0,0,0,9
金屬板屋頂,0,0,0,3805,2,0,7118908,2,2,10,0,0,37,0,87
通風屋頂,0,0,0,3811,2,0,7118906,3,2,10,0,0,37,0,87
獸皮屋頂,0,0,0,3817,2,0,7118907,2,2,10,0,0,37,0,87
金屬板屋頂,0,0,0,3823,4,0,7118911,2,2,10,0,0,37,0,87
金屬板屋頂,0,0,0,3829,3,0,7118905,2,2,10,0,0,37,0,87
獸皮屋頂,0,0,0,3835,3,0,7118904,2,2,10,0,0,37,0,87
通風屋頂,0,0,0,3841,3,0,7118903,3,2,10,0,0,37,0,87
通風屋頂,0,0,0,3847,4,0,7118909,3,2,10,0,0,37,0,87
獸皮屋頂,0,0,0,3853,4,0,7118910,2,2,10,0,0,37,0,87
古樸煙囪 - 海洋,0,0,0,5467,1,0,7515175,2,4,16,0,0,40,267899,55
裝飾煙囪 - 海洋,0,0,0,5468,1,0,7515174,2,4,16,0,0,40,267893,55
粗製煙囪 - 海洋,0,0,0,5469,1,0,7515173,2,4,16,0,0,40,267887,55
高古樸煙囪 - 海洋,0,0,0,5470,1,0,7515172,2,4,16,0,0,40,267881,55
林地煙囪 - 海洋,0,0,0,5471,1,0,7515171,2,4,16,0,0,40,267875,55
古樸煙囪 - 紫紅,0,0,0,5472,1,0,7515170,2,4,16,0,0,34,267898,55
裝飾煙囪 - 紫紅,0,0,0,5473,1,0,7515169,2,4,16,0,0,34,267892,55
粗製煙囪 - 紫紅,0,0,0,5474,1,0,7515168,2,4,16,0,0,34,267886,55
高古樸煙囪 - 紫紅,0,0,0,5475,1,0,7515167,2,4,16,0,0,34,267880,55
林地煙囪 - 紫紅,0,0,0,5476,1,0,7515166,2,4,16,0,0,34,267874,55
古樸煙囪 - 土黃,0,0,0,5477,1,0,7515165,2,4,16,0,0,44,267900,55
裝飾煙囪 - 土黃,0,0,0,5478,1,0,7515164,2,4,16,0,0,44,267894,55
粗製煙囪 - 土黃,0,0,0,5479,1,0,7515163,2,4,16,0,0,44,267888,55
高古樸煙囪 - 土黃,0,0,0,5480,1,0,7515162,2,4,16,0,0,44,267882,55
林地煙囪 - 土黃,0,0,0,5481,1,0,7515161,2,4,16,0,0,44,267876,55
古樸煙囪 - 肉豆蔻,0,0,0,5482,1,0,7515160,2,4,16,0,0,9,267896,55
裝飾煙囪 - 肉豆蔻,0,0,0,5483,1,0,7515159,2,4,16,0,0,9,267890,55
粗製煙囪 - 肉豆蔻,0,0,0,5484,1,0,7515158,2,4,16,0,0,9,267884,55
高古樸煙囪 - 肉豆蔻,0,0,0,5485,1,0,7515153,2,4,16,0,0,9,267878,55
林地煙囪 - 肉豆蔻,0,0,0,5486,1,0,7515152,2,4,16,0,0,9,267872,55
古樸煙囪 - 森林,0,0,0,5487,1,0,7513277,2,4,16,0,0,21,267897,55
裝飾煙囪 - 森林,0,0,0,5488,1,0,7513274,2,4,16,0,0,21,267891,55
粗製煙囪 - 森林,0,0,0,5489,1,0,7513273,2,4,16,0,0,21,267885,55
高古樸煙囪 - 森林,0,0,0,5490,1,0,7513271,2,4,16,0,0,21,267879,55
林地煙囪 - 森林,0,0,0,5491,1,0,7513270,2,4,16,0,0,21,267873,55
裝飾屋窗 - 海洋,0,0,0,5492,1,0,7478179,2,4,14,0,0,40,267985,55
林地屋窗 - 海洋,0,0,0,5493,1,0,7478099,2,4,14,0,0,40,267978,55
裝飾屋窗 - 紫紅,0,0,0,5494,1,0,7478180,2,4,14,0,0,34,267984,55
林地屋窗 - 紫紅,0,0,0,5495,1,0,7478100,2,4,14,0,0,34,267977,55
裝飾屋窗 - 土黃,0,0,0,5496,1,0,7478181,2,4,14,0,0,44,267983,55
林地屋窗 - 土黃,0,0,0,5497,1,0,7478101,2,4,14,0,0,44,267976,55
裝飾屋窗 - 肉豆蔻,0,0,0,5498,1,0,7478183,2,4,14,0,0,9,267981,55
林地屋窗 - 肉豆蔻,0,0,0,5499,1,0,7478103,2,4,14,0,0,9,267974,55
裝飾屋窗 - 森林,0,0,0,5500,1,0,7478182,2,4,14,0,0,21,267982,55
林地屋窗 - 森林,0,0,0,5501,1,0,7478102,2,4,14,0,0,21,267975,55
裝飾石頭塔樓 - 海洋,0,0,0,5502,1,0,7478209,2,4,15,0,0,40,268015,55
粗製塔樓 - 海洋,0,0,0,5503,1,0,7478204,2,4,15,0,0,40,268009,55
石頭塔樓 - 海洋,0,0,0,5504,1,0,7478199,2,4,15,0,0,40,268003,55
裝飾塔樓 - 海洋,0,0,0,5505,1,0,7478194,2,4,15,0,0,40,267997,55
林地塔樓 - 海洋,0,0,0,5506,1,0,7478189,2,4,15,0,0,40,267991,55
裝飾石頭塔樓 - 紫紅,0,0,0,5507,1,0,7478210,2,4,15,0,0,34,268014,55
粗製塔樓 - 紫紅,0,0,0,5508,1,0,7478205,2,4,15,0,0,34,268008,55
石頭塔樓 - 紫紅,0,0,0,5509,1,0,7478200,2,4,15,0,0,34,268002,55
裝飾塔樓 - 紫紅,0,0,0,5510,1,0,7478195,2,4,15,0,0,34,267996,55
林地塔樓 - 紫紅,0,0,0,5511,1,0,7478190,2,4,15,0,0,34,267990,55
裝飾石頭塔樓 - 土黃,0,0,0,5512,1,0,7478211,2,4,15,0,0,44,268013,55
粗製塔樓 - 土黃,0,0,0,5513,1,0,7478206,2,4,15,0,0,44,268007,55
石頭塔樓 - 土黃,0,0,0,5514,1,0,7478201,2,4,15,0,0,44,268001,55
裝飾塔樓 - 土黃,0,0,0,5515,1,0,7478196,2,4,15,0,0,44,267995,55
林地塔樓 - 土黃,0,0,0,5516,1,0,7478191,2,4,15,0,0,44,267989,55
裝飾石頭塔樓 - 肉豆蔻,0,0,0,5517,1,0,7478213,2,4,15,0,0,9,268011,55
粗製塔樓 - 肉豆蔻,0,0,0,5518,1,0,7478208,2,4,15,0,0,9,268005,55
石頭塔樓 - 肉豆蔻,0,0,0,5519,1,0,7478203,2,4,15,0,0,9,267999,55
裝飾塔樓 - 肉豆蔻,0,0,0,5520,1,0,7478198,2,4,15,0,0,9,267993,55
林地塔樓 - 肉豆蔻,0,0,0,5521,1,0,7478193,2,4,15,0,0,9,267987,55
裝飾石頭塔樓 - 森林,0,0,0,5522,1,0,7478212,2,4,15,0,0,21,268012,55
粗製塔樓 - 森林,0,0,0,5523,1,0,7478207,2,4,15,0,0,21,268006,55
石頭塔樓 - 森林,0,0,0,5524,1,0,7478202,2,4,15,0,0,21,268000,55
裝飾塔樓 - 森林,0,0,0,5525,1,0,7478197,2,4,15,0,0,21,267994,55
林地塔樓 - 森林,0,0,0,5526,1,0,7478192,2,4,15,0,0,21,267988,55
裝飾入口通道 - 海洋,2.8441,0.0423,1.6625,5532,1,597,7513268,2,4,11,0,613905,40,267912,55
裝飾入口通道 - 紫紅,2.8441,0.0423,1.6625,5533,1,597,7513265,2,4,11,0,613905,34,267911,55
裝飾入口通道 - 土黃,2.8441,0.0423,1.6625,5534,1,597,7513262,2,4,11,0,613905,44,267910,55
裝飾入口通道 - 肉豆蔻,2.8441,0.0423,1.6625,5535,1,597,7513259,2,4,11,0,613905,9,267908,55
裝飾入口通道 - 森林,2.8441,0.0423,1.6625,5536,1,597,7513256,2,4,11,0,613905,21,267909,55
林地入口通道 - 海洋,5.2331,0.0432,1.6591,5538,1,590,7513267,2,4,11,0,613904,40,267906,55
林地入口通道 - 紫紅,5.2331,0.0432,1.6591,5539,1,590,7513264,2,4,11,0,613904,34,267905,55
林地入口通道 - 土黃,5.2331,0.0432,1.6591,5540,1,590,7513261,2,4,11,0,613904,44,267904,55
林地入口通道 - 肉豆蔻,5.2331,0.0432,1.6591,5541,1,590,7513258,2,4,11,0,613904,9,267902,55
林地入口通道 - 森林,5.2331,0.0432,1.6591,5542,1,590,7513255,2,4,11,0,613904,21,267903,55
粗製入口通道 - 海洋,2.9381,0.0423,1.6541,5549,1,596,7513269,2,4,11,0,613906,40,267918,55
粗製入口通道 - 紫紅,2.9381,0.0423,1.6541,5550,1,596,7513266,2,4,11,0,613906,34,267917,55
粗製入口通道 - 土黃,2.9381,0.0423,1.6541,5551,1,596,7513263,2,4,11,0,613906,44,267916,55
粗製入口通道 - 肉豆蔻,2.9381,0.0423,1.6541,5552,1,596,7513260,2,4,11,0,613906,9,267914,55
粗製入口通道 - 森林,2.9381,0.0423,1.6541,5553,1,596,7513257,2,4,11,0,613906,21,267915,55
裝飾屋頂,0,0,0,5558,2,584,7478039,2,4,10,0,0,40,267966,55
裝飾屋頂,0,0,0,5559,2,584,7478040,2,4,10,0,0,34,267965,55
裝飾屋頂,0,0,0,5560,2,584,7478041,2,4,10,0,0,44,267964,55
裝飾屋頂,0,0,0,5561,2,584,7478043,2,4,10,0,0,9,267962,55
裝飾屋頂,0,0,0,5562,2,584,7478042,2,4,10,0,0,21,267963,55
林地屋頂,0,0,0,5564,2,582,7478029,2,4,10,0,0,40,267960,55
林地屋頂,0,0,0,5565,2,582,7478030,2,4,10,0,0,34,267959,55
林地屋頂,0,0,0,5566,2,582,7478031,2,4,10,0,0,44,267958,55
林地屋頂,0,0,0,5567,2,582,7478033,2,4,10,0,0,9,267956,55
林地屋頂,0,0,0,5568,2,582,7478032,2,4,10,0,0,21,267957,55
粗製屋頂,0,0,0,5570,2,579,7478049,2,4,10,0,0,40,267972,55
粗製屋頂,0,0,0,5571,2,579,7478050,2,4,10,0,0,34,267971,55
粗製屋頂,0,0,0,5572,2,579,7478051,2,4,10,0,0,44,267970,55
粗製屋頂,0,0,0,5573,2,579,7478053,2,4,10,0,0,9,267968,55
粗製屋頂,0,0,0,5574,2,579,7478052,2,4,10,0,0,21,267969,55
粗製屋頂,0,0,0,5576,4,576,7478089,2,4,10,0,0,40,267936,55
粗製屋頂,0,0,0,5577,4,576,7478090,2,4,10,0,0,34,267935,55
粗製屋頂,0,0,0,5578,4,576,7478091,2,4,10,0,0,44,267934,55
粗製屋頂,0,0,0,5579,4,576,7478093,2,4,10,0,0,9,267932,55
粗製屋頂,0,0,0,5580,4,576,7478092,2,4,10,0,0,21,267933,55
粗製屋頂,0,0,0,5582,3,575,7478018,2,4,10,0,0,40,267954,55
粗製屋頂,0,0,0,5583,3,575,7478019,2,4,10,0,0,34,267953,55
粗製屋頂,0,0,0,5584,3,575,7478020,2,4,10,0,0,44,267952,55
粗製屋頂,0,0,0,5585,3,575,7478022,2,4,10,0,0,9,267950,55
粗製屋頂,0,0,0,5586,3,575,7478021,2,4,10,0,0,21,267951,55
裝飾屋頂,0,0,0,5587,3,573,7478006,2,4,10,0,0,40,267948,55
裝飾屋頂,0,0,0,5588,3,573,7478007,2,4,10,0,0,34,267947,55
裝飾屋頂,0,0,0,5589,3,573,7478008,2,4,10,0,0,44,267946,55
裝飾屋頂,0,0,0,5590,3,573,7478010,2,4,10,0,0,9,267944,55
裝飾屋頂,0,0,0,5591,3,573,7478009,2,4,10,0,0,21,267945,55
林地屋頂,0,0,0,5592,3,572,7477990,2,4,10,0,0,40,267942,55
林地屋頂,0,0,0,5593,3,572,7477991,2,4,10,0,0,34,267941,55
林地屋頂,0,0,0,5594,3,572,7477992,2,4,10,0,0,44,267940,55
林地屋頂,0,0,0,5595,3,572,7477994,2,4,10,0,0,9,267938,55
林地屋頂,0,0,0,5596,3,572,7477993,2,4,10,0,0,21,267939,55
林地屋頂,0,0,0,5598,4,569,7478069,2,4,10,0,0,40,267924,55
林地屋頂,0,0,0,5599,4,569,7478070,2,4,10,0,0,34,267923,55
林地屋頂,0,0,0,5600,4,569,7478071,2,4,10,0,0,44,267922,55
林地屋頂,0,0,0,5601,4,569,7478073,2,4,10,0,0,9,267920,55
林地屋頂,0,0,0,5602,4,569,7478072,2,4,10,0,0,21,267921,55
裝飾屋頂,0,0,0,5603,4,568,7478079,2,4,10,0,0,40,267930,55
裝飾屋頂,0,0,0,5604,4,568,7478080,2,4,10,0,0,34,267929,55
裝飾屋頂,0,0,0,5605,4,568,7478081,2,4,10,0,0,44,267928,55
裝飾屋頂,0,0,0,5606,4,568,7478083,2,4,10,0,0,9,267926,55
裝飾屋頂,0,0,0,5607,4,568,7478082,2,4,10,0,0,21,267927,55
圓頂窗戶 - 紫紅,0,0,0,5731,1,0,7513135,2,5,12,0,0,42,267732,56
華貴窗戶 - 紫紅,0,0,0,5732,1,0,7513134,2,5,12,0,0,42,267733,56
圓頂窗戶 - 濃黑,0,0,0,5733,1,0,7513133,2,5,12,0,0,7,267734,56
華貴窗戶 - 濃黑,0,0,0,5734,1,0,7513132,2,5,12,0,0,7,267735,56
圓頂窗戶 - 翠綠,0,0,0,5735,1,0,7513131,2,5,12,0,0,21,267736,56
華貴窗戶 - 翠綠,0,0,0,5736,1,0,7513130,2,5,12,0,0,21,267737,56
圓頂窗戶 - 海洋,0,0,0,5737,1,0,7513129,2,5,12,0,0,40,267738,56
華貴窗戶 - 海洋,0,0,0,5738,1,0,7513128,2,5,12,0,0,40,267739,56
圓頂窗戶 - 寶藍,0,0,0,5739,1,0,7513127,2,5,12,0,0,8,267740,56
華貴窗戶 - 寶藍,0,0,0,5740,1,0,7513126,2,5,12,0,0,8,267741,56
華貴屋窗 - 紫紅,0,0,0,5741,1,0,7478282,2,5,14,0,0,42,267742,56
華貴屋窗 - 濃黑,0,0,0,5742,1,0,7478286,2,5,14,0,0,7,267743,56
華貴屋窗 - 翠綠,0,0,0,5743,1,0,7478285,2,5,14,0,0,21,267744,56
華貴屋窗 - 海洋,0,0,0,5744,1,0,7478283,2,5,14,0,0,40,267745,56
華貴屋窗 - 寶藍,0,0,0,5745,1,0,7478284,2,5,14,0,0,8,267746,56
結實尖塔 - 紫紅,0,0,0,5746,1,0,7478292,2,5,15,0,0,42,267747,56
結實尖塔 - 濃黑,0,0,0,5747,1,0,7478296,2,5,15,0,0,7,267748,56
結實尖塔 - 翠綠,0,0,0,5748,1,0,7478295,2,5,15,0,0,21,267749,56
結實尖塔 - 海洋,0,0,0,5749,1,0,7478293,2,5,15,0,0,40,267750,56
結實尖塔 - 寶藍,0,0,0,5750,1,0,7478294,2,5,15,0,0,8,267751,56
優雅屋窗 - 紫紅,0,0,0,5751,1,0,7478277,2,5,14,0,0,42,267752,56
圓頂屋窗 - 紫紅,0,0,0,5752,1,0,7478272,2,5,14,0,0,42,267753,56
優雅屋窗 - 濃黑,0,0,0,5753,1,0,7478281,2,5,14,0,0,7,267754,56
圓頂屋窗 - 濃黑,0,0,0,5754,1,0,7478276,2,5,14,0,0,7,267755,56
優雅屋窗 - 翠綠,0,0,0,5755,1,0,7478280,2,5,14,0,0,21,267756,56
圓頂屋窗 - 翠綠,0,0,0,5756,1,0,7478275,2,5,14,0,0,21,267757,56
優雅屋窗 - 海洋,0,0,0,5757,1,0,7478278,2,5,14,0,0,40,267758,56
圓頂屋窗 - 海洋,0,0,0,5758,1,0,7478273,2,5,14,0,0,40,267759,56
優雅屋窗 - 寶藍,0,0,0,5759,1,0,7478279,2,5,14,0,0,8,267760,56
圓頂屋窗 - 寶藍,0,0,0,5760,1,0,7478274,2,5,14,0,0,8,267761,56
簡約尖塔 - 紫紅,0,0,0,5761,1,0,7478307,2,5,15,0,0,42,267762,56
刻面尖塔 - 紫紅,0,0,0,5762,1,0,7478302,2,5,15,0,0,42,267763,56
層疊尖塔 - 紫紅,0,0,0,5763,1,0,7478297,2,5,15,0,0,42,267764,56
優雅尖塔 - 紫紅,0,0,0,5764,1,0,7478287,2,5,15,0,0,42,267765,56
簡約尖塔 - 濃黑,0,0,0,5765,1,0,7478311,2,5,15,0,0,7,267766,56
刻面尖塔 - 濃黑,0,0,0,5766,1,0,7478306,2,5,15,0,0,7,267767,56
層疊尖塔 - 濃黑,0,0,0,5767,1,0,7478301,2,5,15,0,0,7,267768,56
優雅尖塔 - 濃黑,0,0,0,5768,1,0,7478291,2,5,15,0,0,7,267769,56
簡約尖塔 - 翠綠,0,0,0,5769,1,0,7478310,2,5,15,0,0,21,267770,56
刻面尖塔 - 翠綠,0,0,0,5770,1,0,7478305,2,5,15,0,0,21,267771,56
層疊尖塔 - 翠綠,0,0,0,5771,1,0,7478300,2,5,15,0,0,21,267772,56
優雅尖塔 - 翠綠,0,0,0,5772,1,0,7478290,2,5,15,0,0,21,267773,56
簡約尖塔 - 海洋,0,0,0,5773,1,0,7478308,2,5,15,0,0,40,267774,56
刻面尖塔 - 海洋,0,0,0,5774,1,0,7478303,2,5,15,0,0,40,267775,56
層疊尖塔 - 海洋,0,0,0,5775,1,0,7478298,2,5,15,0,0,40,267776,56
優雅尖塔 - 海洋,0,0,0,5776,1,0,7478288,2,5,15,0,0,40,267777,56
簡約尖塔 - 寶藍,0,0,0,5777,1,0,7478309,2,5,15,0,0,8,267778,56
刻面尖塔 - 寶藍,0,0,0,5778,1,0,7478304,2,5,15,0,0,8,267779,56
層疊尖塔 - 寶藍,0,0,0,5779,1,0,7478299,2,5,15,0,0,8,267780,56
優雅尖塔 - 寶藍,0,0,0,5780,1,0,7478289,2,5,15,0,0,8,267781,56
層疊屋頂,0,0,0,5781,2,645,7478248,2,5,10,0,0,42,267782,56
層疊屋頂,0,0,0,5782,2,645,7478256,2,5,10,0,0,7,267783,56
層疊屋頂,0,0,0,5783,2,645,7478251,2,5,10,0,0,21,267784,56
層疊屋頂,0,0,0,5784,2,645,7478249,2,5,10,0,0,40,267785,56
層疊屋頂,0,0,0,5785,2,645,7478250,2,5,10,0,0,8,267786,56
刻面屋頂,0,0,0,5790,3,636,7478224,2,5,10,0,0,42,267787,56
刻面屋頂,0,0,0,5791,3,636,7478228,2,5,10,0,0,7,267788,56
刻面屋頂,0,0,0,5792,3,636,7478227,2,5,10,0,0,21,267789,56
刻面屋頂,0,0,0,5793,3,636,7478225,2,5,10,0,0,40,267790,56
刻面屋頂,0,0,0,5794,3,636,7478226,2,5,10,0,0,8,267791,56
圓頂屋頂,0,0,0,5795,4,634,7478257,2,5,10,0,0,42,267792,56
圓頂屋頂,0,0,0,5796,4,634,7478261,2,5,10,0,0,7,267793,56
圓頂屋頂,0,0,0,5797,4,634,7478260,2,5,10,0,0,21,267794,56
圓頂屋頂,0,0,0,5798,4,634,7478258,2,5,10,0,0,40,267797,56
圓頂屋頂,0,0,0,5799,4,634,7478259,2,5,10,0,0,8,267800,56
刻面屋頂,0,0,0,5800,2,629,7478243,2,5,10,0,0,42,267801,56
刻面屋頂,0,0,0,5801,2,629,7478247,2,5,10,0,0,7,267802,56
刻面屋頂,0,0,0,5802,2,629,7478246,2,5,10,0,0,21,267803,56
刻面屋頂,0,0,0,5803,2,629,7478244,2,5,10,0,0,40,267804,56
刻面屋頂,0,0,0,5804,2,629,7478245,2,5,10,0,0,8,267805,56
圓頂屋頂,0,0,0,5805,3,628,7478219,2,5,10,0,0,42,267806,56
圓頂屋頂,0,0,0,5806,3,628,7478223,2,5,10,0,0,7,267807,56
圓頂屋頂,0,0,0,5807,3,628,7478222,2,5,10,0,0,21,267808,56
圓頂屋頂,0,0,0,5808,3,628,7478220,2,5,10,0,0,40,267809,56
圓頂屋頂,0,0,0,5809,3,628,7478221,2,5,10,0,0,8,267810,56
層疊屋頂,0,0,0,5810,3,627,7478229,2,5,10,0,0,42,267811,56
層疊屋頂,0,0,0,5811,3,627,7478237,2,5,10,0,0,7,267812,56
層疊屋頂,0,0,0,5812,3,627,7478236,2,5,10,0,0,21,267813,56
層疊屋頂,0,0,0,5813,3,627,7478230,2,5,10,0,0,40,267814,56
層疊屋頂,0,0,0,5814,3,627,7478235,2,5,10,0,0,8,267815,56
層疊屋頂,0,0,0,5815,4,626,7478267,2,5,10,0,0,42,267816,56
層疊屋頂,0,0,0,5816,4,626,7478271,2,5,10,0,0,7,267817,56
層疊屋頂,0,0,0,5817,4,626,7478270,2,5,10,0,0,21,267818,56
層疊屋頂,0,0,0,5818,4,626,7478268,2,5,10,0,0,40,267819,56
層疊屋頂,0,0,0,5819,4,626,7478269,2,5,10,0,0,8,267820,56
刻面屋頂,0,0,0,5820,4,623,7478262,2,5,10,0,0,42,267821,56
刻面屋頂,0,0,0,5821,4,623,7478266,2,5,10,0,0,7,267822,56
刻面屋頂,0,0,0,5822,4,623,7478265,2,5,10,0,0,21,267823,56
刻面屋頂,0,0,0,5823,4,623,7478263,2,5,10,0,0,40,267824,56
刻面屋頂,0,0,0,5824,4,623,7478264,2,5,10,0,0,8,267825,56
圓頂屋頂,0,0,0,5825,2,621,7478238,2,5,10,0,0,42,267826,56
圓頂屋頂,0,0,0,5826,2,621,7478242,2,5,10,0,0,7,267827,56
圓頂屋頂,0,0,0,5827,2,621,7478241,2,5,10,0,0,21,267828,56
圓頂屋頂,0,0,0,5828,2,621,7478239,2,5,10,0,0,40,267829,56
圓頂屋頂,0,0,0,5829,2,621,7478240,2,5,10,0,0,8,267830,56
優雅入口通道 - 紫紅,16.8511,0,1.427,5831,1,620,7513124,2,5,11,0,613908,42,267831,56
優雅入口通道 - 濃黑,16.8511,0,1.427,5832,1,620,7513122,2,5,11,0,613908,7,267832,56
優雅入口通道 - 翠綠,16.8511,0,1.427,5833,1,620,7513120,2,5,11,0,613908,21,267833,56
優雅入口通道 - 海洋,16.8511,0,1.427,5834,1,620,7513118,2,5,11,0,613908,40,267834,56
優雅入口通道 - 寶藍,16.8511,0,1.427,5835,1,620,7513116,2,5,11,0,613908,8,267835,56
宏偉入口通道 - 紫紅,16.7481,0.0001,1.427,5837,1,619,7513125,2,5,11,0,613909,42,267836,56
宏偉入口通道 - 濃黑,16.7481,0.0001,1.427,5838,1,619,7513123,2,5,11,0,613909,7,267837,56
宏偉入口通道 - 翠綠,16.7481,0.0001,1.427,5839,1,619,7513121,2,5,11,0,613909,21,267839,56
宏偉入口通道 - 海洋,16.7481,0.0001,1.427,5840,1,619,7513119,2,5,11,0,613909,40,267840,56
宏偉入口通道 - 寶藍,16.7481,0.0001,1.427,5841,1,619,7513117,2,5,11,0,613909,8,267841,56
石頭煙囪 - 肉荳蔻,0,0,0,6090,1,0,7509654,2,2,16,0,0,9,267842,87
石頭煙囪 - 鏽蝕,0,0,0,6091,1,0,7509653,2,2,16,0,0,32,267843,87
石頭煙囪 - 海洋,0,0,0,6092,1,0,7509652,2,2,16,0,0,8,267844,87
石頭煙囪 - 芥末黃,0,0,0,6093,1,0,7509651,2,2,16,0,0,44,267845,87
石頭煙囪 - 森林,0,0,0,6094,1,0,7509650,2,2,16,0,0,21,267846,87
廢金屬入口 - 肉豆蔻,-2.9469,0.4999,2.1383,6101,1,977,7509667,2,2,11,0,602707,9,267847,87
廢金屬入口 - 鏽蝕,-2.9469,0.4999,2.1383,6102,1,977,7509665,2,2,11,0,602707,32,267848,87
廢金屬入口 - 海洋,-2.9469,0.4999,2.1383,6103,1,977,7509663,2,2,11,0,602707,8,267849,87
廢金屬入口 - 芥末黃,-2.9469,0.4999,2.1383,6104,1,977,7509660,2,2,11,0,602707,44,267850,87
廢金屬入口 - 森林,-2.9469,0.4999,2.1383,6105,1,977,7509657,2,2,11,0,602707,21,267851,87
吊橋式入口 - 鏽蝕,-4.4534,0.3277,2.4228,6107,1,976,7509669,2,2,11,0,602705,32,267852,87
吊橋式入口 - 肉豆蔻,-4.4534,0.3277,2.4228,6108,1,976,7509668,2,2,11,0,602705,9,267853,87
吊橋式入口 - 海洋,-4.4534,0.3277,2.4228,6109,1,976,7509661,2,2,11,0,602705,8,267854,87
吊橋式入口 - 芥末黃,-4.4534,0.3277,2.4228,6110,1,976,7509658,2,2,11,0,602705,44,267855,87
吊橋式入口 - 森林,-4.4534,0.3277,2.4228,6111,1,976,7509655,2,2,11,0,602705,21,267856,87
遮頂入口 - 肉豆蔻,-3.7703,0.1048,1.383,6113,1,975,7509666,2,2,11,0,602706,9,267857,87
遮頂入口 - 鏽蝕,-3.7703,0.1048,1.383,6114,1,975,7509664,2,2,11,0,602706,32,267858,87
遮頂入口 - 海洋,-3.7703,0.1048,1.383,6115,1,975,7509662,2,2,11,0,602706,8,267859,87
遮頂入口 - 芥末黃,-3.7703,0.1048,1.383,6116,1,975,7509659,2,2,11,0,602706,44,267860,87
遮頂入口 - 森林,-3.7703,0.1048,1.383,6117,1,975,7509656,2,2,11,0,602706,21,267861,87
