ID,Name_lang,Description_lang,ButtonText_lang,RewardDescription_lang,ContinueDescription_lang,Type,PlayerConditionID,Flags,ButtonActionType,TextureFileDataID,LfgDungeonID,QuestID,BattleMasterListID,PriorityMin,PriorityMax,CurrencyType,CurrencyQuantity,UIMapID,BonusPlayerConditionID[0],BonusPlayerConditionID[1],BonusValue[0],BonusValue[1]
155,奧核之心,瑪里苟斯的部隊正在把所有秘法能量轉向奧核之心。一定要阻止他們，不能讓魔法從這個世界消失。,加入隊伍,,,6,33890,0,1,236498,225,0,0,7,8,0,0,0,33891,34005,0,0
156,阿茲歐-奈幽,前往阿茲歐-奈幽，這曾經雄踞一方的蜘蛛帝國現已淪落為效忠巫妖王的不死生物叢聚之地。,加入隊伍,,,6,33892,0,1,236463,204,0,0,7,8,0,0,0,33893,34006,0,0
157,安卡罕特：古王國,前往遠古的安卡罕特地底城市，某種駭人的東西已從世界深處甦醒。,加入隊伍,,,6,33894,0,1,236459,218,0,0,7,8,0,0,0,33893,33895,0,0
158,德拉克薩隆要塞,突擊德拉克薩隆要塞的城牆，與意圖控制要塞的不死大軍交戰。,加入隊伍,,,6,33896,0,1,250122,214,0,0,7,8,0,0,0,33898,34007,0,0
159,紫羅蘭堡,藍龍軍團展開猛烈攻勢，並打算釋放紫羅蘭堡中監禁的可怕囚犯，祈倫托被迫向外尋求援助。,加入隊伍,,,6,33899,0,1,236513,220,0,0,7,8,0,0,0,33900,34008,0,0
160,石之大廳,和著名的探險家布萊恩‧銅鬚一起冒險，進入石之大廳的遠古泰坦鑄造場。,加入隊伍,,,6,33901,0,1,236518,208,0,0,7,8,0,0,0,33902,34009,0,0
161,剛德拉克,剛德拉克的食人妖背棄他們的神祇。毀滅他們，否則食人妖們就會獲取神祇的力量。,加入隊伍,,,6,33903,0,1,236488,216,0,0,7,8,0,0,0,33904,34010,0,0
162,雷光大廳,襲擊洛肯的堡壘，在雷光大廳的王座前和他一較高下。,加入隊伍,,,6,33905,0,1,236523,207,0,0,7,8,0,0,0,33906,34011,0,0
163,俄特加德之巔,維酷人之王依米倫已經重獲新生，並向巫妖王宣誓效忠。在依米倫的大軍整備完成之前消滅他們。,加入隊伍,,,6,33907,0,1,236533,203,0,0,7,8,0,0,0,33908,0,0,0
164,奧核之眼,在奧核之眼的藍龍軍團正在將全世界所有的魔力引導進扭曲虛空，一定要加以阻止。,加入隊伍,,,6,33909,0,1,236499,206,0,0,7,8,0,0,0,33891,33910,0,0
165,斯坦索姆的抉擇,回到過去的關鍵之日，見證阿薩斯王子帶著軍隊，在這座城市被天譴軍團吞噬之前進入斯坦索姆。,加入隊伍,,,6,33911,0,1,236478,209,0,0,7,8,0,0,0,33912,34012,0,0
166,黑石洞穴,在黑石山深處，暮光之錘和死亡之翼的部隊合作，打造出危險的怪物。,加入隊伍,,,6,33913,0,1,409594,303,0,0,7,8,0,0,0,33914,34013,0,0
167,海潮王座,與水元素之王奈普圖隆合作，驅逐納迦和他們的上古之神盟友。,加入隊伍,,,6,33917,0,1,409600,302,0,0,7,8,0,0,0,33918,34014,0,0
168,漩渦尖塔,前往風元素界域，對抗天空之牆的部隊和他們的風暴之龍盟友。,加入隊伍,,,6,33919,0,1,409599,311,0,0,7,8,0,0,0,33920,34015,0,0
169,石岩之心,暮光之錘的教徒們和那些墮落的元素在大地元素界域的石岩之心中建立起堅實的防線。,加入隊伍,,,6,33921,0,1,409595,307,0,0,7,8,0,0,0,33922,34016,0,0
170,托維爾的失落之城,奈斐賽特的托維爾追隨者已經解除了血肉詛咒，並開始威脅周遭區域的和平。,加入隊伍,,,6,33923,0,1,409598,312,0,0,7,8,0,0,0,33924,34017,0,0
171,格瑞姆巴托,來自暮光之錘的侵略者掌控了格瑞姆巴托的矮人城市，伴隨著遠古的邪惡。,加入隊伍,,,6,33925,0,1,409596,304,0,0,7,8,0,0,0,33926,34018,0,0
172,風暴烈酒酒坊,進入著名的風暴烈酒酒坊，解決其中雜亂無章的失序場面，使一切恢復正常。,加入隊伍,,,6,33927,0,1,594272,465,0,0,7,8,0,0,0,33932,34019,0,0
173,玉蛟寺,對抗試圖掌控玉蛟寺的疑惑之煞。,加入隊伍,,,6,33933,0,1,603529,464,0,0,7,8,0,0,0,33934,34020,0,0
174,魔古山宮,動盪不安的潘達利亞仍在三大魔古氏族的控制之下，他們已經在魔古山宮會師，一定要阻止他們。,加入隊伍,,,6,33935,0,1,615499,467,0,0,7,8,0,0,0,33936,34021,0,0
175,影潘僧院,對抗暴力、仇恨和憤怒之煞，避免歷史悠久的影潘僧院陷於邪惡用途。,加入隊伍,,,6,33937,0,1,645204,466,0,0,7,8,0,0,0,33938,34022,0,0
176,血槌熔渣礦場,進入可怕的血槌熔渣礦場，從巨魔手中拯救那些奴隸。,加入隊伍,,,6,33939,0,1,1002599,787,0,0,7,8,0,0,0,33940,34023,0,0
177,鋼鐵碼頭,鋼鐵部落的海軍部隊已經在格古隆德的鋼鐵碼頭集結，一定要加以阻止。,加入隊伍,,,6,33941,0,1,1003154,821,0,0,7,8,0,0,0,33942,34024,0,0
178,奧齊頓,需要一位英雄前往奧齊頓的德萊尼先祖墓室中驅逐暗影議會的兵力，並阻止他們將靈魂轉化為邪惡之力。,加入隊伍,,,6,33943,0,1,1002597,820,0,0,7,8,0,0,0,33944,34025,0,0
179,擎天峰,突擊擎天峰和邪惡的阿拉卡貴族，阻止他們再使用太陽之力來對付敵人。,加入隊伍,,,6,33945,0,1,1002596,779,0,0,7,8,0,0,0,33946,34026,0,0
186,獎勵事件：練習戰,在獎勵事件期間和其他玩家一起進行練習戰吧！,開始任務,,,4,34058,0,3,975743,0,83358,0,91,91,0,0,0,0,0,0,0
187,獎勵事件：戰場,在獎勵事件期間到戰場和其他玩家一較高下吧！,開始任務,,,4,34059,0,3,132269,0,83345,0,91,91,0,0,0,0,0,0,0
191,獎勵事件：寵物對戰,在獎勵事件期間進行寵物對戰吧！,開始任務,,,4,34116,0,3,132269,0,83357,0,91,91,0,0,0,0,0,0,0
195,獎勵事件：世界任務,在獎勵事件期間於卡茲阿爾加完成世界任務可獲得更多獎勵！,開始任務,完成此任務可獲得你所選擇的地心之戰陣營名望！,,4,44601,0,3,136349,0,83366,0,91,91,0,0,0,0,0,0,0
196,練習戰,在練習戰中和其他玩家進行2v2或3v3的戰鬥！,加入練習戰,,,5,34197,0,5,236326,0,0,32,3,5,0,0,0,33559,0,2,0
197,戰歌峽谷,為了聯盟攻下戰歌峽谷，這是一座搶旗型戰場。,加入戰鬥！,,,5,34277,1,4,236350,0,0,2,1,7,0,0,0,34691,0,1,0
198,崑萊峰,在翠玉林之戰的倖存者已經成功抵達崑萊峰，並急需你的協助。,開始任務,,,0,34950,0,3,617832,0,38936,0,9,10,0,0,379,33737,34300,0,0
199,啤酒節,黑鐵矮人對啤酒節發起了攻擊！到黑石深淵去解決他們的領導者吧！,尋求隊伍,,,4,34325,0,1,133201,287,0,0,6,12,0,0,0,0,0,0,0
200,釣魚大賽！,前往藏寶海灣，並在荊棘谷釣魚大賽挑戰其他玩家！大賽會在下午二點準時開始！,,,,2,34518,0,0,132931,0,0,0,6,12,0,0,0,0,0,0,0
201,專業技能,鍊金術和採礦等專業技能，可以讓你打造並收集有用的物品。在主城和守衛交談，就可以找到訓練師！,,,,2,34334,0,0,643416,0,0,0,1,1,0,0,0,34338,0,4,0
202,贊格沼澤,在塞納里奧遠征隊中的盟友需要你前往贊格沼澤提供協助。,開始任務,,,0,34349,0,3,236855,0,39180,0,9,10,0,0,102,34350,0,0,0
203,贊格沼澤,在塞納里奧遠征隊中的盟友需要你前往贊格沼澤提供協助。,開始任務,,,0,34351,0,3,236855,0,39181,0,9,10,0,0,102,34352,0,0,0
204,泰洛卡森林,我們需要你的本事，才能在部落敵人的面前固守泰洛卡森林。,開始任務,,,0,34354,0,3,236847,0,39182,0,9,10,0,0,108,34355,0,0,0
205,泰洛卡森林,我們需要你的本事，才能在聯盟敵人的面前固守泰洛卡森林。,開始任務,,,0,34357,0,3,236847,0,39188,0,9,10,0,0,108,34356,0,0,0
206,納葛蘭,卡拉達爾的瑪格哈正在求助。前往納葛蘭，讓部落的力量與他們並肩作戰。,開始任務,,,0,34358,0,3,236810,0,39196,0,9,10,0,0,107,34359,0,0,0
207,納葛蘭,國王正在召喚志願者，前去納葛蘭和卡爾奈交涉。,開始任務,,,0,34369,0,3,236810,0,39197,0,9,10,0,0,107,34370,0,0,0
208,次要專業技能,所有角色都可以學習烹飪與釣魚這些次要專業技能。到主城詢問守衛，就可以找到訓練師！,,,,2,34371,0,0,4620671,0,0,0,0,0,0,0,0,34338,0,3,0
209,劍刃山脈,前往外域的劍刃山脈，那是巨魔和他們古羅主人的堡壘。,開始任務,,,0,34372,0,3,236719,0,39198,0,9,10,0,0,105,34373,0,0,0
210,劍刃山脈,前往外域的劍刃山脈，那是巨魔和他們古羅主人的堡壘。,開始任務,,,0,34374,0,3,236719,0,39199,0,9,10,0,0,105,34375,0,0,0
211,虛空風暴,前往被法力撕裂的虛空風暴，去對抗惡魔、凱爾薩斯的僕從，還有無與倫比的哥布林火箭。,開始任務,,,0,34377,0,3,236811,0,39201,0,9,10,0,0,109,34378,0,0,0
212,虛空風暴,前往被法力撕裂的虛空風暴，去對抗惡魔、凱爾薩斯的僕從，還有無與倫比的哥布林火箭。,開始任務,,,0,34379,0,3,236811,0,39202,0,9,10,0,0,109,34380,0,0,0
213,龍骨荒野,聯盟正在龍骨荒野聚集兵力，準備鎮壓此地的騷動，並對巫妖王發動一波攻擊。,開始任務,,,0,34383,0,3,236743,0,39204,0,9,10,0,0,115,34384,0,0,0
214,龍骨荒野,部落正在龍骨荒野聚集兵力，準備鎮壓此地的騷動，並對巫妖王發動一波攻擊。,開始任務,,,0,34386,0,3,236743,0,39203,0,9,10,0,0,115,34385,0,0,0
215,灰白之丘,部落需要英雄們的幫助，才能在灰白之丘建立哨站。,開始任務,,,0,34387,0,3,236766,0,39206,0,9,10,0,0,116,34388,0,0,0
216,灰白之丘,聯盟需要英雄來協助他們在灰白之丘建立哨站。,開始任務,,,0,34389,0,3,236766,0,39207,0,9,10,0,0,116,34390,0,0,0
217,祖爾德拉克,黯刃騎士團和銀白十字軍需要人手，來對抗祖爾德拉克的食人妖和不斷入侵的天譴軍團。,開始任務,,,0,34391,0,3,236856,0,39208,0,9,10,0,0,121,34392,0,0,0
218,達拉然,前往水晶之歌森林上方，拜訪神奇的漂浮城市達拉然吧。,開始任務,,,0,34393,0,3,237509,0,39210,0,9,10,0,0,125,34394,0,0,0
219,暗月馬戲團,暗月馬戲團來了！在艾爾文森林的閃金鎮附近就能找到通往暗月島的傳送門。,,,,0,34381,0,0,535990,0,0,0,6,12,515,0,0,0,0,0,0
220,暗月馬戲團,暗月馬戲團來了！在莫高雷的雷霆崖附近就能找到通往暗月島的傳送門。,,,,0,34382,0,0,535990,0,0,0,6,12,515,0,0,0,0,0,0
221,休拉薩盆地,在休拉薩盆地的原始叢林展開冒險吧。,開始任務,,,0,34403,0,3,236817,0,39209,0,9,10,0,0,119,34404,0,0,0
222,休拉薩盆地,在休拉薩盆地的原始叢林展開冒險吧。,開始任務,,,0,34405,0,3,236817,0,39212,0,9,10,0,0,119,34406,0,0,0
223,風暴群山,在風暴群山的古代泰坦遺跡裡盡情冒險吧。,開始任務,,,0,34409,0,3,236832,0,12853,0,9,10,0,0,120,34410,0,0,0
224,潘達利亞,暴風城國王正在召集人手執行一項精英任務，需要你的參與。,開始任務,,,0,34411,0,3,652174,0,29547,0,9,10,0,0,371,34412,33713,0,0
227,啤酒節,每年慶祝作物收成的時刻又到了！到鐵爐堡外面的啤酒廣場狂歡吧！,,你可以獲得各種有趣的獎勵，像是小寵物和節慶專屬服裝！,,4,34480,0,0,133201,0,0,0,6,12,0,0,0,0,0,0,0
228,啤酒節,每年慶祝作物收成的時刻又到了！到奧格瑪外面的啤酒廣場狂歡吧！,,你可以獲得各種有趣的獎勵，像是小寵物和節慶專屬服裝！,,4,34481,0,0,133201,0,0,0,6,12,0,0,0,0,0,0,0
230,仲夏火焰節慶,冰霜領主艾胡恩讓仲夏節的神聖篝火遭到威脅！和其他玩家組隊一起解決他吧。,尋求隊伍,,,4,34520,0,1,135805,286,0,0,6,12,0,0,0,0,0,0,0
232,傳奇難度地城,挑戰《德拉諾之霸》的傳奇難度地城，考驗你的本事，並且獲得更好的獎勵！,加入隊伍,,,6,34621,4,6,1042626,1008,0,0,7,8,0,0,0,34624,0,0,0
234,戰寵訓練,戰寵訓練能讓你捕捉獨特的寵物，並且讓牠們升級！和暴風城的奧德蕾‧燃憂談話，就能學會如何訓練戰寵。,,,,3,34647,0,0,643856,0,0,0,0,0,0,0,0,0,0,0,0
235,戰寵訓練,戰寵訓練能讓你捕捉獨特的寵物，並且讓牠們升級！和奧格瑪的伐索克談話，就能學會如何訓練戰寵。,,,,3,34645,0,0,643856,0,0,0,0,0,0,0,0,0,0,0,0
236,100隻寵物,收集100隻不同的寵物，就能獲得松鼠小松果！,,,,3,21439,1,0,643856,0,0,0,0,0,0,0,0,0,0,0,0
237,仲夏節,慶祝仲夏節，來榮耀神聖篝火吧！和主城的火焰雜耍師談話，了解更多關於仲夏節的詳情。,,,,4,34733,0,0,135813,0,0,0,6,12,0,0,0,0,0,0,0
238,無頭騎士,萬鬼節一到，無頭騎士就會出現在血色修道院的墓地作亂！集結戰友打敗他吧。,尋求隊伍,,,4,114672,0,1,133661,285,0,0,6,12,0,0,0,0,0,0,0
243,積分戰場,加入積分戰場，與其他玩家戰鬥！,加入戰鬥！,,,5,104811,0,8,132269,0,0,32,2,3,0,0,0,33559,0,4,0
244,競技場,在競技場中和其他玩家進行2v2或3v3的戰鬥！,加入戰鬥！,,,5,104811,0,5,236326,0,0,32,3,5,0,0,0,33559,0,2,0
245,萬鬼節,在萬鬼節期間造訪旅店，有甜頭等著你！,,,,4,34758,0,0,133661,0,0,0,6,12,0,0,0,0,0,0,0
247,收穫節,到鐵爐堡外面找瓦格納‧巨錘，看看你能用什麼方式向聯盟的英雄們致敬。,,,,4,34945,1,0,235465,0,0,0,6,12,0,0,0,0,0,0,0
248,收穫節,到奧格瑪外面找亞尼‧納沙克，看看你能用什麼方式向部落的英雄們致敬。,,,,4,34946,1,0,235465,0,0,0,6,12,0,0,0,0,0,0,0
249,亡者節,艾澤拉斯和靈魂國度之間的界線在此刻最為模糊！到各主城的墓地參加慶典吧！,,,,4,34942,0,0,307568,0,0,0,6,12,0,0,0,0,0,0,0
250,魔獸世界週年慶,魔獸世界週年慶到了！檢查你的信箱，看看有沒有收到小禮物！,,,,4,34947,0,0,136235,0,0,0,6,12,0,0,0,0,0,0,0
251,旅人豐年祭,到主城外面和大家一同慶祝旅人豐年祭吧！,,,,4,8566,0,0,133167,0,0,0,6,12,0,0,0,0,0,0,0
252,冬幕節,大家期待的冬幕節終於來了！你可以在鐵爐堡找到冬天爺爺。,,,,4,34940,0,0,236706,0,0,0,6,12,0,0,0,0,0,0,0
253,冬幕節,大家期待的冬幕節終於來了！你可以在奧格瑪找到冬天爺爺。,,,,4,34941,0,0,236706,0,0,0,6,12,0,0,0,0,0,0,0
255,英雄難度地城,挑戰《德拉諾之霸》的英雄難度地城，考驗你的本事，並且獲得更好的獎勵！,加入隊伍,,,6,34794,4,1,1042626,789,0,0,7,8,0,0,0,0,0,0,0
261,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《燃燒的遠征》的地城吧！,加入隊伍,,,4,35506,0,1,250117,744,0,0,91,91,0,0,0,0,0,0,0
262,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《巫妖王之怒》的地城吧！,加入隊伍,,,4,35507,0,1,341221,995,0,0,91,91,0,0,0,0,0,0,0
265,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《浩劫與重生》的地城吧！,加入隊伍,,,4,38048,0,1,574788,1146,0,0,91,91,0,0,0,0,0,0,0
266,破碎群島偵察地圖,你可以回到職業大廳裡的偵察地圖，選擇不同地區的攻擊目標任務。,,,,0,42998,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0
267,破碎群島偵察地圖,你可以回到職業大廳裡的偵察地圖，選擇不同地區的攻擊目標任務。,,,,0,43001,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0
268,破碎群島偵察地圖,你可以回到職業大廳裡的偵察地圖，選擇不同地區的攻擊目標任務。,,,,0,42999,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0
269,破碎群島偵察地圖,你可以回到職業大廳裡的偵察地圖，選擇不同地區的攻擊目標任務。,,,,0,43000,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0
271,隨機地城,參加一場隨機的《軍臨天下》地城冒險，升級你的裝備！,加入隊伍,,,6,43173,0,1,1450455,1045,0,0,7,8,0,0,0,0,0,0,0
272,英雄地城,挑戰《軍臨天下》的英雄難度地城，考驗你的本事，並且獲得更好的獎勵！,加入隊伍,,,6,43003,0,1,1450455,1046,0,0,7,8,0,0,0,0,0,0,0
273,傳奇地城,挑戰《軍臨天下》的傳奇難度地城，考驗你的本事，並且獲得更好的獎勵！,尋求隊伍,,,6,43175,0,6,136150,0,0,0,7,8,0,0,0,0,0,0,0
274,傳奇鑰石,在傳奇難度的地城入口使用傳奇鑰石，嘗試更高的挑戰與獎勵！,尋求隊伍,,,6,43179,0,6,525134,0,0,0,7,8,0,0,0,0,0,0,0
278,額外的神兵武器,返回你的職業大廳並切換成不同專精來開始該神兵專精的任務。,,,,0,43052,0,0,1112940,0,0,0,3,3,0,0,0,0,0,0,0
308,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《潘達利亞之謎》的地城吧！,加入隊伍,,,4,47730,0,1,630786,1453,0,0,91,91,0,0,0,0,0,0,0
310,隨機團隊：哀嚎大廳,進入薩格拉斯之墓並與帶領燃燒軍團的邪惡勢力交戰。,加入團隊,,,6,48513,2,2,1536895,1495,0,0,8,10,0,0,0,0,0,0,0
311,破碎海岸,召集軍團之殞部隊並在破碎海岸建立對抗燃燒軍團的據點。,開始任務,,,0,48522,0,3,1408999,0,46730,0,5,5,0,0,646,0,0,0,0
312,隨機團隊：地獄之門,歷經了數週的苦戰，艾澤拉斯的英雄們終於進入黑暗的薩格拉斯之墓，但燃燒軍團也早已做好準備…,加入團隊,,,6,49180,2,2,1536895,1494,0,0,8,10,0,0,0,0,0,0,0
314,薩格拉斯之墓,進入薩格拉斯之墓並與帶領燃燒軍團的邪惡勢力交戰。,尋求隊伍,,,6,49182,2,6,1536895,1525,0,0,8,10,0,0,0,0,0,0,0
316,隨機團隊：化身密室,艾格文擊敗薩格拉斯的化身之後，將他封印在古墓的深處。如今，恐怖的軀殼再次開始騷動…,加入團隊,,,6,49373,2,2,1536895,1496,0,0,8,10,0,0,0,0,0,0,0
317,隨機團隊：欺詐者末路,薩格拉斯之墓深處，基爾加丹似乎被逼到了絕境。又或者，這一切都只是欺詐者的精心安排？,加入團隊,,,6,49374,2,2,1536895,1497,0,0,8,10,0,0,0,0,0,0,0
321,亂鬥：阿拉希暴風雪,暴雪侵襲阿拉希盆地，戰爭迷霧籠罩著整個地區。,開始任務,,,5,50364,0,3,1669485,0,47148,847,6,12,1602,110,0,0,0,0,0
322,亂鬥：戰歌大亂鬥,戰歌峽谷因為同時可以搶奪三面旗幟和散布在場上的獨特增益而陷入混戰。,開始任務,,,5,50413,0,3,1669485,0,47148,0,6,12,1602,110,0,0,0,0,0
323,亂鬥：熱力魔古,科特魔古進入加速移動的熱力狀態，還可以把異能球傳給盟友。,開始任務,,,5,50415,0,3,1669485,0,47148,0,6,12,1602,110,0,0,0,0,0
324,亂鬥：重力流逝,你被重力束縛了嗎？進入暴風之眼，準備迎接全新的失重體驗。,開始任務,,,5,50416,0,3,1669485,0,47148,0,6,12,1602,110,0,0,0,0,0
325,亂鬥：深風峽谷籃球賽,搶奪地圖中央的籃球，趕往敵方的籃框投籃得分。,開始任務,,,5,50417,0,3,1669485,0,47148,0,6,12,1602,110,0,0,0,0,0
326,亂鬥：號角之眼,沒有坐騎嗎？不用擔心。選一頭山羊，騎羊打仗囉！,開始任務,,,5,50418,0,3,1669485,0,47148,0,6,12,1602,110,0,0,0,0,0
327,亂鬥：座無虛席,在這最多可容納30名玩家的競技場賽事中以人海戰術一較高下。,開始任務,,,5,50419,0,3,1669485,0,47148,0,6,12,1602,110,0,0,0,0,0
328,亂鬥：南海鎮大戰塔倫米爾,回味早期史詩規模的拉鋸戰。,開始任務,,,5,50420,0,3,1669485,0,47148,0,6,12,1602,110,0,0,0,0,0
329,亂鬥：影潘決戰場,你的五人競技場隊伍將加入一名首領做為第六名成員。擊敗敵人來獲得勝利！,開始任務,,,5,50421,0,3,1669485,0,47148,0,6,12,1602,110,0,0,0,0,0
331,梟獸節,今天會在月光林地慶祝梟獸節，歡慶跟梟獸有關的一切。來更加了解梟獸吧！,,,,4,50766,0,0,467894,0,0,0,11,12,0,0,0,0,0,0,0
332,時尚大考驗,找出你最吸睛的肩鎧，跟全艾澤拉斯的玩家比一比誰最時尚！只要拜訪各大城市中的塑形師就可以參加時尚大考驗！,,,,4,50767,0,0,133100,0,0,0,11,12,0,0,0,0,0,0,0
333,偉大的諾姆瑞根路跑,加入地精，一同慶祝他們不屈不撓的精神！跨越東部王國，從諾姆瑞根一路跑到藏寶海灣！,,,,4,50773,0,0,236445,0,0,0,11,12,0,0,0,0,0,0,0
334,拍賣場跳舞派對,今天會在奧格瑪和暴風城中的主要拍賣場舉辦跳舞派對！大家快聚過來展現你陣營的榮耀吧！,,,,4,50775,0,0,133886,0,0,0,11,12,0,0,0,0,0,0,0
335,祈倫托旅店大拼酒,艾澤拉斯的法師們偶爾也需要放鬆放鬆。在附近的酒館跳進傳送門，就能加入旅店大拼酒活動！,,,,4,50787,0,0,132791,0,0,0,11,12,0,0,0,0,0,0,0
336,甲蟲的呼喚,在這一天，甲蟲之鑼會敲響，安其拉的大門會敞開。代表你的陣營前往收集補給品或殲滅暮光和其拉的部隊。獲勝的陣營在這一年接下來的時間裡，其代表旗幟會在甲蟲之鑼旁邊飄揚！,,,,4,47095,0,0,133570,0,0,0,11,12,0,0,0,0,0,0,0
337,白閃菇慶典,今天是贊格沼澤的斯博格爾孢子人慶祝年度香菇節慶的日子。幫助他們維持福咻菇的生命，越久越好！,,,,4,47650,0,0,134523,0,0,0,11,12,0,0,0,0,0,0,0
338,角鷹獸孵化日,這是亂羽角鷹獸孵化的日子。前往菲拉斯的亂羽高地，親自見證這奇蹟的一刻！,,,,4,50788,0,0,656241,0,0,0,11,12,0,0,0,0,0,0,0
339,蝌蚪歷險節,在今天，北風凍原的冬鰭魚人寶寶要完成橫渡西裂峽的壯舉。,,,,4,50790,0,0,656556,0,0,0,11,12,0,0,0,0,0,0,0
340,春日氣球節,戶外風和日麗…正是適合搭乘熱氣球的好日子。坐上熱氣球、享受美好風景，記得交些新朋友！,,,,4,47821,0,0,647627,0,0,0,11,12,0,0,0,0,0,0,0
341,鬥船節,艾澤拉斯的居民們需要放鬆一下。一起去千針石林划船吧！,,,,4,47348,0,0,189874,0,0,0,11,12,0,0,0,0,0,0,0
342,瘋狂安戈洛,安戈洛的恐龍開始騷動不安了。看來是去拜訪一趟的時候了！,,,,4,50793,0,0,236192,0,0,0,11,12,0,0,0,0,0,0,0
343,志願守衛節,在這個日子，艾澤拉斯和德拉諾的居民會對勞苦功高的守衛表示敬意。向守衛/敬禮(/salute)表示感謝！,,,,4,50795,0,0,132360,0,0,0,11,12,0,0,0,0,0,0,0
348,亂鬥：六人對戰,將隊伍人數縮減成6對6，在指定戰場進行激鬥。,開始任務,,,5,51072,0,3,1669485,0,47148,0,6,12,1602,110,0,0,0,0,0
349,隨機團隊：萬神殿寶座,帶領聖光軍團在惡魔的聖城迎戰燃燒軍團，一舉將它們永遠殲滅！,加入團隊,,,6,52877,2,2,1711341,1613,0,0,8,10,0,0,0,0,0,0,0
350,安托洛斯，燃燒王座,帶領聖光軍團在惡魔的聖城迎戰燃燒軍團，一舉將它們永遠殲滅！,尋求隊伍,,,6,52348,2,6,1711341,1640,0,0,8,10,0,0,0,0,0,0,0
351,三傑議會之座,前往古老的埃雷達爾權力寶座，加入艾蘭里亞的行列。這裡正是當年預言者費倫、阿克蒙德和基爾加丹三傑共治，擊退虛無威脅的地方。,尋求隊伍,,,6,52349,0,6,1711340,0,0,0,7,8,0,0,0,0,0,0,0
352,三傑議會之座,前往古老的埃雷達爾權力寶座，加入艾蘭里亞的行列。這裡正是當年預言者費倫、阿克蒙德和基爾加丹三傑共治，擊退虛無威脅的地方。,加入隊伍,,,6,53302,0,1,1711340,1535,0,0,7,8,0,0,0,0,0,0,0
353,阿古斯：命運之手,響應預言者費倫的召喚，加入在阿古斯殲滅燃燒軍團的戰役。,開始任務,,,7,52392,0,3,1708496,0,47835,0,19,20,0,0,0,0,0,0,0
354,阿古斯：命運之手,響應預言者費倫的召喚，加入在阿古斯殲滅燃燒軍團的戰役。,開始任務,,,7,52146,0,3,1708496,0,47221,0,19,20,0,0,0,0,0,0,0
355,阿古斯：代言者的呼喚,麥格尼獲知或許能扭轉戰局的訊息，並且需要你的幫助。,開始任務,,,7,52147,0,3,1708496,0,47889,0,19,20,0,0,0,0,0,0,0
356,阿古斯：波折重重,預言者費倫和聖光軍團的成員被困在敵陣之中。大主教圖拉揚需要你協助救出他們。,開始任務,,,7,52148,0,3,1708496,0,48344,0,19,20,0,0,0,0,0,0,0
357,阿古斯：代言者在傾聽,麥格尼得知了新的消息，並要你再次前往與他交談。,開始任務,,,7,52149,0,3,1708496,0,48273,0,19,20,0,0,0,0,0,0,0
358,阿古斯：代言者的追尋,向安托洛斯展開襲擊的準備工作已經完成。在大舉進軍之前與麥格尼碰面。,開始任務,,,7,52150,0,3,1708496,0,48277,0,19,20,0,0,0,0,0,0,0
360,隨機團隊：禁忌陷窟,帶領聖光軍團在惡魔的聖城迎戰燃燒軍團，一舉將它們永遠殲滅！,加入團隊,,,6,52874,2,2,1711341,1611,0,0,8,10,0,0,0,0,0,0,0
361,隨機團隊：絕望之境,帶領聖光軍團在惡魔的聖城迎戰燃燒軍團，一舉將它們永遠殲滅！,加入團隊,,,6,52875,2,2,1711341,1612,0,0,8,10,0,0,0,0,0,0,0
362,隨機團隊：聖光止境,帶領聖光軍團在惡魔的聖城迎戰燃燒軍團，一舉將它們永遠殲滅！,加入團隊,,,6,52876,2,2,1711341,1610,0,0,8,10,0,0,0,0,0,0,0
363,黑暗神廟時光漫遊,重返經典的外域團隊副本，擊敗伊利丹‧怒風。,尋求隊伍,,,6,52878,0,6,236415,1533,0,0,91,91,0,0,0,0,0,0,0
365,獎勵事件：地城,在獎勵事件期間完成地心之戰英雄或傳奇地城冒險！,開始任務,,,4,53785,0,3,132269,0,83347,0,91,91,0,0,0,0,0,0,0
366,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《巫妖王之怒》的地城吧！,開始任務,,,4,53786,0,3,341221,0,83365,0,91,91,0,0,0,0,0,0,0
367,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《浩劫與重生》的地城吧！,開始任務,,,4,53787,0,3,574788,0,83359,0,91,91,0,0,0,0,0,0,0
368,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《燃燒的遠征》的地城吧！,開始任務,,,4,53788,0,3,250117,0,83363,0,91,91,0,0,0,0,0,0,0
369,獎勵事件：時光漫遊,在獎勵事件期間透過時光漫遊前往《潘達利亞之謎》的地城吧！,開始任務,,,4,53789,0,3,630786,0,83362,0,91,91,0,0,0,0,0,0,0
