Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,TempVisibilityPlayerConditionID,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID,AdventureMapTextureKitID,MapArtZoneTextPosition
火源之界,369,367,0,0,4,0,0,0,0,0,0,0,0,0,0
奧核之心,370,114,0,0,4,0,0,0,0,0,0,0,0,0,0
翠玉林,371,424,6,0,3,0,0,0,0,0,0,0,57,0,0
綠石採石場,372,371,0,0,5,0,0,0,0,0,0,0,0,0,0
綠石採石場,373,371,0,0,5,0,0,0,0,0,0,0,0,0,0
寡婦之嚎,374,371,0,0,5,0,0,0,0,0,0,0,0,0,0
烏納卡古,375,371,0,0,5,0,0,0,0,0,0,0,0,0,0
四風峽,376,424,6,0,3,0,0,0,0,0,0,0,58,0,0
無盡回聲洞穴,377,376,0,0,5,0,0,0,0,0,0,0,0,0,0
漂流島,378,947,2,0,6,0,0,0,0,0,0,0,80,0,0
崑萊峰,379,424,6,0,3,0,0,0,0,0,0,0,60,0,0
嚎風洞穴,380,379,0,0,5,0,0,0,0,0,0,0,0,0,0
頑童洞穴,381,379,0,0,5,0,0,0,0,0,0,0,0,0,0
骨捶洞穴,382,379,0,0,5,0,0,0,0,0,0,0,0,0,0
斷齒深淵,383,379,0,0,5,0,0,0,0,0,0,0,0,0,0
斷齒深淵,384,379,0,0,5,0,0,0,0,0,0,0,0,0,0
征服者之墓,385,379,0,0,5,0,0,0,0,0,0,0,0,0,0
考倫廢墟,386,379,0,0,5,0,0,0,0,0,0,0,0,0,0
考倫廢墟,387,379,0,0,5,0,0,0,0,0,0,0,0,0,0
螳螂荒原,388,424,6,0,3,0,0,0,0,0,0,0,61,0,0
怒兆寺,389,388,0,0,5,0,0,0,0,0,0,0,0,0,0
恆春谷,390,424,6,0,3,0,0,0,73083,0,0,2,173,0,0
雙月廟,391,390,0,0,5,0,0,0,0,0,0,0,0,0,0
雙月廟,392,390,0,0,5,0,0,0,0,0,0,0,0,0,0
七星廟,393,390,0,0,5,0,0,0,0,0,0,0,0,0,0
七星廟,394,390,0,0,5,0,0,0,0,0,0,0,0,0,0
郭萊院,395,390,0,0,5,0,0,0,0,0,0,0,0,0,0
郭萊院,396,390,0,0,5,0,0,0,0,0,0,0,0,0,0
暴風之眼,397,109,0,0,6,0,0,0,0,0,0,0,0,0,0
永恆之井,398,71,0,0,6,0,0,0,0,0,0,0,0,0,0
暮光之時,399,71,0,0,4,0,0,0,0,0,0,0,0,0,0
暮光之時,400,399,0,0,4,0,0,0,0,0,0,0,0,0,0
終焉之刻,401,71,0,0,4,0,0,0,0,0,0,0,0,0,0
終焉之刻,402,401,0,0,4,0,0,0,0,0,0,0,0,0,0
終焉之刻,403,401,0,0,4,0,0,0,0,0,0,0,0,0,0
終焉之刻,404,401,0,0,4,0,0,0,0,0,0,0,0,0,0
終焉之刻,405,401,0,0,4,0,0,0,0,0,0,0,0,0,0
終焉之刻,406,401,0,0,4,0,0,0,0,0,0,0,0,0,0
暗月島,407,947,0,0,6,0,0,0,0,0,0,0,0,0,0
暗月島,408,407,0,0,4,0,0,0,0,0,0,0,0,0,0
巨龍之魂,409,71,0,0,4,0,0,0,0,0,0,0,0,0,0
巨龍之魂,410,409,0,0,4,0,0,0,0,0,0,0,0,0,0
巨龍之魂,411,409,0,0,4,0,0,0,0,0,0,0,0,0,0
巨龍之魂,412,409,0,0,4,0,0,0,0,0,0,0,0,0,0
巨龍之魂,413,409,0,0,4,0,0,0,0,0,0,0,0,0,0
巨龍之魂,414,409,0,0,4,0,0,0,0,0,0,0,0,0,0
巨龍之魂,415,409,0,0,4,0,0,0,0,0,0,0,0,0,0
塵泥沼澤,416,70,0,0,6,0,0,0,0,0,0,0,0,0,0
科特魔古神廟,417,390,0,0,6,0,0,0,0,0,0,0,0,0,0
喀撒朗蠻荒,418,424,6,0,3,0,0,0,0,0,0,0,59,0,0
歐古戴遺蹟,419,418,0,0,5,0,0,0,0,0,0,0,0,0,0
歐古戴遺蹟,420,418,0,0,5,0,0,0,0,0,0,0,0,0,0
歐古戴遺蹟,421,418,0,0,5,0,0,0,0,0,0,0,0,0,0
悚然荒野,422,424,6,0,3,0,0,0,0,0,0,0,62,0,0
碎銀礦坑,423,224,0,0,4,0,0,0,0,0,0,0,0,0,0
潘達利亞,424,947,0,0,2,0,0,0,0,0,0,0,657,0,0
北郡,425,37,0,0,3,0,0,0,0,0,0,0,0,0,0
回音山礦坑,426,37,0,0,5,0,0,0,0,0,0,0,0,0,0
寒脊山谷,427,27,0,0,6,0,0,0,0,0,0,0,0,0,0
霜鬃小屋,428,27,0,0,5,0,0,0,0,0,0,0,0,0,0
玉蛟寺,429,371,0,0,4,0,0,0,0,0,0,0,0,0,0
玉蛟寺,430,371,0,0,4,0,0,0,0,0,0,0,0,0,0
血色大廳,431,18,0,0,4,0,0,0,0,0,0,0,0,0,0
血色大廳,432,18,0,0,4,0,0,0,0,0,0,0,0,0,0
朦朧天梯,433,424,6,0,3,0,0,0,0,0,0,0,975,0,0
上古通道,434,379,0,0,5,0,0,0,0,0,0,0,0,0,0
血色修道院,435,18,0,0,4,0,0,0,0,0,0,0,0,0,0
血色修道院,436,18,0,0,4,0,0,0,0,0,0,0,0,0,0
落陽關,437,390,0,0,4,0,0,0,0,0,0,0,0,0,0
落陽關,438,390,0,0,4,0,0,0,0,0,0,0,0,0,0
風暴烈酒酒坊,439,376,0,0,4,0,0,0,0,0,0,0,0,0,0
風暴烈酒酒坊,440,376,0,0,4,0,0,0,0,0,0,0,0,0,0
風暴烈酒酒坊,441,376,0,0,4,0,0,0,0,0,0,0,0,0,0
風暴烈酒酒坊,442,376,0,0,4,0,0,0,0,0,0,0,0,0,0
影潘僧院,443,379,0,0,4,0,0,0,0,0,0,0,0,0,0
影潘僧院,444,443,0,0,4,0,0,0,0,0,0,0,0,0,0
影潘僧院,445,443,0,0,4,0,0,0,0,0,0,0,0,0,0
影潘僧院,446,443,0,0,4,0,0,0,0,0,0,0,0,0,0
雷電佳釀,447,371,0,0,6,0,0,0,0,0,0,0,0,0,0
翠玉林,448,371,0,0,6,0,0,0,0,0,0,0,0,0,0
科特魔古神廟,449,390,0,0,6,0,0,0,0,0,0,0,0,0,0
仰加印古,450,418,0,0,6,0,0,0,0,0,0,0,0,0,0
襲擊贊斐斯,451,422,0,0,6,0,0,0,0,0,0,0,0,0,0
酒月節,452,379,0,0,6,0,0,0,0,0,0,0,0,0,0
魔古山宮,453,390,0,0,4,0,0,0,0,0,0,0,0,0,0
魔古山宮,454,390,0,0,4,0,0,0,0,0,0,0,0,0,0
魔古山宮,455,390,0,0,4,0,0,0,0,0,0,0,0,0,0
豐泉台,456,433,0,0,6,0,0,0,0,0,0,0,0,0,0
圍攻怒兆寺,457,388,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻怒兆寺,458,457,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻怒兆寺,459,457,0,0,4,0,0,0,0,0,0,0,0,0,0
幽影谷,460,57,6,0,3,0,0,0,0,0,0,0,0,0,0
試煉谷,461,1,6,0,3,0,0,0,0,0,0,0,0,0,0
納拉其營地,462,7,6,0,3,0,0,0,0,0,0,0,0,0,0
回音群島,463,1,6,0,3,0,0,0,0,0,0,0,0,0,0
惡鱗山洞,464,1,0,0,5,0,0,0,0,0,0,0,0,0,0
喪鐘鎮,465,18,6,0,3,0,0,0,0,0,0,0,0,0,0
夜行蜘蛛洞穴,466,18,0,0,5,0,0,0,0,0,0,0,0,0,0
逐日者之島,467,94,6,0,3,0,0,0,0,0,0,0,0,0,0
安曼谷,468,97,6,0,3,0,0,0,0,0,0,0,0,0,0
新地精區,469,27,6,0,3,0,0,0,0,0,0,0,0,0,0
霜鬃要塞,470,27,0,0,5,0,0,0,0,0,0,0,0,0,0
魔古山寶庫,471,390,0,0,4,0,0,0,0,0,0,0,0,0,0
魔古山寶庫,472,390,0,0,4,0,0,0,0,0,0,0,0,0,0
魔古山寶庫,473,390,0,0,4,0,0,0,0,0,0,0,0,0,0
恐懼之心,474,422,0,0,4,0,0,0,0,0,0,0,0,0,0
恐懼之心,475,422,0,0,4,0,0,0,0,0,0,0,0,0,0
通靈學院,476,22,0,0,4,0,0,0,0,0,0,0,0,0,0
通靈學院,477,22,0,0,4,0,0,0,0,0,0,0,0,0,0
通靈學院,478,22,0,0,4,0,0,0,0,0,0,0,0,0,0
通靈學院,479,22,0,0,4,0,0,0,0,0,0,0,0,0,0
試煉場,480,379,0,0,4,0,0,0,0,0,0,0,0,0,0
遺忘諸王墓穴,481,379,0,0,4,0,0,0,0,0,0,0,0,0,0
遺忘諸王墓穴,482,379,0,0,4,0,0,0,0,0,0,0,0,0,0
塵泥沼澤,483,70,0,0,6,0,0,0,0,0,0,0,0,0,0
喀撒朗蠻荒,486,418,0,0,6,0,0,0,0,0,0,0,0,0,0
耐心試煉,487,418,0,0,6,0,0,0,0,0,0,0,0,0,0
暗箭難防,488,433,0,0,6,0,0,0,0,0,0,0,0,0,0
暗箭難防,489,379,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,490,104,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,491,490,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,492,490,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,493,490,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,494,490,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,495,490,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,496,490,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,497,490,0,0,4,0,0,0,0,0,0,0,0,0,0
喀撒朗蠻荒,498,418,0,0,6,0,0,0,0,0,0,0,0,0,0
礦道地鐵,499,84,0,0,4,0,0,0,0,0,0,0,0,0,0
礦道地鐵,500,84,0,0,4,0,0,0,0,0,0,0,0,0,0
達拉然,501,13,0,0,4,0,0,0,0,0,0,0,0,0,0
達拉然,502,13,0,0,4,0,0,0,0,0,0,0,0,0,0
鬥陣競技場,503,85,0,0,4,0,0,0,0,0,0,0,0,0,0
雷王島,504,424,6,0,3,0,0,0,0,0,0,0,167,0,0
電光礦脈,505,504,0,0,5,0,0,0,0,0,0,0,0,0,0
天驕寶庫,506,504,0,0,5,0,0,0,0,0,0,0,0,0,0
巨獸島,507,424,6,0,3,0,0,0,0,0,0,0,168,0,0
雷霆王座,508,504,0,0,4,0,0,0,0,0,0,0,0,0,0
雷霆王座,509,504,0,0,4,0,0,0,0,0,0,0,0,0,0
雷霆王座,510,504,0,0,4,0,0,0,0,0,0,0,0,0,0
雷霆王座,511,504,0,0,4,0,0,0,0,0,0,0,0,0,0
雷霆王座,512,504,0,0,4,0,0,0,0,0,0,0,0,0,0
雷霆王座,513,504,0,0,4,0,0,0,0,0,0,0,0,0,0
雷霆王座,514,504,0,0,4,0,0,0,0,0,0,0,0,0,0
雷霆王座,515,504,0,0,4,0,0,0,0,0,0,0,0,0,0
雷王島,516,424,2,0,6,0,0,0,0,0,0,0,0,0,0
電光礦脈,517,516,0,0,5,0,0,0,0,0,0,0,0,0,0
雷王城塞,518,504,0,0,4,0,0,0,0,0,0,0,0,0,0
深風峽谷,519,376,0,0,6,0,0,0,0,0,0,0,0,0,0
恆春谷,520,390,0,0,6,0,0,0,0,0,0,0,0,0,0
恆春谷,521,390,0,0,4,0,0,0,0,0,0,0,0,0,0
怒焰之秘,522,85,0,0,4,0,0,0,0,0,0,0,0,0,0
丹莫洛,523,27,0,0,6,0,0,0,0,0,0,0,0,0,0
怒海之戰,524,12,0,0,6,0,0,0,0,0,0,0,0,0,0
霜火峰,525,572,6,0,3,0,0,0,0,0,0,0,64,0,0
特加爾的巢穴,526,525,0,0,5,0,0,0,0,0,0,0,0,0,0
特加爾的巢穴,527,525,0,0,5,0,0,0,0,0,0,0,0,0,0
特加爾的巢穴,528,525,0,0,5,0,0,0,0,0,0,0,0,0,0
特加爾的巢穴,529,525,0,0,5,0,0,0,0,0,0,0,0,0,0
格羅姆加,530,525,0,0,5,0,0,0,0,0,0,0,0,0,0
葛魯洛克的洞穴,531,525,0,0,5,0,0,0,0,0,0,0,0,0,0
葛魯洛克的洞穴,532,525,0,0,5,0,0,0,0,0,0,0,0,0,0
落雪秘境,533,525,0,0,5,0,0,0,0,0,0,0,0,0,0
塔南森林,534,572,6,0,3,0,0,0,0,0,0,0,176,0,0
塔拉多爾,535,572,6,0,3,0,0,0,0,0,0,0,66,0,0
聖光之墓,536,535,0,0,5,0,0,0,0,0,0,0,0,0,0
靈魂之墓,537,535,0,0,5,0,0,0,0,0,0,0,0,0,0
失陷的骨窖,538,535,0,0,5,0,0,0,0,0,0,0,0,0,0
影月谷,539,572,6,0,3,0,0,0,0,0,0,0,63,0,0
血棘洞穴,540,539,0,0,5,0,0,0,0,0,0,0,0,0,0
秘密洞穴,541,539,0,0,5,0,0,0,0,0,0,0,0,0,0
阿拉卡山,542,572,6,0,3,0,0,0,0,0,0,0,67,0,0
格古隆德,543,572,6,0,3,0,0,0,0,0,0,0,65,0,0
茉艾拉堡壘,544,543,0,0,5,0,0,0,0,0,0,0,0,0,0
茉艾拉堡壘,545,543,0,0,5,0,0,0,0,0,0,0,0,0,0
怒之裂口,546,543,0,0,5,0,0,0,0,0,0,0,0,0,0
怒之裂口,547,543,0,0,5,0,0,0,0,0,0,0,0,0,0
峭羽爐口,548,543,0,0,5,0,0,0,0,0,0,0,0,0,0
峭羽爐口,549,543,0,0,5,0,0,0,0,0,0,0,0,0,0
納葛蘭,550,572,6,0,3,0,0,0,0,0,0,0,68,0,0
宗師會所,551,550,0,0,5,0,0,0,0,0,0,0,0,0,0
石壁峽谷,552,550,0,0,5,0,0,0,0,0,0,0,0,0,0
歐夏剛,553,550,0,0,5,0,0,0,0,0,0,0,0,0,0
永恆之島,554,424,6,0,3,0,0,0,0,0,0,0,169,0,0
失落靈魂洞穴,555,554,0,0,5,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,556,390,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,557,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,558,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,559,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,560,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,561,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,562,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,563,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,564,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,565,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,566,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,567,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,568,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,569,556,0,0,4,0,0,0,0,0,0,0,0,0,0
圍攻奧格瑪,570,556,0,0,4,0,0,0,0,0,0,0,0,0,0
天尊武道會,571,554,0,0,6,0,0,0,0,0,0,0,0,0,0
德拉諾,572,946,0,0,2,0,0,0,0,0,0,0,828,0,0
血槌熔渣礦場,573,525,0,0,4,0,0,0,0,0,0,0,0,0,0
影月墓地,574,539,0,0,4,0,0,0,0,0,0,0,0,0,0
影月墓地,575,539,0,0,4,0,0,0,0,0,0,0,0,0,0
影月墓地,576,539,0,0,4,0,0,0,0,0,0,0,0,0,0
塔南森林,577,572,0,0,6,0,0,0,0,0,0,0,0,0,0
晦影石窟,578,577,0,0,5,0,0,0,0,0,0,0,0,0,0
落月挖掘場,579,582,0,0,5,0,0,0,0,0,0,0,0,0,0
落月挖掘場,580,582,0,0,5,0,0,0,0,0,0,0,0,0,0
落月挖掘場,581,582,0,0,5,0,0,0,0,0,0,0,0,0,0
落月之地,582,539,13,0,6,0,0,0,64895,0,0,0,0,0,0
霜牆礦坑,585,590,0,0,5,0,0,0,0,0,0,0,0,0,0
霜牆礦坑,586,590,0,0,5,0,0,0,0,0,0,0,0,0,0
霜牆礦坑,587,590,0,0,5,0,0,0,0,0,0,0,0,0,0
艾斯蘭,588,572,0,0,3,0,0,0,0,0,0,0,0,0,0
艾斯蘭礦坑,589,588,0,0,5,0,0,0,0,0,0,0,0,0,0
霜牆要塞,590,525,13,0,6,0,0,0,64896,0,0,0,0,0,0
奧齊頓,593,535,0,0,4,0,0,0,0,0,0,0,0,0,0
撒塔斯城,594,572,4096,0,6,0,0,0,0,0,0,0,0,0,0
鋼鐵碼頭,595,543,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石鑄造場,596,543,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石鑄造場,597,543,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石鑄造場,598,543,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石鑄造場,599,543,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石鑄造場,600,543,0,0,4,0,0,0,0,0,0,0,0,0,0
擎天峰,601,542,0,0,4,0,0,0,0,0,0,0,0,0,0
擎天峰,602,542,0,0,4,0,0,0,0,0,0,0,0,0,0
恐軌車站,606,543,0,0,4,0,0,0,0,0,0,0,0,0,0
恐軌車站,607,543,0,0,4,0,0,0,0,0,0,0,0,0,0
恐軌車站,608,543,0,0,4,0,0,0,0,0,0,0,0,0,0
恐軌車站,609,543,0,0,4,0,0,0,0,0,0,0,0,0,0
天槌,610,550,0,0,4,0,0,0,0,0,0,0,0,0,0
天槌,611,610,0,0,4,0,0,0,0,0,0,0,0,0,0
天槌,612,610,0,0,4,0,0,0,0,0,0,0,0,0,0
天槌,613,610,0,0,4,0,0,0,0,0,0,0,0,0,0
天槌,614,610,0,0,4,0,0,0,0,0,0,0,0,0,0
天槌,615,610,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石塔上層,616,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石塔上層,617,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石塔上層,618,36,0,0,4,0,0,0,0,0,0,0,0,0,0
破碎群島,619,947,0,0,2,0,1,0,0,0,0,0,829,0,0
永茂林,620,543,0,0,4,0,0,0,0,0,0,0,0,0,0
永茂林,621,620,0,0,4,0,0,0,0,0,0,0,0,0,0
風暴之盾,622,588,0,0,6,0,0,0,0,0,0,0,0,0,0
希爾斯布萊德丘陵(南海鎮與塔倫米爾),623,25,0,0,6,0,0,0,0,0,0,0,0,0,0
戰爭之矛,624,588,0,0,6,0,0,0,0,0,0,0,0,0,0
達拉然,626,619,0,0,4,0,0,0,0,0,0,0,0,0,0
達拉然,627,619,32768,0,4,4,0,0,0,0,0,0,0,0,0
達拉然,628,619,0,0,4,0,0,0,0,0,0,0,0,0,0
達拉然,629,619,0,0,4,0,0,0,0,0,0,0,0,0,0
艾蘇納,630,619,6,0,3,4,1,0,0,0,0,0,331,0,0
納薩拉斯學院,631,630,0,0,5,0,0,0,0,0,0,0,0,0,0
歐宣諾海灣,632,630,0,0,5,0,0,0,0,0,0,0,0,0,0
千燈神廟,633,630,0,0,5,0,0,0,0,0,0,0,0,0,0
斯鐸海姆,634,619,6,0,3,4,1,0,0,0,0,0,334,0,0
盾息之島,635,634,0,0,5,0,0,0,0,0,0,0,0,0,0
雷鱗洞穴,636,634,0,0,5,0,0,0,0,0,0,0,0,0,0
索林尼爾避難所,637,634,0,0,5,0,0,0,0,0,0,0,0,0,0
索林尼爾避難所,638,634,0,0,5,0,0,0,0,0,0,0,0,0,0
阿格拉瑪寶庫,639,634,0,0,5,0,0,0,0,0,0,0,0,0,0
埃伊爾之殿,640,634,0,0,5,0,0,0,0,0,0,0,0,0,0
維爾薩拉,641,619,6,0,3,4,1,0,0,0,0,0,332,0,0
暗獄,642,641,0,0,5,0,0,0,0,0,0,0,0,0,0
眠者獸穴,643,641,0,0,5,0,0,0,0,0,0,0,0,0,0
眠者獸穴,644,641,0,0,5,0,0,0,0,0,0,0,0,0,0
扭曲虛空,645,619,0,0,6,0,5,0,0,0,0,0,0,0,0
破碎海岸,646,619,6,0,3,4,1,0,0,0,0,0,336,0,0
亞榭洛：黯黑堡,647,619,0,0,5,0,0,0,0,0,0,0,0,0,0
亞榭洛：黯黑堡,648,619,0,0,5,0,0,0,0,0,0,0,0,0,0
黑爾海姆,649,634,0,0,6,0,0,0,0,0,0,0,0,0,0
高嶺,650,619,6,0,3,4,1,0,0,0,0,0,333,0,0
啃石營地,651,650,0,0,5,0,0,0,0,0,0,0,0,0,0
雷霆圖騰,652,650,0,0,5,0,0,0,0,0,0,0,0,0,0
血煉洞窟,653,650,0,0,5,0,0,0,0,0,0,0,0,0,0
泥鼻洞穴,654,650,0,0,5,0,0,0,0,0,0,0,0,0,0
活泉洞穴,655,650,0,0,5,0,0,0,0,0,0,0,0,0,0
活泉洞穴,656,650,0,0,5,0,0,0,0,0,0,0,0,0,0
胡恩之路,657,650,0,0,5,0,0,0,0,0,0,0,0,0,0
胡恩之路,658,650,0,0,5,0,0,0,0,0,0,0,0,0,0
石暗岩洞,659,650,0,0,5,0,0,0,0,0,0,0,0,0,0
魔化圖騰洞穴,660,650,0,0,5,0,0,0,0,0,0,0,0,0,0
地獄火堡壘,661,534,0,0,4,0,0,0,0,0,0,0,0,0,0
地獄火堡壘,662,661,0,0,4,0,0,0,0,0,0,0,0,0,0
地獄火堡壘,663,661,0,0,4,0,0,0,0,0,0,0,0,0,0
地獄火堡壘,664,661,0,0,4,0,0,0,0,0,0,0,0,0,0
地獄火堡壘,665,661,0,0,4,0,0,0,0,0,0,0,0,0,0
地獄火堡壘,666,661,0,0,4,0,0,0,0,0,0,0,0,0,0
地獄火堡壘,667,661,0,0,4,0,0,0,0,0,0,0,0,0,0
地獄火堡壘,668,661,0,0,4,0,0,0,0,0,0,0,0,0,0
地獄火堡壘,669,661,0,0,4,0,0,0,0,0,0,0,0,0,0
地獄火堡壘,670,661,0,0,4,0,0,0,0,0,0,0,0,0,0
納夏爾海灣,671,619,0,0,6,0,0,0,0,0,0,0,0,0,0
馬爾頓，碎裂深淵,672,619,0,0,6,0,0,0,0,0,0,0,699,0,0
隱密谷地,673,672,0,0,5,0,0,0,0,0,0,0,0,0,0
靈魂引擎,674,672,0,0,5,0,0,0,0,0,0,0,0,0,0
靈魂引擎,675,672,0,0,5,0,0,0,0,0,0,0,0,0,0
破碎海岸,676,619,2,0,6,0,0,0,0,0,0,0,0,0,0
看守者鐵獄,677,630,64,0,4,0,0,0,0,0,0,0,0,0,0
看守者鐵獄,678,630,64,0,4,0,0,0,0,0,0,0,0,0,0
看守者鐵獄,679,630,64,0,4,0,0,0,0,0,0,0,0,0,0
蘇拉瑪爾,680,619,6,0,3,4,3,0,0,0,0,0,335,0,0
幽暗地窖,681,680,0,0,5,0,0,0,0,0,0,0,0,0,0
魔魂堡,682,680,0,0,5,0,0,0,0,0,0,0,0,0,0
幽暗地窖,683,680,0,0,5,0,0,0,0,0,0,0,0,0,0
破碎之處,684,680,0,0,5,0,0,0,0,0,0,0,0,0,0
破碎之處,685,680,0,0,5,0,0,0,0,0,0,0,0,0,0
艾洛爾善,686,680,0,0,5,0,0,0,0,0,0,0,0,0,0
克爾巴洛,687,680,0,0,5,0,0,0,0,0,0,0,0,0,0
亞諾拉脈能站,688,680,0,0,5,0,0,0,0,0,0,0,0,0,0
月落脈能站,689,680,0,0,5,0,0,0,0,0,0,0,0,0,0
艾瑟納爾脈能站,690,680,0,0,5,0,0,0,0,0,0,0,0,0,0
涅爾工坊,691,680,0,0,5,0,0,0,0,0,0,0,0,0,0
法拉納爾拱道,692,680,0,0,5,0,0,0,0,0,0,0,0,0,0
法拉納爾拱道,693,680,0,0,5,0,0,0,0,0,0,0,0,0,0
獄喉淺灘,694,619,4130,0,6,0,0,0,0,0,0,0,0,0,0
擎天堡,695,619,64,0,4,0,0,0,0,0,0,0,0,0,0
斯鐸海姆,696,619,0,0,6,0,0,0,0,0,0,0,334,0,0
艾薩拉,697,76,0,0,6,0,0,0,0,0,0,0,0,0,0
冰冠城塞,698,118,64,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,699,118,64,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,700,118,64,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,701,118,64,0,4,0,0,0,0,0,0,0,0,0,0
虛空之光神殿,702,619,64,0,4,0,0,0,0,0,0,0,0,0,0
英靈殿,703,634,64,0,4,0,5,0,0,0,0,0,0,0,0
英靈殿,704,703,64,0,4,0,0,0,0,0,0,0,0,0,0
英靈殿,705,703,64,0,4,0,0,0,0,0,0,0,0,0,0
獄喉山崖,706,634,64,0,4,0,5,0,0,0,0,0,0,0,0
獄喉山崖,707,706,64,0,4,0,0,0,0,0,0,0,0,0,0
獄喉山崖,708,706,64,0,4,0,0,0,0,0,0,0,0,0,0
漂流島,709,619,0,0,6,0,0,0,0,0,0,0,80,0,0
看守者鐵獄,710,630,64,0,4,0,0,0,0,0,0,0,0,0,0
看守者鐵獄,711,630,64,0,4,0,0,0,0,0,0,0,0,0,0
看守者鐵獄,712,630,64,0,4,0,0,0,0,0,0,0,0,0,0
艾薩拉之眼,713,630,64,0,6,0,5,0,0,0,0,0,0,0,0
尼斯卡拉,714,619,0,0,6,0,0,0,0,0,0,0,0,0,0
翡翠夢途,715,747,0,0,6,0,0,0,0,0,0,0,0,0,0
天空之牆,716,249,64,0,4,0,0,0,0,0,0,0,0,0,0
懼痕裂隙,717,619,0,0,6,0,0,0,0,0,0,0,0,0,0
懼痕裂隙,718,619,0,0,6,0,0,0,0,0,0,0,0,0,0
馬爾頓，碎裂深淵,719,619,64,0,4,0,0,0,0,0,0,0,0,0,0
馬爾頓，碎裂深淵,720,719,64,0,4,0,0,0,0,0,0,0,0,0,0
馬爾頓，碎裂深淵,721,719,64,0,4,0,0,0,0,0,0,0,0,0,0
紫羅蘭堡,723,627,64,0,4,0,0,0,0,0,0,0,0,0,0
大漩渦,725,948,0,0,6,0,0,0,0,0,0,0,0,0,0
大漩渦,726,619,0,0,6,0,0,0,0,0,0,0,54,0,0
豐泉台,728,433,0,0,6,0,0,0,0,0,0,0,0,0,0
破碎深淵,729,207,0,0,5,0,0,0,0,0,0,0,0,0,0
奈薩里奧巢穴,731,650,64,0,6,0,5,0,0,0,0,0,0,0,0
紫羅蘭堡,732,627,64,0,4,0,0,0,0,0,0,0,0,0,0
暗心灌木林,733,641,64,0,6,0,5,0,0,0,0,0,0,0,0
守護者殿堂,734,627,64,0,4,0,0,0,0,0,0,0,0,0,0
守護者殿堂,735,627,64,0,4,0,0,0,0,0,0,0,0,0,0
異界,736,114,64,0,4,0,0,0,0,0,0,0,0,0,0
漩渦尖塔,737,249,64,0,4,0,0,0,0,0,0,0,0,0,0
火源之界,738,198,0,0,6,0,0,0,0,0,0,0,0,0,0
神獵廳,739,650,0,0,3,4,0,0,42890,0,0,0,0,0,0
影血城塞,740,619,64,0,4,0,0,0,0,0,0,0,0,0,0
影血城塞,741,619,64,0,4,0,0,0,0,0,0,0,0,0,0
深淵之喉,742,204,64,0,4,0,0,0,0,0,0,0,0,0,0
深淵之喉,743,204,64,0,4,0,0,0,0,0,0,0,0,0,0
奧杜亞,744,120,64,0,4,0,0,0,0,0,0,0,0,0,0
奧杜亞,745,120,64,0,4,0,0,0,0,0,0,0,0,0,0
奧杜亞,746,120,64,0,4,0,0,0,0,0,0,0,0,0,0
