Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
原生在艾澤拉斯的沙漠地帶，這種堅韌的爬蟲類可以好幾個禮拜不喝水。,|cFFFFD200寵物對戰：|r希利蘇斯，奧丹姆,511,62523,0,132211,7,26,4,6,7,0
安其拉中兇狠食腦甲蟲的後代。這些小甲蟲比他們的父母來得溫順(且安靜)。,|cFFFFD200寵物對戰：|r希利蘇斯,512,62524,0,133570,4,26,4,6,7,0
這些小蟲人發出的吱吱聲也許聽起來很可愛，但事實上牠們在為你的死亡發出尖叫。,|cFFFFD200寵物對戰：|r希利蘇斯|n|cFFFFD200季節：|r夏天,513,62526,0,236829,0,26,4,6,7,0
一個性急的魔獄獸人曾經試著要奴役這些小動物作為他私人的士兵。他的碎塊還散佈在外域各地。,|cFFFFD200寵物對戰：|r地獄火半島,514,62555,0,366938,0,26,4,6,7,0
這些矮胖的小生物常常在尋找最愛點心白閃菇時為自己招來麻煩。,|cFFFFD200寵物對戰：|r贊格沼澤,515,62564,0,134532,0,26,4,36,7,0
在孵化之後，這些扭曲的爬蟲生物會吞食其他較弱小的成員，以展示自己的優越地位。,|cFFFFD200寵物對戰：|r泰洛卡森林,517,62583,0,132201,7,26,4,6,7,0
對巨魔來說，將一名女性的頭髮和裂蹄滿滿的粗毛做比較是一種極佳的愛意表現。,|cFFFFD200寵物對戰：|r納葛蘭,518,62620,0,134060,7,26,4,6,7,0
因為惡魔的魔法而誕生，這些壞脾氣的小生物會以邪惡能量腐化任何它們接觸到的事物。,|cFFFFD200寵物對戰：|r影月谷，塔南森林,519,62621,0,135794,6,26,4,6,7,0
成年的虛空鰭刺相對地容易馴服，但它們的幼獸卻脾氣暴躁且極度好動。,|cFFFFD200寵物對戰：|r虛空風暴,521,62627,0,132191,2,26,4,6,7,0
凜風峽灣充滿了不斷改變的生命循環。當一個生物死亡時，它的屍體會快速地被蛆蟲吃光，接著蛆蟲將其養分傳給其他生物。,|cFFFFD200寵物對戰：|r凜風峽灣,523,62640,0,134895,7,26,4,6,7,0
一種冬幕節時期的關鍵食物來源。,|cFFFFD200寵物對戰：|r凜風峽灣,525,62648,0,250626,2,26,4,6,7,0
這種性情乖戾的蜥蜴出沒在劍刃山脈中，會盡其所能地避免接觸其他小動物。,|cFFFFD200寵物對戰：|r劍刃山脈,528,62628,0,463491,7,26,4,6,7,0
有句古老的維酷諺語這麼說「讓睡著的座狼躺下，除非你不想要你的臉孔了。」,|cFFFFD200寵物對戰：|r凜風峽灣,529,62669,0,132203,7,26,4,6,7,0
這些活生生的軟泥連最基本的智力都沒有，但那不代表它們不能當你的朋友。,|cFFFFD200寵物對戰：|r北風凍原,530,62697,0,134438,5,26,4,33,7,0
凶惡的獾狼怪獵殺這些壞脾氣的蠻獸來獲取牠們的角，打造成護符或其他飾品。,|cFFFFD200寵物對戰：|r休拉薩盆地,532,62816,0,236194,7,26,4,6,7,0
坦卡族收集這些高貴猛禽的羽毛來用於粗糙的算命儀式。,|cFFFFD200寵物對戰：|r灰白之丘,534,62819,0,132172,2,26,4,6,7,0
祖爾德拉克的食人妖在召喚水元素生物對抗天譴軍團時不慎地也製造出這些小生物。,|cFFFFD200寵物對戰：|r祖爾德拉克,535,62820,0,135862,6,26,4,6,7,0
凍原企鵝經常會在冰上集結成一大群以獲得保護，抵禦水中的威脅。但這種行為反而讓它們成為獵人尋求肉、皮與其他成就時的輕鬆獵物。,|cFFFFD200寵物對戰：|r北風凍原，龍骨荒野,536,62835,0,655866,8,26,4,6,7,0
這些躲躲藏藏的小生物孵化在北裂境中央古代龍骨堆周圍的巢穴中。,|cFFFFD200寵物對戰：|r龍骨荒野,537,62852,0,132200,2,26,4,6,7,0
科爾蘇加德曾經將一隻被瘟疫感染的小龍養育到成龍，只用最上等的液化屍體飼育牠。,|cFFFFD200寵物對戰：|r寒冰皇冠,538,62854,0,134154,3,26,4,6,7,0
灰鼠常常會和老鼠一起被搞混。但絕不會搞混兩次。,|cFFFFD200寵物對戰：|r海加爾山,539,62884,0,134324,4,26,4,6,7,0
只要哪裡有腐肉，哪裡就會有老鼠。,|cFFFFD200寵物對戰：|r海加爾山,540,62885,0,134324,4,26,4,6,7,0
外側的蟑螂蛋保護這些幼蟲不被焚毀。他們在這孵化過程中得到抵抗火焰和火山熱氣的能力。,|cFFFFD200寵物對戰：|r霜火峰、海加爾山,541,62886,0,294474,4,26,4,6,7,0
比大部分青蛙的顏色更加艷麗，且更加豐富。,|cFFFFD200寵物對戰：|r奧丹姆,542,62892,0,237579,8,26,4,6,7,0
當蝗蟲蟲群來襲時，你只聽得到牠們翅膀拍動的聲音。,|cFFFFD200寵物對戰：|r奧丹姆,543,62893,0,294474,4,26,4,6,7,0
喜歡居住在沙漠的河流、水井或水洞邊，以鞭尾汁為食。,|cFFFFD200寵物對戰：|r奧丹姆,544,62895,0,236193,2,26,4,6,7,0
喜歡在晚上偷偷住進旅人的鞋子裡。,|cFFFFD200寵物對戰：|r奧丹姆,545,62896,0,132195,7,24,4,6,7,0
腐食者通常大量出現在被挖起的古老墳墓中，牠們不必進食就能存活一段很長的時間。,|cFFFFD200寵物對戰：|r奧丹姆,546,62899,0,134936,4,26,4,6,7,0
在第三次大戰期間，數千個這種神秘的生物摧毀了惡魔領主阿克蒙德。,|cFFFFD200寵物對戰：|r海加爾山,547,62888,0,136116,5,26,4,6,7,0
太害怕而無法嘗試飛翔，直到被從極高處丟下為止。,|cFFFFD200寵物對戰：|r暮光高地,548,62900,0,327735,2,26,4,6,7,0
和牠們居住在平原的近親有很大差別，這些小動物以被戰爭摧殘過的暮光高地為家。,|cFFFFD200寵物對戰：|r暮光高地,549,62904,0,2126349,4,26,4,6,7,0
高地上的老鼠，或許因為遭到暮光之錘的扭曲，十分具有侵略性，並為了領地大打出手。,|cFFFFD200寵物對戰：|r斯鐸海姆、蒼藍高地、荊棘谷海角、暮光高地,550,62905,0,647701,4,26,4,6,7,0
展現一點點邪惡對一些事會有很大的幫助，這種幼魔會用牠銳利的牙齒與大嘴吞食任何在牠路徑上的事物。,|cFFFFD200寵物對戰：|r暮光高地,552,62914,0,136199,5,26,4,6,7,0
當身處在海上漂流的困苦時刻，能看見一隻老鼠也是件好事。,|cFFFFD200寵物對戰：|r地深之源,553,62921,0,134324,4,26,4,6,7,0
經由實驗，達拉然的法師們發現強化過的赤紅岩蛛殘骸可以大幅提高其火焰法術的火勢。,|cFFFFD200寵物對戰：|r地深之源,554,62922,0,134396,6,26,4,6,7,0
地深之源的蟑螂可以自己挖進石頭裡來做窩。,|cFFFFD200寵物對戰：|r地深之源,555,62924,0,294474,4,26,4,6,7,0
暮光甲蟲的近親，這種昆蟲學會如何以會和古代能量共鳴的水晶為食物。,|cFFFFD200寵物對戰：|r地深之源,556,62925,0,237144,4,26,4,6,7,0
和其他精靈龍一樣，這些愛玩的小飛獸擁有天生的魔法抗性。,|cFFFFD200寵物對戰：|r菲拉斯,557,62395,0,236997,1,26,4,34,7,0
在風暴群山的寒冷夜晚裡，這些小動物用牠們毛茸茸的尾巴當作毯子來保暖。,|cFFFFD200寵物對戰：|r風暴群山|n|cFFFFD200天氣：|r下雪,558,62864,0,797544,7,26,4,33,7,0
在蒼藍的瘋狂橫掃地深之源之前，瑟拉贊恩將這些容易發怒的赤紅元素生物當作珠寶一樣佩戴。,|cFFFFD200寵物對戰：|r地深之源,559,62927,0,134396,6,26,4,39,7,0
海鷗是碼頭邊經常可以看見的海岸清道夫。,|cFFFFD200寵物對戰：|r霜牆要塞、喀撒朗蠻荒、塔拉多爾、塔納利斯,560,62953,0,464160,2,26,4,6,7,0
珊瑚奎蛇的毒液之強，只要一口就能殺死成年的科多獸。,|cFFFFD200寵物對戰：|r翠玉林|n,562,62991,0,132211,7,26,4,6,7,0
很難相信背上扛起整個漂流島的神真子，曾經是這麼小隻的翡翠烏龜。,|cFFFFD200寵物對戰：|r翠玉林,564,62994,0,1738681,8,26,4,6,7,0
在叢林中，每片葉子都可能藏著一隻青蛙。如果你停下來檢查，牠可能早就跑掉了。,|cFFFFD200寵物對戰：|r翠玉林,565,62997,0,237579,8,26,4,6,7,0
當準備要前往遠方地點時，熊貓人傳統上會捕捉一隻鏡像水黽，並安全地將牠移到另一片水域之內。,|cFFFFD200寵物對戰：|r翠玉林,566,62998,0,643423,8,26,4,6,7,0
翠玉林的熊貓人認為這種爬蟲類是可敬玉蛟 - 玉龍的遠親。,|cFFFFD200寵物對戰：|r翠玉林,567,62999,0,132211,7,26,4,6,7,0
會藏在殼中以躲避附近螃蟹的螯。,|cFFFFD200寵物對戰：|r格古隆德、阿拉卡山、塔拉多爾、翠玉林,568,63001,0,442735,4,26,4,6,7,0
園藝師最奇怪的困擾之一，花園青蛙能對花園造成無法言喻的損害。,|cFFFFD200寵物對戰：|r艾蘇納、高嶺、翠玉林,569,63002,0,237579,8,26,4,6,7,0
到底狸是浣熊還是狗引起極大的爭辯，但其中的差別在你的大腿被牠們咬住時似乎也不怎麼重要了。,|cFFFFD200寵物對戰：|r翠玉林,570,63003,0,646059,4,26,4,6,7,0
翠玉林的山地猴人害怕這種劇毒爬蟲類，經常出於厭惡去獵捕牠們。,|cFFFFD200寵物對戰：|r翠玉林,571,63004,0,132211,7,26,4,6,7,0
這些小節肢動物是潘達利亞當地的生物，牠們以無風島為家。,|cFFFFD200寵物對戰：|r翠玉林,572,63005,0,2027886,8,26,4,6,7,0
沙地海燕高飛在無風島上，不受陸地上的掠食者侵害。,|cFFFFD200寵物對戰：|r翠玉林,573,63006,0,464160,2,26,4,6,7,0
這種不祥的生物飛在東瘟疫之地的空中，以腐肉為食。,|cFFFFD200寵物對戰：|r東瘟疫之地，海加爾山，提里斯法林地,626,61829,0,132182,2,26,4,6,7,0
比外表更可怕的是，瘟疫之地的松鼠不再囤積堅果，而是收集腐朽的血肉。,|cFFFFD200寵物對戰：|r血謎島，東瘟疫之地，銀松森林,627,61828,0,646782,3,26,4,6,7,0
只有傻子或瘋子會將被瘟疫感染的鹿頭掛在牆上。好消息是，他們會和他們的不死族新朋友混得不錯。,|cFFFFD200寵物對戰：|r血謎島，東瘟疫之地，銀松森林,628,61827,0,132104,3,26,4,36,7,0
只出沒在凱贊的海岸。這種可愛的海洋生物有時候兇了一點。,|cFFFFD200商人：|r瑪地|n|cFFFFD200區域：|r奧格瑪,629,63097,123212,2027878,8,2,2,6,7,0
烏鴉說:你最後的一句話。它過時了。,|cFFFFD200商人：|r威爾‧拉森|n|cFFFFD200區域：|r黑海岸,630,63098,123214,132915,2,2,2,6,7,0
因為其美麗的花樣毛皮而被獵捕，這種高雅的生物遍布艾澤拉斯蒼翠的河邊。,|cFFFFD200寵物對戰：|r北貧瘠之地、南貧瘠之地、奧丹姆、安戈洛環形山,631,62127,0,132211,7,26,4,6,7,0
灰燼蜥蜴的名字來自於牠看起來就像燃燒後灰燼般的皮膚。,|cFFFFD200寵物對戰：|r海加爾山，安戈洛環形山,632,62364,0,463491,7,26,4,33,7,0
高山臭鼬最出名的就是牠的冒險天性。真的真的，這就是牠最出名的地方。,|cFFFFD200寵物對戰：|r灰白之丘，石爪山脈，風暴群山，濕地，冬泉谷,633,61677,0,463569,4,26,4,6,7,0
這些奇怪的小動物會像寒冰一樣發出微光，使牠們能躲藏在冬泉谷的雪原之中。,|cFFFFD200寵物對戰：|r冬泉谷,634,62435,0,132196,7,26,4,6,7,0
和其他會主動狩獵的蛇不一樣，這些詭計多端的爬蟲生物會躲在茂密的樹葉中埋伏其獵物。,|cFFFFD200寵物對戰：|r詛咒之地、杜洛塔、地獄火半島、納葛蘭、北貧瘠之地、北荊棘谷、南貧瘠之地、甦醒海岸、蒼藍高地|n,635,61325,0,132211,7,26,4,6,7,0
這些蜘蛛類生物用牠們銳利的腿在劍刃山脈堅硬的岩石中鑿穿通道。,|cFFFFD200寵物對戰：|r劍刃山脈,637,62638,0,132196,7,26,4,6,7,0
虛空蟑螂已經適應了宇宙的寒冷真空，不需要空氣就可以生存。內部構造幾乎和普通蟑螂沒有相似處。,|cFFFFD200寵物對戰：|r虛空風暴,638,62625,0,294474,4,26,4,6,7,0
和牠們在溫暖氣候中生活的近親有很大差別，這些強韌的小動物以北裂境的凍原為家。,|cFFFFD200寵物對戰：|r北風凍原,639,62695,0,2126349,4,24,4,6,7,0
因為腿上有特大的表面積，白腳野兔能夠毫不費力地在雪中蹦跳，而追捕牠們的人卻陷入雪堆之中。,|cFFFFD200寵物對戰：|r希爾斯布萊德丘陵,640,61755,0,254857,4,26,4,6,7,0
極地野兔的心跳得有一般野兔的兩倍快。,|cFFFFD200寵物對戰：|r北風凍原、龍骨荒野、風暴群山、祖爾德拉克、蒼藍高地|n,641,62693,0,254857,4,26,4,6,7,0
如果不是有發生意外的極端傾向的話，峽灣老鼠可能會接管這個世界。,|cFFFFD200寵物對戰：|r凜風峽灣,644,62641,0,134324,4,26,4,6,7,0
牠們能夠飛翔，而不像被馴養的種類一樣。,|cFFFFD200寵物對戰：|r暮光高地,645,62906,0,250626,2,26,4,6,7,0
不知什麼原因，喜歡避開交叉路口。,|cFFFFD200寵物對戰：|r暮色森林，塵泥沼澤，艾爾文森林，希爾斯布萊德丘陵，凜風峽灣，赤脊山，泰洛卡森林，提里斯法林地，西部荒野，濕地|n,646,62664,0,250626,2,26,4,6,7,0
在幽深的森林中，即使是最小的生物也必須要夠兇猛來保護自己。,|cFFFFD200寵物對戰：|r灰白之丘，暮光高地,647,62818,0,134322,4,26,4,6,7,0
這是一隻大蟾蜍。,|cFFFFD200寵物對戰：|r希爾斯布萊德丘陵，悲傷沼澤，暮光高地，祖爾德拉克,648,61368,0,237579,8,26,4,6,7,0
雖有將黃蟾蜍用在醫學上的傳聞，但據說其實一開始只是藥師的惡作劇而已。,|cFFFFD200寵物對戰：|r休拉薩盆地|n,649,62815,0,237579,8,26,4,6,7,0
你還以為菜頭在餐桌上就已經夠糟的了。,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200區域：|r四風峽,650,63365,123778,646148,6,2,0,36,7,0
這泡泡可是比水族箱還堅固。,|cFFFFD200商人：|r納特‧帕格|n|cFFFFD200區域：|r喀撒朗蠻荒|n|cFFFFD200陣營：|r釣手隊 - 尊敬|n|cFFFFD200花費：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,652,63559,124000,133922,8,2,2,6,7,0
沙甲蟲很容易被誤認為普通的甲蟲，但只要你不幸地被螫到一次，你就能快速釐清其中的任何誤解。,|cFFFFD200紙牌獎勵：|r遺忘之墓|n,665,54745,102353,134931,4,2,8,6,7,0
當基爾加丹的部隊在艾澤拉斯戰敗時，他常常會叫出迷你魔巡號欺負阿古斯當地的貓類生物，藉此發洩挫敗的情緒。,|cFFFFD200成就：|r古墓團隊高手的榮耀|n,666,63724,249870,1450455,9,82,5,33,60,0
帝國麒麟獸的後代。,|cFFFFD200促銷：|r《潘達利亞之謎》典藏版寵物,671,63832,124660,656128,4,82,7,6,7,0
只有貓和捕鼠人留意到，當死亡之翼降臨暴風城時，所有的老鼠都緊急撤離到了城外，直到最近才又返回。,|cFFFFD200寵物對戰：|r艾爾文森林，暴風城|n,675,62954,0,134324,4,26,4,6,7,0
一個哥布林鍊金師曾宣稱被這種浣熊咬一口讓他得到預知的能力。結果證實，他得到的只是狂犬病。,|cFFFFD200寵物對戰：|r四風峽,677,64246,0,646059,4,26,4,6,7,0
這些綠色的小幼蟲是潘達利亞荒野的當地生物。其翠綠色能夠掩蔽牠躲過掠食者。,|cFFFFD200寵物對戰：|r喀撒朗蠻荒,678,63304,0,648918,7,26,4,6,7,0
你常常可以發現牠們棲息在高得不可思議又危險的突出岩石上。很少有動物能像牠們站得那麼穩。,|cFFFFD200寵物對戰：|r崑萊峰|n,679,64248,0,237397,7,26,4,35,7,0
貓鼬因為牠捉毒蛇的能力而深受喜愛。咧哩咧哩咧哩！,|cFFFFD200寵物對戰：|r螳螂荒原|n,680,63953,0,237409,8,26,4,6,7,0
這種恐怖且有高度毒性的生物會從翠玉林茂密的樹叢中跳到其獵物身上。,|cFFFFD200寵物對戰：|r翠玉林|n,699,63715,0,132196,7,26,4,6,7,0
獵豹樹蛙的名字來自於牠們在樹枝間跳躍的方式。,|cFFFFD200寵物對戰：|r格古隆德、翠玉林,702,63919,0,237579,8,26,4,6,7,0
許多年輕的浣熊對嚴格的宵禁有所不滿，抱怨黃昏就上床實在太早了。,|cFFFFD200寵物對戰：|r翠玉林,703,63716,0,646059,4,26,4,6,7,0
對農夫來說，沒有幾件事比一隻求愛的公雞還要更加煩人。,|cFFFFD200寵物對戰：|r四風峽,705,65029,0,250626,2,58,4,6,7,0
這隻沉默寡言的袋貍的食物大部分是蘋果。,|cFFFFD200寵物對戰：|r四風峽,706,63062,0,646059,4,26,4,6,7,0
有些德魯伊說熊貓人和浣熊是遠親，但從來沒有熊貓人聽過牠們。,|cFFFFD200寵物對戰：|r四風峽,707,63064,0,646059,4,26,4,6,7,0
許多人相信，針刺鼠可以對敵人射出刺針。,|cFFFFD200寵物對戰：|r四風峽，喀撒朗蠻荒,708,63094,0,134322,4,26,4,6,7,0
雖然年幼豪豬造成的傷勢很少會致命，大部分的掠食者還是偏好獵捕較容易的獵物。,|cFFFFD200寵物對戰：|r四風峽,709,63095,0,134322,4,26,4,6,7,0
四風峽出了名最愛大啖美味植物。,|cFFFFD200寵物對戰：|r四風峽,710,63096,0,646325,4,26,4,6,7,0
四方水獺住在水邊，通常很友善也很愛玩。,|cFFFFD200寵物對戰：|r四風峽,711,63057,0,645906,8,26,4,6,7,0
水獺游泳時，用有力的尾巴來推進和轉動長長的身子。非常敏捷。,|cFFFFD200寵物對戰：|r四風峽,712,63358,0,645906,8,26,4,6,7,0
軟殼龜肉相當珍貴，並且是海龜湯的關鍵原料。,|cFFFFD200寵物對戰：|r四風峽,713,63060,0,1738657,8,26,4,6,7,0
被小熱疫毒牙蜘蛛咬的民俗療法就是瘋狂跳舞，在毒液入侵之前試著逼出汗來排除毒液。,|cFFFFD200寵物對戰：|r喀撒朗蠻荒|n|n,714,65054,0,132196,7,26,4,6,7,0
因結出絲繭的能力而受人喜愛。在野外時，未經訓練者很難辨認出來。,|cFFFFD200寵物對戰：|r四風峽|n,715,65099,0,648918,4,58,4,6,7,0
一種非常罕見的蜘蛛類生物，這些沒有毒性的小動物只以植物和水果為食。,|cFFFFD200寵物對戰：|r喀撒朗蠻荒|n,716,63288,0,132196,7,26,4,6,7,0
甲蟲家族中最美味的。,|cFFFFD200寵物對戰：|r喀撒朗蠻荒|n|n,717,63291,0,237144,4,26,4,6,7,0
一種大膽且自戀的昆蟲，為了追逐聚光燈能勇敢的面對任何威脅。,|cFFFFD200寵物對戰：|r喀撒朗蠻荒|n,718,65124,0,236193,2,26,4,6,7,0
完全長成時以小葉子與草為食。,|cFFFFD200寵物對戰：|r喀撒朗蠻荒|n,722,65185,0,236196,2,26,4,6,7,0
激怒一隻多刺鑽紋龜會使牠縮進殼中，並猛烈的旋轉撞向攻擊者。,|cFFFFD200寵物對戰：|r喀撒朗蠻荒,723,63293,0,656345,8,26,4,33,7,0
牠們會深深地鑽入雪堆中以躲避掠食者。,|cFFFFD200寵物對戰：|r崑萊峰|n,724,63550,0,797544,7,26,4,33,7,0
偶爾會偷吃一口被更大型動物殺死的獵物。,|cFFFFD200寵物對戰：|r崑萊峰|n,725,63551,0,797544,7,26,4,33,7,0
在不移動時，平原監視者會持續地來回擺動其尾巴。從遠方看來這樣的動作能模仿搖動的長草，掩蔽蜥蜴躲過空中的掠食者。,|cFFFFD200寵物對戰：|r崑萊峰|n,726,63547,0,463491,7,26,4,33,7,0
草原上有無數的囓齒類和其他種類的小生物，但其中最常見的就是老鼠。,|cFFFFD200寵物對戰：|r崑萊峰|n,727,59702,0,647701,4,26,4,6,7,0
只會在明亮的光線中下蛋。,|cFFFFD200寵物對戰：|r崑萊峰,728,63585,0,250626,2,26,4,6,7,0
在古老的寓言中，第一隻蒙古野兔跨過星辰間的鴻溝，直到牠讓祂們感到失望因而從天上打落到下面的世界。,|cFFFFD200寵物對戰：|r崑萊峰|n,729,63557,0,254857,4,26,4,6,7,0
小蒙古野兔在年輕時會被從巢中趕出，並自謀生活。,|cFFFFD200寵物對戰：|r崑萊峰|n,730,63558,0,254857,4,26,4,6,7,0
這些爬蟲生物擁有倒鉤鱗片，使牠們能夠爬上崑萊峰的岩石斜坡和陡峭懸崖。,|cFFFFD200寵物對戰：|r崑萊峰|n,731,63555,0,132211,7,26,4,6,7,0
在雨季最能夠成長茁壯，這種昆蟲會受暴風雷雨的吸引。,|cFFFFD200寵物對戰：|r悚然荒野|n|cFFFFD200寵物對戰：|r螳螂荒原,732,65187,0,236193,2,26,4,6,7,0
在夜晚時，草地蚱蜢會整個晚上都發出牠們令人惱怒的鳴叫聲。那些不習慣的人會聽著牠們求偶叫聲的小夜曲度過許多睡不著的夜晚。,|cFFFFD200寵物對戰：|r螳螂荒原,733,63549,0,646325,4,26,4,6,7,0
和其容易親近的外表相反，貓鼬是危險的肉食動物，以其獵捕能殺死更大型生物的毒蛇之能力聞名。,|cFFFFD200寵物對戰：|r螳螂荒原|n,737,65190,0,237409,8,26,4,6,7,0
小貓鼬喜歡躲在長長的草裡，那樣牠們的媽媽才能找到牠們。,|cFFFFD200寵物對戰：|r螳螂荒原|n,739,63954,0,237409,8,26,4,6,7,0
犛牛和老鼠間有著奇妙的牽絆。老鼠在這種共生關係中可以得到什麼是個謎。,|cFFFFD200寵物對戰：|r螳螂荒原、悚然荒野|n,740,63957,0,134324,4,26,4,6,7,0
這些豪豬也許很安靜，但常常會聽到踩到牠們尖刺的呆子們的呼喊聲。,|cFFFFD200寵物對戰：|r悚然荒野|n,741,64804,0,644001,7,26,4,6,7,0
豪豬一點也不喜歡槌球或紅鶴。,|cFFFFD200寵物對戰：|r悚然荒野|n,742,64242,0,644001,7,26,4,6,7,0
被目擊到與其他蛾螺爭搶主要的食物來源。,|cFFFFD200寵物對戰：|r悚然荒野|n|n,743,64352,0,442735,4,26,4,6,7,0
悚然荒野的蟑螂居住在陰影中。有些人發誓那些陰影會跟著他們走。,|cFFFFD200寵物對戰：|r悚然荒野|n,744,64238,0,294474,4,26,4,6,7,0
獨特的甲殼因為其材質與力量在飾品市場上有很高的價值。,|cFFFFD200寵物對戰：|r悚然荒野|n,745,63548,0,132195,7,26,4,6,7,0
帝王蟹因為牠帝王般的外表而得名。包括殼的銳利邊緣，舉起來的螯隱約有如皇冠。不過想戴上這個皇冠可能會讓你的眼珠被挖出來。,|cFFFFD200寵物對戰：|r悚然荒野|n,746,65203,0,2027883,8,26,4,6,7,0
身體發出用來吸引同伴的螢光。,|cFFFFD200寵物對戰：|r恆春谷|n,747,63850,0,236196,2,26,4,6,7,0
這種纖細的昆蟲之翅膀經常被縫入衣物或護甲中。,|cFFFFD200寵物對戰：|r恆春谷|n,748,63838,0,236193,2,26,4,6,7,0
麝香貓是水獺在陸地上生活的近親，因為其令人陶醉的麝香味而非常珍貴。,|cFFFFD200寵物對戰：|r恆春谷,749,63841,0,645906,8,26,4,6,7,0
麝香貓以會兇猛保護幼崽而聞名。,|cFFFFD200寵物對戰：|r恆春谷,750,63842,0,645906,8,26,4,6,7,0
因為他們滑過水面時那種跳舞般的動作而得名。這種生物會用奇妙的動作躲開被魚或其他水下掠食者的吞食。,|cFFFFD200寵物對戰：|r恆春谷|n,751,63847,0,643423,8,26,4,6,7,0
儘管其外表兇惡，這種黃腹的牛蛙可說是名符其實。,|cFFFFD200寵物對戰：|r恆春谷|n,752,63849,0,237579,8,26,4,6,7,0
在雨季最能夠成長茁壯，這種昆蟲會受暴風雷雨的吸引。,|cFFFFD200寵物對戰：|r翠玉林|n,753,65215,0,236193,2,26,4,6,7,0
這種昆蟲會被寺廟潛在的能量吸引，其會發出冷光的外表讓力量之地更增添神秘感。,|cFFFFD200寵物對戰：|r翠玉林|n,754,65216,0,236196,2,26,4,6,7,0
這隻蟑螂外殼上的標記十分接近死人的頭。,|cFFFFD200寵物對戰：|r海加爾山|n,755,62887,0,294474,4,26,4,6,7,0
喜歡居住在黑暗洞穴區域，以心綻花汁為食。,|cFFFFD200寵物對戰：|r地深之源|n,756,62916,0,236193,2,26,4,6,7,0
傳說，這些翡翠生物會替主人帶來好運和旅途平安。,|cFFFFD200促銷：|r可口可樂中國,757,14755,23531,134157,1,16466,7,6,7,0
據說在秋天看到能帶來好運。會躲避不認識的生物。,|cFFFFD200促銷：|r可口可樂中國,758,14756,23530,134158,1,16466,7,6,7,0
一種來自潘達利亞島嶼的高雅生物。,|cFFFFD200商人：|r奧德蕾‧燃憂，瓦桌格|n|cFFFFD200區域：|r暴風城，奧格瑪|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,792,65314,127816,646586,2,2,2,6,7,0
,,800,65344,0,133718,7,57,-1,6,7,0
一隻小寶寶版的雷雲蛟龍，來自遠方的潘達利亞。,,802,65313,127813,646018,1,16402,-1,6,7,0
這麼可愛，又這麼經典。,|cFFFFD200寵物對戰：|r翠玉林|n|cFFFFD200陣營：|r雲蛟衛(崇拜)|n,817,65323,0,646018,1,26,4,6,7,0
楚龍的後代，在煞的腐化侵襲豐泉台之前就先躲了起來。,|cFFFFD200寵物對戰：|r翠玉林|n|cFFFFD200聲望：|r雲蛟衛(崇拜),818,65324,0,652138,1,26,4,6,7,0
牠是紅色的，所以一定能用三倍速飛行。,|cFFFFD200寵物對戰：|r翠玉林|n|cFFFFD200陣營：|r雲蛟衛(崇拜)|n,819,65321,0,630863,1,26,4,6,7,0
最愛大吃喀撒朗蠻荒裡的美味植物。,|cFFFFD200成就：|r專業寵物總動員|n|cFFFFD200類別：|r寵物對戰,820,64232,127815,646325,4,82,4,6,7,0
牠老盯著我。我覺得牠打算咬我一口。,|cFFFFD200成就：|r需要更多的皮帶|n|cFFFFD200類別：|r收集,821,63621,124152,646445,0,82,5,6,7,0
這頭兇猛的臭鼬可以從30碼外朝攻擊者噴射，讓他們暫時看不見東西。接觸他的時候小心點！,|cFFFFD200寵物對戰：|r暮光高地,823,62907,0,463569,4,26,4,6,7,0
,,824,65829,0,618981,8,56,-1,6,7,0
,,825,65825,0,618972,7,56,-1,6,7,0
,,826,65826,0,618973,4,56,-1,6,7,0
,,827,65830,0,618974,1,56,-1,6,7,0
,,828,65831,0,618975,6,56,-1,6,7,0
,,829,65827,0,618976,2,56,-1,6,7,0
,,830,65828,0,618977,0,56,-1,6,7,0
,,831,65833,0,618978,5,56,-1,6,7,0
,,832,65832,0,618979,9,56,-1,6,7,0
,,833,65834,0,618980,3,56,-1,6,7,0
身為秘密的守護者，能夠賦予石頭生命力的魔古巫士偏愛這些質樸的寵物，勝於其他個性較為狂野的魔寵。,|cFFFFD200掉落：|r『晦暗者』卡爾|n|cFFFFD200區域：|r悚然荒野|n|n,834,64634,126251,399041,6,2,0,6,7,0
寬廣巨大的世界對這樣一個嬌小可愛的生物來說可能非常危險。,|cFFFFD200成就：|r凌婷的草藥旅行|n|cFFFFD200類別：|r地城與團隊,835,64632,126247,594273,0,82,4,6,7,0
水黽在錦魚人的文化中扮演非常重要的角色。牠們可以幫忙傳遞訊息、當作坐騎，甚至是家中飼養的寵物。,|cFFFFD200掉落：|r納拉許‧沃丹提斯|n|cFFFFD200區域：|r悚然荒野|n|n,836,64633,126249,133942,8,2,0,6,7,0
冒險者們宣稱曾看過一隻稀有的巨大翡翠岩蛛，在地深之源的居民稱呼牠為翠玉牙。,|cFFFFD200寵物對戰：|r地深之源,837,62915,0,134397,6,26,4,6,7,0
