Name_lang,ID,ClassMask,TrackingQuestID,Flags,TransmogSetGroupID,ItemNameDescriptionID,ParentTransmogSetID,CompleteWorldStateID,ExpansionID,PatchIntroduced,UiOrder,ConditionID
復仇鬥士魔織護甲,1102,256,46384,280,45,13301,0,1,6,70001,8401,0
復仇鬥士魔織護甲,1103,256,46407,278,45,3859,1101,1,6,70001,8710,0
復仇鬥士魔織護甲,1104,256,46408,282,45,3859,1102,1,6,70001,8710,0
復仇鬥士懼鎧護甲,1105,32,46381,280,45,13301,0,1,6,70001,8401,0
復仇鬥士懼鎧護甲,1106,32,46382,276,45,13301,0,1,6,70001,8401,0
復仇鬥士懼鎧護甲,1107,32,46405,282,45,3859,1105,1,6,70001,8710,0
復仇鬥士懼鎧護甲,1108,32,46406,278,45,3859,1106,1,6,70001,8710,0
復仇鬥士魔皮護甲,1109,2048,46400,280,45,13301,0,1,6,70001,8401,0
復仇鬥士魔皮護甲,1110,2048,46399,276,45,13301,0,1,6,70001,8401,0
復仇鬥士魔皮護甲,1111,2048,46424,282,45,3859,1109,1,6,70001,8710,0
復仇鬥士魔皮護甲,1112,2048,46423,278,45,3859,1110,1,6,70001,8710,0
復仇鬥士鍊甲護甲,1113,4,46378,276,45,13301,0,1,6,70001,8401,0
復仇鬥士鍊甲護甲,1114,4,46377,280,45,13301,0,1,6,70001,8401,0
復仇鬥士鍊甲護甲,1115,4,46402,278,45,3859,1113,1,6,70001,8710,0
復仇鬥士鍊甲護甲,1116,4,46401,282,45,3859,1114,1,6,70001,8710,0
復仇鬥士鐵皮護甲,1117,512,46386,276,45,13301,0,1,6,70001,8401,0
復仇鬥士鐵皮護甲,1118,512,46385,280,45,13301,0,1,6,70001,8401,0
復仇鬥士鐵皮護甲,1119,512,46410,278,45,3859,1117,1,6,70001,8710,0
復仇鬥士鐵皮護甲,1120,512,46409,282,45,3859,1118,1,6,70001,8710,0
復仇鬥士綴鱗護甲,1121,2,46396,276,45,13301,0,1,6,70001,8401,0
復仇鬥士綴鱗護甲,1122,2,46395,280,45,13301,0,1,6,70001,8401,0
復仇鬥士綴鱗護甲,1123,2,46420,278,45,3859,1121,1,6,70001,8710,0
復仇鬥士綴鱗護甲,1124,2,46419,282,45,3859,1122,1,6,70001,8710,0
復仇鬥士皮甲護甲,1125,8,46387,276,45,13301,0,1,6,70001,8401,0
復仇鬥士皮甲護甲,1126,8,46388,280,45,13301,0,1,6,70001,8401,0
復仇鬥士皮甲護甲,1127,8,46411,278,45,3859,1125,1,6,70001,8710,0
復仇鬥士皮甲護甲,1128,8,46412,282,45,3859,1126,1,6,70001,8710,0
復仇鬥士環甲護甲,1129,64,46392,276,45,13301,0,1,6,70001,8401,0
復仇鬥士環甲護甲,1130,64,46391,280,45,13301,0,1,6,70001,8401,0
復仇鬥士環甲護甲,1131,64,46416,278,45,3859,1129,1,6,70001,8710,0
復仇鬥士環甲護甲,1132,64,46415,282,45,3859,1130,1,6,70001,8710,0
復仇鬥士鎧甲護甲,1133,1,46389,276,45,13301,0,1,6,70001,8401,0
復仇鬥士鎧甲護甲,1134,1,46390,280,45,13301,0,1,6,70001,8401,0
復仇鬥士鎧甲護甲,1135,1,46413,278,45,3859,1133,1,6,70001,8710,0
復仇鬥士鎧甲護甲,1136,1,46414,282,45,3859,1134,1,6,70001,8710,0
復仇戰鬥者絲質護甲,1137,128,46374,276,45,13302,1094,1,6,70001,8100,0
原始鬥士懼鎧護甲,1138,32,0,278,11,3859,128,1,5,60001,6600,0
原始鬥士懼鎧護甲,1139,32,0,282,11,3859,127,1,5,60001,6600,0
原始鬥士龍皮護甲,1140,1024,0,278,11,3859,126,1,5,60001,6600,0
原始鬥士龍皮護甲,1141,1024,0,282,11,3859,125,1,5,60001,6600,0
原始鬥士鍊甲護甲,1142,4,0,278,11,3859,124,1,5,60001,6600,0
原始鬥士鍊甲護甲,1143,4,0,282,11,3859,123,1,5,60001,6600,0
原始鬥士絲質護甲,1144,128,0,278,11,3859,144,1,5,60001,6600,0
原始鬥士絲質護甲,1145,128,0,282,11,3859,143,1,5,60001,6600,0
原始鬥士鐵皮護甲,1146,512,0,278,11,3859,132,1,5,60001,6600,0
原始鬥士鐵皮護甲,1147,512,0,282,11,3859,131,1,5,60001,6600,0
原始鬥士綴鱗護甲,1148,2,0,278,11,3859,142,1,5,60001,6600,0
原始鬥士綴鱗護甲,1149,2,0,282,11,3859,141,1,5,60001,6600,0
原始鬥士皮甲護甲,1150,8,0,278,11,3859,134,1,5,60001,6600,0
原始鬥士皮甲護甲,1151,8,0,282,11,3859,133,1,5,60001,6600,0
原始鬥士環甲護甲,1152,64,0,278,11,3859,138,1,5,60001,6600,0
原始鬥士環甲護甲,1153,64,0,282,11,3859,137,1,5,60001,6600,0
原始鬥士魔織護甲,1154,256,0,278,11,3859,130,1,5,60001,6600,0
原始鬥士魔織護甲,1155,256,0,282,11,3859,129,1,5,60001,6600,0
原始鬥士鎧甲護甲,1156,1,0,278,11,3859,136,1,5,60001,6600,0
原始鬥士鎧甲護甲,1157,1,0,282,11,3859,135,1,5,60001,6600,0
復仇戰鬥者魔織護甲,1158,256,46495,276,45,13302,1101,1,6,70001,8100,0
復仇戰鬥者絲質護甲,1159,128,46373,280,45,13302,1093,1,6,70001,8100,0
復仇戰鬥者魔織護甲,1160,256,46496,280,45,13302,1102,1,6,70001,8100,0
復仇戰鬥者環甲護甲,1161,64,46367,276,45,13302,1129,1,6,70001,8100,0
復仇戰鬥者環甲護甲,1162,64,46368,280,45,13302,1130,1,6,70001,8100,0
復仇戰鬥者懼鎧護甲,1163,32,46358,276,45,13302,1106,1,6,70001,8100,0
復仇戰鬥者綴鱗護甲,1164,2,46372,276,45,13302,1121,1,6,70001,8100,0
復仇戰鬥者懼鎧護甲,1165,32,46359,280,45,13302,1105,1,6,70001,8100,0
復仇戰鬥者綴鱗護甲,1166,2,46371,280,45,13302,1122,1,6,70001,8100,0
復仇戰鬥者魔皮護甲,1167,2048,47444,276,45,13302,1110,1,6,70001,8100,0
復仇戰鬥者龍皮護甲,1168,1024,46356,276,45,13302,1098,1,6,70001,8100,0
復仇戰鬥者鐵皮護甲,1169,512,46361,276,45,13302,1117,1,6,70001,8100,0
復仇戰鬥者魔皮護甲,1170,2048,47446,280,45,13302,1109,1,6,70001,8100,0
復仇戰鬥者龍皮護甲,1171,1024,46357,280,45,13302,1097,1,6,70001,8100,0
復仇戰鬥者鐵皮護甲,1172,512,46362,280,45,13302,1118,1,6,70001,8100,0
荒野鬥士懼鎧護甲,1173,32,0,278,12,3859,90,1,5,60100,7000,0
荒野鬥士懼鎧護甲,1174,32,0,282,12,3859,89,1,5,60100,7000,0
荒野鬥士龍皮護甲,1175,1024,0,278,12,3859,84,1,5,60100,7000,0
荒野鬥士龍皮護甲,1176,1024,0,282,12,3859,83,1,5,60100,7000,0
荒野鬥士鍊甲護甲,1177,4,0,278,12,3859,80,1,5,60100,7000,0
荒野鬥士鍊甲護甲,1178,4,0,282,12,3859,79,1,5,60100,7000,0
荒野鬥士絲質護甲,1179,128,0,278,12,3859,100,1,5,60100,7000,0
荒野鬥士絲質護甲,1180,128,0,282,12,3859,99,1,5,60100,7000,0
荒野鬥士鐵皮護甲,1181,512,0,278,12,3859,88,1,5,60100,7000,0
荒野鬥士鐵皮護甲,1182,512,0,282,12,3859,87,1,5,60100,7000,0
荒野鬥士綴鱗護甲,1183,2,0,278,12,3859,94,1,5,60100,7000,0
荒野鬥士綴鱗護甲,1184,2,0,282,12,3859,93,1,5,60100,7000,0
荒野鬥士皮甲護甲,1185,8,0,278,12,3859,85,1,5,60100,7000,0
荒野鬥士皮甲護甲,1186,8,0,282,12,3859,86,1,5,60100,7000,0
荒野鬥士環甲護甲,1187,64,0,278,12,3859,81,1,5,60100,7000,0
荒野鬥士環甲護甲,1188,64,0,282,12,3859,82,1,5,60100,7000,0
荒野鬥士魔織護甲,1189,256,0,278,12,3859,96,1,5,60100,7000,0
荒野鬥士魔織護甲,1190,256,0,282,12,3859,95,1,5,60100,7000,0
荒野鬥士鎧甲護甲,1191,1,0,278,12,3859,92,1,5,60100,7000,0
荒野鬥士鎧甲護甲,1192,1,0,282,12,3859,91,1,5,60100,7000,0
嗜血鬥士鎧甲護甲,1193,1,46517,272,19,13304,626,1,3,40000,3390,0
嗜血鬥士魔織護甲,1194,256,46515,272,19,13304,628,1,3,40000,3390,0
嗜血鬥士環甲護甲,1195,64,46518,272,19,13304,747,1,3,40000,3390,0
嗜血鬥士皮甲護甲,1196,8,46516,272,19,13304,749,1,3,40000,3390,0
嗜血鬥士綴鱗護甲,1197,2,46520,272,19,13304,751,1,3,40000,3390,0
嗜血鬥士絲質護甲,1198,128,46521,272,19,13304,753,1,3,40000,3390,0
嗜血鬥士鍊甲護甲,1199,4,46512,272,19,13304,755,1,3,40000,3390,0
嗜血鬥士龍皮護甲,1200,1024,46513,272,19,13304,757,1,3,40000,3390,0
嗜血鬥士懼鎧護甲,1201,32,46514,272,19,13304,759,1,3,40000,3390,0
野蠻鬥士懼鎧護甲,1202,32,47060,272,24,13301,0,1,1,20400,1591,0
,1203,0,46598,273,0,0,0,1,2,30001,2320,0
好戰鬥士懼鎧護甲,1204,32,0,278,13,3859,108,1,5,60200,7100,0
好戰鬥士懼鎧護甲,1205,32,0,282,13,3859,107,1,5,60200,7100,0
好戰鬥士龍皮護甲,1206,1024,0,278,13,3859,106,1,5,60200,7100,0
好戰鬥士龍皮護甲,1207,1024,0,282,13,3859,105,1,5,60200,7100,0
好戰鬥士鍊甲護甲,1208,4,0,278,13,3859,102,1,5,60200,7100,0
好戰鬥士鍊甲護甲,1209,4,0,282,13,3859,101,1,5,60200,7100,0
好戰鬥士絲質護甲,1210,128,0,278,13,3859,122,1,5,60200,7100,0
好戰鬥士絲質護甲,1211,128,0,282,13,3859,121,1,5,60200,7100,0
好戰鬥士鐵皮護甲,1212,512,0,278,13,3859,112,1,5,60200,7100,0
好戰鬥士鐵皮護甲,1213,512,0,282,13,3859,111,1,5,60200,7100,0
好戰鬥士綴鱗護甲,1214,2,0,278,13,3859,120,1,5,60200,7100,0
好戰鬥士綴鱗護甲,1215,2,0,282,13,3859,119,1,5,60200,7100,0
好戰鬥士皮甲護甲,1216,8,0,278,13,3859,114,1,5,60200,7100,0
好戰鬥士皮甲護甲,1217,8,0,282,13,3859,113,1,5,60200,7100,0
好戰鬥士環甲護甲,1218,64,0,278,13,3859,104,1,5,60200,7100,0
好戰鬥士環甲護甲,1219,64,0,282,13,3859,103,1,5,60200,7100,0
好戰鬥士魔織護甲,1220,256,0,278,13,3859,110,1,5,60200,7100,0
好戰鬥士魔織護甲,1221,256,0,282,13,3859,109,1,5,60200,7100,0
好戰鬥士鎧甲護甲,1222,1,0,278,13,3859,116,1,5,60200,7100,0
好戰鬥士鎧甲護甲,1223,1,0,282,13,3859,115,1,5,60200,7100,0
Unused Set,1224,0,46459,1,46,13301,0,1,6,0,8601,0
冷酷鬥士鎧甲護甲,1225,1,46459,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士鎧甲護甲,1226,1,46460,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士鎧甲護甲,1227,1,46483,278,46,3859,1225,1,6,70200,8602,0
冷酷鬥士鎧甲護甲,1228,1,46484,282,46,3859,1226,1,6,70200,8602,0
冷酷鬥士魔織護甲,1229,256,46453,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士魔織護甲,1230,256,46454,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士魔織護甲,1231,256,46477,278,46,3859,1229,1,6,70200,8602,0
冷酷鬥士魔織護甲,1232,256,46478,282,46,3859,1230,1,6,70200,8602,0
冷酷鬥士環甲護甲,1233,64,46462,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士環甲護甲,1234,64,46461,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士環甲護甲,1235,64,46486,278,46,3859,1233,1,6,70200,8602,0
冷酷鬥士環甲護甲,1236,64,46485,282,46,3859,1234,1,6,70200,8602,0
冷酷鬥士皮甲護甲,1237,8,46457,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士皮甲護甲,1238,8,46458,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士皮甲護甲,1239,8,46481,278,46,3859,1237,1,6,70200,8602,0
冷酷鬥士皮甲護甲,1240,8,46482,282,46,3859,1238,1,6,70200,8602,0
冷酷鬥士綴鱗護甲,1241,2,46466,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士綴鱗護甲,1242,2,46465,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士綴鱗護甲,1243,2,46490,278,46,3859,1241,1,6,70200,8602,0
冷酷鬥士綴鱗護甲,1244,2,46489,282,46,3859,1242,1,6,70200,8602,0
冷酷鬥士鐵皮護甲,1245,512,46456,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士鐵皮護甲,1246,512,46455,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士鐵皮護甲,1247,512,46480,278,46,3859,1245,1,6,70200,8602,0
冷酷鬥士鐵皮護甲,1248,512,46479,282,46,3859,1246,1,6,70200,8602,0
冷酷鬥士絲質護甲,1249,128,46468,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士絲質護甲,1250,128,46467,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士絲質護甲,1251,128,46492,278,46,3859,1249,1,6,70200,8602,0
冷酷鬥士絲質護甲,1252,128,46491,282,46,3859,1250,1,6,70200,8602,0
冷酷鬥士鍊甲護甲,1253,4,46447,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士鍊甲護甲,1254,4,46448,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士鍊甲護甲,1255,4,46472,278,46,3859,1254,1,6,70200,8602,0
冷酷鬥士鍊甲護甲,1256,4,46471,282,46,3859,1253,1,6,70200,8602,0
冷酷鬥士龍皮護甲,1257,1024,46450,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士龍皮護甲,1258,1024,46449,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士龍皮護甲,1259,1024,46474,278,46,3859,1257,1,6,70200,8602,0
冷酷鬥士龍皮護甲,1260,1024,46473,282,46,3859,1258,1,6,70200,8602,0
冷酷鬥士魔皮護甲,1261,2048,47083,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士魔皮護甲,1262,2048,47082,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士魔皮護甲,1263,2048,47080,278,46,3859,1262,1,6,70200,8602,0
冷酷鬥士魔皮護甲,1264,2048,47081,282,46,3859,1261,1,6,70200,8602,0
冷酷鬥士懼鎧護甲,1265,32,46452,276,46,13301,0,1,6,70200,8601,0
冷酷鬥士懼鎧護甲,1266,32,46451,280,46,13301,0,1,6,70200,8601,0
冷酷鬥士懼鎧護甲,1267,32,46476,278,46,3859,1265,1,6,70200,8602,0
冷酷鬥士懼鎧護甲,1268,32,46475,282,46,3859,1266,1,6,70200,8602,0
冷酷戰鬥者鎧甲護甲,1269,1,47158,280,46,13302,1226,1,6,70200,8600,0
冷酷戰鬥者鎧甲護甲,1270,1,47159,276,46,13302,1225,1,6,70200,8600,0
冷酷戰鬥者魔織護甲,1271,256,47164,280,46,13302,1230,1,6,70200,8600,0
冷酷戰鬥者魔織護甲,1272,256,47165,276,46,13302,1229,1,6,70200,8600,0
冷酷戰鬥者環甲護甲,1273,64,47157,280,46,13302,1234,1,6,70200,8600,0
冷酷戰鬥者環甲護甲,1274,64,47156,276,46,13302,1233,1,6,70200,8600,0
冷酷戰鬥者皮甲護甲,1275,8,47161,280,46,13302,1238,1,6,70200,8600,0
冷酷戰鬥者皮甲護甲,1276,8,47160,276,46,13302,1237,1,6,70200,8600,0
冷酷戰鬥者緞質護甲,1277,16,47155,280,46,13302,391,1,6,70200,8600,0
冷酷戰鬥者緞質護甲,1278,16,47154,276,46,13302,389,1,6,70200,8600,0
冷酷戰鬥者綴鱗護甲,1279,2,47153,280,46,13302,1242,1,6,70200,8600,0
冷酷戰鬥者綴鱗護甲,1280,2,47152,276,46,13302,1241,1,6,70200,8600,0
冷酷戰鬥者鐵皮護甲,1281,512,47162,280,46,13302,1246,1,6,70200,8600,0
冷酷戰鬥者鐵皮護甲,1282,512,47163,276,46,13302,1245,1,6,70200,8600,0
冷酷戰鬥者絲質護甲,1283,128,47151,280,46,13302,1250,1,6,70200,8600,0
冷酷戰鬥者絲質護甲,1284,128,47150,276,46,13302,1249,1,6,70200,8600,0
冷酷戰鬥者鍊甲護甲,1285,4,47173,280,46,13302,1253,1,6,70200,8600,0
冷酷戰鬥者鍊甲護甲,1286,4,47172,276,46,13302,1254,1,6,70200,8600,0
冷酷戰鬥者龍皮護甲,1287,1024,47171,280,46,13302,1258,1,6,70200,8600,0
冷酷戰鬥者龍皮護甲,1288,1024,47170,276,46,13302,1257,1,6,70200,8600,0
冷酷戰鬥者魔皮護甲,1289,2048,47167,280,46,13302,1261,1,6,70200,8600,0
冷酷戰鬥者魔皮護甲,1290,2048,47166,276,46,13302,1262,1,6,70200,8600,0
冷酷戰鬥者懼鎧護甲,1291,32,47169,280,46,13302,1266,1,6,70200,8600,0
冷酷戰鬥者懼鎧護甲,1292,32,47168,276,46,13302,1265,1,6,70200,8600,0
泰坦猛將護甲,1293,1,0,0,56,13193,0,1,6,70200,8901,0
泰坦猛將護甲,1294,1,0,0,56,2015,1293,1,6,70200,8902,0
泰坦猛將護甲,1295,1,0,0,56,13145,1293,1,6,70200,8903,0
泰坦猛將護甲,1296,1,0,0,56,1641,1293,1,6,70200,8900,0
魔鬼衣飾,1297,256,0,0,56,13193,0,1,6,70200,8901,0
魔鬼衣飾,1298,256,0,0,56,2015,1297,1,6,70200,8902,0
魔鬼衣飾,1299,256,0,0,56,13145,1297,1,6,70200,8903,0
魔鬼衣飾,1300,256,0,0,56,1641,1297,1,6,70200,8900,0
破天者戰衣,1301,64,0,0,56,13193,0,1,6,70200,8901,0
破天者戰衣,1302,64,0,0,56,1641,1301,1,6,70200,8900,0
破天者戰衣,1303,64,0,0,56,2015,1301,1,6,70200,8902,0
破天者戰衣,1304,64,0,0,56,13145,1301,1,6,70200,8903,0
尖牙殺手護甲,1305,8,0,0,56,13193,0,1,6,70200,8901,0
尖牙殺手護甲,1306,8,0,0,56,1641,1305,1,6,70200,8900,0
尖牙殺手護甲,1307,8,0,0,56,2015,1305,1,6,70200,8902,0
尖牙殺手護甲,1308,8,0,0,56,13145,1305,1,6,70200,8903,0
盲目赦免法衣,1309,16,0,0,56,13193,0,1,6,70200,8901,0
盲目赦免法衣,1310,16,0,0,56,13145,1309,1,6,70200,8903,0
盲目赦免法衣,1312,16,0,0,56,2015,1309,1,6,70200,8902,0
璀璨光明使者護甲,1313,2,0,0,56,13193,0,1,6,70200,8901,0
璀璨光明使者護甲,1314,2,0,0,56,13145,1313,1,6,70200,8903,0
璀璨光明使者護甲,1315,2,0,0,56,1641,1313,1,6,70200,8900,0
璀璨光明使者護甲,1316,2,0,0,56,2015,1313,1,6,70200,8902,0
雪怒戰裝,1317,512,0,0,56,13193,0,1,6,70200,8901,0
雪怒戰裝,1318,512,0,0,56,13145,1317,1,6,70200,8903,0
雪怒戰裝,1319,512,0,0,56,1641,1317,1,6,70200,8900,0
雪怒戰裝,1320,512,0,0,56,2015,1317,1,6,70200,8902,0
秘法暴雨戰衣,1321,128,0,0,56,13193,0,1,6,70200,8901,0
秘法暴雨戰衣,1322,128,0,0,56,13145,1321,1,6,70200,8903,0
秘法暴雨戰衣,1323,128,0,0,56,1641,1321,1,6,70200,8900,0
秘法暴雨戰衣,1324,128,0,0,56,2015,1321,1,6,70200,8902,0
野地潛獵者護具,1325,4,0,0,56,13193,0,1,6,70200,8901,0
野地潛獵者護具,1326,4,0,0,56,13145,1325,1,6,70200,8903,0
野地潛獵者護具,1327,4,0,0,56,1641,1325,1,6,70200,8900,0
野地潛獵者護具,1328,4,0,0,56,2015,1325,1,6,70200,8902,0
風暴之心衣飾,1329,1024,0,0,56,13193,0,1,6,70200,8901,0
風暴之心衣飾,1330,1024,0,0,56,13145,1329,1,6,70200,8903,0
風暴之心衣飾,1331,1024,0,0,56,1641,1329,1,6,70200,8900,0
風暴之心衣飾,1332,1024,0,0,56,2015,1329,1,6,70200,8902,0
惡魔剋星護甲,1333,2048,0,0,56,13193,0,1,6,70200,8901,0
惡魔剋星護甲,1334,2048,0,0,56,13145,1333,1,6,70200,8903,0
惡魔剋星護甲,1335,2048,0,0,56,1641,1333,1,6,70200,8900,0
惡魔剋星護甲,1336,2048,0,0,56,2015,1333,1,6,70200,8902,0
墓衛武裝,1337,32,0,0,56,13193,0,1,6,70200,8901,0
墓衛武裝,1338,32,0,0,56,13145,1337,1,6,70200,8903,0
墓衛武裝,1339,32,0,0,56,1641,1337,1,6,70200,8900,0
墓衛武裝,1340,32,0,0,56,2015,1337,1,6,70200,8902,0
盲目赦免法衣,1342,16,0,0,56,1641,1309,1,6,70200,8900,0
好戰鬥士緞質護甲搖擺舞,1343,16,43170,281,13,13301,0,1,5,0,7100,0
黑暗神廟,1344,0,0,1,0,0,0,1,0,0,4630,0
黯刃武裝,1345,32,47255,1,0,0,0,1,0,70001,6800,0
白銀之手武裝,1346,2,47256,1,0,0,0,1,0,70001,6800,0
埃辛諾斯戰刃,1347,2048,47331,3,0,0,0,1,0,20100,6800,0
凶狠戰鬥者懼鎧護甲,1348,32,47338,276,57,13302,1400,1,6,70300,8900,0
凶狠戰鬥者懼鎧護甲,1349,32,47337,280,57,13302,1401,1,6,70300,8900,0
凶狠鬥士懼鎧護甲,1352,32,47403,278,57,3859,1400,1,6,70300,8902,0
凶狠鬥士懼鎧護甲,1353,32,47404,282,57,3859,1401,1,6,70300,8902,0
凶狠戰鬥者魔皮護甲,1354,2048,47340,276,57,13302,1402,1,6,70300,8900,0
凶狠戰鬥者魔皮護甲,1355,2048,47339,280,57,13302,1403,1,6,70300,8900,0
凶狠鬥士魔皮護甲,1358,2048,47384,278,57,3859,1402,1,6,70300,8902,0
凶狠鬥士魔皮護甲,1359,2048,47383,282,57,3859,1403,1,6,70300,8902,0
凶狠戰鬥者龍皮護甲,1360,1024,47336,276,57,13302,1404,1,6,70300,8900,0
凶狠戰鬥者龍皮護甲,1361,1024,47335,280,57,13302,1405,1,6,70300,8900,0
凶狠戰鬥者鍊甲護甲,1362,4,47334,276,57,13302,1406,1,6,70300,8900,0
凶狠戰鬥者鍊甲護甲,1363,4,47333,280,57,13302,1407,1,6,70300,8900,0
凶狠戰鬥者絲質護甲,1364,128,47356,276,57,13302,1408,1,6,70300,8900,0
凶狠戰鬥者絲質護甲,1365,128,47355,280,57,13302,1409,1,6,70300,8900,0
凶狠戰鬥者鐵皮護甲,1366,512,47343,276,57,13302,1410,1,6,70300,8900,0
凶狠戰鬥者鐵皮護甲,1367,512,47344,280,57,13302,1411,1,6,70300,8900,0
凶狠戰鬥者綴鱗護甲,1368,2,47354,276,57,13302,1412,1,6,70300,8900,0
凶狠戰鬥者綴鱗護甲,1369,2,47353,280,57,13302,1413,1,6,70300,8900,0
凶狠戰鬥者緞質護甲,1370,16,47352,276,57,13302,1414,1,6,70300,8900,0
凶狠戰鬥者緞質護甲,1371,16,47351,280,57,13302,1415,1,6,70300,8900,0
凶狠戰鬥者皮甲護甲,1372,8,47346,276,57,13302,1416,1,6,70300,8900,0
凶狠戰鬥者皮甲護甲,1373,8,47345,280,57,13302,1417,1,6,70300,8900,0
凶狠戰鬥者環甲護甲,1374,64,47350,276,57,13302,1418,1,6,70300,8900,0
凶狠戰鬥者環甲護甲,1375,64,47349,280,57,13302,1419,1,6,70300,8900,0
凶狠戰鬥者魔織護甲,1376,256,47341,276,57,13302,1420,1,6,70300,8900,0
凶狠戰鬥者魔織護甲,1377,256,47342,280,57,13302,1421,1,6,70300,8900,0
凶狠戰鬥者鎧甲護甲,1378,1,47347,276,57,13302,1422,1,6,70300,8900,0
凶狠戰鬥者鎧甲護甲,1379,1,47348,280,57,13302,1423,1,6,70300,8900,0
凶狠鬥士龍皮護甲,1380,1024,47405,278,57,3859,1404,1,6,70300,8902,0
凶狠鬥士龍皮護甲,1381,1024,47406,282,57,3859,1405,1,6,70300,8902,0
凶狠鬥士鍊甲護甲,1382,4,47407,278,57,3859,1406,1,6,70300,8902,0
凶狠鬥士鍊甲護甲,1383,4,47408,282,57,3859,1407,1,6,70300,8902,0
凶狠鬥士絲質護甲,1384,128,47387,278,57,3859,1408,1,6,70300,8902,0
凶狠鬥士絲質護甲,1385,128,47388,282,57,3859,1409,1,6,70300,8902,0
凶狠鬥士鐵皮護甲,1386,512,47399,278,57,3859,1410,1,6,70300,8902,0
凶狠鬥士鐵皮護甲,1387,512,47400,282,57,3859,1411,1,6,70300,8902,0
凶狠鬥士綴鱗護甲,1388,2,47389,278,57,3859,1412,1,6,70300,8902,0
凶狠鬥士綴鱗護甲,1389,2,47390,282,57,3859,1413,1,6,70300,8902,0
凶狠鬥士緞質護甲,1390,16,47391,278,57,3859,1414,1,6,70300,8902,0
凶狠鬥士緞質護甲,1391,16,47392,282,57,3859,1415,1,6,70300,8902,0
凶狠鬥士皮甲護甲,1392,8,47398,278,57,3859,1416,1,6,70300,8902,0
凶狠鬥士皮甲護甲,1393,8,47397,282,57,3859,1417,1,6,70300,8902,0
凶狠鬥士環甲護甲,1394,64,47393,278,57,3859,1418,1,6,70300,8902,0
凶狠鬥士環甲護甲,1395,64,47394,282,57,3859,1419,1,6,70300,8902,0
凶狠鬥士魔織護甲,1396,256,47402,278,57,3859,1420,1,6,70300,8902,0
凶狠鬥士魔織護甲,1397,256,47401,282,57,3859,1421,1,6,70300,8902,0
凶狠鬥士鎧甲護甲,1398,1,47395,282,57,3859,1423,1,6,70300,8902,0
凶狠鬥士鎧甲護甲,1399,1,47396,278,57,3859,1422,1,6,70300,8902,0
凶狠鬥士懼鎧護甲,1400,32,47377,276,57,13301,0,1,6,70300,8901,0
凶狠鬥士懼鎧護甲,1401,32,47378,280,57,13301,0,1,6,70300,8901,0
凶狠鬥士魔皮護甲,1402,2048,47358,276,57,13301,0,1,6,70300,8901,0
凶狠鬥士魔皮護甲,1403,2048,47357,280,57,13301,0,1,6,70300,8901,0
凶狠鬥士龍皮護甲,1404,1024,47379,276,57,13301,0,1,6,70300,8901,0
凶狠鬥士龍皮護甲,1405,1024,47380,280,57,13301,0,1,6,70300,8901,0
凶狠鬥士鍊甲護甲,1406,4,47381,276,57,13301,0,1,6,70300,8901,0
凶狠鬥士鍊甲護甲,1407,4,47382,280,57,13301,0,1,6,70300,8901,0
凶狠鬥士絲質護甲,1408,128,47361,276,57,13301,0,1,6,70300,8901,0
凶狠鬥士絲質護甲,1409,128,47362,280,57,13301,0,1,6,70300,8901,0
凶狠鬥士鐵皮護甲,1410,512,47373,276,57,13301,0,1,6,70300,8901,0
凶狠鬥士鐵皮護甲,1411,512,47374,280,57,13301,0,1,6,70300,8901,0
凶狠鬥士綴鱗護甲,1412,2,47363,276,57,13301,0,1,6,70300,8901,0
凶狠鬥士綴鱗護甲,1413,2,47364,280,57,13301,0,1,6,70300,8901,0
凶狠鬥士緞質護甲,1414,16,47365,276,57,13301,0,1,6,70300,8901,0
凶狠鬥士緞質護甲,1415,16,47366,280,57,13301,0,1,6,70300,8901,0
凶狠鬥士皮甲護甲,1416,8,47372,276,57,13301,0,1,6,70300,8901,0
凶狠鬥士皮甲護甲,1417,8,47371,280,57,13301,0,1,6,70300,8901,0
凶狠鬥士環甲護甲,1418,64,47367,276,57,13301,0,1,6,70300,8901,0
凶狠鬥士環甲護甲,1419,64,47368,280,57,13301,0,1,6,70300,8901,0
凶狠鬥士魔織護甲,1420,256,47376,276,57,13301,0,1,6,70300,8901,0
