ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
367,每$t@effectindex秒對施法者附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點自然傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點自然傷害。,6,3,1,7,8,50,50
368,每$t@effectindex秒對施法者附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點冰霜傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點冰霜傷害。,6,3,1,7,16,50,50
369,每$t@effectindex秒對施法者附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點秘法傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點秘法傷害。,6,3,1,7,64,50,50
370,每$t@effectindex秒對施法者附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點混沌傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點混沌傷害。,6,3,1,7,127,50,50
371,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點混沌傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點混沌傷害。,6,3,1,5,127,50,50
372,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點秘法傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點秘法傷害。,6,3,1,5,64,50,50
373,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點冰霜傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點冰霜傷害。,6,3,1,5,16,50,50
374,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點自然傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點自然傷害。,6,3,1,5,8,50,50
375,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點火焰傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點火焰傷害。,6,3,1,5,4,50,50
376,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點神聖傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點神聖傷害。,6,3,1,5,2,50,50
377,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點物理傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點物理傷害。,6,3,1,5,1,50,50
378,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點暗影傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗影傷害。,6,3,1,5,32,50,50
379,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點暗影傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗影傷害。,6,3,1,9,32,50,50
380,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點物理傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點物理傷害。,6,3,1,9,1,50,50
381,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點神聖傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點神聖傷害。,6,3,1,9,2,50,50
382,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點火焰傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點火焰傷害。,6,3,1,9,4,50,50
383,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點自然傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點自然傷害。,6,3,1,9,8,50,50
384,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點冰霜傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點冰霜傷害。,6,3,1,9,16,50,50
385,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點秘法傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點秘法傷害。,6,3,1,9,64,50,50
386,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點混沌傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點混沌傷害。,6,3,1,9,127,50,50
387,使施法者附近$A@effectindex碼範圍內的敵人暈眩，持續$d。,困惑。,6,5,0,7,0,0,0
388,每$t@effectindex秒對$A@effectindex碼範圍內的所有敵人造成物理傷害，持續$d。,每$t@effectindex秒造成物理傷害。,6,70,1,7,1,50,50
389,每$t@effectindex秒對$A@effectindex碼範圍內的所有敵人造成神聖傷害，持續$d。,每$t@effectindex秒造成神聖傷害。,6,70,1,7,2,50,50
390,每$t@effectindex秒對$A@effectindex碼範圍內的所有敵人造成火焰傷害，持續$d。,每$t@effectindex秒造成火焰傷害。,6,70,1,7,4,50,50
395,每$t@effectindex秒對$A@effectindex碼範圍內的所有敵人造成冰霜傷害，持續$d。,每$t@effectindex秒造成冰霜傷害。,6,70,1,7,16,50,50
396,每$t@effectindex秒對$A@effectindex碼範圍內的所有敵人造成秘法傷害，持續$d。,每$t@effectindex秒造成秘法傷害。,6,70,1,7,64,50,50
397,將施法者面前的所有敵人擊退。,,144,0,1,9,0,0,0
398,將施法者附近$A@effectindex碼範圍內的所有敵人擊退。,,144,0,1,7,0,0,0
399,將衝擊點$A@effectindex碼範圍內的所有敵人擊退。,,144,0,1,5,0,0,0
400,擊退一名敵人。,,144,0,1,3,0,0,0
401,擊退一名敵人。,,144,0,1,1,0,0,0
402,將施法者面前的所有敵人擊退。,,138,0,1,9,0,0,0
403,將施法者附近$A@effectindex碼範圍內的所有敵人擊退。,,138,0,1,7,0,0,0
404,將衝擊點$A@effectindex碼範圍內的所有敵人擊退。,,138,0,1,5,0,0,0
405,擊退一名敵人。,,138,0,1,3,0,0,0
406,擊退一名敵人。,,138,0,1,1,0,0,0
407,使目標恐懼$d。,恐懼。,6,7,0,3,0,0,0
408,使衝擊點附近$A@effectindex碼範圍內的敵人恐懼，持續$d。,恐懼。,6,7,0,5,0,0,0
409,使施法者附近$A@effectindex碼範圍內的敵人恐懼，持續$d。,恐懼。,6,7,0,7,0,0,0
410,使施法者面前的所有敵人恐懼，持續$d。,恐懼。,6,7,0,9,0,0,0
411,使一名敵人受到的火焰傷害提高$s@effectindex%，持續$d。,受到的火焰傷害提高$s@effectindex%。,6,87,1,1,4,0,0
412,使一名敵人受到的物理傷害提高$s@effectindex%，持續$d。,受到的物理傷害提高$s@effectindex%。,6,87,1,1,1,0,0
413,使一名敵人受到的神聖傷害提高$s@effectindex%，持續$d。,受到的神聖傷害提高$s@effectindex%。,6,87,1,1,2,0,0
414,使一名敵人受到的冰霜傷害提高$s@effectindex%，持續$d。,受到的冰霜傷害提高$s@effectindex%。,6,87,1,1,16,0,0
415,使一名敵人受到的暗影傷害提高$s@effectindex%，持續$d。,受到的暗影傷害提高$s@effectindex%。,6,87,1,1,32,0,0
416,使一名敵人受到的秘法傷害提高$s@effectindex%，持續$d。,受到的秘法傷害提高$s@effectindex%。,6,87,1,1,64,0,0
417,使一名敵人受到的自然傷害提高$s@effectindex%，持續$d。,受到的自然傷害提高$s@effectindex%。,6,87,1,1,8,0,0
418,使一名敵人受到的傷害提高$s@effectindex%，持續$d。,受到的傷害提高$s@effectindex%。,6,87,1,1,127,0,0
419,使目標的生命力上限降低$s@effectindex%，持續$d。,生命力上限降低$s@effectindex%。,6,133,2,3,0,0,0
420,使施法者面前所有敵人的生命力上限降低$s@effectindex%，持續$d。,生命力上限降低$s@effectindex%。,6,133,2,9,0,0,0
421,使施法者附近$A@effectindex碼範圍內所有敵人的生命力上限降低$s@effectindex%，持續$d。,生命力上限降低$s@effectindex%。,6,133,2,7,0,0,0
422,使衝擊點附近$A@effectindex碼範圍內所有敵人的生命力上限降低$s@effectindex%，持續$d。,生命力上限降低$s@effectindex%。,6,133,2,5,0,0,0
423,使衝擊點附近$A@effectindex碼範圍內所有敵人的攻擊速度降低$s@effectindex%，持續$d。,攻擊速度降低$s@effectindex%。,6,138,2,5,0,0,0
424,使施法者附近$A@effectindex碼範圍內所有敵人的攻擊速度降低$s@effectindex%，持續$d。,攻擊速度降低$s@effectindex%。,6,138,2,7,0,0,0
425,使施法者面前所有敵人的攻擊速度降低$s@effectindex%，持續$d。,攻擊速度降低$s@effectindex%。,6,138,2,9,0,0,0
426,使目標的攻擊速度降低$s@effectindex%，持續$d。,攻擊速度降低$s@effectindex%。,6,138,2,3,0,0,0
427,對施法者面前錐形範圍內的敵人造成秘法傷害。,,165,0,1,9,64,50,50
428,對施法者面前錐形範圍內的所有敵人造成冰霜傷害。,,165,0,1,9,16,50,50
429,對施法者面前錐形範圍內的敵人造成自然傷害。,,165,0,1,9,8,50,50
430,對施法者面前錐形範圍內的所有敵人造成火焰傷害。,,165,0,1,9,4,50,50
431,對施法者面前錐形範圍內的所有敵人造成神聖傷害。,,165,0,1,9,2,50,50
432,對施法者面前錐形範圍內的所有敵人造成物理傷害。,,165,0,1,9,1,50,50
435,對$A@effectindex碼範圍內的敵人造成$s@effectindex點暗焰傷害。,,2,0,1,7,36,50,50
436,對衝擊點$A@effectindex碼範圍內的敵人造成$s@effectindex點暗焰傷害。,,2,0,1,5,36,50,50
437,對一位敵人造成$s@effectindex點暗焰傷害。,,2,0,1,3,36,50,50
438,每$t@effectindex秒對一名敵人造成$s@effectindex點暗焰傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗焰傷害。,6,3,1,3,36,50,50
439,每$t@effectindex秒對一名敵人造成$s@effectindex點暗焰傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗焰傷害。,6,3,1,1,36,50,50
440,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點暗焰傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗焰傷害。,6,3,1,5,36,50,50
441,每$t@effectindex秒對施法者附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點暗焰傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗焰傷害。,6,3,1,7,36,50,50
442,對施法者面前的所有敵人造成$s@effectindex點暗焰傷害。,,2,0,1,9,36,50,50
443,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點暗焰傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗焰傷害。,6,3,1,9,36,50,50
444,以護盾保護目標，持續$d，最多可吸收$s@effectindex點暗影傷害。,吸收$s@effectindex點暗影傷害。,6,69,1,3,32,0,0
445,以護盾保護目標，持續$d，最多可吸收$s@effectindex點物理傷害。,吸收$s@effectindex點物理傷害。,6,69,1,3,1,0,0
446,以護盾保護目標，持續$d，最多可吸收$s@effectindex點所有的傷害。,吸收$s@effectindex點傷害。,6,69,1,3,127,0,0
447,以護盾保護目標，持續$d，最多可吸收$s@effectindex點自然傷害。,吸收$s@effectindex點自然傷害。,6,69,1,3,8,0,0
448,以護盾保護目標，持續$d，最多可吸收$s@effectindex點神聖傷害。,吸收$s@effectindex點神聖傷害。,6,69,1,3,2,0,0
449,以護盾保護目標，持續$d，最多可吸收$s@effectindex點冰霜傷害。,吸收$s@effectindex點冰霜傷害。,6,69,1,3,16,0,0
450,以護盾保護目標，持續$d，最多可吸收$s@effectindex點火焰傷害。,吸收$s@effectindex點火焰傷害。,6,69,1,3,4,0,0
451,以護盾保護目標，持續$d，最多可吸收$s@effectindex點秘法傷害。,吸收$s@effectindex點秘法傷害。,6,69,1,3,64,0,0
452,使施法者的攻擊速度提高$s@effectindex%，持續$d。,攻擊速度提高$s@effectindex%。,6,138,1,1,0,10,0
460,為施法者和$A@effectindex碼範圍內的所有盟友恢復生命力上限的$s@effectindex%。,,136,0,1,6,0,0,0
461,為施法者和$A@effectindex碼範圍內的所有盟友恢復生命力上限的$s@effectindex%。,,136,0,1,4,0,0,0
462,每$t@effectindex秒把施法者的生命力轉移至目標身上。,每$t@effectindex秒轉移生命力。,6,62,1,2,0,0,0
464,使施法者造成的火焰傷害提高$s@effectindex%。,造成的火焰傷害提高$s@effectindex%。,6,79,1,1,4,30,30
465,使施法者造成的神聖傷害提高$s@effectindex%。,造成的神聖傷害提高$s@effectindex%。,6,79,1,1,2,30,30
466,使施法者造成的自然傷害提高$s@effectindex%。,造成的自然傷害提高$s@effectindex%。,6,79,1,1,8,30,30
467,使施法者造成的冰霜傷害提高$s@effectindex%。,造成的冰霜傷害提高$s@effectindex%。,6,79,1,1,16,30,30
468,使施法者造成的暗影傷害提高$s@effectindex%。,造成的暗影傷害提高$s@effectindex%。,6,79,1,1,32,30,30
469,使施法者造成的秘法傷害提高$s@effectindex%。,造成的秘法傷害提高$s@effectindex%。,6,79,1,1,64,30,30
470,使一位敵人獲得的治療量降低$s@effectindex%，持續$d。,受到的治療效果降低$s@effectindex%。,6,118,2,3,127,0,0
471,使一位敵人造成的秘法傷害降低$s@effectindex%。,造成的秘法傷害降低$s@effectindex%。,6,79,2,3,64,20,20
472,使一位敵人造成的暗影傷害降低$s@effectindex%。,造成的暗影傷害降低$s@effectindex%。,6,79,2,3,32,20,20
473,使一位敵人造成的冰霜傷害降低$s@effectindex%。,造成的冰霜傷害降低$s@effectindex%。,6,79,2,3,16,20,20
474,使一位敵人造成的自然傷害降低$s@effectindex%。,造成的自然傷害降低$s@effectindex%。,6,79,2,3,8,20,20
475,使一位敵人造成的火焰傷害降低$s@effectindex%。,造成的火焰傷害降低$s@effectindex%。,6,79,2,3,4,20,20
476,使一位敵人造成的神聖傷害降低$s@effectindex%。,造成的神聖傷害降低$s@effectindex%。,6,79,2,3,2,20,20
477,使一位敵人造成的物理傷害降低$s@effectindex%。,造成的物理傷害降低$s@effectindex%。,6,79,2,3,1,20,20
478,使施法者造成的物理傷害提高$s@effectindex%。,造成的物理傷害提高$s@effectindex%。,6,79,1,1,1,30,30
479,擊昏施法者，讓他無法移動或攻擊，持續$d。,昏迷。,6,12,0,1,0,0,0
480,使施法者面前錐形範圍內所有敵人獲得的治療量降低$s@effectindex%，持續$d。,受到的治療效果降低$s@effectindex%。,6,118,2,9,32,0,0
481,使目標的移動速度降低$s@effectindex%，持續$d。,移動速度降低$s@effectindex%。,6,33,2,1,0,0,0
482,閃躲攻擊的機率提高$s@effectindex%，持續$d。,閃躲機率提高$s@effectindex%。,6,49,1,1,0,0,0
483,抵抗有害法術的機率提高$s@effectindex%，持續$d。,抵抗有害法術的機率提高$s@effectindex%。,6,287,1,1,0,0,0
484,使命中位置附近$A@effectindex碼範圍內所有敵人造成的傷害降低$s@effectindex%，持續$d。,造成的傷害降低$s@effectindex%。,6,79,2,5,127,20,20
485,使$A@effectindex碼範圍內所有敵人造成的傷害降低$s@effectindex%，持續$d。,造成的傷害降低$s@effectindex%。,6,79,2,7,127,20,20
486,使命中位置附近$A@effectindex碼範圍內所有盟友的生命力上限提高$s@effectindex%，持續$d。,生命力上限提高$s@effectindex%。,6,133,1,4,0,0,0
487,使施法者附近$A@effectindex碼範圍內所有盟友的生命力上限提高$s@effectindex%，持續$d。,生命力上限提高$s@effectindex%。,6,133,1,6,0,0,0
488,使施法者面前所有盟友的生命力上限提高$s@effectindex%，持續$d。,生命力上限提高$s@effectindex%。,6,133,1,8,0,0,0
489,使目標的生命力上限提高$s@effectindex%，持續$d。,生命力上限提高$s@effectindex%。,6,133,2,2,0,0,0
490,使目標的攻擊速度提高$s@effectindex%，持續$d。,攻擊速度提高$s@effectindex%。,6,9,1,2,0,0,0
491,使施法者面前所有盟友的攻擊速度提高$s@effectindex%，持續$d。,攻擊速度提高$s@effectindex%。,6,9,1,8,0,0,0
492,使施法者附近$A@effectindex碼範圍內所有盟友的攻擊速度提高$s@effectindex%，持續$d。,攻擊速度提高$s@effectindex%。,6,9,1,6,0,0,0
493,使命中位置附近$A@effectindex碼範圍內所有盟友的攻擊速度提高$s@effectindex%，持續$d。,攻擊速度提高$s@effectindex%。,6,9,1,4,0,0,0
494,使施法者的攻擊速度提高$s@effectindex%，持續$d。,攻擊速度提高$s@effectindex%。,6,9,1,1,0,10,0
495,攻擊速度降低$s@effectindex%，持續$d。,攻擊速度降低$s@effectindex%。,6,9,2,1,0,0,0
498,攻擊速度降低$s@effectindex%，持續$d。,攻擊速度降低$s@effectindex%。,6,9,2,3,0,0,0
499,使施法者面前所有敵人的攻擊速度降低$s@effectindex%，持續$d。,攻擊速度降低$s@effectindex%。,6,9,2,9,0,0,0
500,使施法者附近$A@effectindex碼範圍內所有敵人的攻擊速度降低$s@effectindex%，持續$d。,攻擊速度降低$s@effectindex%。,6,9,2,7,0,0,0
501,使命中位置附近$A@effectindex碼範圍內所有敵人的攻擊速度降低$s@effectindex%，持續$d。,攻擊速度降低$s@effectindex%。,6,9,2,5,0,0,0
502,使命中位置附近$A@effectindex碼範圍內所有敵人的施法速度降低$s@effectindex%，持續$d。,施法速度降低$s@effectindex%。,6,65,2,5,0,0,0
503,使施法者附近$A@effectindex碼範圍內所有敵人的施法速度降低$s@effectindex%，持續$d。,施法速度降低$s@effectindex%。,6,65,2,7,0,0,0
504,使施法者面前所有敵人的施法速度降低$s@effectindex%，持續$d。,施法速度降低$s@effectindex%。,6,65,2,9,0,0,0
505,使施法速度降低$s@effectindex%，持續$d。,施法速度降低$s@effectindex%。,6,65,2,3,0,0,0
506,使施法速度降低$s@effectindex%，持續$d。,施法速度降低$s@effectindex%。,6,65,2,1,0,0,0
507,使施法者面前所有盟友的施法速度提高$s@effectindex%，持續$d。,施法速度提高$s@effectindex%。,6,65,1,8,0,0,0
508,使施法者附近$A@effectindex碼範圍內所有盟友的施法速度提高$s@effectindex%，持續$d。,施法速度提高$s@effectindex%。,6,65,1,6,0,0,0
509,使命中位置附近$A@effectindex碼範圍內所有盟友的施法速度提高$s@effectindex%，持續$d。,施法速度提高$s@effectindex%。,6,65,1,4,0,0,0
510,使目標的施法速度提高$s@effectindex%，持續$d。,施法速度提高$s@effectindex%。,6,65,1,2,0,0,0
511,使施法者的施法速度提高$s@effectindex%，持續$d。,施法速度提高$s@effectindex%。,6,65,1,1,0,10,0
512,受到的秘法傷害提高$s@effectindex%，持續$d。,受到的秘法傷害提高$s@effectindex%。,6,101,2,3,64,1,1
513,使$A@effectindex碼範圍內所有敵人的攻擊有$s@effectindex%機率失手，持續$d。,命中機率降低$s@effectindex%。,6,54,2,7,0,0,0
514,使$A@effectindex碼範圍內所有敵人的法術有$s@effectindex%機率失手，持續$d。,法術命中機率降低$s@effectindex%。,6,55,2,7,0,0,0
515,每$T@effectindex秒為一位盟友恢復生命力上限的$s@effectindex%，持續$D。,每$T@effectindex秒恢復生命力上限的$s@effectindex%。,6,20,1,2,0,0,0
516,使施法者受到的物理傷害降低$s@effectindex%，持續$d。,受到的物理傷害降低$s@effectindex%。,6,87,2,1,1,0,0
517,將施法者面前的所有敵人擊昏，使其無法移動或攻擊，持續$d。,昏迷。,6,298,0,9,0,0,0
518,使敵人因昏迷而無法移動或攻擊，持續$d。,昏迷。,6,298,0,3,0,0,0
519,擊昏施法者，使其無法移動或攻擊，持續$d。,昏迷。,6,298,0,1,0,0,0
520,將$A@effectindex碼範圍內的所有敵人擊昏，使其無法移動或攻擊，持續$d。,昏迷。,6,298,0,7,0,0,0
521,將擊中處$A@effectindex碼範圍內的所有敵人擊昏，使其無法移動或攻擊，持續$d。,昏迷。,6,298,0,5,0,0,0
522,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點焰擊傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點焰擊傷害。,6,3,1,9,5,50,50
523,每$t@effectindex秒對施法者附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點焰擊傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點焰擊傷害。,6,3,1,7,5,50,50
524,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點焰擊傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點焰擊傷害。,6,3,1,5,5,50,50
525,每$t@effectindex秒對一名敵人造成$s@effectindex點焰擊傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點焰擊傷害。,6,3,1,3,5,50,50
526,每$t@effectindex秒對一名敵人造成$s@effectindex點焰擊傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點焰擊傷害。,6,3,1,1,5,50,50
527,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點暗擊傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗擊傷害。,6,3,1,9,33,50,50
528,每$t@effectindex秒對施法者附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點暗擊傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗擊傷害。,6,3,1,7,33,50,50
529,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點暗擊傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗擊傷害。,6,3,1,5,33,50,50
530,每$t@effectindex秒對一名敵人造成$s@effectindex點暗擊傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗擊傷害。,6,3,1,3,33,50,50
531,每$t@effectindex秒對一名敵人造成$s@effectindex點暗擊傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點暗擊傷害。,6,3,1,1,33,50,50
532,使一名敵人定身，最多持續$d。,無法移動。,6,455,0,1,0,20,0
533,使施法者附近$A@effectindex碼範圍內的所有敵人無法移動，持續$d。,無法移動。,6,455,0,7,0,20,0
534,使衝擊點附近$A@effectindex碼範圍內的所有敵人無法移動，持續$d。,無法移動。,6,455,0,5,0,20,0
535,使施法者面前的所有敵人無法移動，持續$d。,無法移動。,6,455,0,9,0,20,0
536,使一名敵人定身，最多持續$d。,無法移動。,6,455,0,3,0,20,0
537,使施法者的移動速度提高$s@effectindex%，持續$d。,移動速度提高$s@effectindex%。,6,129,1,1,0,10,0
538,使施法者每$t@effectindex秒恢復$s@effectindex點生命力，持續$d。,每$t@effectindex秒恢復$s@effectindex點生命力。,6,8,0,1,1,0,0
539,使施法者每$t@effectindex秒恢復$s@effectindex點生命力，持續$d。,每$t@effectindex秒恢復$s@effectindex點生命力。,6,8,0,1,2,0,0
540,使施法者每$t@effectindex秒恢復$s@effectindex點生命力，持續$d。,每$t@effectindex秒恢復$s@effectindex點生命力。,6,8,0,1,4,0,0
541,使施法者每$t@effectindex秒恢復$s@effectindex點生命力，持續$d。,每$t@effectindex秒恢復$s@effectindex點生命力。,6,8,0,1,8,0,0
542,使施法者每$t@effectindex秒恢復$s@effectindex點生命力，持續$d。,每$t@effectindex秒恢復$s@effectindex點生命力。,6,8,0,1,16,0,0
543,使施法者每$t@effectindex秒恢復$s@effectindex點生命力，持續$d。,每$t@effectindex秒恢復$s@effectindex點生命力。,6,8,0,1,32,0,0
544,使施法者每$t@effectindex秒恢復$s@effectindex點生命力，持續$d。,每$t@effectindex秒恢復$s@effectindex點生命力。,6,8,0,1,64,0,0
545,每$t@effectindex秒對施法者附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點星宙傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點星宙傷害。,6,3,1,7,106,50,50
546,每$t@effectindex秒對施法者面前所有敵人造成$s@effectindex點星宙傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點星宙傷害。,6,3,1,9,106,50,50
547,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成$s@effectindex點星宙傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點星宙傷害。,6,3,1,5,106,50,50
548,每$t@effectindex秒對一名敵人造成$s@effectindex點星宙傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點星宙傷害。,6,3,1,3,106,50,50
549,每$t@effectindex秒對一名敵人造成$s@effectindex點星宙傷害，持續$d。,每$t@effectindex秒造成$s@effectindex點星宙傷害。,6,3,1,1,106,50,50
550,使一名敵人平靜，避免攻擊，持續$d。,無法攻擊。,6,25,0,3,0,30,0
551,使$A@effectindex碼內的所有敵人平靜，避免他們攻擊，持續$d。,無法攻擊。,6,25,0,7,0,0,0
552,沉默並安撫一名敵人，避免其攻擊和施法，持續$d。,無法攻擊或施法。,6,60,0,3,0,30,0
553,沉默並使$A@effectindex碼內的所有敵人平靜，避免他們攻擊或施法，持續$d。,無法攻擊或施法。,6,60,0,7,0,0,0
554,沉默一名敵人，避免其施法，持續$d。,無法施放法術。,6,27,0,1,0,30,0
555,安撫一名敵人，避免攻擊，持續$d。,無法攻擊。,6,25,0,1,0,30,0
556,沉默並安撫一名敵人，避免其攻擊和施法，持續$d。,無法攻擊或施法。,6,60,0,1,0,30,0
557,對一名敵人造成$s@effectindex點暗焰傷害。,,2,0,1,1,36,50,50
558,對施法者面前錐形範圍內的所有敵人造成暗焰傷害。,,165,0,1,9,36,50,50
559,對衝擊點附近$A@effectindex碼範圍內的敵人造成暗焰傷害。,,165,0,1,5,36,50,50
560,對施法者面前的所有敵人造成暗焰傷害。,,31,0,1,9,36,50,50
561,對$A@effectindex碼範圍內的所有敵人造成暗焰傷害。,,31,0,1,7,36,50,50
562,對衝擊點附近$A@effectindex碼範圍內的所有敵人造成暗焰傷害。,,31,0,1,5,36,50,50
563,對一名敵人造成暗焰傷害。,,31,0,1,3,36,50,50
564,每$t@effectindex秒對一名敵人造成生命力上限$s@effectindex%的暗焰傷害，持續$d。,$s每$t@effectindex秒造成生命力上限@effectindex%的暗焰傷害。,6,89,1,1,36,20,20
565,使在$A@effectindex碼內的所有敵人受到提高$s@effectindex%的暗焰傷害，持續$d。,受到的暗焰傷害提高$s@effectindex%。,6,87,1,7,36,0,0
566,使在衝擊點附近$A@effectindex碼內的所有敵人受到提高$s@effectindex%的暗焰傷害，持續$d。,受到的暗焰傷害提高$s@effectindex%。,6,87,1,5,36,10,10
567,使一名敵人受到提高$s@effectindex%的暗焰傷害，持續$d。,受到的暗焰傷害提高$s@effectindex%。,6,87,1,3,36,0,0
568,使一名敵人受到提高$s@effectindex%的暗焰傷害，持續$d。,受到的暗焰傷害提高$s@effectindex%。,6,87,1,1,36,0,0
569,使一名敵人造成的暗焰傷害降低$s@effectindex%。,造成的暗焰傷害降低$s@effectindex%。,6,79,2,3,36,20,20
570,使施法者造成的暗焰傷害提高$s@effectindex%,造成的暗焰傷害提高$s@effectindex%。,6,79,1,1,36,30,30
571,每$t@effectindex秒對施法者面前所有敵人造成暗焰傷害，持續$d。,每$t@effectindex秒造成暗焰傷害。,6,70,1,9,36,50,50
572,每$t@effectindex秒對$A@effectindex碼範圍內的所有敵人造成暗焰傷害，持續$d。,每$t@effectindex秒造成暗焰傷害。,6,70,1,7,36,50,50
573,每$t@effectindex秒對衝擊點附近$A@effectindex碼範圍內的所有敵人造成暗焰傷害，持續$d。,每$t@effectindex秒造成暗焰傷害。,6,70,1,5,36,50,50
574,每$t@effectindex秒對一名敵人造成暗焰傷害，持續$d。,每$t@effectindex秒造成暗焰傷害。,6,70,1,3,36,50,50
575,每$t@effectindex秒對一名敵人造成暗焰傷害，持續$d。,每$t@effectindex秒造成暗焰傷害。,6,70,1,1,36,50,50
576,以護盾保護目標，持續$d，最多可吸收$s@effectindex點暗焰傷害。,吸收$s@effectindex點暗焰傷害。,6,69,1,3,36,0,0
577,以護盾保護施法者，持續$d，最多可吸收$s@effectindex點暗焰傷害。,吸收$s@effectindex點暗焰傷害。,6,69,1,1,36,0,0
578,對衝擊點附近$A@effectindex碼範圍內的敵人造成冰霜傷害。,,165,0,1,5,16,50,50
579,對施法者面前的所有敵人造成$s@effectindex點星宙傷害。,,2,0,1,9,106,50,50
580,對$A@effectindex碼範圍內的敵人造成$s@effectindex點星宙傷害。,,2,0,1,7,106,50,50
581,對衝擊點附近$A@effectindex碼範圍內的敵人造成$s@effectindex點星宙傷害。,,2,0,1,5,106,50,50
582,對一名敵人造成$s@effectindex點星宙傷害。,,2,0,1,3,106,50,50
583,對一名敵人造成$s@effectindex點星宙傷害。,,2,0,1,1,106,50,50
584,對施法者面前錐形範圍內的所有敵人造成星宙傷害。,,165,0,1,9,106,50,50
