ID,Name_lang,Description_lang,Cooldown,Duration,Flags,SchoolMask,IconFileDataID
236,強化手下,吸取淵喉的力量強化其盟友，使盟友受到的傷害降低50%，持續兩回合。,4,2,0,32,3528299
237,淵喉飛撲,精準地飛撲而下，斬擊近戰範圍內的所有敵人，造成$s1點暗影傷害。,4,0,0,32,3528301
238,死亡護盾,吸引所有敵人的注意，持續兩回合。,4,2,0,8,136051
239,末日光束,對遠程敵人射出末日的純粹實體，造成$s1點暗影傷害。,5,0,0,32,3528298
240,恐懼之矛,衝進敵陣，對直線路徑上的所有敵人造成$s1點暗影傷害。,3,0,0,32,135131
241,痛苦尖刺,淵喉靈魄漩渦湧向一名隨機敵人，造成$s1點暗影傷害，並且使該敵人造成的傷害降低50%，持續兩回合。,4,2,0,32,3528298
242,黑暗治療,使最近的盟友恢復$s1點生命力，並且使其受到的傷害降低$s2%，持續兩回合。,4,2,0,32,3528300
243,不祥凝視,凝視著深淵，嘲諷所有敵人並使其受到的傷害降低50%，持續兩回合。,5,2,0,32,3528299
244,肉糰發飆！,肉糰造成的傷害提高$s1點，受到的傷害提高$s2點，持續兩輪。對最近的敵人造成$s3點物理傷害。此技能不會立刻啟動。肉糰發飆！,2,2,1,1,136224
245,十字軍聖擊,柯男對最近的敵人造成$s1點神聖傷害。,3,0,0,2,135891
246,咆哮咬擊,攻擊附近最近的一名敵人，造成$s1點物理傷害。,2,0,0,1,132127
247,天鬃之擊,用犄角攻擊敵人，造成$s1點神聖傷害，並使自己恢復$s2點生命力。,4,1,1,2,237397
248,感染魂咬,咬擊最近的敵人，造成$s1點暗影傷害，並且每輪額外造成$s2點暗影傷害，持續4回合。,5,4,0,32,1029737
249,盾擊,以盾牌近距離猛擊最近的敵人，造成$s1點傷害，並且使其傷害降低50%，持續一回合。,3,1,0,1,132360
250,尖刺射擊,朝最遠的敵人發射尖刺飛彈，造成$s1點自然傷害。,4,0,1,8,840197
251,佐司特之災,路奇爾使用奇異的佐司特魔法弱化所有敵人，使其造成的傷害降低20%，持續兩回合。,5,2,0,32,348276
252,邪惡掃擊,用佐司特瘋狂揮掃，對附近的所有敵人造成$s1點暗影傷害，並且使其受到的傷害提高$s2%，持續兩回合。,4,2,0,32,456578
253,佐司特之爪,抓擊前排的敵人，造成$s1點暗影傷害。,3,0,0,32,132141
254,佐司特荊棘,對戰開始時處於冷卻狀態。以佐司特魔法在所有盟友周圍形成一道銳利的屏障，對任何攻擊者造成$s1點自然傷害，持續三回合。,3,3,1,8,415052
255,佐司特之禦,為附近一名友方目標施加護盾，使其受到的傷害降低50%，持續一回合。,3,1,0,32,463829
256,佐司特轟炸,朝錐形範圍發射佐司特魔法，對最靠近的敵人與其身後錐形範圍內的敵人造成$s1點暗影傷害。,2,0,0,32,3180367
257,驚懼咆哮,巨怪發出恐怖咆哮，使敵人毛骨悚然而不敢攻擊巨怪，持續兩回合。,4,2,0,32,236169
258,黑暗鑿擊,啃咬最近的敵人，造成$s1點暗影傷害，並且使其受到$s2點的流血傷害，持續三回合。,5,3,0,32,132133
259,靈魄火焰,此攻擊會在兩回合內對最近的敵人造成$s1點秘法傷害。,2,3,0,64,3528278
260,靈魄爆破,一道濃縮的失竊靈魄轟炸，對最遠的敵人造成$s1點秘法傷害。,3,0,0,64,3528280
261,強化手術,為附近盟友灌注強化力量，使他們造成的傷害提高$s1%，持續兩回合。,4,2,0,32,3528291
262,腐臭踐踏,傀儡踐踏地面，釋放一道酸性浪潮擊中近戰敵人，造成$s1點自然傷害。,3,0,0,8,840405
263,強酸噴吐,對最靠近的敵人身後的錐形範圍吐出酸液，造成$s1點自然傷害。,4,0,0,8,840199
264,肉鉤,哈理斯男爵釋出鉤子，對最遠的敵人造成$s1點傷害。,4,0,0,1,132109
265,劇毒之爪,用劇毒之爪朝最接近的敵人位置撕裂一條直線路徑，造成$s1點自然傷害。,4,0,0,8,136022
266,巨碩打擊,根吉斯以雙刃重重斬擊，對附近一名敵人造成$s1點大量傷害。,3,0,0,1,132338
267,酸性箭矢,朝最遠的敵人發射酸性箭矢，造成$s1點自然傷害。,3,0,0,8,840199
268,酸液噴濺,對所有近戰敵人噴濺黏稠酸液，使他們造成的傷害降低30%，持續三回合。,4,3,0,8,132104
269,強酸踐踏,饗食者衝至半空再降落，噴出一道酸液浪潮擊中近戰敵人，造成$s1點自然傷害。,4,0,0,8,840405
270,蛛網糾纏,發射一連串蜘蛛絲網住最近的敵人，使其造成的傷害降低50%，持續兩回合。,4,2,0,1,237430
271,伏擊,伏擊最遠的敵人，在三回合內造成$s1點自然傷害。,4,3,0,8,132105
272,魂霜裂片,朝最遠的敵人發射冰霜箭矢，造成$s1點自然傷害。,3,0,0,8,236209
273,儀式詛咒,詛咒附近一名敵人，使其造成的傷害降低50%，持續一回合。,2,1,0,32,3528291
274,踐踏血肉,德卡迪厄猛力砸落，朝四面八方發射肉快，打擊所有近距離敵人，造成$s1點自然傷害。,4,0,0,8,840405
275,死靈灌注,為附近盟友灌注強化力量，使他們造成的傷害提高$s1%，持續兩回合。,4,2,0,32,3528291
276,腐朽箭雨,對最遠的敵人發射死靈箭矢，立刻造成$s1點暗影傷害，並且在接下來的三回合內造成$s2點暗影傷害。,3,3,0,32,840199
277,沸騰怒火,縫合前鋒兵陷入狂怒，使造成的傷害提高$s1%，持續兩回合。,4,2,0,8,132277
278,記憶流轉,使遠距離的一名敵人內心產生猜疑，使其受到的傷害提高$s1%，持續兩回合。,3,2,0,64,3528284
279,痛苦回憶,產生一道精神折磨光環，對遠距離的所有敵人造成$s1點秘法傷害。,4,0,0,64,3528281
280,刺羽,發射一連串鋒利的刺羽，對近戰範圍內的所有敵人造成$s1點傷害。,6,0,0,1,657490
281,靈魄噴吐,維姆吐出一團濃縮的靈魄，對最遠的敵人造成$s1點秘法傷害。,3,0,0,64,3528278
282,充能標槍,對戰開始時處於冷卻狀態。阿伊拉射出神聖標槍，對附近敵人造成大量$s1點傷害。,5,0,1,1,136013
283,靈魄之爪,用充滿靈魄的爪子朝最接近的敵人位置撕裂一條直線路徑，造成$s1點秘法傷害。,4,0,0,64,3528274
284,靈天反應,釋放靈魄光環，強化盟友的反射神經，使其受到的傷害降低50%，持續一回合。,4,1,0,64,3528285
285,棄誓者之怒,對戰開始時處於冷卻狀態。詛咒所有敵人，使其額外受到$s1%傷害，持續兩回合。,4,2,1,32,3528284
286,衝啊！,命令附近一名盟友振作，使其造成的傷害提高$s1%，持續兩回合。,3,2,0,1,132337
287,難以捉摸的決鬥者,步兵採取防禦姿態，使其受到的傷害降低50%，持續一回合。,3,1,0,1,132331
288,岩石掃擊,刃翼向下揮落，以石之爪橫掃所有遠距離的敵人，造成$s1點自然傷害。,4,0,0,1,136025
289,劇毒箭,對遠距離的一名敵人發射劇毒箭矢，在三回合內造成$s1點持續性暗影傷害。,2,3,0,32,132272
290,灰燼彈,發射一道元素灰燼，對最遠的敵人造成$s1點秘法傷害。,3,0,0,64,3528302
291,灰燼轟炸,發射一連串元素灰燼，對近距離的所有敵人造成$s1點秘法傷害。,3,0,0,64,3528304
292,大師之禮,決鬥大師羅溫使用遠古的使刀技，打擊最近敵人的心臟，造成$s2點傷害，並且使其受到的傷害提高$s1%，持續兩回合。,2,2,0,1,132090
293,石頭衝擊,罪孽石扔出一塊大石頭，對所有近距離敵人造成$s1點傷害。,3,0,0,1,136025
294,石拳猛擊,重擊最近的敵人，造成$s1點傷害。,3,0,0,1,136024
295,驚懼釋放,使最近的敵人被罪惡流動擊中，受到的傷害提高$s1%，持續兩回合。,2,2,0,32,3528313
296,死亡箭,轟擊所有遠程敵人，造成$s1點暗影傷害。,3,0,1,32,3528311
297,靈魄飢渴,吸取最遠敵人的靈魄，造成$s1點暗影傷害，並使自己恢復$s2點生命力。,4,0,0,32,3528308
298,靈魄水蛭,隨機撕咬一個敵人，造成$s1點暗影傷害，並使自己治療傷害量的一部分。,4,0,0,32,3528312
299,瘟疫衝擊,對最遠的敵人造成$s1點暗影傷害。,2,0,0,32,136182
300,永恆死亡浪潮,強大的死亡魔法流竄在苦難之境，讓你的隊伍受到可堆疊的持續性傷害效果。,1,3,0,32,136160
301,恐懼轟炸,閻獄之主發射飛彈轟炸卡西斯，每回合對一名隨機敵人造成相當於其生命力$s1%的暗影傷害。,1,0,0,32,3528302
302,刺藤陷阱,此輪，彎曲的觸鬚使所有敵人緩速，造成$s1點自然傷害，並使其傷害降低20%。,1,1,0,8,1535071
303,瘟疫之歌,朝遠處的敵人發出尖嘯，每輪造成$s1點自然傷害。,0,0,0,8,136147
305,屈服之根,樹根攻擊遠處的所有敵人，造成$s1點自然傷害。,1,0,0,8,134187
306,秘法活化,使距離最近的盟友額外造成$s1點秘法傷害、生命力上限提高$s2點，持續3回合。,3,3,0,64,1033914
307,自然之拳,重擊地面，對最近的敵人附近錐形範圍內的敵人造成$s1點自然傷害。,3,0,0,8,135602
308,厄運孢子,每3個回合，對距離最遠的敵人造成$s1點自然傷害。這個技能無法立刻發動。,3,0,1,8,132371
309,命運之系,為所有盟友進行$s1點自然治療，且使其造成的傷害提高30%，持續1回合。,4,1,0,8,237428
310,決心之斧,對距離最近的敵人造成$s1點神聖傷害，並使其造成的傷害提高20%，持續1回合。,2,2,0,2,132431
311,癒合之翼,為距離最近的盟友進行$s1點治療，且生命力上限提高$s2點，持續2回合。,2,2,0,2,2103870
312,全景光束,對最近的敵人附近錐形範圍內的敵人造成$s1點神聖傷害。,3,0,0,2,135972
313,靈魂指引,每回合為所有盟友進行$s1點治療。,0,0,0,2,135977
314,淨化聖光,對最近的盟友進行$s1點治療，並使其額外造成$s2點神聖傷害，持續2回合。,3,2,0,2,571554
315,迴響訊息,衝擊距離最遠的敵人，造成$s1點火焰傷害，並使其造成傷害降低30%，持續2回合。,3,2,0,4,237247
316,自我複製,對最近的敵人造成$s1點暗影傷害，並恢復$s2點生命力。,1,0,0,32,1391773
317,電震之拳,對近戰攻擊距離內的所有敵人造成$s1點自然傷害，並使其在這個回合受到的傷害提高$s2點。,3,1,0,32,135599
318,鼓舞嚎叫,使所有盟友額外造成$s1點物理傷害，持續3回合。,3,3,0,1,2011120
319,粉碎打擊,粉碎近戰範圍內的敵人護甲，造成$s1點暗影傷害，且每回合額外造成$s2點暗影傷害，持續3回合。,4,3,0,32,311430
320,冰風暴,衝擊所有遠處的敵人，造成$s1點冰霜傷害。,0,0,0,16,135857
321,調整,恢復距離最近的盟友$s1點生命力。,1,0,0,16,3386335
322,萬物平衡,造成$s1點暗影傷害，自我治療$s2點生命力，生命力上限提高$s3點，持續1回合。,2,1,0,16,132950
323,靈魄粉碎,對所有遠處的敵人造成$s1點暗影傷害，並使其造成傷害降低10%，持續2回合。,3,2,0,0,3528311
324,防護陽傘,為附近所有盟友治療$s1點生命力。,1,0,0,32,644385
325,美麗視野,所有附近的盟友造成傷害提高60%，持續2回合。,3,2,0,32,1021866
326,無移重擊,對周圍敵人造成$s1點冰霜傷害。,4,0,0,16,446910
327,鼓舞指導,使所有其他盟友額外造成$s1點暗影傷害，持續3回合。,5,3,0,32,136224
328,學以致用,對最近的敵人造成$s1點暗影傷害。,2,0,0,33,306487
329,肌肉出力,受到的所有傷害降低50%，持續3回合。,5,3,0,4,136101
330,監督,造成的火焰傷害提高$s1點，持續2回合。,5,2,0,4,511044
331,支援火力,盟友造成額外$s1點火焰傷害。,3,3,0,4,236639
332,空杯子,碰！對最遠的敵人造成$s1點暗影傷害。,2,0,0,32,463489
333,超載,造成的傷害提高$s1點，持續3回合。,5,3,0,64,132860
334,沉重的包裹,對最近的敵人造成$s1點暗影傷害。呃，這麼重的包裹有夠麻煩。,2,0,0,32,1506462
335,送錯的包裹,對所有遠處的敵人造成$s1點秘法傷害。,2,0,0,64,1506463
336,劣行證明,治療附近一名盟友$s1點生命力。,3,0,0,4,237109
337,控浪師之潮,對最遠的敵人造成$s1點冰霜傷害，並每回合額外造成$s2點冰霜傷害，持續3回合。,4,3,0,16,237590
338,無賴斬擊,對最近的敵人造成$s1點物理傷害。,2,0,0,1,135343
339,火砲彈幕,"對所有敵人造成$s1點火焰傷害。
無法馬上施法。",3,0,1,4,1373903
340,汙染之咬,造成$s1點火焰傷害。,3,0,0,4,840199
341,汙染之咬,對最遠的敵人造成$s1點暗影傷害，並且使其受到的傷害提高$s2點，持續3回合。,5,3,0,32,133726
342,反芻大餐,每回合對距離最近的敵人造成$s1點自然傷害，並使其下回合造成的傷害降低$s2點。,1,1,0,8,136007
343,利牙咆哮,對近戰攻擊距離內的敵人造成$s1點秘法傷害，並使其受到的所有傷害提高20%，持續1回合。,3,1,0,64,132214
344,刃翼之擊,以寒冰猛砸所有敵人，造成$s1點冰霜傷害。,1,0,0,4,574790
345,保護之翼,使所有盟友受到的傷害調整$s1點，持續3回合。,4,3,0,64,2103868
346,腳跟嚙咬,對距離最近的敵人造成$s1點自然傷害，並使其造成的傷害降低$s2，持續2回合。,4,2,0,8,236167
347,黑暗降臨,對最近的敵人附近錐形範圍內的所有敵人造成$s1點暗影傷害。,2,0,0,32,457655
348,汙染之咬,對最遠的敵人造成$s1點暗影傷害，並且使受到的傷害提高$s2點，持續3回合。,5,3,0,32,133726
349,靈魄湧浪,對所有敵人造成$s1點秘法傷害,4,0,0,64,3528285
350,攻擊波,對附近所有敵人造成$s1點秘法傷害。,4,0,0,64,446910
351,攻擊脈衝,對遠處的一名敵人發動強力衝擊，造成$s1點秘法傷害。這個技能初始處於冷卻狀態。,4,0,1,64,613397
352,主動防護,啟動護盾，抵擋$s1%傷害，持續兩回合。,4,0,0,64,132315
353,干擾力場,投射干擾力場，使遠處一名敵人造成的傷害降低$s1%，持續兩回合。,4,0,0,64,636332
354,能量爆炸,對近戰範圍內的所有敵人發動強力衝擊，造成$s1點秘法傷害。這個技能初始處於冷卻狀態。,5,0,1,64,613397
355,減傷光環,自主機投射光環干擾對手，使距離最遠的敵人造成的傷害降低25%。,0,0,0,64,132315
356,骸骨伏擊,隱藏的盟友朝遠距離敵人發射骸骨裂片，造成$s1點物理傷害。,2,0,0,1,135537
357,減傷光環,吞界者投射光環干擾對手。使距離最近的敵人造成的傷害降低50%。,0,0,0,64,132315
358,崩解猛擊,食界者重擊地面，釋放出強力的震地波。對近戰範圍內的所有敵人造成$s1點傷害。這個技能初始處於冷卻狀態。,5,0,1,1,613397
359,痛苦投射,投射心靈痛楚，造成$s1%暗影傷害，持續三回合。,5,3,0,32,136184
360,靈魄吸取,嘗試直接從敵人身上吸取靈魄，對近戰範圍內的所有敵人造成$s1點秘法傷害。,3,0,0,64,3528281
361,地質風暴,召喚可怕的沙塵暴，對近戰範圍內的所有敵人造成$s1點傷害。,4,0,0,1,606549
362,靈魄刺針,使用刺針發動攻擊，對距離最遠的敵人造成$s1點秘法傷害。,4,0,0,64,3528281
363,群體本能,發出狂暴嚎叫，激勵獸群同伴，使其造成的傷害提高$s1%，持續兩回合。,5,2,0,8,132214
364,威嚇氣勢,球體粉碎者散發出不祥的氣息徘徊在四周，強迫所有敵人指定自身為目標，持續兩個回合。,6,2,0,1,841383
365,淵誓之力,威嚇距離最近的敵人，使對方所受傷害提高$s1%，持續一回合。,3,1,0,32,3528299
366,統御鞭笞,使用統御魔法發動攻擊，對近戰範圍內的所有敵人造成$s1點暗影傷害。,4,0,0,32,3528301
367,統御戳刺,對最靠近的敵人身後的錐形範圍猛力擊出長矛，造成$s1點暗影傷害。,4,0,0,32,3528302
368,統御轟炸,鎖定遠程敵人，召喚統御魔法的風暴，造成$s1點暗影傷害。,3,0,0,32,3528302
369,統御之力,踐踏地面，引發毀滅衝擊波往外擴散，在兩個回合內對所有敵人造成$s1點傷害。,4,2,0,1,3528299
370,統御形體,讓對手心生恐懼，使其造成的傷害降低50%，持續兩回合。,5,2,0,1,3528299
371,加速力場,釋放靈魄光環，強化盟友的反射神經，使其受到的傷害降低25%，持續兩回合。,5,2,0,8,3528285
372,粉碎錘擊,用力揮舞錘子，對近戰範圍內的所有敵人造成$s1點傷害。,4,0,0,1,132310
373,回收利用靈魄之流,吸取最遠敵人的靈魄，造成$s1點秘法傷害，並恢復$s2點生命力。,5,0,0,64,3528275
374,靈魄飢渴,吸取最遠敵人的靈魄，造成$s1點暗影傷害，並使自己恢復$s2點生命力。,5,0,0,32,3528294
375,纏身根鬚,過度生長的藤蔓阻擋所有敵人，使其造成的傷害降低20%，持續兩回合。,4,2,0,8,463521
