ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
8577,完成敬禮，艦隊司令任務,8576,1,0,1800,1,2
8579,英雄模式管理者范達爾‧鹿盔擊殺數（火源之界）,0,1,5,0,0,0
8580,管理者范達爾‧鹿盔25人-英雄,8579,1,0,18071,1,2
8581,管理者范達爾‧鹿盔10人-英雄,8579,1,0,18070,0,2
8583,25人模式中，在奧妮克希亞升空的10秒內讓50隻奧妮克希亞幼龍孵化，然後擊敗她。,0,0,4,0,0,0
8584,奧妮克希亞,8583,1,0,12568,1,2
8586,完成下列25人團隊成就。,0,0,4,0,0,0
8587,鐵矮人，三分熟（25人）,8586,0,0,10366,3,0
8588,心都碎了（25人）,8586,0,0,10368,4,0
8589,古樹、古樹、古樹保佑（25人）,8586,0,0,10373,10,0
8590,解放你的幻覺（25人）,8586,0,0,10372,9,0
8591,環軌報喪（25人）,8586,0,0,10365,1,0
8592,我想這個箱子一定很珍貴（25人）,8586,0,0,10371,8,0
8593,愛貓成癡（25人）,8586,0,0,10376,7,0
8594,闇境中的一盞明燈（25人）,8586,0,0,10377,13,0
8595,卸除手臂（25人）,8586,0,0,10370,6,0
8596,圍爐（25人）,8586,0,0,10367,2,0
8597,我喜歡早晨的第一口薩倫香味（25人）,8586,0,0,10375,12,0
8598,救火高手（25人）,8586,0,0,10465,11,0
8599,破鋼者，就決定是你了（25人）,8586,0,0,10369,5,0
8601,取得代表暴風城參加銀白聯賽的資格。,0,0,4,0,0,0
8602,暴風城勇士,8601,1,0,11324,1,2
8604,獲得主廚之帽。,0,0,4,0,0,0
8605,,8604,1,0,10638,0,2
8607,在任何難度中，找個方法讓風暴烈酒酒坊裡的猴人纏繞者放棄。,0,0,4,0,0,0
8608,猴人纏繞者,8607,1,0,19013,1,2
8610,在英雄難度中，單次揮錘便擊潰風暴烈酒酒坊裡的100隻兔妖。,0,0,4,0,0,0
8611,攻擊!,8610,1,0,19083,1,2
8613,25人模式中，在3具環軌防禦系統啟動的情況下擊敗烈焰戰輪。,0,0,4,0,0,0
8614,烈焰戰輪,8613,1,0,10060,1,2
8616,25人模式的大十字軍試煉中，在剩餘次數還有50次，並且在首領戰鬥期間無人死亡的情況下取得一個獻禮箱。,0,0,4,0,0,0
8617,完成大十字軍試煉,8616,1,0,12358,1,0
8619,25人模式中，在間隔時間不超過15秒的情況下接連擊敗亮葉長者、鐵枒長者和石木長者。,0,1,8,0,0,0
8620,樹倒啦,8619,1,0,10721,1,2
8622,龍父之牙的持有者。,0,0,4,0,0,0
8623,龍父之牙,8622,1,0,18662,1,2
8625,冬幕節期間，在聯盟「修士」的身上使用槲寄生。,0,0,4,0,0,0
8626,暴風城的喬舒兄,8625,1,0,6232,5,0
8627,暴風城的克羅雷兄,8625,1,0,6233,6,0
8628,塞拉摩的卡爾曼兄,8625,1,0,6231,3,0
8629,暴風城的卡蘇斯兄,8625,1,0,6234,7,0
8630,暴風城的克里斯多夫兄,8625,1,0,6230,4,0
8631,閃金鎮的維爾海姆兄,8625,1,0,6229,2,0
8632,荊棘谷的尼麥茲兄,8625,1,0,6228,1,0
8633,暴風城的班傑明兄,8625,1,0,6235,8,0
8635,在你的孤兒待在身邊時使用爐石。,0,1,8,0,0,0
8636,,8635,1,0,104997,0,2
8638,在達拉然購買一枚祈倫托璽戒、一枚祈倫托指環、一枚祈倫托戒環或一枚祈倫托之戒。,0,1,8,0,0,0
8639,祈倫托璽戒,8638,1,0,7402,2,2
8640,祈倫托指環,8638,1,0,7401,1,2
8641,祈倫托戒環,8638,1,0,9418,3,2
8642,祈倫托之戒,8638,1,0,9419,4,2
8644,伺服器首位達到80級的獸人。,0,0,4,0,0,0
8645,升至80級,8644,80,0,5235,1,2
8647,伺服器首位達到採礦450級的人。,0,0,4,0,0,0
8648,技能升至450點,8647,450,0,5573,1,2
8650,『塑鐵者』斯雍尼爾擊殺數（石之大廳）,0,0,4,0,0,0
8651,『塑鐵者』斯雍尼爾,8650,1,0,3659,1,0
8653,擊敗倒影大廳的首領。,0,0,4,0,0,0
8654,麥爾溫,8653,1,0,13321,2,0
8655,在巫妖王的遭遇戰中倖存,8653,1,0,13323,3,0
8656,法勒瑞克,8653,1,0,13320,1,0
8658,10人模式中，在摧毀XT-002拆解者機心的情況下擊敗它。,0,0,4,0,0,0
8659,烈焰戰輪,8658,1,0,10221,1,2
8661,25人模式中，在摧毀XT-002拆解者機心的情況下擊敗它。,0,0,4,0,0,0
8662,XT-002拆解者,8661,1,0,10220,1,2
8664,10人模式中，在殺死野性防衛者的情況下擊敗奧芮雅。,0,0,4,0,0,0
8665,奧芮雅,8664,1,0,10399,1,2
8667,25人模式中，在擊敗野性防衛者的情況下擊敗奧芮雅。,0,0,4,0,0,0
8668,奧芮雅,8667,1,0,10243,1,2
8670,25人模式中，於希芙在場時迫使索林姆進入競技場。,0,0,4,0,0,0
8671,於希芙在場時迫使索林姆進入競技場,8670,1,0,10801,1,2
8673,在貴族花園節慶期間吃掉100個貴族花園巧克力。,0,0,4,0,0,0
8674,吃掉100個貴族花園巧克力,8673,100,0,9119,1,1
8676,凱瑞史卓莎擊殺數（英雄奧核之心）,0,0,4,0,0,0
8677,凱瑞史卓莎,8676,1,0,5609,1,0
8679,外域聲望達到崇拜總數,0,42000,7,0,0,0
8680,紫羅蘭之眼崇拜,8679,42000,0,4767,18,0
8681,奧多爾崇拜,8679,42000,0,4762,13,0
8682,斯博格爾崇拜,8679,42000,0,4757,8,0
8683,塞納里奧遠征隊崇拜,8679,42000,0,4751,2,0
8684,榮譽堡崇拜,8679,42000,0,5336,3,0
8685,索爾瑪崇拜,8679,42000,0,5322,4,0
8686,卡爾奈崇拜,8679,42000,0,5337,5,0
8687,歐格利拉崇拜,8679,42000,0,4756,7,0
8688,陰鬱城崇拜,8679,42000,0,4759,10,0
8689,薩塔崇拜,8679,42000,0,4764,15,0
8690,流沙之鱗崇拜,8679,42000,0,4766,17,0
8691,虛空之翼崇拜,8679,42000,0,4755,6,0
8692,時光守望者崇拜,8679,42000,0,4765,16,0
8693,占卜者崇拜,8679,42000,0,4763,14,0
8694,灰舌死亡誓言者崇拜,8679,42000,0,4750,1,0
8695,薩塔禦天者崇拜,8679,42000,0,4760,11,0
8696,破碎之日進攻部隊崇拜,8679,42000,0,4761,12,0
8697,聯合團崇拜,8679,42000,0,4758,9,0
8699,復活成為食屍鬼的次數,0,0,4,0,0,0
8700,復活成為食屍鬼,8699,0,0,3814,1,0
8705,25人模式中，沒有團隊成員被閃電充能擊中的情況下擊敗索林姆。,0,0,4,0,0,0
8706,躲避索林姆的閃電充能。,8705,1,0,10309,1,2
8708,10人模式中，在無友方NPC死亡的情況下擊敗霍迪爾。,0,0,4,0,0,0
8709,霍迪爾,8708,1,0,10258,1,2
8711,25人模式中，參與伺服器首殺『觀察者』艾爾加隆。,0,0,4,0,0,0
8712,『觀察者』艾爾加隆,8711,1,0,10566,1,2
8714,於巫妖王之怒競技場第5季時取得致命鬥士冰霜巨龍。,0,1,8,0,0,0
8715,致命鬥士冰霜巨龍,8714,1,0,10262,0,2
8716,致命鬥士冰霜巨龍,8714,0,0,10263,1,2
8718,在單場征服之島戰鬥中，對敵人大門使用5次爆鹽炸彈。,0,0,4,0,0,0
8719,對敵人大門使用炸彈,8718,5,0,12066,1,1
8721,從達拉然噴泉中釣到下列銀幣。,0,0,4,0,0,0
8722,瑪翼夫‧影歌的銀幣,8721,1,0,7473,11,0
8723,麥格尼‧銅鬚王子的銀幣,8721,1,0,7476,14,0
8724,安東尼達斯的銀幣,8721,1,0,7465,3,0
8725,范達爾‧鹿盔的銀幣,8721,1,0,7467,5,0
8726,瓦里安‧烏瑞恩國王的銀幣,8721,1,0,7472,10,0
8727,大工匠梅卡托克的銀幣,8721,1,0,7468,6,0
8728,艾格文的銀幣,8721,1,0,7463,1,0
8729,艾蘭里亞的銀幣,8721,1,0,7464,2,0
8730,卡德加的銀幣,8721,1,0,7469,7,0
8731,安納斯提安‧逐日者國王的銀幣,8721,1,0,7470,8,0
8732,穆拉丁‧銅鬚的銀幣,8721,1,0,7475,13,0
8733,農夫的銀幣,8721,1,0,7477,15,0
8734,泰瑞納斯‧米奈希爾國王的銀幣,8721,1,0,7471,9,0
8735,秘法師杜安的銀幣,8721,1,0,7466,4,0
8736,麥迪文的銀幣,8721,1,0,7474,12,0
8738,英雄難度中，在沒有殺死任何安卡哈守護者的情況下擊敗安卡罕特的那杜斯長老。,0,0,4,0,0,0
8739,那杜斯長老,8738,1,0,7317,1,2
8741,10人模式中，在沒有驅散或防止狂亂的情況下擊敗納克薩瑪斯的大寡婦費琳娜。,0,0,4,0,0,0
8742,在沒有驅散或避免狂亂的情況下擊敗大寡婦費琳娜。,8741,1,0,7265,1,2
8744,擊敗納克薩瑪斯25人模式中的所有首領。,0,0,4,0,0,0
8745,蜘蛛區,8744,0,0,389,1,0
8746,瘟疫區,8744,0,0,391,3,0
8747,軍事區,8744,0,0,392,4,0
8748,傀儡區,8744,0,0,390,2,0
8749,擊敗科爾蘇加德,8744,0,0,394,6,0
8750,薩菲隆的消亡,8744,0,0,393,5,0
8752,英雄難度中，在隊伍無人使用晶紅龍的情況下擊敗奧核之眼的地脈守護者伊瑞茍斯。,0,0,4,0,0,0
8753,地脈守護者伊瑞茍斯,8752,1,0,7323,1,2
8755,10人模式中，被丟進『火爐之主』伊格尼司的熔渣之盆後依然存活。,0,0,4,0,0,0
8756,熔渣之盆,8755,1,0,10430,1,2
8758,在每個部落主城完成可愛符咒手鐲的每日任務。,0,0,4,0,0,0
8759,給奧格瑪特使的禮物,8758,1,0,12842,0,0
8760,給奎爾薩拉斯攝政王的禮物,8758,1,0,12843,1,0
8761,給大酋長的禮物,8758,1,0,12844,2,0
8762,給女妖之王的禮物,8758,1,0,12845,3,0
8764,25人模式中，在擊敗薩倫聚惡體後才擊敗威札斯將軍。,0,0,4,0,0,0
8765,威札斯,8764,1,0,10462,1,2
8767,10人模式中，在團隊成員無人被暗影暴擊命中的情況下擊敗威札斯將軍。,0,0,4,0,0,0
8768,,8767,1,0,10173,1,2
8770,25人模式中，在未摧毀聖所哨衛的情況下擊敗奧芮雅。,0,0,4,0,0,0
8771,奧芮雅,8770,1,0,10184,1,2
8773,10人模式中，在不讓XS-013廢料機器人恢復XT-002拆解者生命力的情況下擊敗XT-002拆解者。,0,0,4,0,0,0
8774,烈焰戰輪,8773,1,0,10074,1,2
8776,取得狂烈鬥士頭銜。,0,0,4,0,0,0
8777,,8776,1,0,10898,1,2
8779,對薩滿勇士獲勝數（英雄勇士試煉）,0,0,4,0,0,0
8780,傑科布‧亞雷瑞斯元帥,8779,1,0,12545,1,0
8782,完成下列遠祖灘頭成就。,0,0,4,0,0,0
8783,穩如泰山,8782,0,0,7656,3,0
8784,遠祖保衛者,8782,0,0,7664,11,0
8785,火砲專家,8782,0,0,7661,8,0
8786,爽俐的工兵,8782,0,0,7657,4,0
8787,毫髮無傷,8782,0,0,7659,6,0
8788,火砲精兵,8782,0,0,7660,7,0
8789,放下它!,8782,0,0,7662,9,0
8790,給我放下它!,8782,0,0,7663,10,0
8791,爆破專家,8782,0,0,7658,5,0
8792,遠祖庭院保衛者,8782,0,0,7665,12,0
8793,遠祖灘頭精兵,8782,0,0,7654,1,0
8794,襲捲沿岸,8782,0,0,7655,2,0
8795,遠祖防禦,8782,0,0,7742,13,0
8797,完成下列釣幣成就。,0,0,4,0,0,0
8798,噴泉裡的金幣,8797,0,0,7488,3,0
8799,你心裡在想些什麼,8797,0,0,7486,1,0
8800,城中之銀,8797,0,0,7487,2,0
8802,在單場征服之島戰鬥中，對敵人大門使用5次巨型爆鹽炸彈。,0,0,4,0,0,0
8803,對敵人大門使用炸彈,8802,5,0,12067,1,1
8805,對獵人勇士獲勝數（勇士試煉）,0,0,4,0,0,0
8806,傑科布‧亞雷瑞斯元帥,8805,1,0,12540,1,0
8808,讓更多的艾澤拉斯小動物知道你有多麼/愛牠們。,0,0,4,0,0,0
8809,,8819,1,0,21293,1,0
8810,峽灣企鵝,8808,1,0,9301,2,0
8811,峽灣火雞,8808,1,0,9302,3,0
8812,冰川企鵝,8808,1,0,9303,4,0
8813,北風土撥鼠,8808,1,8,0,1,8192
8814,,8813,1,0,9300,0,0
8815,,8813,1,0,21294,1,0
8817,無賴蛙,8808,1,0,9308,9,0
8818,休拉薩牛椋鳥,8808,1,0,9309,10,0
8819,寒地野兔,8808,1,8,0,0,8192
8820,,8819,1,0,9299,0,0
8822,40項聲望提升至崇拜。,0,0,4,0,0,0
8823,40項聲望崇拜,8822,40,0,982,1,1
8825,完成術士的克索諾斯恐懼戰馬任務。,0,0,4,0,0,0
8826,克索諾斯恐懼戰馬,8825,1,0,8905,1,2
8828,獲勝次數最多的戰場,0,0,6,0,0,0
8829,阿拉希盆地,8828,0,5,0,12,0
8830,暴風之眼,8828,0,0,5897,2,0
8831,遠祖灘頭,8828,0,0,5898,4,0
8832,,8829,0,0,5896,0,0
8833,吉爾尼斯之戰,8828,0,0,16513,1,0
8834,雙子峰,8828,0,0,16512,5,0
8835,征服之島,8828,0,0,17904,3,0
8836,奧特蘭克山谷,8828,0,0,17411,0,0
8838,25人模式中，在最少有兩隻暮光飛龍存活的情況下，擊敗『黑曜守護者』撒爾薩里安。,0,0,4,0,0,0
8839,『黑曜守護者』撒爾薩里安,8838,1,0,7332,1,2
8841,25人模式中，於希芙在場的情況下擊敗索林姆。,0,0,4,0,0,0
8842,於希芙在場時迫使索林姆進入競技場,8841,1,0,10457,1,2
8844,10人模式中，於希芙在場時迫使索林姆進入競技場。,0,0,4,0,0,0
8845,於希芙在場時迫使索林姆進入競技場,8844,1,0,10800,1,2
8847,25人模式中，當奧杜亞的薩拉對你生氣時對她使用/Kiss(/親吻)。,0,0,4,0,0,0
8848,薩拉,8847,1,0,10189,1,2
8850,10人模式中，在最少還有兩隻暮光飛龍存活的情況下，擊敗『黑曜守護者』撒爾薩里安。,0,0,4,0,0,0
8851,『黑曜守護者』撒爾薩里安,8850,1,0,7329,1,2
8853,英雄難度中，在1分鐘內擊敗石之大廳的悲嘆少女。,0,0,4,0,0,0
8854,在1分鐘內擊殺悲嘆少女。,8853,1,0,7143,1,2
8856,最常服用的法力藥水,0,0,6,0,0,0
8857,超強效活力藥水,8856,0,0,4334,22,0
8858,強效昏睡藥水,8856,0,0,4316,8,0
8859,奧奇奈法力藥水,8856,0,0,4308,1,0
8860,水晶法力藥水,8856,0,0,4314,6,0
8861,昏睡藥水,8856,0,0,4315,7,0
8862,強效法力藥水,8856,0,0,4322,11,0
8863,極效法力藥水,8856,0,0,4328,16,0
8864,極效活力藥水,8856,0,0,4329,17,0
8865,極效昏睡藥水,8856,0,0,4317,9,0
8866,法力藥水注射器,8856,0,0,4311,3,0
8867,角瓶虛空能量劑,8856,0,0,4313,5,0
8868,魔化法力藥水,8856,0,0,4321,10,0
8869,法力藥水,8856,0,0,4330,18,0
8870,洛克斯人的腦漿,8856,0,0,4332,20,0
8871,超強法力藥水,8856,0,0,4333,21,0
8872,無盡法力藥水,8856,1,0,7907,28,0
8873,野葡萄藥水,8856,0,0,4336,24,0
8874,夢魘藥水,8856,0,0,7421,36,0
8875,特強活力藥水,8856,0,0,7422,37,0
8876,銀白法力藥水,8856,1,0,7906,27,0
8877,冰結法力藥水,8856,0,0,5189,33,0
8878,初級活力藥水,8856,0,0,7420,35,0
8879,瘋狂鍊金師藥水,8856,0,0,4324,13,0
8880,極效作戰法力藥水,8856,0,0,5188,32,0
8881,符刻法力藥水,8856,0,0,5184,25,0
8882,極效作戰法力藥水,8856,0,0,5187,31,0
8883,作戰法力藥水,8856,1,0,7905,29,0
8884,次級法力藥水,8856,0,0,4323,12,0
8885,符刻法力注射器,8856,0,0,6379,34,0
8886,極效作戰法力藥水,8856,0,0,5185,26,0
8887,極效作戰法力藥水,8856,0,0,5186,30,0
8888,超強效法力藥水,8856,0,0,4312,4,0
8889,超強法力藥膏,8856,0,0,4327,15,0
8890,不穩定法力藥水,8856,0,0,4335,23,0
8891,極效法力藥膏,8856,0,0,4326,14,0
8892,初級法力藥水,8856,0,0,4331,19,0
8893,神秘法力藥水,8856,0,0,19155,2,0
8895,霞妮苟莎擊殺數（紫羅蘭堡）,0,0,4,0,0,0
8896,霞妮苟莎,8895,1,0,3652,1,0
8898,伊利丹‧怒風擊殺數（黑暗神廟）,0,0,4,0,0,0
8899,伊利丹‧怒風,8898,1,0,3260,1,0
8901,,0,1,5,0,0,0
8902,艾德溫‧范克里夫,8901,1,0,3262,2,0
8903,『船長』餅乾,8901,1,0,18522,1,2
8905,完成下列10人團隊成就。,0,0,4,0,0,0
8906,戳瞎你的眼,8905,0,0,7535,10,0
8907,100俱樂部,8905,0,0,7570,13,0
8908,織法者的隕落,8905,0,0,7533,8,0
8909,小兵立大功,8905,0,0,7528,1,0
8910,令人震驚!,8905,0,0,7606,6,0
8911,扼殺後裔,8905,0,0,7576,15,0
8912,你可沒有永恆,8905,0,0,7534,9,0
8913,蜘蛛恐懼症,8905,0,0,7529,2,0
8914,跳舞，安全第一,8905,0,0,7531,4,0
8915,怎樣都不夠,8905,0,0,7620,16,0
8916,快縫快補,8905,0,0,7530,3,0
8917,他們會一起倒下,8905,0,0,7602,14,0
8918,媽媽說要好好教訓你,8905,0,0,7532,5,0
8919,火山爆發時請盡速逃生,8905,0,0,7536,11,0
8920,減法,8905,0,0,7610,7,0
8921,暮光地帶,8905,0,0,7537,12,0
8923,完成下列的烹飪成就。,0,0,4,0,0,0
8924,這蛋糕不是騙人的,8923,0,0,5764,2,0
8925,小動物騙子,8923,0,0,6625,7,0
8926,副主廚,8923,0,0,6756,9,0
8927,蘭姆西船長的淡啤酒,8923,0,0,6762,10,0
8928,宗師級廚師,8923,0,0,847,1,0
8929,型男大主廚,8923,0,0,5765,3,0
8930,吃掉那情緒,8923,0,0,6605,5,0
8931,小動物騙子,8923,0,0,6607,6,0
8932,超乎想像的晚餐,8923,0,0,6631,8,0
8933,外域美食家,8923,0,0,6788,11,0
8934,北裂境美食家,8923,0,0,6604,4,0
8936,學習75個烹飪食譜。,0,75,5,0,0,0
8937,,8936,75,0,7221,0,2
8939,於遠祖庭院中擊殺100個玩家。,0,0,4,0,0,0
8940,於遠祖庭院中擊殺100個玩家,8939,100,0,7631,1,1
8942,擊殺下列所有極為稀有且不好找到的北裂境生物。,0,0,4,0,0,0
8943,『戰爭侍女』葳格迪斯,8942,1,0,8107,7,16
8944,乒乒王,8942,1,0,8108,8,16
8945,土克瑪斯,8942,1,0,8109,9,16
8946,『嗜血者』佩洛巴斯,8942,1,0,8106,6,16
8947,葛洛克拉,8942,1,0,8112,12,16
8948,沸騰憎恨,8942,1,0,8113,13,16
8949,奧托納,8942,1,0,8118,18,16
8950,羅奎納哈克,8942,1,0,8100,0,16
8951,大族長裘弗斯,8942,1,0,8101,1,16
8952,希爾達娜‧亡據者,8942,1,0,8102,2,16
8953,冰角,8942,1,0,8105,5,16
8954,『雕骨者』塞瑞安,8942,1,0,8114,14,16
8955,格里根,8942,1,0,8116,16,16
8956,恐懼紡織者,8942,1,0,8117,17,16
8957,克洛許王,8942,1,0,8119,19,16
8958,維拉苟莎,8942,1,0,8120,20,16
8959,德碁,8942,1,0,8121,21,16
8960,古老的普崔達斯,8942,1,0,8122,22,16
8961,方寶‧機風,8942,1,0,8104,4,16
8962,瘋狂的因度雷倖存者,8942,1,0,8110,10,16
8963,祖爾德拉克哨兵,8942,1,0,8115,15,16
8964,血色大領主黛昂,8942,1,0,8111,11,16
8965,老晶樹,8942,1,0,8103,3,16
8967,在單場戰鬥中放置5個可炸毀城牆的爆鹽炸藥。,0,0,4,0,0,0
8968,在單場戰鬥中放置5個可炸毀城牆的爆鹽炸藥,8967,5,0,7635,1,1
8970,完成下列遠祖灘頭成就。,0,0,4,0,0,0
8971,爽俐的工兵,8970,0,0,7657,3,0
8972,遠祖灘頭精兵,8970,0,0,7654,0,0
8973,爆破專家,8970,0,0,7658,4,0
8974,毫髮無傷,29086,0,0,7647,0,0
8975,火砲專家,8970,0,0,7661,7,0
8976,襲捲沿岸,8970,0,0,7655,1,0
8977,放下它!,8970,0,0,7662,8,0
8978,遠祖保衛者,8970,0,0,7664,10,0
8979,遠祖庭院保衛者,8970,0,0,7665,11,0
8980,火砲精兵,8970,0,0,7660,6,0
8981,給我放下它!,8970,0,0,7663,9,0
8982,遠祖防禦,29088,0,0,7741,0,0
8983,穩如泰山,8970,0,0,7656,2,0
8985,英雄難度中，在布萊恩‧銅鬚未受到任何傷害的情況下完成石之大廳裡的歲月議庭戰役。,0,0,4,0,0,0
8986,歲月議庭,8985,1,0,7590,1,2
8988,10人模式中，擊敗『黑曜守護者』撒爾薩里安。,0,0,4,0,0,0
8989,『黑曜守護者』撒爾薩里安,8988,1,0,5138,1,2
8991,取得代表幽暗城參加銀白聯賽的資格。,0,0,4,0,0,0
8992,幽暗城勇士,8991,1,0,11329,1,2
8994,10人模式中，在搭乘下列各種載具的情況下擊敗烈焰戰輪。,0,0,4,0,0,0
8995,搶修的摩托車,8994,1,0,10046,1,0
8996,搶修的攻城機具,8994,1,0,10047,2,0
8997,搶修的石毀車,8994,1,0,10048,3,0
8999,擊敗英雄難度中安卡罕特：古王國的首領。,0,0,4,0,0,0
9000,泰爾達朗親王,8999,1,0,6851,1,0
9001,毒蕈魔,8999,1,0,5054,5,0
9002,那杜斯長老,8999,1,0,6852,2,0
9003,潔杜佳‧尋影者,8999,1,0,6853,3,0
9004,信使沃菈齊,8999,1,0,5611,4,0
9006,英雄難度中，在不讓任何不死爪牙抵達樓下的情況下擊敗德拉克薩隆要塞的『召喚者』諾沃司。,0,0,4,0,0,0
9007,『召喚者』諾沃司,9006,1,0,7361,1,2
9009,『不潔者』海根擊殺數（納克薩瑪斯25人）,0,0,4,0,0,0
9010,『不潔者』海根,9009,1,0,5128,1,0
9012,英雄難度中，在第一發魚叉射擊後的3分鐘內擊敗俄特加德之巔的無情的斯卡迪。,0,0,4,0,0,0
9013,在魚叉射擊開始3分鐘內擊殺英雄難度中的無情的斯卡迪。,9012,1,0,7181,1,2
9015,英雄難度中，在劇寒疊加不超過兩次的情況下擊敗奧核之心的凱瑞史卓莎。,0,0,4,0,0,0
9016,凱瑞史卓莎,9015,1,0,7315,1,2
9018,吃太多搗蛋糖果，吃到腸胃不適。,0,0,4,0,0,0
9019,腸胃不適,9018,1,0,2070,1,2
9020,腸胃不適,9018,1,0,2070,2,2
9022,10人模式中，擊敗堆疊25次自然和諧的芙蕾雅。,0,0,4,0,0,0
9023,芙蕾雅,9022,1,0,10445,1,2
9025,25人模式中，在10秒內擊敗2個上古水靈、2個風暴鞭笞者以及2個猛攫鞭笞者。,0,1,8,0,0,0
9026,芙蕾雅,9025,1,0,10395,2,2
9027,芙蕾雅,9025,1,0,10394,1,2
9029,閱讀下列在達拉然找到的「秘法系別」書籍。,0,0,4,0,0,0
9030,秘法系別 - 防護系,9029,1,0,7237,2,0
9031,秘法系別 - 附魔系,9029,1,0,7240,5,0
9032,秘法系別 - 幻術系,9029,1,0,7241,6,0
9033,秘法系別 - 死靈術,9029,1,0,7242,7,0
9034,秘法系別 - 預言系,9029,1,0,7239,4,0
9035,秘法系別 - 入門,9029,1,0,7236,1,0
9036,秘法系別 - 轉化系,9029,1,0,7243,8,0
9037,秘法系別 - 召喚系,9029,1,0,7238,3,0
9039,柯洛剛恩擊殺數（奧杜亞25人）,0,0,4,0,0,0
9040,柯洛剛恩,9039,1,0,9959,1,0
9042,10人模式中，在6分鐘內擊敗瑪里苟斯。,0,0,4,0,0,0
9043,瑪里苟斯,9042,1,0,7182,1,2
9045,巫妖王之怒不同10人首領擊殺數,0,1,7,0,0,0
9046,『石之看守者』亞夏梵,9045,1,0,8744,18,2
9047,四騎士,9045,1,0,7805,17,0
9048,縫補者,9045,1,0,5110,25,0
9049,科爾蘇加德,9045,1,0,5123,22,0
9050,薩菲隆,9045,1,0,5122,23,0
9051,泰迪斯,9045,1,0,5119,24,0
9052,『瘟疫使者』諾斯,9045,1,0,5104,26,0
9053,梅克絲娜,9045,1,0,5102,27,0
9054,葛羅巴斯,9045,1,0,6425,28,0
9055,憎恨者,9045,1,0,6428,30,0
9056,大寡婦費琳娜,9045,1,0,6430,32,0
9057,『收割者』高希,9045,1,0,5108,33,0
9058,瑪里苟斯,9045,1,0,5137,21,0
9059,講師拉祖維斯,9045,1,0,5120,31,0
9060,烈焰戰輪,9045,1,0,9968,2,0
9061,腐臉,9045,1,0,13337,47,0
9062,各陣營勇士,9045,1,0,12236,38,0
9063,巫妖王,9045,1,0,13342,52,0
9064,『烈焰看守者』寇拉隆,9045,1,0,13325,35,0
9065,瓦莉絲瑞雅‧夢行者,9045,1,0,13335,45,0
9066,亡語女士,9045,1,0,13332,42,0
9067,膿腸,9045,1,0,13336,46,0
9068,血腥女王菈娜薩爾,9045,1,0,13340,50,0
9069,銳鱗,9045,1,0,9939,3,0
9070,『火爐之主』伊格尼司,9045,1,0,9972,4,0
9071,XT-002拆解者,9045,1,0,9974,5,0
9072,柯洛剛恩,9045,1,0,9978,7,0
9073,霍迪爾,9045,1,0,9980,8,0
9074,索林姆,9045,1,0,9982,9,0
9075,彌米倫,9045,1,0,9986,11,0
9076,奧芮雅,9045,1,0,9992,14,0
9077,尤格薩倫,9045,1,0,9994,15,0
9078,阿努比瑞克漢,9045,1,0,5100,19,0
9079,『不潔者』海根,9045,1,0,6426,29,0
9080,『寒冰看守者』拓拉梵,9045,1,0,13324,34,0
9081,冰嚎,9045,1,0,13326,36,0
9082,賈拉克瑟斯領主,9045,1,0,13327,37,0
9083,阿努巴拉克,9045,1,0,12244,40,0
9084,瑪洛嘉領主,9045,1,0,13331,41,0
9085,飛船戰鬥,9045,1,0,13333,43,0
9086,死亡使者薩魯法爾,9045,1,0,13334,44,0
9087,芙蕾雅,9045,1,0,9984,10,0
9088,『觀察者』艾爾加隆,9045,1,0,9990,13,0
9089,『風暴看守者』艾瑪隆,9045,1,0,9996,16,2
9090,普崔希德教授,9045,1,0,13338,48,0
9091,辛德拉苟莎,9045,1,0,13341,51,0
9092,血親王,9045,1,0,13339,49,0
9093,古魯斯,9045,1,0,5117,1,0
9094,『黑曜守護者』撒爾薩里安,9045,1,0,5138,20,0
9095,鐵之集會,9045,1,0,9976,6,0
9096,華爾琪雙子,9045,1,0,12240,39,0
9097,威札斯將軍,9045,1,0,9948,12,0
9099,英雄難度中，在雷光大廳的畢亞格林將軍充斥著間歇電能時擊敗他。,0,0,4,0,0,0
9100,畢亞格林將軍,9099,1,0,6835,1,2
9102,戰歌峽谷以3比0獲勝。,0,1,8,0,0,0
9103,在戰歌峽谷獲得完封勝利,9102,1,0,1236,0,2
9105,在英雄難度中，擊敗火源之界的巴勒羅克。,0,1,8,0,0,0
9106,巴勒羅克,9105,1,0,18066,0,2
9107,巴勒羅克,9105,1,0,18067,1,2
9109,暴風之眼獲勝次數,0,0,4,0,0,0
9110,暴風之眼獲勝次數,9109,0,0,5745,0,0
9112,找到一顆明亮的彩蛋。,0,0,4,0,0,0
9113,,9112,1,0,9538,1,2
9115,烈焰戰輪擊殺數（奧杜亞10人）,0,0,4,0,0,0
9116,烈焰戰輪,9115,1,0,9968,1,0
9118,取得薩塔禦天者的聲望崇拜。,0,0,4,0,0,0
9119,薩塔禦天者崇拜,9118,42000,0,4760,1,2
9121,從拍賣獲得的金幣總額,0,0,4,0,0,0
9122,從拍賣獲得的金幣,9121,0,0,4225,1,8
9124,取得銀色黎明的聲望崇拜。,0,0,4,0,0,0
9125,銀色黎明崇拜,9124,42000,0,2020,1,2
9127,已學會的銘文,0,0,4,0,0,0
