Description_lang,Title_lang,ID,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
阻止古爾丹召喚燃燒軍團。,阻止古爾丹,2084,786,47225,0,0,0,8,0,0,0
教徒弱化了墓穴裡面的神聖結界。擋下他們的防禦，然後殺死祭儀師來解除屏障。,再次奉獻,2086,991,46477,0,0,0,4,0,0,0
聆聽卡德加有關書籍的指示。,智者之言,2087,989,46564,0,0,0,10,0,0,0
通往監獄的道路敞開了。繼續沿著開放的通道往下，迎接底下的挑戰。,黑暗通道,2089,991,46618,0,0,0,6,0,0,0
幫塔蘭‧祝恢復他的傷勢。,治療塔蘭‧祝,2091,1007,46575,0,0,0,0,0,0,0
打開牢籠釋放影潘，然後擊敗地獄守衛薩凡。,解救影潘,2098,1007,46585,0,0,0,1,0,0,0
暮光執事企圖復活殺死提爾的怪物！阻止他！,執事之死,2099,991,46620,0,0,0,7,0,0,0
跟每個影潘交談，協調對腐化豐泉台的攻擊行動。,影潘計畫,2100,1007,46635,0,0,0,2,0,0,0
奪取海緣號。,海事交涉,2101,1012,46639,0,0,0,0,0,0,0
進入卡拉贊地下墓穴追查黑騎兵的下落。,往下的迴旋樓梯,2108,1014,46641,0,0,0,0,0,0,0
想辦法越過埃瑞丁的靈魂屏障。,詛咒之握,2109,1014,46643,0,0,0,1,0,0,0
擊敗黑騎兵寶庫的保護者。,移除程序,2110,1014,46645,0,0,0,2,0,0,0
在黑騎兵的寶藏中找到伊露恩之鐮。,伊露恩的寶藏,2111,1014,46647,0,0,0,3,0,0,0
深入卡拉贊地下墓穴，追上埃瑞丁。,黑騎兵的寶物,2112,1014,46649,0,0,0,4,0,0,0
擊敗埃瑞丁。,劫掠騎兵的寶物,2113,1014,46651,0,0,0,5,0,0,0
暮光執事已死，這把刀刃是你的了。拿起它。,黑暗帝國之刃,2115,991,46666,0,0,0,8,0,0,0
克蘇拉希將軍未來仍可能對我們造成威脅。我們必須使用匕首，確保它徹底死亡。,扎卡茲真正死亡,2116,991,46668,0,0,0,9,0,0,0
在千燈神廟找到驚懼上將伊莉莎。,鮮血與掠奪,2117,1012,46655,0,0,0,1,0,0,0
前往破碎海岸。(部落),破碎海岸(部落),2126,1017,46657,0,0,0,0,0,0,0
前往破碎海岸。(聯盟),DNT - The Broken Shore (A),2127,1018,46659,34638,0,0,0,0,0,0
在影潘熊貓人的協助下擊敗埃斯柏休斯。,別喝那裡的水,2131,1007,46661,0,0,0,3,0,0,0
擊敗鹽鬍子領主。,伊莉莎的賭注,2132,1012,46670,0,0,0,2,0,0,0
進入神廟追殺驚懼上將伊莉莎。,深入追擊,2133,1012,46672,0,0,0,3,0,0,0
有道烈焰之牆擋住了道路。在史力弗男爵解除這道屏障的時候保護他。,突破防線,2135,940,46708,0,0,0,2,0,0,0
跟隨史力弗男爵進入燃燒軍團的領域然後搜索營地。,繼續搜尋,2136,940,46753,0,0,0,3,0,0,0
獵殺審判官薩林諾，取得他的鑰石。,審判終結,2137,940,46755,0,0,0,4,0,0,0
用鑰石釋放你的夥伴。,回去找囚犯,2138,940,46757,0,0,0,5,0,0,0
前往堡壘，在史力弗男爵解除屏障的時候保護他。,圍攻城塞,2139,940,46759,0,0,0,6,0,0,0
可以進入堡壘了。繼續往下進入建築，找到瑪葛瑞弗。,邁入深淵,2141,940,46802,0,0,0,7,0,0,0
葛里克斯殺死了瑪葛瑞弗！消滅這個惡魔！,裂肉狂魔,2142,940,46804,0,0,0,8,0,0,0
葛里克斯已死，這把斧頭是你的了。拿起它。,遭譴者之顎,2143,940,46806,0,0,0,9,0,0,0
擊敗驚懼上將伊莉莎，奪取驚懼雙刀。,奪取戰利品,2150,1012,46690,0,0,0,4,0,0,0
登上玄鴉堡，追蹤黑羽堡主。,玄鴉堡,2151,1023,46693,44437,0,0,0,0,0,0
,玄鴉堡,2153,1023,46698,44437,0,0,1,0,0,0
跟隨史力弗男爵登上前方的高地。,偵察路徑,2154,940,46712,0,0,0,1,0,0,0
殺死島上的所有魚人。,殺死魚人,2156,1025,46714,0,0,0,0,0,0,0
取得雪崙，迷霧之杖。,大帝的遺贈,2157,1007,46716,0,0,0,4,0,0,0
進入卡拉贊地下墓穴追查黑騎兵的下落。,往下的迴旋樓梯,2158,1026,46720,0,0,0,0,0,0,0
想辦法越過埃瑞丁的靈魂屏障。,詛咒之握,2159,1026,46722,0,0,0,1,0,0,0
擊敗黑騎兵寶庫的保護者。,移除程序,2160,1026,46724,0,0,0,2,0,0,0
在黑騎兵的寶藏中找到天啟。,世界終結者,2161,1026,46726,0,0,0,3,0,0,0
深入卡拉贊地下墓穴，追上埃瑞丁。,黑騎兵的寶物,2162,1026,46728,0,0,0,4,0,0,0
追上並擊敗埃瑞丁。,人子的命運,2163,1026,46730,0,0,0,5,0,0,0
取得天啟。,天啟,2164,1026,46761,0,0,0,6,0,0,0
殺死莫咕哺。,莫咕哺,2166,1025,46769,0,0,0,4,0,0,0
釣起薄暮狂魚。,釣魚,2167,1025,46771,0,0,0,1,0,0,0
保護紫羅蘭堡，抵抗進犯的燃燒軍團。,紫羅蘭堡之襲,2168,1027,46774,0,0,0,0,0,0,0
保護紫羅蘭堡，抵抗進犯的燃燒軍團。,紫羅蘭堡之襲,2170,1029,52946,0,0,0,0,0,0,0
我們阻止了儀式，但是虛無能量還在！摧毀它！,別害怕死亡,2171,991,46784,0,0,0,5,0,0,0
協助莫爾‧魔風作戰，攻擊驚懼領主卡斯拉納提爾。,與敵人交戰,2175,1034,46812,0,0,0,0,0,0,0
消滅正在吸取守護者熔爐力量的虹吸裂隙。,受制的熔爐,2176,1034,46814,0,0,0,1,0,0,0
啟動守護者熔爐。,守護者的力量,2177,1034,46817,0,0,0,2,0,0,0
使用守護者熔爐賦予的力量擊敗卡斯拉納提爾。,驚懼領主的落敗,2178,1034,46819,0,0,0,3,0,0,0
協助莫爾‧魔風和艾洛岱，將守護者熔爐運送到安全的地方。,保守秘密，保守安全,2179,1034,46838,0,0,0,5,0,0,0
巫妖王正在等候你的好消息。使用史力弗男爵的死亡之門以前往寒冰皇冠。,寒冰皇冠的呼喚,2180,940,46836,0,0,0,10,0,0,0
聆聽莫爾‧魔風說的話。,小小的勝利,2181,1034,46821,0,0,0,4,0,0,0
索拉丁的鬼魂正受到教徒的折磨。殺死祭儀師，解救他。,王魂,2203,1037,46850,0,0,0,1,0,0,0
這個鬼魂知道很多事情。跟隨索拉丁，聆聽他的故事。,索拉丁的愚行,2204,1037,46852,0,0,0,2,0,0,0
與諾柏多談話。,重建陶土議會,2205,1038,46917,0,0,0,0,0,0,0
幫助四散的薩滿。,光榮的倖存者,2206,1038,46919,0,0,0,1,0,0,0
擊敗煉獄火。,混戰大漩渦,2207,1038,46930,0,0,0,2,0,0,0
使用托菈的矛把法瑟斯射下來。,擊落魔化蝙蝠,2208,1038,46938,0,0,0,3,0,0,0
啟動漩渦之柱，擊敗蓋斯勳。,風暴主宰,2209,1038,46946,0,0,0,4,0,0,0
破碎的封印在湖底對你呼喚。進入提爾之墓。,提爾之墓,2210,1037,46862,0,0,0,3,0,0,0
監獄入口受到腐化的阻擋。消滅墓穴中的腐化虛無觸鬚。,淨化穢瀆之物,2211,1037,46866,0,0,0,4,0,0,0
腐化源頭終於出現了。殺死索斯奧茲，完成淨化墓穴的任務。,腐化的根源,2212,1037,46868,0,0,0,5,0,0,0
往下的通道開啟了，繼續前往扎卡茲的牢獄。,黑暗通道,2213,1037,46870,0,0,0,6,0,0,0
扎卡茲奮力想保護自己。把劍拔出，使出最後一擊！,引劍成一快,2214,1037,46874,0,0,0,7,0,0,0
扎卡茲醒了，但是身體跟神智都沒有完全恢復。再把他打昏！,殺死克蘇拉希,2215,1037,46876,0,0,0,8,0,0,0
扎卡茲又被打敗了，不過這只是暫時的。拿起斯托姆卡，對他使出真正的最後一擊。,破戰巨劍,2216,1037,46878,0,0,0,9,0,0,0
取得逆風收割者。,,2220,988,46881,0,0,0,6,0,0,0
暮光之錘在這裡設立了臨時營地。調查這座營地，看看有沒有什麼線索。,暮光營地,2221,991,46885,0,0,0,0,0,0,0
雙劍的腐化已經淨化了，將它們取為己用。,飢寒之力,2224,901,46909,0,0,0,6,0,0,0
名叫丹妮卡的黃金華爾琪降臨戰場，迎接勇士的靈魂。觀看整個過程。,華爾琪,2225,933,46911,0,0,0,2,0,0,0
取得伊露恩之鐮。,奪回鐮刀,2227,1014,46932,0,0,0,6,0,0,0
如何補滿能量條！,補滿能量條,2233,1045,46960,0,0,0,0,0,0,0
這真的是最後一步了！(cm 109970),最後一步,2234,1045,46963,0,0,0,1,0,0,0
證明你的資格，並取得阿格拉瑪之盾。,英靈殿,2235,1046,46965,0,0,0,0,0,0,0
在北貧瘠之地擊退燃燒軍團的部隊。,擊退燃燒軍團,2236,907,44325,43290,0,0,2,0,0,0
暮光教徒就在入口附近紮營。調查他們在這裡做什麼。,滅除教徒,2237,1037,46982,0,0,0,0,0,0,0
潛入眾星之廷，面對大博學者艾莉珊德。,眾星之廷,2243,1050,47000,44437,0,0,0,0,0,0
潛入眾星之廷，面對大博學者艾莉珊德。,眾星之廷,2244,1051,47004,44437,0,0,0,0,0,0
幫凡蕾莎搜索審判官的瞰臺，尋找艾蘭里亞的蹤影。,她在哪裡？,2255,972,47031,0,0,0,6,0,0,0
在十字路口對抗燃燒軍團的威脅。,守禦十字路口,2257,907,47038,43289,0,0,0,0,0,0
這裡發生了可怕的事 - 跟傲天者歐姆奴隆交談以了解狀況。,燃燒軍團的破壞,2259,1061,47051,0,0,0,0,0,0,0
大德魯伊哈繆爾‧符文圖騰以及他的夥伴，需要你協助療傷。,拯救傷者,2269,1061,47059,0,0,0,1,0,0,0
與萊耶莎交談以進行淨化儀式。,淨化開始,2270,1061,47081,0,0,0,2,0,0,0
在萊耶莎完成儀式的時候保護她。,清除腐化,2272,1061,47084,0,0,0,3,0,0,0
呼喚森林的靈魂，消滅代斯特麥斯。,自然之怒,2274,1061,47103,0,0,0,6,0,0,0
擊敗束縛艾索雷苟斯的虛無之觸導魔師，把他從以太族手中救出來並治好他的傷勢。,藍龍俘虜,2275,1065,47106,0,0,0,0,0,0,0
前往藏書所找出方法進入奧核寶庫。,找尋解答,2277,1065,47110,0,0,0,1,0,0,0
擊敗審判之焰。,聖火淨化,2278,1065,47112,0,0,0,2,0,0,0
擊敗奈薩斯王子彼列爾。,被虛無吞噬,2279,1065,47116,0,0,0,4,0,0,0
控制聖光之怒。,烈焰意志,2280,1065,47118,0,0,0,5,0,0,0
取得聖光之怒然後離開奧核寶庫。,操弄烈焰,2281,1065,47171,0,0,0,6,0,0,0
治療並招募遭受圍攻的海巨人。,莫大的幫助,2282,1066,47120,0,0,0,0,0,0,0
找到並釋放消失的薩滿，語濤者愛德麗。,拯救語濤者愛德麗,2283,1066,47122,0,0,0,1,0,0,0
擊敗克拉利斯。,占領中央匯合點,2284,1066,47126,0,0,0,2,0,0,0
登到上一層並帶領你的隊伍穿過浪潮。,激流障壁,2286,1066,47130,0,0,0,3,0,0,0
擊敗澤瑟琳女士。,消滅海巫,2287,1066,47132,0,0,0,4,0,0,0
拿起薩拉達爾。,取得薩拉達爾,2288,1066,47134,0,0,0,5,0,0,0
與格瑞夫交談，並與維酷人嚮導普洛絲塔加見面。,彼此介紹,2291,1068,47167,0,0,0,0,0,0,0
前往裂隙。,穿過去是唯一的路,2292,1065,47114,0,0,0,3,0,0,0
擊敗威脅十字路口的燃燒軍團指揮官。,擊敗惡魔指揮官,2293,907,47175,42236,0,0,1,0,0,0
搜尋沃隆德的寶庫，尋找泰坦之擊。,翻遍每一個角落,2298,1068,47178,0,0,0,3,0,0,0
凱莉亞的兩名手下正在進行黑暗儀式。一定要阻止他們。,靈魂之流,2299,961,47200,0,0,0,2,0,0,0
在遠古諸王之墓當中找到督軍沃隆德的墓穴入口。,古墓奇兵,2300,1068,47215,0,0,0,1,0,0,0
協助普洛絲塔加開啟沃隆德墓穴的門。,沃隆德的寶庫,2301,1068,47217,0,0,0,2,0,0,0
把奧達奇戰刃取為己用。,晉升之權,2302,961,47219,0,0,0,6,0,0,0
學習如何使用審判。,審判敵人,2304,1073,47308,0,0,0,1,0,0,0
學習如何使用正義之刃。,維護正義,2305,1073,47328,0,0,0,2,0,0,0
學習如何使用十字軍聖擊。,遍地聖擊,2317,1073,47320,0,0,0,3,0,0,0
學習如何使用聖盾術。,你好神聖,2318,1073,47322,0,0,0,7,0,0,0
學習如何使用聖光閃現。,聖光閃閃,2319,1073,47323,0,0,0,8,0,0,0
學習如何使用聖殿騎士之裁決。,裁決結果如何？,2320,1073,47321,0,0,0,4,0,0,0
學以致用，擊敗一名對手。,隨堂考,2321,1073,49721,0,0,0,9,0,0,0
將法杖交給萊耶莎來完成儀式。,關鍵的一刻,2325,1061,47336,0,0,0,4,0,0,0
夢魘怪物在攻擊厄索克的靈魂！殺死它們！,黑暗中的光明,2327,990,47340,0,0,0,1,0,0,0
趁有機會的時候，對艾可莉‧影血發動奇襲。,無形之刃,2363,1078,47352,0,0,0,0,0,0,0
靈魂守衛者陷入深層的沉思。拿走吊在他腰帶上的鑰匙。,關鍵鑰匙,2364,1078,47360,0,0,0,1,0,0,0
艾可莉派出審判官席羅斯來阻止你。,欺詐者的雙眼,2366,1078,47364,0,0,0,3,0,0,0
在要塞頂端找到艾可莉‧影血。,晉升,2367,1078,47366,0,0,0,4,0,0,0
殺死艾可莉‧影血,命運的決鬥,2368,1078,47368,0,0,0,5,0,0,0
取得吞噬者之牙。,暗影大師,2369,1078,47370,0,0,0,6,0,0,0
對假人使用你所有的新技能。,準備完善,2370,1073,47372,0,0,0,5,0,0,0
離開飛船，加入突襲行動。,上頭的命令,2371,1073,49710,0,0,0,12,0,0,0
拿著格哈尼爾，始祖之樹。,格哈尼爾重生,2372,1061,47101,0,0,0,5,0,0,0
擊敗威脅哨兵嶺的燃燒軍團指揮官,擊敗惡魔指揮官,2373,897,47385,43242,0,0,1,0,0,0
證明你的資格，並取得阿格拉瑪之盾。,英靈殿,2389,1046,47415,0,0,0,0,0,0,0
你已經抵達盾息之島。跟歐利克會合，做好進入墓穴的準備。,降落島嶼,2390,1082,47433,0,0,0,0,0,0,0
真理之盾神殿就在墓穴當中。突破防禦，找到神殿。,深入墓穴,2391,1082,47435,0,0,0,1,0,0,0
通道開啟了，神殿就在前方。神盾就在底下的某處。找到它。,真理之盾神殿,2392,1082,47521,0,0,0,3,0,0,0
學習如何使用召喚寵物。,呼喚朋友,2393,1083,47479,0,0,0,1,0,0,0
厄格林，真理之盾持有者，挑戰你進行一場競技的試煉。完成這場試煉來得到他的尊重。,厄格林的挑戰,2394,1082,47523,0,0,0,4,0,0,0
試煉結束了。拿起真理之盾。,真理之盾,2395,1082,47525,0,0,0,5,0,0,0
學習如何召喚虛無行者。,惡魔交易,2396,1084,47439,0,0,0,1,0,0,0
學習痛苦動盪。,從少許動盪著手,2397,1084,47447,0,0,0,2,0,0,0
學習痛苦和腐蝕術。,折磨般的痛苦,2398,1084,47441,0,0,0,3,0,0,0
學習如何使用暗影箭。,暗影化身,2399,1084,66211,0,0,0,5,0,0,0
學習邪惡狂喜。,狂喜的折磨,2400,1084,85154,0,0,0,4,0,0,0
對假人使用你所有的新技能。,準備完善,2401,1084,47449,0,0,0,6,0,0,0
學習如何使用吸取生命。,吸取生命力,2402,1084,47445,0,0,0,7,0,0,0
學習如何使用恐懼術。,恐懼,2403,1084,47456,0,0,0,8,0,0,0
守禦飛船！,抵擋敵人的攻擊,2404,1084,67030,0,0,0,11,0,0,0
離開飛船，加入突襲行動。,上頭的命令,2405,1084,49636,0,0,0,12,0,0,0
你出現在一艘燃燒軍團的飛船上，發現跟夥伴在戰鬥中走散了。為復仇者波羅斯療傷。,治療復仇者波羅斯,2406,1085,47496,0,0,0,0,0,0,0
神殿之門是第一個試煉。在這場測試中活下來。,開門,2407,1082,47505,0,0,0,2,0,0,0
學習如何使用擊殺命令。,寵物，攻擊！,2408,1083,47481,0,0,0,2,0,0,0
學習如何使用鋒銳射擊。,鋒銳無比,2409,1083,67886,0,0,0,3,0,0,0
學習如何使用眼鏡蛇射擊。,眼鏡蛇之擊,2410,1083,47485,0,0,0,4,0,0,0
學習如何使用狂野怒火。,你不會想惹怒我們的…,2411,1083,47487,0,0,0,5,0,0,0
對假人使用你所有的新技能。,準備完善,2412,1083,47489,0,0,0,6,0,0,0
學習如何使用多重射擊。,射擊每個目標,2413,1083,47514,0,0,0,7,0,0,0
學習如何使用假死。,裝死,2414,1083,47499,0,0,0,8,0,0,0
守禦飛船！,抵擋敵人的攻擊,2415,1083,66958,0,0,0,11,0,0,0
離開飛船，加入突襲行動。,上頭的命令,2416,1083,49657,0,0,0,12,0,0,0
打開牢籠釋放囚犯，然後擊敗納拉諾斯隊長。,需要幫助的朋友,2417,1085,47560,0,0,0,3,0,0,0
跟隨復仇者波羅斯並且協助捷斯。,救援行動,2421,1085,47517,0,0,0,1,0,0,0
學習如何使用暗言術：痛。,會有一點點痛,2422,1090,48723,0,0,0,1,0,0,0
督軍沃隆德想阻止你取得泰坦之擊。,沃隆德的最後一搏,2423,1068,47556,0,0,0,4,0,0,0
使用傳送器前往奧杜亞找彌米倫。,回應呼喚,2424,1068,47558,0,0,0,5,0,0,0
在盟友的幫助下，擊敗卡琳卓絲女士。,邪惡之巢,2425,1085,47655,0,0,0,5,0,0,0
卡琳卓絲女士死了，法杖是你的了。拿起法杖，離開尼斯卡拉。,重拾聖光,2426,1085,47678,0,0,0,6,0,0,0
學習如何使用烈焰震擊。,一點火花,2427,1091,47776,0,0,0,1,0,0,0
學習如何使用衝鋒。,直衝戰場,2428,1093,48065,0,0,0,1,0,0,0
學習如何使用死者復生。,人死可以復生,2429,1094,49046,0,0,0,1,0,0,0
學習如何使用虎掌。,虎虎生風,2430,1095,48408,0,0,0,1,0,0,0
學習如何使用獵豹形態。,貓力與你同在,2431,1096,48480,0,0,0,1,0,0,0
學習如何使用熔岩爆發。,熔岩發射器,2432,1091,47778,0,0,0,2,0,0,0
學習如何使用閃電箭。,閃電箭！,2433,1091,47782,0,0,0,3,0,0,0
學習如何使用大地震擊。,搖滾大地,2434,1091,47784,0,0,0,4,0,0,0
對假人使用你所有的新技能。,準備完善,2435,1091,47786,0,0,0,5,0,0,0
學習如何使用妖術。,嘓嘓，嘓嘓,2436,1091,47791,0,0,0,6,0,0,0
學習如何使用閃電鏈。,震撼世界,2437,1091,47793,0,0,0,7,0,0,0
學習如何使用洶湧治療。,清理傷口,2438,1091,47795,0,0,0,8,0,0,0
學以致用，擊敗一名對手。,隨堂考,2439,1091,50133,0,0,0,10,0,0,0
學以致用，同時擊敗兩名對手。,雙重挑戰,2440,1091,50131,0,0,0,11,0,0,0
協助你的夥伴，然後逃出燃燒軍團的飛船。,越獄,2441,1085,47881,0,0,0,2,0,0,0
崔瓦的團隊已在廢棄的暮光營地中完成設置工作。去跟他們會合。,空蕩蕩的營地,2442,1092,47890,0,0,0,0,0,0,0
顱骨應該就在魔魂堡。沿著這個通道往下，找到它。,搜索要塞,2443,1097,47894,0,0,0,0,0,0,0
跟崔瓦一同進入墓地，找到提爾的墓穴。,清除障礙,2444,1092,47896,0,0,0,1,0,0,0
在西部荒野各地擊退燃燒軍團。,擊退燃燒軍團,2445,897,47904,43288,0,0,2,0,0,0
擊敗納拉諾斯領主。,邪惡降臨,2446,1085,47908,0,0,0,4,0,0,0
提爾的墓穴到處都是發狂的變異怪。掃蕩它們，然後開始進行儀式。,守護者之憩,2447,1092,47934,0,0,0,2,0,0,0
崔瓦想開始進行儀式。協助他。,破碎的儀式,2448,1092,47963,0,0,0,3,0,0,0
儀式的關鍵要件被帶到底下去了。把它拿回來。,進入黑暗,2449,1092,47965,0,0,0,4,0,0,0
學習如何使用火元素。,釋放元素,2450,1091,47967,0,0,0,9,0,0,0
跟索林姆對話，準備迎接普洛絲塔加抵達。,『雷霆之王』索林姆,2452,1099,47973,0,0,0,0,0,0,0
那個巨大的變異怪擁有碎片。殺死它，奪回碎片。,勇闖虎穴,2453,1092,47979,0,0,0,5,0,0,0
不穩定的虛無能量正在集結，在這個區域被吞噬之前，跟隨崔瓦回到墓地。,逃出監牢,2454,1092,48010,0,0,0,6,0,0,0
有些聖騎士受了傷，或是受到虛無魔法包覆。淨化並治療他們，把他們解救出來。,救人要緊,2455,1092,48012,0,0,0,7,0,0,0
大家都已離開通道，但是有個巨大且邪惡的傢伙從下方上來了。跟崔瓦一同奔入地穴。,有什麼東西過來了,2456,1092,48015,0,0,0,8,0,0,0
崔瓦必須完成儀式才能從結界中解開神錘。在他完成之前守禦墓地！,儀式攻防,2457,1092,48055,0,0,0,9,0,0,0
白銀之手自由了。在摩多斯擊敗防禦者之前拿取它！,白銀之手,2458,1092,48057,0,0,0,10,0,0,0
從以太族手中救出艾索雷苟斯。,藍龍囚犯,2466,1101,47984,0,0,0,0,0,0,0
前往藏書所找出方法進入奧核寶庫。,找尋解答,2467,1101,47987,0,0,0,1,0,0,0
擊敗亞魯涅斯的回響。,上古之力的回響,2468,1101,47990,0,0,0,2,0,0,0
前往裂隙。,穿過去是唯一的路,2469,1101,47992,0,0,0,3,0,0,0
擊敗奈薩斯王子彼列爾。,被虛無吞噬,2470,1101,47994,0,0,0,4,0,0,0
控制亞魯涅斯。,突破與禁錮,2471,1101,47996,0,0,0,5,0,0,0
取得亞魯涅斯然後離開奧核寶庫。,艾格文之力,2472,1101,47998,0,0,0,6,0,0,0
現在你拿到鑰匙了，逃出牢籠然後取回你的武器。,逃命專家,2473,1078,48001,0,0,0,2,0,0,0
擊退普洛絲塔加的維酷人同伴。,加入戰鬥,2474,1099,48008,0,0,0,1,0,0,0
擊敗魔裔將領。,越級上報,2475,1097,48017,0,0,0,1,0,0,0
梅菲斯托拿到顱骨逃走了。想辦法通過他的陷阱，追捕他！,惡魔狩獵,2476,1097,48045,0,0,0,2,0,0,0
梅菲斯托派出手下來對付你。對抗他們的攻擊，直到泰蘭娜女士和痛苦仕女妮珂塔抵達，然後殺掉她們。,燃燒軍團,2477,1097,48047,0,0,0,3,0,0,0
梅菲斯托試圖要摧毀顱骨！一路掃蕩並前往他的儀式地點，然後阻止他！,顱骨的尖嘯,2478,1097,48050,0,0,0,4,0,0,0
梅菲斯托逃走了，但是顱骨沒事。拿走它。,曼那瑞的顱骨,2479,1097,48053,0,0,0,5,0,0,0
普洛絲塔加正在吸收泰坦之擊的能量。阻止她！,篡位者的瘋狂,2480,1099,48019,0,0,0,2,0,0,0
將哈提的靈魂與你相連來救他一命。,雷霆之心,2481,1099,48021,0,0,0,3,0,0,0
你必須使用泰坦之擊，才能讓被哈提吸收的力量回到傳奇步槍中。,泰坦之力,2482,1099,48023,0,0,0,4,0,0,0
和格瑞夫一同返回達拉然。,旅程的尾聲,2483,1099,48025,0,0,0,5,0,0,0
學習如何使用致死打擊。,這會打死人的,2490,1093,48067,0,0,0,2,0,0,0
學習如何使用猛擊。,勇猛的攻擊,2491,1093,48069,0,0,0,3,0,0,0
學習如何使用壓制。,把它們擊碎,2492,1093,66087,0,0,0,4,0,0,0
學習如何使用勝利衝擊。,血氣衝上心頭,2493,1093,48073,0,0,0,6,0,0,0
對假人使用你所有的新技能。,準備完善,2494,1093,48075,0,0,0,5,0,0,0
學習如何使用旋風斬。,轉吧轉吧,2495,1093,48081,0,0,0,7,0,0,0
學習如何使用英勇躍擊。,跳入戰場,2496,1093,48084,0,0,0,8,0,0,0
學以致用，擊敗一名對手。,隨堂考,2497,1093,50154,0,0,0,9,0,0,0
學以致用，同時擊敗兩名對手。,雙重挑戰,2498,1093,50152,0,0,0,10,0,0,0
擊敗威脅加基森的燃燒軍團指揮官。,擊敗惡魔指揮官,2499,806,48783,43243,0,0,1,0,0,0
在塔納利斯各地擊退燃燒軍團。,擊退燃燒軍團,2500,806,48090,43294,0,0,2,0,0,0
在加基森擊敗指揮入侵行動的惡魔領主。,擊敗惡魔領主,2501,806,48938,43244,0,0,3,0,0,0
顱骨是你的了！進入傳送門來離開這個地方。,我才是老大,2502,1097,48097,0,0,0,6,0,0,0
你來到法拉納爾廢墟，要尋找佛史托克以及亞夏曼之牙。搜尋佛史托克失蹤下落的線索。,潛行,2506,1108,48239,0,0,0,0,0,0,0
學習如何使用翔陽腳。,踢他臉,2511,1095,48409,0,0,0,2,0,0,0
學習如何使用滅寂腿。,再踢一次,2512,1095,48410,0,0,0,3,0,0,0
學習如何使用狂拳連打。,打一千次,2513,1095,48411,0,0,0,4,0,0,0
對假人使用你所有的新技能。,準備完善,2514,1095,48412,0,0,0,5,0,0,0
學習如何使用迅空翻。,翻滾吧！,2515,1095,48413,0,0,0,6,0,0,0
學習如何使用生氣勃勃。,再次生氣勃勃！,2516,1095,67046,0,0,0,7,0,0,0
學以致用，擊敗一名對手。,隨堂考,2517,1095,49698,0,0,0,8,0,0,0
學以致用，同時擊敗兩名對手。,雙重挑戰,2518,1095,49696,0,0,0,9,0,0,0
佛史托克的氣味指向廢墟，但是門被封印住了。想辦法開啟它。,有凋萎者事竟成,2525,1108,48436,0,0,0,1,0,0,0
莫爾在這裡準備進攻。跟他和艾洛岱交談來開始準備工作。,做好準備,2526,1122,48439,0,0,0,0,0,0,0
把你的薄暮狂魚交給納特。,送達,2527,1025,48445,0,0,0,2,0,0,0
抑魔結界必須放置在非常顯眼的位置才看得見。一路戰鬥並前往這些位置，設置結界，然後保護它們。,放置結界,2528,1122,48461,0,0,0,1,0,0,0
結界全部啟動，該開始進行儀式了。前往終焉祭壇與莫爾‧魔風交談。,終焉祭壇,2529,1122,48463,0,0,0,2,0,0,0
盡可能地使用儀式法器來完成儀式。,偉大儀式,2530,1122,48466,0,0,0,3,0,0,0
巴拉杜爾把你帶進了他的領域。殺死這個埃雷達爾領主。,瘋狂之境的對決,2531,1122,48469,0,0,0,4,0,0,0
黯凜就在倒下惡魔的身旁。把它據為己有。,黯凜,2532,1122,48471,0,0,0,5,0,0,0
追蹤佛史托克進入神廟深處。,前進、往上、往下,2533,1108,48476,0,0,0,2,0,0,0
尖牙的力量讓佛史托克發瘋了。制伏他。,一團毛球,2534,1108,48478,0,0,0,3,0,0,0
學習如何使用潛行。,悄悄行動,2535,1096,48481,0,0,0,2,0,0,0
學習如何使用撕碎。,把它們撕碎,2536,1096,48482,0,0,0,4,0,0,0
學習如何使用掃擊。,揮舞利爪,2537,1096,48483,0,0,0,3,0,0,0
學習如何使用兇猛撕咬。,咬給他死,2538,1096,48484,0,0,0,5,0,0,0
學習如何使用撕扯。,撕給他爛,2539,1096,48485,0,0,0,6,0,0,0
對假人使用你所有的新技能。,準備完善,2540,1096,48486,0,0,0,7,0,0,0
學習如何使用突進。,衝來衝去,2541,1096,48489,0,0,0,8,0,0,0
學習如何使用癒合。,治療你的傷口,2542,1096,48490,0,0,0,9,0,0,0
學以致用，擊敗一名對手。,隨堂考,2543,1096,49653,0,0,0,10,0,0,0
離開飛船，加入突襲行動。,上頭的命令,2544,1096,49642,0,0,0,13,0,0,0
佛史托克逃進了廢墟底下的洞穴，找到他。,進入黑暗,2545,1108,48487,0,0,0,4,0,0,0
你發現佛史托克被一個可怕怪物的網子給困住了。殺死怪物。,身不由己,2546,1108,48505,0,0,0,5,0,0,0
亞夏曼之牙是你的了。拿走它們。,亞夏曼之牙,2547,1108,48507,0,0,0,6,0,0,0
馬迪亞斯‧肖爾大師在暴風城大門等候。,高度警戒,2548,1123,48525,0,0,0,0,0,0,0
和伊林‧提亞斯見面，取得煙霧彈。,即時投彈,2549,1123,48530,0,0,0,1,0,0,0
在貿易大廳使用煙霧彈，製造騷動。,交易的訣竅,2550,1123,48532,0,0,0,2,0,0,0
