ID,FullName_lang,ShortName_lang,GroupFinderCategoryID,OrderIndex,GroupFinderActivityGrpID,Flags,MinGearLevelSuggestion,PlayerConditionID,MapID,DifficultyID,AreaID,MaxPlayers,DisplayType,Field_11_0_7_57361_013,Field_11_0_7_57361_014,Field_11_0_7_57361_015,Field_11_0_7_57361_016,OverrideContentTuningID,MapChallengeModeID
280,漂流島,漂流島,1,0,71,258,0,0,0,0,5736,0,4,0,0,0,0,0,0
281,翠玉林,翠玉林,1,0,71,258,0,0,0,0,5785,0,4,0,0,0,0,0,0
282,喀撒朗蠻荒,喀撒朗蠻荒,1,0,71,258,0,0,0,0,6134,0,4,0,0,0,0,0,0
283,崑萊峰,崑萊峰,1,0,71,258,0,0,0,0,5841,0,4,0,0,0,0,0,0
284,四風峽,四風峽,1,0,71,258,0,0,0,0,5805,0,4,0,0,0,0,0,0
285,朦朧天梯,朦朧天梯,1,0,71,258,0,0,0,0,6006,0,4,0,0,0,0,0,0
286,螳螂荒原,螳螂荒原,1,0,71,258,0,0,0,0,5842,0,4,0,0,0,0,0,0
287,悚然荒野,悚然荒野,1,0,71,258,0,0,0,0,6138,0,4,0,0,0,0,0,0
288,巨獸島,巨獸島,1,0,71,258,0,0,0,0,6661,0,4,0,0,0,0,0,0
289,恆春谷,恆春谷,1,0,71,258,0,0,0,0,5840,0,4,0,0,0,0,0,0
290,雷王島,雷王島,1,0,71,258,0,0,0,0,6507,0,4,0,0,0,0,0,0
291,永恆之島,永恆之島,1,0,71,258,0,0,0,0,6757,0,4,0,0,0,0,0,0
293,黑翼之巢,黑翼之巢,3,0,0,34,0,0,469,9,0,40,0,0,0,0,0,0,0
294,安其拉廢墟,安其拉廢墟,3,0,0,34,0,0,509,3,0,10,0,0,0,0,0,0,0
295,安其拉神廟,安其拉神廟,3,0,0,34,0,0,531,9,0,40,0,0,0,0,0,0,0
296,戈魯爾之巢,戈魯爾之巢,3,0,0,34,0,0,565,4,0,25,0,0,0,0,0,0,0
297,瑪瑟里頓的巢穴,瑪瑟里頓的巢穴,3,0,0,34,0,0,544,4,0,25,0,0,0,0,0,0,0
298,毒蛇神殿洞穴,毒蛇神殿洞穴,3,0,0,34,0,0,548,4,0,25,0,0,0,0,0,0,0
299,風暴要塞,風暴要塞,3,0,0,34,0,0,550,4,0,25,0,0,0,0,0,0,0
300,黑暗神廟,黑暗神廟,3,0,0,34,0,0,564,14,0,30,0,0,0,0,0,0,0
301,太陽之井,太陽之井,3,0,0,34,0,0,580,4,0,25,0,0,0,0,0,0,0
303,奧杜亞,奧杜亞,3,0,0,35,0,0,603,14,0,30,0,0,0,0,0,0,0
304,十字軍試煉(普通10人),普通10人,3,0,73,35,0,0,649,3,0,10,0,0,0,0,0,0,0
305,十字軍試煉(英雄10人),英雄10人,3,0,73,35,0,0,649,5,0,10,0,0,0,0,0,0,0
306,十字軍試煉(普通25人),普通25人,3,0,73,35,0,0,649,4,0,25,0,0,0,0,0,0,0
307,十字軍試煉(英雄25人),英雄25人,3,0,73,35,0,0,649,6,0,25,0,0,0,0,0,0,0
308,晶紅聖所(普通10人),普通10人,3,0,74,35,0,0,724,3,0,10,0,0,0,0,0,0,0
309,晶紅聖所(英雄10人),英雄10人,3,0,74,35,0,0,724,5,0,10,0,0,0,0,0,0,0
310,晶紅聖所(普通25人),普通25人,3,0,74,35,0,0,724,4,0,25,0,0,0,0,0,0,0
311,晶紅聖所(英雄25人),英雄25人,3,0,74,35,0,0,724,6,0,25,0,0,0,0,0,0,0
313,黑翼陷窟(普通10人),普通10人,3,0,75,35,0,0,669,3,0,10,0,0,0,0,0,0,0
316,黑翼陷窟(普通25人),普通25人,3,0,75,35,0,0,669,4,0,25,0,0,0,0,0,0,0
317,黑翼陷窟(英雄10人),英雄10人,3,0,75,35,0,0,669,5,0,10,0,0,0,0,0,0,0
318,黑翼陷窟(英雄25人),英雄25人,3,0,75,35,0,0,669,6,0,25,0,0,0,0,0,0,0
319,暮光堡壘(普通10人),普通10人,3,0,76,35,0,0,671,3,0,10,0,0,0,0,0,0,0
320,暮光堡壘(英雄10人),英雄10人,3,0,76,35,0,0,671,5,0,10,0,0,0,0,0,0,0
321,暮光堡壘(英雄25人),英雄25人,3,0,76,35,0,0,671,6,0,25,0,0,0,0,0,0,0
322,暮光堡壘(普通25人),普通25人,3,0,76,35,0,0,671,4,0,25,0,0,0,0,0,0,0
323,四風王座(普通10人),普通10人,3,0,77,35,0,0,754,3,0,10,0,0,0,0,0,0,0
324,四風王座(英雄10人),英雄10人,3,0,77,35,0,0,754,5,0,10,0,0,0,0,0,0,0
325,四風王座(英雄25人),英雄25人,3,0,77,35,0,0,754,6,0,25,0,0,0,0,0,0,0
326,四風王座(普通25人),普通25人,3,0,77,35,0,0,754,4,0,25,0,0,0,0,0,0,0
331,巨龍之魂(普通10人),普通10人,3,0,79,35,0,0,967,3,0,10,0,0,0,0,0,0,0
332,巨龍之魂(英雄10人),英雄10人,3,0,79,35,0,0,967,5,0,10,0,0,0,0,0,0,0
333,巨龍之魂(英雄25人),英雄25人,3,0,79,35,0,0,967,6,0,25,0,0,0,0,0,0,0
334,巨龍之魂(普通25人),普通25人,3,0,79,35,0,0,967,4,0,25,0,0,0,0,0,0,0
335,魔古山寶庫(普通10人),普通10人,3,0,80,35,0,0,1008,3,0,10,0,0,0,0,0,0,0
336,魔古山寶庫(英雄10人),英雄10人,3,0,80,35,0,0,1008,5,0,10,0,0,0,0,0,0,0
337,魔古山寶庫(普通25人),普通25人,3,0,80,35,0,0,1008,4,0,25,0,0,0,0,0,0,0
338,魔古山寶庫(英雄25人),英雄25人,3,0,80,35,0,0,1008,6,0,25,0,0,0,0,0,0,0
339,恐懼之心(普通10人),普通10人,3,0,81,35,0,0,1009,3,0,10,0,0,0,0,0,0,0
340,恐懼之心(英雄10人),英雄10人,3,0,81,35,0,0,1009,5,0,10,0,0,0,0,0,0,0
341,恐懼之心(普通25人),普通25人,3,0,81,35,0,0,1009,4,0,25,0,0,0,0,0,0,0
342,恐懼之心(英雄25人),英雄25人,3,0,81,35,0,0,1009,6,0,25,0,0,0,0,0,0,0
343,豐泉台(普通10人),普通10人,3,0,82,35,0,0,996,3,0,10,0,0,0,0,0,0,0
344,豐泉台(英雄10人),英雄10人,3,0,82,35,0,0,996,5,0,10,0,0,0,0,0,0,0
345,豐泉台(普通25人),普通25人,3,0,82,35,0,0,996,4,0,25,0,0,0,0,0,0,0
346,豐泉台(英雄25人),英雄25人,3,0,82,35,0,0,996,6,0,25,0,0,0,0,0,0,0
347,雷霆王座(普通10人),普通10人,3,1,83,35,0,0,1098,3,0,10,0,0,0,0,0,0,0
348,雷霆王座(英雄10人),英雄10人,3,3,83,35,0,0,1098,5,0,10,0,0,0,0,0,0,0
349,雷霆王座(英雄25人),英雄25人,3,4,83,35,0,0,1098,6,0,25,0,0,0,0,0,0,0
350,雷霆王座(普通25人),普通25人,3,2,83,35,0,0,1098,4,0,25,0,0,0,0,0,0,0
351,戰場,戰場,8,0,0,36,0,86428,0,0,0,5,1,0,0,0,0,0,0
352,戰場,戰場,8,0,0,36,0,86427,0,0,0,5,1,0,0,0,0,0,0
353,戰場,戰場,8,0,0,36,0,86426,0,0,0,5,1,0,0,0,0,0,0
354,戰場,戰場,8,0,0,36,0,86425,0,0,0,5,1,0,0,0,0,0,0
355,戰場,戰場,8,0,0,36,0,86430,0,0,0,5,1,0,0,0,0,0,0
356,戰場,戰場,8,0,0,36,0,86431,0,0,0,5,1,0,0,0,0,0,0
360,競技場練習戰(3v3),3v3,7,0,0,36,0,86427,0,0,0,3,2,0,0,0,0,0,0
363,隨機潘達利亞地城(普通),普通,2,0,84,98,0,21439,870,1,0,5,1,0,0,0,0,0,0
364,隨機潘達利亞地城(英雄),英雄,2,0,84,98,0,21439,870,2,0,5,1,0,0,0,0,0,0
389,競技場練習戰(2v2),2v2,7,0,0,36,0,86426,0,0,0,2,2,0,0,0,0,0,0
390,競技場練習戰(3v3),3v3,7,0,0,36,0,86426,0,0,0,3,2,0,0,0,0,0,0
391,競技場練習戰(2v2),2v2,7,0,0,36,0,86428,0,0,0,2,2,0,0,0,0,0,0
392,競技場練習戰(3v3),3v3,7,0,0,36,0,86428,0,0,0,3,2,0,0,0,0,0,0
393,競技場練習戰(2v2),2v2,7,0,0,36,0,86429,0,0,0,2,2,0,0,0,0,0,0
394,競技場練習戰(3v3),3v3,7,0,0,36,0,86429,0,0,0,3,2,0,0,0,0,0,0
395,隨機德拉諾之霸地城(普通),普通,2,0,109,98,0,21439,1116,1,0,5,1,0,0,0,0,0,0
396,隨機德拉諾之霸地城(英雄),英雄,2,0,109,98,0,21439,1116,2,0,5,1,0,0,0,0,0,0
397,世界首領(潘達利亞),世界首領,3,0,0,803,0,21439,870,0,0,40,0,0,0,0,0,0,0
398,世界首領(德拉諾),世界首領,3,0,0,803,0,21439,1116,0,0,40,0,0,0,0,0,0,0
399,天槌(傳奇),傳奇,3,0,14,35,0,27292,1228,16,0,20,0,0,0,0,0,0,0
400,黑石鑄造場(傳奇),傳奇,3,0,15,35,0,27810,1205,16,0,20,0,0,0,0,0,0,0
401,血槌熔渣礦場 (傳奇),傳奇,2,3,6,99,0,0,1175,23,0,5,1,0,0,0,0,0,0
402,鋼鐵碼頭(傳奇),傳奇,2,3,7,99,50,87337,1195,23,0,5,1,0,0,0,0,0,0
403,奧齊頓 (傳奇),傳奇,2,3,8,99,0,0,1182,23,0,5,1,0,0,0,0,0,0
404,擎天峰 (傳奇),傳奇,2,3,9,99,0,0,1209,23,0,5,1,0,0,0,0,0,0
405,恐軌車站 (傳奇),傳奇,2,3,10,99,0,87337,1208,23,0,5,1,0,0,0,0,0,0
406,永茂林 (傳奇),傳奇,2,3,11,99,0,0,1279,23,0,5,1,0,0,0,0,0,0
407,影月墓地 (傳奇),傳奇,2,3,12,99,0,0,1176,23,0,5,1,0,0,0,0,0,0
408,黑石塔上層 (傳奇),傳奇,2,3,13,99,0,0,1358,23,0,5,1,0,0,0,0,0,0
409,地獄火堡壘 (普通),普通,3,0,110,35,0,33719,1448,14,0,30,0,0,0,0,0,0,0
410,地獄火堡壘 (英雄),英雄,3,0,110,35,0,33720,1448,15,0,30,0,0,0,0,0,0,0
411,塔南森林,塔南森林,1,0,68,258,0,0,0,0,6723,0,4,0,0,0,0,0,0
412,地獄火堡壘(傳奇),傳奇,3,0,110,35,0,33721,1448,16,0,20,0,0,0,0,0,0,0
413,翡翠夢魘(普通),普通,3,0,122,35,50,38619,1520,14,0,30,0,0,0,0,0,0,0
414,翡翠夢魘(英雄),英雄,3,1,122,35,50,38620,1520,15,0,30,0,0,0,0,0,0,0
415,暗夜堡(普通),普通,3,1,123,35,50,38631,1530,14,0,30,0,0,0,0,0,0,0
416,暗夜堡(英雄),英雄,3,2,123,35,50,38632,1530,15,0,30,0,0,0,0,0,0,0
417,隨機軍團地城(普通),普通,2,0,111,98,0,21439,1220,1,0,5,1,0,0,0,0,0,0
418,隨機軍團地城(英雄),英雄,2,2,111,98,50,21439,1220,2,0,5,1,0,0,0,0,0,0
419,艾蘇納,艾蘇納,1,0,124,258,0,0,0,0,7334,0,4,0,0,0,0,0,0
420,維爾薩拉,維爾薩拉,1,0,124,258,0,0,0,0,7558,0,4,0,0,0,0,0,0
421,高嶺,高嶺,1,0,124,258,0,0,0,0,7503,0,4,0,0,0,0,0,0
422,斯鐸海姆,斯鐸海姆,1,0,124,258,0,0,0,0,7541,0,4,0,0,0,0,0,0
423,蘇拉瑪爾,蘇拉瑪爾,1,0,124,258,0,0,0,0,7637,0,4,0,0,0,0,0,0
425,艾薩拉之眼(普通),普通,2,1,112,99,0,0,1456,1,0,5,1,0,0,0,0,0,0
426,暗心灌木林(普通),普通,2,2,113,99,0,0,1466,1,0,5,1,0,0,0,0,0,0
427,英靈殿(普通),普通,2,4,114,99,0,0,1477,1,0,5,1,0,0,0,0,0,0
428,奈薩里奧巢穴(普通),普通,2,3,115,99,0,0,1458,1,0,5,1,0,0,0,0,0,0
429,紫羅蘭堡之襲(普通),普通,2,5,116,99,0,0,1544,1,0,5,1,0,0,0,0,0,0
430,玄鴉堡(普通),普通,2,7,118,99,0,0,1501,1,0,5,1,0,0,0,0,0,0
431,看守者鐵獄(普通),普通,2,6,117,99,0,0,1493,1,0,5,1,0,0,0,0,0,0
432,靈魂之喉(普通),普通,2,8,119,99,0,0,1492,1,0,5,1,0,0,0,0,0,0
433,眾星之廷(普通),普通,2,9,120,99,0,21439,1571,1,0,5,1,0,0,0,0,0,0
434,幽暗地道(普通),普通,2,10,121,99,0,21439,1516,1,0,5,1,0,0,0,0,0,0
435,艾薩拉之眼(英雄),英雄,2,1,112,99,50,87337,1456,2,0,5,1,0,0,0,0,0,0
436,暗心灌木林(英雄),英雄,2,2,113,99,50,87337,1466,2,0,5,1,0,0,0,0,0,0
437,英靈殿(英雄),英雄,2,4,114,99,50,0,1477,2,0,5,1,0,0,0,0,0,0
438,奈薩里奧巢穴(英雄),英雄,2,3,115,99,0,87337,1458,2,0,5,1,0,0,0,0,0,0
439,紫羅蘭堡之襲(英雄),英雄,2,5,116,99,50,0,1544,2,0,5,1,0,0,0,0,0,0
440,玄鴉堡(英雄),英雄,2,7,118,99,50,87337,1501,2,0,5,1,0,0,0,0,0,0
441,看守者鐵獄(英雄),英雄,2,6,117,99,50,87337,1493,2,0,5,1,0,0,0,0,0,0
442,靈魂之喉(英雄),英雄,2,8,119,99,50,0,1492,2,0,5,1,0,0,0,0,0,0
443,眾星之廷(英雄),英雄,2,9,120,99,50,87337,1571,2,0,5,1,0,0,0,0,0,0
444,幽暗地道(英雄),英雄,2,10,121,99,50,0,1516,2,0,5,1,0,0,0,0,0,0
445,艾薩拉之眼(傳奇),傳奇,2,1,112,99,50,0,1456,23,0,5,1,0,0,0,0,0,0
446,暗心灌木林(傳奇),傳奇,2,2,113,99,50,0,1466,23,0,5,1,0,0,0,0,0,0
447,英靈殿(傳奇),傳奇,2,4,114,99,50,0,1477,23,0,5,1,0,0,0,0,0,0
448,奈薩里奧巢穴(傳奇),傳奇,2,3,115,99,0,0,1458,23,0,5,1,0,0,0,0,0,0
449,紫羅蘭堡之襲(傳奇),傳奇,2,5,116,99,50,0,1544,23,0,5,1,0,0,0,0,0,0
450,玄鴉堡(傳奇),傳奇,2,7,118,99,50,0,1501,23,0,5,1,0,0,0,0,0,0
451,看守者鐵獄(傳奇),傳奇,2,6,117,99,50,0,1493,23,0,5,1,0,0,0,0,0,0
452,靈魂之喉(傳奇),傳奇,2,8,119,99,50,0,1492,23,0,5,1,0,0,0,0,0,0
453,眾星之廷(傳奇),傳奇,2,9,120,99,50,0,1571,23,0,5,1,0,0,0,0,0,0
454,幽暗地道(傳奇),傳奇,2,10,121,99,50,0,1516,23,0,5,1,0,0,0,0,0,0
455,重返卡拉贊(傳奇),傳奇,2,11,125,99,50,0,1651,23,0,5,1,0,0,0,0,0,0
456,勇氣試煉(普通),普通,3,3,126,35,50,0,1648,14,0,30,0,0,0,0,0,0,0
457,勇氣試煉(英雄),英雄,3,4,126,35,50,0,1648,15,0,30,0,0,0,0,0,0,0
458,世界首領(軍團),世界首領,3,0,0,803,0,21439,1220,0,0,40,0,0,0,0,0,0,0
459,艾薩拉之眼(傳奇鑰石),傳奇難度+,2,4,112,194,50,98021,1456,8,0,5,1,0,0,0,0,0,0
460,暗心灌木林(傳奇鑰石),傳奇難度+,2,2,113,194,50,98020,1466,8,0,5,1,0,0,0,0,0,0
461,英靈殿(傳奇鑰石),傳奇難度+,2,0,114,194,0,98014,1477,8,0,5,1,0,0,0,0,0,0
462,奈薩里奧巢穴(傳奇鑰石),傳奇難度+,2,7,115,194,385,98022,1458,8,0,5,1,0,0,0,0,0,0
463,玄鴉堡(傳奇鑰石),傳奇難度+,2,9,118,194,50,98018,1501,8,0,5,1,0,0,0,0,0,0
464,看守者鐵獄(傳奇鑰石),傳奇難度+,2,6,117,194,50,98023,1493,8,0,5,1,0,0,0,0,0,0
465,靈魂之喉(傳奇鑰石),傳奇難度+,2,8,119,194,50,98015,1492,8,0,5,1,0,0,0,0,0,0
466,眾星之廷(傳奇鑰石),傳奇難度+,2,0,120,194,359,98019,1571,8,0,5,1,0,0,0,0,0,0
467,幽暗地道(傳奇鑰石),傳奇難度+,2,10,121,194,50,98013,1516,8,0,5,1,0,0,0,0,0,0
468,翡翠夢魘(傳奇),傳奇,3,2,122,35,50,38620,1520,16,0,20,0,0,0,0,0,0,0
469,破碎海岸,破碎海岸,1,0,124,258,0,0,0,0,7543,0,4,0,0,0,0,0,0
470,卡拉贊下層 (英雄難度),英雄,2,11,127,99,50,87337,1651,2,0,5,1,0,0,0,0,0,0
471,卡拉贊下層(傳奇鑰石),傳奇難度+,2,11,127,194,50,98024,1651,8,0,5,1,0,0,0,0,0,227
472,卡拉贊上層 (英雄難度),英雄,2,12,128,99,50,87337,1651,2,0,5,1,0,0,0,0,0,0
473,卡拉贊上層(傳奇鑰石),傳奇難度+,2,12,128,194,50,98025,1651,8,0,5,1,0,0,0,0,0,234
474,永夜聖殿 (英雄難度),英雄,2,13,129,99,50,0,1677,2,0,5,1,0,0,0,0,0,0
475,永夜聖殿 (傳奇),傳奇,2,13,129,99,50,0,1677,23,0,5,1,0,0,0,0,0,0
476,永夜聖殿(傳奇鑰石),傳奇難度+,2,13,129,194,50,98016,1677,8,0,5,1,0,0,0,0,0,0
478,薩格拉斯之墓(英雄),英雄,3,8,131,35,50,48504,1676,15,0,30,0,0,0,0,0,0,0
479,薩格拉斯之墓(普通),普通,3,7,131,35,50,48503,1676,14,0,30,0,0,0,0,0,0,0
480,勇氣試煉(傳奇),傳奇難度,3,3,126,35,50,47235,1648,16,0,20,0,0,0,0,0,0,0
481,暗夜堡(傳奇),傳奇難度,3,3,123,35,50,38632,1530,16,0,20,0,0,0,0,0,0,0
482,安托洛斯，燃燒王座(普通難度),普通,3,9,132,35,50,51653,1712,14,0,30,0,0,0,0,0,0,0
483,安托洛斯，燃燒王座(英雄難度),英雄,3,10,132,35,50,51656,1712,15,0,30,0,0,0,0,0,0,0
484,三傑議會之座(英雄難度),英雄,2,14,133,99,50,51664,1753,2,0,5,1,0,0,0,0,0,0
485,三傑議會之座(傳奇),傳奇難度,2,14,133,99,50,51664,1753,23,0,5,1,0,0,0,0,0,0
486,三傑議會之座(傳奇鑰石),傳奇難度+,2,14,133,194,50,98017,1753,8,0,5,1,0,0,0,0,0,0
487,克庫恩,克庫恩,1,0,134,258,0,0,0,0,8574,0,4,0,0,0,0,0,0
488,安托洛斯荒原,安托洛斯荒原,1,0,134,258,0,0,0,0,8899,0,4,0,0,0,0,0,0
489,埃雷達斯,埃雷達斯,1,0,134,258,0,0,0,0,8701,0,4,0,0,0,0,0,0
490,競技場練習戰(3v3),3v3,7,0,0,36,0,86425,0,0,0,3,2,0,0,0,0,0,0
491,競技場練習戰(2v2),2v2,7,0,0,36,0,86425,0,0,0,2,2,0,0,0,0,0,0
492,薩格拉斯(傳奇),傳奇難度,3,9,131,35,50,48505,1676,16,0,20,0,0,0,0,0,0,0
493,安托洛斯，燃燒王座(傳奇),傳奇難度,3,11,132,35,52,51656,1712,16,0,20,0,0,0,0,0,0,0
494,奧迪爾(普通),普通,3,1,135,35,60,56193,1861,14,0,30,0,0,0,0,0,0,0
495,奧迪爾(英雄),英雄,3,2,135,35,60,56194,1861,15,0,30,0,0,0,0,0,0,0
496,奧迪爾(傳奇),傳奇,3,3,135,35,60,56195,1861,16,0,30,0,0,0,0,0,0,0
497,隨機決戰艾澤拉斯地城(普通),普通,2,0,136,98,0,21439,1642,1,0,5,1,0,0,0,0,0,0
498,隨機決戰艾澤拉斯地城(英雄),英雄,2,2,136,98,58,21439,1642,2,0,5,1,0,0,0,0,0,0
499,阿塔達薩(傳奇),傳奇,2,3,137,99,60,0,1763,23,0,5,1,0,0,0,0,0,0
500,阿塔達薩(英雄),英雄,2,2,137,99,60,0,1763,2,0,5,1,0,0,0,0,0,0
501,阿塔達薩(普通),普通,2,1,137,99,0,63909,1763,1,0,5,1,0,0,0,0,485,0
502,阿塔達薩(傳奇鑰石),傳奇難度+,2,4,137,194,222,98001,1763,8,0,5,1,0,0,0,0,0,0
503,瑟沙利斯神廟(普通),普通,2,1,139,99,0,63909,1877,1,0,5,1,0,0,0,0,0,0
504,瑟沙利斯神廟(傳奇鑰石),傳奇難度+,2,4,139,194,60,98004,1877,8,0,5,1,0,0,0,0,0,0
505,瑟沙利斯神廟(英雄),英雄,2,2,139,99,60,0,1877,2,0,5,1,0,0,0,0,0,0
506,幽腐深窟(普通),普通,2,1,138,99,0,63909,1841,1,0,5,1,0,0,0,0,0,0
507,幽腐深窟(傳奇鑰石),傳奇難度+,2,4,138,194,385,98003,1841,8,0,5,1,0,0,0,0,0,0
508,幽腐深窟(英雄),英雄,2,2,138,99,60,0,1841,2,0,5,1,0,0,0,0,0,0
509,晶喜鎮(普通),普通,2,1,140,99,0,63909,1594,1,0,5,1,0,0,0,0,0,0
510,晶喜鎮(傳奇鑰石),傳奇難度+,2,4,140,194,60,98010,1594,8,0,5,1,0,0,0,0,0,0
511,晶喜鎮(英雄),英雄,2,2,140,99,60,0,1594,2,0,5,1,0,0,0,0,0,0
512,諸王之眠(普通),普通,2,1,141,99,0,21439,1762,1,0,5,1,0,0,0,0,0,0
513,諸王之眠(傳奇),傳奇,2,3,141,99,60,65320,1762,23,0,5,1,0,0,0,0,0,0
514,諸王之眠(傳奇鑰石),傳奇難度+,2,4,141,194,60,65320,1762,8,0,5,1,0,0,0,0,0,0
515,諸王之眠(英雄),英雄,2,1,141,99,60,0,1762,2,0,5,1,0,0,0,0,0,0
516,自由港(普通),普通,2,1,142,99,0,63909,1754,1,0,5,1,0,0,0,0,0,0
517,自由港(傳奇),傳奇,2,3,142,99,0,0,1754,23,0,5,1,0,0,0,0,0,0
518,自由港(傳奇鑰石),傳奇難度+,2,5,142,194,385,98002,1754,8,0,5,1,0,0,0,0,0,0
519,自由港(英雄),英雄,2,2,142,99,0,0,1754,2,0,5,1,0,0,0,0,0,0
520,風暴聖壇(普通),普通,2,1,143,99,0,63909,1864,1,0,5,1,0,0,0,0,0,0
521,風暴聖壇(傳奇),傳奇,2,3,143,99,60,0,1864,23,0,5,1,0,0,0,0,0,0
522,風暴聖壇(傳奇鑰石),傳奇難度+,2,4,143,194,60,98006,1864,8,0,5,1,0,0,0,0,0,0
523,風暴聖壇(英雄),英雄,2,2,143,99,60,0,1864,2,0,5,1,0,0,0,0,0,0
524,托達戈爾(普通),普通,2,1,144,99,57,63909,1771,1,0,5,1,0,0,0,0,0,0
525,托達戈爾(傳奇),傳奇,2,3,144,99,60,0,1771,23,0,5,1,0,0,0,0,0,0
526,托達戈爾(傳奇鑰石),傳奇難度+,2,4,144,194,60,98008,1771,8,0,5,1,0,0,0,0,0,0
527,托達戈爾(英雄),英雄,2,2,144,99,60,0,1771,2,0,5,1,0,0,0,0,0,0
528,威奎斯特莊園(普通),普通,2,1,145,99,0,63909,1862,1,0,5,1,0,0,0,0,0,0
529,威奎斯特莊園(傳奇),傳奇,2,3,145,99,60,0,1862,23,0,5,1,0,0,0,0,0,0
530,威奎斯特莊園(傳奇鑰石),傳奇難度+,2,4,145,194,60,98005,1862,8,0,5,1,0,0,0,0,0,0
531,威奎斯特莊園(英雄),英雄,2,2,145,99,60,0,1862,2,0,5,1,0,0,0,0,0,0
532,波拉勒斯圍城戰(普通),普通,2,1,146,611,0,21439,1822,1,0,5,1,0,0,0,0,0,0
533,波拉勒斯圍城戰(傳奇),傳奇,2,3,146,194,60,5793,1822,23,0,5,1,0,0,0,0,0,0
534,波拉勒斯圍城戰(傳奇鑰石),傳奇難度+,2,4,146,194,0,98007,1822,8,0,5,1,0,0,0,0,0,0
535,波拉勒斯圍城戰(英雄),英雄,2,1,146,194,567,127178,1822,2,0,5,1,0,0,0,0,0,0
536,威奎斯特莊園(普通),普通,2,1,145,99,57,63909,1862,1,0,5,1,0,0,0,0,0,0
537,托達戈爾(普通),普通,2,1,144,99,0,0,1771,1,0,5,1,0,0,0,0,0,0
538,風暴聖壇(普通),普通,2,1,143,99,57,0,1864,1,0,5,1,0,0,0,0,0,0
539,自由港(普通),普通,2,1,142,99,0,0,1754,1,0,5,1,0,0,0,0,0,0
540,晶喜鎮(普通),普通,2,1,140,99,57,0,1594,1,0,5,1,0,0,0,0,0,0
541,幽腐深窟(普通),普通,2,1,138,99,57,0,1841,1,0,5,1,0,0,0,0,0,0
542,瑟沙利斯神廟(普通),普通,2,1,139,99,57,0,1877,1,0,5,1,0,0,0,0,0,0
543,阿塔達薩(普通),普通,2,1,137,99,57,0,1763,1,0,5,1,0,0,0,0,1224,0
644,幽腐深窟(傳奇),傳奇,2,3,138,99,60,98003,1841,23,0,5,1,0,0,0,0,0,0
645,瑟沙利斯神廟(傳奇),傳奇,2,3,139,195,60,0,1877,23,0,5,1,0,0,0,0,0,0
646,晶喜鎮(傳奇),傳奇,2,3,140,195,60,0,1594,8,0,5,1,0,0,0,0,0,0
647,提拉加德海灣,提拉加德海灣,1,0,247,258,0,0,0,0,8567,0,4,0,0,0,0,0,0
648,佐司瓦,佐司瓦,1,0,247,258,0,0,0,0,8721,0,4,0,0,0,0,0,0
649,斯陀頌恩谷地,斯陀頌恩谷地,1,0,247,258,0,0,0,0,9042,0,4,0,0,0,0,0,0
650,祖達薩,祖達薩,1,0,248,258,0,0,0,0,8499,0,4,0,0,0,0,0,0
651,納茲米爾,納茲米爾,1,0,248,258,0,0,0,0,8500,0,4,0,0,0,0,0,0
652,沃魯敦,沃魯敦,1,0,248,258,0,0,0,0,8501,0,4,0,0,0,0,0,0
653,隨機海嶼(普通),普通,111,0,249,34,58,85363,0,38,0,3,4,0,0,0,0,0,0
654,隨機海嶼(英雄),英雄,111,0,249,34,60,85364,0,39,0,3,4,0,0,0,0,0,0
655,隨機海嶼(傳奇),傳奇,111,0,249,34,60,85364,0,40,0,3,4,0,0,0,0,0,0
657,世界首領 (決戰艾澤拉斯),世界首領,3,0,0,803,0,21439,0,0,0,40,0,0,0,0,0,0,0
658,波拉勒斯圍城戰(傳奇),傳奇難度,2,3,146,194,0,127178,1822,23,0,5,1,0,0,0,0,0,0
659,波拉勒斯圍城戰(傳奇鑰石),傳奇難度+,2,4,146,194,0,98007,1822,8,0,5,1,0,0,0,0,0,0
660,諸王之眠(傳奇),傳奇難度,2,3,141,99,60,65321,1762,23,0,5,1,0,0,0,0,0,0
661,諸王之眠(傳奇鑰石),傳奇難度+,2,4,141,194,60,65321,1762,8,0,5,1,0,0,0,0,0,0
662,隨機海嶼(PvP),PvP,111,0,249,38,60,85364,0,45,0,3,4,0,0,0,0,0,0
663,達薩亞洛之戰(普通),普通,3,1,251,35,60,65358,2070,14,0,30,0,0,0,0,0,0,0
664,達薩亞洛之戰(英雄),英雄,3,2,251,35,62,65359,2070,15,0,30,0,0,0,0,0,0,0
665,達薩亞洛之戰(傳奇),傳奇,3,3,251,35,68,65360,2070,16,0,30,0,0,0,0,0,0,0
666,風暴邪淵(傳奇),傳奇,3,3,252,35,68,65366,2096,16,0,30,0,0,0,0,0,0,0
667,風暴邪淵(英雄),英雄,3,2,252,35,62,65365,2096,15,0,30,0,0,0,0,0,0,0
668,風暴邪淵(普通),普通,3,1,252,35,60,65364,2096,14,0,30,0,0,0,0,0,0,0
669,機械岡行動(傳奇),傳奇難度,2,3,253,99,60,0,2097,23,0,5,1,0,0,0,0,0,0
670,永恆宮殿(傳奇難度),傳奇難度,3,3,254,35,90,0,2164,16,0,30,0,0,0,0,0,0,0
671,永恆宮殿(英雄難度),英雄難度,3,2,254,35,78,69748,2164,15,0,30,0,0,0,0,0,0,0
