ID,NameSubtext_lang,Description_lang,AuraDescription_lang
143995,,,
143996,,,
143997,,,
143998,,,
143999,,不允許玩家治療或救治戰寵。,只能在戰鬥中治療或復活寵物。
144000,,,
144001,,,
144002,,,
144003,,,
144004,,,
144005,,召喚威力強大的毒性風暴，每$144006t2秒對$144017A1碼範圍內的敵人造成$144017s1點自然傷害，並持續產生毒性龍捲風。,
144006,,召喚威力強大的毒性風暴，每$144006t2秒對$144017A1碼範圍內的敵人造成$144017s1點自然傷害，並持續產生毒性龍捲風。,
144007,,"Secondary targets of Inferno Strike are afflicted with Residual Burn, taking $144007s1% increased damage from Inferno Strike for $144007d.",Inferno Strike damage taken increased by $144007s1%.
144008,,,
144009,,,
144010,,,
144011,,,
144012,,,
144013,,召喚上古錦魚人水靈，嘗試淨化一個目標身上所有邪惡與侵略性。這個古老的咒術會對目標產生嘲諷效果。,
144014,,召喚上古揚古火靈。這個古老的咒術會對目標產生嘲諷效果。,
144015,,,
144016,,"以克羅斯的聖令，使附近一隻恐龍順從。

...結果無法預期。",
144017,,召喚威力強大的毒性風暴，每$144006t2秒對$144017A1碼範圍內的敵人造成$144017s1點自然傷害，並持續產生毒性龍捲風。,
144018,,憂沉化身向數個地點射出腐化閃電箭，對該地點附近$144018A1碼範圍內的所有敵人造成$144018s1點自然傷害。,
144019,,,
144020,,$@spelldesc144018,$@spellaura144018
144021,,對施法者面前錐形範圍的所有敵人造成火焰傷害，持續$d。,
144022,,,
144023,,對施法者面前錐形範圍的所有敵人造成火焰傷害，持續$d。,
144024,,,
144025,,對施法者面前錐形範圍內的所有敵人造成火焰傷害。,
144026,,,
144028,,$@spelldesc143291,
144029,,含有毒性的風每$144029t2秒會對$144030A1碼範圍內的敵人造成$144030s1點自然傷害，並將其擊飛。,
144030,,含有毒性的風每$144029t2秒會對$144030A1碼範圍內的敵人造成$144030s1點自然傷害，並將其擊飛。,
144031,,對命中範圍內的生物造成物理傷害。,對命中範圍內的生物造成物理傷害。
144033,,對衝擊地點半徑$A1碼內的生物造成物理傷害。,對衝擊地點半徑$A1碼內的生物造成物理傷害。
144034,,,
144035,,,
144036,,,
144037,,,
144038,,$@spelldesc143723,$@spellaura143723
144039,,發出刺耳的怒嚎，造成$s2點物理傷害。,
144040,,,
144052,,使施法者變形為水晶怪物。,"使施法者變形為水晶怪物。
妖精變得不太友善。"
144055,,,
144057,,,
144059,,使目標的移動速度降低$s1%，結束時將其彈出靈魂世界。,"移動速度降低$s1%。
結束時將你彈出靈魂世界。"
144062,,,
144064,,每$144064t1秒對附近$144066A1碼範圍內的敵人造成$144066s1點自然傷害。,每$144064t1秒對附近$144066A1碼範圍內的敵人造成$144066s1點自然傷害。
144066,,每$144064t1秒對附近$144066A1碼範圍內的敵人造成$144066s1點自然傷害。,
144067,,梭克發出飢餓的吼叫，力道威猛，擊退面前的敵人並對其造成$s1點傷害。,
144069,,$@spelldesc142986,
144070,,召喚灰燼元素組成的護牆。,
144071,,,
144072,,,
144073,,提高$s2點法術能量，持續$d。,提高$s2點法術能量。
144074,,提高$s1點攻擊強度，持續$d。,提高$s1點攻擊強度。
144075,,,你離開了你的隊伍，因此必須等待一段時間才能再次使用地城搜尋器跟團隊搜尋器。
144076,,引導一陣雷霆風暴，持續$d，每$t1秒向敵人射出一發閃電。,週期性地對敵人射出閃電。
144077,,$@spelldesc144076,
144079,,$@spelldesc144176,$@spellaura144176
144080,,$@spelldesc115151,每$t1秒恢復$w1點生命力。
144081,,$@spelldesc143842,$@spellaura143842
144082,,造成$s2點自然傷害。,
144083,,,
144084,,,普通的幻影，沒有特殊技能。
144085,,,群聚型的幻影。
144086,,,這個幻影似乎會隨機闖入，能造成大量傷害，但是生命力不高。
144087,,,這個幻影會持續擊退目標並降低威脅值。
144088,,,強大的幻影，會持續狂怒。
144089,,每$144089t2秒造成$144089s2點自然傷害，持續$144089d，並使目標身上的毒性逐漸增強。,每$t2秒造成$w2點自然傷害。
144090,,對一直線上的所有敵人造成$144090s2點自然傷害。,
144091,,,施法型幻影，會持續投擲火球，使地面燃燒。
144092,,,葛羅坦驕傲地肩負起雷霆王氏族的戰旗。
144093,,格納爾對目標下手了，馬上殺死他們。,妨礙格納爾的復仇行動。
144094,,對$a1碼範圍內的所有目標造成$s1點物理傷害。,
144095,,施法者標出計算表中的目標。,你會變成尹幽卡的熾炎鋒緣端點，持續$d。
144099,,,
144100,,,
144101,,,
144102,,,
144103,,將氣的能量集中，然後丟向一個生命力高的敵方目標。,
144104,,,
144105,,,
144106,,拍動翅膀，對敵人造成$s1點物理傷害並將其擊退，同時降低其威脅值。,
144107,,每層效果會使受到的自然傷害提高$s1%。,受到的自然傷害提高$s1%。
144108,,提高$s2點法術能量，持續$d。,提高$s2點法術能量。
144109,,,
144110,,$@spelldesc143292,$@spellaura143292
144111,,經過計算後，治療與第一個目標具有相同條件的所有目標。,
144113,,咬一名敵人，對其造成$s1點傷害，之後每$t2秒造成$s2點傷害，最多可堆疊$u次。,每$t2秒因流血而受到$w2點傷害。
144114,,"橫掃攻擊，將敵人從戰場上與他的盟友分開。

將當前目標半徑10碼內的其他敵人擊退並附加流血效果。",流血，每$t秒受到物理傷害，持續$d。
144115,,包覆在武器上的火焰會使施法者在攻擊時偶爾會造成額外的火焰傷害。,攻擊有機會造成額外火焰傷害。
144116,,造成$124833s1點火焰傷害。,
144117,,每秒恢復$144118s1點生命力。,每秒恢復$144118s1點生命力。
144118,,每秒恢復$144118s1點生命力。,
144119,,施法者被包覆在琥珀保護殼中。當此法術效果結束時，施法者的生命力會完全恢復。,
144120,,,
144122,,,
144123,,,
144124,,,
144125,,,
144126,,,
144128,,,
144129,,提高$s1點生命力上限，持續$d。與其他戰鬥大師飾品共用相同的冷卻時間。,生命力提高$s1點。
144130,,提高$s2點法術能量，持續$d。,提高$s2點法術能量。
144135,,,
144136,,,
144137,,,
144139,,,
144140,,,
144145,,部分的你置身在靈魂世界。,部分的你置身在靈魂世界。
144146,,,
144147,,,
144148,,造成$s1點自然傷害並將玩家擊飛到空中。,
144149,,,
144153,,對$69833a1碼範圍內的敵人造成$69833s1點傷害。,對$69833a1碼範圍內的敵人造成$69833s1點傷害。
144154,,對$144154A1碼範圍內的敵人造成$144154s1點傷害。,對$A1碼內的敵人造成$s1點傷害。
144157,,,
144166,,向敵人衝鋒，造成普通攻擊再加上$s2點傷害，並使其昏迷$d。,昏迷。
144169,,,
144170,,,
144171,,,
144172,,造成的傷害提高$s1%，受到的傷害降低$s2%。如果附近有其他永恆之魂，會堆疊此效果。,造成的傷害提高$s1%，受到的傷害降低$s2%。如果附近有其他永恆之魂，會堆疊此效果。
144173,,,
144174,,$@spelldesc143840,$@spellaura143840
144175,,,使附近的靈魂更加害怕。
144176,,苦痛化身攻擊時會造成暗影虛弱，使苦痛印記造成的傷害提高。,苦痛印記對此目標造成的傷害提高。
144177,,,
144179,,,
144181,,在$d內對目標造成火焰傷害。,每秒受到$144182s1點火焰傷害。
144182,,對目標造成中量的自然傷害。,
144184,,,
144185,,"在$104269d內恢復200,000點生命力和200,000點法力。進食時必須保持坐姿。如果進食時間超過10秒，你將因充分進食而獲得275點的有用屬性，持續$87545d。",
144186,,,
144189,,,
144191,,,
144192,,,
144193,,,
144194,,,
144195,,,
144196,,,
144197,,,
144198,,,
144199,,,
144200,,,
144201,,提高致命一擊$s1點，持續$d。,致命一擊提高$s1點。
144202,,你的近戰和遠程攻擊有機率賦予你$92052s1點致命一擊，持續$92052d。,
144203,,精通提高$s1點，持續$d。,精通提高$s1點。
144204,,你的近戰攻擊有機率賦予你$92166s1點精通，持續$92166d。,
144205,,提高$s1點力量，持續$d1。,力量提高$s1點。
144206,,讓你可以在水上行走。,讓你可以在水上行走。
144208,,$@spelldesc144210,
144209,,造成$s1點物理傷害，同時使地面碎裂。,
144210,,猛擊地面，對附近的敵人造成$s1點物理傷害，並將其擊退。使施法者昏迷，受到的傷害提高$s4%，持續$d。,"昏迷。
受到的傷害提高$s4%。"
144211,,,
144212,,$@spelldesc144213,
144213,,以能量光束修復目標，使其每$t1秒恢復$s1%生命力。,每$t1秒恢復$s1%生命力。
144214,,射出一道冰冷寒霜，造成$144214s1點冰霜傷害。,
144215,,對目標造成$144215s1點冰霜傷害，並使其受到的霜暴打擊傷害提高$144215s2%，持續$144215d。,霜暴打擊對此目標造成的傷害提高$s2%。
144216,,使神秘之霧對目標造成的傷害提高。,神秘之霧對此目標造成的傷害提高$s1%。
144217,,,
144218,,對碎裂地面上的目標造成$144218s1點物理傷害。,每$t1秒造成$w1點物理傷害。
144219,,,
144220,,,
144221,,,
144222,,,
144223,,,
144224,,,
144225,,,
144226,,,和哈洛姆共享生命力。
144227,,,和卡德里斯共享生命力。
144228,,,
144229,,硬是想要打開放著潘達利亞失竊文物的箱子。,打開...
144230,,對最多3個目標造成$s1點自然傷害。每個目標依次承受較少的傷害。,
144231,,偷取目標敵人$s1點生命力。,
144232,,提高$s2點力量，持續$d。,力量提高$s2點。
144233,,提高$s1點加速，持續$d1。,提高攻擊速度。
144234,,提高$s1點加速，持續$d1。,提高攻擊速度。
144235,,,
144236,,,"組裝人員辨識出來了。
不能使用管子。"
144237,,偷取目標敵人$s1點生命力。,
144238,,提高$s1點加速，持續$d1。,提高攻擊速度。
144239,,為自己恢復$s2點生命力，並提高$s1點力量，持續$d。,力量提高$s1點。
144240,,對最多3個目標造成$s1點自然傷害。每個目標依次承受較少的傷害。,
144241,,偷取目標敵人$s1點生命力。,
144242,,,
144243,,有機會使隊友的致命一擊提高$s1點，持續$d。,致命一擊提高$s1點。
144244,,對目標造成$s1點傷害。,
144245,,,
144246,,向目標射出一支暗影箭，對其造成$s1點暗影傷害。,
144247,,衝擊目標，對其造成$s1點火焰傷害。,
144248,,使目標每$t1秒毒發一次，對其造成$s1點自然傷害，持續$d。,每$t1秒受到$s1點自然傷害。
144249,,向目標射出一支寒冰箭，對其造成$s2點冰霜傷害，並降低$s1%的移動速度，持續$d。,移動速度降低$s1%。
144250,,對敵人射出一支暗影箭，並造成$s1點暗影傷害。,
144251,,向目標射出一支寒冰箭，對其造成$s2點冰霜傷害，並降低$s1%的移動速度，持續$d。,移動速度降低$s1%。
144252,,你的攻擊有一定機率向敵人射出一支暗影箭，造成$s1點暗影傷害。,
144253,,,
144254,,衝擊目標，對其造成$s1點冰霜傷害。,
144256,,$@spelldesc145685,$@spelldesc145685
144257,,對敵人射出一支暗影箭，並造成$s1點暗影傷害。,
144258,,對敵人射出一支暗影箭，並造成$s1點暗影傷害。,
144260,,使目標的護甲值降低$s1點。,護甲值降低$s1點。
144261,等級1,衝擊目標，對其造成$s1點自然傷害。,
144263,,使目標的傷口不斷流血，在$d內造成累計$o1點傷害。,每$t1秒因流血而受到$s1點傷害。
144264,,使目標的傷口不斷流血，在$d內造成累計$o1點傷害。,每$t1秒因流血而受到$s1點傷害。
144265,,使目標每$t1秒毒發一次，對其造成$s1點自然傷害，持續$d。,每$t1秒受到$s1點自然傷害。
144267,,腐蝕性的酸液，每3秒對目標造成$m1點自然傷害，並使其護甲值降低$m2點，持續$d。,護甲值降低，週期性自然傷害。
144268,,對敵人射出一支暗影箭，並造成$s1點暗影傷害。,
144270,,衝擊目標，對其造成$s1點火焰傷害。,
144271,,對敵人射出一支暗影箭，並造成$s1點暗影傷害。,
144272,,對敵人射出一支暗影箭，並造成$s1點暗影傷害。,
144273,,$@spelldesc145685,$@spellaura145685
144274,,快速發動攻擊，對目標造成中量的物理傷害。,
144275,,"對施法者面前的敵人造成嚴重物理傷害。

對身上帶有$@spellname143376效果的目標造成三倍傷害。",
144276,,以腐蝕性劇毒釘刺目標，每$t1秒對其造成輕微自然傷害，持續$d。,每$t1秒受到自然傷害。
144277,,對目標造成中量的自然傷害。,
144278,,,
144281,,$@spelldesc145685,$@spelldesc145685
144282,,,
144284,,,
144285,,,
144286,,立即擊殺一隻琥珀寄生蟲。,
144287,,,
144288,,獲得劇毒之霧及毒性風暴技能。,獲得劇毒之霧及毒性風暴技能。
144289,,獲得腐流及腐惡噴泉技能。,獲得腐流及腐惡噴泉技能。
144290,,獲得墜落灰燼及灰燼護牆技能。,獲得墜落灰燼及灰燼護牆技能。
144291,,獲得鐵墓及鐵牢技能。,獲得鐵墓及鐵牢技能。
144292,,,
144293,,對敵人造成暗影傷害，並降低其移動速度，持續$d。,"造成暗影傷害，持續$d。
降低移動速度。"
144295,,,
144296,,,
144297,,高速疾飛的幽光!,高速疾飛的幽光!
144298,,,
144299,,使穿戴者可以在水中呼吸，游泳速度提高$s3%。由於此頭盔已受損，因此無法持續太久。,使穿戴者可以在水中呼吸，游泳速度提高$s3%。由於此頭盔已受損，因此無法持續太久。
144300,,暫時性地使你的生命力提高$s1點和力量提高$s2點，持續$d。,生命力提高$s1點以及力量提高$s2點。
144301,,,"可以在水中呼吸。
不過，視線不太好。"
144302,,黑暗薩滿進入血之狂暴狀態，造成的傷害提高$144302s1%，加速提高$144302s2%。,"造成的傷害提高$s1%。
加速提高$s2%。"
144303,,對施法者面前$144303a1碼錐形範圍內的目標造成$144303s1點物理傷害。,
144304,,每$144304t1秒對敵人造成$144304s1點物理傷害，持續$144304d。,每$t1秒受到$w1點物理傷害。
144305,,施法者控制一隻飢餓的崑蟲。此影響很費勁，只能持續$d。如果該目標成功掙脫控制，會非常生氣。,
144306,,使你審判造成的神聖傷害提高$s1點。,
144307,,使你審判造成的神聖傷害提高$s1點。,
144308,,使你審判造成的神聖傷害提高$s1點。,
144309,,使你審判造成的神聖傷害提高$s1點。,
144310,,使你審判造成的神聖傷害提高$s1點。,
144311,,使你審判造成的神聖傷害提高$s1點。,
144312,,在施法者身邊召喚一根生命力為$s1點的熔岩圖騰，每$8188t1秒對半徑$8187a1碼範圍內的所有敵人造成火焰傷害。持續${$d-1}秒。,
144313,,,
144314,,,
144315,,,
144316,,對彈著點附近$144316A1碼範圍內的敵人造成$144316s1點火焰傷害。,
144317,,對使用近戰武器攻擊你的敵人造成$s1點火焰傷害。,
144318,,使你法力護盾所吸收的傷害總量提高$s1點。,
144319,,使你法力護盾所吸收的傷害總量提高$s1點。,
144320,,在戰鬥中被擊中時，有$h%的機率對攻擊者造成$16783s1點暗影傷害。,
144321,,對敵人射出一支暗影箭，並造成$s1點暗影傷害。,
144323,,召喚蹺蹺板，持續$d。,
144325,,,將8碼外的仇恨目標拉過來。
144326,,將8碼外的仇恨目標拉過來。,將8碼外的仇恨目標拉過來。
144327,,對接觸的敵人造成$144327s1點傷害。,
144328,,對附近$144334A2碼範圍內的玩家造成$144334s2點物理傷害，並產生一個鐵墓。,
144329,,,
144330,,將一名玩家關在鐵牢中，在$144330d後對其造成其生命力上限$144331s1%的物理傷害。,在$144330d後受到生命力上限$144331s1%的物理傷害。
144331,,將一名玩家關在鐵牢中，在$144330d後對其造成其生命力上限$144331s1%的物理傷害。,在$144330d後受到生命力上限$144331s1%的物理傷害。
144332,,,
144334,,對附近$144334A2碼範圍內的玩家造成$144334s2點物理傷害，並產生一個鐵墓。,
144335,,造成$s1點火焰傷害。,
144340,,對野獸的攻擊強度提高$s1點。,
144341,,在戰鬥中被擊中時，有$h%的機率對攻擊者造成$16782s1點自然傷害。,
144342,,衝擊目標，對其造成$s1點自然傷害。,
144343,,,
144345,,,
144346,,,
144347,,,
144348,,,
144349,,,
144350,,,
144351,,"為一名敵人標上標記，每秒對其他還在戰鬥的人造成$s1點暗影傷害。此效果可堆疊。

此效果只能由單體驅散法術移除，移除此效果時，會使驅散者的傲慢提高5點。","每秒受到$w1點暗影傷害。

此效果只能由單體驅散法術移除，移除此效果時，會使驅散者的傲慢提高5點。"
144352,,,
144353,,,
144354,,,
144355,,,"騎在蹺蹺板上並縮小。

|cFFFFAA00""世界看起來似乎變大了...""|r"
144356,,,
144357,,$@spelldesc143959,$@spellaura143959
144358,,傷害一名敵人，傲慢之煞對其造成近戰傷害時，該目標的傲慢提高5點。,傲慢之煞的近戰攻擊會使此目標的傲慢提高5點。
144359,,諾努衫讓玩家免疫傲慢所帶來的影響。此外，如果身上帶有泰坦之賜效果的全部玩家在彼此附近$144363A1碼範圍內時，他們可獲得泰坦之力。,"免疫傲氣凌人帶來的影響。

位於身上帶有泰坦之賜效果的全部玩家附近$144363A1碼範圍內時，可獲得泰坦之力。"
144361,,,
144363,,,
144364,,所有身上有泰坦之賜的玩家都站在彼此$144363A1碼範圍內時，加速、造成的傷害及治療效果提高$s1%。,"造成的傷害及治療效果提高$s1%。
加速提高$s3%。
寵物造成的傷害提高$s4%。"
144365,,$@spelldesc143840,$@spellaura143840
144367,,$@spelldesc143239,$@spellaura143239
144368,,,
144369,,使施法者的攻擊速度提高$s2%，造成的所有傷害提高$s1% ，持續$d。,"造成的所有傷害提高$s1%。
攻擊速度提高$s2%。"
144370,,使最近的2名敵人的傲慢提高5點。,
144372,,對一名敵人造成火焰傷害。,
144373,,,
144374,,在施法者周圍召喚出熔岩，每秒對站在上面的友方及敵方單位造成$144383s1點火焰傷害，並在$144383d內對其造成額外$144383o2點火焰傷害，同時使其受到的傷害提高$144383s3%。最多可堆疊$144383u次。,
144375,,,
144376,,$@spelldesc144374,
144377,,$@spelldesc144374,
144378,,,
144379,,以黑暗能量衝擊敵人，造成$s1點暗影傷害，並使其傲慢提高5點。,
144380,,,造成的傷害提高$s1%。
144381,,產生的爆炸震動船周圍的水面。,
144382,,產生的爆炸震動船周圍的水面。,
144383,,$@spelldesc144374,"受到熔岩灼燒，每$t2秒受到$s2點火焰傷害。
受到的傷害提高$s3%。"
144385,,可向下滑翔，持續$d。,可向下滑翔，持續$d。
144387,,,
144388,,敲碎岩石。,
144389,,造成的傷害大幅提高，受到的傷害降低，並使你能看見潛行單位。,造成的傷害大幅提高，受到的傷害降低，並使你能看見潛行單位。
144390,,召喚蹺蹺板，持續$d。,
144391,,,
144392,,,
144393,,你有破石之槌。現在能夠清除崩塌的落石了。,你有破石之槌。現在能夠清除崩塌的落石了。
144394,,,
144395,,,
144396,,茹克‧石趾擺出攻擊姿態，使他的目標昏迷，同時每秒對面前錐形範圍造成兩次$144397s2點物理傷害，持續$144396D。,昏迷。
144397,,$@spelldesc144396,$@spellaura144396
144398,,對$A1碼範圍內的所有敵人投擲香蕉，對其造成$s2點傷害，並使其移動速度降低$s1%，持續$d。,移動速度降低$s1%。
144399,,召喚蹺蹺板，持續$142096d。,
144400,,"傲慢之煞釋放出一波黑暗能量，對所有玩家造成$s1點暗影傷害，並對傲慢達25點或以上的玩家造成額外效果。

此效果會使所有玩家的傲慢提高5點。",
144401,,造成$s1點傷害，並使你面前的目標昏迷$d。,昏迷。
144402,,,
144404,,進入狂怒狀態，移除並免疫移動限制及喪失角色控制的效果，並使移動速度提高$s3%，造成的傷害提高$s1%，攻擊速度提高$s2%，持續$d。,"免疫移動限制及喪失角色控制的效果。
移動速度提高$s3%。
造成的傷害提高$s1%。
攻擊速度提高$s1%。"
144412,,,
144413,,,
144414,,,
144415,,,
144416,,,
144417,,,
144421,,評估目標的腐化程度。,"$?$w2==0[對腐化之煞融合體造成普通傷害。][]$?$w2<0[對腐化之煞融合體造成的傷害降低$w2%。][]$?$w2>0[對腐化之煞融合體造成的傷害提高$w2%。][]
淨化身上的腐化可提高你造成的傷害。"
144424,,移動速度降低$s2%。,移動速度降低$s2%。
144425,,Re-living the story of Terokk.,Re-living the story of Terokk.
144432,,,
144433,,產生強力的水柱，將附近的敵人擊飛到高空中。,
144434,,在目標腳下產生斷層裂隙，每$144469t3秒造成$144469m3點傷害。一旦困住目標，就會將目標傳送到附近的隨機地點。,
144435,,"一矛快速的刺擊，對目標造成物理傷害。

可組合成猛爪掃擊。

$@spellicon144445 $@spellname144445
$@spelldesc144445",
144436,,當目標身上帶有你的千鈞潰擊減益效果時，對該目標進行特殊攻擊可產生$s1點怒氣。,
144437,,$@spelldesc144396,$@spellaura144396
144438,,$@spelldesc144436,
144441,,你的致死打擊和嗜血有一定機率觸發死刑，使你能對生命力高於20%的目標施放斬殺。目標生命力低於20%時，施放斬殺不會消耗怒氣。,
144442,,$@spelldesc144441,$?$w2>=0[可使用斬殺!][你的下個斬殺不消耗怒氣。]
144443,,對目標造成$s2點冰霜傷害，並使其可以在水上行走。,讓你可以在水上行走。
144444,,,
144445,,"泰洛克用他的長矛劃破空氣，對面前錐形範圍內的敵人造成自然傷害，並使其昏迷。

必須在猛爪攻擊命中後$144435d內使用。

與猛爪風暴組合使用。

$@spellicon144454 $@spellname144454
$@spelldesc144454","Terokk splits the air with a sweep of his spear, dealing nature damage and stunning enemies in a cone in front of him."
144446,,,
144447,,,
144448,,治癒施法者，移除$s1層腐化。,
144449,,治癒施法者，移除$s1層腐化。,
144450,,治癒施法者，移除$s1層腐化。,
144452,,去除腐化，淨化完畢的施法者靈魂散發出純淨的光輝。,"你已淨化內在腐化。
$?$w1!=0[造成的治療效果提高$w1%。][]$?$w2!=0[受到的傷害降低$w2%。][]$?$w4!=0[造成的傷害提高$w4%。][]"
144453,,,
144454,,"泰洛克不斷旋轉他的長矛，每0.5秒對近戰範圍內的敵人造成物理傷害，持續3秒。

必須在使用猛爪掃擊後$144445d內使用。","Terokk whirls his spear continuously, dealing physical damage to enemies in melee range every 0.5 sec for 3 sec."
144455,,移動速度提高$s1%。,移動速度提高$s1%。
144456,,先造成$s1點火焰傷害，接著燃燒目標，每$t2秒對其造成$s2點傷害。,
144457,,,
144458,,,
144459,,對隨機玩家造成$144459s1點火焰傷害並灼燒其血肉，之後每$144459t2秒造成$144459s2點火焰傷害。,每$t2秒造成$w2點火焰傷害。
144460,,,
144461,,召喚一陣火焰風暴。,
144462,,對附近$144462A1碼範圍內的玩家造成$144462s1點火焰傷害。,
144463,,每$144463t1秒對附近$144462A1碼範圍內的玩家造成$144462s1點火焰傷害。,
144464,,對面前錐形範圍內的目標造成$144464s1點火焰傷害，同時灼燒其血肉，每$144467t2秒對其造成$144467s2點傷害。,
144465,,,
144466,,磁力重壓範圍內的敵人，每$t1秒對其造成$s1點物理傷害，並將其拉向電磁鐵。,每$t1秒造成$w1點物理傷害。
144467,,燒熔敵人的護甲，使其受到的火焰傷害提高$144467s1%，持續$d。同時灼傷該目標的皮膚，使其每$144467t2秒受到$144467s2點傷害。,"受到的火焰傷害提高$s1%。
每$t2秒造成$w2點傷害。"
144468,,激勵之歌使施法者每$144468t2秒恢復生命力上限的$144468s2%，持續$144468d。,每$t2秒恢復生命力上限的$s2%。
144469,,,"陷入斷層裂隙，每$t3秒受到$s3點暗影傷害。

若未及時脫困，誰也不知道下場是如何..."
144470,,召喚赤吉之子，持續$144470d。,召喚赤吉之子。
144471,,每$144471t1秒造成$144472s1點火焰傷害，持續$144471d。,每$144471t1秒造成$144472s1點火焰傷害。
144472,,每$144471t1秒造成$144472s1點火焰傷害，持續$144471d。,
144473,,在一個玩家所在位置召喚希望信標，使其受到的傷害降低$144475s1%，持續$144473d。,
144474,,受到的傷害降低$144475s1%。,
144475,,使附近$144475A1碼範圍內的盟友所受到的傷害降低$144475s1%。,受到的傷害降低$144475s1%。
144476,,,
144477,,為施法者恢復$s1點生命力和$s2點法力。,
144478,,,
144479,,施法者向外發出煞之腐敗。,
144480,,每秒對停留在釋放腐敗路徑上的目標造成$s1點暗影傷害。,每秒造成$w1點暗影傷害。
144481,,嘗試跳離斷層裂隙。,
144482,,施法者向後移動，然後向前揮擊，對面前所有敵人造成暗影傷害。,
144483,,一股力量直入地殼，引發一場地震，每$144483t1秒造成$144484s1點自然傷害。,引導一陣猛烈的地震。
144484,,一股力量直入地殼，引發一場地震，每$144483t1秒造成$144484s1點自然傷害。,
144485,,強烈的震波對敵人造成$144485s2點自然傷害並將其擊退。,
144486,,顯示出與這顆石頭相連結的隱藏戰寵類別。,
144489,,,
144490,,,
144491,,,
144492,,,
144493,,,
144494,,每$144493t1秒對附近$144494A1碼範圍內的玩家造成$144494s1點火焰傷害。,
144495,,,
144496,,,
144497,,,
144498,,每$144498t1秒造成$144498s1點自然傷害，移動速度降低$144498s2%。,"每$t1秒受到$w1點自然傷害。
移動速度降低$s2%。"
144499,,根據受到的傷害值產生怒氣。,
144500,,挫志怒吼效果結束後，怒意湧上心頭，使你受到傷害時產生怒氣。,受到傷害時產生怒氣。
144501,,,
144502,,挫志怒吼效果結束的$144500d內，你受到傷害時會產生怒氣。,
144503,,恢復相當於被盾牌格擋的總傷害值$s1%再加上盾牌屏障所吸收總傷害$s1%的生命力。,
144504,,$@spelldesc143745,$@spellaura143745
144506,,使近戰範圍內的敵人因恐懼而逃跑，持續$d。,因恐懼而逃跑。
144507,,對$A1碼範圍內的所有敵人造成$s1點暗影傷害。,
144508,,,
144509,,,
144510,,,
144511,,,
144512,,施法者攻擊後方所有敵人，對其造成物理傷害並將其擊退。,
144514,,使目標沾染徘徊腐化，在$d後猛烈爆發，造成$s1點暗影傷害。,在$d後造成$w1點暗影傷害。
144518,,,
144519,,對目標造成$s1%物理傷害，並使其移動速度降低$s2%，但是必須從目標背後發動。,移動速度降低$s2%。
144520,,,$?$w3<0[造成的傷害提高$w3%][]
144521,,,$?$w3<0[造成的傷害提高$w3%][]
144522,,對目標射出一顆火球，造成$s1點火焰傷害。,
144525,,,
144527,,施法者以武器攻擊，對目標造成物理傷害並對其產生大量威脅值。,
144528,,開啟永恆寶箱。,
144530,,對$144530a1碼錐形範圍內的敵人造成$144530s1點火焰傷害。,
144531,,跳向目標。擊倒近戰範圍內的敵人，並對其造成武器傷害$144535m1%的物理傷害。,
144532,,,
144533,,,
144535,,擊倒近戰範圍內的敵人，對其造成$m1%武器傷害的物理傷害。,昏迷。
144537,,,
144538,,每$144537t1秒對附近$A1碼範圍內的玩家造成$s1點火焰傷害。,
144539,,造成$s1點火焰傷害。,
144541,,,
144545,,,
144546,,跳向目標。擊倒近戰範圍內的敵人，並對其造成武器傷害$144535m1%的物理傷害。,
144547,,對目標造成$s1點暗影傷害。,
144548,,施法者向外發出煞之腐敗。會命中路徑上的第一個目標。,
144549,,,
144550,,,
144551,,$@spelldesc144503,
144552,,,
144553,,,
144554,,,
144555,,,
144556,,對爆炸範圍內的敵人造成$s1點火焰傷害。,
144557,,,
144559,,,
144560,,,
144561,,,
144562,,,
144563,,$@spelldesc144574,
144564,,使近戰範圍內的敵人因恐懼而逃跑，每$T2秒對其造成相當於武器傷害的暗影傷害，持續$d。,"因恐懼而逃跑。
每$T2秒受到暗影傷害。"
144565,,,
144566,,在榮耀壁壘堆疊至3層或以上時，你的下一個$?s114163[永恆之火][榮耀聖言]不會消耗聖能，效果視同消耗3道聖能。,
144567,,對施法者附近環形範圍內的敵人造成大量火焰傷害。,
144568,,向目標地點射出一道移動的火焰，對第一個接觸到的事物造成大量火焰傷害。,
144569,,$@spelldesc144566,你的下一個$?s114163[永恆之火][榮耀聖言]不會消耗聖能，造成的治療效果視同你消耗3道聖能。
144570,,向目標地點射出一道移動的火焰，對第一個接觸到的目標造成大量火焰傷害。,
144571,,向目標地點射出一道移動的火焰，對第一個接觸到的事物造成大量火焰傷害。,
144572,,向目標地點射出一道移動的火焰，對第一個接觸到的事物造成大量火焰傷害。,
144573,,,
144574,,"將一名敵人囚禁在煞的腐化牢籠，使其昏迷，每秒對其造成$s3點暗影傷害。

敵人必須先打開所有的泰坦鎖才能恢復自由。","昏迷。
每秒受到$w3點暗影傷害。"
144575,,,
144576,,,
144577,,,
144578,,,
144579,,每$T1秒對一個區域內的所有敵人造成武器傷害，此傷害視為秘法傷害，持續$d。,每$T1秒受到秘法傷害。
144580,,在聖佑術作用期間，會在聖佑術效果結束時將所受傷害的$s1%轉化成持續性治療效果。,
144581,,$@spelldesc144580,每$t秒治療$w1點傷害，持續$d。
