Name_lang,ID,MapID,DifficultyID,OrderIndex,CompleteWorldStateID,Bit,Flags,SpellIconFileID,Faction,Field_11_1_5_59735_010
塑珀者翁索克,1499,1009,0,1000,6700,2,7,0,-1,0
艾拉岡,1500,1008,0,2500,6786,5,6,368365,-1,0
杉齊爾女皇,1501,1009,0,2000,6729,3,7,237143,-1,0
指揮官沃賈克,1502,1011,0,1250,6735,3,0,0,-1,0
刀鋒領主塔亞克,1504,1009,0,-1500,6944,5,6,0,-1,0
楚龍,1505,996,0,500,6747,2,6,0,-1,0
蕾希,1506,996,0,750,6738,3,6,0,-1,0
女皇大臣索拉格,1507,1009,0,-2500,6741,6,6,0,-1,0
鐵穹,1559,1098,0,0,7329,0,7,646675,-1,0
孤慍雙絕,1560,1098,0,1000,7502,1,7,133886,-1,0
帆船,1563,870,0,0,0,0,8,0,-1,0
憤怒之煞,1564,870,0,1000,0,1,8,0,-1,0
托爾托斯,1565,1098,0,-1000,7507,2,6,0,-1,0
長老議會,1570,1098,0,-1500,7543,3,6,0,-1,0
納拉卡,1571,870,0,2000,0,2,8,0,-1,0
『遺忘之眼』獨顱目,1572,1098,0,-250,7563,4,6,0,-1,0
稷坤,1573,1098,0,-500,7565,5,6,0,-1,0
普莫迪斯,1574,1098,0,-125,7571,6,6,0,-1,0
哈里登,1575,1098,0,-2000,7570,7,6,0,-1,0
黑暗憎惡魔像,1576,1098,0,-62,7582,8,6,0,-1,0
『擊破者』金羅克,1577,1098,0,-3000,7575,9,6,0,-1,0
梅賈拉,1578,1098,0,-750,7577,10,6,0,-1,0
雷神,1579,1098,0,2000,7603,11,6,0,-1,0
萊公,1580,1098,5,3000,7605,12,38,0,-1,0
萊公,1581,1098,6,3000,7605,12,38,0,-1,0
烏達斯塔,1587,870,0,3000,0,3,8,0,-1,0
卡拉西聖螳,1593,1136,0,3500,8109,0,6,897697,-1,0
潘達利亞之寶,1594,1136,0,1500,8202,1,6,897406,-1,0
馬可羅克,1595,1136,0,1000,8225,2,6,897029,-1,0
墮落的保衛者,1598,1136,0,-2000,8253,3,6,897027,-1,0
『嗜血巨龍』梭克,1599,1136,0,2000,8258,4,6,896625,-1,0
鋼鐵破滅邪神,1600,1136,0,-1500,8260,5,6,896624,-1,0
攻城機匠黑引信,1601,1136,0,3000,8236,6,6,897633,-1,0
伊莫爾西斯,1602,1136,0,-3000,8268,7,6,896623,-1,0
納茲格寧姆將軍,1603,1136,0,-1250,8272,8,6,897144,-1,0
傲慢之煞,1604,1136,0,-1750,8276,9,6,651086,-1,0
Omar's Test Encounter (Cosmetic only) DNT,1605,1136,0,4000,6215,10,16,0,-1,0
柯爾克隆黑暗薩滿,1606,1136,0,-1375,8285,11,6,897028,-1,0
葛拉卡斯,1622,1136,0,-1625,8415,12,6,896665,-1,0
卡爾洛斯‧地獄吼,1623,1136,0,3750,8356,13,6,896622,-1,0
諾努衫,1624,1136,0,-1875,8299,14,6,897064,-1,0
洛托爾,1652,1175,0,0,8565,0,4,0,-1,0
奴隸看守者庫拉多,1653,1175,0,-1000,8563,1,4,0,-1,0
古格洛克,1654,1175,0,1000,8566,2,4,0,-1,0
瑪格默拉圖斯,1655,1175,0,-2000,8586,3,4,0,-1,0
獵人骨牙,1656,47,1,250,8592,6,0,0,-1,0
督軍拉姆塔斯,1659,47,1,500,8595,7,0,0,-1,0
『盲眼獵手』格羅亞特,1660,47,1,625,8620,8,0,0,-1,0
卡爾加‧刺肋,1661,47,1,687,8597,9,0,0,-1,0
阿魯斯,1662,129,1,4000,8622,4,0,0,-1,0
火眼莫德雷斯,1663,129,1,5000,8623,5,0,0,-1,0
肉疙瘩,1664,129,1,6000,8624,6,0,0,-1,0
亡語者黑棘,1665,129,1,7000,8625,7,0,0,-1,0
『寒冰使者』亞門納爾,1666,129,1,8000,8626,8,0,0,-1,0
加摩拉,1667,48,1,-500,4617,4,4,0,-1,0
朵米娜,1668,48,1,500,8615,8,4,0,-1,0
征服者寇烏爾,1669,48,1,750,8614,9,4,0,-1,0
處決者戈爾,1670,48,1,875,4623,10,4,0,-1,0
暮光領主巴賽爾,1671,48,1,937,4623,11,4,0,-1,0
阿庫麥爾,1672,48,1,968,4624,12,4,0,-1,0
瑟拉克,1675,48,1,812,8653,0,4,0,-1,0
深淵守護者,1676,48,1,843,8655,1,4,0,-1,0
莎妲娜‧血怒,1677,1176,0,0,8661,0,4,0,-1,0
阿扎克爾，燃燒軍團先鋒,1678,1182,0,0,8665,0,4,0,-1,0
骨喉,1679,1176,0,1000,8678,1,4,0,-1,0
耐祖奧,1682,1176,0,2000,8691,2,4,0,-1,0
縛魂者妮雅蜜,1685,1182,0,-1000,8667,1,4,0,-1,0
警覺的卡薩爾,1686,1182,0,-2000,8669,2,4,0,-1,0
納里旭,1688,1176,0,500,8705,3,4,0,-1,0
控火者卡格拉茲,1689,1205,0,3250,8720,0,6,0,-1,0
高爐,1690,1205,0,3812,8724,1,6,0,-1,0
戈魯爾,1691,1205,0,-1000,8731,2,6,236412,-1,0
站長索加爾,1692,1205,0,3750,8733,3,6,0,-1,0
漢斯格爾和法蘭佐克,1693,1205,0,3000,8738,4,6,0,-1,0
獸王達馬克,1694,1205,0,3125,8746,5,6,1004898,-1,0
鐵娘子軍,1695,1205,0,4000,8755,6,6,0,-1,0
『吞噬者』礦吞,1696,1205,0,-2000,8761,7,6,1003743,-1,0
蘭吉特,1698,1209,0,0,8770,0,4,0,-1,0
阿拉卡納斯,1699,1209,0,1000,8771,1,4,0,-1,0
盧克然,1700,1209,0,2000,8772,2,4,0,-1,0
大賢者維瑞思,1701,1209,0,3000,8773,3,4,0,-1,0
黑手,1704,1205,0,5000,8874,8,7,0,-1,0
統治者瑪爾戈克,1705,1228,0,0,8800,0,7,1030796,-1,0
屠夫,1706,1228,0,-1000,8806,1,6,1006454,-1,0
克羅莫格，大山傳奇,1713,1205,0,3875,8831,9,6,0,-1,0
泰朗戈爾,1714,1182,0,1000,8843,3,4,0,-1,0
火箭光和波爾卡,1715,1208,0,0,8848,0,4,0,-1,0
歐格隆雙胞胎,1719,1228,0,-500,8866,2,6,1019377,-1,0
綠蕨孢子巨人,1720,1228,0,-625,8884,3,6,1019378,-1,0
卡加斯‧刃拳,1721,1228,0,-2000,8903,4,6,1005701,-1,0
『活動山峰』泰克塔,1722,1228,0,-562,8923,5,6,1006111,-1,0
寇拉夫,1723,1228,0,-250,8930,6,6,841221,-1,0
奈楚格‧雷塔,1732,1208,0,1000,8948,1,4,0,-1,0
傲天者托芙菈,1736,1208,0,2000,9038,2,4,0,-1,0
艾斯蘭,1745,1191,0,0,0,0,16,0,-1,0
枯木,1746,1279,0,0,9175,0,4,0,-1,0
Ken's Test Encounter [DNT],1747,605,0,0,0,0,0,0,-1,0
恐軌執行者,1748,1195,0,0,9219,0,4,0,-1,0
『血肉撕裂者』諾加爾,1749,1195,0,-1000,9233,1,4,0,-1,0
歐席爾,1750,1195,0,1000,9235,2,4,0,-1,0
大法師蘇兒,1751,1279,0,1000,9297,1,4,0,-1,0
榭里塔克,1752,1279,0,2000,9298,2,4,0,-1,0
史庫洛克，戈魯爾之子,1754,1195,0,2000,9341,3,4,0,-1,0
魯克馬爾，阿拉卡的太陽神,1755,1116,0,0,0,0,8,0,-1,0
亞爾努,1756,1279,0,3000,9354,3,4,0,-1,0
遠古保衛者,1757,1279,0,500,9356,4,4,0,-1,0
凱拉克,1758,1358,0,0,9020,0,4,0,-1,0
指揮官薩貝克,1759,1358,0,1000,9060,1,4,0,-1,0
狂野的怒翼,1760,1358,0,2000,8703,2,4,0,-1,0
控礦者古拉杉,1761,1358,0,-1000,8699,3,4,0,-1,0
札伊拉酋長,1762,1358,0,3000,9373,4,4,0,-1,0
『不朽者』塔爾納,1770,1116,0,1000,0,1,8,0,-1,0
惡魔領主札昆,1777,1448,0,2250,10004,0,6,1113433,-1,0
地獄火突襲戰,1778,1448,0,-1000,10010,1,6,0,-1,0
血魔,1783,1448,0,1000,10039,2,6,1113437,-1,0
女暴君維哈里,1784,1448,0,4500,10041,3,6,1113430,-1,0
鋼鐵劫奪者,1785,1448,0,-500,10043,4,6,0,-1,0
基爾羅格‧亡眼,1786,1448,0,-250,10048,5,6,970886,-1,0
寇姆洛克,1787,1448,0,-375,10051,6,6,1113434,-1,0
暗影領主伊斯卡,1788,1448,0,1500,10060,7,6,0,-1,0
羅克摩拉,1790,1458,0,0,10092,0,4,0,-1,0
烏拉羅格‧塑崖者,1791,1458,0,500,10094,1,4,0,-1,0
納拉薩斯,1792,1458,0,750,10097,2,4,0,-1,0
『地底之王』達古爾,1793,1458,0,875,10099,3,4,0,-1,0
『永恆者』索奎薩爾,1794,1448,0,1875,10101,8,6,1113441,-1,0
瑪諾洛斯,1795,1448,0,5000,10141,9,6,1113439,-1,0
地獄火高階議會,1798,1448,0,-312,10177,10,6,970886,-1,0
阿克蒙德,1799,1448,0,6000,10179,11,7,1113431,-1,0
祖霍拉克,1800,1448,0,3125,10208,12,6,1113442,-1,0
至高領主卡札克,1801,1116,0,2000,0,2,8,0,-1,0
海姆達爾,1805,1477,0,0,10335,0,4,0,-1,0
海爾珈,1806,1477,0,1000,10365,1,0,0,-1,0
芬里爾,1807,1477,0,2000,10367,2,0,0,-1,0
神御之王斯寇瓦德,1808,1477,0,3000,10369,3,0,0,-1,0
歐丁,1809,1477,0,4000,10371,4,4,0,-1,0
督軍帕傑許,1810,1456,0,0,10382,0,4,0,-1,0
盤恨女士,1811,1456,0,1000,10384,1,4,0,-1,0
深鬍子大王,1812,1456,0,2000,10388,2,4,0,-1,0
巨鱗蛇,1813,1456,0,3000,10386,3,4,0,-1,0
艾薩拉之怒,1814,1456,0,4000,10390,4,4,0,-1,0
泰拉松‧薩瑟里,1815,1493,0,0,10392,0,4,0,-1,0
艾胥貢,1816,1493,0,1000,10397,1,4,0,-1,0
格雷瑟,1817,1493,0,2000,10398,2,4,0,-1,0
寇達娜‧魔歌,1818,1493,0,3000,10401,3,4,0,-1,0
『墮落之王』伊米倫,1822,1492,0,0,10479,0,4,0,-1,0
赫柏隆,1823,1492,0,1000,10482,1,4,0,-1,0
黑爾雅,1824,1492,0,2000,10484,2,4,0,-1,0
寇斯提拉斯,1825,1516,0,0,10562,0,4,0,-1,0
納爾提拉,1826,1516,0,1000,10566,1,4,0,-1,0
伊凡爾,1827,1516,0,2000,10563,2,4,0,-1,0
薩卡爾將軍,1828,1516,0,3000,10564,3,4,0,-1,0
諫言者凡卓斯,1829,1516,0,4000,10565,4,4,0,-1,0
眾魂融合體,1832,1501,0,0,10580,0,4,0,-1,0
伊麗珊娜‧黑羽,1833,1501,0,1000,10582,1,4,0,-1,0
『憎恨者』惡擊,1834,1501,0,2000,10584,2,4,0,-1,0
克塔羅斯‧黑羽堡主,1835,1501,0,3000,10586,3,4,0,-1,0
大德魯伊葛萊達利斯,1836,1466,0,0,10381,0,0,0,-1,0
橡心,1837,1466,0,1000,10592,1,0,0,-1,0
德瑞薩隆,1838,1466,0,2000,10593,2,0,0,-1,0
薩維斯之影,1839,1466,0,3000,10594,3,0,0,-1,0
厄索克,1841,1520,0,0,10640,0,6,1413870,-1,0
克羅索斯,1842,1530,0,1875,10668,0,6,0,-1,0
顫喉,1845,1544,0,0,10707,0,4,0,-1,0
笞靈者卡哈杰,1846,1544,0,1000,10713,1,4,0,-1,0
米歐菲瑟‧曼納斯頓,1847,1544,0,2000,10718,2,4,0,-1,0
膿臉,1848,1544,0,3000,10721,3,4,0,-1,0
斯寇派隆,1849,1530,0,-1000,10728,1,6,0,-1,0
酷刑審判官,1850,1493,0,500,10730,4,4,0,-1,0
賽蘿恩,1851,1544,0,4000,10737,4,4,0,-1,0
阿努貝賽特,1852,1544,0,5000,10742,5,4,0,-1,0
奈珊卓拉,1853,1520,0,-1000,10758,1,6,1413869,-1,0
夢魘之龍,1854,1520,0,2000,10762,2,6,1413866,-1,0
血腥公主薩蕾娜,1855,1544,0,6000,10767,6,4,0,-1,0
惡魔領主貝楚格,1856,1544,0,7000,10771,7,4,0,-1,0
提克迪奧斯,1862,1530,0,1000,10906,2,6,0,-1,0
星占師伊崔斯,1863,1530,0,2000,11101,3,6,0,-1,0
薩維斯,1864,1520,0,6000,10922,3,7,1413871,-1,0
時光異象,1865,1530,0,-500,10953,4,6,0,-1,0
古爾丹,1866,1530,0,3000,11037,5,6,0,-1,0
提里埃斯,1867,1530,0,-250,11083,6,6,0,-1,0
巡邏隊長葛陀,1868,1571,0,0,11089,0,4,0,-1,0
塔莉仙‧火冠,1869,1571,0,1000,11091,1,4,0,-1,0
諫言者梅朗卓斯,1870,1571,0,2000,11093,2,4,0,-1,0
法刃艾露莉亞,1871,1530,0,-125,11377,7,6,0,-1,0
大博學者艾莉珊德,1872,1530,0,2500,11442,8,6,0,-1,0
『腐化之心』伊蓋諾斯,1873,1520,0,1500,11476,4,6,1413868,-1,0
Raid Boss Dummy (5min),1874,1457,0,0,0,0,0,0,-1,0
Raid Boss Dummy (10min),1875,1457,0,1000,0,1,0,0,-1,0
艾樂瑞斯‧雷弗拉爾,1876,1520,0,4000,11502,5,6,1413867,-1,0
塞納留斯,1877,1520,0,5000,11498,6,6,1413865,-1,0
奪魂者,1879,1220,0,0,0,0,8,0,-1,0
尼索格,1880,1220,0,1000,0,1,8,0,-1,0
貝恩的回音,1881,938,0,1000,6072,0,4,0,-1,0
希瓦娜斯的回音,1882,938,0,5000,6072,3,4,0,-1,0
珍娜的回音,1883,938,0,6000,6073,2,4,0,-1,0
泰蘭妲的回音,1884,938,0,7000,6073,5,4,0,-1,0
郵政局長瑪羅恩,1885,329,0,1500,11875,13,4,0,-1,0
大植物學家泰亞恩,1886,1530,0,1750,11887,9,6,0,-1,0
黑曜石哨兵,1887,70,1,8000,4761,3,4,0,-1,0
薩索斯,1888,1220,0,2000,0,2,8,0,-1,0
瑪拉達爾主教,1889,558,0,0,2702,0,4,0,-1,0
死亡看守者辛瑞克,1890,558,0,1000,4603,1,4,0,-1,0
『無疤者』歐瑪爾,1891,543,0,0,4699,0,4,0,-1,0
『信使』維斯路登,1892,543,0,1000,4700,1,4,0,-1,0
看護者卡爾古瑪,1893,543,0,2000,4698,2,4,0,-1,0
凱爾薩斯‧逐日者,1894,585,0,1000,4702,0,4,0,-1,0
女牧師戴利莎,1895,585,0,3000,3450,1,4,0,-1,0
賽林‧炎心,1897,585,0,4000,3448,2,4,0,-1,0
維克索魯斯,1898,585,0,5000,3449,3,4,0,-1,0
奈薩斯王子薩法爾,1899,557,0,0,4606,0,4,0,-1,0
班提蒙尼厄斯,1900,557,0,1000,4604,1,4,0,-1,0
塔瓦洛克,1901,557,0,2000,4605,2,4,0,-1,0
鷹王伊奇斯,1902,556,0,0,2818,0,4,0,-1,0
暗織者希斯,1903,556,0,1000,4608,1,4,0,-1,0
安祖,1904,556,0,2000,3022,2,4,0,-1,0
中尉崔克,1905,560,0,0,4659,0,4,0,-1,0
紀元狩獵者,1906,560,0,1000,4660,1,4,0,-1,0
史卡拉克上尉,1907,560,0,2000,2711,2,4,0,-1,0
海爾瑪大使,1908,555,0,0,4609,0,4,0,-1,0
『煽動者』黑心,1909,555,0,1000,2802,1,4,0,-1,0
莫爾墨,1910,555,0,2000,4610,2,4,0,-1,0
宗師瓦皮歐,1911,555,0,3000,2803,3,4,0,-1,0
末日預言者達利亞,1913,552,0,0,4742,0,4,0,-1,0
先驅者史蓋力司,1914,552,0,1000,4744,1,4,0,-1,0
怒鐮者索寇斯瑞特,1915,552,0,2000,4743,2,4,0,-1,0
無約束的希瑞奇斯,1916,552,0,3000,4741,3,4,0,-1,0
休蒙格里斯,1917,1220,0,3000,0,3,8,0,-1,0
Timed Damage Dummy,1918,1148,0,0,0,0,0,0,-1,0
艾奧那斯,1919,269,0,0,2819,0,4,0,-1,0
時間領主迪賈,1920,269,0,1000,2820,1,4,0,-1,0
坦普拉斯,1921,269,0,2000,2821,2,4,0,-1,0
造物者,1922,542,0,0,2400,0,4,0,-1,0
『破壞者』凱利丹,1923,542,0,1000,2403,1,4,0,-1,0
布洛克,1924,542,0,2000,4854,2,4,0,-1,0
指揮官薩瑞尼斯,1925,553,0,0,4745,0,4,0,-1,0
大植物學家費瑞衛恩,1926,553,0,1000,4746,1,4,0,-1,0
拉杰,1927,553,0,2000,4748,2,4,0,-1,0
『看管者』索古林,1928,553,0,3000,4747,3,4,0,-1,0
扭曲分裂者,1929,553,0,4000,4749,4,4,0,-1,0
虛空術師賽菲瑞雅,1930,554,0,0,4751,0,4,0,-1,0
操縱者帕薩里歐,1931,554,0,1000,4752,1,4,0,-1,0
機械領主卡帕希特斯,1932,554,0,2000,4750,2,4,0,-1,0
看守者蓋洛奇歐,1933,554,0,3000,12051,3,4,0,-1,0
看守者鐵手,1934,554,0,4000,12053,4,4,0,-1,0
血衛士波洛克,1935,540,0,0,4701,0,4,0,-1,0
大術士奈德克斯,1936,540,0,1000,2804,1,4,0,-1,0
戰爭使者歐姆拉格,1937,540,0,2000,2844,2,4,0,-1,0
大酋長卡加斯‧刃拳,1938,540,0,3000,2907,3,4,0,-1,0
『背叛者』曼紐,1939,547,0,0,4661,0,4,0,-1,0
奎克米瑞,1940,547,0,1000,2532,1,4,0,-1,0
『爆裂者』洛克瑪,1941,547,0,2000,4662,2,4,0,-1,0
水占師希斯比亞,1942,545,0,0,4663,0,4,0,-1,0
機電師蒸汽操控者,1943,545,0,1000,4664,1,4,0,-1,0
督軍卡利斯瑞,1944,545,0,2000,4665,2,4,0,-1,0
高薩安,1945,546,0,0,4667,0,4,0,-1,0
飢餓之牙,1946,546,0,1000,4666,1,4,0,-1,0
沼澤之王莫斯萊克,1947,546,0,2000,2448,2,4,0,-1,0
黑色潛獵者,1948,546,0,3000,4668,3,4,0,-1,0
『霜血』督剛,1949,1220,0,8000,0,4,8,0,-1,0
惡魔納札卡,1950,1220,0,4000,0,5,8,0,-1,0
弗洛山,1951,1220,0,5000,0,6,8,0,-1,0
卡拉米爾,1952,1220,0,6000,0,7,8,0,-1,0
利薇妲絲,1953,1220,0,7000,0,8,8,0,-1,0
貞潔聖女,1954,1651,0,-1000,12521,0,4,0,-1,0
歌劇大廳,1957,1651,0,-3000,12534,1,4,0,-1,0
歐丁,1958,1648,0,-2000,12546,0,6,0,-1,0
法力吞噬者,1959,1651,0,7000,12548,2,4,0,-1,0
獵人阿圖曼,1960,1651,0,-250,12542,3,4,0,-1,0
摩洛斯,1961,1651,0,-500,12554,4,4,0,-1,0
加爾姆,1962,1648,0,-1000,12556,1,6,0,-1,0
館長,1964,1651,0,0,12560,5,4,0,-1,0
麥迪文之影,1965,1651,0,6000,12566,8,4,0,-1,0
泰爾達朗親王,1966,619,0,0,3870,0,4,0,-1,0
潔杜佳‧尋影者,1967,619,0,1000,4612,1,4,0,-1,0
信使沃菈齊,1968,619,0,5000,4613,2,4,0,-1,0
那杜斯長老,1969,619,0,-1000,4611,3,4,0,-1,0
『守門者』齊力克西爾,1971,601,0,0,3874,0,4,0,-1,0
哈卓諾克斯,1972,601,0,1000,4615,1,4,0,-1,0
阿努巴拉克,1973,601,0,2000,4616,2,4,0,-1,0
血角食人妖,1974,600,0,0,4684,0,4,0,-1,0
預言者薩隆杰,1975,600,0,4000,4687,1,4,0,-1,0
『召喚者』諾沃司,1976,600,0,2000,4685,2,4,0,-1,0
崔德王,1977,600,0,3000,4686,3,4,0,-1,0
史拉德銳,1978,604,0,0,3852,0,4,0,-1,0
慕拉比,1980,604,0,1000,3851,1,4,0,-1,0
蓋爾達拉,1981,604,0,4000,3850,2,4,0,-1,0
德拉克瑞巨像,1983,604,0,500,3853,4,4,0,-1,0
埃歐納,1984,602,0,0,3865,0,4,0,-1,0
渥克瀚,1985,602,0,-500,3864,1,4,0,-1,0
洛肯,1986,602,0,2000,3866,2,4,0,-1,0
畢亞格林將軍,1987,602,0,-1000,3863,3,4,0,-1,0
『兇猛』埃克,1988,604,2,3500,3854,5,4,0,-1,0
毒蕈魔,1989,619,2,4500,4614,5,4,0,-1,0
逃過阿薩斯,1990,668,0,1000,4948,0,4,0,-1,0
法勒瑞克,1992,668,0,0,4897,1,4,0,-1,0
麥爾溫,1993,668,0,500,4898,2,4,0,-1,0
克利斯托魯斯,1994,599,0,0,4768,0,4,0,-1,0
歲月議庭,1995,599,0,2000,3861,1,4,0,-1,0
悲嘆少女,1996,599,0,1000,4769,2,4,0,-1,0
『塑鐵者』斯雍尼爾,1998,599,0,5000,4770,3,4,0,-1,0
鍛造大師加弗羅斯,1999,658,0,0,4852,0,4,0,-1,0
天譴領主提朗紐斯,2000,658,0,1000,4861,1,4,0,-1,0
克瑞克,2001,658,0,500,4860,2,4,0,-1,0
肉鉤,2002,595,0,0,4688,0,4,0,-1,0
紀元時間領主,2003,595,0,1000,4690,1,4,0,-1,0
『血肉工匠』塞歐朗姆,2004,595,0,2000,4689,2,4,0,-1,0
瑪爾加尼斯,2005,595,0,3000,4691,3,4,0,-1,0
布朗吉姆,2006,632,0,0,4859,0,4,0,-1,0
眾魂吞噬者,2007,632,0,1000,4424,1,4,0,-1,0
黑爾雅,2008,1648,0,0,12597,2,6,0,-1,0
艾諾瑪路斯,2009,576,0,0,3692,0,4,0,-1,0
大魔導師特雷斯翠,2010,576,0,1000,3691,1,4,0,-1,0
凱瑞史卓莎,2011,576,0,2000,3694,2,4,0,-1,0
『塑樹者』歐爾莫洛克,2012,576,0,3000,3693,3,4,0,-1,0
地脈守護者伊瑞茍斯,2013,578,0,0,3873,0,4,0,-1,0
法師領主厄隆,2014,578,0,1000,3872,1,4,0,-1,0
瓦羅斯‧雲行者,2015,578,0,2000,3871,2,4,0,-1,0
『審問者』德拉高斯,2016,578,0,3000,3869,3,4,0,-1,0
『監視者』維茲亞頓,2017,1651,0,8000,12613,6,4,0,-1,0
第二名囚犯,2018,608,0,0,3833,0,4,0,-1,0
第一名囚犯,2019,608,0,1000,3828,1,4,0,-1,0
霞妮苟莎,2020,608,0,2000,3836,2,4,0,-1,0
黑騎士,2021,650,0,3000,4363,0,4,0,-1,0
大勇士,2022,650,0,-1000,4361,1,4,0,-1,0
銀白勇士,2023,650,0,2000,4362,2,4,0,-1,0
史卡沃和達隆恩,2024,574,0,0,4772,0,4,0,-1,0
『盜掠者』因格瓦,2025,574,0,1000,4771,1,4,0,-1,0
凱雷希斯親王,2026,574,0,-1000,4773,2,4,0,-1,0
戈托克‧白蹄,2027,575,0,0,4775,0,4,0,-1,0
依米倫王,2028,575,0,1000,3808,1,4,0,-1,0
無情的斯卡迪,2029,575,0,500,3809,2,4,0,-1,0
絲瓦拉‧悲傷亡墓,2030,575,0,-1000,4774,3,4,0,-1,0
夜禍,2031,1651,0,9000,12670,7,68,0,-1,0
苟洛斯,2032,1676,0,0,12773,0,6,0,-1,0
哈亞潭,2036,1676,0,1000,12815,1,6,0,-1,0
薩絲茵女士,2037,1676,0,2000,12861,2,6,236422,-1,0
墮落化身,2038,1676,0,3000,12863,3,6,1546417,-1,0
梅菲斯托,2039,1677,0,0,12865,0,4,0,-1,0
惡魔審判官,2048,1676,0,500,12996,4,6,0,-1,0
原初霜怒,2049,1689,0,0,13019,0,8,893779,-1,0
月光議會,2050,1676,0,1500,13026,5,6,0,-1,0
基爾加丹,2051,1676,0,5000,12967,6,6,0,-1,0
戒守聖女,2052,1676,0,2875,13123,7,6,0,-1,0
多瑪崔斯,2053,1677,0,1000,13131,1,4,0,-1,0
荒寂聚合體,2054,1676,0,2500,13139,8,6,1546416,-1,0
阿格諾斯,2055,1677,0,-1000,13121,2,4,0,-1,0
『厭惡者』痛咬,2057,1677,0,-500,13122,3,4,0,-1,0
神御女王之怒,2059,1703,0,0,0,0,64,0,-1,0
阿格拉瑪,2063,1712,0,3000,13507,0,6,0,-1,0
『守門者』海瑟貝爾,2064,1712,0,-1000,13517,1,6,0,-1,0
『超凡者』祖拉爾,2065,1753,0,0,13543,0,4,0,-1,0
賽普瑞許,2066,1753,0,1000,13547,1,4,0,-1,0
副將聶薩,2067,1753,0,2000,13551,2,4,0,-1,0
路拉,2068,1753,0,3000,13534,3,4,0,-1,0
瓦里瑪薩斯,2069,1712,0,1750,13536,2,6,0,-1,0
安托洛斯至高戰事議會,2070,1712,0,-500,13553,3,6,0,-1,0
希瓦拉巫女,2073,1712,0,2000,13593,4,6,0,-1,0
薩格拉斯惡魔犬,2074,1712,0,-2000,13560,5,6,0,-1,0
伊歐娜的防禦,2075,1712,0,-250,13565,6,6,0,-1,0
加洛斯碎界者,2076,1712,0,-3000,13571,7,6,0,-1,0
守衛者艾迪斯,2079,1669,0,0,0,0,8,0,-1,0
虛無之刃澤達特,2080,1669,0,1000,0,1,8,0,-1,0
鬼母,2081,1669,0,2000,0,2,8,0,-1,0
『獵魂者』伊莫納爾,2082,1712,0,375,13788,8,6,0,-1,0
魔女雅露拉黛兒,2083,1669,0,3000,0,3,8,0,-1,0
女祭司艾露薩,2084,1763,0,0,13812,0,0,0,-1,0
沃卡爾,2085,1763,0,1000,13814,1,0,0,-1,0
瑞贊,2086,1763,0,2000,13816,2,0,0,-1,0
亞茲瑪,2087,1763,0,3000,13818,3,4,0,-1,0
金加洛斯,2088,1712,0,1500,13576,9,6,0,-1,0
『滅界者』阿古斯,2092,1712,0,4000,14017,10,7,0,-1,0
天空隊長克拉格,2093,1754,0,0,14137,0,0,0,-1,0
船長議會,2094,1754,0,1000,14139,1,4,0,-1,0
藏寶競技場,2095,1754,0,2000,14141,2,4,0,-1,0
哈蘭‧史威特,2096,1754,0,3000,14143,3,4,0,-1,0
班布里吉中士,2097,1822,0,0,14405,0,4,0,-1,0
喬巴‧紅鉤,2098,1822,0,1000,14403,1,0,0,-1,0
哈達爾‧黑淵,2099,1822,0,2000,14406,2,0,0,-1,0
維克高斯,2100,1822,0,3000,14408,3,4,0,-1,0
沙后,2101,1771,0,0,14419,0,4,0,-1,0
傑斯‧嚎里斯,2102,1771,0,1000,14421,1,4,0,-1,0
騎士隊長瓦萊麗,2103,1771,0,2000,14423,2,4,0,-1,0
監督者寇格斯,2104,1771,0,3000,14425,3,4,0,-1,0
投幣式群眾鎮壓機器人,2105,1594,0,0,14432,0,4,0,-1,0
艾澤洛克,2106,1594,0,1000,14435,1,4,0,-1,0
芮克莎‧熔焰,2107,1594,0,2000,14437,2,4,0,-1,0
瑞茲當克老大,2108,1594,0,3000,14439,3,4,0,-1,0
恐怖船長洛克伍德,2109,1822,0,1500,14441,4,0,0,-1,0
黎克沙長老,2111,1841,0,0,14522,0,4,0,-1,0
喚孢者贊查,2112,1841,0,1000,14554,1,4,0,-1,0
禍心女巫三姐妹,2113,1862,0,0,14549,0,4,0,-1,0
縛魂巨怪,2114,1862,0,1000,14553,1,4,0,-1,0
『貪吃鬼』雷爾,2115,1862,0,2000,14557,2,4,0,-1,0
威奎斯特領主和夫人,2116,1862,0,3000,14560,3,4,0,-1,0
勾拉圖爾,2117,1862,0,4000,14563,4,4,0,-1,0
感染者岩喉,2118,1841,0,500,14597,2,4,0,-1,0
特薩恩,2121,1642,0,0,0,0,8,0,-1,0
古翰,2122,1861,0,0,14696,0,6,0,-1,0
無縛異怪,2123,1841,0,2000,14694,3,4,0,-1,0
阿德利斯和艾斯匹,2124,1877,0,0,14715,0,4,0,-1,0
莫芮克莎,2125,1877,0,1000,14718,1,4,0,-1,0
加瓦茲特,2126,1877,0,2000,14721,2,4,0,-1,0
瑟沙利斯化身,2127,1877,0,3000,14724,3,4,0,-1,0
噬臭者,2128,1861,0,-1000,14736,1,6,0,-1,0
蓋肯,2129,994,0,0,6558,0,0,0,-1,0
渦庫瑟,2130,1864,0,0,14861,0,4,0,-1,0
浪潮賢者議會,2131,1864,0,1000,14862,1,4,0,-1,0
