SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200區域：|r瑪莉‧凱爾莉|n|cFFFFD200物品：|r德拉諾鍊金概論|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r凱瑟琳‧喬普林|n|cFFFFD200物品：|r德拉諾鍊金概論|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7348,0,1,2,156587
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7354,0,0,2,156560
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7355,0,0,2,156561
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7357,0,0,2,156563
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7358,0,0,2,156564
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7361,0,0,2,156568
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7362,0,0,2,156569
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7364,0,0,2,156571
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7365,0,0,2,156572
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7369,0,0,2,156576
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,7370,0,0,2,156577
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,7371,0,0,2,156578
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,7372,0,0,2,156579
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,7373,0,0,2,156580
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,7374,0,0,2,156581
|cFFFFD200商人：|r艾伯特‧狄海德|n|cFFFFD200物品：|r德拉諾鍊金概論|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r霜牆要塞|n|n|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200物品：|r德拉諾鍊金概論|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7375,0,0,2,156582
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7376,0,0,2,162403
|cFFFFD200商人：|r喬書亞‧艾瓦雷茲|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7377,0,0,2,156584
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7390,0,0,2,159673
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7391,0,0,2,158877
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7392,0,0,2,158878
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7393,0,0,2,158879
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7394,0,0,2,158881
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7395,0,0,2,159672
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7396,0,0,2,158884
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7397,0,0,2,158885
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7398,0,0,2,158886
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7399,0,0,2,158889
|cFFFFD200商人：|r『白雪』艾雅達|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r 鮑伯|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7400,0,1,2,159236
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7401,0,0,2,159235
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7402,0,0,2,158892
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7403,0,0,2,158893
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7404,0,0,2,158894
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7405,0,0,2,158896
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7406,0,0,2,159671
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7407,0,0,2,158899
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7408,0,0,2,158900
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7409,0,0,2,158901
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7410,0,0,2,158903
|cFFFFD200商人：|r『白雪』艾雅達|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r 鮑伯|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7411,0,1,2,158907
|cFFFFD200商人：|r『白雪』艾雅達|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r 鮑伯|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7412,0,1,2,158908
|cFFFFD200商人：|r『白雪』艾雅達|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r 鮑伯|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7413,0,1,2,158909
|cFFFFD200商人：|r『白雪』艾雅達|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r 鮑伯|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7414,0,1,2,158911
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7415,0,0,2,158914
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7416,0,0,2,158915
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7417,0,0,2,158916
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7418,0,0,2,158918
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7419,0,0,2,162195
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7420,0,0,2,162196
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7421,0,0,2,162197
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7422,0,0,2,162198
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7423,0,0,2,162199
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7424,0,0,2,169076
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7425,0,0,2,162202
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7426,0,0,2,162203
|cFFFFD200商人：|r札倫‧赫弗|n|cFFFFD200物品：|r德拉諾工程學|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r西恩‧捕樁|n|cFFFFD200物品：|r德拉諾工程學|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7427,0,1,2,162204
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7428,0,0,2,162205
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7429,0,0,2,162206
|cFFFFD200商人：|r札倫‧赫弗|n|cFFFFD200物品：|r德拉諾工程學|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r西恩‧捕樁|n|cFFFFD200物品：|r德拉諾工程學|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7430,0,1,2,162207
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7432,0,0,2,162209
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7433,0,0,2,162210
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7434,0,0,2,169078
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7436,0,0,2,162214
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7437,0,0,2,162216
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7438,0,0,2,162217
|cFFFFD200商人：|r尼克‧鋼環|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119299|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7439,0,0,2,162218
|cFFFFD200商人：|r札倫‧赫弗|n|cFFFFD200物品：|r德拉諾工程學|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r西恩‧捕樁|n|cFFFFD200物品：|r德拉諾工程學|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7440,0,1,2,169080
|cFFFFD200商人：|r傑德卡|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7441,0,0,2,159674
|cFFFFD200商人：|r『白雪』艾雅達|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r 鮑伯|n|cFFFFD200物品：|r德拉諾附魔|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7515,0,1,2,162948
|cFFFFD200專業技能訓練師：|r大災變製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7516,0,-1,3,163216
|cFFFFD200專業技能訓練師：|r大災變製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7517,0,-1,3,163218
|cFFFFD200專業技能：|r潘達利亞製皮（1）|n|cFFFFD200訓練師：|r淨毛皮|n|cFFFFD200區域：|r崑萊峰|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7518,0,-1,3,163220
|cFFFFD200專業技能訓練師：|r北裂境製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7519,0,-1,3,163222
|cFFFFD200專業技能訓練師：|r北裂境製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7520,0,-1,3,163223
|cFFFFD200專業技能訓練師：|r北裂境製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7521,0,-1,3,163224
|cFFFFD200專業技能訓練師：|r外域製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7522,0,-1,3,163225
|cFFFFD200專業技能訓練師：|r外域製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7523,0,-1,3,163226
|cFFFFD200專業技能訓練師：|r外域製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7524,0,-1,3,163228
|cFFFFD200專業技能：|r製皮（1）|cFFFFD200專業技能訓練師：|r外域製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7525,0,-1,3,163229
|cFFFFD200專業技能訓練師：|r外域製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7526,0,-1,3,163230
|cFFFFD200專業技能訓練師：|r外域製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7527,0,-1,3,163231
|cFFFFD200專業技能訓練師：|r外域製皮（1）|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,7528,0,-1,3,163232
|cFFFFD200商人：|r瑪露莎|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:119297|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7529,0,0,2,163294
|cFFFFD200專業技能：|r銘文學（75）,7534,0,-1,3,165304
|cFFFFD200專業技能：|r銘文學（100）,7535,0,-1,3,165456
|cFFFFD200專業技能：|r銘文學（150）,7536,0,-1,3,165460
|cFFFFD200專業技能：|r銘文學（200）,7537,0,-1,3,165461
|cFFFFD200專業技能：|r銘文學（250）,7538,0,-1,3,165463
|cFFFFD200專業技能：|r銘文學（290）,7539,0,-1,3,165464
|cFFFFD200專業技能：|r銘文學（350）,7540,0,-1,3,165465
|cFFFFD200專業技能：|r大災變銘文學（1）,7541,0,-1,3,165466
|cFFFFD200專業技能：|r潘達利亞銘文學（1）,7542,0,-1,3,165467
|cFFFFD200專業技能：|r德拉諾銘文學（1）|n|cFFFFD200發現：|r研究：夢境墨水,7543,0,-1,10,182158
|cFFFFD200專業技能：|r銘文學（25）,7544,0,-1,3,165564
|cFFFFD200商人：|r瑪露莎|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119297|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7545,0,0,2,165804
|cFFFFD200商人：|r瑪露莎|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119297|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7546,0,0,2,166356
|cFFFFD200商人：|r瑪露莎|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119297|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7547,0,0,2,166359
|cFFFFD200商人：|r瑪露莎|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119297|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7548,0,0,2,166363
|cFFFFD200商人：|r瑪露莎|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r5|Hitem:119297|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7549,0,0,2,166366
|cFFFFD200商人：|r瑪露莎|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:119297|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,7550,0,0,2,166432
|cFFFFD200商人：|r艾瑞克‧布羅多克|n|cFFFFD200物品：|r德拉諾銘文學|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r裘奧‧卡韓多|n|cFFFFD200物品：|r德拉諾銘文學|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7551,0,1,2,166669
|cFFFFD200商人：|r艾瑞克‧布羅多克|n|cFFFFD200物品：|r德拉諾銘文學|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r裘奧‧卡韓多|n|cFFFFD200物品：|r德拉諾銘文學|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7552,0,1,2,167950
|cFFFFD200商人：|r克里斯多夫‧麥克唐諾|n|cFFFFD200物品：|r德拉諾裁縫|n|cFFFFD200花費：|r100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r落月之地|n|n|cFFFFD200商人：|r史蒂芬‧科克瑞|n|cFFFFD200物品：|r德拉諾裁縫|n|cFFFFD200花費：|r 100|Tinterface\moneyframe\ui-goldicon.blp:0|t|n|cFFFFD200區域：|r艾斯蘭,7554,0,1,2,168835
|cFFFFD200商人：|r培提爾‧星洋|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,7555,0,0,2,168836
|cFFFFD200商人：|r培提爾‧星洋|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,7556,0,0,2,168837
|cFFFFD200商人：|r培提爾‧星洋|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,7557,0,0,2,168838
|cFFFFD200商人：|r培提爾‧星洋|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,7558,0,0,2,168839
|cFFFFD200商人：|r培提爾‧星洋|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,7559,0,0,2,168840
|cFFFFD200商人：|r培提爾‧星洋|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,7560,0,0,2,168841
|cFFFFD200商人：|r培提爾‧星洋|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,7561,0,0,2,168842
|cFFFFD200商人：|r培提爾‧星洋|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,7562,0,0,2,168843
|cFFFFD200商人：|r培提爾‧星洋|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,7563,0,0,2,168844
|cFFFFD200商人：|r培提爾‧星洋|n|cFFFFD200區域：|r戰爭之矛|n|cFFFFD200花費：|r1|Hitem:118722|h|TINTERFACE\ICONS\INV_MISC_BOOK_03.BLP:0|t|h,7564,0,0,2,168845
