DisplayName_lang,AlternateVerb_lang,Description_lang,HordeDisplayName_lang,NeutralDisplayName,ID,CategoryID,SpellIconFileID,CanLink,ParentSkillLineID,ParentTierIndex,Flags,SpellBookSpellID,ExpansionNameSharedStringID,HordeExpansionNameSharedStringID
暗影之境珠寶設計,,,,,2757,11,4620677,0,755,12,0,0,961,0
暗影之境製皮,,,,,2758,11,4620678,0,165,12,0,0,961,0
暗影之境裁縫,,,,,2759,11,4620681,0,197,12,0,0,961,0
暗影之境草藥學,,,,,2760,11,4620675,0,182,12,0,0,961,0
暗影之境採礦,,,,,2761,11,4620679,0,186,12,0,0,961,0
暗影之境剝皮,,,,,2762,11,4620680,0,393,12,0,0,961,0
種族特長 - 黑鐵矮人,,種族特長 - 黑鐵矮人,,,2773,9,136243,0,0,0,33938,0,0,0
種族特長 - 機械地精,,種族特長 - 機械地精,,,2774,9,0,0,0,0,33938,0,0,0
種族特長 - 狐狸人,,種族特長 - 狐狸人,,,2775,9,0,0,0,0,33938,0,0,0
語言：狐狸人語,,,,,2776,10,136243,0,0,0,128,0,0,0
靈魂暗語,灌魔,淵喉中可以找到新的靈魂暗語。,,,2777,11,895888,1,0,0,0,0,0,0
憎惡縫合術,縫合者,可從暗影之境怪物和任務獲得零件。,,,2787,11,3675492,0,0,0,0,0,0,0
晉升工藝,製作中,可從晉升之路獲得配方或設計圖。,,,2791,11,3054888,0,0,0,0,0,0,0
寵物 - 長毛象,,,,,2805,7,136243,0,0,0,0,0,0,0
寵物 - 快步者,,,,,2806,7,132248,0,0,0,0,0,0,0
寵物 - 駱駝,,,,,2807,7,132248,0,0,0,0,0,0,0
Racial - Dracthyr,,Racial - Dracthyr,,,2808,9,0,0,0,0,33810,0,0,0
喚能師,,喚能師技能。,,,2810,7,4574311,0,0,0,1048,0,0,0
冥魄鑄造,製作中,必須擁有熔魂師的工具。,,,2811,11,2578727,0,0,0,0,0,0,0
冒險者,,冒險者基本技能。,,,2816,7,1714097,0,0,0,1050,0,0,0
語言：暗語,,,,,2817,12,136243,0,0,0,144,0,0,0
原靈體合成,合成,透過你在澤瑞斯莫提斯找到的結構圖合成零件，可製作出新的寵物和坐騎納入收藏。,,,2819,11,4287471,1,0,0,0,0,0,0
秘能操控,秘法師,在此描述,,,2821,11,1041232,1,0,0,0,0,0,0
巨龍群島鍛造,,,,,2822,11,4620670,0,164,13,0,0,962,0
巨龍群島鍊金術,,,,,2823,11,4620669,0,171,13,0,0,962,0
巨龍群島烹飪,,,,,2824,9,4620671,0,185,13,0,0,962,0
巨龍群島附魔,,,,,2825,11,4620672,0,333,13,0,0,962,0
巨龍群島釣魚,,,,,2826,9,4620674,0,356,13,16384,0,962,0
巨龍群島工程學,,,,,2827,11,4620673,0,202,13,0,0,962,0
巨龍群島銘文學,,,,,2828,11,4620676,0,773,13,0,0,962,0
巨龍群島珠寶設計,,,,,2829,11,4620677,0,755,13,0,0,962,0
巨龍群島製皮,,,,,2830,11,4620678,0,165,13,0,0,962,0
巨龍群島裁縫,,,,,2831,11,4620681,0,197,13,0,0,962,0
巨龍群島草藥學,,,,,2832,11,4620675,0,182,13,0,0,962,0
巨龍群島採礦,,,,,2833,11,4620679,0,186,13,0,0,962,0
巨龍群島剝皮,,,,,2834,11,4620680,0,393,13,0,0,962,0
製作,,,,,2846,11,643416,0,98,0,0,0,0,0
巨牙海民捕魚裝備,製作,獲得並改進伊斯凱拉捕魚裝備，並且在巨龍群島各地獲得新釣魚點和相關活動的權利。,,,2847,11,4638460,0,0,0,0,0,0,0
寵物 - 小型龍類,,小型龍類,,,2850,7,797547,0,0,0,0,0,0,0
語言：熊怪,,,,,2855,10,136243,0,0,0,128,0,0,0
貨品樣品,貨品,發貨了發貨了發貨了！,,,2870,11,2915722,1,0,0,0,0,0,0
卡茲阿爾加鍊金術,,,,,2871,11,4620669,0,171,14,0,0,989,0
卡茲阿爾加鍛造,,,,,2872,11,4620670,0,164,14,0,0,989,0
卡茲阿爾加烹飪,,,,,2873,9,4620671,0,185,14,0,0,989,0
卡茲阿爾加附魔,,,,,2874,11,4620672,0,333,14,0,0,989,0
卡茲阿爾加工程學,,,,,2875,11,4620673,0,202,14,0,0,989,0
卡茲阿爾加釣魚,,,,,2876,9,4620674,0,356,14,16384,0,989,0
卡茲阿爾加草藥學,,,,,2877,11,4620675,0,182,14,0,0,989,0
卡茲阿爾加銘文學,,,,,2878,11,4620676,0,773,14,0,0,989,0
卡茲阿爾加珠寶設計,,,,,2879,11,4620677,0,755,14,0,0,989,0
卡茲阿爾加製皮,,,,,2880,11,4620678,0,165,14,0,0,989,0
卡茲阿爾加採礦,,,,,2881,11,4620679,0,186,14,0,0,989,0
卡茲阿爾加剝皮,,,,,2882,11,4620680,0,393,14,0,0,989,0
卡茲阿爾加裁縫,,,,,2883,11,4620681,0,197,14,0,0,989,0
語言：土靈,,,,,2884,10,136243,0,0,0,128,0,0,0
補給貨品,打包,隨時都需要各種補給品 - 請盡量提供。,,,2886,11,1394946,0,0,0,0,0,0,0
種族特長 - 土靈,,種族特長 - 土靈,,,2895,9,136243,0,0,0,33938,0,0,0
全部 - 戰隊,,,,,2902,9,0,0,0,0,0,0,0,0
