Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
,艾里絲拉卓擊殺數(火源之界),,5970,720,-1,0,15096,0,0,1,52,136243,0,10419,0,0,0,0
,英雄模式艾里絲拉卓擊殺數(火源之界),,5971,720,-1,0,15096,0,0,1,53,136243,0,14184,0,0,0,0
,巴勒羅克擊殺數(火源之界),,5972,720,-1,0,15096,0,0,1,54,136243,0,8488,0,0,0,0
,英雄模式巴勒羅克擊殺數(火源之界),,5973,720,-1,0,15096,0,0,1,55,136243,0,8464,0,0,0,0
,管理者范達爾‧鹿盔擊殺數(火源之界),,5974,720,-1,0,15096,0,0,1,56,136243,0,14713,0,0,0,0
,英雄模式管理者范達爾‧鹿盔擊殺數(火源之界),,5975,720,-1,0,15096,0,0,1,57,136243,0,8579,0,0,0,0
,拉格納羅斯擊殺數(火源之界),,5976,720,-1,0,15096,0,0,1,58,136243,0,14419,0,0,0,0
,英雄模式拉格納羅斯擊殺數(火源之界),,5977,720,-1,0,15096,0,0,1,59,136243,0,7385,0,0,0,0
,歐庫薩擊殺數(巴拉丁堡),,5981,757,-1,0,15096,0,0,1,60,136243,0,12350,0,0,0,0
以公會團隊擊敗火源之界中的首領。,火源之界公會團,,5983,720,-1,0,15087,0,10,53248,5,514278,0,11018,0,0,0,0
在公會隊伍裡，擊敗英雄難度中火源之界的拉格納羅斯。,英雄:拉格納羅斯公會團,,5984,720,-1,0,15087,1,10,61440,11,512617,0,10546,0,0,0,0
以公會隊伍挑戰火源之界，並成為伺服器第一個擊敗拉格納羅斯英雄難度的公會。,伺服器首位！拉格納羅斯,,5985,720,-1,0,15093,1,0,63744,13,512617,0,11110,0,0,0,0
在英雄難度的終焉之刻中，與泰蘭妲的回音戰鬥時，在泰蘭妲的暗影護手下存活，並且團隊中的治療者沒有受到任何傷害。,月之守衛,,5995,938,-1,0,15067,0,10,0,56,132330,0,19913,0,0,0,0
取得兇惡鬥士頭銜。,兇惡鬥士,,6002,-1,-1,0,15270,0,0,2048,134,236542,0,20584,0,0,0,0
從浩劫與重生競技場第9季獲得兇惡鬥士暮光飛龍。,兇惡鬥士暮光飛龍,,6003,-1,-1,0,15269,1,0,133120,26,236235,0,20308,0,0,0,0
榮耀位於受到大災變影響而出現區域的長者。,大災變區域的長者,,6006,-1,-1,0,160,0,10,131072,10,135982,0,20587,0,0,0,0
褻瀆北裂境的部落篝火。,撲滅北裂境火焰,,6007,-1,1,0,161,0,10,131072,18,135820,0,20701,0,0,0,0
榮耀北裂境的火焰。,北裂境火焰看守者,,6008,-1,1,0,161,0,10,131072,7,135265,0,20711,0,0,0,0
榮耀北裂境的火焰。,北裂境火焰守護者,,6009,-1,0,0,161,0,10,131072,28,135265,0,20721,0,0,0,0
褻瀆北裂境的聯盟篝火。,撲滅北裂境火焰,,6010,-1,0,0,161,0,10,131072,38,135820,0,20731,0,0,0,0
榮耀位於受到大災變影響而出現區域的火焰。,大災變火焰看守者,,6011,-1,1,0,161,0,10,131072,4,135265,0,20741,0,0,0,0
榮耀位於受到大災變影響而出現區域的火焰。,大災變火焰守護者,,6012,-1,0,0,161,0,10,131072,24,135265,0,20748,0,0,0,0
褻瀆位於受到大災變影響而出現區域的部落篝火。,撲滅大災變區域火焰,,6013,-1,1,0,161,0,5,131072,15,135820,0,19639,0,0,0,0
褻瀆位於受到大災變影響而出現區域的聯盟篝火。,撲滅大災變區域火焰,,6014,-1,0,0,161,0,5,131072,35,135820,0,20755,0,0,0,0
參加暗月馬戲團。,來喔！來喔！,,6019,-1,-1,0,15101,0,5,0,1,134481,0,20524,0,0,0,0
玩5種暗月遊戲。,上前來,,6020,-1,-1,0,15101,0,10,131072,13,531974,0,7806,0,0,0,0
從暗月大砲發射後正中紅心。,布萊頓海默紅心,,6021,-1,-1,0,15101,0,10,0,2,132177,0,7813,0,0,0,0
在打靶場贏得一次快速射擊。,快速射擊,,6022,-1,-1,0,15101,0,10,0,12,132383,0,20534,0,0,0,0
在暗月死鬥場中獲得勝利，並取得格鬥戰士飾品。,暗月決鬥者,,6023,-1,-1,0,15101,0,10,0,3,237273,0,20788,0,0,0,0
在暗月死鬥場中獲得12次勝利，並取得格鬥戰士大師飾品。,暗月支配者,,6024,-1,-1,6023,15101,0,20,131072,5,237569,0,20079,0,0,0,0
騎過暗月小馬。,騎小馬,,6025,-1,-1,0,15101,0,5,0,11,132261,0,18224,0,0,0,0
每一種暗月食物和飲料都吃過一份。,馬戲團遊客的盛宴,,6026,-1,-1,0,15101,0,10,131072,10,134016,0,18227,0,0,0,0
交回5種地城暗月秘寶。,暗月地城冒險者,,6027,-1,-1,0,15101,0,10,131072,6,133738,0,20527,0,0,0,0
交回3種戰場暗月秘寶。,暗月防衛者,,6028,-1,-1,0,15101,0,10,131072,7,132487,0,20783,0,0,0,0
交回全部九件暗月秘寶。,暗月掠奪者,,6029,-1,-1,0,15101,0,10,131072,8,441145,0,18309,0,0,0,0
在每個友方主城發射暗月煙火。,巡迴發射煙火,,6030,-1,1,0,15101,0,10,131072,14,134289,0,20573,0,0,0,0
在每個友方主城發射暗月煙火。,巡迴發射煙火,,6031,-1,0,0,15101,0,10,131072,15,134289,0,20516,0,0,0,0
在暗月馬戲團完成至少5種需要專業技能的任務。,馬戲團專業技能任務,,6032,-1,-1,0,15101,5,10,131072,9,354435,0,20192,0,0,0,0
擊敗歐庫薩。,歐庫薩,,6045,757,-1,0,15075,0,10,0,11,237298,0,20797,0,0,0,0
2009年冬幕節禮物，紅色騎兵空氣槍的光榮擁有人。,紅色騎兵空氣槍,,6059,-1,-1,0,15274,0,0,2048,19,133202,0,20312,0,0,0,0
2010年冬幕節禮物，迷你飛艇控制器的光榮擁有人。,迷你飛艇控制器,,6060,-1,-1,0,15274,0,0,2048,20,133202,0,20424,0,0,0,0
2011年冬幕節禮物，華麗冬幕毛衣的光榮擁有人。,華麗冬幕毛衣,,6061,-1,-1,0,15274,0,0,2048,21,133202,0,20427,0,0,0,0
在英雄難度的永恆之井中，在瓦羅森還活著的狀態下，對瑪諾洛斯造成足夠傷害，使其在犧牲瓦羅森治療自己的情況下被擊敗。,這不是正史！,,6070,939,-1,0,15067,0,10,0,59,237553,0,19643,0,0,0,0
在普通或英雄難度中，在所有團隊成員不被暮光之時擊中超過一次的情況下，擊敗巨龍之魂的奧特拉賽恩。,午夜時分,,6084,967,-1,0,15068,0,10,0,59,136223,0,19907,0,0,0,0
英雄難度中，用20個滾動的麥酒桶干擾在風暴烈酒酒坊裡的歐克‧歐克後殺了他。,翻滾吧～麥酒桶,,6089,961,-1,0,15106,0,10,0,20,594274,0,19823,0,0,0,0
在普通或英雄難度中，不讓任何暮光彈幕傷害到天火號的情況下，擊敗將領黑角。,甲板守護者,,6105,967,-1,0,15068,0,10,0,60,425959,0,19483,0,0,0,0
擊敗巨龍之魂團隊中圍攻龍眠神殿的首領們。,圍攻龍眠神殿,,6106,-1,-1,0,15068,0,10,0,44,236699,0,20097,0,0,0,0
在巨龍之魂的團隊副本中，贏得將會導致死亡之翼殞落的各個戰鬥。,死亡之翼的隕落,,6107,967,-1,0,15068,0,10,0,45,574788,0,20103,0,0,0,0
擊敗阿利札巴。,阿利札巴,,6108,-1,-1,0,15075,0,10,0,12,574999,0,20109,0,0,0,0
在英雄難度中擊敗巨龍之魂的魔寇。,英雄:魔寇,,6109,967,-1,0,15068,1,10,0,47,574789,0,20112,0,0,0,0
在英雄難度中擊敗巨龍之魂的督軍松奧茲。,英雄:督軍松奧茲,,6110,967,-1,0,15068,1,10,0,48,574794,0,19903,0,0,0,0
在英雄難度中擊敗巨龍之魂的未眠者尤沙吉。,英雄:未眠者尤沙吉,,6111,967,-1,0,15068,1,10,0,49,574793,0,20116,0,0,0,0
在英雄難度中擊敗巨龍之魂的『暴風守縛者』哈甲拉。,英雄:『暴風守縛者』哈甲拉,,6112,967,-1,0,15068,1,10,0,50,574787,0,20615,0,0,0,0
在英雄難度中擊敗巨龍之魂的奧特拉賽恩。,英雄:奧特拉賽恩,,6113,967,-1,0,15068,1,10,0,51,574791,0,19833,0,0,0,0
在英雄難度中擊敗巨龍之魂的將領黑角。,英雄:將領黑角,,6114,967,-1,0,15068,1,10,0,52,574786,0,19329,0,0,0,0
在英雄難度中從巨龍之魂的死亡之翼的脊椎上獲得勝利。,英雄:死亡之翼的脊椎,,6115,967,-1,0,15068,1,10,0,53,574790,0,20120,0,0,0,0
在英雄難度中摧毀巨龍之魂的死亡之翼。,英雄:死亡之翼的狂亂,頭銜獎勵：艾澤拉斯的救星,6116,967,-1,0,15068,1,10,0,54,574788,0,19488,0,0,0,0
在英雄難度中擊敗終焉之刻的姆多茲諾。,英雄:終焉之刻,,6117,-1,-1,0,15067,0,10,0,19,298656,0,19499,0,0,0,0
在英雄難度中擊敗永恆之井的瑪諾洛斯。,英雄:永恆之井,,6118,-1,-1,0,15067,0,10,0,20,574792,0,19502,0,0,0,0
在英雄難度中擊敗暮光之時的大主教本尼迪塔斯。,英雄:暮光之時,,6119,-1,-1,0,15067,0,10,0,21,574795,0,19505,0,0,0,0
在公會隊伍裡，擊敗英雄難度中終焉之刻的姆多茲諾。,英雄:終焉之刻公會團,,6120,-1,-1,0,15083,0,10,53248,12,298656,0,19508,0,0,0,0
在公會隊伍裡，擊敗英雄難度中永恆之井的瑪諾洛斯。,英雄:永恆之井公會團,,6121,-1,-1,0,15083,0,10,53248,13,574792,0,19511,0,0,0,0
在公會隊伍裡，擊敗英雄難度中暮光之時的大主教本尼迪塔斯。,英雄:暮光之時公會團,,6122,-1,-1,0,15083,0,10,53248,14,574795,0,19826,0,0,0,0
在公會隊伍裡擊敗巨龍之魂的首領。,巨龍之魂公會團,,6123,967,-1,0,15087,0,10,53248,6,535291,0,19739,0,0,0,0
取得殘酷鬥士頭銜。,殘酷鬥士,,6124,-1,-1,0,15270,0,0,2048,135,236543,0,20601,0,0,0,0
在公會隊伍裡，擊敗英雄難度中巨龍之魂的死亡之翼。,英雄:死亡之翼公會團,,6125,967,-1,0,15087,1,10,61440,12,574788,0,20604,0,0,0,0
以公會隊伍挑戰巨龍之魂，並成為伺服器第一個擊敗死亡之翼英雄難度的公會。,伺服器首位！死亡之翼,,6126,967,-1,0,15093,1,0,63744,14,574788,0,20608,0,0,0,0
在英雄難度中，沒有任何隊伍成員被佩洛薩恩之眼偵測到的情況下擊敗永恆之井的佩洛薩恩。,懶惰之眼,,6127,939,-1,0,15067,0,10,0,58,237297,0,20315,0,0,0,0
在普通或英雄難度中，讓壞滅虛無從玩家身上彈跳10下，然後擊敗督軍松奧茲。,乒乓冠軍,,6128,967,-1,0,15068,0,10,0,56,132886,0,19323,0,0,0,0
在普通或英雄難度中，體驗以下的顏色組合，然後擊敗未眠者尤沙吉。,嚐嚐彩虹的滋味！,,6129,967,-1,0,15068,0,10,0,57,461790,0,20619,0,0,0,0
在英雄難度中，於貴族的召喚階段擊敗兩隻復活的食屍鬼，然後擊敗終焉之刻內希瓦娜斯的回音。,切斷羈絆,,6130,938,-1,0,15067,0,10,0,57,236560,0,19326,0,0,0,0
在魔獸世界8週年慶期間登入。,魔獸世界8週年紀念,,6131,-1,-1,0,15274,0,0,2048,58,133783,71134,20537,0,0,0,0
在英雄難度中擊殺10個暮光火花，然後擊敗暮光之時的大主教本尼迪塔斯。,日蝕,,6132,-1,-1,0,15067,0,10,0,60,132843,0,19829,0,0,0,0
在普通或英雄難度中，誘騙死亡之翼做出「左、右、左、右」的動作順序之後，再擊敗死亡之翼脊椎上的戰鬥。,可能他會開始頭暈了...,,6133,967,-1,0,15068,0,10,0,61,574790,0,19749,0,0,0,0
,熔岩守衛哥爾多斯擊殺數(怒焰裂谷),,6135,389,-1,0,14821,0,0,1,1,136243,0,19392,0,0,0,0
,『吞噬者』穆坦努斯擊殺數(哀嚎洞穴),,6136,43,-1,0,14821,0,0,1,3,136243,0,20209,0,0,0,0
,阿庫麥爾擊殺數(黑澗深淵),,6137,48,-1,0,14821,0,0,1,5,136243,0,19395,0,0,0,0
,霍格擊殺數(暴風城監獄),,6138,34,-1,0,14821,0,0,1,6,136243,0,19667,0,0,0,0
,卡爾加‧刺肋擊殺數(剃刀沼澤),,6139,47,-1,0,14821,0,0,1,7,136243,0,19398,0,0,0,0
,機電師瑟瑪普拉格擊殺數(諾姆瑞根),,6140,90,-1,0,14821,0,0,1,8,136243,0,19401,0,0,0,0
,『寒冰使者』亞門納爾擊殺數(剃刀高地),,6141,129,-1,0,14821,0,0,1,9,136243,0,19670,0,0,0,0
,阿札達斯擊殺數(奧達曼),,6142,70,-1,0,14821,0,0,1,12,136243,0,19752,0,0,0,0
,瑟萊德絲公主擊殺數(瑪拉頓),,6143,349,-1,0,14821,0,0,1,14,136243,0,19673,0,0,0,0
,伊蘭尼庫斯之影擊殺數(沉沒的神廟),,6144,109,-1,0,14821,0,0,1,15,136243,0,19411,0,0,0,0
,維姆薩拉克主宰擊殺數(黑石塔下層),,6145,229,-1,0,14821,0,0,1,18,136243,0,19408,0,0,0,0
,戈多克大王擊殺數(厄運之槌),,6146,429,-1,0,14821,0,0,1,19,136243,0,19492,0,0,0,0
,『無疤者』歐瑪爾擊殺數(地獄火壁壘),,6147,543,-1,0,14822,0,0,1,1,136243,0,19414,0,0,0,0
,阿克蒙德擊殺數(海加爾山之戰),,6148,534,-1,0,14822,0,0,1,23,136243,0,19676,0,0,0,0
,姆多茲諾擊殺數(終焉之刻),,6150,938,-1,0,15096,0,0,1,61,298656,0,19679,0,0,0,0
,擊敗瑪諾洛斯(永恆之井),,6151,939,-1,0,15096,0,0,1,62,574792,0,19910,0,0,0,0
,大主教本尼迪塔斯擊殺數(暮光之時),,6152,940,-1,0,15096,0,0,1,63,574795,0,19682,0,0,0,0
,魔寇擊殺數(巨龍之魂),,6153,967,-1,0,15096,0,0,1,64,574789,0,19685,0,0,0,0
,魔寇英雄模式擊殺數(巨龍之魂),,6154,967,-1,0,15096,0,0,1,65,574789,0,19404,0,0,0,0
,督軍松奧茲擊殺數(巨龍之魂),,6155,967,-1,0,15096,0,0,1,66,574794,0,19690,0,0,0,0
,督軍松奧茲英雄模式擊殺數(巨龍之魂),,6156,967,-1,0,15096,0,0,1,67,574794,0,19695,0,0,0,0
,未眠者尤沙吉擊殺數(巨龍之魂),,6157,967,-1,0,15096,0,0,1,68,574793,0,19699,0,0,0,0
,未眠者尤沙吉英雄模式擊殺數(巨龍之魂),,6158,967,-1,0,15096,0,0,1,69,574793,0,19755,0,0,0,0
,『暴風守縛者』哈甲拉擊殺數(巨龍之魂),,6159,967,-1,0,15096,0,0,1,70,574787,0,19770,0,0,0,0
,『暴風守縛者』哈甲拉英雄模式擊殺數(巨龍之魂),,6160,967,-1,0,15096,0,0,1,71,574787,0,19495,0,0,0,0
,奧特拉賽恩擊殺數(巨龍之魂),,6161,967,-1,0,15096,0,0,1,72,574791,0,19775,0,0,0,0
,奧特拉賽恩英雄模式擊殺數(巨龍之魂),,6162,967,-1,0,15096,0,0,1,73,574791,0,19780,0,0,0,0
,將領黑角擊殺數(巨龍之魂),,6163,967,-1,0,15096,0,0,1,74,574786,0,19784,0,0,0,0
,將領黑角英雄模式擊殺數(巨龍之魂),,6164,967,-1,0,15096,0,0,1,75,574786,0,20436,0,0,0,0
,死亡之翼的脊椎之戰勝利(巨龍之魂),,6165,967,-1,0,15096,0,0,1,76,574790,0,19759,0,0,0,0
,英雄模式中死亡之翼的脊椎之戰勝利(巨龍之魂),,6166,967,-1,0,15096,0,0,1,77,574790,0,19789,0,0,0,0
,死亡之翼擊殺數(巨龍之魂),,6167,967,-1,0,15096,0,0,1,78,574788,0,19793,0,0,0,0
,死亡之翼英雄模式擊殺數(巨龍之魂),,6168,967,-1,0,15096,0,0,1,79,574788,0,19798,0,0,0,0
完成下列的巨龍之魂團隊成就。,巨龍之魂團隊高手的榮耀,坐騎：暮光先驅者,6169,-1,-1,0,168,0,25,143360,28,535291,77068,19802,0,0,0,0
,阿利札巴擊殺數(巴拉丁堡),,6170,757,-1,0,15096,0,0,1,80,136243,0,19820,0,0,0,0
在普通或英雄難度中，當魔寇引導大地黑血時，在沒有任何兩名玩家(25人團隊模式則是三名玩家)之間的距離小於5碼的情況下擊敗巨龍之魂的魔寇。,別站得離我這麼近,,6174,967,-1,0,15068,0,10,0,55,136054,0,20612,0,0,0,0
在普通或英雄難度中，當所有在場上的玩家受到閃電奔流的影響下，在哈甲拉的閃電階段時摧毀最終的水晶導體。,手牽手,,6175,967,-1,0,15068,0,10,0,58,464077,0,20212,0,0,0,0
在普通或英雄難度中在巨龍之魂的副本團隊中擊敗死亡之翼。,毀滅者的末日,頭銜獎勵：毀滅者的末日,6177,967,-1,0,15068,0,10,0,46,575535,0,8492,0,0,0,0
在普通或英雄難度的巨龍之魂中，讓死亡之翼在每一個平台上開始戰鬥並且攻擊守護巨龍後，消滅死亡之翼：,色彩冠軍,,6180,967,-1,0,15068,0,10,0,62,576138,0,19386,0,0,0,0
龍父之牙的持有者。,龍父之牙,,6181,-1,-1,0,15271,0,0,2048,23,537102,0,8622,0,0,0,0
龍父之牙的持有者。,龍父之牙 - 公會版,,6182,-1,-1,0,15079,1,10,94208,28,537102,0,8145,0,0,0,0
2011年BlizzCon暗黑小魚人的光榮擁有人。,暗黑小魚人,,6185,-1,-1,0,15268,1,0,133120,7,528288,0,4665,0,0,0,0
在《暗影之境》資料片上線前達到90級。,90級(傳承),,6193,-1,-1,4826,15446,0,0,2103300,6,614740,0,0,0,0,0,0
完成下列的翠玉林故事情節。,翠玉滿林,,6300,-1,1,0,15110,0,10,131072,2,617825,0,21345,0,0,0,0
完成下列的四風峽故事情節。,集會峽谷,,6301,-1,-1,0,15110,0,10,131072,6,618318,0,10755,0,0,0,0
在PvP第10季積分戰場結束時排名位於前0.5%。,聯盟的英雄：殘酷,,6316,-1,1,0,15270,0,0,14336,141,236593,0,19861,0,0,0,0
在PvP第10季積分戰場結束時排名位於前0.5%。,部落的英雄：殘酷,,6317,-1,0,0,15270,0,0,14336,142,236629,0,19864,0,0,0,0
從浩劫與重生競技場第10季獲得殘酷鬥士暮光飛龍。,殘酷鬥士暮光飛龍,,6322,-1,-1,0,15269,1,0,133120,27,236235,0,19857,0,0,0,0
殺死兇猛的暗月兔。,那隻兔妖的炸藥！,,6332,-1,-1,0,15101,1,10,0,16,254857,0,1975,0,0,0,0
,奧斯里安擊殺數(安其拉廢墟),,6337,509,-1,0,14821,0,0,1,21,136243,0,6646,0,0,0,0
全身每個部位都裝備物品等級最低450級的精良物品(在決戰艾澤拉斯開放前)。,迷霧藍裝人,,6348,-1,-1,5373,15446,0,0,2048,13,436749,0,0,0,0,0,0
全身每個部位都裝備物品等級最低476級的史詩物品(在決戰艾澤拉斯開放前)。,迷霧紫裝人,,6349,-1,-1,5372,15446,0,0,2048,21,522866,0,0,0,0,0,0
將有更多的小動物出現在潘達利亞。你必須也/愛牠們。,獻給所有我摸過的松鼠?,,6350,-1,-1,0,15113,0,10,131072,63,237182,0,19968,0,0,0,0
探索翠玉林，解開世界地圖上未知的區域。,探索翠玉林,,6351,-1,-1,0,15113,0,10,2228224,1,617824,0,19973,0,0,0,0
獲得75點「潘達利亞」烹飪技能點數。,禪師級廚師,,6365,-1,-1,0,170,0,10,0,7,4620671,0,13113,0,0,0,0
取得影潘的聲望崇拜。,影潘,,6366,-1,-1,0,15114,0,10,131072,1,645204,0,19704,0,0,0,0
完成每個地城挑戰模式，獲得青銅或更高階的勳章。,挑戰勝利者:青銅勳章,頭銜：無畏者,6374,-1,-1,0,15277,0,0,2048,41,618857,0,0,0,0,0,0
完成每個地城挑戰模式，獲得白銀或更高階的勳章。,挑戰勝利者:白銀勳章,坐騎：先祖鳳凰,6375,-1,-1,0,15277,0,0,6144,42,618860,90045,0,0,0,0,0
完成每個地城挑戰模式，獲得黃金勳章。,挑戰勝利者:黃金勳章,角色解鎖：一套特定職業的可塑形護甲,6378,-1,-1,0,15277,0,0,14336,43,618858,0,0,0,0,0,0
英雄難度中，在不讓通靈學院裡的血骨傀儡堆疊生鏽超過5次的情況下擊敗他。,屍骸安息,,6394,1007,-1,0,15106,0,10,0,38,454058,0,16576,0,0,0,0
英雄難度中，在堆疊99次激昂嗜血的情況下，擊敗通靈學院裡的卡斯迪諾夫屠宰者。,氣血活絡,,6396,1007,-1,0,15106,0,10,0,39,237513,0,15272,0,0,0,0
在任何難度中，找個方法讓風暴烈酒酒坊裡的猴人纏繞者放棄。,他是怎麼上去的?,,6400,961,-1,0,15106,0,10,0,21,594276,0,8607,0,0,0,0
在任何難度中，收集藏在風暴烈酒酒坊中的所有30隻黃金小跳跳兔妖。,凌婷的草藥旅行,寵物：小跳跳兔妖,6402,961,-1,0,15106,0,10,131072,22,594273,86562,20215,0,0,0,0
在英雄難度中，單次揮錘便擊潰風暴烈酒酒坊裡的100隻兔妖。,完美一擊！,,6420,961,-1,0,15106,0,10,0,19,594275,0,8610,0,0,0,0
英雄難度中，8名玩家與血色防衛者在血色大廳同時捲入了武器大師哈倫的聖光之刃後擊敗他。,混戰,,6427,1001,-1,0,15106,0,10,0,33,589768,0,11231,0,0,0,0
伺服器首位完成每個地城挑戰模式，獲得黃金勳章。,伺服器首位！挑戰勝利者：黃金勳章,,6433,-1,-1,0,81,0,0,2304,162,618858,0,0,0,0,0,0
普通或英雄難度中，在所有隊伍成員於單次失衡狀態下對同一個傀儡執行投機打擊之後，擊敗魔古山寶庫的大帝之志。,走下一步！,,6455,1008,-1,0,15107,0,10,0,30,132304,0,19191,0,0,0,0
擊敗英雄難度中風暴烈酒酒坊的『破罈者』嚴祝。,英雄:風暴烈酒酒坊,,6456,961,-1,6457,15106,0,10,0,4,594272,0,642,0,0,0,0
擊敗風暴烈酒酒坊的『破罈者』嚴祝。,風暴烈酒酒坊,,6457,961,-1,0,15106,0,10,0,3,594272,0,1116,0,0,0,0
擊敗魔古山寶庫的前三個首領。,魔古山的守護者,,6458,1008,-1,0,15107,0,10,131072,1,409597,0,22613,0,0,0,0
在英雄難度中，擊敗玉蛟寺的智者瑪利卻未被腐化之水、水之長矛或沖走擊中。,恐水症,,6460,960,-1,0,15106,0,10,0,16,135861,0,15115,0,0,0,0
贏得250場寵物對戰。,大師級寵物對戰高手,,6462,-1,-1,6593,15119,0,5,131072,7,651519,0,22590,0,0,0,0
擊敗影潘僧院的塔蘭‧祝。,影潘僧院,,6469,959,-1,0,15106,0,10,0,7,603795,0,12807,0,0,0,0
在英雄難度中，擊敗影潘僧院的塔蘭‧祝。,英雄:影潘僧院,,6470,959,-1,6469,15106,0,10,0,8,603795,0,13095,0,0,0,0
在英雄難度中，當每位隊友在最大仇恨值時擊敗影潘僧院的塔蘭‧祝。,仇恨通往苦難,,6471,959,-1,0,15106,0,10,0,28,603798,0,13177,0,0,0,0
在英雄難度中，消滅禁錮在封印的房間中剩餘的煞，然後擊敗影潘僧院裡的暴力之煞。,明顯的解決之道,,6472,959,-1,0,15106,0,10,0,27,603797,0,14387,0,0,0,0
在淨化之水的效果下擊敗玉蛟寺裡的疑惑之煞。,心純無惑,,6475,960,-1,0,15106,0,10,0,17,603530,0,19627,0,0,0,0
在英雄難度中，擊敗落陽關的螳螂人徵召兵取得三堆樹脂殘渣。,徵召兵也不是你的對手,,6476,962,-1,0,15106,0,10,0,30,236271,0,6735,0,0,0,0
英雄難度中，在雪迅大師事件中被擊敗以後，當影潘僧院裡的影潘學徒向你鞠躬時，你也鞠躬回禮。,君子之爭,,6477,959,-1,0,15106,0,10,0,26,603796,0,2150,0,0,0,0
在英雄難度中，被葛林托克斥候偵察到5分鐘之內，擊敗魔古山宮裡的蓋肯與他的葛林托克隨從。,滾吧葛林托克,,6478,994,-1,0,15106,0,10,0,23,136165,0,20598,0,0,0,0
英雄難度中，在落陽關裡遇到『破壞者』奇普提拉克後，在15秒內觸發15次爆炸。,炸彈客,,6479,962,-1,0,15106,0,10,0,29,133712,0,15117,0,0,0,0
擊敗崑萊峰的憤怒之煞。,冷靜點，老兄,,6480,870,-1,0,15107,0,10,0,6,237553,0,18112,0,0,0,0
在英雄難度的圍攻怒兆寺中，當帕伐拉克將軍堆疊20個引爆後擊敗他。,返還派遣者,,6485,1011,-1,0,15106,0,10,0,42,133710,0,14974,0,0,0,0
擊敗四風峽裡沙利斯的劫掠兵團。,滅絕事件,,6517,870,-1,0,15107,0,10,0,7,135821,0,21024,0,0,0,0
在普通或英雄難度中，擊殺燃燒的琥珀裡的活化琥珀直到重疊8片池水，然後擊敗恐懼之心裡的塑珀者翁索克。,聽說你喜歡琥珀...,,6518,1009,-1,0,15107,0,10,0,35,576313,0,21033,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到90級的薩滿。,伺服器首位！90級薩滿(經典),,6523,-1,-1,0,81,0,0,2304,42,136012,0,0,0,0,0,0
在《暗影之境》資料片上線前伺服器首位達到90級的玩家。,伺服器首位！90級玩家(經典),,6524,-1,-1,0,81,0,0,2304,39,614740,0,0,0,0,0,0
在英雄難度中，在沒有消除假象的情況下，擊敗通靈學院裡的詹迪斯‧巴羅夫。,鉅細靡遺,,6531,1007,-1,0,15106,0,10,0,37,236457,0,21198,0,0,0,0
分別對下列35級以上的熊貓人職業造成一次榮譽擊殺。,熊貓人殺手,,6532,-1,1,0,15078,0,10,81920,19,572034,0,21704,0,0,0,0
分別對下列35級以上的熊貓人職業造成一次榮譽擊殺。,熊貓人殺手,,6533,-1,0,0,15078,0,10,81920,11,626190,0,21210,0,0,0,0
完成下列的翠玉林故事情節。,翠玉滿林,,6534,-1,0,0,15110,0,10,131072,4,617825,0,10664,0,0,0,0
完成下列的喀撒朗蠻荒故事情節。,浪跡喀撒朗,,6535,-1,1,0,15110,0,10,131072,8,623770,0,21365,0,0,0,0
完成下列的喀撒朗蠻荒故事情節。,浪跡喀撒朗,,6536,-1,0,0,15110,0,10,131072,10,623770,0,21301,0,0,0,0
完成下列的崑萊峰故事情節。,崑萊峰蒐奇,,6537,-1,1,0,15110,0,10,131072,12,617833,0,21376,0,0,0,0
完成下列的崑萊峰故事情節。,崑萊峰蒐奇,,6538,-1,0,0,15110,0,10,131072,14,617833,0,21389,0,0,0,0
完成下列的螳螂荒原故事情節。,橫掃荒原,,6539,-1,-1,0,15110,0,10,131072,16,618797,0,21400,0,0,0,0
完成下列的悚然荒野故事情節。,荒野生存,,6540,-1,-1,0,15110,0,10,131072,17,624971,0,23739,0,0,0,0
完成下列的潘達利亞任務成就。,潘達利亞博學大師,,6541,-1,-1,0,15110,0,10,131072,19,630786,0,21406,0,0,0,0
取得聖獸天尊的聲望崇拜。,聖獸天尊,,6543,-1,-1,0,15114,0,10,131072,4,645203,0,21422,0,0,0,0
取得耕者工會的聲望崇拜。,耕者工會,,6544,-1,-1,0,15114,0,10,131072,11,645198,85226,21429,0,0,0,0
取得卡拉西的聲望崇拜。,卡拉西,,6545,-1,-1,0,15114,0,10,131072,8,646377,0,21427,0,0,0,0
取得金蓮會的聲望崇拜。,金蓮會,,6546,-1,-1,0,15114,0,10,131072,6,643910,0,21425,0,0,0,0
取得釣手隊的聲望崇拜。,釣手隊,,6547,-1,-1,0,15114,0,10,131072,12,643874,0,21431,0,0,0,0
取得博學行者的聲望崇拜。,博學行者,,6548,-1,-1,0,15114,0,10,131072,14,645218,0,21433,0,0,0,0
取得雲蛟衛的聲望崇拜。,雲蛟衛,,6550,-1,-1,0,15114,0,10,131072,15,646324,0,21437,0,0,0,0
