SourceText_lang,ID,ItemID,Flags,SourceTypeEnum
|cFFFFD200寶藏：|r奇怪的綠色水果|n|cFFFFD200區域：|r塔南森林,396,127394,0,-1
|cFFFFD200寶藏：|r炫光魔棒|n|cFFFFD200區域：|r塔南森林,398,127859,0,0
|cFFFFD200商人：|r商人艾蘭達|n|cFFFFD200區域：|r落月之地|n|cFFFFD200花費：|r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200商人：|r商人達拉克|n|cFFFFD200區域：|r霜牆要塞|n|cFFFFD200花費：|r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,399,127864,0,2
|cFFFFD200掉落：|r鐵鬚船長|n|cFFFFD200區域：|r塔南森林,400,127659,0,0
|cFFFFD200掉落：|r落棘|n|cFFFFD200區域：|r塔南森林,401,127652,0,0
|cFFFFD200掉落：|r血月殘渣|n|cFFFFD200區域：|r塔南森林,402,127666,0,0
|cFFFFD200要塞任務：|r燃刃大劍師,403,128310,0,0
|cFFFFD200世界事件：|r兒童週|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n,404,69896,0,6
|cFFFFD200NPC：|r史寇勒|n|cFFFFD200區域：|r塔南森林|n,405,128328,0,4
|cFFFFD200成就：|r正港荒野飆客：黃金|n|cFFFFD200類別：|r暗月馬戲團,406,122121,0,5
|cFFFFD200商人：|r暗影獵手丹傑|n|cFFFFD200區域：|r塔南森林|n|cFFFFD200陣營：|r沃金獵頭者 - 崇敬|n|cFFFFD200花費：|r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,408,128471,4,2
|cFFFFD200商人：|r復仇者克列索斯|n|cFFFFD200區域：|r塔南森林|n|cFFFFD200陣營：|r預言者之手 - 崇敬|n|cFFFFD200花費：|r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,409,128462,4,2
|cFFFFD200專業技能：|r附魔,410,128536,0,3
|cFFFFD200商人：|r吉瓦斯‧葛萊蓋特|n|cFFFFD200區域：|r暗月島,411,97994,0,2
|cFFFFD200世界事件：|r冬幕節|n|n,412,108635,0,6
|cFFFFD200掉落：|r史麥辛‧葛拉布|n|cFFFFD200區域：|r塔南森林,413,108634,0,0
|cFFFFD200掉落：|r岡達爾|n|cFFFFD200區域：|r塔南森林,415,108633,0,0
|cFFFFD200世界事件：|r冬幕節|n,416,108632,0,6
|cFFFFD200掉落：|r杜拉昆|n|cFFFFD200區域：|r塔南森林,417,108631,0,0
|cFFFFD200掉落：|r哈瓦克|n|cFFFFD200區域：|r崑萊峰,418,86573,0,0
|cFFFFD200世界事件：|r冬幕節|n,420,128776,0,6
|cFFFFD200世界事件：|r萬鬼節|n,421,128794,0,6
|cFFFFD200世界事件：|r萬鬼節|n,422,128807,0,6
|cFFFFD200掉落：|r高階祭司伊卡贊|n|cFFFFD200區域：|r塔南森林,425,122117,0,0
|cFFFFD200寶藏：|r搶來的血之谷寶藏|n|cFFFFD200區域：|r塔南森林,428,127709,0,0
|cFFFFD200成就：|r馴服全世界|n|cFFFFD200類別：|r寵物對戰,429,92738,0,-1
|cFFFFD200商人：|r庫普瑞|n|cFFFFD200區域：|r撒塔斯|n,431,129926,0,-1
|cFFFFD200商人：|r奧辛恩|n|cFFFFD200區域：|r達拉然,432,129938,0,-1
|cFFFFD200商人：|r奧辛恩|n|cFFFFD200區域：|r達拉然,433,129952,0,-1
|cFFFFD200專業技能：|r製皮,434,129956,0,3
|cFFFFD200商人：|r杰佩托‧樂吱|n|cFFFFD200區域：|r達拉然|n|cFFFFD200花費：|r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,435,129057,0,2
|cFFFFD200商人：|r庫普瑞|n|cFFFFD200區域：|r撒塔斯城|n|cFFFFD200花費：|r500|TInterface\Icons\pvecurrency-justice.BLP:0|t,436,129929,0,2
|cFFFFD200商人：|r戰爭法師卡斯琳|n|cFFFFD200區域：|r破碎海岸|n|cFFFFD200陣營：|r軍團之殞部隊 - 崇敬|n|cFFFFD200花費：|r1500|Hcurrency:1226|h|TInterface\Icons\inv_datacrystal01.BLP:0|t|h,437,130199,4,2
|cFFFFD200寶藏：|r藏寶箱|n|cFFFFD200區域：|r維爾薩拉,438,130194,2,-1
|cFFFFD200寶藏：|r無人看守的薊葉寶藏|n|cFFFFD200區域：|r維爾薩拉,439,130147,0,0
|cFFFFD200寶藏：|r薛斗的箱子,440,129055,0,0
|cFFFFD200任務：|r偽裝大師|n|cFFFFD200區域：|r斯鐸海姆,441,129093,0,1
|cFFFFD200掉落：|r黑蹄|n|cFFFFD200區域：|r四風峽|n|n|cFFFFD200掉落：|r歐朵守燭者|n|cFFFFD200區域：|r永恆之島,442,86565,0,-1
,443,129111,2,-1
|cFFFFD200商人：|r琪雅特克|n|cFFFFD200區域：|r奧格瑪 / 暴風城,444,133511,0,2
|cFFFFD200商人：|r琪雅特克|n|cFFFFD200區域：|r奧格瑪 / 暴風城,445,133542,0,-1
|cFFFFD200商人：|r蘭莎‧灰羽|n|cFFFFD200區域：|r高嶺|n|cFFFFD200陣營：|r高嶺部族 - 崇敬|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,446,131812,4,2
|cFFFFD200區域：|r高嶺,447,131811,0,-1
|cFFFFD200促銷活動|r,448,93672,2,-1
|cFFFFD200任務：|r艾維娜的要求|n|cFFFFD200區域：|r要塞旅店,449,119093,0,0
|cFFFFD200掉落：|r『疾雲』艾崙|n|cFFFFD200區域：|r恆春谷,451,86590,0,0
|cFFFFD200掉落：|r『獵潮者』山恩|n|cFFFFD200區域：|r恆春谷,452,86582,0,0
|cFFFFD200寶藏：|r水下寶藏|n|cFFFFD200區域：|r維爾薩拉,453,134024,0,0
|cFFFFD200掉落：|r沙利斯戰爭斥候|n|cFFFFD200區域：|r四風峽,454,86583,0,0
|cFFFFD200專業技能：|r考古學,455,64488,0,3
|cFFFFD200掉落：|r『枯索者』卡提克|n|cFFFFD200區域：|r恆春谷,456,134023,0,0
|cFFFFD200掉落：|r賈洛克|n|cFFFFD200區域：|r悚然荒野,457,86578,0,0
|cFFFFD200掉落：|r巴潤|n|cFFFFD200區域：|r影月谷|n|n,458,113540,0,0
|cFFFFD200寶藏：|r工頭的午餐盒|n|cFFFFD200區域：|r塔拉多爾,459,116120,0,0
|cFFFFD200任務：|r賽納里奧的擔憂|n|cFFFFD200區域：|r要塞旅店,460,118935,0,-1
|cFFFFD200寶藏：|r血之谷蘑菇桶|n|cFFFFD200區域：|r塔南森林,461,128223,0,-1
|cFFFFD200掉落：|r頭目南納斯|n|cFFFFD200區域：|r恆春谷,462,86594,0,0
|cFFFFD200任務：|r繁殖的源頭|n|cFFFFD200區域：|r四風峽,463,88375,0,1
|cFFFFD200專業技能：|r考古學,464,89614,0,3
|cFFFFD200成就：|r高等教育|n|cFFFFD200類別：|r一般,465,43824,0,5
|cFFFFD200任務：|r古樹的遺產|n|cFFFFD200區域：|r要塞鋸木廠,466,115506,0,0
|cFFFFD200商人：|r演講者固蘭|n|cFFFFD200區域：|r永恆之島,467,102467,0,2
|cFFFFD200掉落：|r 『神諭者』尼索斯|n|cFFFFD200區域：|r崑萊峰|n|n|cFFFFD200掉落：|r巨型龜怒殼|n|cFFFFD200掉落：|r查蘭|n|cFFFFD200區域：|r永恆之島|n,468,86584,0,0
|cFFFFD200掉落：|r真理|n|cFFFFD200區域：|r影月谷,469,113543,0,-1
|cFFFFD200掉落：|r歐朵斯高階祭司|n|cFFFFD200區域：|r永恆之島,470,104329,0,0
|cFFFFD200促銷活動|r,471,54452,2,-1
|cFFFFD200商人：|r德瑞克‧奧茨|n|cFFFFD200商人：|r米森希|n|cFFFFD200區域：|r達拉然|n|n|cFFFFD200商人：|r莫菈‧迷霧行者|n|cFFFFD200區域：|r寒冰皇冠|n,472,134020,0,2
|cFFFFD200專業技能：|r工程學(490),473,60854,2,3
|cFFFFD200專業技能：|r工程學(600),474,87214,2,3
|cFFFFD200專業技能：|r工程學,475,111821,2,3
|cFFFFD200專業技能：|r工程學(425),476,40768,2,3
|cFFFFD200專業技能：|r工程學(435),477,48933,2,3
|cFFFFD200專業技能：|r工程學(570),478,87215,2,3
|cFFFFD200專業技能：|r工程學,479,112059,2,3
|cFFFFD200專業技能：|r工程學,480,18986,2,3
|cFFFFD200專業技能：|r工程學,481,30544,2,3
|cFFFFD200專業技能：|r工程學,482,18984,2,3
|cFFFFD200專業技能：|r工程學,483,30542,2,3
|cFFFFD200專業技能：|r工程學(500),484,40727,2,3
|cFFFFD200掉落：|r鬼影熊貓人漁夫|n|cFFFFD200專業技能：|r釣魚|n,485,85973,2,0
|cFFFFD200商人：|r納特‧帕格|n|cFFFFD200區域：|r喀撒朗蠻荒|n|cFFFFD200陣營：|r釣手隊 - 崇敬|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,486,85500,6,2
|cFFFFD200掉落：|r卡洛斯大爺|n|cFFFFD200區域：|r希爾斯布萊德丘陵舊址,487,134019,0,0
|cFFFFD200掉落：|r伯吉‧黑心|n|cFFFFD200區域：|r瓦許伊爾|n,488,134022,0,0
|cFFFFD200任務：|r回去找主管！|n|cFFFFD200區域：|r虛空風暴,489,134021,0,1
|cFFFFD200任務：|r閃亮的獎勵|n|cFFFFD200區域：|r荊棘谷海角,490,133997,0,-1
|cFFFFD200任務：|r打開牠們的眼睛|n|cFFFFD200區域：|r費伍德森林,491,133998,0,1
|cFFFFD200商人：|r喬納森‧史蒂文斯|n|cFFFFD200商人：|r莫茲戴夫|n|cFFFFD200區域：|r要塞|n,492,122298,0,2
|cFFFFD200掉落：|r萊沃許|n|cFFFFD200區域：|r影月谷,493,113542,0,0
|cFFFFD200掉落：|r踐踏者克里格|n|cFFFFD200區域：|r格古隆德,494,118224,0,0
|cFFFFD200掉落：|r微光之翼|n|cFFFFD200區域：|r塔拉多爾,495,116113,0,0
|cFFFFD200掉落：|r『懦弱的』吉博列特|n|cFFFFD200區域：|r霜火峰,496,119180,0,0
|cFFFFD200任務：|r沙場點兵|n|cFFFFD200區域：|r螳螂荒原,497,95567,0,1
|cFFFFD200任務：|r沙場點兵|n|cFFFFD200區域：|r螳螂荒原,498,95568,0,1
|cFFFFD200掉落：|r小鬼召喚師瓦勒莎|n|cFFFFD200區域：|r塔南森林,499,127655,0,0
|cFFFFD200寶藏：|r瘋狂酋長的顱骨|n|cFFFFD200區域：|r塔南森林,500,127669,0,0
|cFFFFD200商人：|r希莉絲‧芭爾頓n|n|cFFFFD200區域：|r泰洛卡森林|n|cFFFFD200花費：|r5000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,501,134007,0,2
|cFFFFD200商人：|r希莉絲‧芭爾頓n|n|cFFFFD200區域：|r泰洛卡森林|n|cFFFFD200花費：|r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,502,134004,0,2
|cFFFFD200寶藏：|r中型藏寶箱|n|cFFFFD200區域：|r維爾薩拉,503,130169,0,0
|cFFFFD200商人：|r馬林‧刃翼|n|cFFFFD200區域：|r艾蘇納|n|cFFFFD200陣營：|r看守者 - 尊敬|n|cFFFFD200花費：|r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,504,130157,4,2
|cFFFFD200商人：|r西爾維亞‧鹿角|n|cFFFFD200區域：|r維爾薩拉|n|cFFFFD200陣營：|r織夢者 - 友善|n|cFFFFD200花費：|r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,505,130158,4,2
|cFFFFD200掉落：|r席爾曦|n|cFFFFD200區域：|r維爾薩拉,506,130171,0,0
|cFFFFD200商人：|r西爾維亞‧鹿角|n|cFFFFD200區域：|r維爾薩拉|n|cFFFFD200陣營：|r織夢者 - 尊敬|n|cFFFFD200花費：|r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,507,130170,4,2
|cFFFFD200商人：|r馬林‧刃翼|n|cFFFFD200區域：|r艾蘇納|n|cFFFFD200陣營：|r看守者 - 尊敬|n|cFFFFD200花費：|r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,508,130191,4,2
|cFFFFD200商人：|r西爾維亞‧鹿角|n|cFFFFD200區域：|r維爾薩拉|n|cFFFFD200陣營：|r織夢者 - 崇敬|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,509,130232,4,2
|cFFFFD200掉落：|r亨利|n|cFFFFD200區域：|r維爾薩拉,510,130214,0,0
|cFFFFD200寶藏：|r藏寶箱|n|cFFFFD200區域：|r維爾薩拉,511,130249,2,0
|cFFFFD200掉落：|r白浪颱風|n|cFFFFD200區域：|r斯鐸海姆,512,129045,2,0
|cFFFFD200寶藏：|r藏寶箱|n|cFFFFD200區域：|r斯鐸海姆,513,129165,0,0
|cFFFFD200商人：|r布芮妮|n|cFFFFD200區域：|r達拉然|n|cFFFFD200花費：|r75|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,514,37460,0,-1
|cFFFFD200商人：|r布芮妮|n|cFFFFD200區域：|r達拉然|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,515,44820,0,-1
|cFFFFD200掉落：|r寵物補給袋|n|cFFFFD200來源：|r戰寵馴獸大師|n,516,89139,0,0
|cFFFFD200任務：|r腐化研究|n|cFFFFD200專業技能：|r考古學|n|n,520,131724,0,1
,521,136849,2,-1
,522,136846,2,-1
,525,136927,2,-1
,526,136855,2,-1
,527,136928,2,-1
,528,136934,2,-1
,529,136935,2,-1
,530,136937,2,-1
|cFFFFD200專業技能：|r銘文學,531,129211,0,3
|cFFFFD200商人：|r伊朵拉‧莫爾海德|n|cFFFFD200區域：|r達拉然|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,532,137294,2,-1
|cFFFFD200專業技能：|r製皮,533,129958,0,3
|cFFFFD200專業技能：|r製皮,534,129960,0,3
|cFFFFD200專業技能：|r製皮,535,129961,0,3
|cFFFFD200商人：|r杰佩托‧樂吱|n|cFFFFD200花費：|r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,536,137663,0,-1
|cFFFFD200商人：|r布米‧斯巴克斯|n|cFFFFD200區域：|r暗月島,537,138202,0,2
|cFFFFD200世界事件：|r海盜節|n|cFFFFD200掉落：|r老伊瑞|n,538,138415,0,6
,539,138490,2,-1
|cFFFFD200任務：|r飢火難遏|n|cFFFFD200區域：|r艾蘇納|n|n|cFFFFD200任務：|r飢火難遏|n|cFFFFD200區域：|r艾蘇納,540,138876,0,1
|cFFFFD200任務：|r人要衣裝|n|cFFFFD200區域：|r艾蘇納,541,138873,0,1
|cFFFFD200商人：|r復仇者努倫|n|cFFFFD200區域：|r暴風之盾|n|cFFFFD200陣營：|r主教議會 - 尊敬|n|cFFFFD200花費：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,542,115472,4,2
|cFFFFD200商人：|r佛里迪斯‧法隆|n|cFFFFD200區域：|r艾蘇納|n|cFFFFD200陣營：|r法隆迪斯廷衛 - 尊敬|n|cFFFFD200花費：|r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,543,129279,4,2
|cFFFFD200商人：|r瓦德瑪‧探風者|n|cFFFFD200區域：|r斯鐸海姆|n|cFFFFD200陣營：|r華爾拉亞 - 崇敬|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,544,129149,4,2
|cFFFFD200世界事件：|r冬幕節,545,139337,0,6
|cFFFFD200世界事件：|r冬幕節|n,546,128636,0,6
|cFFFFD200專業技能：|r珠寶設計,547,130254,0,3
|cFFFFD200商人：|r布隆|n|cFFFFD200區域：|r杜洛塔|n|cFFFFD200花費：|r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t|n|n|cFFFFD200商人：|r凱蘭‧唐納修|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,548,138900,0,2
|cFFFFD200成就：|r猛禽後裔|n|cFFFFD200區域：|r高嶺|n,549,139773,0,0
|cFFFFD200職業大廳：|r無冕者寶庫,550,139587,0,-1
|cFFFFD200職業大廳：|r擎天堡榮耀競技場,551,140160,0,-1
|cFFFFD200商人：|r德雷穆斯|n|cFFFFD200區域：|r達拉然|n|cFFFFD200花費：|r1000|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,552,140231,0,2
|cFFFFD200商人：|r瘋狂商人|n,553,140309,0,2
|cFFFFD200掉落：|r驚懼滲透者|n,554,140363,0,0
|cFFFFD200商人：|r蘭莎‧灰羽|n|cFFFFD200區域：|r高嶺|n|cFFFFD200陣營：|r高嶺部族 - 友善|n|cFFFFD200花費：|r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,557,131814,4,2
|cFFFFD200掉落：|r世界生物,558,134831,0,0
|cFFFFD200商人：|r首席秘法師薩莉瑟拉|n|cFFFFD200區域：|r蘇拉瑪爾|n|cFFFFD200陣營：|r夜落精靈 - 崇敬|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,559,140325,4,2
|cFFFFD200商人：|r首席秘法師薩莉瑟拉|n|cFFFFD200區域：|r蘇拉瑪爾|n|cFFFFD200陣營：|r夜落精靈 - 尊敬|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,560,140324,4,2
|cFFFFD200專業技能：|r工程學,561,132518,0,3
|cFFFFD200商人：|r禮物店老闆|n|cFFFFD200區域：|r蘇拉瑪爾,562,130151,0,2
|cFFFFD200寶藏：|r大漩渦之箱|n|cFFFFD200區域：|r大漩渦,563,140632,2,0
|cFFFFD200商人：|r『無恥薩滿』狡蹄|n|cFFFFD200區域：|r高嶺|n|cFFFFD200花費：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,564,140336,0,2
|cFFFFD200任務：|r這是合約的一部份！|n|cFFFFD200區域：|r艾蘇納,565,138878,0,1
|cFFFFD200掉落：|r『殘虐者』厄格洛夫族長|n|cFFFFD200區域：|r斯鐸海姆,566,129113,0,0
,567,140779,2,-1
|cFFFFD200寶藏：|r發光的法拉納爾藏寶箱|n|cFFFFD200區域：|r蘇拉瑪爾,568,140780,0,-1
|cFFFFD200專業技能：|r珠寶設計,569,130251,0,3
|cFFFFD200寶藏：|r藏寶箱|n|cFFFFD200區域：|r艾蘇納,570,122681,0,0
|cFFFFD200任務：|r朋友受困|n|cFFFFD200區域：|r蘇拉瑪爾,571,130209,0,1
|cFFFFD200掉落：|rPH|n,572,119211,2,0
|cFFFFD200專業技能：|r工程學,573,109167,0,3
|cFFFFD200寶藏：|r法拉納爾藏寶箱|n|cFFFFD200區域：|r蘇拉瑪爾,574,140786,0,-1
|cFFFFD200寶藏：|r發光的法拉納爾藏寶箱|n|cFFFFD200區域：|r蘇拉瑪爾,575,141297,0,-1
|cFFFFD200寶藏：|r發光的法拉納爾藏寶箱|n|cFFFFD200區域：|r蘇拉瑪爾,576,141300,2,-1
|cFFFFD200寶藏：|r發光的法拉納爾藏寶箱|n|cFFFFD200區域：|r蘇拉瑪爾,577,141298,0,-1
|cFFFFD200寶藏：|r發光的法拉納爾藏寶箱|n|cFFFFD200區域：|r蘇拉瑪爾,578,141301,0,-1
|cFFFFD200寶藏：|r發光的法拉納爾藏寶箱|n|cFFFFD200區域：|r蘇拉瑪爾,579,141306,0,-1
|cFFFFD200寶藏：|r發光的法拉納爾藏寶箱|n|cFFFFD200區域：|r蘇拉瑪爾,580,141299,0,-1
|cFFFFD200寶藏：|r發光的法拉納爾藏寶箱|n|cFFFFD200區域：|r蘇拉瑪爾,581,141296,0,0
|cFFFFD200掉落：|r終極工程師歐米茄布|n,582,141331,2,0
|cFFFFD200任務：|r攻擊狼群|n|cFFFFD200區域：|r高嶺,584,131933,0,1
|cFFFFD200掉落：|r威嚴領角鹿|n|cFFFFD200區域：|r高嶺,585,131900,0,0
|cFFFFD200商人：|r仲夏節慶商人|n|cFFFFD200花費：|r500|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t,586,141649,0,6
|cFFFFD200任務：|r我們嘎莫啊的莫咕哇|n|cFFFFD200區域：|r蘇拉瑪爾,587,141879,0,1
|cFFFFD200掉落：|r捏刺|n|cFFFFD200區域：|r蘇拉瑪爾,588,140314,0,0
|cFFFFD200掉落：|r維維爾博士|n|cFFFFD200區域：|r塵泥沼澤,589,142265,0,0
|cFFFFD200世界事件：|r愛就在身邊,590,142341,0,6
|cFFFFD200任務：|r跟雪羽培養感情|n,593,142497,0,1
|cFFFFD200任務：|r跟銳爪培養感情|n,594,142496,0,1
|cFFFFD200任務：|r跟恐喙培養感情|n,595,142495,0,1
|cFFFFD200任務：|r跟嗜血培養感情|n,596,142494,0,1
|cFFFFD200掉落：|r破碎群島釣魚|n,597,142528,0,0
|cFFFFD200掉落：|r破碎群島釣魚,598,142529,0,0
|cFFFFD200掉落：|r破碎群島釣魚|n,599,142530,0,0
|cFFFFD200商人：|r咒術師瑪苟斯|n|cFFFFD200區域：|r達拉然|n|cFFFFD200陣營：|r咒術師瑪苟斯 - 友好|n|cFFFFD200花費：|r100|TINTERFACE\ICONS\INV_ELEMENTAL_PRIMAL_WATER.BLP:0|t,600,142531,4,-1
|cFFFFD200商人：|r咒術師瑪苟斯|n|cFFFFD200區域：|r達拉然|n|cFFFFD200陣營：|r咒術師瑪苟斯 - 友好|n|cFFFFD200花費：|r100|Hitem:138777|h|TINTERFACE\ICONS\INV_ELEMENTAL_PRIMAL_WATER.BLP:0|t|h,601,142532,4,-1
|cFFFFD200任務：|r接合黑影,602,142536,0,1
,603,143545,2,-1
|cFFFFD200掉落：|r暗夜堡|n|n|cFFFFD200寶藏：|r夜裔的禮物|n|cFFFFD200區域：|r暗夜堡,604,143544,0,0
|cFFFFD200事件：|r暗黑破壞神20週年紀念,605,143543,2,6
|cFFFFD200商人：|r瑟里歐斯|n|cFFFFD200區域：|r達拉然|n|cFFFFD200花費：|r50|TInterface\Icons\inv_misc_elvencoins.BLP:0|t,606,141862,0,2
"|cFFFFD200商人：|r奧辛恩
|cFFFFD200區域：|r水晶之歌森林
|cFFFFD200花費：|r750|TInterface\Icons\pvecurrency-justice.BLP:0|t",607,129965,0,2
|cFFFFD200寶藏：|r仿生魔杖|n|cFFFFD200區域：|r達拉然,608,143534,2,-1
|cFFFFD200事件：|r暗黑破壞神20週年紀念,609,142542,2,6
|cFFFFD200掉落：|r破碎群島釣魚|n,610,143662,0,0
|cFFFFD200專業技能：|r剝皮|n|cFFFFD200任務：|r德拉寇納必須死|n|cFFFFD200區域：|r斯鐸海姆,611,130102,0,-1
|cFFFFD200任務：|r完成職業大廳劇情任務的破碎海岸部分。,612,143727,0,1
|cFFFFD200成就：|r魚人鰭遇記|n,613,143660,0,5
|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,614,143827,0,6
|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r10|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,615,143828,0,6
|cFFFFD200世界事件：|r新年節慶|n|n|cFFFFD200商人：|r法莉爾‧星歌|n|cFFFFD200區域：|r月光林地|n|cFFFFD200花費：|r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,616,143829,0,6
|cFFFFD200世界事件：|r愛就在身邊|n|n|cFFFFD200商人：|r可愛商品商人(聯盟)|n|cFFFFD200區域：|r暴風城|n|cFFFFD200花費：|r200|TINTERFACE\ICONS\INV_VALENTINESCARD01.BLP:0|t|n|n|cFFFFD200商人：|r可愛商品商人(部落)|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r200|TINTERFACE\ICONS\INV_VALENTINESCARD01.BLP:0|t,618,144339,0,6
|cFFFFD200商人：|r織霧者小霞|n|cFFFFD200區域：|r永恆之島|n|cFFFFD200花費：|r500|Hcurrency:1166|h|TInterface\Icons\pvecurrency-justice.BLP:0|t|h,619,144393,0,2
|cFFFFD200商人：|r『水之守衛者』伊莉西亞|n|cFFFFD200區域：|r艾蘇納|n|cFFFFD200專業技能：|r釣魚|n|cFFFFD200聲望：|r『水之守衛者』伊莉西亞 - 最好的朋友|n,621,147308,0,2
|cFFFFD200商人：|r英普斯|n|cFFFFD200區域：|r破碎海岸|n|cFFFFD200專業技能：|r釣魚|n|cFFFFD200聲望：|r英普斯 - 最好的朋友,622,147312,0,2
|cFFFFD200商人：|r阿庫爾‧河角|n|cFFFFD200區域：|r高嶺|n|cFFFFD200專業技能：|r釣魚|n|cFFFFD200聲望：|r阿庫爾‧河角 - 最好的朋友,623,147310,0,2
|cFFFFD200商人：|r柯爾賓|n|cFFFFD200區域：|r斯鐸海姆|n|cFFFFD200專業技能：|r釣魚|n|cFFFFD200聲望：|r柯爾賓 - 最好的朋友,624,147307,0,2
|cFFFFD200商人：|r夏蕾斯|n|cFFFFD200區域：|r蘇拉瑪爾|n|cFFFFD200專業技能：|r釣魚|n|cFFFFD200聲望：|r夏蕾斯 - 最好的朋友|n|n,625,147311,0,2
|cFFFFD200商人：|r守護者蕾奈|n|cFFFFD200區域：|r維爾薩拉|n|cFFFFD200專業技能：|r釣魚|n|cFFFFD200聲望：|r守護者蕾奈 - 最好的朋友|n,626,147309,0,2
|cFFFFD200商人：|r法萊菈‧夜歌|n|cFFFFD200區域：|r馬爾頓，碎裂深淵|n|cFFFFD200花費：|r10000|Hcurrency:1220|h|TInterface\Icons\inv_orderhall_orderresources.BLP:0|t|h,627,147537,0,2
|cFFFFD200商人：|r尤塞爾奈|n|cFFFFD200區域：|r守護者殿堂|n|cFFFFD200花費：|r1000|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,628,147832,0,2
|cFFFFD200任務：|r進入兔子洞 - 法師戰役|n|cFFFFD200區域：|r守護者殿堂,629,147838,0,-1
|cFFFFD200掉落：|r看守者的補給箱|n,630,147843,0,0
|cFFFFD200掉落：|r奇怪的蟲舌魔寶箱|n,631,147867,0,0
|cFFFFD200商人：|r戰爭法師卡斯琳|n|cFFFFD200區域：|r破碎海岸|n|cFFFFD200陣營：|r軍團之殞部隊 - 崇拜|n|cFFFFD200花費：|r5000|Hcurrency:1226|h|TInterface\Icons\inv_datacrystal01.BLP:0|t|h,632,147708,4,2
|cFFFFD200商人：|r織霧者小霞|n|cFFFFD200區域：|r永恆之島|n|cFFFFD200花費：|r1000|Hcurrency:1166|h|TInterface\Icons\pvecurrency-justice.BLP:0|t|h,633,144072,0,2
|cFFFFD200商人：|r尋寶大師伊克斯睿吉|n|cFFFFD200區域：|r破碎海岸|n|cFFFFD200花費：|r50000|Hcurrency:1226|h|TInterface\Icons\inv_datacrystal01.BLP:0|t|h,634,142452,0,2
