ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse[0],Corpse[1],MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,NavigationMaxDistance,PreloadFileDataID,Flags[0],Flags[1],Flags[2]
712,Transport197349,傳送:破天者號(冰冠城塞地城),,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479880,0
713,Transport197350,傳送:奧格林之錘(冰冠城塞地城),,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479880,0
718,Transport201834,傳送：強風號(冰冠城塞團隊),,,,,0,0,3,0,2,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1537,134479880,0
719,MountHyjalPhase1,海加爾山第一階段,,,,,0,0,1,0,0,0,3,-1,1,-1,0,1,-1,0,0,0,788845,0,0,8521309,134479896,128
720,Firelands1,火源之界,,,,,3987.2,-2943.32,1,2,3,0,275,720,-1,-1,0,1,1,0,0,0,816444,0,0,2098717,134479896,0
721,Firelands2,火源之界地形2,,,,,0,0,1,1,3,0,0,720,-1,-1,0,1,-1,0,0,0,816538,0,0,1693,134479896,0
723,Stormwind,暴風城,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790924,0,0,1565,134479880,4
724,ChamberofAspectsRed,晶紅聖所,,,,,3608.1294,186.80208,1,2,2,0,254,-1,-1,-1,0,1,571,0,0,0,821024,0,0,34333,134479880,0
725,DeepholmeDungeon,石岩之心,,,,,1031.908,610.2969,1,1,3,0,258,-1,-1,-1,0,1,646,0,0,0,816583,0,0,1565,134479880,0
726,CataclysmCTF,雙子峰,"位於暮光高地的雙子峰，對聯盟和部落來說皆是兵家必爭之地。

在這個10人對10人的搶旗型戰場，首先奪得3面旗幟的那方就是勝利者。

兩個陣營競相爭奪這個具有決定性意義的高地，伸出你的援手!","位於暮光高地的雙子峰，對聯盟和部落來說皆是兵家必爭之地。

在這個10人對10人的搶旗型戰場，首先奪得3面旗幟的那方就是勝利者。

兩個陣營競相爭奪這個具有決定性意義的高地，伸出你的援手!",奪取敵方旗幟,"- 保護我方旗幟
- 搶奪敵方旗幟
- 搶旗較快的團隊獲勝",0,0,1,3,3,0,262,-1,-1,-1,0,1,-1,0,0,0,813068,0,0,1629,135004168,0
727,STV_Mine_BG,碎銀礦坑,"這個戰場位於荊棘谷底下的哥布林風險投資公司礦坑。

碎銀礦坑是一個10人對10人的護送戰場，雙方都企圖控制鑽石礦車，將它送抵礦坑的儲藏所。","這個戰場位於荊棘谷底下的哥布林風險投資公司礦坑。

碎銀礦坑是一個10人對10人的護送戰場，雙方都企圖控制鑽石礦車，將它送抵礦坑的儲藏所。",奪取礦坑推車,"- 占領並守住礦坑推車
- 護送礦坑推車至軌道終點",0,0,1,3,4,0,317,-1,-1,-1,0,1,-1,0,0,0,810604,0,0,1565,135004168,0
730,MaelstromZone,大漩渦區域,,,,,0,0,1,0,3,0,272,-1,-1,-1,0,1,-1,0,0,0,816998,0,0,1629,134479880,0
731,DesolaceBomb,石爪炸彈,,,,,0,0,1,0,0,0,3,-1,1,-1,0,1,-1,0,0,0,780791,0,0,8390237,134479896,128
732,TolBarad,托巴拉德,,,,,0,0,1,0,3,0,265,-1,-1,-1,0,1,-1,0,0,0,815182,0,0,9821,134479880,0
734,AhnQirajTerrace,安其拉殿堂,,,,,0,0,1,1,2,0,184,-1,-1,-1,0,1,-1,0,0,0,818455,0,0,1565,134479880,0
736,TwilightHighlandsDragonmawPhase,暮光高地龍喉階段,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,804947,791346,0,0,132637,134479896,128
738,Transport200100,前往瓦許伊爾的船(奧格瑪 -> 瓦許伊爾),,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479880,0
739,Transport200101,瓦許伊爾子區域 - 部落,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479880,0
740,Transport200102,瓦許伊爾子區域 - 聯盟,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479880,0
741,Transport200103,暮光高地部落傳送,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479880,0
742,Transport203729,瓦許伊爾 - 部落 - 深淵之喉附近,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479880,0
743,Transport203730,瓦許伊爾 - 聯盟 - 深淵之喉附近,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479880,0
746,UldumPhaseOasis,奧丹姆階段綠洲,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791398,0,0,8390237,134479896,128
747,Transport 203732,傳送:地深之源砲艇,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479880,0
748,Transport203858,傳送:奧妮克希亞/奈法利安升降梯,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1537,134479880,0
749,Transport203859,傳送:移動的吉爾尼斯砲艇,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479884,0
750,Transport203860,傳送:停滯的吉爾尼斯砲艇,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,1553,134479884,0
751,RedgridgeOrcBomb,赤脊山 - 獸人炸彈,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,790674,0,0,132701,134479896,128
752,RedridgeBridgePhaseOne,赤脊山 - 小橋階段1,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790697,0,0,1629,134479880,0
753,RedridgeBridgePhaseTwo,赤脊山 - 小橋階段2,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790705,0,0,1629,134479880,0
754,SkywallRaid,四風王座,,,,,-11360.603,72.083336,1,2,3,0,271,-1,-1,-1,0,1,1,0,0,0,817149,0,0,34333,134479880,0
755,UldumDungeon,托維爾的失落之城,,,,,-10686.149,-1308.6233,1,1,3,0,264,-1,-1,-1,0,1,1,0,0,0,817548,0,0,1565,134479880,0
757,BaradinHold,巴拉丁堡,,,,,0,0,1,2,3,0,269,-1,-1,-1,0,1,-1,0,0,0,814917,0,0,36413,-2013003768,0
759,UldumPhasedEntrance,奧丹姆定相入口,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791375,0,0,8392285,134479896,128
760,TwilightHighlandsPhasedEntrance,暮光高地定相入口,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,791359,0,0,134749,134479896,128
761,Gilneas_BG_2,吉爾尼斯之戰,"在葛雷邁恩之牆倒下的同時，被遺忘者與狼人之間避無可避的衝突被推向新的高峰。

吉爾尼斯之戰是一個10人對10人的支配型戰場，雙方都企圖盡可能地長時間控制住礦坑、燈塔及供水坊。","在葛雷邁恩之牆倒下的同時，被遺忘者與狼人之間避無可避的衝突被推向新的高峰。

吉爾尼斯之戰是一個10人對10人的支配型戰場，雙方都企圖盡可能地長時間控制住礦坑、燈塔及供水坊。",占領目標,"- 占領並守住目標
- 獲得1,500點資源",0,0,1,3,0,0,270,1110,-1,-1,0,1,-1,0,0,0,782690,0,0,3677,135004168,0
762,Transport 203861,暮光高地飛艇 1,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,3585,134479880,0
763,Transport 203862,暮光高地飛艇 2,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,3585,134479880,0
764,UldumPhaseWreckedCamp,奧丹姆 - 被破壞的營帳階段,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791406,0,0,8396381,134479896,128
765,Transport203863,克拉茲工坊攻擊飛艇,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,7681,134479880,0
766,Transport 2033864,傳送:移動的吉爾尼斯砲艇 02,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,7681,134479884,0
767,Transport 2033865,傳送:移動的吉爾尼斯砲艇 03,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,7681,134479884,0
859,Zul_Gurub5Man,祖爾格拉布,,,,,-11916.229,-1219.8385,1,1,3,0,161,720,-1,-1,0,1,0,0,0,0,815855,0,0,7701,134479880,0
860,NewRaceStartZone,漂流島,,,,,0,0,1,0,0,0,289,960,-1,-1,0,1,-1,0,0,0,789076,0,0,8666653,134479880,0
861,FirelandsDailies,熔岩前線,,,,,0,0,1,0,3,0,274,720,-1,-1,0,1,-1,0,0,0,815281,0,0,2104861,134479896,0
870,HawaiiMainLand,潘達利亞,,,,,0,0,1,0,4,0,327,-1,-1,-1,0,1,-1,0,0,804938,805681,0,0,8404573,134479896,132
930,ScenarioAlcazIsland,黑暗處所,,,,,0,0,1,5,6,0,25,0,-1,-1,0,1,-1,0,0,0,810354,0,0,7765,134479872,0
938,COTDragonblight,終焉之刻,,,,,-8288.6045,-4454.0923,1,1,3,0,286,0,-1,-1,0,1,1,0,0,0,813090,0,0,15957,134479880,0
939,COTWarOfTheAncients,永恆之井,,,,,-8595.837,-3994.9358,1,1,3,0,287,-1,-1,-1,0,1,1,0,0,0,813203,0,0,7773,134479880,0
940,TheHourOfTwilight,暮光之時,,,,,-8291.132,-4590.4375,1,1,3,0,288,-1,-1,-1,0,1,1,0,0,0,817173,0,0,15957,134479880,0
951,NexusLegendary,奧核之心傳奇任務,,,,,3899.93,6985.44,1,1,3,0,227,-1,-1,-1,0,1,571,0,0,0,817062,0,0,7701,134479880,0
959,ShadowpanHideout,影潘僧院,,,,,0,0,1,1,4,0,315,-1,-1,-1,0,1,-1,0,0,0,810232,0,0,8404509,134479880,0
960,EastTemple,玉蛟寺,,,,,957.706,-2473.41,1,1,4,0,311,-1,-1,-1,0,1,870,0,0,0,806233,0,0,142622301,134512648,0
961,StormstoutBrewery,風暴烈酒酒坊,,,,,-688.7051,1267.4537,1,1,4,0,318,-1,-1,-1,0,1,870,0,0,0,810358,0,0,8404501,134479880,0
962,TheGreatWall,落陽關,,,,,970.81085,2253.664,1,1,4,0,309,0,-1,-1,0,1,870,0,0,0,810651,0,0,8396317,134479880,0
967,DeathwingBack,巨龍之魂,,,,,-8263.276,-4512.6875,1,2,3,0,279,1080,-1,-1,0,1,1,0,0,0,813251,0,0,7773,134479880,0
968,EyeoftheStorm2.0,暴風之眼積分戰場,"盤旋在虛空風暴荒蕪土地高處的是一座名為暴風之眼的小島。

這個戰場因為蘊含了豐富的能量，久為血精靈垂涎之地。

德萊尼則想將它佔為己有，原因是它和那魯神秘的飛船 - 風暴要塞十分接近。","盤旋在虛空風暴荒蕪土地高處的是一座名為暴風之眼的小島。

德萊尼想將它佔為己有，原因是它和那魯神秘的飛船 - 風暴要塞十分接近。

這個戰場因為蘊含了豐富的能量，久為血精靈垂涎之地。",占領目標,"- 占領並守住目標
- 搶得戰場中央旗幟
- 獲得1,500點資源",0,0,1,3,0,0,210,-1,-1,-1,0,1,-1,0,0,0,782100,0,0,7701,135004168,0
971,JadeForestAllianceHubPhase,翠玉林聯盟中心階段,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811017,0,0,8527453,134479896,128
972,JadeForestBattlefieldPhase,翠玉林戰場階段,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811025,0,0,8527453,134479896,128
974,DarkmoonFaire,暗月馬戲團,,,,,0,0,1,0,0,0,278,-1,-1,-1,0,1,-1,0,0,0,780357,0,0,8404509,134479880,0
975,TurtleShipPhase01,烏龜船第一階段,,,,,0,0,1,0,0,0,289,960,860,-1,0,1,-1,0,0,0,791300,0,0,8535645,134479880,0
976,TurtleShipPhase02,烏龜船第二階段,,,,,0,0,1,0,0,0,289,960,860,-1,0,1,-1,0,0,0,791323,0,0,8535581,134479880,0
977,MaelstromDeathwingFight,大漩渦死亡之翼決戰,,,,,0,0,1,1,3,0,0,-1,-1,-1,0,1,-1,0,0,0,816928,0,0,7709,134479880,0
980,TolVirArena,托維恩競技場,,,,,0,0,1,4,3,0,319,-1,-1,-1,0,1,-1,0,0,0,817420,0,0,3613,135004168,0
994,MoguDungeon,魔古山宮,,,,,0,0,1,1,4,0,312,-1,-1,-1,0,1,-1,0,0,0,811448,0,0,7709,134479880,0
995,MoguInteriorRaid,The Depths [UNUSED],,,,,0,0,1,1,4,0,0,-1,-1,-1,0,1,-1,0,0,0,810384,0,0,7709,134479880,0
996,MoguExteriorRaid,豐泉台,,,,,0,0,1,2,4,0,321,0,-1,-1,0,1,-1,0,0,0,811511,0,0,9444957,134479880,0
998,ValleyOfPower,科特魔古神廟,"部落與聯盟為了傳說中擁有絕大力量的魔古神器而展開一場惡戰。

科特魔古神廟是一個10人對10人的異能球戰場，雙方都企圖僅可能地長時間在不同的得分區域裡控制魔古神器。","部落與聯盟為了傳說中擁有絕大力量的魔古神器而展開一場惡戰。

科特魔古神廟是一個10人對10人的異能球戰場，雙方都企圖僅可能地長時間在不同的得分區域裡控制魔古神器。",守住異能球,"- 殺死敵方玩家
- 守住異能球以取得分數
- 地圖中央可獎勵額外分數",0,0,1,3,4,0,320,-1,-1,-1,0,1,-1,0,0,0,812887,0,0,7773,135004168,0
999,BFTAllianceScenario,塞拉摩攻防戰(部落),,,,,0,0,1,5,3,0,336,1350,-1,-1,0,1,-1,0,0,0,814960,0,0,15965,134479880,0
1000,BFTHordeScenario,塞拉摩攻防戰(聯盟),,,,,0,0,1,5,3,0,335,360,-1,-1,0,1,-1,0,0,0,815493,0,0,15965,134479880,0
1001,ScarletSanctuaryArmoryAndLibrary,血色大廳,,,,,2869,-820,1,1,0,0,332,-1,-1,-1,0,1,0,0,0,0,805031,0,0,9444957,134479880,0
1004,ScarletMonasteryCathedralGY,血色修道院,,,,,0,0,1,1,0,0,333,-1,-1,-1,0,1,-1,0,0,0,805002,0,0,9444957,134479880,0
1005,BrewmasterScenario01,雷電佳釀,,,,,0,0,1,5,4,0,322,-1,-1,-1,0,1,-1,0,0,0,808160,0,0,8396381,134479880,0
1007,NewScholomance,通靈學院,,,,,1274.78,-2552.56,1,1,0,0,314,-1,-1,-1,0,1,0,0,0,0,804980,0,0,8396381,134479880,0
1008,MogushanPalace,魔古山寶庫,,,,,3982.9973,1121.2906,1,2,4,0,313,-1,-1,-1,0,1,870,0,0,0,812395,0,0,8404573,134479880,0
1009,MantidRaid,恐懼之心,,,,,0,0,1,2,4,0,310,-1,-1,-1,0,1,-1,0,0,0,811209,0,0,8404573,134479880,0
1011,MantidDungeon,圍攻怒兆寺,,,,,0,0,1,1,4,0,316,-1,-1,-1,0,1,-1,0,0,0,808873,0,0,9453149,134479880,0
1014,MonkAreaScenario,寂靜峰,,,,,0,0,1,5,6,0,327,-1,-1,-1,0,1,-1,0,0,0,812460,0,0,680541789,134479880,0
1019,RuinsOfTheramore,塞拉摩遺跡,,,,,0,0,1,0,4,0,3,-1,1,-1,0,1,-1,0,0,0,812470,0,0,8404573,134480152,128
1024,PandaFishingVillageScenario,綠石村,,,,,0,0,1,5,4,0,331,-1,-1,-1,0,1,-1,0,0,0,811933,0,0,8404573,134479880,0
1028,MoguRuinsScenario,(UNUSED) Scenario: Mogu Ruins,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,809095,0,0,8404573,134479880,0
1029,AncientMoguCryptScenario,(UNUSED) Scenario: Mogu Crypt,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,805433,0,0,8396317,134479880,0
1030,AncientMoguCyptDestroyedScenario,遺忘諸王墓穴,,,,,0,0,1,5,4,0,330,-1,-1,-1,0,1,-1,0,0,0,805640,0,0,7709,134479880,0
1031,ProvingGroundsScenario,殲滅競技場,,,,,0,0,1,5,4,0,348,-1,-1,-1,0,1,-1,0,0,0,812075,0,0,8396381,134479880,0
1032,PetBattleJadeForest,寵物對戰 - 翠玉林,,,,,0,0,1,1,4,0,0,-1,-1,-1,0,1,-1,0,0,0,812041,0,0,8404573,134479880,0
1035,ValleyOfPowerScenario,科特魔古神廟,,,,,0,0,1,5,4,0,334,-1,-1,-1,0,1,-1,0,0,0,812951,0,0,8396381,134479880,0
1043,RingOfValorScenario,鬥陣競技場,,,,,0,0,1,0,2,0,343,-1,-1,-1,0,1,-1,0,0,0,827085,0,0,268443229,134480392,0
1048,BrewmasterScenario03,仰加印古,,,,,0,0,1,5,4,0,323,-1,-1,-1,0,1,-1,0,0,0,805599,0,0,8404573,134479880,0
1049,BlackOxTempleScenario,(UNUSED) Scenario: Black Ox Temple,,,,,0,0,1,5,4,0,21,-1,-1,-1,0,1,-1,0,0,0,805658,0,0,8404573,134479880,0
1050,ScenarioKlaxxiIsland,襲擊贊斐斯,,,,,0,0,1,5,4,0,344,720,-1,-1,0,1,-1,0,0,0,811327,0,0,8404573,134479880,0
1051,ScenarioBrewmaster04,酒月節,,,,,0,0,1,5,4,0,329,0,-1,-1,0,1,-1,0,0,0,809976,0,0,8404573,134479880,0
1061,HordeBeachDailyArea,部落海灘每日任務區域,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,808210,0,0,8535645,134479896,128
1062,AllianceBeachDailyArea,聯盟海灘每日任務區域,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,805966,0,0,8535645,134479896,128
1064,MoguIslandDailyArea,魔古島每日任務區域,,,,,0,0,1,0,4,0,346,-1,-1,-1,0,1,-1,0,0,0,846981,0,0,8404573,134479880,0
1066,StormwindGunshipPandariaStartArea,暴風城砲艇潘達利亞起始區域,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,791052,0,0,147037,134479896,128
1074,OrgrimmarGunshipPandariaStart,奧格瑪砲艇潘達利亞起始,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,789973,0,0,8527453,134479896,128
1075,TheramoreScenarioPhase,塞拉摩攻防戰階段,,,,,0,0,1,0,0,0,0,-1,1000,-1,0,1,-1,0,0,0,791277,0,0,147037,134479880,0
1076,JadeForestHordeStartingArea,翠玉林部落起始區域,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811033,0,0,8535645,134479896,128
1095,HordeAmbushScenario,暗箭難防,,,,,0,0,1,5,4,0,342,-1,-1,-1,0,1,-1,0,0,0,808356,0,0,8404573,134479880,0
1098,ThunderIslandRaid,雷霆王座,,,,,0,0,1,2,4,0,347,-1,-1,-1,0,1,-1,0,0,0,848548,0,0,8404573,134479880,0
1099,NavalBattleScenario,海戰事件,,,,,0,0,1,5,4,0,349,-1,-1,-1,0,1,-1,0,0,0,811854,0,0,8404573,134479880,0
1101,DefenseOfTheAleHouseBG,酒館保衛戰戰場,,,,,0,0,1,0,4,0,0,-1,-1,-1,0,1,-1,0,0,0,842186,0,0,8396381,134479880,0
1102,HordeBaseBeachScenario,制霸岬,,,,,0,0,1,5,4,0,341,-1,-1,-1,0,1,-1,0,0,0,808508,0,0,8404573,134479880,0
1103,AllianceBaseBeachScenario,雄獅灘,,,,,0,0,1,5,4,0,340,-1,-1,-1,0,1,-1,0,0,0,805389,0,0,8404573,134479880,0
1104,ALittlePatienceScenario,耐心試煉,,,,,0,0,1,5,4,0,345,-1,-1,-1,0,1,-1,0,0,0,807455,0,0,8404573,134479880,0
1105,GoldRushBG,深風峽谷(懷舊),"這個戰場的地點在四風峽

搶金鏖戰是一場15人對15人的資源戰","這個戰場的地點在四風峽

搶金鏖戰是一場15人對15人的資源戰",占領目標,"- 占領並守住礦坑
- 奪取敵方礦坑推車
- 獲得1,500點資源",0,0,1,3,4,0,354,-1,-1,-1,0,1,-1,0,0,0,845538,0,0,8396381,135004168,0
1106,JainaDalaranScenario,珍娜達拉然事件,,,,,0,0,1,0,4,0,235,-1,-1,-1,0,1,-1,0,0,0,811612,0,0,15965,134479880,0
1107,WarlockArea,懼痕裂隙,,,,,0,0,1,0,6,0,401,-1,-1,-1,0,1,-1,0,0,0,848152,0,0,10493533,134479880,0
1112,BlackTempleScenario,追擊黑穫議會,,,,,0,0,1,5,4,0,215,-1,-1,-1,0,1,-1,0,0,0,806915,0,0,7709,134479880,0
1113,DarkmoonCarousel,傳送:暗月旋轉木馬,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,3601,134479880,0
1116,Draenor,德拉諾,,,,,0,0,1,0,5,0,360,-1,-1,-1,0,1,-1,0,0,918540,842315,0,0,8404573,134479896,128
1120,ThunderKingHordeHub,雷王部落中心,,,,,0,0,1,0,4,0,0,-1,1064,-1,0,1,-1,0,0,0,846613,0,0,8535645,134479880,0
1121,ThunderIslandAllianceHub,雷王島聯盟中心,,,,,0,0,1,0,4,0,0,-1,1064,-1,0,1,-1,0,0,0,848029,0,0,8535645,134479880,0
1122,CitySiegeMoguIslandProgressionScenario,圍城 - 魔古島發展事件,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,844357,0,0,8404573,134479880,0
1123,LightningForgeMoguIslandProgressionScenario,雷霆熔爐 - 魔古島發展事件,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,845419,0,0,8404573,134479880,0
1124,ShipyardMoguIslandProgressionScenario,船廠 - 魔古島發展事件,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,847843,0,0,8404573,134479880,0
1125,AllianceHubMoguIslandProgressionScenario,聯盟中心 - 魔古島發展事件,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,842025,0,0,8404573,134479880,0
1126,HordeHubMoguIslandProgressionScenario,魔古島發展活動,,,,,0,0,1,5,4,0,346,-1,-1,-1,0,1,-1,0,0,0,844121,0,0,8404573,134479880,0
1127,FinalGateMoguIslandProgressionScenario,終末之門 - 魔古島發展事件,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,845282,0,0,8404573,134479880,0
1128,MoguIslandEventsHordeBase,魔古島活動 - 部落基地,,,,,0,0,1,0,4,0,0,-1,1126,-1,0,1,-1,0,0,0,847937,0,0,8535645,134479880,0
1129,MoguIslandEventsAllianceBase,魔古島活動 - 聯盟基地,,,,,0,0,1,0,4,0,0,-1,1126,-1,0,1,-1,0,0,0,847934,0,0,8535645,134479880,0
1130,ShimmerRidgeScenario,血染滄雪,,,,,0,0,1,5,4,0,352,-1,-1,-1,0,1,-1,0,0,0,848851,0,0,7773,134479880,0
1131,DarkHordeScenario,怒焰之秘,,,,,0,0,1,5,4,0,350,-1,-1,-1,0,1,-1,0,0,0,846484,0,0,7709,134479880,0
1132,Transport218599,傳送:天囊號(鬥陣競技場),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,3585,134479880,0
1133,Transport218600,傳送:贊達拉船隻(魔古島),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,3585,134479880,0
1134,ShadoPanArena,猛虎峰,,,,,0,0,1,4,4,0,353,-1,-1,-1,0,1,-1,0,0,0,848418,0,0,8396381,135004168,0
1135,MoguIslandLootRoom,魔古島藏寶間,,,,,0,0,1,5,4,0,347,0,-1,-1,0,1,-1,0,0,0,848741,0,0,15901,134479880,0
1136,OrgrimmarRaid,圍攻奧格瑪,,,,,0,0,1,2,4,0,359,-1,-1,-1,0,1,-1,0,0,0,847443,0,0,8396381,134479872,0
1144,HeartOfTheOldGodScenario,古神之心事件,,,,,0,0,1,5,4,0,351,-1,-1,-1,0,1,-1,0,0,0,844626,0,0,8396381,134479880,0
1148,ProvingGrounds,試煉場,,,,,0,0,1,5,4,0,348,-1,-1,-1,0,1,-1,0,0,0,849996,0,0,41950813,134479880,0
1152,FWHordeGarrisonLevel1,FW Horde Garrison Level 1,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876612,0,0,612384349,134479896,640
1153,FWHordeGarrisonLevel2,FW Horde Garrison Level 3,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876623,0,0,612384349,134479896,640
1154,FWHordeGarrisonLevel3,FW Horde Garrison Level 4,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876609,0,0,612384349,134479896,640
1155,Stormgarde Keep,激流堡,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,876745,0,0,7773,134479880,0
1157,HalfhillScenario,半丘事件,,,,,0,0,1,5,4,0,327,-1,-1,-1,0,1,-1,0,0,0,879398,0,0,8404573,134479880,0
1158,SMVAllianceGarrisonLevel1,SMV Alliance Garrison Level 1,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879512,0,0,746602077,134479896,640
1159,SMVAllianceGarrisonLevel2,SMV Alliance Garrison Level 3,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879360,0,0,746602077,134479896,640
1160,SMVAllianceGarrisonLevel3,SMV Alliance Garrison Level 4,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879511,0,0,746602077,134479896,640
1161,CelestialChallenge,天尊武道會,,,,,0,0,1,5,4,0,327,1200,-1,-1,0,1,-1,0,0,0,879578,0,0,8404573,134479880,0
1168,ThePurgeOfGrommarScenario,The Purge Of Grommar - Scenario,,,,,0,0,1,5,5,0,0,-1,-1,1116,0,1,-1,0,0,0,902997,0,0,8404573,134479896,0
1170,SmallBattlegroundC,影潘決戰場,,,,,0,0,1,4,6,0,353,-1,-1,-1,0,1,-1,0,0,0,904354,0,0,8404573,135004168,0
1172,Transport_Siege_of_Orgrimmar_Alliance,傳送:圍攻奧格瑪(聯盟),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,3585,134479880,0
1173,Transport_Siege_of_Orgrimmar_Horde,傳送:圍攻奧格瑪(部落),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,3585,134479880,0
1175,OgreCompound,血槌熔渣礦場,,,,,0,0,1,1,5,0,369,-1,-1,-1,0,1,-1,0,0,0,918585,0,0,8404573,134479880,0
1176,MoonCultistHideout,影月墓地,,,,,0,0,1,1,5,0,364,-1,-1,-1,0,1,-1,0,0,0,918647,0,0,8404509,134479880,0
1179,WarcraftHeroes,魔獸英雄,,,,,0,0,1,0,5,0,3,-1,-1,-1,0,1,-1,0,0,0,921695,0,0,8404573,134479880,0
1181,PattyMackTestGarrisonBldgMap,PattyMack Test Garrison Bldg Map,,,,,0,0,4,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,926423,0,0,3601,134479880,0
1182,DraenorAuchindoun,奧齊頓,,,,,0,0,1,1,5,0,365,-1,-1,-1,0,1,-1,0,0,0,925674,0,0,8396381,134479880,0
1187,GORAllianceGarrisonLevel1,GOR Alliance Garrison Level 1,,,,,0,0,1,1,5,0,0,-1,-1,-1,0,1,-1,0,0,0,937665,0,0,142622301,134479880,512
1188,GORAllianceGarrisonLevel2,GOR Alliance Garrison Level 2,,,,,0,0,1,1,5,0,0,-1,1116,1116,0,1,-1,0,0,0,937664,0,0,75513437,134479896,640
