ID,Name_lang,HordeName_lang,ParentTradeSkillCategoryID,SkillLineID,OrderIndex,Flags
1035,潘達利亞草藥學 - 標題,,0,182,960,0
1036,潘達利亞草藥學,,1035,2552,960,1
1037,大災變草藥學 - 標題,,0,182,970,0
1038,大災變草藥學,,1037,2553,970,1
1039,北裂境草藥學 - 標題,,0,182,980,0
1040,北裂境草藥學,,1039,2554,980,1
1041,外域草藥學 - 標題,,0,182,990,0
1042,外域草藥學,,1041,2555,990,1
1043,艾澤拉斯草藥學 - 標題,,0,182,999,0
1044,草藥學,,1043,2556,999,1
1045,庫爾提拉斯剝皮 - 標題,贊達拉剝皮 - 標題,0,393,930,0
1046,庫爾提拉斯剝皮,贊達拉剝皮,1045,2557,930,1
1047,軍團剝皮 - 標題,,0,393,940,0
1049,德拉諾剝皮 - 標題,,0,393,950,0
1050,德拉諾剝皮,,1049,2559,950,1
1051,潘達利亞剝皮 - 標題,,0,393,960,0
1052,潘達利亞剝皮,,1051,2560,960,1
1053,大災變剝皮 - 標題,,0,393,970,0
1054,大災變剝皮,,1053,2561,970,1
1055,北裂境剝皮 - 標題,,0,393,980,0
1056,北裂境剝皮,,1055,2562,980,1
1057,外域剝皮 - 標題,,0,393,990,0
1058,外域剝皮,,1057,2563,990,1
1059,艾澤拉斯剝皮 - 標題,,0,393,999,0
1060,剝皮,,1059,2564,999,1
1061,剝皮技術,,1046,393,0,0
1062,剝皮技術,,459,393,0,0
1064,庫爾提拉斯採礦 - 標題,贊達拉採礦 - 標題,0,186,930,0
1065,庫爾提拉斯採礦,贊達拉採礦,1064,2565,930,1
1066,軍團採礦 - 標題,,0,186,940,0
1067,德拉諾採礦 - 標題,,0,186,950,0
1068,德拉諾採礦,,1067,2567,950,1
1069,潘達利亞採礦 - 標題,,0,186,960,0
1070,潘達利亞採礦,,1069,2568,960,1
1071,大災變採礦 - 標題,,0,186,970,0
1072,大災變採礦,,1071,2569,970,1
1073,北裂境採礦 - 標題,,0,186,980,0
1074,北裂境採礦,,1073,2570,980,1
1075,外域採礦 - 標題,,0,186,990,0
1076,外域採礦,,1075,2571,990,1
1077,艾澤拉斯採礦 - 標題,,0,186,999,0
1078,採礦,,1077,2572,999,1
1079,採礦技術,,1065,186,0,0
1080,採礦技術,,425,186,0,0
1081,熔煉,,1076,186,2,0
1082,熔煉,,1074,186,1,0
1083,熔煉,,1072,186,1,0
1084,熔煉,,1070,186,1,0
1085,坐騎裝備,,542,164,50,0
1086,繃帶,,942,197,50,0
1087,德拉諾的藥品,,369,197,999,0
1088,破碎群島的藥品,,430,197,999,0
1089,繃帶,,362,197,995,0
1090,繃帶,,956,197,999,0
1091,繃帶,,954,197,999,0
1092,繃帶,,952,197,999,0
1093,繃帶,,950,197,999,0
1096,腰部配件,,709,202,5,0
1097,魔杖,,647,333,40,0
1098,手腕附魔,,647,333,35,0
1099,艾澤拉斯釣魚 - 標題,,0,356,1000,0
1100,釣魚,,1099,2592,999,1
1101,外域釣魚 - 標題,,0,356,990,0
1102,外域釣魚,,1101,2591,990,1
1103,北裂境釣魚 - 標題,,0,356,980,0
1104,北裂境釣魚,,1103,2590,980,1
1105,大災變釣魚 - 標題,,0,356,970,0
1106,大災變釣魚,,1105,2589,970,1
1107,潘達利亞釣魚 - 標題,,0,356,960,0
1108,潘達利亞釣魚,,1107,2588,960,1
1109,德拉諾釣魚 - 標題,,0,356,950,0
1110,德拉諾釣魚,,1109,2587,950,1
1111,軍團釣魚 - 標題,,0,356,940,0
1112,軍團釣魚,,1111,2586,940,1
1113,庫爾提拉斯釣魚 - 標題,贊達拉釣魚 - 標題,0,356,930,0
1114,庫爾提拉斯釣魚,贊達拉釣魚,1113,2585,930,1
1115,布甲護目鏡,,709,202,21,0
1116,刺繡,,942,197,1,0
1117,庫爾提拉斯菜餚 - 標題,贊達拉菜餚 - 標題,0,185,930,0
1118,庫爾提拉斯菜餚,贊達拉菜餚,1117,2541,930,1
1119,甜點,,1118,185,10,0
1120,輕食,,1118,185,5,0
1121,大餐,,1118,185,20,0
1122,筵席,,1118,185,30,0
1123,藥品與藥劑,,332,171,100,0
1124,抗毒藥劑,,604,171,100,0
1125,雕紋 - 死亡騎士,,415,773,139,0
1126,雕紋,,415,773,140,0
1127,雕紋,,410,773,140,0
1130,雕紋,,759,773,70,0
1228,大鍋,,592,171,1,0
1229,追隨者裝備,,709,202,100,0
1230,追隨者裝備,,942,197,999,0
1231,追隨者裝備,,542,164,999,0
1232,追隨者裝備,,647,333,999,0
1233,追隨者裝備,,805,755,999,0
1234,追隨者裝備,,592,171,999,0
1235,追隨者裝備,,759,773,999,0
1236,追隨者裝備,,871,165,999,0
1237,寵物,,647,333,50,0
1238,轉化,,592,171,60,0
1239,轉化,,542,164,60,0
1240,轉化,,647,333,60,0
1241,轉化,,709,202,60,0
1242,轉化,,759,773,80,0
1243,轉化,,805,755,50,0
1244,轉化,,871,165,50,0
1245,轉化,,942,197,60,0
1246,皮甲護目鏡,,709,202,22,0
1247,鎖甲護目鏡,,709,202,23,0
1248,鎧甲護目鏡,,709,202,24,0
1249,交易工具,,647,333,999,0
1250,訓練,,592,171,0,0
1251,分解,,647,333,70,0
1254,交易工具,,709,202,999,0
1255,訓練,,647,333,0,0
1256,炸藥,,1257,2720,20,0
1257,廢料場工程,,0,2720,0,0
1259,零件和工具,,1257,2720,50,0
1261,其他,,1257,2720,100,0
1262,交易工具,,759,773,999,0
1266,交易工具,,942,197,999,0
1267,交易工具,,871,165,999,0
1275,坐騎,,1257,2720,80,0
1276,鮮血合約,,759,773,990,0
1278,交易工具,,805,755,999,0
1279,鏽栓升級配件,,1257,2720,70,0
1280,零件工具行,,1257,2720,30,0
1281,資源,,1257,2720,10,0
1282,***[未經授權]***,,1257,2720,200,0
1283,裝備,,1257,2720,5,0
1284,Placeholder - Report If Visible,,1257,2720,999,0
1285,交通工具,,1257,2720,40,0
1288,坐騎裝備,,871,165,40,0
1289,坐騎裝備,,942,197,150,0
1290,坐騎裝備,,647,333,60,0
1291,機器人,,1257,2720,45,0
1293,Shadowlands Alchemy - Header,,0,171,940,0
1294,暗影之境鍊金術,,1293,2750,920,1
1295,大鍋,,1294,171,5,0
1296,戰鬥藥水,,1294,171,10,0
1297,塗劑與萃取物,,1294,171,45,0
1298,精煉藥劑,,1294,171,30,0
1299,額外材料,,1294,171,40,0
1300,轉化,,1294,171,50,0
1301,飾品,,1294,171,60,0
1302,輔助藥水,,1294,171,70,0
1303,抗毒藥劑,,1294,171,1,0
1304,法器,,592,171,990,0
1305,法器,,542,164,990,0
1306,法器,,709,202,990,0
1307,法器,,805,755,990,0
1308,法器,,871,165,990,0
1309,法器,,942,197,990,0
1310,Shadowlands Blacksmithing - Header,,0,164,920,0
1311,暗影之境設計圖,,1310,2751,920,1
1312,護甲,,1311,164,10,0
1313,其他,,1311,164,20,0
1314,精製護甲,,1311,164,30,0
1315,武器,,1311,164,40,0
1316,武器加工,,1311,164,50,0
1317,材料,,1311,164,25,0
1318,額外材料,,1311,164,15,0
1319,Shadowlands Mining - Header,,0,186,920,0
1320,暗影之境採礦,,1319,2761,920,1
1321,熔煉,,1320,186,0,0
1322,Shadowlands Cuisine - Header,,0,185,920,0
1323,暗影之境菜餚,,1322,2752,920,1
1324,輕食,,1323,185,999,0
1325,大餐,,1323,185,30,0
1326,筵席,,1323,185,10,0
1327,靈魂食物,,1323,185,10,0
1330,Shadowlands Skinning - Header,,0,393,920,0
1331,暗影之境剝皮,,1330,2762,920,1
1332,材料,,1331,393,0,0
1333,Shadowlands Leatherworking - Header,,0,165,920,0
1334,暗影之境圖樣,,1333,2758,920,1
1335,其他,,1334,165,25,0
1336,皮甲,,1334,165,30,0
1337,武器,,1334,165,90,0
1338,材料,,1334,165,10,0
1339,鎖甲,,1334,165,30,0
1341,琪瑞安皮甲護甲,,1334,165,50,0
1342,琪瑞安鎖甲,,1334,165,50,0
1343,妖精皮甲護甲,,1334,165,50,0
1344,妖精鎖甲,,1334,165,50,0
1345,死靈領主皮甲護甲,,1334,165,50,0
1346,死靈領主鎖甲,,1334,165,50,0
1347,汎希爾皮甲護甲,,1334,165,50,0
1348,汎希爾鎖甲,,1334,165,50,0
1363,Shadowlands Enchanting - Header,,0,333,920,0
1364,暗影之境附魔,,1363,2753,920,1
1365,長靴附魔,,1364,333,10,0
1366,胸部附魔,,1364,333,20,0
1367,披風附魔,,1364,333,30,0
1368,手套附魔,,1364,333,40,0
1369,額外材料,,1364,333,50,0
1370,護腕附魔,,1364,333,15,0
1371,材料,,1364,333,70,0
1372,戒指附魔,,1364,333,80,0
1373,粉碎材料,,1364,333,90,0
1374,魔杖,,1364,333,100,0
1375,武器附魔,,1364,333,110,0
1380,Shadowlands Engineering - Header,,0,202,920,0
1381,暗影之境工程學,,1380,2755,920,1
1382,腰部配件,,1381,202,10,0
1383,炸彈,,1381,202,20,0
1384,裝置,,1381,202,30,0
1385,護目鏡,,1381,202,40,0
1386,額外材料,,1381,202,15,0
1387,零件,,1381,202,60,0
1388,瞄準鏡,,1381,202,70,0
1389,武器,,1381,202,80,0
1390,Shadowlands Fishing - Header,,0,356,920,0
1391,暗影之境釣魚,,1390,2754,920,1
1392,誘餌,,1391,356,10,0
1393,魚竿,,1391,356,20,0
1394,Shadowlands Tailoring - Header,,0,197,920,0
1395,暗影之境圖樣,,1394,2759,920,1
1396,護甲,,1395,197,50,0
1397,琪瑞安護甲,,1395,197,31,0
1398,妖精護甲,,1395,197,32,0
1399,死靈護甲,,1395,197,33,0
1400,汎希爾護甲,,1395,197,34,0
1401,額外材料,,1395,197,10,0
1402,刺繡,,1395,197,1,0
1403,繃帶,,1395,197,100,0
1405,Shadowlands Inscription - Header,,0,773,920,0
1406,暗影之境銘文學,,1405,2756,920,1
1407,副手,,1406,773,80,0
1408,墨水,,1406,773,10,0
1409,書籍與卷軸,,1406,773,30,0
1410,合約,,1406,773,30,0
1411,卡牌,,1406,773,40,0
1412,大量研磨,,1406,773,100,0
1413,雕紋,,1406,773,60,0
1415,法杖,,1406,773,70,0
1416,梵陀符文,,1406,773,50,0
1417,Shadowlands Designs - Header,,0,755,920,0
1418,暗影之境設計圖,,1417,2757,920,1
1419,寶石,,1418,755,10,0
1420,勘探,,1418,755,1,0
1421,額外材料,,1418,755,30,0
1422,項鍊,,1418,755,40,0
1423,材料,,1418,755,50,0
1424,戒指,,1418,755,60,0
1440,採集技術,,1441,182,0,0
1441,暗影之境草藥學,,1442,2760,920,1
1442,Shadowlands Herbalism - Header,,0,182,920,0
1443,剝皮技術,,1331,393,0,0
1444,靈魂暗語,,0,2777,0,0
1445,共鳴暗語,,1444,2777,20,0
1446,相位暗語,,1444,2777,0,0
1447,永恆暗語,,1444,2777,40,0
1448,消逝暗語,,1444,2777,10,0
1449,佳餚,,1118,185,0,0
1471,護甲片,,1334,165,20,0
1472,精製護甲,,1334,165,28,0
1473,精工鎖甲,,1334,165,28,0
1474,額外材料,,1406,773,20,0
1476,坐騎裝備,,1334,165,100,0
1477,基礎傀儡,,1478,2787,1,0
1478,憎惡縫合術,,0,2787,0,0
1479,特製傀儡,,1478,2787,2,0
1480,消耗品,,1478,2787,3,0
1481,元件,,1478,2787,4,0
1484,精製珠寶,,1418,755,100,0
1485,晉升工藝,,0,2791,0,0
1486,釣餌,,1485,2791,1,0
1487,盾牌,,1311,164,21,0
1488,額外材料,,590,164,1,0
1489,額外材料,,584,164,1,0
1490,額外材料,,577,164,1,0
1491,額外材料,,569,164,1,0
1492,額外材料,,553,164,1,0
1493,額外材料,,389,164,1,0
1494,額外材料,,426,164,1,0
1495,額外材料,,542,164,1,0
1496,額外材料,,379,165,1,0
1497,額外材料,,882,165,1,0
1498,額外材料,,880,165,1,0
1499,額外材料,,878,165,1,0
1500,額外材料,,876,165,1,0
1501,額外材料,,380,165,1,0
1502,額外材料,,460,165,10,0
1503,額外材料,,871,165,1,0
1504,額外材料,,362,197,1,0
1505,額外材料,,956,197,1,0
1506,額外材料,,954,197,1,0
1507,額外材料,,952,197,1,0
1508,額外材料,,950,197,1,0
1509,額外材料,,369,197,1,0
1510,額外材料,,430,197,1,0
1511,額外材料,,942,197,1,0
1512,機器人,,1381,202,995,0
1513,精製護甲,,1395,197,49,0
1514,裝備,,1485,2791,2,0
1515,符咒,,1485,2791,3,0
1516,恩澤,,1485,2791,4,0
1517,其他,,1294,171,100,0
1518,帽子與配件,,1395,197,90,0
1519,帽子,,1406,773,999,0
1520,帽子,,1418,755,999,0
1521,額外材料,,1334,165,15,0
1522,任務配方,,1311,164,0,0
1523,外觀配件：頭部,,1478,2787,6,0
1524,特殊物品,,1478,2787,5,0
1525,任務配方,,1294,171,0,0
1526,任務配方,,1323,185,0,0
1527,任務配方,,1364,333,0,0
1528,任務配方,,1381,202,0,0
1529,任務配方,,1406,773,0,0
1530,任務配方,,1418,755,0,0
1531,任務配方,,1334,165,0,0
1532,任務配方,,1395,197,0,0
1533,外觀配件：其他,,1478,2787,9,0
1534,外觀配件：肩膀,,1478,2787,7,0
1535,外觀配件：背部,,1478,2787,8,0
1538,背包,,1395,197,20,0
1539,施法材料,,0,2811,0,0
1542,其他,,1364,333,999,0
1543,雕像,,1418,755,110,0
1547,原基袋熊,,1548,2819,150,0
1548,原靈體合成,,0,2819,0,0
1549,鈍口原蠑,,1548,2819,20,0
1550,原基水母,,1548,2819,10,0
1551,原蟾,,1548,2819,30,0
1552,原鹿,,1548,2819,40,0
1553,原蝸,,1548,2819,50,0
1554,地質元素,,1548,2819,60,0
1555,原兔,,1548,2819,70,0
1556,原雞,,1548,2819,80,0
1557,原型原鳥,,1548,2819,90,0
1558,原基甲蟲,,1548,2819,110,0
1559,原蛛,,1548,2819,120,0
1560,原蜂,,1548,2819,130,0
1561,原蛇,,1548,2819,140,0
1562,秘法操控,,0,2821,0,0
1563,魔法飾品,,1562,2821,50,0
1564,原鷹,,1548,2819,100,0
1565,巨龍群島鍛造 - 標題,,0,164,910,0
1566,巨龍群島設計圖,,1565,2822,910,1
1567,護甲,,1566,164,30,0
1570,巨龍群島鍊金術 - 標題,,0,171,910,0
1571,巨龍群島採礦 - 標題,,0,186,910,0
1572,巨龍群島菜餚 - 標題,,0,185,910,0
1573,巨龍群島剝皮 - 標題,,0,393,910,0
1574,巨龍群島設計 - 標題,,0,755,910,0
1575,巨龍群島製皮 - 標題,,0,165,910,0
1576,巨龍群島裁縫 - 標題,,0,197,910,0
1577,巨龍群島附魔 - 標題,,0,333,910,0
1578,巨龍群島工程學 - 標題,,0,202,910,0
1579,巨龍群島釣魚 - 標題,,0,356,910,0
1580,巨龍群島銘文學 - 標題,,0,773,910,0
1581,巨龍群島草藥學 - 標題,,0,182,910,0
1582,巨龍群島鍊金術,,1570,2823,910,1
1584,巨龍群島採礦,,1571,2833,910,1
1585,巨龍群島菜餚,,1572,2824,910,1
1586,巨龍群島剝皮,,1573,2834,910,1
1587,巨龍群島圖樣,,1575,2830,910,1
1588,巨龍群島配方,,1577,2825,910,1
1591,巨龍群島圖樣,,1576,2831,910,1
1592,巨龍群島技藝,,1580,2828,910,1
1593,巨龍群島設計,,1574,2829,910,1
1594,巨龍群島草藥學,,1581,2832,910,1
1595,巨龍群島結構圖,,1578,2827,910,1
1597,原狼,,1548,2819,75,0
1602,空氣藥劑,,1582,171,30,0
1603,風之瓶,,1582,171,40,0
1604,轉化,,1582,171,50,0
1605,鍊金石,,1582,171,80,0
1606,專業服飾,,1591,197,30,0
1608,最後加工材料,,1582,171,60,0
1609,額外材料,,1582,171,60,0
1610,薰香,,1582,171,70,0
1611,材料,,1582,171,15,0
1612,大鍋,,1582,171,35,0
1628,寶石,,1593,755,10,0
1629,雜項,,1593,755,24,0
1630,材料,,1593,755,5,0
1631,飾品,,1593,755,40,0
1632,珠寶,,1593,755,50,0
1633,雕像與雕刻,,1593,755,60,0
1634,戰寵,,1593,755,70,0
1635,奢侈玻璃精品,,1593,755,150,0
1636,初級寶石,,1593,755,11,0
1637,風之寶石,,1593,755,13,0
1638,土之寶石,,1593,755,14,0
1639,火之寶石,,1593,755,17,0
1640,霜之寶石,,1593,755,19,0
1641,洪荒使者寶石,,1593,755,21,0
1642,專業技能裝備,,1593,755,110,0
1643,新奇作品,,1593,755,75,0
1644,冰霜之瓶,,1582,171,45,0
1645,冰霜藥水,,1582,171,35,0
1646,元素之瓶和藥水,,1582,171,37,0
1648,武器,,1587,165,50,0
1649,額外材料,,1587,165,100,0
1650,最後加工材料,,1587,165,110,0
1651,護甲片,,1587,165,120,0
1652,玩具,,1587,165,140,0
1654,材料,,1587,165,90,0
1655,鼓,,1587,165,130,0
1656,專業技能裝備,,1587,165,40,0
1657,皮甲,,1587,165,20,0
1658,鎖甲,,1587,165,30,0
1662,服飾,,1591,197,15,0
1665,藍織布服飾,,1591,197,20,0
1666,時織布服飾,,1591,197,25,0
1667,實驗,,1591,197,55,0
1668,裁縫必需品,,1591,197,1,0
1669,編織布料,,1591,197,10,0
1670,什錦刺繡,,1591,197,50,0
1671,最後加工材料,,1591,197,12,0
1672,法術絲線,,1591,197,31,0
1673,額外材料,,1591,197,11,0
1674,鑲邊背包,,1591,197,45,0
1675,武器,,1566,164,50,0
1676,最後加工材料,,1566,164,7,0
1677,專業技能工具和配件,,1566,164,60,0
1678,熔煉,,1566,164,10,0
1679,額外材料,,1566,164,20,0
1680,寵物,,1566,164,40,0
1681,鍊金術必需品,,1582,171,5,0
1682,消耗性工具,,1566,164,70,0
1683,天空騎術,,1566,164,80,0
1684,石製品,,1566,164,26,0
1685,珠寶設計必需品,,1593,755,2,0
1686,任務設計圖,,1593,755,0,0
1687,任務配方,,1582,171,0,0
1688,任務設計圖,,1566,164,0,0
1689,任務技藝,,1594,182,0,0
1690,任務公式,,1588,333,0,0
1691,任務結構圖,,1595,202,0,0
1692,任務技藝,,1592,773,0,0
1693,任務圖樣,,1587,165,0,0
1694,任務技藝,,1584,186,0,0
1695,任務技藝,,1586,393,0,0
1696,任務圖樣,,1591,197,0,0
1698,追蹤,,0,186,0,0
1699,追蹤,,0,182,0,0
1700,追蹤,,0,356,0,0
1702,食材,,1585,185,10,0
1704,零食,,1585,185,20,0
1705,甜點,,1585,185,30,0
1706,肉料理,,1585,185,40,0
1707,魚類餐點,,1585,185,50,0
1708,盛宴,,1585,185,60,0
1709,飲料,,1585,185,25,0
1710,裝置,,1595,202,120,0
1711,煙火,,1595,202,95,0
1712,瞄準鏡與彈藥,,1595,202,90,0
1713,技工裝置,,1595,202,40,0
1714,專業技能裝備,,1595,202,130,0
1715,護目鏡,,1595,202,50,0
1716,武器,,1595,202,70,0
1717,最後加工材料,,1595,202,20,0
1718,零件,,1595,202,10,0
1719,機器人,,1595,202,140,0
1720,榫輪,,1595,202,80,0
1721,炸藥,,1595,202,100,0
1722,額外材料,,1595,202,30,0
1723,護甲,,1595,202,60,0
1724,研磨,,765,773,1,0
1725,勘探,,811,755,1,0
1726,研磨,,415,773,1,0
1727,勘探,,372,755,1,0
1728,研磨,,410,773,1,0
1729,勘探,,373,755,1,0
1730,銘文學必需品,,1592,773,2,0
1731,研磨,,759,773,1,0
1732,勘探,,805,755,1,0
1733,研磨,,450,773,1,0
1734,勘探,,464,755,1,0
1735,研磨,,767,773,1,0
1736,勘探,,813,755,1,0
1737,研磨,,769,773,1,0
1738,勘探,,815,755,1,0
1739,研磨,,763,773,1,0
1740,勘探,,809,755,1,0
1741,研磨,,1406,773,1,0
1744,餌食配方,,1586,393,10,0
1745,釣魚誘餌配方,,1586,393,15,0
1746,精煉,,1586,393,5,0
1747,簡單魚類餐點,,1585,185,48,0
1748,飾品,,1592,773,25,0
1752,材料,,1592,2828,10,0
1753,精煉,,1584,186,0,0
1754,墨水,,1592,773,10,0
1755,專業技能裝備,,1592,773,30,0
1756,書狀,,1592,773,20,0
1757,專業技能專精,,1592,773,50,0
1758,武器,,1592,773,25,0
1759,合約,,1592,773,45,0
1760,天空騎術,,1592,773,55,0
1761,符文和符印,,1592,773,25,0
1762,秘紋,,1592,773,40,0
1763,卷軸,,1592,773,30,0
1764,第二部分 - 龍金,,1584,186,20,0
1765,第一部分 - 賽若拜岩,,1584,186,10,0
1766,可開採的生物,,1584,186,3,0
1767,材料,,1592,773,11,0
1768,重新製作,,1566,164,1,0
1770,釣魚點,,1771,2847,1,0
1771,巨牙海民捕魚裝備,,0,2847,0,0
1772,捕魚裝備,,1771,2847,1,0
1773,捕魚裝備升級,,1771,2847,3,0
1774,戒指附魔,,1588,333,80,0
1775,長靴附魔,,1588,333,70,0
1776,護腕附魔,,1588,333,60,0
1777,胸部附魔,,1588,333,50,0
1778,披風附魔,,1588,333,40,0
1779,武器附魔,,1588,333,90,0
1780,專業技能工具附魔,,1588,333,100,0
1781,附魔棒和魔杖,,1588,333,110,0
1782,幻象商品,,1588,333,120,0
1783,粉碎材料,,1588,333,130,0
1784,重新製作,,1595,202,1,0
1785,重新製作,,1587,165,1,0
1786,護盾,,1566,164,40,0
1788,附錄二 - 超載,,1584,186,110,0
1789,製作工具書狀,,1592,773,21,0
1790,採集工具書狀,,1592,773,22,0
1791,精煉,,1594,182,1,0
1792,最後加工材料,,1588,333,20,0
1793,第一部分 - 荷芡花,,1594,182,10,0
1794,第三部分 - 虎耳草,,1594,182,30,0
1795,第二部分 - 泡沫罌粟,,1594,182,20,0
1796,第四部分 - 攀纏樹皮,,1594,182,40,0
1797,附錄二 - 超載,,1594,182,110,0
1798,最後加工材料,,1593,755,60,0
1799,天空騎術 - 再生元龍,,1592,773,55,0
1800,天空騎術 - 烈風迅疾龍,,1592,773,56,0
1801,天空騎術 - 高地飛龍,,1592,773,57,0
1802,天空騎術 - 峭壁荒野飛龍,,1592,773,58,0
1803,魔法商品,,1588,333,140,0
1804,剝皮詳情,,1586,393,1,0
1805,巨龍群島釣魚,,1579,2826,910,1
1806,淡水,,1805,356,2,0
1807,海水,,1805,356,3,0
1808,特殊釣魚,,1805,356,4,0
1809,一般釣魚,,1805,356,1,0
1810,腐朽圖樣,,1587,165,80,0
1811,元素圖樣,,1587,165,60,0
1812,野獸圖樣,,1587,165,70,0
1813,重新製作,,1588,333,1,0
1814,附錄I - 無窮知識,,1584,186,100,0
1815,附錄I - 無窮知識,,1594,182,100,0
1818,第三部分 - 卡茲格羅岩,,1584,186,30,0
1819,額外材料,,347,202,1,0
1820,額外材料,,410,773,1,0
1824,獸人菜餚,,72,185,0,0
1838,遠古設計圖,,590,164,999,0
1839,遠古圖樣,,362,197,999,0
1840,遠古公式,,667,333,999,0
1841,遠古技藝,,415,773,999,0
1842,遠古圖樣,,379,165,999,0
1855,工匠珍品,,1582,171,500,0
1856,工匠珍品,,1593,755,500,0
1857,工匠珍品,,1587,165,500,0
1858,工匠珍品,,1591,197,500,0
1859,工匠珍品,,1566,164,500,0
1860,工匠珍品,,1585,185,500,0
1861,工匠珍品,,1588,333,500,0
1862,工匠珍品,,1595,202,500,0
1863,工匠珍品,,1592,773,500,0
1864,美味與營養,,1585,185,55,0
1870,原初之石,,1593,755,500,0
1871,力量灌注,,1588,333,150,0
1872,簡易投擲,,1595,202,101,0
1873,天空騎術 - 盤旋滑龍,,1592,773,59,0
1874,雕紋,,1592,773,29,0
1877,傳說,,1566,164,1,0
1878,傳說,,1593,755,1,0
1879,野獸 - 黑曜戰鬥者,,1587,165,71,0
1880,野獸 - 赤紅戰鬥者,,1587,165,72,0
1881,晶紅盛宴,,1585,185,35,0
1882,傳說,,1595,202,1,0
1886,遠古設計圖,,372,755,999,0
1887,遠古結構圖,,419,202,9999,0
1891,野獸 - 蒼翠戰鬥者,,1587,165,72,0
1892,貨品,,1893,2870,0,0
1893,貨品,,0,2870,0,0
1894,傳說,,1592,773,1,0
1895,傳說,,1588,333,1,0
1896,傳說,,1587,165,1,0
1897,卡茲阿爾加鍊金術 - 標題,,0,171,900,0
1898,卡茲阿爾加配方,,1897,2871,900,1
1899,卡茲阿爾加鍛造 - 標題,,0,164,900,0
1900,卡茲阿爾加設計圖,,1899,2872,900,1
1901,卡茲阿爾加菜餚 - 標題,,0,185,900,0
1902,卡茲阿爾加菜餚,,1901,2873,900,1
1903,卡茲阿爾加附魔 - 標題,,0,333,900,0
1904,卡茲阿爾加公式,,1903,2874,900,1
1905,卡茲阿爾加工程學 - 標題,,0,202,900,0
1906,卡茲阿爾加結構圖,,1905,2875,900,1
1907,卡茲阿爾加釣魚 - 標題,,0,356,900,0
1908,卡茲阿爾加釣魚,,1907,2876,900,1
1909,卡茲阿爾加草藥學 - 標題,,0,182,900,0
1910,卡茲阿爾加草藥學,,1909,2877,900,1
1911,卡茲阿爾加銘文學 - 標題,,0,773,900,0
1912,卡茲阿爾加技藝,,1911,2878,900,1
1913,卡茲阿爾加設計圖 - 標題,,0,755,900,0
1914,卡茲阿爾加設計圖,,1913,2879,900,1
1915,卡茲阿爾加製皮 - 標題,,0,165,900,0
1916,卡茲阿爾加圖樣,,1915,2880,900,1
1917,卡茲阿爾加採礦 - 標題,,0,186,900,0
1918,卡茲阿爾加採礦,,1917,2881,900,1
1919,卡茲阿爾加剝皮 - 標題,,0,393,900,0
1920,卡茲阿爾加剝皮,,1919,2882,900,1
1921,卡茲阿爾加裁縫 - 標題,,0,197,900,0
1922,卡茲阿爾加圖樣,,1921,2883,900,1
1924,第一部分 - 鉍礦,,1918,186,10,0
1925,第二部分 - 亞基岩,,1918,186,20,0
1926,第三部分 - 鐵爪礦,,1918,186,30,0
1927,附錄一 - 無窮知識,,1918,186,100,0
1928,附錄二 - 超載,,1918,186,110,0
1933,附錄一 - 無窮知識,,1910,182,100,0
1934,附錄二 - 超載,,2000,182,110,0
1935,補給貨品,,0,2886,0,0
1936,草藥貨品,,1935,2886,0,0
1937,基本訓練,,871,165,0,0
1938,礦石貨品,,1935,2886,0,0
1939,剝皮貨品,,1935,2886,0,0
1940,烹飪貨品,,1935,2886,0,0
1941,布料貨品,,1935,2886,0,0
1943,重新製作,,1900,164,1,0
1944,鍊金術必需品,,1898,171,5,0
1945,重新製作,,1904,333,1,0
1946,珠寶設計必需品,,1914,755,2,0
1947,重新製作,,1906,202,1,0
1948,重新製作,,1916,165,1,0
1949,銘文學必需品,,1912,773,2,0
1950,裁縫必需品,,1922,197,1,0
1959,天空騎術 - 岩洞虛空之翼龍,,1592,773,60,0
1960,寶石貨品,,1935,2886,0,0
1969,野獸 - 龍族戰鬥者,,1587,165,73,0
1972,材料,,1898,171,10,0
1973,藥水,,1898,171,20,0
1974,精煉藥劑,,1898,171,30,0
1975,藥瓶,,1898,171,40,0
1976,轉化,,1898,171,50,0
1977,鍊金石,,1898,171,60,0
1978,大鍋,,1898,171,70,0
1979,基礎混合物,,1898,171,15,0
1980,兇惡精煉藥劑,,1898,171,35,0
1981,新奇作品,,1898,171,500,0
1986,混雜琥珀,,1914,755,10,0
1987,華貴翡翠,,1914,755,10,0
1988,奢華瑪瑙,,1914,755,10,0
1989,耀光紅寶石,,1914,755,10,0
1990,驚豔藍寶石,,1914,755,10,0
1991,豪華奢侈品,,1914,755,90,0
1992,珠寶,,1914,755,30,0
1993,競技者工藝品(PvP),,1914,755,35,0
1994,專業技能裝備,,1914,755,40,0
1995,基礎材料,,1914,755,5,0
1996,稜鏡,,1914,755,15,0
1997,和善的褻瀆石,,1914,755,13,0
1998,額外裝飾,,1914,755,6,0
1999,卡茲阿爾加草藥學 - 標題,,0,182,900,0
2000,卡茲阿爾加草藥學,,1999,2877,900,1
2001,第一部分 - 真菌花,,2000,182,10,0
2002,第二部分 - 誘滴草,,2000,182,20,0
2003,第三部分 - 錐頭草,,2000,182,30,0
2004,第四部分 - 祝綻花,,2000,182,40,0
2005,第五部分 - 阿拉索之矛,,2000,182,50,0
