Name_lang,ID,SecondaryID,Flags,ChrModelID,OrderIndex,ChrCustomizationCategoryID,OptionType,BarberShopCostModifier,ChrCustomizationID,Requirement,SecondaryOrderIndex,AddedInPatch
穿洞飾品,761,498,8,15,13,3,0,0,5,0,13,90001
耳飾,764,499,8,15,12,3,0,0,5,0,12,90001
耳飾,766,500,8,16,12,3,0,0,5,0,12,90001
面部彩繪,767,501,40,15,10,3,0,0,19,0,10,90001
面部彩繪顏色,768,502,10,15,11,3,0,0,4,0,11,90001
身體彩繪,769,503,8,15,20,1,0,0,19,0,20,90001
身體彩繪顏色,770,504,10,15,21,1,0,0,4,0,21,90001
面部彩繪,771,505,40,16,10,3,0,0,19,0,10,90001
面部彩繪顏色,772,506,10,16,11,3,0,0,4,0,11,90001
身體彩繪,773,507,8,16,20,1,0,0,19,0,20,90001
身體彩繪顏色,774,508,10,16,21,1,0,0,4,0,21,90001
珠寶顏色,776,509,10,20,26,5,0,0,5,0,26,90001
珠寶顏色,778,510,2,22,11,1,0,0,1,0,21,90001
珠寶顏色,782,511,2,21,12,3,0,0,1,0,12,90001
上唇鬍髭,783,512,0,13,5,2,0,0,5,0,5,90001
眉毛,784,513,0,13,7,2,0,0,5,0,7,90001
耳環顏色,786,514,10,14,7,2,0,0,18,0,8,90001
眼睛顏色,794,515,2,73,7,2,0,0,2,0,7,90001
眼睛顏色,795,516,2,74,6,2,0,0,2,0,6,90001
塗裝顏色,797,517,2,73,12,1,0,0,1,0,12,90001
塗裝顏色,799,518,2,74,12,1,0,0,1,0,12,90001
花朵,801,519,40,11,16,19,1,0,5,0,17,90001
珠寶顏色,803,520,10,11,15,19,0,0,5,0,16,90001
珠寶顏色,805,521,2,12,15,19,0,0,5,0,15,90001
鼻子,806,522,0,17,12,3,0,0,20,0,12,90001
下巴,807,523,0,17,8,2,0,0,20,0,8,90001
鼻子,808,524,0,18,12,3,0,0,20,0,12,90001
下巴,809,525,0,18,8,2,0,0,20,0,8,90001
耳環,811,526,72,18,11,3,0,0,20,0,11,90001
鼻環,813,527,104,18,13,3,0,0,20,0,13,90001
耳環,815,528,72,17,11,3,0,0,20,0,11,90001
鼻環,817,529,104,17,13,3,0,0,20,0,13,90001
珠寶顏色,819,530,8,17,14,3,0,0,4,0,14,90001
珠寶顏色,821,531,8,18,14,3,0,0,4,0,14,90001
眼睛顏色,824,532,2,3,7,2,0,0,2,0,7,90001
眼睛顏色,825,533,2,4,5,2,0,0,2,0,5,90001
疤痕,826,534,40,3,10,3,0,0,1,0,10,90001
刺青,827,535,41,3,21,5,0,0,1,0,21,90001
戰紋,828,536,40,3,22,5,0,0,1,0,22,90001
戰紋色彩,829,537,10,3,23,5,0,0,1,0,23,90001
疤痕,830,538,40,4,6,2,0,0,1,0,7,90001
刺青,831,539,41,4,20,5,0,0,1,0,20,90001
戰紋,832,540,40,4,21,5,0,0,1,0,21,90001
戰紋色彩,833,541,10,4,22,5,0,0,1,0,22,90001
耳環,836,542,8,3,12,3,0,0,5,0,12,90001
項鍊,841,544,8,4,12,3,0,0,11,0,12,90001
花朵,842,545,40,12,16,19,1,0,5,0,16,90001
眼睛顏色,845,546,2,59,10,2,0,0,2,0,10,90001
眼睛顏色,846,547,2,60,8,2,0,0,2,0,8,90001
鼻環,847,548,8,4,11,3,0,0,11,0,11,90001
觸鬚,848,549,0,59,7,2,0,0,5,0,12,90001
眉毛,849,550,0,59,9,2,0,0,5,0,9,90001
眼睛顏色,852,551,2,69,7,2,0,0,2,0,7,90001
眼睛顏色,853,552,2,70,7,2,0,0,2,0,7,90001
耳環,854,553,8,69,8,2,1,0,161,0,9,90001
耳環,855,554,8,70,8,2,1,0,161,0,9,90001
眼睛顏色,858,555,2,53,7,2,0,0,2,0,7,90001
眼睛顏色,859,556,2,54,7,2,0,0,2,0,7,90001
眼睛顏色,862,557,2,55,7,2,0,0,2,0,7,90001
眼睛顏色,863,558,2,56,4,2,0,0,2,0,8,90001
耳環,864,559,8,56,8,3,0,0,5,0,26,90001
身體彩繪,865,560,9,55,8,1,0,0,37,0,30,90001
身體彩繪,866,561,9,56,9,1,0,0,37,0,30,90001
眼睛顏色,869,562,2,61,8,2,0,0,2,0,8,90001
眼睛顏色,870,563,2,62,6,2,0,0,2,0,6,90001
項鍊,871,564,8,62,13,3,0,0,31,0,13,90001
穿洞飾品,872,565,8,62,12,3,0,0,31,0,12,90001
耳擴,873,566,8,61,9,3,0,0,30,0,21,90001
獠牙,874,567,8,3,14,3,0,0,5,0,14,90001
鼻環,875,568,8,3,13,3,0,0,5,0,13,90001
鬢角,876,569,0,3,6,2,0,0,5,0,6,90001
塗黑,877,570,40,3,11,3,0,0,5,0,11,90001
眼睛顏色,880,571,2,71,7,15,0,0,1,0,7,90001
眼睛顏色,881,572,2,72,5,15,0,0,1,0,5,90001
鬢角,882,573,0,71,6,15,0,0,5,0,6,90001
獠牙,883,574,8,71,23,3,0,0,2,0,23,90001
耳環,884,575,8,71,21,3,0,0,5,0,21,90001
穿洞飾品,885,576,8,71,22,3,0,0,5,0,22,90001
鼻環,886,577,8,72,7,34,0,0,11,0,21,90001
項鍊,887,578,8,72,8,34,0,0,11,0,23,90001
上唇鬍髭,888,579,0,1,5,2,0,0,5,0,6,90001
鬢角,889,580,0,1,7,2,0,0,5,0,9,90001
眉毛,890,581,0,1,10,3,0,0,5,0,10,90001
臂環,891,582,8,20,25,5,0,0,5,0,25,90001
珠寶顏色,892,583,10,58,9,2,0,0,5,0,10,90001
熊形態,901,592,32,189,0,6,0,0,0,0,0,90001
獵豹形態,911,602,32,190,0,7,0,0,0,0,0,90001
完全變身,922,604,32,194,0,46,0,0,0,0,0,90001
上唇鬍髭,936,618,0,5,5,16,0,0,5,0,5,90001
眉毛,937,619,0,5,12,16,0,0,5,0,12,90001
水棲形態,946,628,32,191,0,9,0,0,0,0,0,90001
旅行形態,956,638,32,192,0,10,0,0,0,0,0,90001
飛行形態,966,648,32,193,0,11,0,0,0,0,0,90001
膚色,968,650,16,40,1,2,0,0,1,0,1,90001
特徵,969,651,0,40,4,4,0,0,5,0,4,90001
眉毛,970,652,0,2,10,2,0,0,5,0,5,90001
觸鬚,1516,663,0,60,9,3,0,0,24,0,20,90105
犄角飾品,1517,664,8,60,10,2,0,0,24,0,6,90105
頭飾,1518,665,8,60,11,3,0,0,24,0,22,90105
下顎飾品,1519,666,8,60,12,3,1,0,24,0,24,90105
髮飾,1520,667,8,60,13,2,1,0,24,0,7,90105
項鍊,1521,668,8,60,14,3,1,0,24,0,25,90105
耳環,1522,669,8,60,15,3,0,0,24,0,23,90105
尾巴,1523,670,8,60,16,1,0,0,1,0,31,90105
珠寶顏色,1524,671,3,60,17,1,0,0,1,0,32,90105
珠寶顏色,1525,672,3,59,11,1,0,0,1,0,32,90105
尾巴,1526,673,0,59,12,1,0,0,1,0,31,90105
犄角飾品,1527,674,8,59,13,2,1,0,5,0,13,90105
風格,1528,661,64,148,0,21,0,0,2,0,0,100105
眼睛,1529,676,0,54,8,2,0,0,2,0,6,90105
眼睛,1530,677,0,53,8,2,0,0,2,0,6,90105
眉毛,1531,678,0,54,9,2,0,0,1,0,5,90105
眉毛,1532,679,0,53,9,2,0,0,1,0,5,90105
面部珠寶,1533,680,8,54,10,3,0,0,43,0,23,90105
面部珠寶,1534,681,8,53,10,3,0,0,44,0,23,90105
下顎珠寶,1535,682,8,54,11,3,0,0,43,0,24,90105
下巴飾品,1536,683,8,53,11,3,0,0,44,0,25,90105
下顎珠寶,1537,684,8,53,12,3,0,0,44,0,24,90105
上唇鬍髭,1538,685,0,53,13,3,0,0,5,0,19,90105
項鍊,1539,686,8,54,12,3,0,0,43,0,25,90105
面部刺青,1540,687,9,54,13,3,0,0,42,0,20,90001
面部刺青,1541,688,9,53,14,3,0,0,42,0,20,90001
珠寶顏色,1542,690,3,53,15,3,0,0,1,0,26,90105
珠寶顏色,1543,689,3,54,14,3,0,0,1,0,26,90105
頭飾,1544,691,8,54,18,3,1,0,43,0,21,90105
髮飾,1545,692,8,54,15,2,1,0,43,0,9,90105
頭飾,1546,693,8,53,16,3,1,0,44,0,21,90105
耳朵,1548,694,8,58,10,2,0,0,1,0,11,90105
耳朵,1549,695,8,57,9,2,0,0,1,0,10,90105
觸手,1550,696,0,58,11,2,1,0,3,0,12,90105
觸手,1551,697,0,57,10,2,1,0,3,0,11,90105
鬃毛,1555,698,8,55,6,2,0,0,170,0,5,90105
前額鬃毛,1556,699,0,55,16,2,0,0,170,0,4,90105
前額鬃毛,1557,700,0,56,7,2,0,0,38,0,3,90105
羽毛,1558,701,8,56,17,2,1,0,5,0,6,90105
髮飾,1559,702,8,56,18,2,0,0,38,0,5,90105
鼻部穿洞,1560,703,8,55,17,3,0,0,5,0,26,90105
頭飾,1561,704,8,55,18,2,0,0,5,0,9,90105
犄角纏帶,1562,705,0,55,19,3,0,0,5,0,22,90105
犄角飾品,1563,706,8,55,20,3,0,0,5,0,23,90105
尾巴飾品,1564,707,8,55,21,1,0,0,5,0,33,90105
尾巴,1565,708,8,55,22,1,0,0,1,0,32,90105
珠寶顏色,1566,709,2,55,23,3,0,0,5,0,23,90105
珠寶顏色,1567,710,2,56,19,3,0,0,5,0,19,90105
羽毛,1568,711,8,55,24,3,0,0,5,0,25,90105
犄角顏色,1569,712,2,55,25,3,0,0,40,0,20,90105
鼻部穿洞,1570,713,8,56,20,3,0,0,5,0,27,90105
頭飾,1571,714,8,56,21,2,0,0,5,0,7,90105
犄角纏帶,1572,715,8,56,22,3,1,0,5,0,23,90105
犄角飾品,1573,716,8,56,23,3,1,0,5,0,24,90105
犄角顏色,1574,717,2,56,26,3,0,0,40,0,21,90105
尾巴,1575,718,8,56,27,1,0,0,1,0,32,90105
尾巴飾品,1576,719,8,56,28,1,0,0,5,0,33,90105
發光手部,1577,653,8,54,19,1,1,0,2,0,31,90105
主要顏色,1578,720,80,89,0,22,0,0,1,0,2,100000
視力,1582,723,32,89,3,32,0,0,2,0,26,100000
眼睛顏色,1583,721,2,89,5,32,0,0,2,0,24,100000
眼睛類型,1584,722,0,89,4,32,0,0,2,0,25,100000
發光手部,1585,654,8,53,17,1,1,0,2,0,31,90105
臉型,1586,724,136,89,3,32,0,0,2,0,20,100000
次要顏色強度,1587,725,8,89,1,22,0,0,4,0,3,100000
耳朵,1588,726,8,89,6,33,0,0,5,0,30,100000
犄角顏色,1589,727,10,89,7,31,0,0,4,0,11,100000
犄角造型,1590,728,8,89,8,31,0,0,3,0,10,100000
臉頰,1591,729,8,89,9,33,0,0,2,0,33,100000
眉毛,1592,730,0,89,10,33,0,0,2,0,31,100000
顴骨,1593,731,8,89,11,33,0,0,2,0,32,100000
口鼻,1594,732,0,89,12,32,0,0,2,0,21,100000
冠毛,1595,733,8,89,13,31,0,0,3,0,15,100000
喉嚨,1596,734,8,89,14,33,0,0,3,0,34,100000
體型大小,1597,735,0,89,15,22,0,0,1,0,1,100000
尾巴,1598,736,8,89,16,26,0,0,1,0,56,100000
尾脊,1599,737,8,89,17,26,0,0,1,0,57,100000
腿部尖刺,1600,738,0,89,18,22,1,0,1,0,9,100000
手臂尖刺,1601,739,128,89,19,24,0,0,1,0,47,100000
胸部尖刺,1602,740,128,89,20,22,0,0,1,0,8,100000
身體刻紋,1603,741,8,89,21,22,0,0,4,0,6,100000
身體斑紋,1604,742,8,89,22,22,0,0,4,0,5,100000
臉部刻紋,1607,743,8,89,23,32,0,0,4,0,23,100000
臉部斑紋,1608,744,8,89,24,32,0,0,4,0,22,100000
膚色,1609,745,16,123,1,27,0,0,1,3137,2,100000
皮膚鱗片類型,1610,746,0,123,0,27,0,0,1,4079,3,100000
膚色,1611,747,16,124,1,27,0,0,1,3146,2,100000
皮膚鱗片類型,1612,748,0,124,0,27,0,0,1,4076,3,100000
膚色,1613,749,16,125,1,27,0,0,1,3732,1,100000
皮膚鱗片類型,1614,750,0,125,0,28,0,0,1,4080,2,100000
膚色,1615,751,16,126,1,27,0,0,1,0,1,100000
皮膚鱗片類型,1616,752,0,126,0,27,0,0,1,4078,2,100000
犄角造型,1625,753,0,123,2,27,0,0,0,3137,5,100000
冠毛,1627,754,0,123,3,29,0,0,0,3137,31,100000
眉毛,1628,755,0,123,4,30,0,0,0,3137,50,100000
耳朵,1629,756,0,123,5,30,0,0,0,3137,55,100000
下顎,1630,757,0,123,6,29,0,0,0,3137,36,100000
下巴,1631,758,0,123,7,29,0,0,0,3137,35,100000
鼻子,1632,759,0,123,8,29,0,0,0,3137,34,100000
喉嚨,1633,760,0,123,9,28,0,0,0,3137,20,100000
腿部,1634,761,0,123,10,28,0,0,0,3137,26,100000
尾巴,1635,762,0,123,11,28,0,0,0,3137,22,100000
背部,1636,763,0,123,12,28,0,0,0,3137,21,100000
飛翼,1637,764,0,123,13,28,0,0,0,3137,27,100000
眼睛,1638,765,0,123,14,30,0,0,0,3137,51,100000
身體護甲,1639,766,0,123,15,28,0,0,0,3137,23,100000
頭部護甲,1640,767,0,123,16,28,0,0,0,3137,24,100000
髮色,1648,768,2,123,18,29,0,0,0,3137,32,100000
犄角顏色,1649,769,2,123,19,27,0,0,0,3137,6,100000
斑紋,1651,770,0,123,20,27,0,0,0,3137,4,100000
護甲顏色,1652,771,2,123,21,28,0,0,0,3137,25,100000
視力,1656,772,32,123,22,30,0,0,2,3137,52,100000
眼睛顏色,1657,773,2,123,23,30,0,0,2,3137,53,100000
眼睛類型,1658,774,0,123,24,30,0,0,2,4127,54,100000
口鼻,1659,775,0,124,2,29,0,0,0,3146,4,100000
犄角造型,1660,776,0,124,3,27,0,0,0,3146,6,100000
冠毛,1662,777,0,124,4,29,0,0,0,3146,5,100000
下顎,1664,778,0,124,5,29,0,0,0,3146,6,100000
眉毛,1666,779,0,124,6,29,0,0,0,3146,7,100000
背部,1667,780,0,124,7,28,0,0,0,3146,8,100000
尾巴,1668,781,0,124,8,28,0,0,0,3146,9,100000
喉嚨,1669,782,0,124,9,28,0,0,0,3146,10,100000
眼睛,1670,783,0,124,10,29,0,0,0,3146,11,100000
身體護甲,1671,784,0,124,11,28,0,0,0,3146,12,100000
頭部護甲,1672,785,0,124,12,28,0,0,0,3146,13,100000
髮色,1673,786,2,124,13,29,0,0,0,3146,14,100000
犄角顏色,1674,787,2,124,14,27,0,0,0,3146,7,100000
斑紋,1675,788,0,124,15,27,0,0,0,3146,4,100000
護甲顏色,1676,789,2,124,16,28,0,0,0,3146,17,100000
視力,1680,790,32,124,17,29,0,0,2,3146,18,100000
眼睛顏色,1681,791,2,124,18,29,0,0,2,3146,19,100000
眼睛類型,1682,792,0,124,19,29,0,0,2,4128,20,100000
犄角造型,1683,793,0,126,2,27,0,0,0,0,3,100000
冠毛,1684,794,0,126,3,30,0,0,0,0,4,100000
眉毛,1685,795,0,126,4,29,0,0,0,0,5,100000
耳朵,1686,796,0,126,5,30,0,0,0,0,6,100000
下顎,1687,797,0,126,6,30,0,0,0,0,7,100000
下巴,1688,798,0,126,7,29,0,0,0,0,8,100000
鼻子,1689,799,0,126,8,29,0,0,0,0,9,100000
喉嚨,1690,800,0,126,9,30,0,0,0,0,10,100000
腿部,1691,801,0,126,10,27,0,0,0,0,11,100000
尾巴,1692,802,0,126,11,27,0,0,0,0,12,100000
背部,1693,803,0,126,12,28,0,0,0,0,13,100000
飛翼,1694,804,0,126,13,28,0,0,0,0,14,100000
護甲,1695,805,0,126,14,28,0,0,0,0,15,100000
髮色,1697,806,2,126,15,30,0,0,0,0,17,100000
犄角顏色,1698,807,2,126,16,27,0,0,0,0,18,100000
斑紋,1699,808,0,126,17,28,0,0,0,0,19,100000
護甲顏色,1700,809,2,126,18,28,0,0,0,0,20,100000
視力,1704,810,32,126,19,29,0,0,2,0,21,100000
眼睛顏色,1705,811,2,126,20,29,0,0,2,0,22,100000
眼睛類型,1706,812,0,126,21,29,0,0,2,4129,23,100000
犄角造型,1707,813,0,125,2,27,0,0,0,3732,3,100000
眉毛,1708,814,0,125,3,29,0,0,0,3732,4,100000
耳朵,1709,815,0,125,4,29,0,0,0,3732,5,100000
下顎,1710,816,0,125,5,29,0,0,0,3732,6,100000
下巴,1711,817,0,125,6,28,0,0,0,3732,7,100000
鼻子,1713,818,0,125,7,29,0,0,0,3732,8,100000
喉嚨,1714,819,0,125,8,27,0,0,0,3732,9,100000
冠毛,1715,820,0,125,9,27,0,0,0,3732,16,100000
尾巴,1716,821,0,125,10,28,0,0,0,3732,95,100000
眼睛,1717,822,0,125,11,29,0,0,0,3732,12,100000
身體護甲,1718,823,0,125,12,28,0,0,0,3732,13,100000
頭部護甲,1719,824,0,125,13,28,0,0,0,3732,14,100000
毛色,1721,825,2,125,14,28,0,0,0,3732,97,100000
犄角顏色,1722,826,2,125,15,27,0,0,0,3732,5,100000
護甲顏色,1723,827,2,125,16,28,0,0,0,3732,17,100000
視力,1727,828,32,125,17,29,0,0,2,3732,18,100000
眼睛顏色,1728,829,2,125,18,29,0,0,2,3732,19,100000
眼睛類型,1729,830,0,125,19,29,0,0,2,4130,20,100000
項鍊,1730,831,8,56,29,3,0,0,5,0,28,90105
膚色,1731,832,81,128,0,2,0,0,1,0,1,100000
皮膚鱗片類型,1732,833,0,129,0,27,0,0,1,4077,2,100000
膚色,1733,834,18,129,1,27,0,0,0,0,1,100000
口鼻,1734,835,0,129,2,27,0,0,0,0,4,100000
犄角造型,1735,836,0,129,3,27,0,0,0,0,5,100000
冠毛,1737,837,0,129,4,27,0,0,0,0,16,100000
喉嚨,1738,838,0,129,5,29,0,0,0,0,7,100000
下顎,1739,839,0,129,6,29,0,0,0,0,8,100000
背部,1741,840,0,129,7,28,0,0,0,0,9,100000
尾巴,1742,841,0,129,8,28,0,0,0,0,10,100000
眼睛,1743,842,0,129,9,29,0,0,0,0,11,100000
身體護甲,1744,843,0,129,10,28,0,0,0,0,12,100000
頭部護甲,1745,844,0,129,11,28,0,0,0,0,13,100000
毛色,1746,845,2,129,12,29,0,0,0,0,14,100000
犄角顏色,1747,846,2,129,13,27,0,0,0,0,15,100000
護甲顏色,1748,847,2,129,14,28,0,0,0,0,16,100000
視力,1761,848,32,129,15,29,0,0,2,0,17,100000
眼睛顏色,1762,849,2,129,16,29,0,0,2,0,18,100000
眼睛類型,1763,850,0,129,17,29,0,0,2,4131,19,100000
犄角珠寶,1764,851,40,89,25,31,0,0,0,0,12,100000
珠寶顏色,1765,852,10,89,26,31,0,0,0,0,14,100000
臉型,1767,853,128,128,1,2,0,0,0,0,2,100000
髮型,1768,854,0,128,2,2,0,0,0,0,3,100000
髮色,1769,855,2,128,3,2,0,0,0,0,4,100000
耳朵,1770,856,0,128,4,3,0,0,0,0,20,100000
下身襯褲,1771,857,1,128,5,1,0,0,0,0,31,100000
上身襯衣,1772,858,1,128,6,1,0,0,0,0,30,100000
襯衣褲顏色,1773,859,3,128,7,1,0,0,0,0,32,100000
犄角,1774,860,8,128,8,23,0,0,0,0,9,100000
犄角顏色,1775,861,2,128,9,23,0,0,0,0,10,100000
犄角珠寶,1776,862,8,128,10,23,0,0,0,0,11,100000
珠寶顏色,1777,863,2,128,11,3,0,0,0,0,26,100000
鱗片斑紋,1778,864,0,128,12,23,0,0,0,0,14,100000
耳環,1779,865,8,128,13,3,0,0,0,0,21,100000
項鍊,1780,866,8,128,14,3,0,0,0,0,25,100000
頭飾,1781,867,8,128,15,3,0,0,0,0,19,100000
髮飾,1782,868,8,128,16,2,1,0,0,0,6,100000
鼻子,1783,869,0,128,17,3,0,0,0,0,22,100000
下巴,1784,870,8,128,18,3,0,0,0,0,23,100000
眼睛顏色,1785,871,2,128,19,2,0,0,0,0,7,100000
視力,1786,872,32,128,20,2,0,0,2,0,8,100000
頭髮反光,1787,873,10,128,21,2,0,0,0,0,5,100000
鱗片顏色,1788,874,11,128,22,23,0,0,0,0,16,100000
身體鱗片,1791,875,9,128,23,1,0,0,0,0,33,100000
鱗片刻紋,1792,876,40,128,24,23,0,0,0,0,15,100000
膚色,1793,877,81,127,0,2,0,0,0,0,1,100000
臉型,1794,878,128,127,1,2,0,0,0,0,2,100000
髮型,1795,879,0,127,2,2,0,0,0,0,3,100000
髮色,1796,880,2,127,3,2,0,0,0,0,4,100000
鬍子,1797,881,8,127,5,2,0,0,0,0,8,100000
耳朵,1799,882,0,127,4,3,0,0,0,0,23,100000
下身襯褲,1800,883,1,127,6,1,0,0,0,0,31,100000
上身襯衣,1802,884,1,127,7,1,0,0,0,0,30,100000
襯衣褲顏色,1803,885,3,127,8,1,0,0,0,0,32,100000
眼睛顏色,1804,886,2,127,20,3,0,0,0,0,21,100000
視力,1805,887,32,127,21,3,0,0,0,0,22,100000
上唇鬍髭,1806,888,0,127,13,2,0,0,0,0,7,100000
頭飾,1807,889,8,127,16,3,0,0,0,0,20,100000
髮飾,1808,890,8,127,17,2,1,0,0,0,6,100000
鱗片斑紋,1809,891,0,127,14,23,0,0,0,0,13,100000
鼻子,1810,892,0,127,18,3,0,0,0,0,25,100000
頭髮反光,1812,894,10,127,22,2,0,0,0,0,5,100000
珠寶顏色,1813,895,2,127,12,3,0,0,0,0,26,100000
身體鱗片,1818,896,9,127,24,1,0,0,0,0,33,100000
鱗片刻紋,1819,897,40,127,25,23,0,0,0,0,14,100000
鱗片顏色,1823,898,11,127,23,23,0,0,0,0,15,100000
犄角,1828,899,8,127,9,23,0,0,0,0,10,100000
犄角顏色,1829,900,2,127,10,23,0,0,0,0,11,100000
犄角珠寶,1831,901,8,127,11,23,0,0,0,0,12,100000
耳環,1832,902,8,127,15,3,0,0,0,0,24,100000
胸口束帶,1833,903,8,127,26,1,1,0,0,0,29,100000
嘴部,1834,904,0,123,25,29,0,0,0,3137,33,100000
胸部,1842,905,104,89,27,24,0,0,0,0,42,100000
腰布,1843,906,40,89,28,26,0,0,0,0,51,100000
護肩,1844,907,104,89,29,24,0,0,0,0,41,100000
頭盔,1845,908,40,89,30,24,0,0,0,0,40,100000
護甲顏色,1846,909,10,89,31,24,0,0,0,0,49,100000
犄角形狀,1847,910,0,123,26,27,0,0,0,4071,7,100000
犄角形狀,1848,911,0,124,99,27,0,0,0,4070,98,100000
犄角形狀,1849,912,0,125,99,27,0,0,0,4073,6,100000
犄角形狀,1850,913,0,126,99,27,0,0,0,4072,98,100000
次要顏色,1976,958,10,89,2,22,0,0,1,0,4,100000
刻紋顏色,1978,959,10,89,39,22,0,0,1,0,7,100000
眉毛,1979,960,0,127,28,23,0,0,0,0,16,100000
眉毛,1980,961,0,128,26,23,0,0,0,0,17,100000
頭部護甲,1981,962,0,126,100,28,0,0,0,0,16,100000
,1982,963,0,89,40,24,0,0,0,0,100,100000
腳部,1984,966,40,89,32,26,0,0,0,0,53,100000
胸甲,1985,967,40,89,33,24,0,0,0,0,43,100000
大腿,1986,968,40,89,34,26,0,0,0,0,52,100000
腰部,1987,969,40,89,35,26,0,0,0,0,50,100000
飛翼裝飾,1988,970,40,89,36,26,0,0,0,0,54,100000
上臂,1989,971,40,89,37,24,0,0,0,0,45,100000
前臂,1990,972,104,89,38,24,0,0,0,0,46,100000
斑紋,1992,973,0,129,18,28,0,0,0,0,20,100000
護甲風格,2013,978,8,89,41,26,0,0,0,0,55,100000
完全變形,2044,979,32,123,27,27,0,0,0,0,1,100000
完全變形,2962,996,32,124,27,27,0,0,0,0,1,100000
,2963,997,0,89,42,24,0,0,0,0,101,100000
,2964,998,0,89,43,24,0,0,0,0,102,100000
顏色,3078,660,144,148,1,21,0,0,1,0,1,100105
視力,6338,1113,32,1,12,3,0,0,0,0,12,0
視力,6339,1114,32,2,11,2,0,0,0,0,9,0
視力,6340,1115,32,3,25,2,0,0,0,0,8,0
視力,6341,1116,32,4,23,2,0,0,0,0,6,0
視力,6342,1117,32,5,22,16,0,0,0,0,8,0
視力,6343,1118,32,6,11,2,0,0,0,0,6,0
視力,6344,1119,32,7,46,23,0,0,0,0,13,0
視力,6345,1120,32,8,36,23,0,0,0,0,13,0
視力,6346,1121,32,9,9,13,0,0,0,4103,9,0
視力,6347,1122,32,10,9,13,0,0,0,4104,9,0
視力,6348,1123,32,11,56,19,0,0,0,0,11,0
視力,6349,1124,32,12,56,18,0,0,0,0,8,0
視力,6350,1125,32,13,9,2,0,0,0,0,9,0
視力,6351,1126,32,14,8,2,0,0,0,0,6,0
視力,6352,1127,32,15,28,2,0,0,0,0,7,0
視力,6353,1128,32,16,28,2,0,0,0,0,7,0
視力,6354,1129,32,17,15,2,0,0,0,0,7,0
視力,6355,1130,32,18,15,2,0,0,0,141,7,0
視力,6356,1131,32,19,14,2,0,0,0,0,14,0
視力,6357,1132,32,20,28,2,0,0,0,0,7,0
視力,6358,1133,32,21,21,2,0,0,0,0,7,0
視力,6359,1134,32,22,21,2,0,0,0,0,7,0
視力,6360,1135,32,43,55,20,0,0,0,0,7,0
視力,6361,1136,32,44,13,20,0,0,0,0,7,0
視力,6362,1137,32,47,8,14,0,0,0,0,8,0
視力,6363,1138,32,48,8,14,0,0,0,0,6,0
視力,6364,1139,32,53,18,2,0,0,0,0,8,0
視力,6365,1140,32,54,20,2,0,0,0,0,8,0
視力,6366,1141,32,55,26,2,0,0,0,0,8,0
視力,6367,1142,32,56,30,2,0,0,0,0,9,0
視力,6368,1143,32,59,14,2,0,0,0,0,11,0
視力,6369,1144,32,60,18,2,0,0,0,0,9,0
視力,6370,1145,32,61,16,2,0,0,0,0,9,0
視力,6371,1146,32,62,27,2,0,0,0,0,7,0
視力,6372,1147,32,63,8,2,0,0,0,0,8,0
視力,6373,1148,32,64,8,2,0,0,0,0,6,0
視力,6374,1149,32,67,9,16,0,0,0,0,9,0
視力,6375,1150,32,68,8,2,0,0,0,0,8,0
視力,6376,1151,32,69,21,2,0,0,0,0,8,0
視力,6377,1152,32,70,9,2,0,0,0,0,8,0
視力,6378,1153,32,71,31,15,0,0,0,0,8,0
視力,6379,1154,32,72,9,15,0,0,0,0,6,0
視力,6380,1155,32,73,13,2,0,0,0,0,8,0
視力,6381,1156,32,74,13,2,0,0,0,141,7,0
視力,6394,1157,32,57,11,2,0,0,0,0,7,0
視力,6395,1158,32,58,12,2,0,0,0,0,6,0
完全變形,6397,1159,32,125,9,27,0,0,0,0,0,100000
犄角,6402,1160,0,149,1,27,0,0,0,0,2,100100
冠毛,6403,1161,0,149,2,29,0,0,0,0,3,100100
下顎,6404,1162,0,149,3,29,0,0,0,0,4,100100
下巴,6405,1163,0,149,4,29,0,0,0,0,9,100100
尾巴,6406,1164,0,149,5,27,0,0,0,0,6,100100
背部,6407,1165,0,149,6,27,0,0,0,0,5,100100
身體護甲,6408,1166,0,149,7,27,0,0,0,0,7,100100
頭部護甲,6409,1167,0,149,8,27,0,0,0,0,8,100100
膚色,6410,1168,16,149,9,27,0,0,0,0,1,100100
護甲顏色,6411,1169,2,149,10,27,0,0,0,0,10,100100
眼睛顏色,6412,1170,2,149,11,29,0,0,0,0,11,100100
面紋,6413,1171,0,149,12,29,0,0,0,0,12,100100
風格,8474,1174,64,176,0,37,0,0,2,0,0,100105
顏色,8475,1175,144,176,1,37,0,0,1,0,1,100105
眼睛類型,8522,1236,32,1,13,3,0,0,0,12,0,0
眼睛類型,8523,1237,32,2,12,2,0,0,0,12,0,0
眼睛類型,8524,1238,32,3,26,2,0,0,0,12,0,0
眼睛類型,8525,1239,32,4,24,2,0,0,0,12,0,0
眼睛類型,8526,1240,32,5,23,16,0,0,0,12,0,0
眼睛類型,8527,1241,32,6,12,2,0,0,0,12,0,0
眼睛類型,8528,1242,32,7,47,3,0,0,0,12,0,0
眼睛類型,8529,1243,32,8,37,3,0,0,0,12,0,0
眼睛類型,8530,1244,32,9,10,13,0,0,0,12,0,0
眼睛類型,8531,1245,32,10,10,13,0,0,0,12,0,0
