Name_lang,Description_lang,ID,GarrTalentTreeID,Tier,UiOrder,IconFileDataID,PlayerConditionID,GarrAbilityID,Flags,TalentType,PrerequisiteTalentID,ResearchCostSource,ActiveDurationSecs,GarrTalentSocketPropertiesID
強擊部隊,"你現在可以招募突擊隊，這種部隊很強大。

突擊隊具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff法術|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\ACHIEVEMENT_FACTION_SHADOPAN_ASSAULT.BLP:20:20:0:0|t|Cffffffff猛攻|R$@garrabdesc878",513,122,6,0,458975,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,514,122,6,1,132175,48550,0,0,0,0,0,0,0
Tier 1 - Aura 1,"分數：$p
$@garrspelldesc",530,150,0,3,132168,0,413,0,0,0,0,0,0
二階 - 光環3,Applies Tier 2 Aura 3,531,150,1,3,1392555,0,0,0,0,0,0,0,0
級別4 - 光環1,Applies Tier 2 Aura 1,532,150,3,1,1392564,0,0,0,0,0,0,0,0
Tier 2 - Aura 2,Applies Tier 2 Aura 2,533,150,1,2,132294,0,0,0,0,531,0,0,0
飛龍攻擊,$@spelldesc247089,534,151,6,0,1354171,50667,0,0,0,0,0,0,0
加速威脅,$@spelldesc245600,535,151,1,0,1380676,50662,0,0,0,0,0,0,0
疾速回復,$@spelldesc247097,536,151,1,1,609811,50662,0,0,0,0,0,0,0
龍的決心,$@spelldesc245604,537,151,2,0,236232,50663,0,0,0,0,0,0,0
時光魅力,$@spelldesc247099,538,151,2,1,236688,50663,0,0,0,0,0,0,0
青銅龍軍團的祝福,$@spelldesc247111,540,151,3,1,134156,50664,0,0,0,0,0,0,0
時間停止,$@spelldesc247103,541,151,0,0,1391675,50661,0,0,0,0,0,0,0
加速,$@spelldesc247104,542,151,0,1,965900,50661,0,0,0,0,0,0,0
時空物品連續性,$@spelldesc247692,543,151,5,1,132594,50666,0,0,0,0,0,0,0
無限疾速,$@spelldesc247110,544,151,5,0,237508,50666,0,0,0,0,0,0,0
幸運,$@spelldesc247094,545,151,4,0,1391676,50665,0,0,0,0,0,0,0
洞察,$@spelldesc247088,546,151,3,0,525134,50664,0,0,0,0,0,0,0
水手火爐,駕馭大海的力量，當你在庫爾提拉斯或贊達拉使用爐石時，其冷卻時間縮短${$a1658}%,547,152,0,0,413582,64059,0,0,0,0,0,0,0
迅捷降落,利用在飛行路線上所產生的動量，讓你在降落後的坐騎速度提高${$a1661}% ，持續${$a1662}分鐘。,548,152,0,1,298594,64059,0,0,0,0,0,0,0
升級部隊兵營,為你的軍隊建立更大的兵營，你可以擁有的部隊上限提高${$a1664}。,549,152,1,0,975738,64047,1254,0,0,0,0,0,0
部隊傳送網,開啟傳送門，將部隊從奧格瑪傳送過來，馬上完成部隊招募。,550,152,1,1,413583,64047,1264,0,0,0,0,0,0
水手火爐,駕馭大海的力量，當你在庫爾提拉斯或贊達拉使用爐石時，其冷卻時間縮短${$a1658}%,551,153,0,0,413582,64046,0,0,0,0,0,0,0
迅捷降落,利用在飛行路線上所產生的動量，讓你在降落後的坐騎速度提高${$a1661}% ，持續${$a1662}分鐘。,552,153,0,1,132239,64046,0,0,0,0,0,0,0
升級部隊兵營,為你的軍隊建立更大的兵營，你可以擁有的部隊上限提高${$a1664}。,553,153,1,0,975738,64047,1254,0,0,0,0,0,0
部隊傳送網,開啟傳送門，將部隊從暴風城傳送過來，馬上完成部隊招募。,554,153,1,1,413583,64047,1264,0,0,0,0,0,0
島嶼盜掠者,學習海盜找寶藏的秘訣，使你有機會在海嶼遠征中獲得額外的海員古幣。,655,152,2,0,1064187,64048,0,0,0,0,0,0,0
島嶼考古學家,學習古代文明的秘密，神殿效果的持續時間提高${$a1667}%。,656,152,2,1,134451,64048,0,0,0,0,0,0,0
世界艾澤萊晶岩探測器,在你的船上建造艾澤萊晶岩探測器，當你完成世界任務時，有機會獲得額外的艾澤萊晶岩。,657,152,3,0,2065603,64049,0,0,0,0,0,0,0
在地交通,升級飛行管理員的哨子，使你在贊達拉或庫爾提拉斯位於飛行管理員身旁時使用哨子時，可以迅速飛行回到祖達薩。,658,152,3,1,132161,64049,0,0,0,0,0,0,0
戰爭前線採集者,建立管道從外部運送資源前往戰爭前線，讓你在進入戰鬥時可以帶著${$a1672}份鋼鐵與${$a1710}木材。,659,152,4,0,1059116,64050,0,0,0,0,0,0,0
戰爭前線將軍,學習在戰鬥中激勵盟友的最佳方式，在戰爭前線作戰時，使你招募的部隊效率提高${$a1674}%,660,152,4,1,2032483,64050,0,0,0,0,0,0,0
部落大使,開啟一條與新盟友的額外貿易路線，在特使任務中可以收集到額外的戰爭資源。,661,152,5,0,2065571,64052,0,0,0,0,0,0,0
島嶼盜掠者,學習海盜找寶藏的秘訣，使你有機會在海嶼遠征中獲得額外的海員古幣。,662,153,2,0,1064187,64048,0,0,0,0,0,0,0
島嶼考古學家,學習古代文明的秘密，神殿效果的持續時間提高${$a1667}%。,663,153,2,1,134451,64048,0,0,0,0,0,0,0
世界艾澤萊晶岩探測器,在你的船上建造艾澤萊晶岩探測器，當你完成世界任務時，有機會獲得額外的艾澤萊晶岩。,664,153,3,0,2065603,64049,0,0,0,0,0,0,0
在地交通,升級飛行管理員的哨子，使你在贊達拉或庫爾提拉斯位於飛行管理員身旁時使用哨子時，可以迅速飛行回到波拉勒斯。,665,153,3,1,132161,64049,0,0,0,0,0,0,0
戰爭前線採集者,建立管道從外部運送資源前往戰爭前線，讓你在進入戰鬥時可以帶著${$a1672}份鋼鐵與${$a1710}木材。,666,153,4,0,1059116,64050,0,0,0,0,0,0,0
戰爭前線將軍,學習在戰鬥中激勵盟友的最佳方式，在戰爭前線作戰時，使附近部隊的效率提高${$a1674}%,667,153,4,1,2001890,64050,0,0,0,0,0,0,0
聯盟大使,開啟一條與新盟友的額外貿易路線，在特使任務中可以收集到額外的戰爭資源。,668,153,5,0,2065569,64051,0,0,0,0,0,0,0
光明永在,Allows for you to discover torches which regenerate Sanity inside the Visions of N'Zoth. [NYI],695,260,0,0,135433,67754,0,0,0,0,0,0,0
心無所懼,Increases your max sanity.[NYI],696,260,1,0,136035,67754,0,0,0,0,0,0,0
懺悔者得通行,Your sanity now passively regenerates. [NYI],697,260,1,1,135740,67754,0,0,0,0,0,0,0
吾為憤怒,"Whenever you take damage that causes you to lose sanity, deal damage to the enemy as well. [NYI]",698,260,2,0,1786422,0,0,0,0,0,0,0,0
無邊黑暗裡的朋友,"Whenever you lose Sanity, chance to summon a friendly void fiend to fight by your side for a short time.[NYI]",699,260,2,1,1711339,0,0,0,0,0,0,0,0
豐富貯藏,Chests now have a chance to contain stronger torches and greater scrolls in them. [NYI],700,260,3,0,1001977,0,0,0,0,0,0,0,0
飛逝幻象,"Whenever you are inside the Vision, your movement speed is increased. [NYI]",701,260,4,0,237529,0,0,0,0,0,0,0,0
富饒幻象,Increases the number of Corrupted Mementos that drop for you. [NYI],702,260,4,1,901746,0,0,0,0,0,0,0,0
堅定心志,"Whenever you are afflicted by a madness, chance instead to benefit from a Boon of Resolve. {NYI]",703,260,5,0,413576,0,0,0,0,0,0,0,0
緊急頭顱除顫,$@spelldesc304815,709,263,3,0,236225,0,0,0,0,0,0,0,0
淨化程序,$@spelldesc304844,721,263,0,0,132793,0,0,0,0,0,0,0,0
清潔精通,$@spelldesc304852,722,263,1,0,655994,0,0,0,0,0,0,0,0
反轉,$@spelldesc304872,723,263,2,0,135936,0,0,0,0,0,0,0,0
同步心智穩定器,$@spelldesc305111,728,264,3,0,1030095,0,0,0,0,0,0,0,0
可攜式明晰,$@spelldesc305146,729,264,0,0,236249,0,0,0,0,0,0,0,0
遼闊心智,$@spelldesc305159,730,264,1,0,237548,0,0,0,0,0,0,0,0
實驗性努力專門知識,$@spelldesc305169,731,264,2,0,236248,0,0,0,0,0,0,0,0
實驗性擾亂,$@spelldesc305380,732,265,0,0,236251,0,0,0,0,0,0,0,0
利用的材料,$@spelldesc307515,733,265,1,0,133784,0,0,0,0,0,0,0,0
清潔精通,$@spelldesc307517,734,266,0,0,135985,0,0,0,0,0,0,0,0
幻象獵人,$@spelldesc307518,735,266,1,0,135599,0,0,0,0,0,0,0,0
清除視線,$@spelldesc307519,736,267,0,0,133146,0,0,0,0,0,0,0,0
幻象製圖,$@spelldesc307520,737,267,1,0,237383,0,0,0,0,0,0,0,0
幻象重整,$@spelldesc307525,738,267,2,0,511651,0,0,0,0,0,0,0,0
逆轉程序,$@spelldesc307527,739,268,0,0,135939,0,0,0,0,0,0,0,0
改造後的面具科技,$@spelldesc307528,740,268,1,0,1981727,0,0,0,0,0,0,0,0
三階 - 光環1,,742,150,2,2,132111,0,0,0,0,0,0,0,0
級別4 - 光環2,,749,150,3,2,132166,0,0,0,0,0,0,0,0
級別4 - 光環3,,750,150,3,3,132212,0,0,0,0,0,0,0,0
級別5 - 光環1,,751,150,4,0,461846,0,0,0,0,0,0,0,0
級別5 - 光環2,,752,150,4,3,132174,0,0,0,0,0,0,0,0
級別6 - 光環1,,753,150,5,1,236179,0,0,0,0,0,0,0,0
級別7 - 光環1,,755,150,5,2,132169,0,0,0,0,0,0,0,0
級別7 - 光環2,,756,150,6,3,461117,0,0,0,0,0,0,0,0
級別7 - 光環3,,757,150,5,4,236189,0,0,0,0,0,0,0,0
級別7 - 光環1,,758,150,7,3,461113,0,0,0,0,0,0,0,0
二階 - 光環4,,759,150,1,4,132165,0,0,0,0,531,0,0,0
級別4 - 光環5,,760,150,3,5,132171,0,0,0,0,0,0,0,0
三階 - 光環2,,785,150,2,4,461112,0,0,0,0,0,0,0,0
級別4 - 光環4,,786,150,3,4,236177,0,0,0,0,0,0,0,0
級別5 - 光環3,,787,150,4,6,132173,0,0,0,0,0,0,0,0
級別6 - 光環3,,788,150,5,5,132176,0,0,0,0,0,0,0,0
球體行動手冊,$@spelldesc307527,791,271,0,2,236249,0,0,0,2,0,1,0,0
泰坦之賜,$@spelldesc307528,792,271,5,2,2000853,77249,0,0,2,0,1,0,0
單獨清潔專業知識,$@garrspelldesc,794,271,1,1,897130,0,0,0,0,0,1,0,0
緊急頭顱除顫,$@spelldesc304815,795,271,1,0,236225,0,0,0,0,794,1,0,0
遼闊心智,$@garrspelldesc,798,271,1,3,237548,0,0,0,0,0,1,0,0
同步心智穩定器,$@spelldesc305111,800,271,1,4,1030095,0,0,0,0,798,1,0,0
清除視線,$@garrspelldesc,802,271,2,2,135918,77250,0,0,0,0,1,0,0
實驗性擾亂,$@garrspelldesc,804,271,4,1,236251,0,0,0,0,0,1,0,0
精英屠殺,$@spelldesc310720,805,271,3,2,135939,0,0,0,0,0,1,0,0
幻象獵人,$@garrspelldesc,806,271,4,3,236282,0,0,0,0,0,1,0,0
超凡決鬥者,$@spelldesc307876,807,272,0,0,2015861,0,0,0,0,0,0,0,0
迅捷突刺,$@spelldesc307875,808,272,0,1,236268,0,0,0,0,0,0,0,0
四兩撥千金,$@spelldesc307874,809,272,1,0,1301080,0,0,0,0,0,0,0,0
先聲奪人,$@spelldesc307883,811,272,2,0,236882,0,0,0,0,0,0,0,0
紮實準備,$@spelldesc307882,812,272,2,1,1500885,0,0,0,0,0,0,0,0
靈活步法,$@spelldesc307880,814,272,3,0,965900,0,0,0,0,0,0,0,0
激勵氣勢,$@spelldesc307878,815,272,3,1,132171,0,0,0,0,0,0,0,0
樂趣無窮,$@spelldesc308390,816,272,4,0,237272,0,0,0,0,0,0,0,0
罌粟花田,$@garrspelldesc,824,275,7,1,306845,89053,0,0,0,0,0,0,0
花蝴蝶,$@garrspelldesc,826,275,3,1,237573,89040,0,0,0,0,0,0,0
舒緩之聲,$@garrspelldesc,827,275,3,0,136090,89040,0,0,0,0,0,0,0
強化蛹繭,$@garrspelldesc,828,275,3,2,132123,89040,0,0,0,0,0,0,0
耐抗靈印,,829,275,4,1,463893,89041,0,0,0,826,0,0,3
威能靈印,,830,275,4,0,463891,89041,0,0,0,827,0,0,2
巧技靈印,,831,275,4,2,463890,89041,0,0,0,828,0,0,1
耐抗靈印,,832,275,5,1,463893,89037,0,0,0,0,0,0,3
飛靈之塵,$@garrspelldesc,833,275,6,0,463521,89054,0,0,0,0,0,0,0
夢遊者,$@garrspelldesc,834,275,6,2,1396974,89054,0,0,0,0,0,0,0
巧技靈印,,835,275,1,2,463890,84497,0,0,0,0,0,0,1
威能靈印,,836,275,2,1,463891,84497,0,0,0,0,0,0,2
護命莢,$@garrspelldesc,837,275,0,1,656440,84497,0,0,0,0,0,0,0
物資禮包,$@garrspelldesc,844,276,4,0,133651,89036,0,0,0,0,0,0,0
耐抗靈印,,849,276,6,0,463893,89038,0,0,0,0,0,0,3
威能靈印,,850,276,1,0,463891,88529,0,0,0,0,0,0,2
巧技靈印,,851,276,6,2,463890,89038,0,0,0,0,0,0,1
妮亞的工具：刺果,$@garrspelldesc,858,276,7,0,132309,89039,0,0,0,849,0,0,0
妮亞的工具：毒藥,$@garrspelldesc,859,276,7,1,136242,89039,0,0,0,994,0,0,0
妮亞的工具：草藥,$@garrspelldesc,860,276,7,2,960671,89039,0,0,0,851,0,0,0
腳步莫停,$@garrspelldesc,862,276,2,2,134060,89034,0,0,0,1009,0,0,0
不倦奔行,$@garrspelldesc,863,276,2,0,514641,89034,0,0,0,850,0,0,0
季節更迭,$@garrspelldesc,864,276,0,1,236160,84491,0,0,0,0,0,0,0
高速巡行,$@garrspelldesc,866,276,4,2,132142,89036,0,0,0,0,0,0,0
耐抗靈印,,870,275,1,0,463893,84497,0,0,0,0,0,0,3
威能靈印,,994,276,6,1,463891,89038,0,0,0,0,0,0,2
耐抗靈印,,995,276,5,1,463893,89042,0,0,0,0,0,0,3
耐抗靈印,,997,304,5,1,463893,84407,0,0,0,0,0,0,3
整裝備戰,$@garrspelldesc,998,304,7,2,236310,89055,0,0,0,1000,0,0,0
堅守陣地,$@garrspelldesc,999,304,7,0,236368,89055,0,0,0,1001,0,0,0
巧技靈印,,1000,304,6,2,463890,89054,0,0,0,0,0,0,1
威能靈印,,1001,304,6,0,463891,89054,0,0,0,0,0,0,2
巧技靈印,,1005,304,1,2,463890,84407,0,0,0,0,0,0,1
耐抗靈印,,1006,304,1,0,463893,84407,0,0,0,0,0,0,3
耐抗靈印,,1009,276,1,2,463893,88529,0,0,0,0,0,0,3
巧技靈印,,1010,276,3,1,463890,89035,0,0,0,0,0,0,1
魔鏡啊魔鏡,"神秘的古代鏡子網路可讓使用者穿梭於瑞文崔斯位於各處的諸多節點。

重新啟動鏡子網路之後，你首先恢復位於永恆露臺和尊殞村的鏡子。",1047,309,0,0,3854020,84025,0,0,0,0,0,0,0
鏡子,"恢復鏡子網路的其他動力。這樣做讓你能夠前往更多地點，讓你的影響力遍佈瑞文崔斯。

將更多靈魄導向網路，便能復原贖罪之殿和禍孽森林的鏡子。",1048,309,1,0,3854020,0,0,0,0,1047,0,0,0
鏡影特務,"你即將完成這項鏡子浩大工程。

最後的復原工作可以恢復進食者的灌木林以及威權要塞的鏡子。

現在整個網路已經完全恢復，使你能夠在瑞文崔斯全境尋找以及修復受損鏡子。穿越這些特殊鏡子，發現新事物，以及必須透過這些鏡子才能獲得的特殊獎勵。

在罪殞城新增一道奧睿博司傳送門。",1049,309,2,0,3854020,0,0,0,0,1048,0,0,0
就是通靈塔,"開始掌握瑪卓薩斯上空那巨大亡城的相關知識。

解鎖在亡城移動的額外選項。",1050,310,0,0,3854019,84025,0,0,0,0,0,0,0
上方碉堡,"解鎖一道連接統御者之座和亡城澤瑞奎斯的傳送門。

這個全速移動的亡城能提供徹底的空中優勢，讓你匹敵瑪卓薩斯的所有家族。好好利用它。讓你可在整個區域內移動。",1051,310,1,0,3854019,0,0,0,0,1050,0,0,0
飛行堡壘,"解鎖亡城下方、祭儀家族深處埃索拉瑪斯的傳送門。

進入這個傳送門可能非常危險，但也有機會讓你搶下優勢。

在你的聖所新增一道通往奧睿博司的傳送門。",1052,310,2,0,3854019,0,0,0,0,1051,0,0,0
孕育之根,"啟動神秘的蘑菇網路，連結亞登曠野各處地點。

你可以在森林之心、森林邊界、菇柄之域和平靜林地之間自由移動。",1053,307,0,0,3854017,84025,0,0,0,0,0,0,0
蘑菇之樂,"神奇蘑菇網路的範圍越來越廣，通往生命水岸、長者之地和果姆蟲巢的道路恢復了。

探索只能透過網路前往的秘密地下洞穴。

提高瑪拉茲莫斯對你的聲望，幫助網路成長以獲得獨特獎勵。",1054,307,1,0,3854017,0,0,0,0,1053,0,0,0
繁盛之網,"蘑菇網路的完整道路再次開放，恢復了通往碎裂山脊、日暮林地和特那希的道路。

讓你可以前往位於界域邊陲的神秘島嶼。

提供更多機會給你，讓你可以努力獲得瑪拉茲莫斯的聲望，取得他最稀有的禮物！

在森林之心新增一道通往奧睿博司的傳送門。",1055,307,2,0,3854017,0,0,0,0,1054,0,0,0
信仰之行,"能夠前往樂土堡、英雄之陵、志士之墓和勇氣神殿。

抵達一個地點之後施展卸去凡軀，大幅提高行動速度，並使你向前推進。",1056,308,0,0,3675497,84025,0,0,0,0,0,0,0
力量之躍,"得以前往賢者集所、純潔神殿和永恆頌歌之座。

卸去凡軀持續時間延長100%。

你的召喚侍者技能現在可以形成一個樂土堡信標，讓你可以在野外使用。",1057,308,1,0,3675497,0,0,0,0,1056,0,0,0
永恆之路,"得以前往謙遜神殿和收集者露臺。

啟用卸去凡軀之後，可以在有效期間大幅降低敵人偵測到你的距離。

你的隊伍成員現在也可以使用侍者的樂土堡信標。

在樂土堡建立一道通往奧睿博司的傳送門。",1058,308,2,0,3675497,0,0,0,0,1057,0,0,0
川流卷鬚,將靈魄導向純潔之巔與勇氣神殿，以便獲得特殊寶藏，並對戰敵方勇士。可從誓盟的使命任務獲得其他獎勵和感激禮賜。,1062,312,0,0,3675491,84025,0,0,0,0,0,0,0
靈流佈線,將靈魄導向謙遜神殿與永恆熔爐，解鎖新的世界任務及每日任務。提高從誓盟的使命任務獲得的感激禮賜數量。,1063,312,1,0,3675491,0,0,0,0,1062,0,0,0
流竄之力,將靈魄導向永世文庫與忠誠要塞，以便獲得強大的琪瑞安強化，並挑戰菁英敵人。提高從誓盟的使命任務獲得的感激禮賜數量至其最高等級。,1064,312,2,0,3675491,0,0,0,0,1063,0,0,0
川流卷鬚,將靈魄導向天選者家族與傀儡家族，以便獲得特殊寶藏，並對戰敵方勇士。可從誓盟的使命任務獲得其他獎勵和感激禮賜。,1065,313,0,0,3854015,84025,0,0,0,0,0,0,0
靈流佈線,將靈魄導向瘟疫家族與蛛眼家族，解鎖新的世界任務及每日任務。提高從誓盟的使命任務獲得的感激禮賜數量。,1066,313,1,0,3854015,0,0,0,0,1065,0,0,0
流竄之力,將靈魄導向祭儀家族與苦痛劇場，以便獲得強大的死靈領主強化，並挑戰菁英敵人。提高從誓盟的使命任務獲得的感激禮賜數量至其最高等級。,1067,313,2,0,3854015,0,0,0,0,1066,0,0,0
川流卷鬚,將靈魄導向遺忘墓穴與殘墓山丘，以便獲得特殊寶藏，並對戰敵方勇士。可從誓盟的使命任務獲得其他獎勵和感激禮賜。,1068,314,0,0,3854016,84025,0,0,0,0,0,0,0
靈流佈線,將靈魄導向收割者廷衛與尊殞村，解鎖新的世界任務及每日任務。提高從誓盟的使命任務獲得的感激禮賜數量。,1069,314,1,0,3854016,0,0,0,0,1068,0,0,0
流竄之力,將靈魄導向隱蔽避難所與威權要塞，以便獲得強大的汎希爾強化，並挑戰菁英敵人。提高從誓盟的使命任務獲得的感激禮賜數量至其最高等級。,1070,314,2,0,3854016,0,0,0,0,1069,0,0,0
川流卷鬚,將靈魄導向爍瀑盆地與夢歌沼地，以便獲得特殊寶藏，並對戰敵方勇士。可從誓盟的使命任務獲得其他獎勵和感激禮賜。,1071,311,0,0,3854013,84025,0,0,0,0,0,0,0
靈流佈線,將靈魄導向特那瓦勒與冬日窪地，解鎖新的世界任務及每日任務。提高從誓盟的使命任務獲得的感激禮賜數量。,1072,311,1,0,3854013,0,0,0,0,1071,0,0,0
流竄之力,將靈魄導向利爪之緣與特那希，以便獲得強大的暗夜妖精強化，並挑戰菁英敵人。提高從誓盟的使命任務獲得的感激禮賜數量至其最高等級。,1073,311,2,0,3854013,0,0,0,0,1072,0,0,0
真知灼見,進行冒險並收集相關獎勵。,1074,315,0,0,3675495,84025,0,0,0,0,0,0,0
護林者之賜,夥伴自然恢復生命力的速度提高25%。,1075,315,1,0,3675495,0,1274,0,0,1074,0,0,0
秘道,完成冒險所需時間縮短25%。,1076,315,2,0,3675495,0,1273,0,0,1075,0,0,0
真知灼見,進行冒險並收集相關獎勵。,1077,316,0,0,3675495,84025,0,0,0,0,0,0,0
增強淨化,夥伴自然恢復生命力的速度提高25%。,1078,316,1,0,3675495,0,1274,0,0,1077,0,0,0
光之羽翼,完成冒險所需時間縮短25%。,1079,316,2,0,3675495,0,1273,0,0,1078,0,0,0
真知灼見,進行冒險並收集相關獎勵。,1080,317,0,0,3675495,84025,0,0,0,0,0,0,0
無愧盛宴,夥伴自然恢復生命力的速度提高25%。,1081,317,1,0,3675495,0,1274,0,0,1080,0,0,0
絕頂效率,完成冒險所需時間縮短25%。,1082,317,2,0,3675495,0,1273,0,0,1081,0,0,0
真知灼見,進行冒險並收集相關獎勵。,1083,318,0,0,3675495,84025,0,0,0,0,0,0,0
治癒療程,夥伴自然恢復生命力的速度提高25%。,1084,318,1,0,3675495,0,1274,0,0,1083,0,0,0
強制行軍,完成冒險所需時間縮短25%。,1085,318,2,0,3675495,0,1273,0,0,1084,0,0,0
首次種植,修復女王的栽培園，你會在這座神聖的庭園滋補失落神靈的野性種子，並且迎接他們的復活。,1086,319,0,0,3675494,84025,0,0,0,0,0,0,0
吾家有種初長成,"解鎖催化區，並啟用更多野性種子。

栽培者阿歐妮現在會提供每日催化任務。

你也可以尋找強大、稀有且非凡的靈魂來幫助你在栽培園的工作。",1087,319,1,0,3675494,0,0,0,0,1086,0,0,0
滋潤之靈,"額外灌注的靈魄可在女王的栽培園啟用更多野性種子和催化區，擴展你的栽培空間。

尋找其他稀有靈魂，能讓你在艾澤拉斯和其他地方踏上啟蒙之旅。",1088,319,2,0,3675494,0,0,0,0,1087,0,0,0
繁茂花圃,"使你能在女王的栽培園啟用更多野性種子和催化區。

你現在可以使用一個最多能連結三個催化物質的野性種子，讓你更有機會獲得獨特獎勵。

出發尋找能吸引靈魂動物住進栽培園的稀有靈魂。",1089,319,3,0,3675494,0,0,0,0,1088,0,0,0
最終形態,"使栽培園完全恢復昔日榮光。

最後一次灌注至栽培園的靈魄啟動了最後的野性種子栽培區。

野性種子可以連結最多四個催化物質，讓你有最大的機會獲得獨特獎勵。",1090,319,4,0,3675494,0,0,0,0,1089,0,0,0
第一步,解鎖晉升之路的神聖試煉，協助你的靈魂之絆捕捉六段暗影之境的記憶並進行訓練，獲得獨特獎勵。,1091,320,0,0,3675496,84025,0,0,0,0,0,0,0
神聖試煉,"捕捉額外四段暗影之境記憶，以在晉升之路上進行訓練。

使用累積的靈魄來強化你的某些記憶，可以讓你進入其第二段試煉。

解鎖每週任務。",1092,320,1,0,3675496,0,0,0,0,1091,0,0,0
繼續訓練,"強化更多捕捉到的記憶，解鎖剩下的忠誠試煉，以及第一個智慧試煉。

習得教誨火盆啟動了，使你靈魂之絆會在晉升競技場提高生命力和傷害。",1093,320,2,0,3675496,0,0,0,0,1092,0,0,0
智慧教誨,"你收集的靈魄強化了剩餘的記憶，可進入剩下的智慧試煉。

解鎖第二個每週任務。",1094,320,3,0,3675496,0,0,0,0,1093,0,0,0
謙遜試煉,"解鎖你捕捉到所有記憶的最終試煉，謙遜試煉。

內心反思火盆啟動了，使你靈魂之絆會在晉升競技場提高生命力和傷害。",1095,320,4,0,3675496,0,0,0,0,1094,0,0,0
建造夥伴,"恢復這個地方的靈魄可解鎖第一級的憎惡縫合術，讓你可以打造自己的傀儡！

寇迪和其他各個有用的傀儡會幫你收集資源，打造更多你的傀儡大軍。",1096,321,0,0,3675492,84025,0,0,0,0,0,0,0
製造肢體,"解鎖第二級的憎惡縫合術。

讓你能打造更多傀儡。可取得一個新戰寵、傀儡裝扮和其他有用的消耗品。",1097,321,1,0,3675492,0,0,0,0,1096,0,0,0
賦予生命,"解鎖第三級的憎惡縫合術。

讓你能在戰鬥中呼喚艾曼妮來協助你。使你可打造更多傀儡來強化你的大軍。",1098,321,2,0,3675492,0,0,0,0,1097,0,0,0
打造朋友,"解鎖第四級的憎惡縫合術。

你現在可以製造兩個危險的高級傀儡，並且製造一袋點心吸引推金加入你的陣線。利用你的傀儡取得更多獨特獎勵。",1099,321,3,0,3675492,0,0,0,0,1098,0,0,0
永遠的好朋友,"解鎖第五級的憎惡縫合術。

融魂傀儡會加入你的軍隊，並且打造強大的骨織肉鵬。統領你完整的傀儡軍團，獲得最稀有的獎勵。",1100,321,4,0,3675492,0,0,0,0,1099,0,0,0
新的宴會,"重新舉辦餘燼宴會，並且逐步使宴會恢復往日榮光。

協助希奧塔打造新的宴會，擴大汎希爾誓盟在瑞文崔斯的影響力。",1111,324,0,0,3675493,84025,0,0,0,0,0,0,0
挑剔味蕾,"靈魄的灌注會持續提高餘燼宴會的名望。

就連最挑剔的賓客都能吸引其注意力，使你能在每場餘燼宴會邀請第四名賓客。這能進一步擴展你得到賓客尊崇的機會。",1112,324,3,0,3675493,0,0,0,0,1111,0,0,0
自己做個小幫手,"灌注更多靈魄來恢復餘燼宴會。

你現在能打造一名泥掘者男管家來協助你舉辦餘燼宴會。",1113,324,1,0,3675493,0,0,0,0,1111,0,0,0
宴會紅人,"擴增餘燼宴會的賓客名單。

現在你可以增加賓客名單，使你能在每場餘燼宴會邀請第三名賓客，提高從賓客獲得獨特獎勵的選項。",1114,324,2,0,3675493,0,0,0,0,1111,0,0,0
專業人士,"餘燼宴會的影響力無遠弗屆，每日舉辦的宴會是界域中最炙手可熱的話題。

你現在可以雇用五名專家工作人員以協助你在每場餘燼宴會中營造完美的氣氛。這樣你就有最大的機會能得到賓客最好的禮物！",1115,324,4,0,3675493,0,0,0,0,1111,0,0,0
巧技靈印,,1121,325,6,2,463890,89038,0,0,0,0,0,0,1
威能靈印,,1122,325,5,1,463891,89037,0,0,0,0,0,0,2
耐抗靈印,,1123,325,6,0,463893,89038,0,0,0,0,0,0,3
易揮發溶劑,$@garrspelldesc,1124,325,0,1,1500943,84500,0,0,0,0,0,0,0
與布魯波同行,$@garrspelldesc,1125,325,2,1,3459800,89034,0,0,0,1132,0,0,0
黏黏的零摩擦塗層,$@garrspelldesc,1126,325,2,0,3459797,89034,0,0,0,1135,0,0,0
小瘟泥的警戒之眼,$@garrspelldesc,1127,325,2,2,3459801,89034,0,0,0,1133,0,0,0
耐抗靈印,,1128,325,3,1,463893,89040,0,0,0,0,0,0,3
凱文的鑰匙圈,"可以打開需要600點技能的鎖。冷卻時間12小時。

每耗費一秒引導霸主之刃，可使凱文鑰匙圈的冷卻時間縮短一小時。",1129,325,4,0,3459799,89036,0,0,0,0,0,0,0
瘟裔淨化軟泥,$@garrspelldesc,1130,325,4,2,3459798,89036,0,0,0,0,0,0,0
耐抗靈印,,1132,325,1,1,463893,88529,0,0,0,0,0,0,3
巧技靈印,,1133,325,1,2,463890,88529,0,0,0,0,0,0,1
威能靈印,,1135,325,1,0,463891,88529,0,0,0,0,0,0,2
終極形態,$@garrspelldesc,1136,325,7,1,840942,89039,0,0,0,0,0,0,0
擴張潛能,靈魄庫的潛在力量目前還處在尚未開發的階段。,1137,326,0,0,418788,70102,0,0,0,0,0,0,0
成長之力,靈魄庫的潛在力量目前還處在尚未開發的階段。,1138,326,1,0,462300,82863,0,0,0,0,0,0,0
