ID,Name_lang,Name1_lang,Mask_ID,Flags
821,『巨龍軍團勇士』%s,『巨龍軍團勇士』%s,547,0
822,淬鍊英雄%s,淬鍊英雄%s,548,0
823,不朽探勘者%s,不朽探勘者%s,549,0
824,高階探險者%s,高階探險者%s,550,0
825,時光奔走者%s,時光奔走者%s,551,0
826,『迷霧楷模』%s,『迷霧楷模』%s,552,0
827,『伊特努斯之爪』%s,『伊特努斯之爪』%s,553,0
828,戰略家%s,戰略家%s,539,0
829,百鍊督軍%s,百鍊督軍%s,554,0
830,百鍊元帥%s,百鍊元帥%s,555,0
831,女王殺手%s,女王殺手%s,556,0
832,覺醒英雄 %s,覺醒英雄 %s,557,0
833,百鍊鬥士%s,百鍊鬥士%s,558,0
834,百鍊傳奇%s,百鍊傳奇%s,559,0
835,晉升破壞者%s,晉升破壞者%s,560,0
836,安蘇芮克剋星%s,安蘇芮克剋星%s,561,0
837,深淵殺手%s,深淵殺手%s,562,0
838,深谷搬運工%s,深谷搬運工%s,563,0
839,機械低語者%s,機械低語者%s,564,0
840,榮譽議員%s,榮譽議員%s,565,0
841,燈火者%s,燈火者%s,566,0
842,紡絲者%s,紡絲者%s,567,0
843,機械看守者%s,機械看守者%s,568,0
844,祈倫托見證者%s,祈倫托見證者%s,569,0
845,『戰利品追尋者』%s,『戰利品追尋者』%s,570,0
846,偵探%s,偵探%s,571,0
847,絲詠者%s,絲詠者%s,572,0
848,阿努%s,阿努%s,573,0
849,『輔臣之手』%s,『輔臣之手』%s,574,0
850,『豐碩者』%s,『豐碩者』%s,575,0
851,回音追逐者%s,回音追逐者%s,576,0
852,灰白之丘健行者%s,灰白之丘健行者%s,577,0
853,瘟疫之地倖存者%s,瘟疫之地倖存者%s,578,0
854,淬鍊者%s,淬鍊者%s,579,0
855,衝天者%s,衝天者%s,580,0
856,艾澤拉斯愛好者%s,艾澤拉斯愛好者%s,581,0
857,外域愛好者%s,外域愛好者%s,582,0
858,北裂境愛好者%s,北裂境愛好者%s,583,0
859,大災變愛好者%s,大災變愛好者%s,584,0
860,潘達利亞愛好者%s,潘達利亞愛好者%s,585,0
861,德拉諾愛好者%s,德拉諾愛好者%s,586,0
862,破碎群島愛好者%s,破碎群島愛好者%s,587,0
863,贊達拉愛好者%s,贊達拉愛好者%s,588,0
864,庫爾提拉斯愛好者%s,庫爾提拉斯愛好者%s,589,0
865,暗影之境愛好者%s,暗影之境愛好者%s,590,0
866,巨龍群島愛好者%s,巨龍群島愛好者%s,591,0
867,創業家%s,創業家%s,592,0
868,『創業英雄』%s,『創業英雄』%s,593,0
869,卡茲阿爾加競速騎師%s,卡茲阿爾加競速騎師%s,594,0
870,熔火之心勘察員%s,熔火之心勘察員%s,595,0
871,卡拉贊畢業生%s,卡拉贊畢業生%s,596,0
872,斷頸者%s,斷頸者%s,597,0
873,探究者%s,探究者%s,598,0
874,無限探究者%s,無限探究者%s,599,0
875,旱鴨子%s,旱鴨子%s,600,0
876,受重視的%s,受重視的%s,601,0
878,賭豪%s,賭豪%s,602,0
879,炸彈客%s,炸彈客%s,603,0
880,閃亮亮大王剋星%s,閃亮亮大王剋星%s,604,0
881,幽坑城解放者%s,幽坑城解放者%s,605,0
882,暗融外交官%s,暗融外交官%s,606,0
883,貿易公爵%s,貿易公爵%s,607,0
884,獲獎鬥士%s,獲獎鬥士%s,608,0
885,獲獎督軍%s,獲獎督軍%s,609,0
886,獲獎元帥%s,獲獎元帥%s,610,0
887,獲獎傳奇%s,獲獎傳奇%s,611,0
888,真能手%s,真能手%s,612,0
889,垃圾大師%s,垃圾大師%s,613,0
892,兼職者%s,兼職者%s,616,0
893,當月最佳「員工」%s,當月最佳「員工」%s,617,0
894,收線能手%s,收線能手%s,618,0
896,新兵%s,新兵%s,619,0
897,後備軍%s,後備軍%s,620,0
898,野戰聖焰師%s,野戰聖焰師%s,621,0
899,哨衛%s,哨衛%s,622,0
900,堅兵%s,堅兵%s,623,0
901,虔誠者%s,虔誠者%s,624,0
902,空騎士%s,空騎士%s,625,0
903,聖焰守衛%s,聖焰守衛%s,626,0
904,聖輝軍官%s,聖輝軍官%s,627,0
905,神聖聖殿騎士%s,神聖聖殿騎士%s,628,0
908,狂人%s,狂人%s,631,0
